DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP,WS,WD,HR,PBAR
OCTUBRE,22,23,0.021,0.008,0.003,0.58,7,15,19.753,2.290,221.530,64.970,622.510
OCTUBRE,23,0,0.019,0.008,0.004,0.56,10,13,19.209,1.610,224.590,67.920,622.500
OCTUBRE,23,1,0.016,0.008,0.005,0.55,11,15,18.990,1.690,250.960,69.400,622.340
OCTUBRE,23,2,0.018,0.008,0.003,0.50,15,11,18.351,1.540,281.430,70.560,622.230
OCTUBRE,23,3,0.018,0.008,0.003,0.50,9,13,18.354,1.570,231.470,68.510,622.060
OCTUBRE,23,4,0.018,0.008,0.003,0.52,10,16,17.617,1.860,221.030,73.820,621.930
OCTUBRE,23,5,0.017,0.008,0.003,0.52,9,19,16.678,1.560,212.870,78.000,622.010
OCTUBRE,23,6,0.015,0.008,0.005,0.55,9,15,16.507,1.350,178.510,80.200,622.260
OCTUBRE,23,7,0.011,0.008,0.008,0.72,17,22,16.717,1.310,207.460,79.150,622.430
OCTUBRE,23,8,0.010,0.009,0.009,1245064.00,23,22,17.442,1.350,130.830,75.450,622.830
OCTUBRE,23,9,0.014,0.009,0.008,0.99,64,16,19.568,1.340,143.570,67.050,623.240
OCTUBRE,23,10,0.023,0.009,0.004,0.73,48,8,21.832,1.490,136.200,59.180,623.370
OCTUBRE,23,11,0.027,0.009,0.003,0.68,24,10,23.502,2.010,168.020,53.510,623.250
OCTUBRE,23,12,0.031,0.009,0.003,0.68,22,NA,24.902,2.850,190.950,48.030,622.850
OCTUBRE,23,13,0.033,0.009,0.002,0.63,23,5,25.812,2.490,225.880,44.550,622.190
OCTUBRE,23,14,0.032,0.009,0.004,0.69,22,11,26.061,2.940,209.480,42.750,621.550
OCTUBRE,23,15,0.033,0.009,0.003,0.62,38,4,26.217,2.610,222.310,40.780,620.880
OCTUBRE,23,16,0.035,0.008,0.002,0.58,30,10,27.100,3.220,244.440,38.220,620.310
OCTUBRE,23,17,0.035,0.009,0.003,0.57,21,NA,27.307,2.720,231.380,37.040,620.030
OCTUBRE,23,18,0.034,0.008,0.003,0.54,26,30,26.924,3.060,259.780,38.020,620.160
OCTUBRE,23,19,0.025,0.008,0.009,0.71,22,27,25.144,2.430,239.560,42.230,620.560
OCTUBRE,23,20,0.024,0.008,0.008,0.72,27,30,23.290,2.760,208.610,47.790,621.100
OCTUBRE,23,21,0.025,0.008,0.004,0.65,31,21,21.898,2.950,226.380,51.920,621.700
OCTUBRE,23,22,0.022,0.008,0.005,0.60,14,NA,20.934,2.810,218.710,54.960,622.040
OCTUBRE,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCTUBRE,24,0,0.021,0.008,0.004,0.51,16,NA,19.017,1.550,262.890,58.760,622.460
OCTUBRE,24,1,0.020,0.008,0.004,0.50,10,16,18.283,1.320,259.740,61.250,622.370
OCTUBRE,24,2,0.013,0.008,0.010,0.52,11,15,17.833,1.140,264.730,61.920,622.170
OCTUBRE,24,3,0.010,0.008,0.011,0.52,17,18,17.180,1.070,253.090,64.320,622.030
OCTUBRE,24,4,0.013,0.008,0.008,0.53,25,19,16.641,1.350,243.000,68.940,622.160
OCTUBRE,24,5,0.017,0.008,0.006,0.51,11,18,16.686,1.380,224.890,69.470,622.360
OCTUBRE,24,6,0.012,0.008,0.008,0.53,6,22,15.459,1.240,292.600,74.960,622.630
OCTUBRE,24,7,0.010,0.008,0.009,0.70,7,13,15.239,NA,260.040,76.080,623.160
OCTUBRE,24,8,0.012,0.008,0.009,0.81,35,17,16.022,1.060,283.910,73.130,623.400
OCTUBRE,24,9,0.012,0.009,0.010,0.98,28,16,18.183,1.520,294.470,63.130,623.630
OCTUBRE,24,10,0.024,0.009,0.008,0.69,57,15,21.078,1.340,212.730,52.230,623.690
OCTUBRE,24,11,0.032,0.013,0.006,0.67,50,16,23.549,1.440,166.210,43.590,623.490
OCTUBRE,24,12,0.040,0.011,0.004,0.65,29,9,24.884,1.820,162.070,42.530,623.180
OCTUBRE,24,13,0.041,0.010,0.004,0.69,30,17,26.220,2.210,175.060,40.110,622.380
OCTUBRE,24,14,0.039,0.009,0.007,0.84,36,7,26.414,2.710,153.980,35.050,621.810
OCTUBRE,24,15,0.045,0.009,0.003,0.60,35,11,27.692,2.560,221.900,31.530,621.090
OCTUBRE,24,16,0.048,0.009,0.003,0.55,51,14,28.076,1.800,225.570,30.020,620.640
OCTUBRE,24,17,0.046,0.009,0.003,0.57,28,21,28.602,1.980,208.720,28.810,620.390
OCTUBRE,24,18,0.044,0.009,0.004,0.55,24,38,27.592,2.360,263.100,30.070,620.520
OCTUBRE,24,19,0.023,0.009,0.019,0.92,35,44,25.734,1.340,255.030,34.480,620.800
OCTUBRE,24,20,0.023,0.009,0.014,0.82,62,37,24.153,3.000,224.670,40.200,621.440
OCTUBRE,24,21,0.028,0.009,0.006,0.65,47,34,22.117,3.330,221.660,50.700,622.150
OCTUBRE,24,22,0.028,0.008,0.005,0.59,31,28,21.637,2.320,237.140,51.190,622.630
OCTUBRE,24,23,0.027,0.008,0.005,0.60,26,24,21.417,1.480,199.160,51.980,622.920
OCTUBRE,25,0,0.026,0.008,0.006,0.57,28,13,21.420,1.420,199.470,51.360,622.790
OCTUBRE,25,1,0.024,0.008,0.006,0.54,25,20,20.846,1.120,248.310,53.050,622.550
OCTUBRE,25,2,0.016,0.009,0.011,0.57,16,28,20.344,1.120,159.250,55.890,622.520
OCTUBRE,25,3,0.016,0.009,0.014,0.62,24,25,20.222,NA,143.120,60.080,622.280
OCTUBRE,25,4,0.015,0.009,0.013,0.60,41,28,19.931,1.350,167.940,61.070,622.180
OCTUBRE,25,5,0.021,0.009,0.012,0.62,32,37,19.536,1.380,122.220,65.140,622.020
OCTUBRE,25,6,0.013,0.009,0.012,0.59,32,27,18.782,1.260,249.400,65.960,622.210
OCTUBRE,25,7,0.013,0.009,0.010,0.81,34,26,18.114,1.500,214.480,66.090,622.750
OCTUBRE,25,8,0.009,0.009,0.012,1124446.00,35,28,18.173,1.540,222.380,66.320,623.210
OCTUBRE,25,9,0.014,0.009,0.010,0.94,74,38,18.625,1.360,226.230,64.980,623.670
OCTUBRE,25,10,0.017,0.009,0.010,0.80,58,24,19.500,1.300,278.240,63.170,623.940
OCTUBRE,25,11,0.018,0.010,0.009,0.71,71,30,19.559,1.910,290.630,65.120,623.970
OCTUBRE,25,12,0.022,0.010,0.008,0.72,50,29,19.378,1.760,267.950,67.670,623.700
OCTUBRE,25,13,0.026,0.010,0.008,0.73,46,34,19.453,1.790,267.430,72.160,623.310
OCTUBRE,25,14,0.024,0.010,0.008,0.83,39,32,19.302,2.260,244.120,80.700,622.760
OCTUBRE,25,15,0.025,0.009,0.007,0.82,41,40,19.415,1.640,254.970,82.810,622.420
OCTUBRE,25,16,0.020,0.009,0.010,0.83,40,34,18.637,1.930,212.680,88.890,622.450
OCTUBRE,25,17,0.022,0.009,0.012,0.93,34,18,17.549,1.900,82.310,91.930,622.340
OCTUBRE,25,18,0.020,0.009,0.013,1050567.00,22,15,17.312,1.500,127.350,91.200,622.350
OCTUBRE,25,19,0.012,0.009,0.019,1533398.00,14,23,17.595,1.210,155.460,87.770,622.580
OCTUBRE,25,20,0.008,0.009,0.019,1288572.00,22,28,17.276,1.090,238.740,90.250,622.860
OCTUBRE,25,21,0.009,0.009,0.017,1256777.00,25,28,17.259,0.960,221.020,91.200,623.300
OCTUBRE,25,22,0.010,0.009,0.017,114845.00,27,26,17.293,1.120,160.330,91.060,623.450
OCTUBRE,25,23,0.010,0.009,0.014,1118106.00,29,24,16.949,NA,192.930,91.090,623.420
OCTUBRE,26,0,0.008,0.009,0.012,0.95,23,30,16.244,1.050,279.870,92.920,623.350
OCTUBRE,26,1,0.008,0.009,0.011,0.75,26,27,15.603,NA,283.640,94.210,623.280
OCTUBRE,26,2,0.008,0.009,0.010,0.74,27,29,15.790,NA,267.600,94.880,623.030
OCTUBRE,26,3,0.008,0.009,0.009,0.64,32,27,15.386,0.880,287.450,95.310,622.780
OCTUBRE,26,4,0.009,0.009,0.009,0.64,25,23,15.403,1.050,266.390,95.690,622.640
OCTUBRE,26,5,0.010,0.009,0.009,0.63,29,31,15.698,NA,309.640,95.900,622.630
OCTUBRE,26,6,0.009,0.009,0.010,0.69,25,31,15.814,0.900,309.170,95.850,622.800
OCTUBRE,26,7,0.009,0.009,0.011,0.89,28,34,15.925,NA,302.550,95.810,623.110
OCTUBRE,26,8,0.009,0.009,0.010,1337281.00,35,37,16.293,NA,274.450,95.550,623.540
OCTUBRE,26,9,0.009,0.009,0.012,1405736.00,48,33,17.058,0.970,302.440,94.170,623.940
OCTUBRE,26,10,0.010,0.009,0.014,1261748.00,56,34,18.610,0.820,251.610,88.950,624.270
OCTUBRE,26,11,0.014,0.009,0.015,1158872.00,47,25,20.129,1.310,198.400,80.770,624.180
OCTUBRE,26,12,0.025,0.009,0.010,0.84,49,24,22.449,1.660,243.090,69.010,623.800
OCTUBRE,26,13,0.034,0.008,0.008,0.78,37,21,23.068,1.470,227.640,64.690,623.180
OCTUBRE,26,14,0.043,0.009,0.005,0.68,38,18,23.628,1.300,247.830,60.930,622.510
OCTUBRE,26,15,0.049,0.009,0.004,0.69,35,21,24.083,1.960,267.110,58.390,621.990
OCTUBRE,26,16,0.051,0.009,0.006,0.66,32,27,24.492,2.720,298.630,58.820,621.680
OCTUBRE,26,17,0.050,0.009,0.006,0.66,42,36,24.302,2.510,296.960,58.580,621.550
OCTUBRE,26,18,0.045,0.009,0.006,0.70,39,37,23.571,1.640,281.250,60.380,621.680
OCTUBRE,26,19,0.026,0.009,0.014,1091266.00,33,45,22.183,2.170,151.800,69.380,622.130
OCTUBRE,26,20,0.019,0.009,0.013,0.81,48,34,20.151,4.890,73.160,74.680,622.850
OCTUBRE,26,21,0.022,0.011,0.009,0.86,53,32,18.941,3.030,86.750,79.430,623.370
OCTUBRE,26,22,0.020,0.010,0.010,0.80,20,24,18.876,3.040,97.650,80.590,623.760
OCTUBRE,26,23,0.017,0.009,0.009,0.75,43,18,18.612,2.870,113.030,84.320,623.870
OCTUBRE,27,0,0.017,0.009,0.008,0.66,12,18,18.219,2.790,111.790,87.130,623.750
OCTUBRE,27,1,0.015,0.009,0.006,0.61,25,20,18.341,2.930,100.160,87.400,623.730
OCTUBRE,27,2,0.014,0.009,0.006,0.60,15,22,18.329,2.480,105.310,87.950,623.680
OCTUBRE,27,3,0.010,0.008,0.011,0.70,20,25,18.249,2.520,108.550,88.710,623.440
OCTUBRE,27,4,0.012,0.008,0.010,0.65,30,27,17.850,2.500,106.510,89.110,623.250
OCTUBRE,27,5,0.011,0.008,0.012,0.71,24,27,17.334,2.060,97.720,88.680,623.190
OCTUBRE,27,6,0.010,0.008,0.011,0.79,28,29,17.071,2.170,81.120,89.440,623.290
OCTUBRE,27,7,0.009,0.008,0.011,1.00,16,34,16.990,1.900,94.130,90.400,623.550
OCTUBRE,27,8,0.010,0.009,0.009,1098989.00,43,24,17.352,2.310,82.350,89.060,623.860
OCTUBRE,27,9,0.011,0.009,0.010,1112811.00,41,16,18.442,2.180,95.000,83.690,624.350
OCTUBRE,27,10,0.019,0.009,0.006,0.89,32,11,20.242,3.730,84.520,75.090,624.610
OCTUBRE,27,11,0.024,0.008,0.005,0.83,24,16,22.147,3.960,76.610,66.410,624.460
OCTUBRE,27,12,0.031,0.009,0.006,0.81,37,18,23.429,4.010,80.490,59.560,624.060
OCTUBRE,27,13,0.041,0.009,0.006,0.84,26,12,25.083,4.010,83.590,51.250,623.390
OCTUBRE,27,14,0.045,0.012,0.009,0.80,35,15,26.622,4.540,72.780,43.930,622.690
OCTUBRE,27,15,0.044,0.014,0.007,0.75,41,10,27.221,4.650,77.280,40.280,621.990
OCTUBRE,27,16,0.041,0.013,0.008,0.76,46,16,27.519,4.280,82.050,38.730,621.410
OCTUBRE,27,17,0.038,0.013,0.008,0.86,38,24,27.183,3.670,80.530,39.590,621.190
OCTUBRE,27,18,0.030,0.011,0.009,0.84,37,26,26.245,3.840,80.730,43.600,621.360
OCTUBRE,27,19,0.023,0.014,0.008,0.73,31,34,24.656,4.630,46.750,52.380,621.860
OCTUBRE,27,20,0.018,0.017,0.008,0.75,22,38,22.595,4.190,66.330,60.360,622.710
OCTUBRE,27,21,0.021,0.013,0.005,0.74,20,34,20.500,4.180,88.060,65.770,623.670
OCTUBRE,27,22,0.017,0.016,0.009,0.69,24,29,19.576,4.270,75.290,67.480,624.190
OCTUBRE,27,23,0.017,0.021,0.008,0.65,34,24,18.875,4.160,78.960,68.270,624.530
OCTUBRE,28,0,0.017,0.026,0.008,0.56,33,24,18.276,4.360,78.890,68.610,624.430
OCTUBRE,28,1,0.017,0.028,0.008,0.54,26,33,17.602,3.710,76.470,70.890,624.460
OCTUBRE,28,2,0.016,0.028,0.008,0.51,30,35,16.776,3.200,84.980,74.210,624.260
OCTUBRE,28,3,0.012,0.058,0.013,0.49,23,41,17.169,4.080,77.200,71.830,623.940
OCTUBRE,28,4,0.019,0.038,0.006,0.49,43,14,16.412,2.690,88.530,75.820,624.070
OCTUBRE,28,5,0.017,0.015,0.006,0.52,19,18,15.526,2.660,89.930,80.880,623.890
OCTUBRE,28,6,0.014,0.012,0.007,0.58,17,16,15.151,2.300,95.680,82.740,624.100
OCTUBRE,28,7,0.013,0.011,0.008,0.69,15,21,15.258,2.290,100.660,82.660,624.510
OCTUBRE,28,8,0.011,0.010,0.009,0.90,21,13,15.759,2.040,108.210,80.580,624.960
OCTUBRE,28,9,0.018,0.012,0.007,0.87,32,24,18.545,3.320,88.190,70.770,625.310
OCTUBRE,28,10,0.026,0.019,0.005,0.71,23,18,20.424,4.960,73.190,63.700,625.370
OCTUBRE,28,11,0.030,0.013,0.005,0.75,46,16,21.712,5.140,74.110,59.630,625.330
OCTUBRE,28,12,0.034,0.015,0.006,0.78,28,8,23.261,4.030,80.370,53.550,624.800
OCTUBRE,28,13,0.040,0.013,0.006,0.81,54,13,24.851,3.710,82.820,48.210,623.820
OCTUBRE,28,14,0.042,0.017,0.007,0.84,26,4,26.095,3.050,93.590,42.800,622.960
OCTUBRE,28,15,0.044,0.025,0.006,0.73,29,3,27.771,2.430,130.080,34.320,622.070
OCTUBRE,28,16,0.046,0.023,0.006,0.68,30,14,29.063,2.180,120.230,29.410,621.370
OCTUBRE,28,17,0.045,0.012,0.007,0.73,28,18,28.629,2.780,99.280,27.080,621.140
OCTUBRE,28,18,0.041,0.013,0.010,0.75,25,26,28.086,2.280,92.750,28.380,621.130
OCTUBRE,28,19,0.025,0.016,0.018,1184831.00,23,33,26.361,1.680,70.220,32.880,621.360
OCTUBRE,28,20,0.022,0.011,0.018,1088587.00,51,25,24.819,1.640,54.570,38.070,621.790
OCTUBRE,28,21,0.026,0.011,0.012,0.95,28,35,23.625,2.720,46.790,43.300,622.220
OCTUBRE,28,22,0.018,0.013,0.012,0.90,15,33,21.639,2.780,81.070,54.590,622.890
OCTUBRE,28,23,0.016,0.011,0.010,0.79,31,22,20.483,3.100,81.370,61.060,623.300
OCTUBRE,29,0,0.017,0.010,0.008,0.69,32,25,19.359,3.400,95.880,65.940,623.420
OCTUBRE,29,1,0.016,0.010,0.007,0.59,26,22,18.452,3.850,74.270,71.530,623.500
OCTUBRE,29,2,0.014,0.012,0.008,0.56,26,14,17.984,3.710,70.520,74.570,623.480
OCTUBRE,29,3,0.018,0.013,0.005,0.56,23,21,17.664,2.930,77.050,75.260,623.310
OCTUBRE,29,4,0.016,0.011,0.005,0.55,17,13,16.086,2.620,90.590,82.420,623.130
OCTUBRE,29,5,0.015,0.010,0.005,0.53,8,15,15.493,2.800,95.570,84.790,622.950
OCTUBRE,29,6,0.016,0.009,0.005,0.57,11,22,15.277,2.280,92.300,85.890,623.030
OCTUBRE,29,7,0.011,0.009,0.008,0.72,15,24,14.781,2.190,105.750,87.000,623.270
OCTUBRE,29,8,0.012,0.009,0.006,0.86,29,12,15.534,2.040,87.470,83.620,623.560
OCTUBRE,29,9,0.017,0.009,0.005,0.77,30,16,17.639,2.670,80.050,75.310,623.730
OCTUBRE,29,10,0.025,0.009,0.004,0.73,26,11,20.132,3.190,91.220,65.290,623.820
OCTUBRE,29,11,0.032,0.009,0.005,0.75,16,10,22.107,2.660,114.110,57.550,623.780
OCTUBRE,29,12,0.039,0.009,0.004,0.75,21,7,24.012,2.520,132.520,51.790,623.180
OCTUBRE,29,13,0.045,0.009,0.004,0.69,20,NA,26.053,2.090,137.670,44.290,622.390
OCTUBRE,29,14,0.048,0.013,0.005,0.63,21,NA,27.817,1.980,188.690,35.330,621.500
OCTUBRE,29,15,0.055,0.012,0.002,0.52,30,NA,28.871,2.130,212.410,29.900,620.660
OCTUBRE,29,16,0.053,0.015,0.006,0.67,24,4,29.495,2.180,159.780,27.800,620.110
OCTUBRE,29,17,0.049,0.019,0.006,0.63,17,21,28.936,1.700,172.810,26.400,619.930
OCTUBRE,29,18,0.049,0.011,0.005,0.58,24,11,29.022,1.760,111.130,22.660,620.150
OCTUBRE,29,19,0.025,0.009,0.020,11854.00,14,28,26.854,1.130,112.500,27.220,620.500
OCTUBRE,29,20,0.009,0.010,0.027,1934342.00,45,41,24.895,1.080,216.750,32.510,620.810
OCTUBRE,29,21,0.012,0.010,0.024,1556374.00,92,44,23.871,1.540,101.940,32.030,621.440
OCTUBRE,29,22,0.016,0.009,0.015,0.98,53,34,21.998,2.110,82.130,32.140,621.980
OCTUBRE,29,23,0.021,0.009,0.011,0.82,44,33,21.044,2.510,92.470,33.590,622.220
OCTUBRE,30,0,0.018,0.008,0.012,0.76,35,25,19.955,2.270,116.670,39.370,622.440
OCTUBRE,30,1,0.019,0.008,0.010,0.63,30,14,19.238,2.090,133.490,43.520,622.630
OCTUBRE,30,2,0.021,0.009,0.008,0.56,23,20,18.046,2.770,88.200,50.580,622.600
OCTUBRE,30,3,0.019,0.008,0.008,0.52,21,17,16.490,2.480,94.360,58.840,622.420
OCTUBRE,30,4,0.016,0.008,0.009,0.51,16,16,15.392,2.540,95.820,65.250,622.330
OCTUBRE,30,5,0.017,0.008,0.007,0.53,7,18,14.505,3.030,87.840,75.040,622.430
OCTUBRE,30,6,0.018,0.008,0.007,0.59,10,18,14.427,3.570,94.900,80.940,622.610
OCTUBRE,30,7,0.016,0.008,0.007,0.76,14,19,14.031,3.960,92.600,83.060,623.100
OCTUBRE,30,8,0.018,0.008,0.007,0.80,25,21,15.026,4.790,80.920,77.760,623.600
OCTUBRE,30,9,0.025,0.008,0.005,0.79,31,15,16.947,5.420,79.350,68.060,623.990
OCTUBRE,30,10,0.032,0.009,0.005,0.71,44,16,18.614,6.190,74.080,58.350,624.310
OCTUBRE,30,11,0.038,0.009,0.005,0.73,52,16,20.476,5.390,68.500,49.120,624.330
OCTUBRE,30,12,0.043,0.009,0.005,0.73,37,13,21.976,4.730,68.320,43.720,623.830
OCTUBRE,30,13,0.050,0.008,0.006,0.74,26,9,23.651,3.870,83.150,37.720,622.990
OCTUBRE,30,14,0.054,0.008,0.007,0.81,33,10,25.095,3.660,78.070,33.140,622.170
OCTUBRE,30,15,0.061,0.008,0.007,0.75,30,7,25.648,3.980,94.970,30.090,621.460
OCTUBRE,30,16,0.060,0.008,0.007,0.71,31,10,26.458,4.000,85.610,25.940,620.920
OCTUBRE,30,17,0.059,0.008,0.009,0.83,35,11,26.620,3.480,97.850,25.060,620.790
OCTUBRE,30,18,0.051,0.008,0.014,0.98,36,23,25.355,3.070,96.300,28.220,620.980
OCTUBRE,30,19,0.034,0.008,0.018,1143819.00,46,36,23.508,3.110,88.360,33.360,621.250
OCTUBRE,30,20,0.031,0.008,0.013,0.95,66,36,21.936,4.080,74.370,39.000,621.790
OCTUBRE,30,21,0.033,0.008,0.009,0.80,62,35,21.341,4.070,74.180,42.930,622.380
OCTUBRE,30,22,0.029,0.008,0.007,0.78,34,27,19.486,3.580,79.190,50.930,622.850
OCTUBRE,30,23,0.028,0.008,0.006,0.69,26,19,18.392,3.700,82.060,55.820,623.070
OCTUBRE,31,0,0.029,0.008,0.005,0.57,22,16,17.547,4.210,87.380,60.380,623.180
OCTUBRE,31,1,0.029,0.008,0.004,0.53,19,15,16.679,4.080,88.000,64.360,623.210
OCTUBRE,31,2,0.027,0.008,0.003,0.52,16,17,15.773,3.920,80.740,71.580,623.050
OCTUBRE,31,3,0.027,0.008,0.003,0.51,14,15,15.014,3.890,81.510,75.840,622.850
OCTUBRE,31,4,0.026,0.008,0.003,0.52,11,20,14.433,3.440,82.030,78.960,622.990
OCTUBRE,31,5,0.024,0.008,0.004,0.53,11,16,13.974,2.900,90.760,81.040,623.180
OCTUBRE,31,6,0.022,0.008,0.006,0.60,12,17,13.637,2.900,96.170,81.850,623.450
OCTUBRE,31,7,0.016,0.008,0.010,0.82,20,20,13.325,2.930,87.270,82.210,623.730
OCTUBRE,31,8,0.017,0.008,0.009,101848.00,21,27,14.038,3.060,87.160,78.600,624.310
OCTUBRE,31,9,0.023,0.008,0.006,0.85,54,20,16.168,4.060,82.820,69.880,624.820
OCTUBRE,31,10,0.029,0.008,0.005,0.80,32,12,18.047,4.260,84.080,62.880,625.100
OCTUBRE,31,11,0.034,0.008,0.005,0.80,33,15,19.936,3.560,87.660,57.210,624.950
OCTUBRE,31,12,0.040,0.008,0.006,0.78,29,15,21.696,3.090,86.970,53.080,624.240
OCTUBRE,31,13,0.049,0.008,0.006,0.80,34,16,23.842,2.180,114.070,46.700,623.410
OCTUBRE,31,14,0.058,0.009,0.005,0.74,53,8,25.859,1.730,206.560,39.950,622.550
OCTUBRE,31,15,0.066,0.014,0.004,0.66,56,8,26.621,2.010,199.140,37.660,621.900
OCTUBRE,31,16,0.066,0.024,0.006,0.70,48,21,27.527,1.720,185.440,33.680,621.330
OCTUBRE,31,17,0.062,0.032,0.007,0.72,53,29,27.269,2.060,134.870,32.260,621.130
OCTUBRE,31,18,0.045,0.013,0.012,0.97,44,34,25.993,2.570,93.970,34.420,621.470
OCTUBRE,31,19,0.041,0.013,0.012,0.93,45,34,24.734,3.470,50.370,36.290,621.870
OCTUBRE,31,20,0.039,0.012,0.007,0.72,52,31,22.381,5.090,40.090,40.420,622.530
OCTUBRE,31,21,0.036,0.010,0.004,0.62,56,43,20.502,3.390,249.670,47.010,623.890
OCTUBRE,31,22,0.028,0.009,0.006,0.74,31,26,18.705,3.440,159.620,53.250,624.660
OCTUBRE,31,23,0.027,0.009,0.005,0.71,31,22,16.324,4.500,84.090,60.810,624.640
