DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,
NOTA,LOS DATOS SON REVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DÍA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP,WS,WD,HR,PBAR
NOVIEMBRE,22,5,0.029,0.008,0.002,0.70,13,13,11.03,5.53,78.10,80.18,622.97
NOVIEMBRE,22,6,0.028,0.008,0.002,0.74,10,16,10.66,5.63,85.16,80.17,622.89
NOVIEMBRE,22,7,0.027,0.008,0.005,0.84,8,14,10.74,5.93,83.01,76.22,623.23
NOVIEMBRE,22,8,0.025,0.008,0.006,0.93,18,15,10.64,6.15,91.41,76.69,623.56
NOVIEMBRE,22,9,0.024,0.009,0.005,0.97,18,17,11.21,5.28,80.25,76.57,623.96
NOVIEMBRE,22,10,0.027,0.009,0.004,0.95,9,13,12.78,5.90,77.53,70.88,624.18
NOVIEMBRE,22,11,0.028,0.009,0.005,0.96,32,15,14.31,6.08,83.30,65.43,624.05
NOVIEMBRE,22,12,0.027,0.009,0.005,0.99,30,15,13.83,6.20,85.28,66.48,623.27
NOVIEMBRE,22,13,0.027,0.009,0.005,0.98,24,18,13.94,5.60,80.59,65.28,623.03
NOVIEMBRE,22,14,0.025,0.010,0.008,1.08,18,15,14.39,4.47,71.03,63.57,622.47
NOVIEMBRE,22,15,0.026,0.011,0.008,1.09,26,17,14.43,4.27,87.47,63.16,622.03
NOVIEMBRE,22,16,0.025,0.010,0.006,0.97,28,11,14.02,4.91,85.31,64.33,621.58
NOVIEMBRE,22,17,0.023,0.010,0.007,0.99,25,22,13.30,4.69,77.40,65.33,621.68
NOVIEMBRE,22,18,0.022,0.010,0.007,1.00,25,19,12.94,4.24,74.66,66.07,621.64
NOVIEMBRE,22,19,0.019,0.009,0.009,1.09,28,22,12.68,3.59,83.23,66.79,621.87
NOVIEMBRE,22,20,0.017,0.009,0.009,1.11,35,18,12.33,3.84,96.42,68.66,622.19
NOVIEMBRE,22,21,0.015,0.008,0.009,0.97,28,18,11.75,4.07,85.59,71.17,622.51
NOVIEMBRE,22,22,0.016,0.009,0.008,0.90,28,19,11.60,3.60,96.92,72.23,622.70
NOVIEMBRE,22,23,0.015,0.008,0.008,0.89,25,18,11.71,3.10,105.48,72.33,622.77
NOVIEMBRE,23,0,0.013,0.008,0.010,0.84,24,16,11.70,2.60,110.65,72.94,622.81
NOVIEMBRE,23,1,0.009,0.008,0.012,0.87,21,18,11.70,2.25,107.78,74.23,622.55
NOVIEMBRE,23,2,0.009,0.008,0.012,0.82,25,21,11.66,1.78,107.89,75.18,622.29
NOVIEMBRE,23,3,0.010,0.008,0.011,0.81,19,19,11.73,1.28,152.66,75.82,622.15
NOVIEMBRE,23,4,0.009,0.008,0.010,0.86,10,19,11.39,1.07,274.29,78.53,621.97
NOVIEMBRE,23,5,0.009,0.009,0.010,0.85,37,23,10.91,0.98,255.55,81.06,622.02
NOVIEMBRE,23,6,0.009,0.009,0.010,0.95,23,24,10.81,1.00,218.14,81.47,622.21
NOVIEMBRE,23,7,0.009,0.009,0.009,1.39,28,28,11.18,1.15,100.53,80.98,622.75
NOVIEMBRE,23,8,0.009,0.009,0.010,1.67,48,26,11.65,1.51,110.09,78.29,623.22
NOVIEMBRE,23,9,0.009,0.010,0.010,1.61,56,31,12.29,2.21,94.66,76.22,623.73
NOVIEMBRE,23,10,0.011,0.010,0.010,1.38,72,27,13.95,2.40,93.25,71.98,624.03
NOVIEMBRE,23,11,0.018,0.012,0.009,1.19,45,24,16.47,2.09,110.47,65.03,623.94
NOVIEMBRE,23,12,0.029,0.012,0.006,0.93,41,19,18.96,1.68,166.26,58.65,623.60
NOVIEMBRE,23,13,0.034,0.011,0.006,0.90,46,NA,20.96,1.85,207.66,53.26,622.85
NOVIEMBRE,23,14,0.039,0.010,0.004,0.89,21,NA,21.63,1.86,238.77,52.16,621.94
NOVIEMBRE,23,15,0.042,0.009,0.004,0.86,57,NA,22.56,2.22,221.55,48.70,621.22
NOVIEMBRE,23,16,0.037,0.009,0.006,0.81,59,NA,22.26,2.53,210.96,49.19,621.02
NOVIEMBRE,23,17,0.032,0.009,0.007,0.82,22,NA,21.46,2.33,213.82,50.81,621.06
NOVIEMBRE,23,18,0.034,0.009,0.005,0.84,20,NA,21.35,3.36,249.99,46.15,621.28
NOVIEMBRE,23,19,0.025,0.008,0.010,0.82,20,NA,20.06,2.65,219.36,48.36,621.76
NOVIEMBRE,23,20,0.026,0.008,0.009,0.83,17,NA,18.75,2.87,209.73,48.64,622.37
NOVIEMBRE,23,21,0.026,0.009,0.009,0.84,17,NA,17.26,3.13,192.04,52.22,623.05
NOVIEMBRE,23,22,0.015,0.009,0.008,0.84,26,NA,15.25,2.80,156.73,74.93,623.59
NOVIEMBRE,23,23,0.013,0.009,0.009,0.84,17,NA,14.50,1.77,164.89,78.47,623.80
NOVIEMBRE,24,0,0.010,0.009,0.012,NA,18,NA,13.59,1.31,203.65,80.74,623.85
NOVIEMBRE,24,1,0.009,0.009,0.011,NA,31,NA,12.90,0.95,206.48,83.20,623.79
NOVIEMBRE,24,2,0.008,0.009,0.009,NA,30,NA,11.59,1.02,268.85,86.60,623.79
NOVIEMBRE,24,3,0.009,0.009,0.008,NA,32,NA,10.83,NA,253.88,88.78,623.69
NOVIEMBRE,24,4,0.009,0.009,0.007,NA,24,NA,10.30,1.10,275.54,89.50,623.72
NOVIEMBRE,24,5,0.008,0.009,0.007,NA,24,NA,9.68,NA,258.19,90.86,623.80
NOVIEMBRE,24,6,0.009,0.009,0.007,NA,17,NA,9.73,NA,218.67,91.88,623.92
NOVIEMBRE,24,7,0.009,0.009,0.008,NA,18,NA,9.24,1.13,258.44,91.30,624.35
NOVIEMBRE,24,8,0.009,0.010,0.006,NA,36,NA,9.97,NA,257.35,89.62,624.86
NOVIEMBRE,24,9,0.009,0.010,0.016,NA,59,NA,12.96,1.19,136.12,74.30,625.35
NOVIEMBRE,24,10,0.028,0.021,0.023,NA,84,NA,16.00,1.04,153.82,59.61,625.74
NOVIEMBRE,24,11,0.040,0.031,0.014,NA,59,NA,17.63,1.20,186.25,52.69,625.76
NOVIEMBRE,24,12,0.041,0.017,0.009,NA,45,NA,19.57,1.47,215.02,42.03,625.35
NOVIEMBRE,24,13,0.044,0.010,0.003,NA,31,NA,21.10,2.11,249.12,32.74,624.65
NOVIEMBRE,24,14,0.047,0.009,0.002,NA,17,NA,22.41,2.69,273.49,22.64,623.67
NOVIEMBRE,24,15,0.051,0.009,0.002,NA,24,NA,23.55,2.81,279.86,19.51,623.05
NOVIEMBRE,24,16,0.054,0.009,0.003,NA,20,NA,24.27,2.60,269.70,22.18,622.67
NOVIEMBRE,24,17,0.053,0.009,0.003,NA,19,NA,24.46,2.98,285.36,19.53,622.60
NOVIEMBRE,24,18,0.047,0.009,0.007,NA,19,NA,23.58,1.93,295.94,22.45,622.77
NOVIEMBRE,24,19,0.021,0.009,0.026,NA,33,NA,21.03,NA,281.81,29.28,623.00
NOVIEMBRE,24,20,0.008,0.010,0.029,NA,51,NA,19.09,1.03,230.60,34.70,623.31
NOVIEMBRE,24,21,0.008,0.011,0.026,NA,110,NA,17.46,1.08,172.74,36.53,623.69
NOVIEMBRE,24,22,0.010,0.010,0.027,NA,101,NA,16.02,1.01,197.43,37.04,623.99
NOVIEMBRE,24,23,0.010,0.011,0.023,NA,90,NA,14.87,1.02,183.54,44.70,624.18
NOVIEMBRE,25,0,0.010,0.011,0.022,NA,109,NA,13.32,NA,181.05,50.08,624.30
NOVIEMBRE,25,1,0.011,0.011,0.019,NA,87,NA,12.66,0.96,198.26,53.31,624.08
NOVIEMBRE,25,2,0.011,0.011,0.017,NA,84,NA,12.10,NA,156.64,58.28,623.85
NOVIEMBRE,25,3,0.009,0.010,0.014,NA,82,NA,10.94,NA,147.64,64.63,623.73
NOVIEMBRE,25,4,0.008,0.009,0.016,NA,60,NA,10.26,1.81,105.00,67.76,623.67
NOVIEMBRE,25,5,0.008,0.009,0.019,NA,38,NA,10.50,1.83,103.24,62.04,623.71
NOVIEMBRE,25,6,0.008,0.010,0.019,NA,48,NA,9.56,1.72,101.64,63.15,623.85
NOVIEMBRE,25,7,0.008,0.009,0.018,NA,57,NA,8.97,1.45,101.28,66.85,624.19
NOVIEMBRE,25,8,0.009,0.010,0.017,NA,45,NA,9.66,1.87,92.95,64.26,624.69
NOVIEMBRE,25,9,0.011,0.010,0.017,NA,70,NA,12.15,1.87,95.87,55.88,625.25
NOVIEMBRE,25,10,0.016,0.011,0.014,NA,66,14,14.88,2.14,100.39,56.22,625.45
NOVIEMBRE,25,11,0.025,0.010,0.010,NA,55,9,18.24,1.61,153.26,46.41,625.37
NOVIEMBRE,25,12,0.038,0.010,0.007,NA,34,5,20.63,1.66,218.03,38.04,624.88
NOVIEMBRE,25,13,0.044,0.010,0.006,NA,31,4,23.25,2.12,202.19,33.10,624.06
NOVIEMBRE,25,14,0.053,0.009,0.005,NA,41,10,24.74,2.46,218.73,29.30,623.15
NOVIEMBRE,25,15,0.054,0.009,0.003,NA,40,1,25.35,2.49,243.74,26.33,622.41
NOVIEMBRE,25,16,0.056,0.009,0.003,NA,26,7,26.09,2.80,285.07,23.32,621.90
NOVIEMBRE,25,17,0.057,0.008,0.004,NA,20,7,26.41,2.76,285.62,18.94,621.75
NOVIEMBRE,25,18,0.047,0.008,0.007,NA,21,12,25.40,1.89,286.96,18.11,621.82
NOVIEMBRE,25,19,0.019,0.009,0.019,NA,34,56,22.81,2.36,171.91,27.90,622.19
NOVIEMBRE,25,20,0.017,0.009,0.011,NA,52,NA,20.46,3.08,162.13,39.64,622.70
NOVIEMBRE,25,21,0.017,0.009,0.011,NA,18,NA,19.31,2.31,203.10,41.25,623.36
NOVIEMBRE,25,22,0.026,0.009,0.006,NA,31,NA,18.83,2.96,194.66,39.46,623.77
NOVIEMBRE,25,23,0.024,0.008,0.008,NA,28,1,17.79,1.71,210.65,42.20,624.01
NOVIEMBRE,26,0,0.009,0.009,0.017,NA,27,6,15.92,NA,240.66,49.92,624.05
NOVIEMBRE,26,1,0.008,0.010,0.014,NA,58,10,14.59,NA,267.67,56.59,623.90
NOVIEMBRE,26,2,0.008,0.009,0.013,NA,71,31,12.70,1.12,255.75,62.65,623.90
NOVIEMBRE,26,3,0.008,0.009,0.012,NA,43,75,11.86,NA,269.44,66.73,623.71
NOVIEMBRE,26,4,0.008,0.009,0.012,NA,36,3,10.92,1.08,268.79,69.47,623.63
NOVIEMBRE,26,5,0.008,0.009,0.013,NA,31,4,10.47,1.08,241.07,71.74,623.72
NOVIEMBRE,26,6,0.009,0.009,0.013,NA,28,7,10.37,NA,187.98,71.46,623.90
NOVIEMBRE,26,7,0.009,0.009,0.011,NA,26,11,9.81,1.55,88.46,76.19,624.04
NOVIEMBRE,26,8,0.009,0.009,0.010,NA,42,16,10.36,1.53,108.71,75.65,624.46
NOVIEMBRE,26,9,0.013,0.009,0.010,NA,47,18,12.64,2.05,107.12,68.39,624.83
NOVIEMBRE,26,10,0.024,0.017,0.008,NA,41,9,16.24,1.98,122.32,58.85,625.02
NOVIEMBRE,26,11,0.032,0.022,0.006,NA,38,12,19.42,1.44,177.15,44.68,625.05
NOVIEMBRE,26,12,0.039,0.016,0.005,NA,29,5,21.64,1.61,228.78,39.22,624.66
NOVIEMBRE,26,13,0.044,0.014,0.003,NA,25,6,22.90,2.47,283.50,37.57,623.97
NOVIEMBRE,26,14,0.041,0.011,0.002,NA,30,6,24.35,2.16,256.57,32.69,623.02
NOVIEMBRE,26,15,0.043,0.010,0.002,NA,16,1,25.41,2.16,254.52,27.11,622.31
NOVIEMBRE,26,16,0.045,0.009,0.002,NA,24,10,26.03,2.01,254.69,23.94,622.03
NOVIEMBRE,26,17,0.047,0.009,0.002,NA,17,5,25.80,2.39,281.41,24.12,621.99
NOVIEMBRE,26,18,0.043,0.009,0.005,NA,20,6,24.09,1.90,315.94,24.25,622.21
NOVIEMBRE,26,19,0.026,0.009,0.019,NA,24,7,22.48,1.41,284.78,26.00,622.43
NOVIEMBRE,26,20,0.011,0.009,0.027,NA,37,18,21.07,1.09,255.20,29.15,622.80
NOVIEMBRE,26,21,0.010,0.010,0.024,NA,50,18,19.81,2.02,160.18,31.47,623.39
NOVIEMBRE,26,22,0.010,0.010,0.023,NA,71,11,18.98,1.76,197.63,34.97,623.80
NOVIEMBRE,26,23,0.012,0.010,0.018,NA,90,24,17.47,2.31,158.88,42.23,624.18
NOVIEMBRE,27,0,0.023,0.010,0.009,NA,71,20,17.49,3.94,89.12,56.80,624.48
NOVIEMBRE,27,1,0.028,0.009,0.005,NA,51,13,16.42,3.45,82.08,61.57,624.39
NOVIEMBRE,27,2,0.025,0.010,0.005,NA,27,25,15.42,3.34,79.59,66.14,624.34
NOVIEMBRE,27,3,0.026,0.015,0.005,NA,28,23,15.68,3.78,78.40,68.49,624.32
NOVIEMBRE,27,4,0.027,0.020,0.006,NA,35,18,15.88,3.88,78.33,68.74,624.16
NOVIEMBRE,27,5,0.026,0.018,0.004,NA,31,16,14.98,3.16,87.15,71.85,624.22
NOVIEMBRE,27,6,0.023,0.012,0.006,NA,26,14,14.14,2.38,82.00,75.89,624.39
NOVIEMBRE,27,7,0.017,0.011,0.012,NA,NA,17,13.81,1.70,96.08,77.64,624.78
NOVIEMBRE,27,8,0.011,0.010,0.015,NA,NA,15,14.07,1.90,106.84,76.42,625.23
NOVIEMBRE,27,9,0.016,0.010,0.012,NA,NA,17,15.66,2.17,79.14,68.78,625.52
NOVIEMBRE,27,10,0.032,0.013,0.007,NA,NA,18,18.61,4.33,76.40,58.30,625.78
NOVIEMBRE,27,11,0.034,0.012,0.008,NA,45,12,19.64,4.57,92.13,54.77,625.86
NOVIEMBRE,27,12,0.037,0.011,0.009,NA,49,10,20.64,3.98,94.25,50.59,625.64
NOVIEMBRE,27,13,0.039,0.010,0.009,NA,50,61,21.68,3.70,89.89,46.46,625.15
NOVIEMBRE,27,14,0.040,0.010,0.011,NA,50,NA,22.55,2.65,91.54,44.34,624.42
NOVIEMBRE,27,15,0.045,0.010,0.007,NA,52,4,23.43,1.99,133.32,40.92,623.98
NOVIEMBRE,27,16,0.043,0.009,0.006,NA,47,7,23.62,1.74,142.70,38.67,623.76
NOVIEMBRE,27,17,0.046,0.009,0.004,NA,45,8,23.38,1.60,280.19,39.72,623.78
NOVIEMBRE,27,18,0.043,0.010,0.010,NA,37,17,22.50,2.35,310.62,43.49,624.20
NOVIEMBRE,27,19,0.016,0.012,0.030,NA,58,22,21.59,1.48,293.88,47.54,624.52
NOVIEMBRE,27,20,0.012,0.011,0.026,NA,101,24,20.46,NA,223.89,51.95,624.77
NOVIEMBRE,27,21,0.008,0.010,0.029,NA,96,26,20.13,NA,195.16,53.29,624.95
NOVIEMBRE,27,22,0.010,0.010,0.027,NA,98,36,19.37,1.37,116.18,55.96,625.26
NOVIEMBRE,27,23,0.013,0.011,0.018,NA,127,37,18.81,1.84,83.75,57.17,625.58
NOVIEMBRE,28,0,0.019,0.013,0.008,NA,69,15,17.75,2.67,86.53,61.53,625.78
NOVIEMBRE,28,1,0.022,0.011,0.005,NA,31,3,17.29,2.32,80.11,63.70,626.04
NOVIEMBRE,28,2,0.022,0.010,0.004,NA,15,7,16.25,2.84,87.59,68.46,626.00
NOVIEMBRE,28,3,0.021,0.010,0.004,NA,17,16,15.68,1.83,82.70,71.26,625.92
NOVIEMBRE,28,4,0.017,0.010,0.007,NA,16,13,14.83,1.61,102.92,74.58,625.88
NOVIEMBRE,28,5,0.016,0.010,0.008,NA,11,6,14.55,1.59,102.74,76.69,626.20
NOVIEMBRE,28,6,0.020,0.009,0.006,NA,11,17,14.86,2.31,84.64,75.24,626.40
NOVIEMBRE,28,7,0.016,0.010,0.009,NA,16,52,14.77,1.63,75.14,75.95,626.68
NOVIEMBRE,28,8,0.010,0.010,0.014,NA,37,NA,14.59,1.33,124.32,76.52,626.92
NOVIEMBRE,28,9,0.014,0.010,0.011,NA,46,NA,16.11,2.39,106.26,69.96,627.25
NOVIEMBRE,28,10,0.025,0.009,0.006,NA,39,7,18.26,3.91,79.09,61.26,627.45
NOVIEMBRE,28,11,0.030,0.009,0.005,NA,50,13,19.94,3.99,86.38,55.13,627.17
NOVIEMBRE,28,12,0.036,0.009,0.006,NA,35,1,21.55,3.47,92.35,50.09,626.62
NOVIEMBRE,28,13,0.041,0.009,0.006,NA,34,0,23.32,3.21,90.47,44.26,625.92
NOVIEMBRE,28,14,0.043,0.009,0.007,NA,37,4,25.01,2.80,119.58,38.68,625.04
NOVIEMBRE,28,15,0.045,0.009,0.006,NA,35,5,25.95,2.74,115.99,35.36,624.32
NOVIEMBRE,28,16,0.047,0.013,0.006,NA,40,7,26.42,2.26,121.19,33.80,623.84
NOVIEMBRE,28,17,0.042,0.010,0.009,NA,34,16,25.70,2.58,107.72,34.51,623.58
NOVIEMBRE,28,18,0.033,0.009,0.013,NA,39,11,25.18,2.61,105.44,35.83,623.65
NOVIEMBRE,28,19,0.023,0.012,0.013,NA,54,12,24.00,2.81,53.17,35.22,623.79
NOVIEMBRE,28,20,0.021,0.019,0.011,NA,75,12,22.19,3.67,71.98,44.76,624.27
NOVIEMBRE,28,21,0.020,0.017,0.008,NA,56,13,20.44,4.52,77.20,52.63,624.78
NOVIEMBRE,28,22,0.019,0.016,0.007,NA,27,4,18.82,4.86,76.95,59.07,625.19
NOVIEMBRE,28,23,0.022,0.020,0.005,NA,33,13,17.89,5.67,70.99,62.42,625.21
NOVIEMBRE,29,0,0.023,0.020,0.004,NA,47,NA,17.17,5.60,77.98,64.60,625.21
NOVIEMBRE,29,1,0.024,0.016,0.003,NA,27,5,16.47,4.40,84.11,66.83,625.19
NOVIEMBRE,29,2,0.024,0.017,0.004,NA,11,6,16.09,4.09,79.32,67.69,625.05
NOVIEMBRE,29,3,0.024,0.025,0.005,NA,10,10,16.14,4.96,69.73,66.89,624.81
NOVIEMBRE,29,4,0.028,0.035,0.003,NA,18,8,16.39,4.36,62.83,65.06,624.73
NOVIEMBRE,29,5,0.026,0.024,0.004,NA,14,6,15.77,3.58,81.45,67.19,624.38
NOVIEMBRE,29,6,0.023,0.013,0.005,NA,14,NA,14.69,2.92,83.92,71.15,624.30
NOVIEMBRE,29,7,0.018,0.011,0.009,NA,11,NA,14.10,2.79,93.92,74.35,624.39
NOVIEMBRE,29,8,0.015,0.010,0.011,NA,22,NA,14.28,2.64,84.44,75.07,624.76
NOVIEMBRE,29,9,0.018,0.010,0.009,NA,35,NA,15.50,3.20,95.63,69.42,625.30
NOVIEMBRE,29,10,0.023,0.010,0.007,NA,47,NA,16.95,3.59,90.48,63.73,625.73
NOVIEMBRE,29,11,0.028,0.010,0.006,1.03,38,NA,18.79,4.07,77.31,57.55,625.67
NOVIEMBRE,29,12,0.032,0.010,0.007,1.04,26,NA,20.93,3.29,90.89,49.82,625.15
NOVIEMBRE,29,13,0.042,0.011,0.006,1.05,34,NA,22.64,2.40,108.53,45.71,624.30
NOVIEMBRE,29,14,0.052,0.011,0.005,1.04,38,NA,24.31,1.76,198.01,41.27,623.15
NOVIEMBRE,29,15,0.046,0.010,0.007,1.03,39,NA,22.64,3.58,214.01,48.01,622.73
NOVIEMBRE,29,16,0.033,0.010,0.011,1.02,52,NA,19.69,3.71,161.61,63.57,622.57
NOVIEMBRE,29,17,0.030,0.010,0.009,1.03,32,NA,19.21,3.28,167.04,66.03,622.44
NOVIEMBRE,29,18,0.026,0.009,0.010,1.04,22,NA,19.31,2.50,133.74,65.62,622.49
NOVIEMBRE,29,19,0.025,0.009,0.011,1.06,22,NA,18.75,2.74,145.56,63.77,622.88
NOVIEMBRE,29,20,0.022,0.009,0.010,1.07,31,NA,17.88,3.01,155.11,69.64,623.38
NOVIEMBRE,29,21,0.017,0.009,0.014,1.08,31,NA,17.89,1.29,155.55,68.75,623.81
NOVIEMBRE,29,22,0.022,0.009,0.008,1.08,32,NA,17.35,2.33,140.72,73.98,624.10
NOVIEMBRE,29,23,0.024,0.009,0.006,1.08,21,NA,16.81,2.18,229.99,78.60,624.40
NOVIEMBRE,30,0,0.024,0.009,0.005,1.08,21,NA,16.14,1.42,168.03,83.62,624.32
NOVIEMBRE,30,1,0.019,0.009,0.008,1.08,16,NA,15.96,1.95,219.57,87.44,624.14
NOVIEMBRE,30,2,0.020,0.009,0.006,1.08,17,NA,15.53,1.52,255.42,88.78,624.20
NOVIEMBRE,30,3,0.027,0.009,0.003,1.08,16,NA,15.30,1.45,303.14,87.25,623.89
NOVIEMBRE,30,4,0.029,0.009,0.004,1.08,7,NA,15.20,1.24,300.44,85.42,623.51
NOVIEMBRE,30,5,0.019,0.009,0.011,1.09,17,NA,14.90,1.12,197.01,86.75,623.14
NOVIEMBRE,30,6,0.011,0.009,0.014,1.09,7,NA,14.72,1.21,170.39,88.44,623.03
NOVIEMBRE,30,7,0.010,0.009,0.013,1.09,10,NA,14.30,1.14,282.19,90.87,623.17
NOVIEMBRE,30,8,0.009,0.009,0.012,1.09,22,NA,14.35,0.82,243.73,91.96,623.36
NOVIEMBRE,30,9,0.009,0.009,0.016,1.09,39,NA,15.89,1.19,146.40,87.00,623.59
NOVIEMBRE,30,10,0.017,0.009,0.010,1.09,48,NA,17.86,1.33,187.12,76.32,623.77
NOVIEMBRE,30,11,0.017,0.009,0.005,1.10,31,NA,20.06,2.48,217.55,64.72,623.62
NOVIEMBRE,30,12,0.029,0.009,0.003,1.11,21,NA,20.38,2.96,257.71,65.37,623.29
NOVIEMBRE,30,13,0.034,0.009,0.004,1.10,23,NA,21.92,2.75,253.20,58.23,622.49
NOVIEMBRE,30,14,0.036,0.009,0.004,1.09,19,NA,23.57,4.25,235.25,48.22,621.69
NOVIEMBRE,30,15,0.036,0.009,0.003,1.08,32,NA,23.86,4.67,251.47,44.06,621.05
NOVIEMBRE,30,16,0.040,0.009,0.004,1.07,26,NA,21.88,5.06,247.06,54.90,621.13
NOVIEMBRE,30,17,0.036,0.009,0.008,1.07,30,NA,19.20,2.74,240.04,69.60,621.17
NOVIEMBRE,30,18,0.023,0.009,0.010,1.07,19,NA,19.55,1.90,213.40,67.71,621.33
NOVIEMBRE,30,19,0.019,0.009,0.016,1.09,12,NA,18.87,1.28,172.98,69.17,621.71
NOVIEMBRE,30,20,0.011,0.009,0.013,1.11,21,NA,18.12,1.99,138.57,74.59,622.24
NOVIEMBRE,30,21,0.010,0.009,0.011,1.12,34,NA,16.60,2.13,116.76,79.53,622.63
NOVIEMBRE,30,22,0.017,0.009,0.011,1.12,20,NA,15.96,1.94,97.93,83.38,623.16
NOVIEMBRE,30,23,0.016,0.009,0.013,1.13,20,NA,15.66,1.63,98.30,86.26,623.46
