DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,
MAYO,12,9,0.032,0.008,1.12,0.017,71,32,23.02,1.15,214.95,25.60,623.09,
MAYO,12,10,0.044,0.008,1.07,0.011,77,35,24.36,1.66,228.86,34.14,623.05,
MAYO,12,11,0.052,0.008,1.04,0.008,58,46,25.94,2.72,257.29,31.19,622.95,
MAYO,12,12,0.059,0.008,1.03,0.007,56,49,27.12,2.89,262.30,26.77,622.73,
MAYO,12,13,0.062,0.008,1.04,0.008,111,16,28.56,3.44,240.08,22.98,622.16,
MAYO,12,14,0.059,0.008,1.04,0.008,51,15,29.82,3.34,238.99,18.31,621.39,
MAYO,12,15,0.061,0.008,1.03,0.008,44,7,31.13,4.19,238.16,11.73,620.64,
MAYO,12,16,0.063,0.008,1.02,0.008,44,12,31.09,4.49,249.95,11.75,620.10,
MAYO,12,17,0.063,0.008,1.03,0.008,35,9,31.50,4.33,235.22,10.41,619.68,
MAYO,12,18,0.062,0.008,1.03,0.008,36,15,31.53,4.60,198.82,10.12,619.43,
MAYO,12,19,0.061,0.008,1.04,0.010,40,31,30.24,4.27,195.59,12.16,619.70,
MAYO,12,20,0.041,0.008,1.09,0.014,44,31,28.03,4.07,172.05,22.39,619.94,
MAYO,12,21,0.036,0.008,1.08,0.015,49,44,26.93,3.33,199.25,23.33,620.52,
MAYO,12,22,0.032,0.008,1.11,0.015,46,36,25.70,2.27,184.26,25.34,620.93,
MAYO,12,23,0.024,0.009,1.11,0.019,56,45,24.06,1.24,188.92,29.28,621.24,
MAYO,13,0,0.027,0.008,1.08,0.016,70,43,23.21,1.52,141.38,36.41,621.43,
MAYO,13,1,0.036,0.008,1.07,0.012,57,43,22.72,1.02,119.17,39.07,621.34,
MAYO,13,2,0.008,0.011,1.09,0.026,48,44,21.62,1.19,291.67,41.57,621.06,
MAYO,13,3,0.010,0.009,1.08,0.021,57,44,20.76,1.19,232.32,44.27,620.80,
MAYO,13,4,0.020,0.008,1.04,0.014,54,50,20.06,1.39,247.33,48.00,620.74,
MAYO,13,5,0.023,0.008,1.03,0.011,47,66,19.12,1.45,266.14,51.90,620.96,
MAYO,13,6,0.009,0.008,1.06,0.023,47,38,18.78,1.29,289.60,51.75,621.43,
MAYO,13,7,0.010,0.009,1.10,0.022,59,40,19.18,1.27,264.90,50.31,621.85,
MAYO,13,8,0.015,0.009,1.11,0.020,62,40,20.24,1.45,259.09,46.28,622.35,
MAYO,13,9,0.040,0.009,1.08,0.011,74,40,23.02,1.95,263.09,30.80,622.36,
MAYO,13,10,0.047,0.009,1.09,0.009,60,40,24.89,2.26,235.35,33.84,622.14,
MAYO,13,11,0.048,0.008,1.06,0.008,67,32,26.12,3.34,214.84,35.62,621.89,
MAYO,13,12,0.050,0.009,1.07,0.008,55,27,27.69,5.05,231.46,29.71,621.36,
MAYO,13,13,0.052,0.008,1.05,0.008,56,26,28.99,4.62,243.72,26.66,620.85,
MAYO,13,14,0.050,0.008,1.05,0.008,46,18,30.02,5.05,246.65,22.55,620.11,
MAYO,13,15,0.052,0.008,1.02,0.007,74,16,31.52,7.09,269.14,16.09,619.39,
MAYO,13,16,0.053,0.007,1.02,0.007,157,20,31.57,6.44,251.75,13.44,619.13,
MAYO,13,17,0.056,0.008,1.02,0.007,67,24,31.33,6.17,255.85,15.08,618.91,
MAYO,13,18,0.056,0.007,1.01,0.007,56,42,31.20,6.04,255.99,13.25,618.83,
MAYO,13,19,0.053,0.007,1.01,0.007,53,50,30.28,5.27,252.57,12.11,619.14,
MAYO,13,20,0.046,0.008,1.02,0.009,43,30,28.65,5.17,258.89,14.14,619.73,
MAYO,13,21,0.043,0.008,1.05,0.010,51,44,26.91,3.87,239.32,21.21,620.55,
MAYO,13,22,0.036,0.008,1.06,0.011,47,47,25.53,2.85,237.97,24.23,621.33,
MAYO,13,23,0.033,0.008,1.07,0.011,50,42,24.02,2.47,244.51,27.91,621.81,
MAYO,14,0,0.032,0.008,1.05,0.010,65,45,22.93,2.60,229.49,31.26,622.25,
MAYO,14,1,0.031,0.009,1.12,0.011,42,52,22.20,1.94,145.13,36.52,622.76,
MAYO,14,2,0.027,0.015,1.10,0.011,53,53,21.03,2.87,85.66,50.29,622.85,
MAYO,14,3,0.030,0.009,1.04,0.008,58,36,19.89,3.46,94.23,62.18,622.90,
MAYO,14,4,0.028,0.009,1.04,0.009,47,25,19.31,2.45,96.37,64.28,622.84,
MAYO,14,5,0.026,0.008,1.03,0.009,33,25,18.55,2.73,97.68,66.10,623.05,
MAYO,14,6,0.027,0.008,1.04,0.009,34,25,17.73,2.49,109.28,65.06,623.39,
MAYO,14,7,0.024,0.008,1.06,0.011,35,21,17.36,3.37,90.16,63.58,624.05,
MAYO,14,8,0.027,0.008,1.07,0.011,38,15,18.58,3.58,87.80,59.09,624.58,
MAYO,14,9,0.033,0.008,1.06,0.010,36,15,20.52,3.76,92.94,52.42,624.81,
MAYO,14,10,0.039,0.008,1.08,0.010,32,14,22.44,3.08,96.56,44.66,625.01,
MAYO,14,11,0.048,0.008,1.07,0.009,35,20,24.64,2.37,104.93,35.63,624.80,
MAYO,14,12,0.053,0.010,1.06,0.008,39,22,26.66,2.31,163.78,27.29,624.45,
MAYO,14,13,0.056,0.009,1.04,0.007,36,13,28.21,2.71,250.83,23.63,623.85,
MAYO,14,14,0.050,0.008,1.03,0.007,29,6,29.29,2.99,239.52,19.13,623.05,
MAYO,14,15,0.052,0.008,1.03,0.007,27,6,30.35,2.78,229.83,17.74,622.30,
MAYO,14,16,0.046,0.008,1.06,0.009,47,34,27.30,6.67,151.15,22.91,622.27,
MAYO,14,17,0.038,0.008,1.05,0.010,181,50,23.06,6.25,171.95,37.96,622.99,
MAYO,14,18,0.039,0.008,1.05,0.010,71,29,24.30,4.02,113.38,30.46,623.10,
MAYO,14,19,0.036,0.007,1.05,0.010,682,36,23.61,2.05,208.77,31.73,623.87,
MAYO,14,20,0.028,0.008,1.12,0.015,23,22,23.10,1.65,144.41,31.77,623.86,
MAYO,14,21,0.028,0.008,1.05,0.012,22,36,21.87,3.20,282.32,35.38,625.06,
MAYO,14,22,0.028,0.013,1.12,0.013,37,16,22.21,2.47,84.08,31.50,625.12,
MAYO,14,23,0.030,0.008,1.05,0.010,38,26,20.62,4.09,102.49,41.35,625.99,
MAYO,15,0,0.027,0.008,1.05,0.010,43,24,18.78,2.55,148.21,57.20,626.88,
MAYO,15,1,0.028,0.009,1.02,0.009,21,12,18.03,4.05,92.15,59.75,625.95,
MAYO,15,2,0.029,0.008,1.01,0.008,35,16,17.83,3.96,89.81,59.13,625.54,
MAYO,15,3,0.029,0.008,1.01,0.008,9,10,17.46,3.36,82.03,58.17,625.25,
MAYO,15,4,0.028,0.008,1.01,0.009,13,13,16.93,3.10,100.39,57.93,625.14,
MAYO,15,5,0.030,0.008,1.01,0.010,25,13,16.96,3.30,117.87,56.14,625.27,
MAYO,15,6,0.025,0.008,1.04,0.012,18,12,16.39,2.00,117.03,58.72,625.61,
MAYO,15,7,0.017,0.009,1.07,0.017,18,21,16.07,2.72,80.53,60.44,625.91,
MAYO,15,8,0.016,0.009,1.11,0.016,32,16,17.03,3.23,98.62,56.65,626.48,
MAYO,15,9,0.024,0.008,1.09,0.014,43,35,19.22,3.60,91.87,49.40,626.84,
MAYO,15,10,0.033,0.008,1.09,0.012,32,34,21.97,3.38,103.49,39.65,626.85,
MAYO,15,11,0.045,0.008,1.07,0.010,38,33,24.36,2.69,159.24,33.48,626.57,
MAYO,15,12,0.050,0.008,1.05,0.008,33,22,26.10,2.37,176.73,27.73,626.18,
MAYO,15,13,0.055,0.008,1.07,0.009,30,21,27.01,2.16,106.46,25.55,625.57,
MAYO,15,14,0.053,0.008,1.04,0.008,32,10,28.40,2.37,202.72,21.23,624.71,
MAYO,15,15,0.047,0.008,1.03,0.007,33,12,30.23,3.36,247.14,16.53,623.93,
MAYO,15,16,0.050,0.007,1.01,0.007,43,37,30.56,3.40,259.00,15.07,623.33,
MAYO,15,17,0.050,0.007,1.02,0.008,41,17,30.27,4.33,263.70,14.57,622.79,
MAYO,15,18,0.048,0.008,1.05,0.009,41,27,29.07,3.22,234.84,16.95,622.74,
MAYO,15,19,0.045,0.008,1.05,0.010,82,38,27.40,3.79,234.75,21.93,623.12,
MAYO,15,20,0.040,0.040,1.17,0.013,63,48,25.74,2.67,85.88,25.94,623.76,
MAYO,15,21,0.036,0.015,1.09,0.013,34,54,23.34,4.53,96.67,33.14,624.51,
MAYO,15,22,0.034,0.009,1.06,0.012,42,40,20.28,5.42,80.98,46.66,625.08,
MAYO,15,23,0.033,0.008,1.06,0.012,58,28,19.28,4.72,89.45,51.81,625.32,
MAYO,16,0,0.031,0.008,1.03,0.011,32,22,18.70,4.20,84.02,53.92,625.58,
MAYO,16,1,0.036,0.008,1.02,0.010,24,21,18.54,3.14,93.29,52.48,625.48,
MAYO,16,2,0.030,0.008,1.02,0.011,19,15,17.99,2.40,110.61,54.45,625.16,
MAYO,16,3,0.028,0.008,1.02,0.011,20,17,17.75,2.33,113.50,54.84,624.93,
MAYO,16,4,0.026,0.008,1.02,0.012,18,18,17.46,2.69,112.19,56.15,624.86,
MAYO,16,5,0.024,0.008,1.02,0.013,24,15,17.33,2.55,101.28,55.01,625.07,
MAYO,16,6,0.019,0.008,1.04,0.015,28,20,17.04,2.72,116.38,57.69,625.31,
MAYO,16,7,0.014,0.008,1.11,0.018,30,20,17.19,2.74,138.36,57.50,625.70,
MAYO,16,8,0.016,0.009,1.16,0.018,35,21,17.90,2.41,111.46,54.87,625.93,
MAYO,16,9,0.024,0.009,1.14,0.016,40,23,20.51,2.08,94.38,45.74,626.12,
MAYO,16,10,0.037,0.009,1.08,0.012,46,27,22.95,1.84,154.03,39.09,626.13,
MAYO,16,11,0.050,0.009,1.06,0.008,48,32,24.36,2.51,247.35,35.01,625.84,
MAYO,16,12,0.055,0.008,1.04,0.008,46,27,26.04,2.43,242.67,29.75,625.36,
MAYO,16,13,0.051,0.008,1.04,0.007,43,21,26.93,2.72,239.01,24.34,624.75,
MAYO,16,14,0.051,0.008,1.04,0.007,50,17,28.29,2.82,259.96,20.94,624.01,
MAYO,16,15,0.053,0.008,1.05,0.008,47,13,28.52,2.77,220.49,20.02,623.24,
MAYO,16,16,0.050,0.008,1.03,0.007,47,11,29.57,3.65,281.20,17.13,622.33,
MAYO,16,17,0.049,0.008,1.02,0.008,44,15,29.13,4.18,290.31,16.80,621.95,
MAYO,16,18,0.048,0.008,1.03,0.008,45,24,28.79,3.28,268.95,16.47,621.83,
MAYO,16,19,0.044,0.008,1.05,0.010,38,27,27.87,3.16,223.69,17.05,621.82,
MAYO,16,20,0.043,0.007,1.05,0.011,31,30,26.36,2.78,248.97,20.46,622.50,
MAYO,16,21,0.037,0.008,1.08,0.012,71,40,24.71,3.99,171.79,27.15,623.11,
MAYO,16,22,0.030,0.008,1.07,0.011,34,40,22.69,3.44,165.82,33.70,623.78,
MAYO,16,23,0.028,0.008,1.05,0.012,34,37,21.95,2.42,213.85,33.52,624.41,
MAYO,17,0,0.034,0.007,1.03,0.008,40,18,21.29,1.92,236.64,32.68,624.81,
MAYO,17,1,0.034,0.007,1.02,0.008,23,26,20.55,2.80,237.20,35.65,624.54,
MAYO,17,2,0.033,0.008,1.02,0.008,28,25,20.19,2.23,262.43,40.23,624.32,
MAYO,17,3,0.029,0.008,1.02,0.009,28,23,19.57,1.68,272.98,42.91,624.04,
MAYO,17,4,0.028,0.008,1.03,0.009,31,29,19.05,1.16,212.79,45.98,623.99,
MAYO,17,5,0.027,0.007,1.03,0.009,39,26,18.68,0.95,293.71,45.81,623.95,
MAYO,17,6,0.022,0.007,1.04,0.012,32,27,18.11,0.93,204.21,47.14,624.23,
MAYO,17,7,0.016,0.008,1.06,0.016,22,23,17.44,1.04,267.74,50.49,624.56,
MAYO,17,8,0.020,0.008,1.08,0.014,50,24,19.00,1.51,279.21,46.54,624.81,
MAYO,17,9,0.030,0.008,1.06,0.011,53,23,21.15,1.95,272.59,42.29,624.94,
MAYO,17,10,0.039,0.008,1.05,0.009,40,27,23.08,2.74,272.90,36.47,625.04,
MAYO,17,11,0.043,0.008,1.03,0.007,38,23,25.24,3.07,270.24,28.35,624.67,
MAYO,17,12,0.044,0.008,1.02,0.007,39,17,26.70,2.99,264.61,22.62,624.04,
MAYO,17,13,0.047,0.008,1.03,0.007,33,7,27.65,3.24,242.02,21.32,623.35,
MAYO,17,14,0.048,0.007,1.02,0.007,37,7,28.71,2.78,239.41,18.78,622.64,
MAYO,17,15,0.047,0.007,1.03,0.007,34,14,29.50,3.37,226.73,16.28,621.97,
MAYO,17,16,0.049,0.007,1.02,0.007,34,8,29.86,3.43,253.67,15.58,621.30,
MAYO,17,17,0.048,0.007,1.02,0.007,23,11,29.78,3.84,255.86,15.49,620.76,
MAYO,17,18,0.047,0.007,1.03,0.008,18,16,29.31,3.63,233.60,16.01,620.72,
MAYO,17,19,0.047,0.007,1.02,0.008,26,30,28.88,3.65,257.71,16.37,620.70,
MAYO,17,20,0.041,0.008,1.08,0.013,31,32,27.61,2.61,252.87,18.23,620.94,
MAYO,17,21,0.040,0.008,1.10,0.013,54,52,26.67,3.23,250.67,19.38,621.44,
MAYO,17,22,0.044,0.008,1.06,0.010,66,46,25.37,3.60,240.08,24.16,621.94,
MAYO,17,23,0.039,0.008,1.06,0.009,48,48,23.86,3.25,219.03,29.87,622.42,
MAYO,18,0,0.040,0.008,1.04,0.009,48,42,22.49,3.00,241.19,34.10,622.69,
MAYO,18,1,0.039,0.008,1.06,0.009,38,62,21.77,1.24,242.24,36.80,622.84,
MAYO,18,2,0.029,0.008,1.06,0.014,46,143,20.74,0.97,244.93,38.51,622.96,
MAYO,18,3,0.024,0.008,1.04,0.015,50,192,20.13,1.81,145.60,39.25,623.06,
MAYO,18,4,0.030,0.008,1.04,0.012,43,127,19.62,1.12,147.71,41.36,623.01,
MAYO,18,5,0.018,0.008,1.05,0.018,42,46,18.83,1.44,120.04,43.03,623.04,
MAYO,18,6,0.008,0.008,1.09,0.024,36,39,17.94,1.69,97.14,45.08,623.42,
MAYO,18,7,0.008,0.009,1.22,0.022,55,47,18.12,1.59,99.06,50.88,623.84,
MAYO,18,8,0.013,0.009,1.24,0.020,74,40,20.16,1.33,132.86,49.92,624.26,
MAYO,18,9,0.031,0.009,1.09,0.013,61,46,22.46,1.57,240.91,40.35,624.42,
MAYO,18,10,0.043,0.008,1.07,0.009,59,48,24.12,2.55,255.33,36.55,624.63,
MAYO,18,11,0.047,0.008,1.04,0.007,58,33,25.96,2.61,269.47,30.95,624.56,
MAYO,18,12,0.051,0.008,1.03,0.007,44,25,27.32,2.79,266.88,26.70,624.27,
MAYO,18,13,0.058,0.008,1.05,0.008,43,18,28.56,2.67,226.28,23.28,623.71,
MAYO,18,14,0.061,0.008,1.04,0.007,45,13,29.59,3.50,239.54,19.90,622.89,
MAYO,18,15,0.063,0.008,1.04,0.007,45,7,30.76,2.86,235.79,18.08,621.97,
MAYO,18,16,0.065,0.008,1.03,0.008,47,11,31.53,3.00,251.91,17.13,621.23,
MAYO,18,17,0.062,0.008,1.02,0.008,43,12,31.72,2.68,247.40,16.05,620.72,
MAYO,18,18,0.064,0.008,1.01,0.007,37,16,31.82,2.72,257.09,15.73,620.70,
MAYO,18,19,0.060,0.008,1.01,0.007,35,28,31.40,2.19,247.83,16.02,620.93,
MAYO,18,20,0.046,0.008,1.06,0.011,32,37,28.83,3.80,213.45,22.88,621.56,
MAYO,18,21,0.038,0.008,1.05,0.010,48,42,26.63,4.03,229.02,27.03,622.16,
MAYO,18,22,0.033,0.008,1.05,0.010,40,44,24.89,3.07,219.74,28.61,622.78,
MAYO,18,23,0.029,0.008,1.05,0.010,51,37,24.27,2.15,156.62,27.51,623.64,
MAYO,19,0,0.020,0.023,1.12,0.017,43,38,24.74,1.69,132.19,28.08,624.29,
MAYO,19,1,0.019,0.022,1.09,0.017,67,40,24.58,1.42,122.46,30.30,624.25,
MAYO,19,2,0.018,0.013,1.06,0.014,64,51,23.68,1.29,221.20,35.30,624.27,
MAYO,19,3,0.022,0.013,1.04,0.011,48,35,22.98,1.64,224.68,34.71,624.34,
MAYO,19,4,0.037,0.010,1.03,0.007,45,34,22.89,1.47,221.58,34.91,624.44,
MAYO,19,5,0.035,0.009,1.03,0.008,20,27,22.05,1.18,182.38,39.12,624.62,
MAYO,19,6,0.027,0.011,1.05,0.012,50,32,20.70,2.47,104.69,48.07,625.04,
MAYO,19,7,0.025,0.009,1.08,0.013,40,30,19.62,3.40,136.90,51.82,625.72,
MAYO,19,8,0.032,0.009,1.08,0.012,46,24,19.32,4.02,144.55,56.20,626.25,
MAYO,19,9,0.037,0.008,1.10,0.011,46,20,21.19,3.74,140.28,48.77,626.28,
MAYO,19,10,0.042,0.008,1.09,0.010,38,20,23.74,2.08,153.26,38.86,626.09,
MAYO,19,11,0.048,0.008,1.05,0.008,32,21,25.27,2.27,239.70,35.15,625.77,
MAYO,19,12,0.051,0.008,1.05,0.007,37,27,26.03,2.52,249.30,34.93,625.51,
MAYO,19,13,0.056,0.008,1.05,0.008,50,24,27.76,2.36,199.97,30.82,625.08,
MAYO,19,14,0.070,0.009,1.06,0.008,51,17,29.10,2.57,215.92,27.04,624.42,
MAYO,19,15,0.074,0.012,1.06,0.009,58,18,30.01,2.73,245.34,23.44,623.65,
MAYO,19,16,0.078,0.022,1.10,0.011,69,22,30.92,2.38,149.89,21.33,622.80,
MAYO,19,17,0.066,0.015,1.12,0.014,57,38,30.12,2.72,145.88,21.93,622.67,
MAYO,19,18,0.055,0.010,1.09,0.012,56,38,28.23,3.90,195.10,26.71,622.90,
MAYO,19,19,0.049,0.008,1.05,0.009,87,49,24.74,4.43,260.89,36.78,623.60,
MAYO,19,20,0.044,0.008,1.05,0.010,53,38,23.89,3.47,261.44,38.30,624.37,
MAYO,19,21,0.034,0.008,1.10,0.014,42,47,23.35,2.87,234.60,42.51,625.38,
MAYO,19,22,0.027,0.008,1.10,0.013,64,57,19.87,2.42,181.26,68.02,626.45,
MAYO,19,23,0.030,0.008,1.08,0.013,48,28,19.23,1.97,143.44,69.92,626.70,
MAYO,20,0,0.036,0.011,1.04,0.009,36,20,19.44,1.71,249.80,66.63,626.66,
MAYO,20,1,0.027,0.010,1.05,0.011,26,15,18.71,2.47,106.25,76.52,626.90,
MAYO,20,2,0.025,0.010,1.03,0.011,70,25,18.47,2.27,78.43,76.36,626.52,
MAYO,20,3,0.028,0.011,1.02,0.009,27,17,18.61,2.09,277.25,72.51,626.22,
MAYO,20,4,0.020,0.010,1.03,0.013,17,17,18.21,2.14,279.97,75.69,626.02,
MAYO,20,5,0.024,0.010,1.02,0.010,24,23,17.52,2.75,306.07,76.66,626.00,
MAYO,20,6,0.021,0.009,1.02,0.011,20,21,17.35,2.45,291.67,80.22,626.24,
MAYO,20,7,0.017,0.009,1.05,0.013,21,21,17.37,1.93,291.36,79.89,626.57,
MAYO,20,8,0.020,0.009,1.05,0.014,29,16,18.36,2.47,300.00,74.41,626.76,
MAYO,20,9,0.025,0.009,1.06,0.013,28,20,19.54,2.79,297.28,69.99,627.05,
MAYO,20,10,0.030,0.009,1.07,0.012,33,39,20.27,2.03,267.82,67.75,627.32,
MAYO,20,11,0.043,0.008,1.05,0.010,38,31,21.08,2.34,277.92,59.21,627.20,
MAYO,20,12,0.045,0.008,1.05,0.010,26,24,22.15,2.54,269.12,54.31,627.06,
MAYO,20,13,0.049,0.008,1.07,0.009,28,37,23.00,1.96,169.20,49.37,626.90,
MAYO,20,14,0.048,0.009,1.07,0.010,25,66,22.93,2.39,222.95,50.77,626.39,
MAYO,20,15,0.053,0.010,1.06,0.009,31,28,24.01,2.81,188.26,45.78,625.71,
MAYO,20,16,0.051,0.011,1.07,0.008,32,11,24.68,2.95,161.89,40.21,625.12,
MAYO,20,17,0.047,0.010,1.09,0.010,29,13,24.84,3.27,72.21,42.78,624.69,
MAYO,20,18,0.049,0.010,1.08,0.009,33,28,24.49,2.97,74.94,43.15,624.51,
MAYO,20,19,0.047,0.009,1.06,0.009,30,26,24.02,2.85,89.93,42.76,624.75,
MAYO,20,20,0.036,0.009,1.11,0.013,24,24,23.66,2.28,82.34,44.65,625.02,
MAYO,20,21,0.034,0.009,1.08,0.011,30,21,22.36,3.30,52.27,46.06,625.60,
MAYO,20,22,0.035,0.009,1.06,0.010,24,17,22.10,3.53,47.18,48.21,625.90,
MAYO,20,23,0.029,0.018,1.08,0.013,25,21,21.86,2.64,65.75,51.92,626.18,
MAYO,21,0,0.031,0.020,1.05,0.011,35,25,21.58,2.53,62.26,56.17,626.25,
MAYO,21,1,0.033,0.015,1.03,0.009,32,17,21.19,2.88,67.34,57.68,626.13,
MAYO,21,2,0.030,0.015,1.03,0.009,25,17,20.52,2.49,91.29,60.66,625.93,
MAYO,21,3,0.029,0.011,1.02,0.009,24,15,20.06,2.09,76.97,62.80,625.94,
MAYO,21,4,0.029,0.010,1.02,0.009,23,15,19.81,2.20,79.08,64.06,625.45,
MAYO,21,5,0.026,0.009,1.02,0.009,17,16,19.17,2.82,81.38,68.03,625.23,
MAYO,21,6,0.025,0.009,1.02,0.009,16,22,18.48,2.49,79.54,70.93,625.45,
MAYO,21,7,0.021,0.009,1.04,0.011,22,18,18.40,2.26,72.47,71.90,625.57,
MAYO,21,8,0.023,0.009,1.05,0.010,32,15,19.40,3.15,85.77,67.80,625.61,
MAYO,21,9,0.029,0.008,1.06,0.008,29,17,20.88,4.56,75.88,61.88,625.60,
MAYO,21,10,0.033,0.008,1.05,0.008,29,13,22.37,4.60,73.94,55.10,625.56,
MAYO,21,11,0.039,0.008,1.07,0.009,25,12,24.04,4.30,83.20,46.75,625.21,
MAYO,21,12,0.044,0.008,1.09,0.009,33,10,25.73,3.80,95.78,40.93,624.74,
MAYO,21,13,0.049,0.008,1.05,0.008,81,10,27.15,3.37,67.20,37.31,624.28,
MAYO,21,14,0.053,0.015,1.05,0.008,27,5,28.79,2.61,128.24,30.66,623.70,
MAYO,21,15,0.055,0.017,1.05,0.007,40,9,29.63,2.19,174.94,25.82,623.04,
MAYO,21,16,0.058,0.020,1.06,0.008,48,14,30.14,1.79,188.00,25.16,622.36,
MAYO,21,17,0.058,0.014,1.05,0.008,42,9,30.95,2.27,182.29,23.53,621.79,
MAYO,21,18,0.061,0.009,1.02,0.007,30,24,30.07,2.21,250.09,23.85,621.69,
MAYO,21,19,0.058,0.009,1.03,0.009,25,34,29.02,2.96,239.32,26.44,621.89,
MAYO,21,20,0.046,0.009,1.07,0.013,55,40,27.36,2.91,197.58,32.09,622.34,
MAYO,21,21,0.046,0.009,1.05,0.009,339,37,25.62,2.98,235.31,36.00,622.71,
MAYO,21,22,0.040,0.008,1.03,0.009,33,32,25.08,3.18,179.68,38.93,623.61,
MAYO,21,23,0.036,0.008,1.05,0.009,18,34,22.94,4.15,82.10,51.87,624.56,
MAYO,22,0,0.028,0.008,1.03,0.008,41,29,20.41,4.55,71.31,68.00,624.71,
MAYO,22,1,0.028,0.008,1.01,0.007,20,12,19.59,4.26,73.56,72.58,624.47,
MAYO,22,2,0.030,0.008,1.01,0.007,16,12,19.23,4.28,69.55,72.01,624.29,
MAYO,22,3,0.028,0.008,1.01,0.007,14,10,18.96,4.00,72.93,73.19,624.11,
MAYO,22,4,0.024,0.008,1.00,0.008,13,13,19.07,2.74,79.09,73.35,624.02,
MAYO,22,5,0.018,0.008,1.01,0.010,18,14,18.23,2.21,88.68,78.21,624.04,
MAYO,22,6,0.016,0.008,1.03,0.011,10,11,17.85,2.17,111.95,79.55,624.20,
MAYO,22,7,0.012,0.008,1.09,0.013,27,16,17.93,2.32,89.40,80.03,624.43,
MAYO,22,8,0.010,0.008,1.14,0.014,16,20,18.72,2.32,105.67,76.51,624.74,
MAYO,22,9,0.020,0.008,1.12,0.013,31,23,20.43,2.64,109.74,66.55,624.93,
MAYO,22,10,0.032,0.008,1.09,0.010,39,12,22.82,2.01,106.21,56.13,624.87,
MAYO,22,11,0.043,0.008,1.06,0.009,22,16,25.16,1.79,158.82,48.24,624.58,
MAYO,22,12,0.056,0.008,1.05,0.008,36,13,27.07,2.76,257.83,40.28,624.19,
MAYO,22,13,0.068,0.008,1.08,0.009,41,24,28.32,3.07,249.39,36.17,623.73,
MAYO,22,14,0.074,0.009,1.07,0.009,51,24,29.66,2.70,255.63,30.78,623.02,
MAYO,22,15,0.074,0.009,1.06,0.008,60,22,30.80,2.84,253.20,27.16,622.27,
MAYO,22,16,0.072,0.009,1.03,0.007,53,16,31.44,2.41,239.79,23.38,621.51,
MAYO,22,17,0.069,0.008,1.04,0.008,43,21,32.08,2.91,252.56,21.39,621.10,
MAYO,22,18,0.071,0.008,1.05,0.009,33,26,31.58,2.41,206.86,22.44,620.92,
MAYO,22,19,0.051,0.008,1.09,0.013,49,44,28.96,4.52,159.10,30.81,621.17,
MAYO,22,20,0.041,0.008,1.14,0.017,74,46,27.84,3.08,165.70,32.02,621.55,
MAYO,22,21,0.039,0.008,1.10,0.013,68,59,25.92,6.06,79.13,38.99,622.66,
MAYO,22,22,0.041,0.008,1.06,0.010,114,42,23.28,5.67,86.08,48.21,623.34,
MAYO,22,23,0.040,0.008,1.05,0.010,43,26,21.78,5.34,91.09,52.78,623.61,
MAYO,23,0,0.037,0.009,1.02,0.010,35,28,21.38,4.46,77.53,53.76,623.90,
MAYO,23,1,0.034,0.011,1.02,0.009,31,22,20.67,3.72,84.18,58.90,623.87,
MAYO,23,2,0.031,0.010,1.01,0.008,17,15,20.35,3.71,92.36,61.57,623.64,
MAYO,23,3,0.027,0.009,1.01,0.010,16,20,19.67,2.34,92.64,64.55,623.59,
MAYO,23,4,0.024,0.009,1.01,0.010,33,17,19.22,2.46,109.81,67.52,623.53,
MAYO,23,5,0.018,0.008,1.03,0.013,21,18,18.65,2.06,98.96,70.35,623.74,
MAYO,23,6,0.015,0.008,1.04,0.014,24,22,18.25,1.93,76.57,72.12,624.03,
MAYO,23,7,0.008,0.008,1.12,0.019,39,24,18.04,2.07,81.26,73.27,624.16,
MAYO,23,8,0.011,0.008,1.16,0.018,36,23,19.30,2.44,103.34,68.49,624.55,
MAYO,23,9,0.020,0.008,1.13,0.015,44,22,21.40,2.54,99.07,60.79,624.97,
MAYO,23,10,0.033,0.008,1.11,0.012,53,23,24.23,1.68,133.52,49.09,624.96,
MAYO,23,11,0.046,0.008,1.07,0.010,41,23,26.49,2.04,236.10,40.04,624.66,
MAYO,23,12,0.056,0.009,1.05,0.008,47,23,27.54,2.76,261.85,36.86,624.23,
MAYO,23,13,0.060,0.009,1.04,0.007,45,15,28.99,2.75,240.00,32.42,623.47,
MAYO,23,14,0.063,0.008,1.05,0.007,38,21,30.05,3.06,245.73,27.82,622.63,
MAYO,23,15,0.062,0.008,1.04,0.007,45,12,31.65,3.45,254.49,22.75,621.90,
MAYO,23,16,0.066,0.008,1.03,0.007,49,12,32.53,3.70,266.90,21.41,621.08,
MAYO,23,17,0.067,0.008,1.02,0.008,43,17,32.62,4.01,274.11,20.44,620.55,
MAYO,23,18,0.064,0.008,1.02,0.007,41,31,32.46,3.03,260.47,19.53,620.55,
MAYO,23,19,0.054,0.008,1.07,0.011,38,32,30.83,3.61,190.68,25.55,620.75,
MAYO,23,20,0.040,0.008,1.10,0.014,63,42,28.74,4.08,172.20,31.36,621.09,
