DATOS HORARIOS 2023_DIF,,,,,,,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR,
JUNIO,12,5,0.026,0.008,0.30,0.010,42,30,22.03,2.02,217.67,37.76,623.94,
JUNIO,12,6,0.026,0.008,0.32,0.010,41,25,21.69,2.14,199.48,41.13,624.22,
JUNIO,12,7,0.021,0.008,0.58,0.013,42,25,21.51,2.29,222.58,41.94,624.68,
JUNIO,12,8,0.024,0.008,0.52,0.011,74,17,22.77,2.65,222.18,39.65,625.01,
JUNIO,12,9,0.032,0.008,0.43,0.009,45,16,24.64,2.25,258.82,37.52,624.99,
JUNIO,12,10,0.041,0.008,0.34,0.008,46,20,26.44,2.11,269.54,34.62,624.88,
JUNIO,12,11,0.047,0.008,0.33,0.007,59,23,27.70,2.70,277.02,30.82,624.56,
JUNIO,12,12,0.053,0.008,0.32,0.008,78,16,29.26,2.05,223.91,26.97,623.99,
JUNIO,12,13,0.056,0.008,0.38,0.009,47,16,31.41,2.07,183.83,22.05,623.31,
JUNIO,12,14,0.065,0.008,0.41,0.010,49,13,33.67,1.94,191.62,19.13,622.58,
JUNIO,12,15,0.060,0.008,0.37,0.009,56,7,34.56,2.88,167.43,14.49,621.81,
JUNIO,12,16,0.060,0.009,0.38,0.011,44,11,35.60,2.55,164.89,13.22,621.32,
JUNIO,12,17,0.064,0.009,0.36,0.011,44,21,35.74,2.38,115.11,13.84,620.88,
JUNIO,12,18,0.059,0.009,0.50,0.013,70,22,35.11,2.50,111.34,14.46,620.70,
JUNIO,12,19,0.053,0.008,0.52,0.014,459,26,34.85,3.52,98.25,14.38,620.78,
JUNIO,12,20,0.031,0.028,0.47,0.015,71,33,33.53,4.20,66.98,13.01,621.34,
JUNIO,12,21,0.023,0.008,0.42,0.015,74,26,31.58,4.71,73.20,14.86,622.09,
JUNIO,12,22,0.023,0.008,0.34,0.013,46,35,29.27,4.08,71.49,20.61,622.87,
JUNIO,12,23,0.022,0.008,0.29,0.013,39,29,27.51,3.88,76.48,20.59,623.51,
JUNIO,13,0,0.019,0.008,0.26,0.013,30,20,26.25,2.69,128.55,21.26,623.89,
JUNIO,13,1,0.021,0.008,0.27,0.011,32,19,25.26,2.75,135.40,25.41,623.83,
JUNIO,13,2,0.018,0.008,0.31,0.014,35,27,23.98,2.48,135.44,31.34,623.55,
JUNIO,13,3,0.020,0.008,0.27,0.014,47,21,23.13,2.95,107.51,32.16,623.28,
JUNIO,13,4,0.012,0.008,0.31,0.018,40,28,21.40,1.07,201.84,35.87,623.46,
JUNIO,13,5,0.008,0.011,0.33,0.021,28,26,20.52,0.93,222.27,38.01,623.59,
JUNIO,13,6,0.010,0.012,0.38,0.021,49,27,20.81,1.78,124.73,36.73,623.75,
JUNIO,13,7,0.011,0.009,0.67,0.020,49,23,20.99,1.30,87.45,34.28,624.16,
JUNIO,13,8,0.014,0.009,0.77,0.021,58,23,22.30,2.23,94.77,31.55,624.64,
JUNIO,13,9,0.021,0.010,0.71,0.020,63,26,24.20,2.88,95.20,31.64,624.85,
JUNIO,13,10,0.037,0.011,0.50,0.014,59,21,27.16,2.19,112.27,24.62,624.85,
JUNIO,13,11,0.049,0.019,0.38,0.010,59,9,29.88,1.98,108.41,16.03,624.67,
JUNIO,13,12,0.055,0.008,0.40,0.011,38,7,31.07,3.31,104.17,12.83,624.15,
JUNIO,13,13,0.057,0.008,0.47,0.012,27,5,32.77,3.75,111.60,10.85,623.27,
JUNIO,13,14,0.059,0.008,0.48,0.012,33,3,34.46,3.65,108.91,8.46,622.51,
JUNIO,13,15,0.060,0.010,0.43,0.011,47,3,35.83,3.95,103.04,6.98,621.62,
JUNIO,13,16,0.063,0.008,0.38,0.010,62,3,36.48,3.33,117.57,5.75,620.93,
JUNIO,13,17,0.052,0.009,0.40,0.011,32,10,37.20,3.86,85.04,3.24,620.38,
JUNIO,13,18,0.042,0.016,0.39,0.011,44,12,36.70,4.75,69.38,3.32,620.34,
JUNIO,13,19,0.040,0.024,0.35,0.010,75,22,35.36,4.86,53.90,4.71,620.56,
JUNIO,13,20,0.036,0.019,0.41,0.011,71,28,33.18,5.33,48.87,6.41,620.98,
JUNIO,13,21,0.031,0.010,0.37,0.010,100,33,31.23,5.20,44.90,7.60,621.55,
JUNIO,13,22,0.031,0.008,0.28,0.009,48,29,29.72,4.75,44.83,7.48,622.04,
JUNIO,13,23,0.029,0.030,0.33,0.010,21,30,28.69,3.75,94.67,8.49,622.62,
JUNIO,14,0,0.028,0.008,0.28,0.010,43,25,26.10,3.32,120.47,12.05,623.26,
JUNIO,14,1,0.040,0.008,0.26,0.009,29,17,25.57,3.60,85.99,13.71,623.18,
JUNIO,14,2,0.032,0.045,0.28,0.014,21,23,24.28,2.54,95.05,17.93,622.97,
JUNIO,14,3,0.033,0.022,0.26,0.012,37,25,22.85,1.47,215.72,19.31,622.99,
JUNIO,14,4,0.031,0.009,0.24,0.012,40,21,21.56,1.12,216.85,20.51,623.07,
JUNIO,14,5,0.024,0.010,0.28,0.018,27,22,21.11,1.17,97.18,22.21,623.16,
JUNIO,14,6,0.028,0.010,0.38,0.018,40,23,20.32,1.55,75.92,25.02,623.38,
JUNIO,14,7,0.017,0.010,0.77,0.024,45,27,20.05,1.20,129.10,26.38,623.72,
JUNIO,14,8,0.013,0.011,0.86,0.024,71,28,21.55,1.54,156.34,26.17,624.15,
JUNIO,14,9,0.023,0.010,0.65,0.020,90,32,23.99,1.44,131.27,27.76,624.52,
JUNIO,14,10,0.044,0.012,0.51,0.016,75,28,26.98,1.21,181.16,23.39,624.52,
JUNIO,14,11,0.071,0.020,0.40,0.012,71,30,28.39,1.92,233.25,19.30,624.26,
JUNIO,14,12,0.076,0.016,0.35,0.009,56,26,30.64,1.70,227.92,15.95,623.78,
JUNIO,14,13,0.091,0.035,0.36,0.010,49,21,31.91,2.35,232.72,11.62,623.06,
JUNIO,14,14,0.079,0.021,0.46,0.012,49,21,33.47,2.94,138.77,7.63,622.34,
JUNIO,14,15,0.073,0.013,0.38,0.011,55,7,34.65,2.56,145.66,7.52,621.58,
JUNIO,14,16,0.071,0.011,0.32,0.011,42,5,35.69,2.56,141.97,7.02,620.81,
JUNIO,14,17,0.067,0.011,0.32,0.011,26,12,36.13,2.67,137.16,5.93,620.15,
JUNIO,14,18,0.066,0.011,0.33,0.011,33,10,36.63,2.27,144.57,4.90,619.73,
JUNIO,14,19,0.067,0.010,0.29,0.012,29,17,35.81,1.83,187.32,5.38,619.68,
JUNIO,14,20,0.056,0.010,0.47,0.018,29,27,33.22,1.64,252.69,9.47,620.10,
JUNIO,14,21,0.024,0.022,0.66,0.020,50,27,32.57,2.76,67.29,4.06,620.62,
JUNIO,14,22,0.013,0.015,0.69,0.019,37,24,30.04,2.47,98.87,5.33,621.25,
JUNIO,14,23,0.028,0.009,0.45,0.013,41,39,28.15,3.25,136.54,24.57,622.11,
JUNIO,15,0,0.024,0.010,0.54,0.015,41,39,26.34,2.39,92.21,30.26,622.41,
JUNIO,15,1,0.016,0.011,0.71,0.019,67,68,24.61,1.58,115.71,33.60,622.51,
JUNIO,15,2,0.024,0.010,0.49,0.012,88,57,24.07,1.25,174.61,35.04,622.36,
JUNIO,15,3,0.035,0.009,0.31,0.008,58,31,23.31,3.98,215.12,37.24,622.26,
JUNIO,15,4,0.030,0.009,0.30,0.008,6,29,22.11,3.34,231.13,42.82,622.33,
JUNIO,15,5,0.025,0.008,0.29,0.009,50,29,21.03,2.64,246.17,48.86,622.54,
JUNIO,15,6,0.022,0.008,0.32,0.010,43,26,20.29,1.78,246.64,52.42,622.84,
JUNIO,15,7,0.018,0.008,0.38,0.012,35,24,20.41,1.52,257.62,53.07,623.22,
JUNIO,15,8,0.019,0.008,0.40,0.013,6,18,21.55,1.71,272.32,49.90,623.49,
JUNIO,15,9,0.027,0.008,0.39,0.011,60,25,23.51,2.52,275.95,46.55,623.66,
JUNIO,15,10,0.040,0.008,0.39,0.010,49,24,25.96,2.00,246.30,38.86,623.60,
JUNIO,15,11,0.057,0.008,0.42,0.010,54,37,27.48,2.41,231.07,34.80,623.38,
JUNIO,15,12,0.065,0.009,0.40,0.009,69,60,29.39,2.28,237.98,27.73,623.09,
JUNIO,15,13,0.063,0.009,0.37,0.009,65,22,31.22,2.20,189.50,21.76,622.61,
JUNIO,15,14,0.064,0.011,0.47,0.011,48,15,33.09,2.83,130.80,17.98,621.96,
JUNIO,15,15,0.067,0.010,0.40,0.010,55,11,34.44,2.72,140.92,15.41,621.17,
JUNIO,15,16,0.072,0.010,0.44,0.012,56,13,35.43,2.77,136.76,13.81,620.53,
JUNIO,15,17,0.069,0.009,0.41,0.012,53,21,36.30,2.69,149.29,11.33,619.77,
JUNIO,15,18,0.065,0.009,0.47,0.013,79,21,36.58,2.97,92.74,8.77,619.38,
JUNIO,15,19,0.046,0.008,0.49,0.015,43,22,35.92,2.63,106.87,5.35,619.60,
JUNIO,15,20,0.016,0.021,0.70,0.021,76,30,33.75,2.75,52.53,4.15,620.23,
JUNIO,15,21,0.023,0.048,0.42,0.014,422,32,32.33,3.65,74.29,6.17,620.84,
JUNIO,15,22,0.023,0.009,0.53,0.015,47,34,30.14,3.03,128.83,16.02,621.78,
JUNIO,15,23,0.031,0.008,0.41,0.011,44,47,27.66,3.61,135.68,33.00,622.53,
JUNIO,16,0,0.023,0.008,0.47,0.014,41,37,25.76,2.27,87.67,36.04,623.09,
JUNIO,16,1,0.019,0.008,0.45,0.015,52,38,24.62,1.25,127.64,38.06,623.31,
JUNIO,16,2,0.019,0.009,0.38,0.017,59,37,24.41,1.97,84.81,25.90,623.11,
JUNIO,16,3,0.014,0.011,0.38,0.019,46,36,22.36,1.33,206.90,33.47,623.21,
JUNIO,16,4,0.011,0.011,0.38,0.019,60,32,22.02,1.00,232.52,37.13,623.20,
JUNIO,16,5,0.012,0.010,0.38,0.020,48,36,21.79,1.41,194.51,38.47,623.45,
JUNIO,16,6,0.022,0.009,0.36,0.012,48,30,21.27,1.73,236.23,52.34,623.60,
JUNIO,16,7,0.013,0.009,0.57,0.018,47,31,20.52,1.21,221.02,53.10,624.10,
JUNIO,16,8,0.015,0.009,0.65,0.017,55,24,22.41,1.30,248.27,46.25,624.31,
JUNIO,16,9,0.019,0.009,0.69,0.023,80,29,24.57,1.37,251.46,37.08,624.59,
JUNIO,16,10,0.041,0.010,0.60,0.017,122,35,26.99,1.32,125.80,31.34,624.87,
JUNIO,16,11,0.061,0.031,0.52,0.014,60,27,28.49,1.82,206.96,29.59,624.67,
JUNIO,16,12,0.072,0.027,0.42,0.011,79,36,29.68,2.38,248.12,31.19,624.32,
JUNIO,16,13,0.061,0.013,0.39,0.008,140,20,30.62,2.35,250.58,29.76,623.84,
JUNIO,16,14,0.063,0.011,0.35,0.008,44,17,31.94,2.44,257.52,25.49,623.12,
JUNIO,16,15,0.065,0.012,0.40,0.010,6,8,33.67,2.46,188.98,19.34,622.48,
JUNIO,16,16,0.068,0.012,0.43,0.011,52,15,34.54,2.95,133.09,16.86,621.74,
JUNIO,16,17,0.069,0.012,0.44,0.012,46,22,35.17,2.73,145.37,15.64,621.11,
JUNIO,16,18,0.082,0.022,0.33,0.009,45,25,35.35,2.03,254.19,16.19,620.77,
JUNIO,16,19,0.076,0.017,0.32,0.011,57,29,34.32,2.86,275.02,17.48,620.61,
JUNIO,16,20,0.058,0.011,0.48,0.017,61,39,32.37,2.06,268.52,19.39,620.92,
JUNIO,16,21,0.039,0.010,0.52,0.017,60,37,31.93,2.78,174.20,17.90,621.67,
JUNIO,16,22,0.028,0.011,0.62,0.018,50,39,30.16,2.53,108.27,24.46,622.72,
JUNIO,16,23,0.030,0.010,0.49,0.012,59,47,27.89,3.99,128.19,35.25,623.40,
JUNIO,17,0,0.028,0.009,0.47,0.012,65,32,27.11,3.03,87.35,36.83,623.69,
JUNIO,17,1,0.031,0.019,0.38,0.014,50,34,26.63,3.18,82.05,34.65,623.60,
JUNIO,17,2,0.039,0.034,0.34,0.012,57,45,25.52,2.86,79.64,35.17,623.49,
JUNIO,17,3,0.038,0.013,0.35,0.010,55,36,24.18,2.87,76.08,39.11,623.40,
JUNIO,17,4,0.034,0.026,0.34,0.012,47,38,23.46,1.87,89.47,41.57,623.36,
JUNIO,17,5,0.035,0.022,0.35,0.011,47,39,22.94,2.40,89.97,42.89,623.59,
JUNIO,17,6,0.034,0.013,0.37,0.011,35,34,21.96,2.58,86.35,47.05,623.90,
JUNIO,17,7,0.030,0.012,0.51,0.014,57,35,21.77,1.61,117.64,49.60,624.51,
JUNIO,17,8,0.027,0.010,0.66,0.016,43,34,22.71,2.53,93.57,49.07,625.03,
JUNIO,17,9,0.038,0.010,0.56,0.012,90,31,24.48,3.06,77.89,45.91,625.30,
JUNIO,17,10,0.049,0.010,0.58,0.012,65,38,26.42,2.11,119.25,40.38,625.20,
JUNIO,17,11,0.064,0.010,0.50,0.010,67,33,28.56,1.86,194.67,35.44,624.97,
JUNIO,17,12,0.077,0.011,0.58,0.012,69,34,29.61,2.26,103.69,33.16,624.65,
JUNIO,17,13,0.084,0.015,0.59,0.012,75,30,31.07,2.42,145.62,30.68,624.00,
JUNIO,17,14,0.081,0.023,0.49,0.011,76,32,32.42,2.51,200.23,28.22,623.25,
JUNIO,17,15,0.066,0.015,0.47,0.012,83,30,34.12,3.34,127.09,18.30,622.50,
JUNIO,17,16,0.062,0.009,0.48,0.012,53,28,34.83,3.20,113.49,15.82,621.79,
JUNIO,17,17,0.068,0.009,0.51,0.012,40,53,34.97,3.11,145.16,15.93,621.10,
JUNIO,17,18,0.071,0.009,0.45,0.012,43,33,34.73,3.26,174.97,15.83,621.22,
JUNIO,17,19,0.054,0.009,0.35,0.009,51,50,29.71,5.06,238.79,29.44,621.81,
JUNIO,17,20,0.046,0.009,0.37,0.011,136,41,27.66,2.89,240.36,32.89,622.20,
JUNIO,17,21,0.040,0.009,0.40,0.011,41,45,27.41,2.62,282.19,35.48,623.20,
JUNIO,17,22,0.040,0.009,0.52,0.014,61,39,25.84,1.74,225.97,39.65,623.61,
JUNIO,17,23,0.030,0.009,0.44,0.012,44,36,25.55,2.51,212.80,40.71,623.91,
JUNIO,18,0,0.028,0.009,0.41,0.010,51,32,24.67,2.61,237.21,46.03,624.08,
JUNIO,18,1,0.023,0.009,0.42,0.012,51,43,23.65,1.49,298.56,49.91,624.07,
JUNIO,18,2,0.020,0.008,0.44,0.014,50,31,23.23,1.10,289.76,50.61,623.67,
JUNIO,18,3,0.016,0.009,0.48,0.017,44,31,22.82,1.61,134.46,51.29,623.41,
JUNIO,18,4,0.015,0.009,0.48,0.018,55,37,22.25,1.74,98.98,52.25,623.42,
JUNIO,18,5,0.015,0.009,0.42,0.015,62,36,21.53,2.11,108.50,55.39,623.49,
JUNIO,18,6,0.015,0.009,0.46,0.016,55,38,21.33,2.25,113.10,54.00,623.69,
JUNIO,18,7,0.017,0.010,0.48,0.014,62,33,21.26,1.94,120.01,53.74,624.15,
JUNIO,18,8,0.018,0.010,0.50,0.014,66,25,21.94,2.76,97.17,53.95,624.55,
JUNIO,18,9,0.027,0.009,0.43,0.013,84,17,23.92,3.35,94.12,48.91,624.79,
JUNIO,18,10,0.038,0.009,0.40,0.012,95,21,26.07,2.59,107.11,43.64,624.84,
JUNIO,18,11,0.050,0.009,0.47,0.011,423,40,28.34,2.14,189.09,37.75,624.70,
JUNIO,18,12,0.058,0.009,0.63,0.012,43,51,29.89,2.24,113.19,34.54,624.25,
JUNIO,18,13,0.068,0.009,0.42,0.010,48,44,30.97,2.41,160.26,32.22,623.71,
JUNIO,18,14,0.063,0.016,0.45,0.011,54,44,32.51,2.85,155.23,22.99,622.88,
JUNIO,18,15,0.056,0.016,0.47,0.011,48,22,33.95,3.03,134.50,17.39,622.04,
JUNIO,18,16,0.059,0.009,0.42,0.011,41,30,33.96,3.06,150.26,17.91,621.73,
JUNIO,18,17,0.051,0.009,0.29,0.009,57,42,29.69,3.57,260.95,24.74,621.62,
JUNIO,18,18,0.046,0.008,0.33,0.010,53,20,31.12,1.87,263.83,22.32,621.21,
JUNIO,18,19,0.047,0.009,0.39,0.011,30,31,29.72,3.97,239.71,31.62,621.31,
JUNIO,18,20,0.043,0.008,0.37,0.011,55,70,27.63,3.21,254.64,36.55,621.79,
JUNIO,18,21,0.035,0.008,0.44,0.015,42,89,27.07,2.94,288.37,35.69,622.32,
JUNIO,18,22,0.039,0.008,0.42,0.012,60,73,25.80,2.52,289.79,37.30,622.79,
JUNIO,18,23,0.032,0.008,0.43,0.015,39,37,24.60,1.94,256.23,39.50,623.12,
JUNIO,19,0,0.030,0.008,0.50,0.015,43,52,24.54,1.19,205.80,39.04,623.46,
JUNIO,19,1,0.029,0.008,0.38,0.012,48,60,23.59,1.47,226.89,42.40,623.41,
JUNIO,19,2,0.029,0.008,0.35,0.011,45,29,22.44,1.43,272.64,45.89,623.31,
JUNIO,19,3,0.025,0.008,0.35,0.013,26,27,21.54,1.06,276.48,49.76,623.24,
JUNIO,19,4,0.025,0.008,0.35,0.011,42,26,21.09,0.96,259.81,52.11,623.22,
JUNIO,19,5,0.022,0.008,0.36,0.013,27,25,20.93,1.01,243.60,53.23,623.37,
JUNIO,19,6,0.016,0.008,0.49,0.017,31,26,20.65,1.05,159.07,54.81,623.70,
JUNIO,19,7,0.008,0.008,0.76,0.023,55,34,20.57,1.88,116.65,48.37,624.36,
JUNIO,19,8,0.015,0.009,0.84,0.019,59,25,22.47,2.13,100.69,41.92,624.82,
JUNIO,19,9,0.023,0.009,0.71,0.017,95,33,24.10,2.47,94.88,38.92,625.17,
JUNIO,19,10,0.039,0.009,0.54,0.013,70,23,26.20,1.65,124.16,38.72,625.08,
JUNIO,19,11,0.052,0.009,0.45,0.009,60,29,28.20,1.87,198.40,36.52,624.90,
JUNIO,19,12,0.059,0.009,0.47,0.009,58,23,29.56,2.20,165.53,32.98,624.54,
JUNIO,19,13,0.071,0.028,0.47,0.012,194,28,30.69,2.33,133.22,29.36,624.02,
JUNIO,19,14,0.068,0.017,0.45,0.011,60,16,32.31,2.51,141.51,22.12,623.20,
JUNIO,19,15,0.071,0.011,0.43,0.011,61,9,34.19,3.54,110.49,13.54,622.33,
JUNIO,19,16,0.069,0.013,0.34,0.010,59,5,35.65,3.39,106.93,6.93,621.56,
JUNIO,19,17,0.053,0.008,0.39,0.011,55,17,36.23,5.32,99.99,3.69,620.95,
JUNIO,19,18,0.050,0.008,0.45,0.013,72,15,36.32,4.41,100.34,5.65,620.64,
JUNIO,19,19,0.043,0.008,0.50,0.014,54,21,35.28,4.56,92.41,9.24,620.77,
JUNIO,19,20,0.029,0.031,0.54,0.018,80,31,33.23,4.11,69.67,11.40,621.28,
JUNIO,19,21,0.030,0.034,0.39,0.013,81,35,31.99,4.82,62.83,9.58,621.80,
JUNIO,19,22,0.035,0.012,0.31,0.010,70,30,30.74,5.48,60.56,11.40,622.21,
JUNIO,19,23,0.023,0.063,0.41,0.017,42,33,28.49,2.51,109.31,14.88,622.95,
JUNIO,20,0,0.032,0.008,0.31,0.010,47,31,27.17,3.11,98.66,16.48,623.35,
JUNIO,20,1,0.029,0.008,0.31,0.010,31,24,25.30,2.60,103.86,20.70,623.55,
JUNIO,20,2,0.031,0.008,0.28,0.009,31,26,24.48,3.28,80.07,25.49,623.55,
JUNIO,20,3,0.024,0.055,0.27,0.014,33,23,23.15,3.57,75.42,31.27,623.27,
JUNIO,20,4,0.025,0.046,0.27,0.012,33,43,22.42,2.53,95.94,33.86,623.19,
JUNIO,20,5,0.026,0.012,0.29,0.011,5,23,21.52,2.44,94.51,36.21,623.40,
JUNIO,20,6,0.025,0.010,0.32,0.011,31,20,20.35,2.79,85.97,39.53,623.61,
JUNIO,20,7,0.020,0.010,0.50,0.016,32,26,20.23,1.72,81.33,40.89,624.03,
JUNIO,20,8,0.020,0.010,0.70,0.017,57,21,22.10,2.80,90.59,38.38,624.47,
JUNIO,20,9,0.032,0.009,0.62,0.014,70,23,24.03,3.72,85.64,35.96,624.80,
JUNIO,20,10,0.043,0.009,0.59,0.012,65,20,26.19,3.25,91.36,33.84,624.75,
JUNIO,20,11,0.055,0.010,0.51,0.011,87,22,27.78,2.52,108.16,35.10,624.62,
JUNIO,20,12,0.063,0.010,0.43,0.009,119,21,29.45,2.10,153.11,33.64,624.26,
JUNIO,20,13,0.063,0.015,0.44,0.010,50,20,31.04,2.30,157.43,27.41,623.83,
JUNIO,20,14,0.063,0.016,0.44,0.010,57,13,32.78,2.99,89.77,16.46,623.24,
JUNIO,20,15,0.066,0.010,0.41,0.011,48,6,34.18,3.55,105.22,11.61,622.37,
JUNIO,20,16,0.063,0.016,0.32,0.011,66,4,35.41,2.87,119.42,7.74,621.72,
JUNIO,20,17,0.056,0.011,0.36,0.012,42,13,35.95,4.42,100.56,6.32,621.16,
JUNIO,20,18,0.052,0.008,0.39,0.012,55,27,35.57,4.84,107.30,6.70,620.86,
JUNIO,20,19,0.046,0.009,0.54,0.014,105,23,34.96,4.08,92.25,8.63,621.07,
JUNIO,20,20,0.035,0.022,0.49,0.014,131,36,33.44,4.31,43.17,9.69,621.56,
JUNIO,20,21,0.026,0.033,0.55,0.017,93,36,31.78,3.11,66.24,11.71,622.14,
JUNIO,20,22,0.027,0.022,0.47,0.014,40,40,30.02,3.28,50.17,15.54,622.70,
JUNIO,20,23,0.029,0.023,0.43,0.011,62,45,28.74,3.63,54.09,22.72,623.10,
JUNIO,21,0,0.028,0.046,0.32,0.013,62,40,27.48,2.99,93.41,25.03,623.47,
JUNIO,21,1,0.028,0.011,0.30,0.010,46,30,25.57,2.54,108.15,27.31,623.64,
JUNIO,21,2,0.026,0.009,0.31,0.012,33,27,24.77,3.23,76.43,24.11,623.42,
JUNIO,21,3,0.029,0.009,0.31,0.011,32,26,23.98,3.53,81.11,27.54,623.19,
JUNIO,21,4,0.023,0.010,0.32,0.014,36,23,22.70,2.36,94.10,31.73,623.07,
JUNIO,21,5,0.019,0.010,0.34,0.016,49,27,21.62,2.27,103.13,35.58,623.12,
JUNIO,21,6,0.015,0.010,0.46,0.019,45,28,21.32,2.50,97.62,40.79,623.24,
JUNIO,21,7,0.012,0.010,0.70,0.021,59,34,21.32,1.43,126.67,41.18,623.72,
JUNIO,21,8,0.016,0.010,0.76,0.021,69,29,22.82,1.63,85.82,37.61,624.02,
JUNIO,21,9,0.024,0.011,0.73,0.019,80,30,24.83,1.97,90.89,33.24,624.19,
JUNIO,21,10,0.041,0.014,0.53,0.013,76,31,26.71,1.95,120.92,29.94,624.40,
JUNIO,21,11,0.055,0.011,0.43,0.010,55,21,28.89,1.57,160.86,29.23,624.18,
JUNIO,21,12,0.061,0.010,0.42,0.010,51,17,30.52,1.88,194.63,26.63,623.68,
JUNIO,21,13,0.060,0.010,0.47,0.010,55,18,31.90,2.45,111.25,22.32,623.08,
JUNIO,21,14,0.063,0.010,0.53,0.011,142,14,32.86,3.35,102.00,17.70,622.57,
JUNIO,21,15,0.074,0.011,0.39,0.010,57,8,34.27,2.80,113.23,14.08,621.77,
JUNIO,21,16,0.069,0.012,0.35,0.010,59,8,35.34,2.99,109.00,10.18,620.95,
JUNIO,21,17,0.064,0.015,0.31,0.010,49,17,35.87,1.94,160.93,9.42,620.40,
JUNIO,21,18,0.052,0.019,0.34,0.011,40,16,35.99,3.13,123.18,8.89,620.24,
JUNIO,21,19,0.036,0.018,0.45,0.014,60,26,34.90,3.82,68.14,9.86,620.35,
JUNIO,21,20,0.037,0.043,0.40,0.013,303,34,33.43,5.07,51.71,11.85,620.77,
JUNIO,21,21,0.033,0.078,0.38,0.014,250,42,31.77,4.74,62.98,14.06,621.40,
JUNIO,21,22,0.031,0.051,0.37,0.013,62,36,29.99,4.23,71.27,14.19,622.06,
JUNIO,21,23,0.025,0.028,0.36,0.016,52,35,28.18,3.80,81.89,16.86,622.53,
JUNIO,22,0,0.025,0.019,0.34,0.015,46,34,26.51,3.12,104.30,19.38,622.79,
JUNIO,22,1,0.029,0.009,0.31,0.013,41,34,25.68,3.00,138.52,20.97,622.88,
JUNIO,22,2,0.027,0.009,0.34,0.014,36,28,24.79,2.84,105.53,24.51,622.77,
JUNIO,22,3,0.018,0.009,0.36,0.020,37,31,23.25,2.28,99.92,27.49,622.86,
JUNIO,22,4,0.017,0.009,0.34,0.020,35,26,22.42,2.39,103.94,29.52,622.70,
JUNIO,22,5,0.014,0.009,0.36,0.022,56,26,21.45,2.60,114.42,33.55,622.89,
JUNIO,22,6,0.014,0.009,0.45,0.022,46,27,20.86,2.38,90.94,35.81,623.18,
JUNIO,22,7,0.012,0.009,0.73,0.024,52,30,20.81,2.43,95.70,35.17,623.55,
JUNIO,22,8,0.018,0.010,0.78,0.021,68,21,22.27,3.08,104.65,35.19,624.00,
JUNIO,22,9,0.026,0.010,0.71,0.020,70,27,24.63,2.92,87.19,31.37,624.12,
JUNIO,22,10,0.039,0.010,0.61,0.016,83,26,27.21,2.40,103.89,27.99,624.18,
JUNIO,22,11,0.055,0.011,0.48,0.011,216,16,29.25,2.41,117.44,21.55,623.79,
JUNIO,22,12,0.061,0.010,0.48,0.011,58,12,30.76,2.82,113.13,16.69,623.44,
JUNIO,22,13,0.068,0.010,0.47,0.012,46,17,32.08,2.86,126.05,13.77,622.89,
JUNIO,22,14,0.058,0.010,0.50,0.013,54,6,34.09,4.01,110.21,9.79,622.19,
JUNIO,22,15,0.057,0.008,0.45,0.011,89,11,34.84,4.49,98.48,9.16,621.66,
JUNIO,22,16,0.057,0.008,0.40,0.011,69,7,35.40,4.03,115.84,8.75,621.11,
JUNIO,22,17,0.053,0.017,0.39,0.012,56,13,35.85,3.48,91.81,8.65,620.62,
JUNIO,22,18,0.045,0.022,0.34,0.010,54,22,35.48,5.78,48.85,9.55,620.46,
JUNIO,22,19,0.041,0.021,0.43,0.011,164,31,34.07,5.81,44.43,12.57,620.73,
JUNIO,22,20,0.039,0.032,0.36,0.011,244,40,32.32,6.02,49.41,16.25,621.35,
JUNIO,22,21,0.035,0.061,0.38,0.013,252,45,30.81,5.50,58.12,21.46,622.24,
JUNIO,22,22,0.034,0.022,0.36,0.011,67,45,29.38,5.61,63.73,24.70,622.89,
JUNIO,22,23,0.026,0.055,0.36,0.017,50,39,27.52,4.02,77.84,26.75,623.41,
JUNIO,23,0,0.032,0.010,0.32,0.011,54,33,26.10,2.82,130.79,22.91,623.87,
JUNIO,23,1,0.037,0.010,0.29,0.009,33,14,25.70,4.15,92.96,24.70,623.85,
JUNIO,23,2,0.034,0.010,0.31,0.009,40,26,24.49,4.67,95.08,26.97,623.57,
JUNIO,23,3,0.033,0.010,0.32,0.009,39,27,23.39,4.82,98.28,33.23,623.46,
JUNIO,23,4,0.028,0.011,0.33,0.011,44,25,22.22,4.29,90.25,40.50,623.62,
JUNIO,23,5,0.027,0.010,0.34,0.012,44,29,21.51,4.02,93.22,45.46,623.83,
JUNIO,23,6,0.030,0.010,0.39,0.012,45,27,21.04,3.77,93.29,52.06,623.88,
JUNIO,23,7,0.026,0.010,0.54,0.015,72,34,20.76,2.83,86.37,51.78,624.29,
JUNIO,23,8,0.024,0.010,0.67,0.017,86,26,22.17,2.50,107.07,44.71,624.72,
JUNIO,23,9,0.035,0.010,0.66,0.014,59,30,23.97,3.43,88.94,42.33,624.81,
JUNIO,23,10,0.045,0.010,0.60,0.013,75,24,26.08,2.98,90.98,33.99,624.76,
JUNIO,23,11,0.055,0.011,0.52,0.012,NA,21,27.65,2.77,99.71,27.68,624.65,
