DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
DIC,1,0,16.25,1.26,0.235,6.32,58,30,1.66,274.50,18.90,50.30,622.40
DIC,1,1,6.51,1.93,0.390,8.60,61,15,1.28,276.79,17.12,55.31,622.36
DIC,1,2,6.14,2.81,0.379,8.66,67,29,0.98,254.95,16.72,56.96,622.32
DIC,1,3,4.25,2.58,0.391,9.93,60,23,1.21,271.85,16.24,57.24,622.07
DIC,1,4,2.67,1.86,0.425,9.80,66,27,1.14,245.69,15.51,59.75,622.04
DIC,1,5,1.22,1.50,0.414,10.31,64,23,1.53,108.49,14.62,63.33,622.09
DIC,1,6,NA,1.82,0.468,11.00,NA,27,1.21,117.76,14.72,64.35,622.27
DIC,1,7,NA,4.15,0.576,11.81,NA,26,1.81,104.94,14.08,66.72,622.59
DIC,1,8,1.22,6.73,0.618,10.34,NA,40,2.10,101.30,13.91,66.36,623.08
DIC,1,9,2.28,6.03,0.792,11.47,NA,28,2.41,111.55,15.96,59.20,623.45
DIC,1,10,10.53,6.02,0.768,13.71,NA,33,2.12,100.30,18.94,50.06,623.64
DIC,1,11,29.61,6.62,0.548,12.46,NA,39,1.57,143.94,22.76,38.69,623.52
DIC,1,12,44.46,11.72,0.391,9.48,NA,32,1.58,151.37,25.57,33.21,623.04
DIC,1,13,48.19,2.31,0.373,7.07,NA,31,3.10,110.88,27.36,29.56,622.12
DIC,1,14,48.91,4.19,0.383,6.68,NA,27,3.45,90.89,28.66,26.94,621.31
DIC,1,15,54.94,3.84,0.365,5.68,NA,17,3.15,98.74,29.22,25.53,620.76
DIC,1,16,54.00,2.49,0.340,5.38,NA,12,2.35,110.33,29.95,23.87,620.42
DIC,1,17,38.07,2.31,0.421,6.60,20,11,2.35,104.24,29.36,21.23,620.46
DIC,1,18,34.42,0.90,0.411,7.01,96,8,2.87,84.52,28.43,24.21,620.68
DIC,1,19,22.72,22.86,0.569,6.35,99,4,4.99,47.04,25.96,32.95,621.29
DIC,1,20,15.46,23.09,0.587,5.72,65,4,4.41,69.72,23.60,42.44,622.14
DIC,1,21,13.80,4.29,0.326,5.20,40,9,4.39,80.15,21.56,50.10,622.94
DIC,1,22,16.32,3.91,0.264,4.37,60,13,5.00,86.47,19.88,56.50,623.50
DIC,1,23,22.69,3.45,0.204,2.12,56,15,5.20,85.87,18.69,60.61,623.91
DIC,2,0,23.36,3.90,0.150,1.08,42,12,4.09,84.39,17.90,63.82,624.21
DIC,2,1,23.69,2.99,0.127,0.62,30,18,3.28,76.89,17.26,66.42,624.31
DIC,2,2,22.70,5.63,0.127,0.51,23,13,3.38,88.62,16.64,68.89,624.38
