DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
MZO,1,0,9.15,1.51,0.197,20.23,49,17,1.44,287.95,21.26,32.15,622.64
MZO,1,1,2.32,1.73,0.159,24.86,38,17,1.64,234.05,20.23,35.97,622.45
MZO,1,2,9.89,1.80,NA,12.77,39,21,2.07,276.45,18.87,42.42,622.40
MZO,1,3,12.82,1.93,NA,12.17,27,12,1.58,258.79,17.22,48.95,622.20
MZO,1,4,12.92,1.99,NA,12.72,27,16,1.55,281.29,16.94,51.21,622.00
MZO,1,5,9.11,4.28,NA,17.87,30,20,1.48,100.96,17.06,52.05,622.35
MZO,1,6,NA,3.60,0.122,24.47,46,19,1.08,87.38,16.28,54.51,622.59
MZO,1,7,NA,3.11,0.383,25.36,51,22,1.39,115.36,15.55,57.67,623.06
MZO,1,8,NA,14.95,0.542,25.04,80,21,1.93,97.37,14.91,56.33,623.79
MZO,1,9,6.51,9.28,0.626,23.42,94,36,2.06,107.90,17.32,45.29,624.48
MZO,1,10,13.87,16.96,0.365,27.42,87,29,2.11,96.31,20.30,42.35,624.82
MZO,1,11,30.73,7.85,0.187,15.00,56,38,1.67,149.61,23.66,38.51,624.77
MZO,1,12,46.98,3.30,NA,5.04,43,29,1.68,256.11,25.64,33.08,624.33
MZO,1,13,53.75,2.69,NA,4.19,31,21,2.03,273.20,27.44,28.99,623.49
MZO,1,14,45.57,1.67,NA,1.87,26,20,2.71,265.09,28.64,24.55,622.47
MZO,1,15,35.32,1.11,NA,0.30,14,9,2.75,275.92,29.94,18.79,621.81
MZO,1,16,38.81,1.06,NA,0.30,13,5,2.92,258.06,30.62,17.83,621.39
MZO,1,17,41.10,1.07,NA,0.33,18,6,3.40,263.24,30.81,16.86,621.11
MZO,1,18,39.22,1.01,NA,1.57,17,9,2.53,242.39,30.83,15.96,620.97
MZO,1,19,32.20,1.13,0.159,8.93,27,7,2.29,222.66,29.40,18.44,621.16
MZO,1,20,16.54,1.94,0.477,24.88,50,8,2.20,216.94,27.36,22.27,621.51
MZO,1,21,20.37,1.43,0.290,17.66,64,22,2.18,226.16,25.70,25.48,622.08
MZO,1,22,13.15,1.12,0.150,14.72,42,14,2.01,231.03,24.06,25.77,622.59
MZO,1,23,6.99,1.55,0.178,16.62,40,14,1.57,188.96,22.83,26.38,623.11
MZO,2,0,10.71,0.90,NA,10.85,36,16,1.88,294.41,21.56,28.35,623.39
MZO,2,1,1.22,1.97,0.122,21.10,44,10,1.70,114.50,20.54,32.36,623.70
MZO,2,2,4.85,1.52,NA,16.29,42,19,1.52,195.50,19.92,35.36,623.80
MZO,2,3,11.63,1.50,NA,9.95,35,22,1.45,228.37,19.47,41.57,623.58
MZO,2,4,4.80,1.55,NA,15.05,24,11,1.07,270.72,17.93,45.42,623.30
MZO,2,5,1.22,2.10,NA,17.39,28,19,1.18,345.26,17.17,46.66,623.34
MZO,2,6,NA,3.96,0.169,17.33,41,15,0.92,70.31,16.00,51.24,623.55
MZO,2,7,NA,7.81,0.374,19.25,57,25,1.08,111.95,15.72,53.07,623.90
MZO,2,8,NA,6.20,0.850,21.52,77,27,1.05,110.60,16.19,50.20,624.45
MZO,2,9,1.22,5.31,0.832,23.93,113,31,1.14,79.26,18.90,41.18,624.87
MZO,2,10,18.52,8.39,0.449,24.29,113,39,1.30,236.47,21.69,42.12,625.21
MZO,2,11,33.92,3.11,NA,6.36,69,44,2.44,283.46,23.28,45.41,625.41
MZO,2,12,46.04,2.32,NA,3.12,40,25,2.26,264.31,25.31,38.96,625.03
MZO,2,13,44.74,1.47,NA,1.30,25,26,2.45,262.43,27.40,29.02,624.31
MZO,2,14,48.80,1.33,NA,1.93,23,10,2.28,256.39,29.10,23.33,623.56
MZO,2,15,52.36,1.15,NA,0.92,18,10,2.55,260.33,30.44,18.65,622.80
MZO,2,16,50.41,0.99,NA,2.05,13,18,3.57,240.19,30.99,14.96,622.18
MZO,2,17,54.66,0.99,NA,0.63,30,3,3.11,257.91,30.91,17.04,621.88
MZO,2,18,52.90,0.90,NA,1.28,26,2,2.63,268.52,30.83,17.73,621.76
MZO,2,19,46.98,0.97,NA,6.69,31,6,1.75,272.58,29.66,20.11,621.97
MZO,2,20,18.81,1.17,0.439,32.30,54,8,1.53,261.15,27.38,23.79,622.25
MZO,2,21,22.94,1.43,0.281,25.25,71,19,1.93,255.59,25.51,26.77,622.77
MZO,2,22,24.68,1.26,0.243,16.86,60,18,1.65,253.30,23.83,28.49,623.27
MZO,2,23,20.32,1.11,0.178,15.35,48,26,1.26,242.23,22.57,31.12,623.54
MZO,3,0,18.76,1.45,0.122,14.24,48,18,1.79,247.05,21.89,34.20,623.82
MZO,3,1,12.55,1.39,0.122,17.69,67,28,1.46,273.69,20.62,37.89,623.92
MZO,3,2,13.54,1.20,NA,15.62,48,21,1.58,256.86,19.65,41.75,623.82
MZO,3,3,16.77,1.28,NA,11.94,35,20,1.28,271.25,18.88,47.12,623.59
MZO,3,4,11.12,1.35,NA,15.25,36,24,1.22,273.88,17.82,52.38,623.35
MZO,3,5,16.05,1.50,NA,9.12,32,22,1.17,261.91,17.31,56.16,623.32
MZO,3,6,11.63,1.38,NA,12.50,26,18,1.02,258.04,16.60,58.37,623.36
MZO,3,7,5.53,1.48,NA,18.29,39,21,0.65,245.00,15.82,59.21,623.58
MZO,3,8,1.22,1.57,0.589,23.55,44,23,0.62,275.15,16.89,53.18,623.88
MZO,3,9,5.43,2.37,0.720,25.18,80,24,1.12,91.62,19.87,45.55,624.24
MZO,3,10,22.92,1.81,0.327,11.11,70,38,1.89,242.02,23.21,36.65,624.29
MZO,3,11,32.91,1.38,NA,2.33,26,24,2.23,256.82,25.28,30.76,624.22
MZO,3,12,37.73,1.06,NA,0.30,18,21,2.25,282.13,27.32,23.80,623.74
MZO,3,13,46.66,0.98,NA,0.30,16,10,2.74,289.35,28.66,21.43,622.98
MZO,3,14,49.58,0.90,NA,0.30,17,12,3.15,270.84,30.07,18.24,621.97
MZO,3,15,50.61,0.92,NA,0.71,96,11,3.27,254.53,31.42,16.21,621.09
MZO,3,16,55.40,1.12,NA,1.32,47,9,3.55,245.64,32.07,16.38,620.48
MZO,3,17,57.10,0.97,NA,1.06,26,10,3.03,248.31,32.35,15.19,620.12
MZO,3,18,56.62,0.90,NA,0.30,23,11,3.45,238.50,32.01,14.39,619.98
MZO,3,19,42.02,0.90,NA,5.51,32,11,3.07,221.30,30.34,11.18,620.23
MZO,3,20,30.39,1.12,0.262,12.07,45,8,2.69,224.25,27.05,15.94,620.48
MZO,3,21,37.75,1.62,0.215,13.00,42,24,2.77,219.68,25.62,16.30,620.95
MZO,3,22,31.11,1.48,0.159,14.12,60,21,1.52,295.61,23.74,19.97,621.51
MZO,3,23,10.62,1.98,0.561,32.17,63,23,1.35,60.55,22.99,21.80,621.91
MZO,4,0,3.50,2.11,0.411,36.29,88,31,1.19,114.49,22.05,23.75,622.14
MZO,4,1,1.22,8.42,0.141,33.07,85,31,2.51,96.92,20.10,31.34,622.35
MZO,4,2,2.90,7.06,NA,23.80,52,28,2.04,102.88,20.10,30.40,622.23
MZO,4,3,2.50,8.56,NA,23.74,55,24,2.40,110.83,19.71,30.80,622.11
MZO,4,4,1.22,25.94,0.122,26.21,49,21,3.17,103.04,18.95,35.50,622.04
MZO,4,5,NA,40.31,0.178,34.93,85,32,2.82,97.65,17.46,41.83,622.13
MZO,4,6,NA,25.36,0.131,32.04,94,44,2.27,88.87,16.56,49.62,622.38
MZO,4,7,NA,16.37,0.411,31.64,94,47,2.21,98.47,16.27,54.53,622.84
MZO,4,8,NA,15.79,0.692,32.12,130,43,2.11,82.97,16.24,55.54,623.38
MZO,4,9,10.51,6.76,0.645,21.87,127,45,2.61,85.24,17.98,51.63,623.85
MZO,4,10,23.59,4.51,0.346,12.74,115,64,4.03,88.87,20.57,53.00,624.09
MZO,4,11,32.39,6.14,0.346,14.99,75,41,2.83,99.45,23.23,44.38,624.02
MZO,4,12,50.07,3.31,0.141,6.67,46,41,1.97,93.09,26.00,35.57,623.56
MZO,4,13,54.10,2.35,NA,1.53,45,31,2.70,264.33,28.16,29.63,622.84
MZO,4,14,48.41,1.66,NA,1.54,32,18,3.05,252.69,29.73,23.52,622.05
MZO,4,15,57.24,1.60,NA,1.01,32,7,3.31,275.76,31.00,22.95,621.28
MZO,4,16,58.28,1.33,NA,0.62,33,10,3.75,279.61,31.98,19.82,620.55
MZO,4,17,55.89,1.03,NA,1.07,34,13,3.72,272.24,32.25,17.69,620.14
MZO,4,18,54.54,0.90,NA,1.05,30,13,3.40,269.23,31.88,16.96,620.06
MZO,4,19,45.07,1.09,NA,7.92,42,11,2.77,255.92,30.29,20.81,620.43
MZO,4,20,18.99,1.47,0.430,19.40,65,18,3.07,160.24,27.37,32.32,620.92
MZO,4,21,16.48,1.58,0.421,19.45,70,18,3.10,172.50,25.76,34.33,621.72
MZO,4,22,31.47,1.26,NA,4.97,57,16,3.50,206.19,25.13,32.55,622.51
MZO,4,23,25.43,1.15,NA,8.47,42,20,1.78,205.72,24.03,34.66,623.01
MZO,5,0,16.93,1.43,0.122,13.51,48,19,1.21,275.08,22.78,38.31,623.20
MZO,5,1,8.40,1.70,NA,19.54,50,20,1.16,286.93,21.16,42.77,623.31
MZO,5,2,12.44,2.03,NA,16.77,45,20,1.92,243.79,19.98,46.00,623.27
MZO,5,3,20.32,1.57,NA,7.57,32,21,1.63,264.50,19.35,48.52,623.14
MZO,5,4,13.13,1.50,NA,11.63,30,16,1.09,301.74,18.29,52.14,623.20
MZO,5,5,8.96,1.46,NA,15.53,33,19,0.91,253.60,18.11,53.52,623.27
