DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
ENE,1,0,1.8,7.35,1.485,21.81,300,187,1.13,263.86,14.84,56.16,622.26
ENE,1,1,3.21,11.97,0.822,23.97,323,196,1.38,253.49,13.96,57.77,622.15
ENE,1,2,5.1,10.91,1.215,25.16,245,260,1.08,165.14,13.65,58.58,621.87
ENE,1,3,7.43,11.64,1.653,26.18,338,222,1.13,120.68,13.77,59.95,621.6
ENE,1,4,6.64,7.69,1.504,22.3,382,301,1.1,254.32,12.59,64.24,621.4
ENE,1,5,6.87,5.21,1.299,21.21,216,257,0.79,289.63,11.4,68,621.38
ENE,1,6,6.85,4.24,1.429,19.15,275,216,0.86,249.56,11.1,69.14,621.64
ENE,1,7,1.85,2.33,0.43,16.99,181,212,1.49,271.36,9.81,74.31,622.38
ENE,1,8,NA,1.9,0.169,12.9,113,100,1.46,252.1,9.45,77.85,623.29
ENE,1,9,5.46,2.81,0.234,12.9,88,77,1.2,201.15,12.51,64.74,623.72
ENE,1,10,23.15,2.95,0.122,10.52,113,87,1.03,96.76,16.45,46.67,623.89
ENE,1,11,44.47,3.46,NA,9.46,98,91,1.42,154.29,18.44,42.8,623.75
ENE,1,12,61.13,2.7,NA,6.28,78,84,1.63,270.45,20.86,34.61,623.32
ENE,1,13,56.66,1.35,NA,2.53,49,52,1.76,276.12,21.48,33.96,622.31
ENE,1,14,51.25,1.35,NA,1.51,32,30,2.05,295.09,22.38,33.18,621.5
ENE,1,15,51.13,1.13,NA,0.42,22,19,2.64,275.39,23.63,31.7,621.01
ENE,1,16,47.99,1.11,NA,0.57,29,18,3.13,287.04,24.21,30.92,621.03
ENE,1,17,47.11,0.9,NA,0.3,21,10,2.99,283.74,23.7,31.5,620.99
ENE,1,18,38.79,0.9,NA,0.45,38,3,2.07,296.04,22.64,33.91,621.14
ENE,1,19,15.34,2,0.159,18.71,42,44,0.9,305.52,21.43,36.83,621.34
ENE,1,20,1.33,4.67,1.224,29.13,118,42,1.01,209.86,20.12,40.42,621.69
ENE,1,21,NA,5.26,1.467,25.87,140,76,1.13,168.43,18.74,44.7,621.72
ENE,1,22,NA,2.92,0.542,21.86,121,64,1.11,273.12,16.97,50.57,621.96
ENE,1,23,NA,2.59,0.253,21.32,86,57,1.49,48.58,16.17,54.76,622.29
ENE,2,0,NA,4.14,NA,22.55,87,57,1.92,131.2,15.86,53.06,622.49
ENE,2,1,6.06,5.32,NA,14.51,61,44,2.85,118.51,16.31,58.84,622.79
ENE,2,2,11.87,2.77,NA,5.39,44,30,2.92,98.77,15.1,63.26,622.8
ENE,2,3,16.67,1.46,NA,0.3,29,22,2.73,92.68,13.93,66.49,622.67
