DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
AGO,1,0,16.90,2.97,0.157,4.75,48,18,3.50,95.00,20.41,58.90,624.46
AGO,1,1,20.32,0.90,0.129,1.75,40,18,2.77,79.85,19.63,60.01,624.56
AGO,1,2,32.00,0.90,0.151,2.11,41,17,2.20,98.64,19.01,62.74,624.50
AGO,1,3,13.93,22.98,0.127,7.89,44,22,3.13,78.48,18.58,65.55,624.23
AGO,1,4,8.24,10.78,0.145,7.58,42,26,2.78,79.17,18.05,69.81,624.13
AGO,1,5,16.62,3.38,0.209,8.98,41,15,2.57,87.10,17.12,74.83,624.19
AGO,1,6,8.80,1.99,0.364,12.15,49,19,1.01,154.90,16.21,78.86,624.42
AGO,1,7,1.22,0.90,0.713,12.95,65,20,1.68,127.84,16.13,79.24,624.72
AGO,1,8,9.38,2.28,0.630,8.35,70,20,3.07,98.83,17.18,74.78,625.04
AGO,1,9,24.75,4.00,0.539,4.17,60,21,3.10,91.46,19.88,65.89,625.27
AGO,1,10,33.28,2.48,0.398,0.93,46,22,3.95,86.96,22.00,52.05,625.41
AGO,1,11,39.03,4.47,0.341,0.30,40,13,3.64,87.12,23.66,43.68,625.40
AGO,1,12,49.47,4.41,0.351,0.97,34,14,3.33,97.97,25.06,40.87,625.22
AGO,1,13,60.03,3.85,0.317,0.30,41,15,2.83,101.61,26.62,36.37,624.75
AGO,1,14,67.49,4.65,0.294,2.48,49,23,2.91,82.12,27.78,32.09,624.11
AGO,1,15,61.98,4.59,0.272,2.57,22,19,2.74,93.41,28.86,25.12,623.30
AGO,1,16,61.36,3.19,0.300,3.53,31,10,3.12,120.37,29.53,22.63,622.62
AGO,1,17,58.61,2.25,0.306,2.71,26,11,3.13,112.86,30.07,22.39,622.10
AGO,1,18,61.34,1.27,0.261,2.17,35,10,2.41,122.47,30.01,21.92,621.67
AGO,1,19,51.69,0.90,0.449,7.90,41,6,2.37,115.30,29.37,23.17,621.71
AGO,1,20,35.18,0.90,0.376,8.16,63,6,3.34,61.98,27.88,26.38,622.24
AGO,1,21,24.08,13.60,0.821,10.23,39,8,3.12,111.74,26.08,31.79,622.99
AGO,1,22,23.85,11.87,0.322,12.27,56,11,2.14,138.88,23.98,40.18,623.75
AGO,1,23,21.15,3.59,0.177,5.81,42,17,2.94,83.25,23.17,37.83,624.25
AGO,2,0,23.07,0.90,0.176,6.45,45,6,3.01,91.94,21.91,47.66,624.61
AGO,2,1,17.05,1.81,0.128,6.25,32,8,2.64,92.97,20.57,53.84,624.67
AGO,2,2,8.27,17.21,0.131,13.43,23,11,2.36,79.37,19.71,59.37,624.52
AGO,2,3,19.77,10.61,0.122,3.96,36,21,2.64,71.78,19.84,58.68,624.39
AGO,2,4,19.04,16.31,0.150,3.95,22,15,2.65,50.85,19.43,60.31,624.26
AGO,2,5,17.72,21.06,0.135,5.43,38,15,2.82,64.45,18.98,62.59,624.15
AGO,2,6,1.22,3.86,0.327,14.91,45,17,1.82,93.84,16.95,73.32,624.19
AGO,2,7,1.22,1.90,0.535,13.09,59,16,1.83,117.49,16.67,75.43,624.44
AGO,2,8,2.69,3.83,0.540,9.51,58,8,1.63,116.02,17.79,69.02,624.68
AGO,2,9,13.90,5.70,0.506,9.00,60,12,1.95,109.91,19.88,61.68,624.94
AGO,2,10,27.52,5.19,0.433,4.98,50,21,3.17,93.78,22.33,50.18,624.84
AGO,2,11,36.97,4.02,0.311,2.98,26,19,3.51,101.14,24.32,37.61,624.69
AGO,2,12,42.42,4.02,0.222,0.48,21,10,3.27,77.16,25.96,34.60,624.43
AGO,2,13,47.13,3.44,0.206,0.30,23,22,3.06,104.10,27.15,29.51,624.02
AGO,2,14,49.38,5.93,0.220,1.63,16,10,2.62,119.26,28.67,26.31,623.46
AGO,2,15,51.51,8.15,0.231,2.12,24,10,2.58,142.35,29.73,25.01,622.69
AGO,2,16,53.75,6.93,0.197,0.30,24,11,2.42,160.80,30.30,24.34,622.12
AGO,2,17,54.29,5.96,0.252,1.17,23,11,2.29,162.58,30.87,23.51,621.62
AGO,2,18,57.17,4.02,0.229,2.20,29,5,2.89,210.13,30.62,25.27,621.41
AGO,2,19,59.73,5.69,0.296,5.09,44,3,3.22,211.19,29.23,27.48,621.57
AGO,2,20,46.01,6.16,0.406,14.37,48,6,2.03,219.18,27.18,31.87,621.92
AGO,2,21,33.80,5.91,0.481,21.64,58,16,1.16,235.59,25.95,34.21,622.50
AGO,2,22,12.46,7.10,0.743,34.97,61,16,1.64,172.86,25.19,38.90,623.12
AGO,2,23,15.98,1.69,0.305,24.21,65,12,1.86,121.40,23.05,51.18,623.73
AGO,3,0,7.73,2.78,0.239,25.04,51,14,2.22,91.07,21.68,62.63,624.04
AGO,3,1,11.88,3.84,0.169,15.56,37,19,2.41,115.89,21.53,56.87,623.96
AGO,3,2,15.75,3.49,0.122,7.84,29,12,2.53,115.12,21.10,54.55,623.88
AGO,3,3,10.55,3.11,0.139,10.49,24,14,2.08,109.76,20.05,59.87,623.78
AGO,3,4,7.17,2.21,0.151,12.34,26,14,1.64,111.98,19.36,63.50,623.74
AGO,3,5,12.81,2.00,0.175,8.20,37,11,1.68,108.84,19.68,62.30,623.63
AGO,3,6,5.62,0.90,0.262,13.06,31,10,1.64,107.21,19.32,64.51,623.74
AGO,3,7,1.22,2.75,0.458,16.42,47,11,1.47,117.23,18.65,67.91,623.88
AGO,3,8,1.22,2.84,0.522,11.82,65,10,1.94,113.78,19.47,63.46,624.07
AGO,3,9,8.46,3.00,0.509,9.98,56,20,2.29,107.84,21.70,57.24,624.13
AGO,3,10,25.46,2.66,0.435,5.81,42,13,3.26,93.44,23.26,51.85,624.15
AGO,3,11,33.04,2.65,0.470,6.23,34,13,2.90,106.19,25.00,44.18,623.92
AGO,3,12,37.22,1.83,0.392,5.20,22,14,2.70,103.19,26.70,36.82,623.62
AGO,3,13,39.41,0.90,0.353,4.43,23,16,2.86,122.99,27.98,34.35,623.13
AGO,3,14,43.17,5.22,0.344,3.82,33,12,2.41,163.80,28.29,34.42,622.66
AGO,3,15,56.11,9.22,0.264,2.09,25,12,2.46,212.83,29.47,33.52,622.05
AGO,3,16,63.17,6.83,0.262,1.09,30,13,2.64,252.17,30.11,33.09,621.55
AGO,3,17,57.91,3.63,0.264,0.31,34,10,2.85,250.96,30.20,32.59,621.13
AGO,3,18,61.08,3.41,0.212,0.35,76,7,3.22,254.82,30.11,32.97,620.93
AGO,3,19,55.82,2.96,0.232,2.19,290,8,3.17,247.09,29.21,34.96,620.94
AGO,3,20,43.33,2.03,0.349,9.29,203,13,2.44,232.35,27.59,38.60,621.33
