DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
FEB,1,0,1.50,1.37,0.122,21.49,34,12,1.09,208.57,15.80,42.99,624.01
FEB,1,1,NA,1.50,0.156,22.13,51,19,0.93,200.05,14.56,47.51,623.85
FEB,1,2,NA,1.85,NA,19.80,56,19,0.94,268.55,12.97,51.68,623.74
FEB,1,3,NA,1.70,NA,19.77,43,17,0.90,175.67,12.22,52.48,623.59
FEB,1,4,NA,2.06,NA,18.43,40,23,1.13,217.95,11.65,54.20,623.51
FEB,1,5,NA,1.33,NA,20.05,42,22,1.41,259.99,10.42,55.87,623.41
FEB,1,6,NA,2.14,NA,17.98,35,19,0.88,111.87,9.94,59.24,623.44
FEB,1,7,NA,2.15,0.131,18.38,48,21,1.20,219.39,9.51,60.54,623.80
FEB,1,8,1.22,2.43,0.966,17.39,83,21,0.81,256.21,9.24,61.05,624.33
FEB,1,9,1.22,3.30,1.156,23.53,123,40,1.03,175.54,11.35,54.64,625.04
FEB,1,10,1.28,3.02,0.708,32.64,126,42,1.11,184.08,16.20,41.29,625.55
FEB,1,11,22.52,1.88,NA,12.43,82,42,1.41,213.31,18.83,38.35,625.82
FEB,1,12,37.76,1.79,NA,7.88,40,27,1.52,172.74,20.51,35.46,625.54
FEB,1,13,42.44,1.52,NA,3.96,30,24,2.05,212.26,21.41,33.59,624.93
FEB,1,14,36.80,1.09,NA,0.30,18,19,2.62,269.03,23.23,26.56,624.16
FEB,1,15,41.13,0.90,NA,0.30,14,10,3.44,265.09,24.24,22.16,623.29
FEB,1,16,45.86,1.15,NA,1.11,22,4,3.36,257.35,24.89,21.72,622.76
FEB,1,17,42.00,0.90,NA,2.52,23,3,2.64,246.46,25.54,19.44,622.47
FEB,1,18,40.09,0.90,NA,3.19,24,7,3.29,250.74,25.15,19.83,622.47
FEB,1,19,23.97,1.42,NA,17.95,43,7,2.07,287.39,23.01,24.24,622.49
FEB,1,20,4.50,2.95,0.561,36.86,75,21,1.50,223.66,21.02,28.15,622.86
FEB,1,21,10.28,1.26,0.122,20.43,78,27,2.02,213.34,20.55,30.27,623.54
FEB,1,22,3.62,1.28,0.122,25.25,55,12,1.78,184.20,19.32,33.23,623.97
FEB,1,23,14.57,0.99,NA,8.89,42,18,2.80,217.33,18.49,36.34,624.35
FEB,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,2,12,35.54,3.15,NA,7.39,4,2,1.58,164.69,22.21,35.11,624.92
FEB,2,13,43.67,1.86,NA,3.50,28,24,2.18,212.74,23.55,30.69,624.10
FEB,2,14,41.26,0.91,NA,0.77,18,7,2.74,250.40,24.45,22.66,623.16
FEB,2,15,47.30,0.97,NA,0.30,12,3,2.88,287.85,25.51,21.57,622.30
FEB,2,16,51.37,1.01,NA,0.30,10,NA,2.86,278.01,26.47,22.08,621.55
FEB,2,17,52.60,1.00,NA,0.72,22,NA,2.81,244.34,26.50,21.08,621.24
FEB,2,18,47.26,0.95,NA,1.98,21,2,2.38,240.43,26.33,19.22,621.25
FEB,2,19,30.98,0.90,NA,13.45,34,6,1.62,236.13,24.57,20.58,621.45
FEB,2,20,3.02,1.16,0.728,35.80,62,11,1.33,284.05,22.17,24.70,621.75
FEB,2,21,2.66,1.46,0.691,34.80,91,26,1.20,231.37,20.35,25.23,622.22
FEB,2,22,4.28,1.73,1.090,32.57,77,27,0.83,203.84,19.28,25.11,622.71
FEB,2,23,1.22,1.81,0.785,32.43,120,28,1.47,169.21,18.19,26.36,622.97
FEB,3,0,12.55,0.90,NA,17.99,67,36,1.45,224.12,17.50,25.18,623.02
FEB,3,1,1.22,0.90,NA,24.29,38,12,1.08,286.61,15.50,30.65,623.00
FEB,3,2,NA,1.30,0.287,24.67,47,13,0.82,193.88,14.21,34.85,622.85
FEB,3,3,NA,1.60,0.514,23.18,69,20,1.03,147.12,14.57,36.02,622.78
FEB,3,4,NA,5.60,NA,24.62,78,30,1.51,120.88,12.84,40.09,622.61
FEB,3,5,NA,5.90,NA,23.30,59,29,0.91,119.06,12.19,44.40,622.57
FEB,3,6,NA,2.40,NA,16.76,54,30,0.71,258.24,10.95,47.77,622.77
FEB,3,7,NA,5.08,0.245,18.99,62,20,0.97,178.59,10.79,48.95,623.03
FEB,3,8,NA,7.14,0.547,22.59,92,34,1.32,113.44,11.05,50.24,623.37
FEB,3,9,3.77,11.31,0.255,19.96,95,36,2.10,91.49,12.03,48.13,623.80
FEB,3,10,18.34,8.74,0.158,14.29,77,47,2.03,98.88,15.18,46.51,624.26
FEB,3,11,35.65,4.89,NA,10.21,59,36,1.41,163.62,19.33,35.68,624.43
FEB,3,12,52.14,2.44,NA,4.67,47,33,2.02,256.22,21.82,29.53,623.97
FEB,3,13,56.86,1.86,NA,1.83,28,25,2.26,262.76,23.42,25.99,623.16
FEB,3,14,60.85,1.99,NA,1.89,24,19,2.31,250.63,25.14,24.05,622.15
FEB,3,15,56.29,1.87,NA,1.65,25,12,2.87,247.57,26.30,24.41,621.37
FEB,3,16,58.82,1.49,NA,1.22,42,22,3.71,276.09,26.19,24.57,620.99
FEB,3,17,50.85,1.09,NA,0.30,24,37,4.08,270.32,26.94,20.13,620.62
FEB,3,18,48.97,1.06,NA,0.30,21,12,3.22,280.82,26.62,19.87,620.62
FEB,3,19,38.20,1.15,NA,7.11,42,10,2.01,284.80,24.85,22.79,620.88
FEB,3,20,17.09,1.45,NA,19.33,55,10,2.00,274.38,22.44,26.44,621.15
FEB,3,21,19.54,0.99,NA,15.42,54,23,1.95,253.28,21.32,26.99,621.74
FEB,3,22,11.30,1.78,0.171,20.75,56,20,1.52,235.91,19.61,29.96,622.26
FEB,3,23,15.99,1.17,NA,13.48,41,28,1.83,269.55,18.25,34.31,622.54
FEB,4,0,1.85,0.90,1.018,NA,39,6,1.27,275.70,17.88,37.87,623.30
FEB,4,1,1.71,0.92,NA,21.95,38,16,0.88,178.57,15.73,39.76,622.69
FEB,4,2,4.72,1.13,NA,15.88,46,16,0.85,261.74,14.88,42.76,622.65
FEB,4,3,NA,0.90,NA,17.71,46,23,0.88,259.84,13.76,46.31,622.50
FEB,4,4,NA,0.90,NA,16.78,42,23,0.78,194.91,12.98,48.02,622.18
FEB,4,5,NA,0.90,NA,15.18,49,23,1.02,270.91,11.80,50.73,622.53
FEB,4,6,NA,2.83,NA,17.66,41,20,1.27,118.00,11.52,51.12,622.36
FEB,4,7,NA,14.86,0.122,19.88,70,19,1.79,110.37,10.97,54.32,622.60
FEB,4,8,NA,13.82,0.225,20.71,94,34,1.07,101.12,11.15,53.66,623.20
FEB,4,9,1.37,5.57,0.496,20.34,76,40,1.21,299.01,13.70,43.71,623.85
FEB,4,10,7.61,7.41,0.477,29.19,91,38,1.09,177.18,17.00,37.83,624.24
FEB,4,11,32.10,3.54,NA,15.51,63,43,1.66,264.96,20.40,30.36,624.57
FEB,4,12,47.63,2.11,NA,3.46,46,26,2.12,276.44,22.48,26.20,624.24
FEB,4,13,55.53,1.86,NA,2.23,29,16,2.41,267.72,23.84,22.89,623.47
FEB,4,14,57.01,1.36,NA,0.30,24,18,2.21,280.01,25.57,21.03,622.67
FEB,4,15,60.01,1.26,NA,0.80,23,10,2.81,263.95,26.53,22.17,621.96
FEB,4,16,54.16,1.08,NA,1.35,26,11,2.85,234.10,27.36,21.75,621.42
FEB,4,17,58.27,1.01,NA,0.30,25,12,2.71,269.05,27.72,20.52,620.89
FEB,4,18,59.51,1.18,NA,0.30,30,12,2.69,275.97,27.14,21.85,620.82
FEB,4,19,42.67,1.11,NA,9.93,39,12,1.28,259.44,25.72,24.34,620.87
FEB,4,20,2.39,1.56,0.953,43.30,68,17,0.87,268.14,23.33,28.03,621.22
FEB,4,21,1.98,2.97,3.054,43.16,134,21,1.22,153.59,22.08,31.03,621.61
FEB,4,22,2.72,1.96,0.533,38.91,155,66,1.65,183.12,20.35,33.00,621.94
FEB,4,23,4.88,1.48,0.393,32.31,85,39,1.36,294.80,19.11,34.68,622.12
FEB,5,0,20.66,1.09,NA,12.36,57,31,1.41,274.61,16.97,37.16,622.21
FEB,5,1,14.55,1.26,NA,22.51,45,22,1.25,121.56,16.96,36.09,622.55
FEB,5,2,9.53,2.03,0.215,29.27,76,30,1.15,184.60,15.76,40.80,622.86
FEB,5,3,2.46,0.99,NA,26.08,52,32,0.76,236.49,14.59,41.35,622.97
FEB,5,4,3.43,0.90,NA,22.83,40,30,0.90,222.67,13.71,44.33,622.96
FEB,5,5,31.72,7.25,0.122,25.10,76,25,1.63,91.68,12.96,51.76,622.93
FEB,5,6,NA,12.51,NA,23.26,79,55,1.86,102.51,11.93,53.15,623.03
FEB,5,7,NA,5.87,0.430,24.59,67,47,0.98,111.45,11.74,52.16,623.50
FEB,5,8,NA,7.49,0.785,21.15,116,35,1.19,278.78,11.05,54.52,623.99
FEB,5,9,2.42,9.34,0.682,26.06,120,42,1.08,359.02,13.42,46.05,624.67
FEB,5,10,15.50,26.75,0.654,39.64,136,56,1.81,109.47,16.96,37.96,624.96
FEB,5,11,32.94,5.67,NA,13.71,101,78,1.42,161.57,20.84,31.40,625.07
FEB,5,12,48.54,2.68,NA,8.21,55,31,1.33,240.23,23.48,24.74,624.64
FEB,5,13,57.22,7.56,NA,6.47,42,28,1.55,250.27,25.05,21.32,623.98
FEB,5,14,71.30,8.30,NA,5.55,35,25,1.56,227.40,26.84,18.79,623.23
FEB,5,15,75.38,6.06,NA,3.83,36,21,1.88,244.48,28.37,17.23,622.35
FEB,5,16,77.43,3.90,NA,1.06,35,22,1.95,267.06,29.05,16.58,621.76
FEB,5,17,72.40,1.44,NA,0.30,30,30,2.12,257.54,29.04,16.42,621.37
FEB,5,18,66.48,1.10,NA,0.30,29,10,1.87,260.85,28.58,15.57,621.23
FEB,5,19,35.23,0.90,0.122,19.57,42,19,1.55,253.11,26.72,15.97,621.38
FEB,5,20,2.62,1.46,1.299,45.08,77,12,0.71,242.14,23.96,19.24,621.64
FEB,5,21,1.22,2.44,3.082,40.28,154,31,0.83,277.36,22.05,24.86,622.03
FEB,5,22,NA,2.38,1.653,40.30,198,53,0.99,257.17,19.86,27.95,622.35
FEB,5,23,NA,1.88,1.224,40.86,145,51,1.10,178.44,18.88,30.26,622.74
FEB,6,0,1.89,1.37,0.318,34.37,102,46,0.82,163.67,17.66,33.76,623.05
FEB,6,1,1.22,2.10,0.234,33.43,99,36,1.20,134.74,16.52,38.87,623.30
FEB,6,2,NA,3.47,NA,34.90,100,51,1.66,122.07,16.37,36.69,623.30
FEB,6,3,NA,5.98,NA,33.54,60,33,0.98,270.28,14.92,39.35,623.23
FEB,6,4,NA,2.70,NA,28.95,65,33,0.98,268.03,13.50,44.04,623.26
FEB,6,5,NA,2.37,NA,26.03,65,32,0.74,249.22,12.55,48.72,623.24
FEB,6,6,NA,3.31,NA,25.93,73,39,0.96,273.45,12.13,50.09,623.39
FEB,6,7,NA,5.15,0.505,24.99,97,38,1.07,143.68,11.67,52.54,623.71
FEB,6,8,NA,6.39,0.720,25.29,181,51,1.76,104.61,11.41,55.63,624.15
FEB,6,9,2.46,5.16,0.748,30.28,135,81,1.47,108.29,13.95,43.20,624.67
FEB,6,10,14.18,9.95,0.458,34.42,115,49,1.42,111.20,18.03,37.19,624.86
FEB,6,11,32.19,10.08,0.169,26.49,99,58,1.19,118.86,21.81,31.08,624.89
FEB,6,12,61.37,5.45,NA,14.95,82,53,1.55,263.02,24.17,26.55,624.54
FEB,6,13,70.80,4.65,NA,9.27,88,49,1.72,256.74,25.91,24.69,623.74
FEB,6,14,71.14,2.10,NA,2.66,51,56,1.83,67.68,27.30,22.99,622.82
FEB,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEB,6,17,79.56,1.71,NA,1.04,5,3,1.89,288.63,30.41,18.33,620.67
FEB,6,18,65.98,1.48,NA,0.30,37,66,2.05,285.53,30.12,19.37,620.65
FEB,6,19,44.90,2.69,0.411,20.06,41,19,1.29,280.01,28.29,22.01,620.85
FEB,6,20,10.84,4.53,0.869,56.24,108,27,1.94,176.42,25.68,26.93,621.24
FEB,6,21,13.40,2.44,0.253,25.86,88,45,2.99,162.74,24.33,28.02,621.82
FEB,6,22,28.77,1.23,NA,10.20,58,20,2.86,210.72,22.37,29.96,622.33
FEB,6,23,20.77,1.03,NA,13.72,45,19,1.77,231.11,20.92,29.20,622.74
FEB,7,0,25.17,0.90,NA,7.76,34,14,1.95,234.84,19.78,30.70,623.09
FEB,7,1,14.29,0.98,NA,14.81,47,23,1.14,266.89,17.84,35.39,623.10
FEB,7,2,10.87,1.26,NA,15.96,36,17,1.13,291.20,16.71,38.69,623.13
FEB,7,3,1.22,1.15,NA,25.28,48,26,1.32,249.25,15.88,39.58,623.14
FEB,7,4,NA,1.67,NA,26.37,36,15,1.37,269.80,14.59,42.38,623.04
FEB,7,5,NA,1.30,NA,28.01,47,22,0.90,238.65,13.85,45.57,623.05
FEB,7,6,NA,1.34,NA,27.00,51,50,0.77,294.36,13.09,46.72,623.22
FEB,7,7,NA,1.56,0.141,25.11,79,29,0.90,238.04,12.42,48.47,623.62
FEB,7,8,NA,8.71,0.981,23.79,113,54,1.38,92.52,12.33,54.07,624.14
FEB,7,9,1.42,16.77,0.860,28.18,154,65,1.34,107.29,14.94,44.42,624.75
FEB,7,10,8.38,16.29,0.411,35.03,164,38,1.03,116.26,19.44,33.08,625.06
FEB,7,11,24.15,7.44,0.187,25.02,157,49,1.42,120.08,22.33,28.24,625.15
FEB,7,12,41.04,4.50,NA,11.33,64,30,1.63,136.27,24.42,25.71,624.79
FEB,7,13,50.73,4.87,NA,4.77,47,3,2.19,195.65,26.21,23.46,624.06
FEB,7,14,58.80,3.85,NA,4.52,30,19,1.81,104.36,27.60,20.74,623.23
FEB,7,15,57.57,1.91,NA,3.54,24,18,1.94,107.62,29.15,15.67,622.30
FEB,7,16,54.39,1.20,NA,4.34,30,15,2.48,79.68,29.86,14.29,621.58
FEB,7,17,58.76,0.90,NA,1.91,29,14,2.02,42.68,30.15,13.11,621.20
FEB,7,18,54.99,11.89,NA,8.77,28,10,1.42,114.91,30.62,12.13,621.14
FEB,7,19,27.86,4.73,0.402,27.25,62,15,1.30,80.73,28.09,15.99,621.36
FEB,7,20,1.74,2.40,2.746,44.20,131,11,0.61,144.71,24.87,21.90,621.58
FEB,7,21,3.30,4.78,5.678,21.27,279,116,0.68,110.43,22.87,26.40,621.91
FEB,7,22,1.22,4.00,4.193,30.88,349,96,0.61,248.16,20.70,29.12,622.22
FEB,7,23,1.22,4.39,0.327,25.41,210,100,3.38,90.52,19.84,27.95,622.84
FEB,8,0,23.02,1.11,NA,6.35,122,36,5.04,88.39,20.67,36.00,623.22
FEB,8,1,26.10,5.37,NA,3.49,116,26,4.50,83.02,19.57,41.45,623.63
FEB,8,2,23.27,1.94,NA,1.93,64,42,4.76,80.73,18.06,49.04,623.77
FEB,8,3,23.71,4.96,NA,0.33,49,23,4.37,82.37,17.23,56.20,623.76
FEB,8,4,21.44,2.70,NA,0.30,48,NA,4.05,81.35,16.32,63.52,623.87
FEB,8,5,10.57,40.15,NA,6.85,55,18,3.13,83.62,15.91,66.94,624.16
FEB,8,6,13.85,37.25,NA,6.17,61,NA,4.17,67.10,15.96,65.37,624.44
FEB,8,7,15.09,17.66,NA,6.75,42,NA,4.64,68.34,16.18,64.87,624.78
