DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
JUN,1,0,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA
JUN,1,1,20.21,NA,0.122,1.52,53,19,3.14,78.45,23.21,52.17,622.92
JUN,1,2,17.61,NA,0.129,5.90,52,23,3.38,72.00,22.34,52.32,622.80
JUN,1,3,16.40,NA,0.122,8.25,34,18,3.99,90.85,21.67,54.49,622.31
JUN,1,4,15.91,NA,0.122,5.40,37,11,2.90,85.32,21.02,58.68,622.13
JUN,1,5,11.47,NA,0.122,6.03,35,12,2.99,80.85,20.28,61.92,622.05
JUN,1,6,1.95,NA,0.157,14.09,49,18,3.00,69.30,20.08,62.73,622.35
JUN,1,7,1.22,NA,0.252,13.44,52,30,3.43,68.39,20.22,60.78,622.64
JUN,1,8,2.62,NA,0.255,10.38,45,31,3.25,82.27,21.51,56.22,622.93
JUN,1,9,15.67,NA,0.191,5.98,36,23,3.89,83.38,22.78,50.81,623.05
JUN,1,10,18.62,NA,0.127,5.92,18,15,3.89,92.42,24.65,41.32,623.09
JUN,1,11,23.51,NA,0.122,4.34,NA,15,4.12,91.51,26.17,34.31,623.03
JUN,1,12,26.47,NA,0.135,6.09,NA,15,3.73,90.78,27.97,28.98,622.69
JUN,1,13,34.00,NA,0.136,6.04,NA,15,3.19,109.75,29.37,26.79,622.08
JUN,1,14,38.36,NA,0.205,5.42,NA,11,3.26,109.01,30.29,26.14,621.28
JUN,1,15,39.62,NA,0.173,5.30,59,8,3.25,127.51,31.78,22.72,620.29
JUN,1,16,40.75,NA,0.245,3.95,59,9,2.84,113.63,32.27,21.11,619.56
JUN,1,17,26.72,NA,0.538,8.18,54,8,3.27,73.37,31.42,22.54,619.26
JUN,1,18,25.25,NA,0.294,6.72,49,17,3.83,44.47,30.72,23.94,619.06
JUN,1,19,21.76,NA,0.246,6.23,31,11,4.64,50.40,30.30,25.55,619.15
JUN,1,20,16.39,NA,0.283,7.64,54,13,4.35,78.55,29.07,27.79,619.79
JUN,1,21,12.35,NA,0.236,9.78,60,17,3.96,59.02,27.58,34.45,620.70
JUN,1,22,10.28,NA,0.168,8.03,61,23,3.39,66.60,25.95,39.13,621.62
JUN,1,23,10.21,NA,0.142,6.64,47,23,3.74,67.60,24.77,44.36,622.47
JUN,2,0,11.54,NA,0.134,2.18,32,24,4.28,80.40,23.70,48.83,622.23
JUN,2,1,12.80,NA,0.185,0.41,36,18,4.26,82.26,22.72,54.13,622.46
JUN,2,2,11.01,NA,0.191,2.00,33,15,3.71,79.95,21.96,57.50,622.18
JUN,2,3,10.78,NA,0.192,1.63,19,17,2.96,79.88,21.37,60.43,621.96
JUN,2,4,7.19,NA,0.207,4.70,16,16,3.43,73.60,20.89,62.98,621.65
JUN,2,5,8.18,NA,0.255,5.13,48,28,2.91,72.21,20.47,65.38,621.61
JUN,2,6,8.64,NA,0.507,5.42,35,22,2.17,76.42,20.10,66.83,621.78
JUN,2,7,3.99,NA,0.440,11.63,35,21,1.84,68.13,20.59,65.57,621.92
JUN,2,8,12.28,NA,0.323,7.17,34,29,2.63,81.92,21.81,60.67,622.50
JUN,2,9,17.29,NA,0.359,3.60,22,22,4.34,78.89,22.79,55.06,622.86
JUN,2,10,18.30,NA,0.326,4.05,16,19,4.41,85.22,24.80,47.41,622.94
JUN,2,11,20.51,NA,0.430,3.77,13,10,4.23,81.02,26.18,41.26,622.88
JUN,2,12,24.52,NA,0.393,4.65,33,12,3.72,101.97,27.73,37.60,622.56
JUN,2,13,27.46,NA,0.278,3.80,24,14,4.15,97.86,28.73,35.00,621.96
JUN,2,14,30.04,NA,0.311,2.73,NA,14,3.30,108.00,30.03,31.74,621.20
JUN,2,15,27.06,NA,0.292,4.39,NA,17,3.59,85.81,29.54,32.08,620.62
JUN,2,16,25.54,NA,0.277,2.47,NA,18,3.44,89.76,30.07,30.71,619.98
JUN,2,17,24.08,NA,0.231,1.97,NA,19,3.61,81.41,31.22,28.02,619.41
JUN,2,18,19.57,NA,0.313,3.96,36,9,5.03,79.58,30.25,29.31,619.37
JUN,2,19,13.92,NA,0.361,5.83,46,11,4.39,73.91,29.33,30.95,619.61
JUN,2,20,13.14,NA,0.292,4.60,36,12,4.79,81.65,28.12,33.94,620.02
JUN,2,21,13.03,NA,0.256,3.13,53,11,5.75,80.37,26.73,38.34,620.77
JUN,2,22,12.29,NA,0.175,2.26,64,12,6.43,87.64,25.38,45.58,621.44
JUN,2,23,13.81,NA,0.123,1.83,51,13,6.17,88.76,24.01,48.17,621.98
JUN,3,0,14.79,NA,0.122,0.30,29,12,5.66,93.84,23.03,51.83,622.11
JUN,3,1,11.26,NA,0.122,0.30,8,13,4.55,88.12,22.21,56.86,622.15
JUN,3,2,8.04,NA,0.122,1.81,20,12,3.21,88.10,21.47,60.44,622.27
JUN,3,3,6.98,NA,0.122,0.96,17,10,2.92,76.53,20.96,62.84,622.07
JUN,3,4,5.39,NA,0.122,2.59,13,10,3.21,67.00,20.50,65.30,621.83
JUN,3,5,10.24,NA,0.344,0.32,16,10,3.46,60.29,20.48,63.75,621.93
JUN,3,6,1.41,NA,0.469,10.52,20,10,2.55,54.15,20.30,64.53,622.29
JUN,3,7,1.22,NA,0.312,11.41,30,17,2.79,58.40,20.58,63.57,622.74
JUN,3,8,8.89,NA,0.322,4.23,20,18,4.19,64.87,21.96,56.50,623.06
JUN,3,9,12.69,NA,0.316,2.53,12,14,3.99,82.32,23.08,52.30,623.26
JUN,3,10,18.19,NA,0.216,2.54,12,13,3.81,88.07,24.07,48.91,623.22
JUN,3,11,21.58,NA,0.353,2.95,11,12,3.40,82.88,25.55,43.47,623.01
JUN,3,12,25.92,NA,0.439,1.83,34,20,3.17,102.16,27.04,38.64,622.71
JUN,3,13,26.28,NA,0.353,2.56,18,7,3.06,105.06,28.43,35.21,622.13
JUN,3,14,25.30,NA,0.269,1.01,8,11,3.65,88.59,29.31,32.12,621.44
JUN,3,15,25.77,NA,0.357,0.30,17,12,3.35,83.60,30.40,29.34,620.69
JUN,3,16,21.01,NA,0.302,0.62,20,11,4.12,86.61,30.96,28.92,619.99
JUN,3,17,17.84,NA,0.318,0.36,27,16,4.53,85.21,30.75,30.08,619.64
