DATOS HORARIOS 2019_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
MAY,1,0,38.62,1.39,0.177,5.60,51,23,2.97,92.94,24.74,33.88,622.91
MAY,1,1,34.16,1.83,0.181,6.79,41,36,3.44,91.32,23.77,36.01,622.71
MAY,1,2,32.54,1.70,0.172,6.08,35,17,3.12,93.31,23.15,36.90,622.62
MAY,1,3,18.62,5.48,0.216,18.34,25,19,2.67,96.03,22.27,38.89,622.36
MAY,1,4,4.85,5.90,0.259,29.99,39,25,2.71,93.85,20.84,44.52,622.04
MAY,1,5,1.22,8.06,0.346,32.50,51,25,2.71,93.83,20.01,49.09,621.96
MAY,1,6,4.34,4.41,0.359,22.44,45,31,1.91,96.17,19.24,50.55,622.33
MAY,1,7,1.22,3.54,0.490,25.59,51,26,2.25,95.25,19.11,50.54,622.60
MAY,1,8,3.93,4.20,0.552,25.85,52,29,1.98,111.82,20.31,46.96,623.04
MAY,1,9,18.48,5.26,0.567,23.06,64,35,2.30,95.33,22.30,40.85,623.26
MAY,1,10,28.22,3.53,0.357,20.90,65,41,1.31,175.47,26.28,32.21,623.28
MAY,1,11,55.75,2.55,0.245,6.05,54,47,2.39,260.20,28.63,24.51,623.00
MAY,1,12,67.99,2.04,0.210,3.00,38,32,2.50,263.68,30.85,19.23,622.43
MAY,1,13,65.11,1.56,0.266,2.86,44,27,3.06,246.19,32.19,15.12,621.78
MAY,1,14,67.18,1.53,0.202,1.62,40,21,2.87,249.81,33.36,13.65,621.18
MAY,1,15,68.45,1.39,0.214,1.85,37,25,2.93,226.52,34.26,12.24,620.44
MAY,1,16,68.18,1.11,0.155,0.75,28,32,2.77,244.05,34.50,11.39,619.65
MAY,1,17,66.70,0.96,0.164,0.30,33,23,3.59,275.77,34.96,11.18,619.11
MAY,1,18,67.90,1.04,0.213,0.65,37,22,3.74,254.47,34.34,11.81,618.74
MAY,1,19,63.77,1.00,0.248,3.56,58,23,3.22,261.42,32.94,13.86,619.05
MAY,1,20,59.75,0.98,0.262,4.22,124,25,2.33,265.79,31.90,14.51,619.83
MAY,1,21,53.83,2.09,0.252,3.20,155,30,3.69,183.22,31.03,15.02,620.55
MAY,1,22,50.37,2.63,0.272,5.03,111,39,4.86,98.85,28.89,21.83,621.18
MAY,1,23,39.88,2.18,0.192,6.49,145,30,5.85,93.54,26.28,29.81,622.27
