DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MZO,1,0,24.71,1.33,0.09,9.49,85.39,1.85,262.92,20.1,35.63,623.89,25.75
MZO,1,1,18.09,2.09,0.24,23,58.54,1.8,237.83,19.3,37.4,624,27.79
MZO,1,2,28.66,1.47,0.15,10.97,82.3,1.98,188.93,19.37,36.38,624.08,28.62
MZO,1,3,16.66,1.1,0.19,13.99,54.36,1.1,183.03,18.83,37.49,624.04,19.38
MZO,1,4,13.21,1.1,0.19,14.57,46.61,1.04,263.97,17.81,40.04,623.91,27.47
MZO,1,5,5.82,1.1,0.27,20.69,56.71,1.23,294.44,16.82,44.57,623.87,27.55
MZO,1,6,2.24,1.21,0.32,24.06,62.05,1.02,284.81,15.83,48.78,623.99,29.98
MZO,1,7,1.6,1.83,0.70,25.11,68.66,0.93,276.52,14.98,52.68,624.34,41.51
MZO,1,8,1.6,3.28,1.36,26.98,115.17,0.86,258.35,15.22,51.83,624.77,40.92
MZO,1,9,1.6,3.05,2.12,35.47,167.27,0.92,46.91,18.82,38.29,625.15,41.08
MZO,1,10,4.93,1.54,0.69,21.77,202.99,1.24,251.22,21.18,33.14,625.32,31.77
MZO,1,11,24.19,1.1,0.39,12.07,98.2,1.24,227.79,23.65,28.6,625.24,19.25
MZO,1,12,38.76,6.25,0.29,4.15,85.78,1.9,262.61,24.71,27.96,624.78,19.7
MZO,1,13,47.49,31.71,0.51,6.93,90.35,2.06,247.09,26.44,24.63,624.03,20.45
MZO,1,14,53.25,32.91,0.49,13.01,85.8,2.57,144.03,28.04,19.75,623.06,12.46
MZO,1,15,61.9,26.44,0.42,8.74,105.53,2.15,155.55,29.06,17.77,622.13,19.74
MZO,1,16,68.06,24.82,0.37,6.92,83.43,2.15,216.58,29.62,16.26,621.4,39.14
MZO,1,17,64.45,15.64,0.21,4.39,83.09,2.58,264.27,29.92,15.79,620.98,32.69
MZO,1,18,57.61,8.96,0.13,4.76,79.94,3.49,261.48,28.81,17.69,620.95,38.54
MZO,1,19,38.85,5.98,0.23,11.95,84.45,2.61,267.61,27.03,21.09,621.15,36.88
MZO,1,20,4.81,6.7,0.78,35.03,111.08,1.95,313.65,25.39,24.31,621.51,55.03
MZO,1,21,1.6,29.86,0.71,26.47,173.23,3.55,54.67,25.66,21.12,622.17,44.79
MZO,1,22,10.56,8.24,0.26,13.52,138.58,3.94,87.4,23.79,25.19,622.93,27.15
MZO,1,23,23.55,1.96,0.17,8.57,125.47,4.55,83.2,21.82,34.9,623.43,35.54
MZO,2,0,29.3,2.02,0.05,4.21,186.23,5.35,83.13,20.79,38.99,623.65,32.06
MZO,2,1,32.06,1.99,0.01,1.7,152.2,4.97,81.31,19.82,46.41,623.85,37.66
MZO,2,2,30.7,4.08,0.03,1.7,91.35,4.99,74.48,19.04,53.92,623.94,39.56
MZO,2,3,26.38,10.08,0.07,3.22,74.52,3.79,73.73,18.41,57.6,623.89,37.15
MZO,2,4,27.25,4.43,0.07,2.14,58.26,3.95,68.52,17.99,59.81,623.75,32.3
MZO,2,5,26.56,4.74,0.06,2.16,54.62,3.98,80.34,17.56,61.57,623.76,31.68
MZO,2,6,26.75,3.91,0.11,2.47,52.66,4.02,75.8,17.32,63.41,624,30.52
MZO,2,7,22.21,6.26,0.26,6.71,57.24,4.7,73.91,17.24,65.77,624.31,40.85
MZO,2,8,20.36,4.18,0.43,7.68,73.71,4.63,76.29,17.37,66.24,624.8,35.92
MZO,2,9,23.21,2.01,0.30,6.62,100.97,5.59,79.69,18.75,60.81,625.2,29.52
MZO,2,10,29.15,1.48,0.33,5.02,185.83,6.64,78.91,20.3,51.66,625.55,32.17
MZO,2,11,33.57,1.1,0.29,4.92,383.37,6.13,74.17,21.73,43.79,625.62,30.96
MZO,2,12,37.91,3.58,0.29,6.1,178.6,5.4,71.52,23.25,38.41,625.27,24.55
MZO,2,13,45.79,2.74,0.28,5.82,118.91,5.19,76.16,24.41,33.48,624.69,15.3
MZO,2,14,47.18,7.42,0.28,6.3,109.63,4.7,71.96,25.51,29.62,623.97,16.01
MZO,2,15,48.56,4.54,0.28,5.03,98.4,3.61,80.61,26.58,24,623.3,12.6
MZO,2,16,50.15,1.1,0.25,5.69,76.73,3.59,115.2,27.4,22.87,622.63,9.03
MZO,2,17,42.3,2.56,0.29,4.99,80.06,4.34,61.26,27.29,27.59,622.35,21.01
MZO,2,18,31.9,3.92,0.24,4.82,92.43,4.9,44.79,26.32,32.06,622.46,27.88
MZO,2,19,23.82,12.89,0.27,5.94,87.41,6.24,41.25,24.27,38.65,622.9,27.59
MZO,2,20,9.36,76.49,0.86,12.67,88.84,6.26,46.05,21.99,47.01,623.48,29.41
MZO,2,21,1.6,166.17,2.07,18.36,93.91,4.63,61.59,20.92,50.67,624.1,43.21
MZO,2,22,8.99,22.27,0.17,6.47,91.53,6.55,76.27,19.5,55.28,624.66,36.14
MZO,2,23,8.22,31.26,0.08,6.03,88.12,8.09,79.14,18.1,61.64,625.07,24.4
MZO,3,0,9.98,23.74,0.03,4.09,143.28,6.66,77.45,17.32,65.09,625.38,16.44
MZO,3,1,12.58,8.33,0.00,1.7,89.46,5.17,75.84,16.78,66.61,625.85,20.92
MZO,3,2,12.51,15.41,0.00,1.7,33.76,5.62,68.79,16.59,64.33,625.8,12.89
MZO,3,3,8.88,34.06,0.00,5.54,27.24,5.24,69.43,15.99,66.53,625.59,10.48
MZO,3,4,9.61,29.43,0.00,4.65,28.69,4.91,68.91,15.58,68.01,625.44,15.2
MZO,3,5,5.75,46.68,0.00,7.1,22.63,4.99,71.65,15.08,70.31,625.48,15.33
MZO,3,6,4.13,54.77,0.01,8.68,27.43,4.16,72.23,14.73,71.44,625.64,16.62
MZO,3,7,4.12,24.08,0.25,9.4,30.65,3.5,79.06,14.37,71.93,626.03,14.83
MZO,3,8,5.18,6.5,0.42,11.87,37.96,3.11,78.09,14.53,70.43,626.56,14.23
MZO,3,9,19.4,25.24,0.29,8.41,64.95,4.55,74.1,16.5,60.84,627.02,9.28
MZO,3,10,26.65,16.36,0.25,4.84,74.18,5.38,70.03,17.91,54.12,627.27,14.35
MZO,3,11,33.29,3.93,0.24,3.91,66.3,5.21,80.39,19.57,47.14,627.21,5.24
MZO,3,12,38.24,4.82,0.26,4.31,66.03,5.02,80.86,21.19,40.57,626.78,10.45
MZO,3,13,42.25,6.92,0.23,4.53,69.16,4.89,71.86,22.5,37.62,626.21,8.39
MZO,3,14,44.04,6.07,0.30,5.63,83.65,3.47,94.57,23.8,33.59,625.45,7.89
MZO,3,15,47.69,5.88,0.29,4.07,69.72,2.77,91.06,24.83,31.2,624.54,6.54
MZO,3,16,46.32,1.28,0.37,6.07,70.17,3.84,96.16,24.77,30.84,623.87,11.94
MZO,3,17,43.24,10.82,0.37,6.93,77.12,4.33,71.95,25.04,29.53,623.49,18.15
MZO,3,18,36.1,19.89,0.34,9.89,81.58,4.9,75.48,23.79,32.18,623.67,28.06
MZO,3,19,22.28,78.75,0.65,13.08,139.64,4.95,55.64,21.9,35.96,624.35,34.53
MZO,3,20,20.85,28.42,0.32,9.33,112.42,4.58,65.78,20.01,41.27,625.24,36.35
MZO,3,21,19.83,19.97,0.23,8.67,99.02,4.33,65.15,18.67,46.31,625.88,18.31
MZO,3,22,20.05,21.12,0.14,7.05,75.81,5,68.67,17.44,51.65,626.44,14.84
MZO,3,23,18.6,35.99,0.08,7.39,67.41,5.4,74.43,16.65,55.59,626.59,15.9
MZO,4,0,21.16,20.1,0.03,4.24,63.24,5.14,74.38,16.14,58.91,626.65,14.55
MZO,4,1,22.58,10.94,0.00,2.3,44.52,4.89,71.99,15.7,61.4,626.71,14.09
MZO,4,2,16.19,36.72,0.00,6.52,25.87,4.08,75.18,15.26,64.59,626.59,13.94
