DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
OCT,1,0,6.09,1.97,0.09,NA,23.86,2.21,111.36,17.21,80.15,623.75,11.57
OCT,1,1,4.88,2.4,0.02,NA,27.18,2.15,77.53,16.7,82.7,623.6,7.97
OCT,1,2,6.4,1.14,0.00,NA,16.33,1.83,90.21,16.6,83.88,623.37,10.47
OCT,1,3,4.93,1.81,0.01,NA,11.37,1.84,105.76,16.87,83.79,623.08,NA
OCT,1,4,3.66,4.87,0.04,NA,15.13,1.67,96.05,17.19,83.25,622.72,6.86
OCT,1,5,5.81,3.3,0.05,NA,14.83,1.38,113.33,14.63,83.25,622.41,6.99
OCT,1,6,3.74,5.05,0.12,NA,25.98,1.52,109.46,15.37,82.37,622.69,9.75
OCT,1,7,3.5,3.81,0.18,NA,27.05,2.01,101.21,14.46,83.18,622.74,14
OCT,1,8,1.6,3.35,0.37,NA,40.83,1.13,76.29,14.97,82.59,623.06,13.44
OCT,1,9,10.28,1.71,0.34,NA,41.63,2.43,86.8,16.53,80.24,623.33,12.59
OCT,1,10,14.45,1.36,0.41,NA,35.1,3.25,105.55,18.38,76.77,623.4,11.09
OCT,1,11,18.54,3.77,0.35,NA,30.83,3.62,89.79,20.41,66.77,623.4,11.1
OCT,1,12,20.54,10.44,0.24,NA,14.42,3.21,77.2,23.37,57.36,623.09,NA
OCT,1,13,18.52,13.03,0.33,NA,28.03,4.59,72.32,23.46,57.45,622.42,9.56
OCT,1,14,18.67,18.44,0.24,NA,39.08,4.46,75.45,24.61,55.27,621.56,11.45
OCT,1,15,19.15,14.4,0.29,NA,34.86,4.59,62.6,24.96,52.54,620.85,14.92
OCT,1,16,19.6,28.62,0.19,NA,31.05,5.41,56.38,25.13,51.45,620.3,20.37
OCT,1,17,18.36,10.43,0.20,NA,34.21,5.5,71.19,24.92,50.82,620.16,22.8
OCT,1,18,15.53,31.72,0.14,NA,42.31,5.37,56.79,23.64,55.78,620.43,12.92
OCT,1,19,15.26,9.94,0.31,NA,38.45,4.37,44,21.79,62.9,621,13.56
OCT,1,20,12.21,46,0.42,NA,25.12,3.68,59.06,20.94,64.85,621.55,12.8
OCT,1,21,10.96,15.46,0.28,NA,33.66,3.13,85.26,20.29,67.42,622.08,19.03
OCT,1,22,10.66,2.01,0.21,NA,35.55,2.4,93.15,16.57,72.39,622.58,9.92
OCT,1,23,9.65,1.23,0.13,NA,19.13,1.93,77.39,16.19,75.79,622.86,7.28
OCT,2,0,10.4,1.5,0.11,NA,15.54,1.95,74.32,16.96,78.43,622.84,8.13
OCT,2,1,12.41,2.4,0.04,NA,16.77,2.27,76.24,18.02,78.92,622.56,8.54
OCT,2,2,11.02,7.28,0.00,NA,12.17,2.4,87.23,17.52,80.72,622.37,7.56
OCT,2,3,11.46,3.18,0.00,NA,5.91,2.74,87.65,17.27,82.41,621.99,NA
OCT,2,4,9.44,1.95,0.02,NA,6.46,2.53,88.85,16.91,84.44,621.52,NA
OCT,2,5,7.86,1.26,0.05,NA,8.98,2.26,85.43,16.05,85.44,621.3,5.99
OCT,2,6,6.6,1.27,0.34,NA,22.07,2.47,91.57,16.34,86.05,621.46,6.66
OCT,2,7,1.6,1.1,0.94,NA,56.43,1.97,87.06,16.23,86.65,621.64,7.21
OCT,2,8,1.6,1.32,0.73,NA,85.13,2.11,89.33,17.74,78.92,621.87,12.05
OCT,2,9,9.14,2.95,0.45,NA,59.48,3.23,85.31,20.01,70.24,622.21,15.08
OCT,2,10,11.58,9.27,0.36,NA,47.28,4.32,80.21,20.53,66.45,622.48,11.66
OCT,2,11,12.89,2.52,0.34,NA,40.67,3.76,75.7,21.04,64.51,622.65,8.91
OCT,2,12,16.96,3.97,0.36,NA,24.37,4.09,76.91,22.52,56.48,622.48,9.75
OCT,2,13,19.9,2.21,0.44,NA,33.51,3.52,80.7,23.75,51.92,621.96,19.24
OCT,2,14,20.45,6.08,0.31,NA,34.52,3.93,68.55,23.61,48.16,621.14,16.75
OCT,2,15,22.33,4.56,0.26,NA,31.9,3.31,83.76,23.3,44.05,620.58,16.09
OCT,2,16,19.99,7.72,0.25,NA,33.19,3.37,82.48,23.03,44.23,620.1,13.12
OCT,2,17,16.31,8.94,0.43,NA,53.26,3.29,70.62,23.2,46.44,619.86,10.96
OCT,2,18,11.06,11.57,0.56,NA,57.05,3.02,63.7,21.28,59.42,619.83,9.59
OCT,2,19,9.73,17.34,0.33,NA,33.98,4.48,43.84,20.73,59.14,620.2,12.87
OCT,2,20,9.97,4.42,0.43,NA,28.03,4.72,37.8,20.08,63.49,620.79,13.48
OCT,2,21,12.19,1.1,0.08,NA,21.91,5.17,41.83,19.52,65.8,621.31,9.2
OCT,2,22,11.16,11.77,0.36,NA,21.43,3.46,46.76,19.34,68.51,622.07,6.73
OCT,2,23,4.21,3.99,0.14,NA,25.32,1.78,132.37,18.09,75.01,622.47,4.4
OCT,3,0,4.54,3.45,0.06,NA,22.23,1.83,84.96,17.37,78.65,622.53,7.91
OCT,3,1,6.52,2.35,0.04,NA,20.78,1.77,103.21,17.15,79.66,622.54,12.07
OCT,3,2,6.48,2.19,0.00,NA,13.81,2.45,108.06,16.74,80.63,622.46,NA
OCT,3,3,7.66,1.5,0.00,NA,8.82,2.38,100.27,14.79,81.62,622.11,NA
OCT,3,4,3.09,1.1,0.00,NA,7.52,1.64,106.24,16.28,83.65,621.88,NA
