DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
AGO,1,0,11.77,64.04,0.01,NA,47.69,5.21,62.85,22.18,35.98,624.13,NA
AGO,1,1,9.05,19.42,0.00,NA,50.92,3.25,84.78,20.45,40.97,623.9,NA
AGO,1,2,6.24,4.31,0.00,NA,33.13,1.58,128.64,16.39,50.81,624.12,NA
AGO,1,3,4.62,2.75,0.00,NA,20.66,1.88,105.5,16.48,55.15,624.12,NA
AGO,1,4,5.29,11.18,0.00,NA,23.69,2.74,68.61,17.01,57.52,623.96,NA
AGO,1,5,3.95,6.81,0.07,NA,89.19,2.11,99.48,14.36,64.23,623.79,NA
AGO,1,6,1.61,5.92,0.17,NA,45.82,1.73,115.84,14.87,69.87,623.97,NA
AGO,1,7,1.6,5.8,0.45,NA,71.37,1.5,147.35,14.72,71.4,624.53,NA
AGO,1,8,1.6,6.64,0.50,NA,85.89,1.78,122.7,16.23,64.36,624.73,NA
AGO,1,9,4.86,10.35,0.48,NA,77.53,2.36,108.66,17.23,58.51,625.02,NA
AGO,1,10,8.44,3.84,0.36,NA,65.31,3.48,95.42,21.4,46.58,625.05,NA
AGO,1,11,17.6,8.12,0.28,NA,45.49,3.25,80.29,7.52,NA,NA,NA
AGO,1,12,22.07,10.85,0.20,NA,54.89,3.36,82.2,1.21,NA,NA,NA
AGO,1,13,27.53,6.56,0.22,NA,48.96,3.17,82.71,18.28,NA,NA,NA
AGO,1,14,29.77,5.3,0.21,NA,70.47,2.97,96.36,27.43,28.43,623.43,NA
AGO,1,15,28.36,7.23,0.21,NA,72.13,3.47,94.4,28.2,25.68,622.8,NA
AGO,1,16,27.3,3.08,0.15,NA,42.44,3,112.06,28.04,24.9,622.3,NA
AGO,1,17,25.05,5,0.19,NA,35.75,2.77,104.52,28.5,22.98,621.8,NA
AGO,1,18,22.12,4.7,0.23,NA,23.92,2.52,87.15,28.82,22.78,621.44,NA
AGO,1,19,20.95,2.99,0.16,NA,44.27,1.82,57.1,29.47,23.31,621.48,NA
AGO,1,20,13.91,1.1,0.20,NA,59.55,2.6,81.37,27.44,29.36,621.84,NA
AGO,1,21,10.56,1.1,0.17,NA,45.3,2.76,51.95,25.06,34.65,622.38,NA
AGO,1,22,9.46,18.79,0.19,NA,64.94,4.84,67.19,24.28,40.89,623.05,NA
AGO,1,23,7.66,21.17,0.06,NA,53.51,4.69,73.64,22.71,46.96,623.78,NA
AGO,2,0,8.6,10.08,0.04,NA,37.76,3.57,83.08,21.24,54.28,624.18,NA
AGO,2,1,7.07,9.87,0.02,NA,28.29,2.38,93.21,20.51,58.23,624.07,NA
AGO,2,2,7.72,9.39,0.00,NA,27.23,2.66,86.63,18.44,59.37,624.06,NA
AGO,2,3,5.87,2.16,0.00,NA,26.81,2.71,103.29,18.25,64.16,624.08,NA
AGO,2,4,7.67,5.84,0.00,NA,26.75,2.24,86.76,18.05,64.53,623.75,NA
AGO,2,5,6.27,8.13,0.00,NA,22.42,1.77,75.12,17.18,60.6,623.94,NA
AGO,2,6,2.52,2.83,0.05,NA,48.43,1.86,87.93,16.89,65.98,624.4,NA
AGO,2,7,1.6,2.96,0.37,NA,84.61,1.43,122.76,16.58,69.24,624.78,NA
AGO,2,8,2.74,10.22,0.37,NA,99.68,2.03,123.06,17.06,66.94,625.14,NA
AGO,2,9,5.44,6.48,0.37,NA,97.78,2.73,99.48,19.74,62.7,625.12,NA
AGO,2,10,10.36,2.14,0.25,NA,84.1,4.48,94.32,22.02,56.94,625.14,NA
