DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
ABR,1,0,28.07,1.59,0.10,10.13,36.77,2.84,235.43,20.07,28.15,622.03,20.81
ABR,1,1,29.45,1.56,0.08,6.4,36.2,3,227.15,19.6,30.44,621.82,12.81
ABR,1,2,19.74,1.53,0.11,12.25,36.63,1.67,284.43,18.14,33.06,621.67,20.85
ABR,1,3,15.68,1.44,0.13,16.77,30.87,0.94,267.61,17.04,35.37,621.61,25.35
ABR,1,4,6.36,1.68,0.21,27.99,34.99,0.91,291.58,16.15,36,621.54,21.99
ABR,1,5,1.6,2.22,0.28,31.84,46.96,1.02,273.59,14.54,38.89,621.68,27.59
ABR,1,6,15.95,2.01,0.19,25.63,53.09,1.54,243.62,13.96,38.94,622,25.66
ABR,1,7,13.24,2.16,0.31,28.85,44.17,1.34,248.08,14.3,36.44,622.38,24.45
ABR,1,8,15.59,2.38,0.30,21.04,57.54,1.58,280.21,16.23,31.61,622.72,18.97
ABR,1,9,23.88,1.96,0.26,14.46,73.53,1.94,290.51,18.49,28.83,623.06,23.68
ABR,1,10,39.67,1.87,0.22,5.72,83.58,2.25,278.42,20.3,28.22,623.13,15.77
ABR,1,11,45.07,1.78,0.11,3.03,44.66,2.86,294.62,22.91,25.07,623.02,12.97
ABR,1,12,47.22,1.73,0.07,2.11,51.49,4.29,279.44,25.06,16.74,622.58,2.86
ABR,1,13,39.08,1.36,0.05,1.7,47,5.14,271.71,24.62,12.4,621.8,1.23
ABR,1,14,39.3,1.32,0.09,2.08,52.85,5.5,269.12,27.01,12.17,621,15.25
ABR,1,15,42.63,1.27,0.07,1.72,48.14,5.89,269.06,26.79,11.53,620.21,5.41
ABR,1,16,44.42,1.24,0.06,2.35,49.95,6.32,273.31,28.04,11.15,619.63,7.26
ABR,1,17,43.45,1.27,0.05,2.62,55.74,6.79,269.26,27.92,10.07,619.47,14.14
ABR,1,18,40.46,1.25,0.01,3.65,64.32,6.22,266.07,26.95,10.46,619.71,19.84
ABR,1,19,38.26,1.32,0.00,4.59,66.82,5.65,261.52,26.14,11.37,619.92,15.4
ABR,1,20,36.07,1.27,0.06,8.26,63.55,4.39,253.84,23.44,13.33,620.48,13.75
