DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
NOV,1,0,10.9,1.3,0.02,NA,52.24,1.53,278.91,17.28,72.55,623.76,11.34
NOV,1,1,10.82,1.22,0.00,NA,40.37,1.12,285.71,16.25,75.91,623.71,7.94
NOV,1,2,9.75,1.33,0.00,NA,21.14,1.3,267.85,15.55,77.79,623.44,9.09
NOV,1,3,7.98,1.1,0.00,NA,22.13,1.16,260.34,15.65,79.57,623.26,13.29
NOV,1,4,6.35,1.15,0.00,NA,21.11,1.47,259.76,16,81.39,623.36,11.38
NOV,1,5,6.05,1.1,0.00,NA,19.43,1.35,265.86,16.05,81.59,623.43,12.72
NOV,1,6,3.03,1.13,0.00,NA,26.74,0.8,277.83,15.78,82.89,623.63,18.53
NOV,1,7,1.8,1.32,0.38,NA,29.7,0.81,207.32,15.76,83.09,623.88,12.75
NOV,1,8,2.34,1.93,1.17,NA,70.07,1.33,127.36,15.93,80.78,624.27,16.66
NOV,1,9,5.47,4.19,0.57,NA,74.75,1.37,119.28,17.03,71.89,624.69,32.42
NOV,1,10,14.44,9.51,0.35,NA,61.6,1.28,135.37,20.21,60.35,624.94,26.68
NOV,1,11,21.6,3.06,0.19,NA,37.76,1.55,217.19,22.76,55.24,624.82,28.35
NOV,1,12,26.33,1.75,0.16,NA,30.86,2.01,205.26,22.39,47.94,624.12,27.73
NOV,1,13,25.8,1.23,0.11,NA,12,2.07,193.35,22.57,40.73,623.18,NA
NOV,1,14,27.87,1.26,0.18,NA,35.93,2.82,197.29,27.09,38.6,622.45,14.99
NOV,1,15,27.85,1.22,0.06,NA,26.2,2.33,271.42,28.17,35.59,621.82,21.56
NOV,1,16,27.91,1.1,0.04,NA,20.52,2.44,265.09,28.46,34.29,621.48,16.37
NOV,1,17,30.94,1.2,0.04,NA,45.54,2.73,287.37,28.07,34.38,621.38,14.82
NOV,1,18,27.89,1.32,0.09,NA,44.65,2.42,283.85,24.07,34.28,621.59,13.03
NOV,1,19,10.42,2.18,0.48,NA,78.02,1.69,279.46,23.79,40.02,621.94,15.14
NOV,1,20,4.66,1.7,0.57,NA,127.37,1.45,255.66,23.11,44.03,622.64,32.01
NOV,1,21,10.36,1.4,0.29,NA,83.61,2.03,233.04,22.11,49.51,623.43,30.05
NOV,1,22,10.99,1.21,0.15,NA,53.79,1.94,249.1,20.59,56.94,624.04,19.22
NOV,1,23,9.2,1.18,0.14,NA,52.9,1.88,247.43,19.49,62.92,624.36,13.11
NOV,2,0,10.69,1.24,0.10,NA,37.94,1.69,237.72,18.98,66.17,624.53,18.35
NOV,2,1,10.85,1.26,0.06,NA,31.78,1.34,219.63,18.54,67.04,624.52,16.31
NOV,2,2,12.51,1.1,0.02,NA,31.79,1.04,247.3,18.09,68.08,624.49,17.42
NOV,2,3,7.03,1.1,0.00,NA,26.63,1.2,275.48,16.77,73.64,624.24,16.95
NOV,2,4,2.39,1.1,0.00,NA,30.53,1.34,276.56,15.94,76.8,624.33,23.83
NOV,2,5,1.6,1.14,0.06,NA,38.89,1.24,259.02,14.45,79.17,624.39,20.16
NOV,2,6,1.99,1.1,0.05,NA,42.24,1.03,251.29,13.89,80.47,624.69,20.82
NOV,2,7,1.6,1.12,0.18,NA,46.79,0.94,258.03,13.52,79.96,625.08,24.89
NOV,2,8,2.73,1.35,0.45,NA,73.59,0.93,293.86,13.82,76.54,625.61,31.18
NOV,2,9,4.57,2.05,0.73,NA,100.85,1.15,94.65,18.02,67.43,626.15,35.94
