DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
MAY,1,0,14.16,1.27,0.40,30.1,65.06,1.65,260.28,21.72,16.23,622.47,35.48
MAY,1,1,20.51,1.1,0.25,17.63,78.94,0.89,248.7,20.73,17.84,622.4,29.42
MAY,1,2,9.99,1.66,0.27,26.38,55.41,1.06,234.99,19.61,19.86,622.36,36.59
MAY,1,3,3.97,8.61,0.25,35.74,71.93,1.73,94.5,16.58,22.18,622.35,50.24
MAY,1,4,4.34,8.69,0.19,32.28,138.32,1.09,202.44,16.37,22.53,622.26,50.52
MAY,1,5,2.07,6.52,0.36,34.63,89.62,0.9,150.99,17.34,23.98,622.31,43.76
MAY,1,6,1.6,17.8,0.37,37.74,102.15,1.74,102.36,15.1,27.24,622.69,57.61
MAY,1,7,1.6,24.76,0.69,44.79,122.22,1.71,106.97,16.7,25.19,623.1,52.89
MAY,1,8,6.57,9.84,0.58,33.91,162.24,2.36,93.27,17.42,26.02,623.55,46.7
MAY,1,9,22.25,6.78,0.50,23.51,163.74,3.22,88.91,18.3,27.07,623.93,40.25
MAY,1,10,39.52,11.1,0.46,20.95,133.96,2.47,106.95,21.27,24.92,623.89,33.07
MAY,1,11,57.25,14.14,0.21,11.9,114.58,1.66,210.82,25.43,17.5,623.5,27.44
MAY,1,12,65.12,5.73,0.09,5.67,80.26,2.04,256.31,28.4,13.59,622.86,7.49
MAY,1,13,75.25,4.5,0.07,4.69,57.38,1.84,44.82,29.89,12.32,622.2,11.56
MAY,1,14,66.59,1.97,0.06,2.68,56.46,2.77,279.17,31.32,10.02,621.38,23.21
MAY,1,15,62.86,1.37,0.01,2.08,44.13,2.91,256.84,30.1,8.54,620.63,13.96
MAY,1,16,58.21,1.1,0.02,2.69,42.44,3,225.72,32.99,7.46,620.13,20.62
MAY,1,17,61.94,1.1,0.00,1.7,33.5,2.46,280.21,32.74,8.45,619.67,18.51
MAY,1,18,58.16,1.12,0.00,2.49,36.21,2.63,234.23,31.09,8.8,619.43,NA
MAY,1,19,47,1.26,0.15,13.1,39.27,3,188.3,29,10.2,619.67,35.67
MAY,1,20,44.32,1.66,0.19,16.79,63.15,3.39,188.03,29.08,12.69,620.07,36.97
MAY,1,21,46.12,2.07,0.28,12.69,85.09,3.48,218.11,28.67,14.65,620.67,51.17
MAY,1,22,35.64,1.77,0.24,14.13,94.58,2.52,246.7,25.93,18.18,621.29,78.64
MAY,1,23,39.33,1.33,0.09,8.92,111.69,2.45,259.2,23.98,20.78,621.74,48.16
MAY,2,0,38.5,10.05,0.08,8.64,80.79,1.79,92.54,25.13,20.08,622.23,47.28
MAY,2,1,29.85,3.24,0.00,12.04,71.49,1.83,115.51,24.76,20.1,622.35,22.92
