DATOS HORARIOS 2017_DIF,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,PM2.5
JUL,1,0,22.34,3.09,0.03,NA,26.57,3.58,91.16,16.97,85.11,625.46,16.25
JUL,1,1,13.75,3.19,0.06,NA,22.31,2.94,99.5,16.08,89.58,625.17,11.81
JUL,1,2,17.25,1.46,0.00,NA,22.79,2.82,103.97,16.35,87.6,624.69,4
JUL,1,3,14.44,1.1,0.00,NA,5.42,2.72,100,16.06,89.71,624.1,1.78
JUL,1,4,14.46,1.33,0.00,NA,6.41,2.75,96.41,16,89.82,623.78,NA
JUL,1,5,11.79,1.4,0.03,NA,9.83,1.61,120.56,15.38,90.02,623.64,3.73
JUL,1,6,5.58,2.77,0.20,NA,13.75,1.98,89.93,16.16,88.93,624.08,NA
JUL,1,7,2.82,3.47,0.44,NA,22.95,2.23,110.61,16.33,87.57,624.67,11.78
JUL,1,8,3.75,5,0.59,NA,23.51,2.28,107.77,16.7,86.83,625.11,20.76
JUL,1,9,10.86,4.06,0.74,NA,31.55,2.4,86.15,17.78,80.58,625.41,7.36
JUL,1,10,12.84,3.08,0.62,NA,20.49,2.44,97.06,18.61,75.96,625.74,9.03
JUL,1,11,18.05,5.08,0.43,NA,22.39,3.41,83.81,19.53,69.67,625.76,3.96
JUL,1,12,22.21,2.82,0.46,NA,27.14,3.13,86.77,20.29,64.63,625.51,6.56
JUL,1,13,27.43,3.43,0.57,NA,44.91,2.76,110.75,22.27,59.56,625.2,5.19
JUL,1,14,34.16,7.24,0.31,NA,58.98,1.82,141.43,23.39,54.58,624.57,14.15
JUL,1,15,38.56,10.87,0.31,NA,49.39,1.69,113.74,24.59,50.04,624.12,17.47
JUL,1,16,32.17,7.66,0.41,NA,54.23,2.58,176.47,23.07,57.58,623.73,30.71
JUL,1,17,27.99,2.95,0.24,NA,54.74,3.1,190.84,21.33,70.83,623.31,27.57
JUL,1,18,27.33,2.27,0.24,NA,39.24,1.91,197.9,22.04,66.06,623.24,11.12
JUL,1,19,18.08,2.09,0.69,NA,42.9,1.22,114.65,21.95,67.22,623.64,19.45
JUL,1,20,14.03,2.77,0.47,NA,63.41,1.45,299.92,21.2,69.91,624.2,27.34
JUL,1,21,15.25,3.26,0.24,NA,49.36,5.41,85.72,18.83,79.64,625.01,20.82
JUL,1,22,12.18,1.95,0.19,NA,31.32,3.52,87.35,17.24,91.74,625.65,18.35
JUL,1,23,12.02,2.02,0.10,NA,13.41,3.93,80.09,17.13,92.29,626.1,7
JUL,2,0,12.12,3,0.04,NA,12.76,3.86,79.68,17.26,90.67,626.11,5.97
JUL,2,1,12.92,2.04,0.03,NA,11.9,3.21,89.2,17.37,88.36,625.94,5.97
JUL,2,2,9.55,1.52,0.04,NA,13.58,2.72,86.4,17.18,89.64,625.59,7.79
JUL,2,3,8.63,1.25,0.01,NA,15.08,2.23,86.26,17.17,88.98,625.43,6.47
JUL,2,4,9.03,1.1,0.00,NA,16.99,1.96,86.2,17.07,88.16,625.37,7.49
JUL,2,5,4.57,1.1,0.02,NA,11.74,2.08,125.44,16.79,89.5,625.45,5.87
JUL,2,6,3.77,1.32,0.09,NA,18.87,2.25,114.01,16.18,89.6,625.68,15.19
JUL,2,7,3.65,1.47,0.22,NA,19.85,1.98,84.44,16.21,88.79,625.98,12
JUL,2,8,9.21,9.75,0.22,NA,20.68,2.33,86.79,17.7,79.46,626.14,7.27
JUL,2,9,16.24,2.78,0.14,NA,22.69,4.29,81.5,19.24,71.36,626.44,3.36
JUL,2,10,18.02,1.41,0.25,NA,25.31,4.2,85.83,21.4,65.72,626.66,11.52
JUL,2,11,21.92,1.46,0.25,NA,28.16,3.49,86.79,22.3,60.77,626.62,6.96
JUL,2,12,25.5,1.51,0.24,NA,36.5,3.2,111.78,23.18,57.27,626.57,8.9
JUL,2,13,27.64,6.94,0.21,NA,37.5,2.92,101.38,24.98,51.9,625.99,9.29
JUL,2,14,29.61,2.51,0.22,NA,39.31,3.36,99.54,24.92,48.46,625.27,6.9
JUL,2,15,31.32,2.86,0.18,NA,42.49,3.49,103.22,26.42,43.97,624.65,11.5
JUL,2,16,32.88,2.69,0.13,NA,41.8,3.23,93.69,26.96,40.21,624.02,8.17
JUL,2,17,32.33,3.19,0.09,NA,38.55,2.56,91.44,27.6,38.03,623.5,12.46
JUL,2,18,29.46,1.1,0.08,NA,40.95,2.63,167.11,25.44,45.18,623.68,19.52
JUL,2,19,21.93,13.01,0.09,NA,35.59,3.59,39.96,20.99,66.92,624.75,30.22
JUL,2,20,15.74,4.26,0.25,NA,39.54,2.44,73.43,19.99,73.9,625.21,21.25
