DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m3],PM2.5 [µg/m3],TEMP (°C),WS (m/s),WD (°),HR (%)
NOV,25,13,0.078,0.0154,1.73,0.016,46,28,25.9,0.90,222.32,31.84
NOV,25,14,0.0832,0.0105,1.47,0.0146,31,20,27.3,0.79,197.63,27.31
NOV,25,15,0.096,0.0216,1.55,0.0145,37,21,28.1,1.05,206.22,24.80
NOV,25,16,0.083,0.0061,1.52,0.0169,44,28,29.2,0.83,184.23,21.00
NOV,25,17,0.0755,0.0028,1.53,0.0177,42,23,29.5,0.90,233.25,20.12
NOV,25,18,0.06,0.0012,1.73,0.0275,45,22,28.5,0.68,272.67,21.69
NOV,25,19,0.0236,0.0013,2.85,0.0486,63,11,26.4,0.45,301.05,25.27
NOV,25,20,0.011,0.002,3.42,0.0535,83,25,24.3,0.45,255.19,29.23
NOV,25,21,0.0108,0.0013,2.71,0.0473,125,34,22.2,0.45,213.23,32.34
NOV,25,22,0.0112,0.0024,3.63,0.045,139,36,21.1,0.76,173.47,35.93
NOV,25,23,0.0225,0.0149,2.1,0.0436,152,52,20.8,1.34,153.20,36.91
NOV,26,0,0.0294,0.0919,1.52,0.0241,84,37,21.5,1.94,54.40,35.11
NOV,26,1,0.0321,0.0779,1.46,0.0195,44,20,20.9,2.32,49.45,37.38
NOV,26,2,0.0312,0.1352,1.33,0.0205,34,8,20.3,2.80,73.11,40.01
NOV,26,3,0.0257,0.0277,1.31,0.0221,43,17,18.1,1.60,105.75,44.76
NOV,26,4,0.0294,0.023,1.34,0.025,40,15,17.4,2.07,110.09,47.73
NOV,26,5,0.0207,0.0504,1.33,0.0264,48,24,16.6,1.15,96.36,50.91
NOV,26,6,0.015,0.0722,1.37,0.0293,50,25,16.1,1.00,123.37,52.07
NOV,26,7,0.0149,0.0575,1.45,0.0287,51,25,16,1.69,80.68,53.07
NOV,26,8,0.0156,0.0315,1.6,0.0296,49,25,15.6,1.58,98.41,54.22
NOV,26,9,0.0211,0.0487,1.57,0.0271,58,26,16.6,2.31,99.58,53.56
NOV,26,10,0.0317,0.0337,1.5,0.0237,61,25,19.5,3.18,99.17,45.03
NOV,26,11,0.0443,0.0513,1.42,0.0197,59,32,22.3,3.01,101.18,37.70
NOV,26,12,0.0646,0.0049,1.44,0.0163,66,39,24.7,2.17,126.98,33.21
NOV,26,13,0.0767,0.0041,1.45,0.0151,49,19,27.1,1.21,157.43,28.06
NOV,26,14,0.0866,0.0122,1.55,0.0158,48,19,28.9,0.96,179.93,24.63
NOV,26,15,0.0994,0.0066,1.4,0.0107,47,24,29.7,1.06,132.73,22.84
NOV,26,16,0.0891,0.0058,1.5,0.015,48,22,30.1,1.69,252.29,20.50
NOV,26,17,0.0838,0.0054,1.52,0.0158,51,25,30,1.46,276.40,20.02
NOV,26,18,0.073,0.0046,1.71,0.0224,50,24,28.8,1.61,295.79,20.77
NOV,26,19,0.0293,0.0051,2.74,0.051,76,17,27.2,0.45,300.69,24.21
NOV,26,20,0.0167,0.0054,2.77,0.0555,89,29,25.3,0.53,310.26,28.32
NOV,26,21,0.014,0.0056,2.85,0.0547,112,33,23.3,1.00,262.86,32.65
NOV,26,22,0.024,0.0046,2.13,0.0376,105,45,22.1,1.02,255.30,34.94
NOV,26,23,0.0314,0.0039,1.68,0.0283,83,36,20.8,0.95,300.18,37.39
NOV,27,0,0.0193,0.0046,1.9,0.0374,98,40,20.5,0.71,172.91,38.71
NOV,27,1,0.0299,0.0043,1.84,0.0339,104,40,19.3,0.45,111.79,44.84
NOV,27,2,0.026,0.006,1.87,0.035,97,42,18,0.77,302.71,46.92
NOV,27,3,0.0124,0.0048,1.62,0.0359,92,46,16.6,0.74,273.43,47.01
NOV,27,4,0.0146,0.0067,1.62,0.0346,80,32,16.6,0.45,210.76,48.14
NOV,27,5,0.0217,0.0072,1.63,0.0315,74,36,16.1,0.45,188.12,50.68
NOV,27,6,0.0544,0.0061,1.73,0.0301,85,37,15.4,0.45,84.55,55.78
NOV,27,7,0.0444,0.0069,1.88,0.0291,88,48,14.1,0.45,129.50,57.28
NOV,27,8,0.0267,0.01,2.29,0.0315,97,40,14.8,0.68,94.28,56.73
NOV,27,9,0.0319,0.0136,2.25,0.0356,117,48,17.2,1.20,117.18,49.58
NOV,27,10,0.0528,0.0214,1.91,0.0285,140,71,20.7,0.96,126.07,45.23
NOV,27,11,0.07,0.0126,1.7,0.0196,68,66,23.6,0.93,169.06,41.97
NOV,27,12,0.0843,0.0092,1.62,0.0177,46,32,25.6,1.18,203.37,34.71
NOV,27,13,0.0901,0.0081,1.5,0.0136,38,22,27.6,1.19,228.25,27.34
NOV,27,14,0.1099,0.0467,2.11,0.0181,39,15,28.7,1.14,156.24,24.53
NOV,27,15,0.1069,0.0349,1.94,0.019,53,29,29.5,1.08,229.49,21.72
NOV,27,16,0.084,0.0107,1.6,0.0164,46,28,30.1,1.05,183.55,16.25
NOV,27,17,0.0749,0.0108,1.61,0.0188,43,16,30,0.98,186.49,14.98
NOV,27,18,0.0688,0.0119,1.95,0.0263,49,20,29.3,0.91,185.02,15.75
NOV,27,19,0.0165,0.0098,4.36,0.0595,74,22,27.4,0.59,239.26,19.77
NOV,27,20,0.0135,0.0078,3.71,0.0573,111,31,25.5,1.10,252.25,24.35
NOV,27,21,0.0137,0.007,2.78,0.0485,122,37,23.2,1.03,289.99,29.93
NOV,27,22,0.0137,0.0063,3.3,0.0476,118,28,22.4,0.45,287.72,31.40
NOV,27,23,0.0141,0.0095,3.14,0.0447,142,33,21.1,1.48,140.52,34.46
NOV,28,0,0.0148,0.0178,2.32,0.0396,141,53,20.6,1.20,177.69,34.05
NOV,28,1,0.0138,0.0118,2.03,0.0384,133,59,18.8,0.67,176.33,38.40
NOV,28,2,0.0096,0.0059,1.66,0.0344,87,39,17.4,0.46,202.33,40.50
NOV,28,3,0.0072,0.0051,1.59,0.0341,59,22,16.7,0.50,242.64,42.08
NOV,28,4,0.0086,0.0166,1.8,0.032,86,24,16.9,0.45,165.47,43.95
NOV,28,5,0.0104,0.0108,1.76,0.0318,98,64,15.8,1.00,114.43,46.39
NOV,28,6,0.0077,0.0072,1.79,0.0309,89,38,15.3,0.45,125.33,46.52
NOV,28,7,0.0072,0.007,1.92,0.0307,81,32,14.7,0.49,112.67,47.55
NOV,28,8,0.0077,0.0093,2.12,0.0286,116,27,14,1.39,108.85,50.49
NOV,28,9,0.0133,0.0233,1.73,0.0265,96,48,16,1.94,94.61,46.62
NOV,28,10,0.025,0.0067,1.72,0.0238,75,36,19.1,2.08,106.00,43.90
NOV,28,11,0.0453,0.0155,1.64,0.0223,74,35,22.5,1.42,134.11,38.96
NOV,28,12,0.0672,0.0066,1.54,0.0156,57,43,24.9,0.92,211.48,34.49
NOV,28,13,0.0742,0.0059,1.64,0.0174,51,24,26.7,1.22,240.60,30.63
NOV,28,14,0.0805,0.0047,1.52,0.0139,54,26,28.3,0.93,246.18,25.17
NOV,28,15,0.0756,0.004,1.42,0.0125,33,29,28.9,1.04,238.57,21.49
NOV,28,16,0.0755,0.0039,1.54,0.0146,40,14,29.5,1.08,243.94,19.38
NOV,28,17,0.0723,0.0038,1.57,0.0149,43,20,29.3,1.65,263.27,18.77
NOV,28,18,0.0553,0.0036,1.88,0.0254,47,14,28.8,1.60,249.08,19.00
NOV,28,19,0.011,0.0046,3.54,0.0562,68,16,26.9,0.64,211.82,23.76
NOV,28,20,0.0076,0.0056,4.66,0.0571,105,27,25.4,0.71,218.68,28.30
NOV,28,21,0.0097,0.0044,3.17,0.0507,95,38,23.6,0.63,254.24,32.63
NOV,28,22,0.0087,0.0044,2.92,0.045,99,25,22.1,0.90,270.21,34.86
NOV,28,23,0.0213,0.0038,1.83,0.0294,86,30,21,1.63,274.09,36.81
NOV,29,0,0.0124,0.0037,2.11,0.0344,87,29,19.8,1.07,262.59,40.13
NOV,29,1,0.0082,0.0042,2.27,0.0337,88,31,18.8,0.45,220.73,42.85
NOV,29,2,0.0178,0.004,1.76,0.0262,85,39,18.8,0.45,178.95,46.66
NOV,29,3,0.0147,0.0044,1.82,0.0264,62,34,18,0.53,115.73,51.84
NOV,29,4,0.011,0.0057,1.69,0.0281,65,35,16.3,0.45,146.28,50.67
NOV,29,5,0.0084,0.0061,1.79,0.0302,72,32,16.1,0.45,225.03,51.57
NOV,29,6,0.0079,0.006,1.84,0.0282,72,34,15.2,0.45,276.13,52.76
NOV,29,7,0.0077,0.0049,1.73,0.0255,56,34,14.1,0.45,194.01,53.50
NOV,29,8,0.0092,0.0092,2.08,0.0274,91,21,14.6,0.81,113.31,56.18
NOV,29,9,0.0214,0.028,1.72,0.0215,110,46,16.3,1.46,98.53,53.31
NOV,29,10,0.0416,0.0154,1.59,0.0161,76,42,19.7,2.05,96.11,53.93
NOV,29,11,0.0511,0.009,1.61,0.0141,56,33,22.6,0.93,177.99,50.47
NOV,29,12,0.0659,0.0104,1.55,0.0119,47,31,24.7,0.85,157.09,42.89
NOV,29,13,0.0658,0.006,1.52,0.0115,41,31,26.1,1.65,230.76,36.66
NOV,29,14,0.0633,0.0042,1.48,0.0095,36,20,27.1,2.82,271.04,31.58
NOV,29,15,0.0625,0.0037,1.46,0.01,31,23,28.1,2.44,261.16,26.92
NOV,29,16,0.0634,0.0035,1.51,0.0111,38,17,28.9,1.50,257.94,21.65
NOV,29,17,0.0624,0.0036,1.61,0.0141,40,16,29.1,1.12,237.50,22.12
NOV,29,18,0.0568,0.0035,1.63,0.0162,42,22,28.3,2.93,235.47,22.42
NOV,29,19,0.0495,0.0038,1.77,0.021,51,17,26.3,2.94,230.23,24.80
NOV,29,20,0.0429,0.0036,1.79,0.0227,50,16,24.4,2.87,243.87,28.55
NOV,29,21,0.0401,0.0036,1.74,0.0212,50,15,23,2.22,258.39,32.99
NOV,29,22,0.0325,0.0037,1.7,0.0226,57,22,21.7,1.42,216.93,37.52
NOV,29,23,0.0222,0.0037,2.02,0.0271,57,24,20.9,0.60,218.92,45.41
NOV,30,0,0.02,0.0047,1.84,0.0244,66,23,20,0.97,160.35,47.01
NOV,30,1,0.0295,0.0071,1.39,0.0124,57,25,18.4,4.21,87.33,60.90
NOV,30,2,0.0242,0.0103,1.34,0.0118,46,18,17.3,3.58,89.47,66.18
NOV,30,3,0.0234,0.011,1.32,0.0103,36,18,16.7,3.11,89.10,69.41
NOV,30,4,0.0257,0.0113,1.3,0.0091,27,21,16.4,3.46,87.07,70.77
NOV,30,5,0.0269,0.0115,1.29,0.0088,28,17,16.1,3.00,90.66,71.74
NOV,30,6,0.0257,0.0103,1.3,0.009,24,16,15.6,2.55,86.40,73.28
NOV,30,7,0.0182,0.012,1.39,0.0132,25,17,15.1,2.35,92.15,74.71
NOV,30,8,0.0169,0.0116,1.41,0.0135,31,17,15.2,2.71,89.48,74.72
NOV,30,9,0.0256,0.0097,1.41,0.0101,19,17,17.2,3.41,83.96,67.76
NOV,30,10,0.0322,0.0056,1.38,0.0077,32,16,18.7,5.04,89.04,62.43
NOV,30,11,0.0365,0.0053,1.38,0.0083,32,14,20.2,4.96,89.67,57.86
NOV,30,12,0.0458,0.0057,1.4,0.008,45,20,21.6,4.26,88.22,53.96
NOV,30,13,0.0523,0.0058,1.46,0.0095,36,12,23.2,2.72,108.87,47.37
NOV,30,14,0.0577,0.01,1.44,0.011,42,18,24.5,2.08,109.52,42.21
NOV,30,15,0.0631,0.0058,1.43,0.0092,39,20,25.4,1.19,152.14,38.32
NOV,30,16,0.0656,0.0043,1.45,0.0096,36,17,26.1,1.37,164.05,35.93
NOV,30,17,0.0663,0.0038,1.45,0.0103,43,19,26,1.51,177.91,35.05
NOV,30,18,0.0594,0.004,1.53,0.0134,44,17,25.5,1.28,125.67,35.47
NOV,30,19,0.044,0.0033,1.4,0.0093,56,17,21.8,4.29,53.60,44.43
NOV,30,20,0.0364,0.003,1.34,0.0073,59,5,17.9,5.72,47.96,51.40
NOV,30,21,0.0338,0.003,1.34,0.0072,40,6,15.6,5.08,52.39,55.77
NOV,30,22,0.0333,0.0045,1.33,0.007,30,3,14.6,5.02,67.45,58.24
NOV,30,23,0.0322,0.0091,1.3,0.0074,24,2,13.8,4.73,82.37,60.07
