DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,PBAR
JUL,12,14,39.34,7.82,0.6,2.01,21.06,10.15,2.58,105.72,27.19,623.75
JUL,12,15,42.99,9.01,0.54,NA,6.22,20.09,2.49,126.63,28.63,622.84
JUL,12,16,44.11,22.62,0.53,NA,24.6,NA,3.16,91.99,29.82,622.27
JUL,12,17,49.63,13.45,0.5,NA,15.92,16.15,2.99,107.44,30.65,621.98
JUL,12,18,46.02,5.12,0.58,NA,22.69,11.14,4.3,149.53,29.12,621.84
JUL,12,19,29.51,3.45,0.69,4.23,53.99,13,4.6,205.45,25.53,622.18
JUL,12,20,22.26,3,0.73,8.72,25.37,16.8,2.57,253.84,23.41,622.8
JUL,12,21,20.75,2.6,0.73,9.36,19.1,14.47,1.67,189.2,23.25,623.59
JUL,12,22,15.52,2.78,0.62,11.05,20.09,14.22,1.25,273.62,22.42,624.43
JUL,12,23,17.25,2.62,0.61,8.86,13.96,11.84,1.5,222.54,22.22,625.13
JUL,13,0,20.15,2.4,0.56,6.89,16.41,9.68,2.01,227.05,21.99,625.14
JUL,13,1,14.81,2.41,0.52,10.76,7.74,8.52,2.31,166.87,21.14,625.21
JUL,13,2,4.04,3.42,0.52,16.85,17.41,9.05,1.51,251.34,19.65,625.02
JUL,13,3,2.83,4.15,0.52,18.37,12.42,11.71,1.35,245.46,18.88,624.74
JUL,13,4,2.35,3.47,0.51,18.06,12.4,10.74,0.75,120.38,18.7,624.46
JUL,13,5,3.51,3.66,0.55,16.74,12.75,8.15,0.98,118.07,18.52,624.57
JUL,13,6,2.39,3.49,0.68,16.39,17.79,9.64,1.16,118.46,17.98,624.74
JUL,13,7,1.28,4.38,1.01,13.44,26.91,NA,0.72,175.72,17.42,625.95
JUL,13,8,1.52,11.39,0.99,17.07,25.54,NA,0.95,217.06,19.3,626.46
JUL,13,9,2.22,16.39,1.03,20.98,44.76,25.27,1.21,233.62,20.86,626.66
JUL,13,10,15.93,20.08,0.75,11.58,69,27.76,1.62,156.62,22.59,626.7
JUL,13,11,26.92,10.62,0.71,7.35,28.84,26.04,1.6,171.5,24.14,626.49
JUL,13,12,44.3,12.87,0.7,7.85,29.56,16.1,1.77,166.09,25.19,626.12
JUL,13,13,64.07,23.63,0.67,7.73,34.3,23.69,1.58,161.33,27.12,625.5
JUL,13,14,66.14,15.7,0.76,11.18,38.02,22.79,2.41,223.01,28,624.89
JUL,13,15,53.53,9.27,0.64,6.12,26.65,23.98,2.11,167.09,29.6,624.18
JUL,13,16,61.94,5.78,0.65,7.05,24.4,18.91,2.54,234,29.68,623.57
JUL,13,17,62.36,4.93,0.65,8.22,20.83,19.83,2.3,215.62,30.54,623.03
JUL,13,18,59.76,3.7,0.68,9.34,28.28,18.1,2.39,194.83,30.49,622.78
JUL,13,19,53.26,3.17,0.86,13.98,31.71,15.17,2.27,210.22,30.34,622.88
JUL,13,20,43.07,2.34,0.81,17.86,34.33,16.54,2.04,258.7,28.77,623.39
JUL,13,21,26.81,2.1,0.87,27.26,40.5,13.73,1.31,232.2,27.07,623.82
JUL,13,22,24.78,2.08,0.61,16.26,26.22,18.7,2.48,64.36,26.61,624.32
JUL,13,23,28.88,10.56,0.48,4.96,17.56,13.28,2.44,76.12,25.36,625.04
JUL,14,0,14.92,5.66,0.52,13.46,26.05,12.01,2.08,115.62,23.63,625.45
JUL,14,1,11.31,13.46,0.57,16.31,34.4,15.62,1.55,70.17,22.49,625.54
JUL,14,2,8.21,14.58,0.53,21.08,32.82,18.56,2,73.84,21.56,625.5
JUL,14,3,15.11,5.86,0.49,10.67,28.62,21.92,1.17,186.45,20.48,625.19
JUL,14,4,15.92,2.61,0.49,8.46,18.46,8.87,0.89,136.06,19.82,625.09
JUL,14,5,14.49,12.48,0.52,8.82,24.61,9.77,0.49,117.2,19.18,625.05
JUL,14,6,6.14,9.97,0.72,16.18,44.06,15.48,1.23,163.53,18.27,625.27
JUL,14,7,1.85,4.64,0.96,18.35,43.1,15.21,1.04,249.65,17.43,625.61
JUL,14,8,2.87,2.72,0.89,17.84,28.41,18.06,1.32,260.93,17.82,626.06
JUL,14,9,16.71,3.26,0.75,15.4,25.53,16.43,1.24,137.38,21.11,626.33
JUL,14,10,32.29,18.21,0.72,12.81,32.89,17.15,1.64,170.32,22.93,626.33
JUL,14,11,60.61,26.68,0.71,12.64,38.93,20.52,1.66,175.64,24.32,626.13
JUL,14,12,83.42,26.16,0.77,12.15,47.59,31.98,1.96,195.66,25.81,625.82
JUL,14,13,77.29,10.1,0.71,8.06,39.84,33.82,2.07,260.01,27.03,625.33
JUL,14,14,64.15,3.69,0.66,8.43,22.07,29.62,2.41,251.73,28.28,624.85
JUL,14,15,68.93,9.14,0.65,6.97,16.53,21.82,2.05,251.8,29.47,624.23
JUL,14,16,76.44,12.93,0.64,6.33,30.72,19.56,2.3,154.16,30.21,623.65
JUL,14,17,72.46,11.38,0.71,8.74,37.81,17.15,2.7,161.49,29.9,622.89
JUL,14,18,59.67,7.8,0.87,16.31,36.05,14.64,2.49,227.25,29.74,622.79
JUL,14,19,50.47,4.06,0.85,17.25,37.78,23.45,2.74,217.65,29.13,622.89
JUL,14,20,39.74,2.42,0.92,21.23,41.78,19.95,2.02,246.82,28,622.92
JUL,14,21,14.17,2.54,0.89,40.15,44.98,20.59,1.15,235.84,26.36,623.49
JUL,14,22,15.41,2.35,0.69,33.78,40.67,16.49,1.7,147.73,25.5,624.23
JUL,14,23,26.11,17.6,0.5,7.31,34.23,20.32,3.32,66.88,25.48,624.81
JUL,15,0,21.95,20.13,0.51,6.73,37.8,23.47,4.19,70.54,24.7,625.01
JUL,15,1,22.32,6.7,0.51,5.84,35.8,17.59,3.36,62.28,23.62,624.93
JUL,15,2,17.84,18.57,0.52,5.97,39.68,25.91,3.06,95.82,22.58,624.77
JUL,15,3,20.65,34.6,0.54,4.51,33.08,23.36,3.64,91.16,22.14,624.54
JUL,15,4,10.94,56.32,0.58,10.6,56.83,27.23,1.85,85.02,21.6,624.42
JUL,15,5,12.66,28.7,0.56,10.16,35.84,28.23,1.55,103.84,21.2,624.59
JUL,15,6,11.88,31.6,0.54,8.95,31.23,23.98,2.58,89.95,20.22,624.83
JUL,15,7,7.27,61.72,0.54,13.5,42.03,35.66,3.15,81.68,19.6,625.39
JUL,15,8,11.26,54.08,0.59,11.26,35.27,19.56,2.77,78.68,20.65,625.67
JUL,15,9,20.82,46.92,0.59,6.92,29.84,30.69,3.33,86.86,22.69,625.9
JUL,15,10,29.81,30.68,0.61,3.97,45.74,34.9,3.59,106.57,23.61,626.25
JUL,15,11,42.94,7.69,0.64,5.36,37.17,30.98,2.45,131.48,24.68,626.14
JUL,15,12,50.92,4.1,0.66,6,144.41,23.18,2.12,135.77,25.84,625.8
JUL,15,13,58.18,2.97,0.66,4.4,149.52,23.53,1.9,151.32,27.46,625.27
JUL,15,14,63.02,3.57,0.66,4.68,41.91,29.44,2.17,213.83,28.35,624.49
JUL,15,15,70.65,6.61,0.65,4.77,31.03,24.1,1.82,176.95,29.25,623.7
JUL,15,16,68.49,14.91,0.67,5.92,37.65,27.95,1.69,158.92,30.33,623.04
JUL,15,17,63.83,7.1,0.61,5.04,30.04,28.68,2.03,265.26,30.59,622.48
JUL,15,18,59.88,5.75,0.78,10.91,29.69,24.06,1.66,230.02,31.35,622.37
JUL,15,19,51.39,4.77,0.87,15.04,49.77,21.37,2.32,202.44,29.61,622.49
JUL,15,20,50.87,2.81,0.61,5.96,283.68,26,3.06,222.76,23.79,623.76
JUL,15,21,42.55,2.47,0.57,8.89,166.16,20.33,3.06,194.68,21.32,624.28
JUL,15,22,35.93,1.43,0.49,4,60.66,17.87,2.81,101.42,22.77,624.37
JUL,15,23,24.57,1.31,0.55,10.03,80.13,14.69,1.87,160.07,23.18,624.67
JUL,16,0,24.29,29.05,0.48,7.72,24.91,19.47,4.24,69.35,23.89,624.67
JUL,16,1,21.18,13.59,0.55,6.53,35.28,34.15,4.52,62.02,23.06,624.75
JUL,16,2,18.72,4.73,0.48,5.22,38.99,14.92,3.96,58.46,22.38,624.56
JUL,16,3,16.23,5.99,0.55,7.01,45.56,20.93,2.98,57.7,21.64,624.64
JUL,16,4,16.67,7.21,0.49,5.89,39.67,23.72,3.17,60.39,21.34,624.82
JUL,16,5,20.31,1.82,0.49,3.07,33.85,19.52,2.25,76.25,20.95,624.94
JUL,16,6,18.23,7.32,0.5,4.59,33.05,17.34,2.6,78.55,20.82,625.07
JUL,16,7,12.69,24.61,0.58,7.92,45.25,23.24,2.67,78.75,20.37,625.53
JUL,16,8,10.06,44.81,0.56,7.19,63.5,38.16,3.43,81.18,20.83,626.1
JUL,16,9,22.34,20.16,0.55,2.14,42.13,47.63,4.14,80.03,22.2,626.24
JUL,16,10,21.35,44.06,0.59,4.58,47.13,43.89,3.56,89.67,23.74,626.45
JUL,16,11,40.79,11.84,0.65,3.86,71.22,40.91,2.62,130.32,25.24,626.51
JUL,16,12,50.23,3.5,0.65,3.76,305.3,27.67,2.08,184.41,26.34,626.19
JUL,16,13,58.82,2.9,0.64,4.48,281.45,20.44,1.91,173.11,27.51,625.64
JUL,16,14,73.19,10.17,0.65,6.09,66.43,16.24,1.71,184.73,29.13,624.96
JUL,16,15,70.72,11.25,0.62,5.15,246.65,31.82,2.24,212.91,29.57,624.28
JUL,16,16,59.03,7,0.63,4.99,159.22,20.81,2.47,150,30.4,623.51
JUL,16,17,52.32,19.02,0.54,3.07,38.39,21.38,2.46,115.2,31.29,622.85
JUL,16,18,48.09,5.93,0.6,5.78,35.49,17.78,3.59,219.95,30.25,622.48
JUL,16,19,29.69,1.35,0.75,15.33,24.35,18.91,2.32,274.98,28.42,622.61
JUL,16,20,11.82,1.21,0.81,26.43,25.45,20.8,1.8,262.58,27.17,623
JUL,16,21,18.57,0.95,0.57,13.88,30.51,15.07,2.25,150.4,26.51,623.71
JUL,16,22,22.77,1.31,0.48,1.58,36.54,12.58,3.9,53.26,25.58,624.13
JUL,16,23,13.51,36.21,0.5,5.49,58.72,19.67,4.02,82.5,24.2,625.17
JUL,17,0,16.36,15.89,0.56,4.62,58.63,43.1,4.52,69.33,23.06,625.81
JUL,17,1,15.29,13.88,0.59,6.26,64.8,22.68,3.76,56.99,22.17,626
JUL,17,2,20.07,25,0.49,3.76,50.94,22.49,2.76,104.54,21.63,626.24
JUL,17,3,23.2,12.91,0.52,2.39,51.07,34.52,2.44,110.17,21.19,626.09
JUL,17,4,15.03,40.13,0.51,5.2,53.14,25.15,2.21,103.43,21.01,625.9
JUL,17,5,18.41,10.44,0.54,2.98,53.73,46.62,2.52,104.43,20.01,625.86
JUL,17,6,15.98,12.97,0.5,4.3,49.48,27.24,2.54,70.21,19.79,626.03
JUL,17,7,12.54,15.94,0.58,8.47,54.71,31.14,2.08,75.22,19.93,626.22
JUL,17,8,13.61,20.76,0.64,6.72,53.92,41.16,2.67,85.85,20.67,626.46
JUL,17,9,23.98,17.35,0.58,2.83,61.3,33.28,3.2,71.59,21.18,626.68
JUL,17,10,26.13,40.77,0.64,5.06,62.41,29.96,2.09,108.11,22.56,626.74
JUL,17,11,39.09,27.59,0.67,6.44,61.83,42.23,1.61,170.42,23.72,626.59
JUL,17,12,48.09,24.58,0.89,8.74,55.03,42.35,1.9,175.91,25.67,626.38
JUL,17,13,52.87,4.71,0.64,4.81,58.01,32.83,2.6,172.02,26.73,625.97
JUL,17,14,51.31,1.95,0.61,5.65,38.58,27.12,2.22,163.65,27.74,625.28
JUL,17,15,55.53,1.69,0.57,3.69,35.01,17.82,2.19,166.93,28.66,624.41
JUL,17,16,57.63,13.14,0.6,4.29,35.95,22.81,1.69,177.72,29.97,623.56
JUL,17,17,68.31,11.73,0.65,5.92,43.43,26.92,1.74,244.35,30.43,622.8
JUL,17,18,70.5,10.27,0.68,7.47,47.02,26,2.27,270.99,29.95,622.45
JUL,17,19,55.52,5.04,0.57,5.16,48.19,24.26,3.95,148.94,27.86,622.77
JUL,17,20,44.07,1.43,0.54,4.47,39.09,20.88,3.47,78.31,25.5,623.3
JUL,17,21,49.85,1.77,0.57,5.57,37.75,18.69,3.93,137.86,23.28,624.32
JUL,17,22,45.18,1.3,0.57,4.42,30.01,NA,3.19,140.31,22.17,625.37
JUL,17,23,50.55,1.11,0.56,4.67,18.64,15.64,2.88,128.55,21.5,625.91
JUL,18,0,50.31,1.01,0.5,2.38,17.54,8.03,2.88,119.87,20.79,626.06
JUL,18,1,41.64,18.93,0.54,2.88,30.07,7.45,2.44,92.61,20.07,625.63
JUL,18,2,30.73,21.36,0.5,9.27,28.28,21.81,1.99,92.84,19.49,625.38
JUL,18,3,39.67,8.73,0.51,4.08,28.42,28.07,1.37,148.55,19.24,625.17
JUL,18,4,21.8,6.19,0.52,15.59,22.22,15.59,1.15,230.11,18.93,624.99
JUL,18,5,26.75,3.47,0.55,10.28,21.72,15.02,1.36,145.66,18.24,625.17
JUL,18,6,17.81,5.06,0.62,14.58,24.67,18.24,1.19,171.5,17.54,625.45
JUL,18,7,2.78,4.63,0.84,24.92,39.99,13.72,0.82,174.86,16.65,625.61
JUL,18,8,11.58,22.35,0.8,19.98,39.03,17.54,1.52,104.8,18.77,625.95
JUL,18,9,18.41,53.15,0.75,14.94,56.45,33.81,1.53,118.32,20.38,626.13
JUL,18,10,29.77,41.5,0.7,8.8,59.27,37.03,2.89,102.5,21.67,626.21
JUL,18,11,41.43,16.44,0.63,5.08,56.1,39.87,3.07,106.85,22.91,626.06
JUL,18,12,59.61,25.21,0.69,5.95,52.38,37.68,2.26,116.77,24.69,625.57
JUL,18,13,74.48,22.11,0.66,5.82,60.32,36.71,2.14,123.94,26.07,624.98
JUL,18,14,78.34,18.31,0.76,8.08,52.74,38.94,2.05,158.52,27.41,624.22
JUL,18,15,78,18.08,0.73,6.49,49.2,30.56,1.89,195.26,28.11,623.27
JUL,18,16,76.62,18.83,0.64,4.87,40.86,42.71,1.89,149.8,28.65,622.47
JUL,18,17,65.54,22.09,0.76,4.56,37.75,NA,2.12,161.81,29.46,622.32
JUL,18,18,46.76,3.44,0.79,6.88,48.63,31.82,3.84,191.09,25.45,622.47
JUL,18,19,45.31,89.7,0.69,6.87,38.23,13.36,4.26,108.25,24.9,623
JUL,18,20,46.4,20.3,0.73,6.58,55.09,44.77,3.32,114.32,23.61,623.66
JUL,18,21,41.29,3.08,0.71,7.39,33.33,23.02,2.25,135.44,22.43,624.3
JUL,18,22,37.95,1.9,0.71,6.98,27.93,18.74,1.55,140.29,22.48,624.91
JUL,18,23,19.31,2.24,0.7,21.43,29.01,16.75,1.93,291.34,21.63,625.46
JUL,19,0,22.99,3.19,0.63,15.27,30.39,22.46,2.02,223.54,21.58,625.75
JUL,19,1,16.62,18.28,0.62,17.15,27.31,24.5,1.8,228.19,21.08,625.66
JUL,19,2,26.42,2.61,0.61,8.87,24.25,14.26,2.55,306.2,20.16,625.29
JUL,19,3,26.12,1.74,0.59,10.05,17.62,14.14,2.14,297.43,19.61,625.02
JUL,19,4,30.65,1.51,0.62,5.5,17.43,13.15,2.26,293.47,19.13,624.78
JUL,19,5,24.75,1.28,0.62,6.87,18.99,17.2,2.33,282.27,18.73,624.61
JUL,19,6,21.17,1.28,0.63,6.45,17.16,14.89,1.63,281.75,18.22,624.67
JUL,19,7,15.64,1.25,0.77,13.3,26.33,13.64,1.19,252.5,18.15,624.73
JUL,19,8,13.59,1.61,0.78,11.44,19.61,16.66,1.15,264.66,19.04,625.02
JUL,19,9,15.29,34.92,0.76,9.98,31.49,19.4,1.93,137.98,20.93,625.19
JUL,19,10,19.04,27.76,0.75,7.43,61.51,41.98,3.22,111.64,21.69,625.25
JUL,19,11,35.63,19.69,0.7,3.07,48.72,35.76,3.58,102.04,23.6,625.18
JUL,19,12,47.21,20.24,0.68,2.41,49.33,41.97,2.2,117.78,25.6,625.07
JUL,19,13,52.35,14.96,0.77,4.38,46.82,48.02,2.18,163.38,26.84,624.53
JUL,19,14,54.48,4.69,0.74,4.34,36.77,41.83,1.8,152.33,27.74,624.06
JUL,19,15,55.07,2.48,0.7,3.58,32.6,25.67,1.59,164.37,28.44,623.34
JUL,19,16,49.38,1.26,0.66,3.34,25.23,24.8,1.95,195.9,29.28,622.56
JUL,19,17,49.28,1.16,0.73,5.02,30.2,26.18,2.89,217.58,28.93,622.42
JUL,19,18,46.28,1.15,0.7,4.92,42.74,21.91,3.95,228.48,27.09,623.02
JUL,19,19,39.58,2.06,0.68,4.21,64.34,25.61,4.05,122.71,19.76,625.11
JUL,19,20,37.3,2.09,0.67,4.17,22.46,22.53,3.73,53.25,17.9,625.26
JUL,19,21,36.98,1.54,0.66,4.28,4.13,17.73,2.76,59.8,17.66,625.58
JUL,19,22,37.17,1.33,0.59,2.42,5.07,9.84,2.08,85.58,17.87,625.3
JUL,19,23,25.18,3.02,0.73,7.99,9.66,7.15,1.46,189.06,18.39,625.63
JUL,20,0,19.38,2.67,0.63,7.1,14.19,15.26,0.86,229.41,17.99,626.05
JUL,20,1,10,2.16,0.63,13.75,8.69,11.5,1.12,132.85,17.5,626.03
JUL,20,2,14.94,5.81,0.62,6.92,20.3,17.16,0.68,239.93,17.57,625.8
JUL,20,3,3.3,5.47,0.62,18.49,17.18,20.12,1.3,294.84,16.72,625.54
JUL,20,4,3.2,2.76,0.62,18.57,13.75,11.82,0.61,258.85,16.37,625.46
JUL,20,5,7.38,1.94,0.64,15.12,13.8,11.74,0.75,281.86,16.69,625.4
JUL,20,6,1.58,1.83,0.7,18.81,18.42,12.7,0.6,155.96,16.22,625.39
JUL,20,7,1.66,3.1,0.95,15.25,27.14,13.19,1.41,122.66,15.65,625.73
JUL,20,8,2.94,3.62,1.03,13.67,40.53,23.91,1.68,136.22,15.49,626.15
JUL,20,9,6.75,4.31,0.97,12.33,55.2,30.32,1.91,128.1,16.43,626.36
JUL,20,10,12.66,11.84,0.9,11.14,63.91,47.71,2.6,121.46,18.77,626.28
JUL,20,11,21.28,28.76,0.82,12.34,74.63,69.23,2.18,120.31,21.07,626.06
JUL,20,12,39.62,36.07,0.76,10.6,54.14,54.71,1.5,154.83,23.84,625.58
JUL,20,13,64.04,24.92,0.77,9.7,47.83,38.04,1.84,210.23,25.38,624.78
JUL,20,14,63.43,10.4,0.71,5.93,233.55,41.2,2.48,256.84,26.36,624.06
JUL,20,15,52.69,3.06,0.66,4.69,233.24,19.73,2.81,284.92,27.45,623.31
JUL,20,16,62.39,2.33,0.72,5.16,73.24,19.76,2.6,284.92,28.25,622.44
JUL,20,17,63.69,1.88,0.66,4.61,26.5,21.37,3.05,294.06,28.43,621.99
JUL,20,18,62.45,1.45,0.66,4.83,21.82,23.96,2.98,290.99,28.09,621.6
JUL,20,19,58.51,1.42,0.69,6.24,24.14,20.94,2.28,289,28.22,621.64
JUL,20,20,43.61,1.53,0.91,16.44,29.69,21.61,1.59,255.91,27.11,622
JUL,20,21,37.27,1.54,1.01,16.93,45.2,20.89,2.02,225.38,26.18,622.61
JUL,20,22,27.7,1.36,0.73,20.35,38.53,18.46,1.68,257.83,24.7,623.04
JUL,20,23,16.87,1.88,0.72,26.12,37.68,19.84,0.88,242.56,24.07,623.5
JUL,21,0,21.01,11.21,0.65,16.41,34.77,32.99,3.09,108.7,23.47,624.2
JUL,21,1,23.7,35.5,0.63,7.8,29.63,25.33,2.52,88.51,22.21,624.18
JUL,21,2,24.64,15.02,0.57,7.53,26.82,20.24,1.99,266.37,21.96,624.09
JUL,21,3,16.67,3.66,0.57,10.96,18.87,14.68,1.96,258.6,21.08,623.93
JUL,21,4,11.37,2.44,0.57,14.47,17.8,15.35,1.43,285.67,20.33,623.75
JUL,21,5,14,1.91,0.61,16.19,20.55,14.63,1.27,267.86,20.07,623.69
JUL,21,6,10.11,1.85,0.77,20.43,20.55,18.44,1.41,251.11,19.15,624.18
JUL,21,7,5.82,1.65,1,19.72,36.37,17.25,1.69,221.35,18.91,624.53
JUL,21,8,9.64,1.59,0.98,17.12,33,15.61,1.54,207.05,20.22,624.89
JUL,21,9,26.26,3.27,0.77,9.63,22.62,18.04,1.26,180.92,22.62,624.82
JUL,21,10,30.3,32.91,0.77,9.54,50.37,17.81,1.46,130.36,23.43,624.81
JUL,21,11,33.4,28.69,0.78,9.36,43.81,35.67,2.11,145.16,24.21,624.66
JUL,21,12,43.14,16.07,0.74,10.15,47.56,40.26,1.92,139.13,25.53,624.39
JUL,21,13,59.73,21.16,0.7,6.53,85.6,36.98,1.94,187.67,26.72,623.9
JUL,21,14,62.41,9.56,0.74,5.93,112.51,38.37,2.53,259.88,27.79,623.29
JUL,21,15,62.02,4.74,0.65,3.3,89.73,34.98,2.66,285.21,28.6,622.53
JUL,21,16,54.5,3.74,0.6,3.45,24.7,24.36,2.85,292.87,29.34,621.84
JUL,21,17,59.73,7.09,0.69,3.92,21.59,17.93,2.74,290.61,29.88,621.51
JUL,21,18,61.82,7.08,0.66,3.83,29.62,18.11,2.37,275.72,29.74,621.52
JUL,21,19,46.56,50.73,0.63,9.88,47.34,14.72,5.33,136.79,26.01,622.2
JUL,21,20,45.18,39.73,0.57,6.15,67.43,45.7,5.11,83.68,22.68,623.31
JUL,21,21,44.92,17.99,0.6,6.31,25.81,28.33,3.82,117.85,22.38,623.58
JUL,21,22,43.98,8.85,0.61,5.09,29.73,31.88,3.34,131.18,21.46,623.82
JUL,21,23,40.54,19.72,0.61,8.4,16.65,17.24,2.57,83.21,21.69,624.22
JUL,22,0,31.77,36.39,0.58,10.78,27.51,22.21,2.53,86.27,21.31,624.54
JUL,22,1,33.42,21.91,0.58,7.09,37.33,25.45,2.43,97.58,21.28,624.49
JUL,22,2,25.11,44.81,0.59,9.85,27.18,22.27,2.95,83.83,21.12,624.25
JUL,22,3,30.04,65.43,0.58,8.43,18.76,30.26,3.29,79.59,20.94,623.81
JUL,22,4,25.65,41.52,0.59,7.8,16.17,9.15,2.23,99.68,20.75,623.55
JUL,22,5,20.09,23.09,0.62,8.23,16.18,25.59,1.9,107.98,20.56,623.53
JUL,22,6,14.71,25.37,0.67,10.4,24.66,16.36,1.51,108.39,20.39,623.61
JUL,22,7,5.24,15.08,0.83,19.7,24.82,16.02,1.03,202.67,20.24,623.9
JUL,22,8,4.75,57.63,0.72,13.69,32.75,19.91,2.16,95.85,21.47,624.38
JUL,22,9,9.71,72.76,0.69,8.14,51.18,52.65,3,75.85,22.54,624.58
JUL,22,10,24.36,43.45,0.7,4.99,35.03,36.81,2.86,84.43,23.44,624.72
JUL,22,11,32.12,38.73,0.7,6.36,94.69,22.42,3,97,24.56,624.64
JUL,22,12,36.7,24.29,0.71,7.79,273.57,30.87,2.17,137.53,25.25,624.48
JUL,22,13,43.15,17.49,0.67,7.36,129.2,20.23,1.81,143.04,26.37,623.99
JUL,22,14,53.43,17.12,0.6,4.44,131.59,24.46,2.37,94.47,27.99,623.31
JUL,22,15,50.57,10.05,0.72,6.6,88.14,18.54,3.5,276.88,27.21,622.91
JUL,22,16,48.16,8.22,0.76,8.47,24.29,14.25,3.18,302.77,26.74,622.49
JUL,22,17,57.14,8.05,0.69,5.41,16.21,20.4,3.08,289.85,28.55,621.9
JUL,22,18,50.63,7.28,0.78,8.61,47.07,23.26,5.92,257.27,25.23,622.4
JUL,22,19,38.61,7.04,0.83,9.02,50.29,13.06,4.9,248.59,22.66,622.82
JUL,22,20,36.67,6.73,0.76,8.41,21.81,18.68,3.91,244.82,21.83,623.04
JUL,22,21,34.12,6.67,0.68,8.25,14.57,7.52,2.03,276.01,20.99,623.66
JUL,22,22,33.54,6.56,0.7,8.59,10.46,4.1,1.86,258.93,20.82,624
JUL,22,23,33.96,6.48,0.67,7.54,7.99,4.76,1.84,242.87,20.94,624.37
JUL,23,0,35.33,6.44,0.61,4.81,14.28,8.1,2.2,242.78,20.69,624.57
JUL,23,1,34.65,6.47,0.6,4.95,18.49,7.19,1.91,253.54,20.09,624.64
JUL,23,2,24.61,6.54,0.61,11.84,12.87,6.72,1.49,288.06,19.5,624.51
JUL,23,3,23.91,6.65,0.62,12.12,8.77,8.63,0.96,219.5,19.7,624.4
JUL,23,4,28.61,6.62,0.61,8.54,15.72,10.57,1.25,119.07,19.82,624.3
JUL,23,5,28.14,6.75,0.62,6.97,11.81,12.29,1.7,230.1,19.89,624.2
JUL,23,6,17.76,6.62,0.73,10.11,14.76,12.77,1.26,231.84,19.64,624.19
JUL,23,7,9.06,6.8,0.91,19.33,19.49,9.43,1.39,283.42,19.09,624.39
JUL,23,8,10.17,7.25,1,19.18,26.19,18.49,0.98,265.65,19.95,624.72
JUL,23,9,15.55,24.31,0.79,10.6,26.76,15.51,2.54,117.78,21.61,624.83
JUL,23,10,28.72,23.89,0.64,4.03,31.81,22.03,3.05,81.25,22.51,624.81
JUL,23,11,37.33,25.1,0.65,2.64,20.71,19.21,3.08,74.92,24.2,624.69
JUL,23,12,41.77,25.63,0.62,3.15,28.65,23.98,3,90.74,25.22,624.47
JUL,23,13,46.65,23.52,0.64,3.41,30.8,16.28,2.86,95.48,26.37,624.09
JUL,23,14,49.06,14.87,0.68,4.01,51.07,22.04,2.28,159.68,27.79,623.49
JUL,23,15,54.61,24.71,0.62,3.33,199.42,19.01,2.62,113.57,28.75,622.73
JUL,23,16,52.8,32.84,0.59,4.65,124.98,23.09,2.81,101.8,29.62,621.88
JUL,23,17,53.69,23.6,0.65,5.94,29.72,27.55,2.4,128.39,30.11,621.42
JUL,23,18,58.26,10.76,0.62,3.37,20.97,22.01,1.21,130.79,30.74,621.19
JUL,23,19,55.27,15.36,0.78,9.72,25.37,12.85,1.94,185.04,30.02,621.2
JUL,23,20,47.82,9.3,0.8,11.79,43.57,23.76,3.77,234.28,26.94,621.68
JUL,23,21,42.31,7.97,0.72,7.21,43.78,17.16,3.83,253.36,23.39,622.81
JUL,23,22,42.3,7.6,0.71,6.03,25.83,12.7,2.72,230.49,21.97,623.61
JUL,23,23,35.31,7.16,0.64,5.49,17.01,15.29,2.75,208.86,21.89,624.19
JUL,24,0,36.98,6.8,0.59,3.99,12.15,13.18,2.4,179.1,21.59,624.67
JUL,24,1,31.89,6.69,0.58,8.05,17.51,15.3,1.94,260.7,20.91,624.36
JUL,24,2,17.99,7.65,0.58,15.53,18.86,9.06,1.51,114.29,20.1,624.09
JUL,24,3,29.98,8.92,0.58,5.83,18.95,17.93,1.63,139.22,19.52,623.97
JUL,24,4,29.62,8.16,0.57,4.14,13.02,13.47,0.88,84.61,19.41,624
JUL,24,5,21.76,11.56,0.59,9.37,14.99,13.44,0.81,81.18,19.14,623.93
JUL,24,6,13.59,13.02,0.73,16.25,19.82,14.14,0.98,110.02,19.03,623.99
JUL,24,7,6.64,10.82,1.09,26.07,32.84,14.6,0.45,125.06,19.06,623.91
JUL,24,8,5.86,18.24,0.92,19.3,29.12,20.12,1.82,100.33,20.47,624.32
JUL,24,9,18.11,39.2,0.75,8.96,25.73,19.48,3.04,106.89,21.53,624.58
JUL,24,10,27.67,63.88,0.66,5.46,34.84,22.59,3.29,76.98,22.96,624.64
JUL,24,11,36.06,25.4,0.69,3.86,27.41,29.84,2.77,113.89,24.27,624.76
JUL,24,12,42.8,16.81,0.69,3.97,18.28,23.09,1.83,164.56,25.54,624.55
JUL,24,13,52.96,28.38,0.73,7,24.82,25.03,2.17,198.48,26.46,624.1
JUL,24,14,51.79,34.39,0.71,6.63,35.68,50.38,2.59,184.81,27.79,623.35
JUL,24,15,49.94,25.59,0.59,2.99,21.4,35.55,2.64,109.79,28.96,622.6
