DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,PBAR
JUL,24,16,55.1,19.53,0.65,3.84,21.03,23.11,2.01,160.92,29.99,621.81
JUL,24,17,57.84,23.87,0.67,3.84,28.71,21.08,1.86,178.01,30.93,621.08
JUL,24,18,55.01,11.56,0.79,6.55,28.19,34.38,2.23,229.98,30.85,620.9
JUL,24,19,51.36,14.09,0.71,5.67,59.63,42.28,5.96,147.45,23.05,621.7
JUL,24,20,27.6,9.43,1.14,19.23,38.97,14.91,2.05,220.17,23.18,621.92
JUL,24,21,18.74,8.32,0.91,18.16,17.04,24.89,2.13,279.43,22.2,622.52
JUL,24,22,13.51,8.25,0.86,19.41,18.79,20.16,1.5,152.27,21.51,623.21
JUL,24,23,17.57,7.88,0.81,14.5,19.65,16.09,2.06,196.75,21.76,623.45
JUL,25,0,22.69,7.47,0.68,9.43,22.1,12.22,2.07,190.16,21.15,623.91
JUL,25,1,24.59,7.12,0.6,6.58,19.24,18.66,2.5,255.98,19.84,624.09
JUL,25,2,24.52,6.97,0.58,5.2,12.97,10.17,1.97,226.64,19.27,624.03
JUL,25,3,32.18,6.76,0.6,3.32,7.85,9.15,1.36,233.76,19.1,623.67
JUL,25,4,23.31,6.63,0.6,8.2,6.64,7.94,0.89,185.58,18.78,623.32
JUL,25,5,6.22,7.21,0.64,14.89,16.22,9.64,0.97,158.55,18.28,623.25
JUL,25,6,4.83,7.22,0.76,18.61,18.71,15.59,0.64,252.86,18.04,623.6
JUL,25,7,4.73,7.24,1.19,20.84,22.33,11.55,0.57,272.31,18.06,623.81
JUL,25,8,3.38,7.28,1.1,17.55,32.35,12.73,0.62,248.25,18.14,623.82
JUL,25,9,6.82,7.18,0.95,18.83,24.61,20.11,0.45,159.19,19.51,623.96
JUL,25,10,13.37,7.51,1.09,22.01,32.57,22.95,0.53,109.46,21.17,624.21
JUL,25,11,33.76,8.36,0.95,13.53,30.76,21.11,1.4,151.53,22.96,623.95
JUL,25,12,47.05,11.39,0.74,4.5,18.17,21.57,1.37,135.52,25.36,623.68
JUL,25,13,51.61,26.2,0.83,8.63,23.04,21.82,2.08,183.99,26.14,623.07
JUL,25,14,58.94,22.92,0.85,6.69,28.48,28.2,1.68,182.08,27.59,622.49
JUL,25,15,54.66,18,0.78,5.92,19.48,29.7,2.08,161.45,28.72,621.78
JUL,25,16,53.26,10.86,0.67,3.51,20.89,18.03,2.48,136.89,28.99,621.17
JUL,25,17,56.57,9.01,0.69,3.82,13.56,16.17,2.25,157.75,29.15,620.65
JUL,25,18,60.34,7.74,0.72,5.82,19.65,13.27,1.84,153.23,29.52,620.42
JUL,25,19,57.72,7.84,0.83,8.37,29.2,20.37,0.99,257.99,29.13,620.73
JUL,25,20,37.62,9.79,0.89,18.94,24.37,18.22,2.21,295.55,27.44,621.02
JUL,25,21,38.75,7.73,0.67,8.75,40.58,17.97,3.65,300.02,23.54,621.81
JUL,25,22,31.97,7.46,0.67,10.33,20.06,13.44,2.2,287.14,22.73,622.28
JUL,25,23,30,7.29,0.72,10.11,17.92,12.43,2.48,203.28,22.39,623.03
JUL,26,0,35.7,6.93,0.63,6.77,20.02,16.47,2.02,175.67,22.06,623.68
JUL,26,1,44.7,13.23,0.79,NA,12.15,7.66,2.18,62.35,21.4,623.77
JUL,26,2,41.8,14.87,0.71,1.75,7.96,8.11,1.2,164.18,20.94,623.26
JUL,26,3,40.45,12.17,0.57,1.49,11.69,9.1,1.59,138.95,20.41,622.97
JUL,26,4,38.67,7.83,0.58,2.06,4.78,6.5,1.38,218.39,20.26,622.88
JUL,26,5,37.82,7.17,0.58,2.56,13.18,8.56,1.63,221.57,19.91,622.85
JUL,26,6,31.46,6.88,0.62,5.06,10.35,14.1,2.43,211.88,19.37,623.14
JUL,26,7,29.05,6.71,0.71,7,13.48,12.48,2.3,212.46,18.84,623.46
JUL,26,8,28.25,6.69,0.76,7.45,14.39,15.3,2.25,212.69,19.23,623.84
JUL,26,9,32.29,6.56,0.81,7.18,14.07,12.51,2.94,222.29,20.03,624.19
JUL,26,10,36.96,6.48,0.85,6.55,10.55,10.35,2.15,229.91,21.45,624.23
JUL,26,11,42.34,6.59,0.83,5.9,15.57,11.07,2.24,264.63,23.09,624.06
JUL,26,12,48.14,6.46,0.72,2.99,17.39,21.58,2.75,292.34,23.9,623.84
JUL,26,13,52.5,6.51,0.72,3.26,31.52,18.35,2.92,280.83,24.94,623.22
JUL,26,14,60.9,6.53,0.75,4.09,112.87,15.7,2.9,282.2,26.02,622.45
JUL,26,15,66.51,6.55,0.68,3.03,142.21,16.84,3.01,254.45,27.15,621.81
JUL,26,16,63.02,6.69,0.73,3.47,58.03,17.04,4.41,177.09,24.48,621.57
JUL,26,17,48.91,7.12,0.82,7,24.59,21.14,3.27,153.47,23.17,621.48
JUL,26,18,42.13,6.85,0.82,8.48,10.09,13.07,3.03,162.81,24.06,621.28
JUL,26,19,36.02,6.84,0.86,8.14,23.61,13.22,2.6,191.59,24.1,621.43
JUL,26,20,31.3,6.74,0.9,11.82,21.89,16.32,2.22,217.73,24.03,621.88
JUL,26,21,30.65,6.68,0.73,21.66,19.95,16.1,2.83,299.27,22.04,622.38
JUL,26,22,39.65,6.49,0.64,8.11,10.15,14.2,1.68,294.01,21.26,622.78
JUL,26,23,38.96,6.38,0.65,8,11.05,13.26,1.25,268.89,21.44,623.16
JUL,27,0,34.08,6.37,0.66,8.38,9.38,11.57,1.17,220.2,21.67,623.16
JUL,27,1,31.96,6.44,0.62,6.37,18.23,16.77,1.01,256.13,21.02,622.84
JUL,27,2,28.04,6.47,0.6,6.13,14.29,16.11,1.77,213.53,20.75,622.64
JUL,27,3,26.63,6.44,0.6,3.17,9.89,12.77,1.63,185.69,20.72,622.58
JUL,27,4,16.45,6.47,0.59,5.58,14.56,12.52,1.91,196.95,20.7,622.39
JUL,27,5,16.65,6.43,0.61,4.16,11.16,12.04,2.29,195.21,20.55,622.64
JUL,27,6,11.5,6.38,0.71,7.75,12.78,9.44,1.88,231.11,20.05,622.86
JUL,27,7,5.07,6.49,0.88,12.2,17.62,7.48,0.64,138.47,20.03,623.51
JUL,27,8,8.78,6.49,0.88,8.81,21.09,10.56,1.57,160.47,20.38,623.83
JUL,27,9,7.89,6.72,1.07,11.3,22.56,10.34,1.18,225.17,21.45,624.27
JUL,27,10,14.78,6.6,0.85,5.95,11.54,16.09,1.86,247.44,22.52,624.5
JUL,27,11,23.65,6.5,0.73,3.63,12.66,9.98,2.23,251.24,23.64,624.42
JUL,27,12,29.94,6.46,0.71,3.27,44.29,10.84,2.24,235.95,24.49,624.04
JUL,27,13,36.63,6.44,0.67,2.41,32.06,12.32,2.36,261.2,25.49,623.55
JUL,27,14,38.8,6.57,0.69,3.17,9.15,11.72,2.45,249.63,26.65,622.99
JUL,27,15,39.38,6.47,0.65,2.13,12.13,15.42,3.42,266.61,27.07,622.49
JUL,27,16,48.86,6.58,0.67,3.97,18,8.22,3.74,305.76,27.04,621.94
JUL,27,17,44.56,6.72,0.63,2.92,19.88,18.05,3.89,298.68,27.61,621.48
JUL,27,18,41.28,6.67,0.65,3.52,17.34,10.16,3.21,300.53,27.89,621.43
JUL,27,19,44.71,6.69,0.65,4.58,18.21,6.45,3.6,303.95,27.14,621.69
JUL,27,20,35.38,34.04,0.63,5.81,32.26,7.84,5.12,126.37,24.03,622.87
JUL,27,21,26.52,13.82,0.65,6.49,41.43,17.87,4.93,118.24,20.3,624.03
JUL,27,22,32.3,8.29,0.64,3.36,31.46,NA,2.98,113.66,18.12,624.83
JUL,27,23,21.54,7.08,0.61,3.98,3.95,12.14,2.31,98.76,17.54,625.19
JUL,28,0,16.24,7.81,0.59,2.89,13.73,10.71,3.06,90.64,17.52,624.87
JUL,28,1,13.14,31.95,0.59,3.32,18.01,22.38,2.9,92.62,17.82,624.26
JUL,28,2,20.41,12.94,0.6,NA,10.98,NA,3.11,108.42,17.57,623.87
JUL,28,3,18.36,19.26,0.71,NA,14.42,NA,2.64,108.27,17.76,623.61
JUL,28,4,12.96,14.62,0.65,NA,13.45,18.24,2.53,100.03,17.81,623.44
JUL,28,5,9.3,25.6,0.7,NA,24.01,17.47,2.13,86.66,18.11,623.28
JUL,28,6,8.19,49.58,0.74,NA,27,23.72,1.81,75.82,18.38,623.28
JUL,28,7,13.93,91.65,0.72,NA,22.61,32.1,2.58,66.93,18.7,623.38
JUL,28,8,9.38,28.02,0.96,NA,27.03,26.53,2.16,112.49,18.88,623.95
JUL,28,9,9.46,20.1,0.96,NA,30.17,29.17,2.51,105.14,19.58,624.44
JUL,28,10,19.05,27.37,0.78,NA,32.86,26.25,1.94,89.93,20.86,624.5
JUL,28,11,25.03,17.42,0.8,6.6,20.71,24.15,1.74,148.16,22.12,624.46
JUL,28,12,35.99,35.9,0.73,7.01,22.14,26.26,2.32,100.91,23.23,624.24
JUL,28,13,49.18,25.05,0.72,5.15,27.57,24.67,1.66,147.4,25.23,623.65
JUL,28,14,54.41,14.48,0.78,5.13,19.11,15.26,2.19,213.83,25.8,622.93
JUL,28,15,57.34,20.51,0.72,5.26,21.84,22.87,1.56,174.92,27.31,622.26
JUL,28,16,49.57,13.49,0.7,4.31,23.47,27.58,3.07,118.23,27.06,621.73
JUL,28,17,34.26,20.48,0.78,7.71,39.13,26.75,2.66,111.33,25.69,621.46
JUL,28,18,28.75,7.05,0.85,9.45,31.33,NA,2.76,137.04,25.34,621.34
JUL,28,19,32.33,3.98,0.85,8.31,30.06,24.97,3.55,164.76,24.56,621.73
JUL,28,20,17.3,6.29,0.72,4.3,32.43,24.43,3.81,116.94,20.58,622.61
JUL,28,21,13.57,5.03,0.73,8.98,13.45,24.24,1.8,109.53,19.93,623.26
JUL,28,22,13.99,20.02,0.7,8.33,7.69,12.02,3.09,72.26,19.6,623.87
JUL,28,23,17.73,26,0.67,5.57,13.07,11.46,2.67,59.89,19.22,624.4
JUL,29,0,17.36,12.57,0.61,3.39,10.19,11.51,2.84,81.86,19.05,624.43
JUL,29,1,14.58,18.19,0.61,3.81,21.27,16.74,3.43,102.67,18.45,624.39
JUL,29,2,7.52,25.73,0.61,6.29,25.04,23.97,3.52,72.57,18.5,624.1
JUL,29,3,13.15,18.67,0.61,3.99,10.03,17.05,2.25,90.7,18.34,623.87
JUL,29,4,7.3,14.94,0.6,3.32,12.63,8.41,2.51,84.79,18.26,623.44
JUL,29,5,4.9,18.71,0.62,3.71,13.09,16.68,2.71,86.71,18.1,623.19
JUL,29,6,5.94,18.27,0.65,5.51,15.98,13.92,2.35,83.62,17.71,623.27
JUL,29,7,4.21,9.71,0.97,13.02,25.07,17.04,2.39,110.18,17.57,623.71
JUL,29,8,3.74,6.95,0.86,12.7,71.74,45.9,2.15,92,17.98,624.05
JUL,29,9,5.9,15.33,0.85,10.74,23.03,52.61,2.4,80.04,19.48,624.44
JUL,29,10,15.42,10.87,0.8,5.57,11.31,19.27,3.48,104.23,21.42,624.71
JUL,29,11,21.53,9.91,0.76,4.38,15.49,14.5,2.95,105.91,23.12,624.71
JUL,29,12,25.31,6.28,0.77,5.35,43.25,17.99,2.91,117.31,23.72,624.33
JUL,29,13,30.63,4.53,0.74,3.42,48.71,19.49,2.97,122.77,24.78,623.8
JUL,29,14,27.91,3.33,0.72,3.87,46.04,9.02,3.04,136.41,26.37,623.15
JUL,29,15,28.33,2.67,0.76,3.92,6.25,7.47,3.41,142.45,27.2,622.45
JUL,29,16,22.91,41.1,0.71,7.55,25.48,8.17,4.13,96.53,26.17,621.88
JUL,29,17,26.87,49.46,0.65,5.78,31.94,41.46,4.14,82.75,26.58,621.67
JUL,29,18,30.02,33.07,0.67,3.91,33.73,33.05,4.21,91.49,27.1,621.7
JUL,29,19,22.27,47.59,0.74,9.78,51.53,20.99,3.96,94.49,24.94,622.16
JUL,29,20,14.84,17.1,0.73,7.84,36.79,35.96,3.47,120.42,22.37,622.87
JUL,29,21,15.04,5.89,0.79,6.48,6.08,15.5,2.36,218.85,21.72,623.73
JUL,29,22,10.88,4.23,0.68,8.9,12.06,7.92,1.89,242.97,21.04,624.5
JUL,29,23,11.52,3.9,0.62,7.24,8.05,6.69,1.72,156.31,19.9,624.99
JUL,30,0,12.7,3.59,0.59,4.06,5.49,5.24,1.4,95.58,19.23,625.06
JUL,30,1,7.97,3.99,0.6,6.81,5.3,4.08,1.54,99.98,19.6,625.01
JUL,30,2,4.72,20.82,0.65,4.74,17.32,7.63,2.56,82.85,18.98,624.88
JUL,30,3,7.74,28.77,0.62,5.55,12.24,15.79,0.86,90.51,18.71,624.6
JUL,30,4,4.36,19.3,0.68,5.51,10.8,12.04,0.73,133.74,18.79,624.36
JUL,30,5,4.16,47.92,0.78,5.35,13,12.75,2.02,77.49,19.08,624.3
JUL,30,6,3.78,29.06,0.7,8.02,17.12,16.07,0.81,87.36,18.84,624.29
JUL,30,7,3.83,14.38,1,14.53,12.44,15.11,0.66,152.81,18.93,624.56
JUL,30,8,3.54,11.05,0.94,13.42,19.51,18.69,0.9,228.94,19.24,624.82
JUL,30,9,4.05,7.33,0.87,11.12,8.77,15.87,0.83,94.52,20.35,625.16
JUL,30,10,6.13,33.51,0.72,7.38,17.48,14.91,2.4,84.76,22.2,625.13
JUL,30,11,20.28,26.01,0.68,3.64,25.11,27.17,2.8,80.12,23.36,624.95
JUL,30,12,32.92,10.82,0.68,3.01,15.95,28.05,2.73,83.7,24.52,624.45
JUL,30,13,39.48,14.43,0.75,5.34,22.85,16.03,2.38,109.88,25.57,624.07
JUL,30,14,NA,16.53,0.74,NA,26.36,19.01,2.48,118.25,26.6,623.53
JUL,30,15,19.31,20.5,0.69,3.49,22.97,27.46,2.58,107.37,27.95,622.73
JUL,30,16,26.17,12.51,0.68,2.56,27.56,20.24,2.58,89.29,28.59,621.96
JUL,30,17,27.08,14.95,0.69,2.08,26.33,22.54,3.44,88.33,29,621.73
JUL,30,18,22.07,4.79,0.75,7.35,31.94,28.19,3.64,245.28,25.12,621.95
JUL,30,19,14.13,3.43,0.83,15.55,24.29,14.72,2.74,301.2,24.01,622.34
JUL,30,20,15.8,3.31,0.82,11.08,29.28,14.16,3.74,253.32,22.65,623.09
JUL,30,21,19.57,2.86,0.75,9.27,27.64,11.97,3.11,248.27,20.64,623.86
JUL,30,22,14.88,2.87,0.75,17.09,17.37,17.96,1.53,280.29,20.54,624.19
JUL,30,23,14.86,2.7,0.67,9.77,23.28,17.75,1.37,254.2,20.36,624.8
JUL,31,0,15.03,2.5,0.63,6.41,20.88,22.31,1.37,214.16,20.2,625.01
JUL,31,1,13.83,2.51,0.58,6,8.2,10.65,1.45,224.97,20.03,624.95
JUL,31,2,14.61,2.57,0.58,3.78,16.87,17.43,1.4,220.62,20.08,624.67
JUL,31,3,13.38,2.41,0.58,5.77,14.58,16.11,1.22,253.78,19.7,624.41
JUL,31,4,10.26,2.14,0.57,9.3,12.72,11.04,1.33,274.64,19.49,624.42
JUL,31,5,14.28,2,0.61,5.48,7.23,12.7,1.72,224.05,19.3,624.26
JUL,31,6,6.46,2.04,0.72,12.61,14.84,10.56,1.65,236.01,18.47,624.47
JUL,31,7,4.56,2.05,0.97,19.27,21.62,8.6,1.09,231.17,18.62,624.92
JUL,31,8,7.4,2.12,0.99,17.82,29.87,9.81,0.84,160.25,19.41,625.25
JUL,31,9,4.85,2.46,1.04,18,24.23,10.98,1.87,252.26,19.66,625.28
JUL,31,10,7.92,15.46,1.52,15.08,31.24,15.28,1.23,185.48,21.53,625.42
JUL,31,11,13.13,17.39,0.83,6.02,36.94,28.84,2.97,90.76,23.08,625.3
JUL,31,12,17.41,10.59,0.8,6.52,28.59,28,3.49,114.94,24.01,625
JUL,31,13,23.16,6.62,0.77,5.44,22.55,19.73,3.18,113.77,25.34,624.54
JUL,31,14,25.15,9.71,0.96,4.62,16.41,10.63,2.19,101.35,26.58,624.15
JUL,31,15,25.69,6.65,0.94,3.42,10.68,11.77,2.17,83.23,27.73,623.27
JUL,31,16,24,3.95,0.75,4.53,10.43,13.2,2.13,165.15,28.25,622.28
JUL,31,17,20.28,3.18,0.8,6.39,12.68,12.97,1.58,141.28,28.28,622.02
JUL,31,18,20.1,3.35,0.84,5.33,13.96,12.44,1.63,118.39,28.1,622.05
JUL,31,19,21.71,3.75,0.71,4.95,35.39,12.43,4.98,123.77,23.43,622.87
JUL,31,20,14.97,9.23,0.81,7.51,36.92,25.59,2.37,111.14,19.97,624.08
JUL,31,21,15.29,9.98,0.78,9.83,24.66,27.16,1.77,143.96,19.64,624.63
JUL,31,22,13.4,5.31,0.76,8.65,19.01,15.88,1.4,216.8,19.46,624.97
JUL,31,23,10.4,3.86,0.66,11.37,11.28,17.73,1.5,151.38,19.2,625.6
