DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 (ppm),SO2 (ppm),CO (ppm),NO2 (ppm),PM10 (µg/m³),PM2.5 (µg/m³),TEMP (°C),WS (m/s),WD (°),HR (%)
OCT,12,21,0.043,0.005,0.69,0.0096,48,11,20.93,6.62,69.48,61.94
OCT,12,22,0.046,0.002,0.67,0.0062,23,5,19.99,5.42,54.04,64.12
OCT,12,23,0.040,0.002,0.69,0.0074,8,4,19.16,3.49,109.46,69.23
OCT,13,0,0.029,0.012,0.73,0.0126,21,5,18.27,3.78,91.11,76.26
OCT,13,1,0.024,0.025,0.73,0.0145,19,19,18.27,3.56,90.02,76.59
OCT,13,2,0.024,0.013,0.75,0.0127,20,18,17.99,2.48,97.09,76.54
OCT,13,3,0.017,0.030,0.76,0.0159,33,16,17.64,1.67,94.01,78.15
OCT,13,4,0.016,0.020,0.73,0.0166,26,26,17.7,0.9,70.54,76.98
OCT,13,5,0.016,0.015,0.72,0.0147,15,14,17.32,0.79,80.36,77.98
OCT,13,6,0.011,0.017,0.80,0.0174,22,15,16.7,0.53,96,79.62
OCT,13,7,0.011,0.044,0.84,0.0195,29,14,16.7,0.86,83.81,80.31
OCT,13,8,0.010,0.018,1.09,0.0203,38,38,17.51,1.32,100.13,78.19
OCT,13,9,0.015,0.021,0.95,0.0149,22,20,19.94,2.13,98.97,71.03
OCT,13,10,0.027,0.020,0.82,0.0103,34,23,22.04,2.95,81.95,63.46
OCT,13,11,0.041,0.015,0.79,0.0084,24,18,23.79,4.5,93.28,57.5
OCT,13,12,0.050,0.014,0.80,0.0093,24,9,25.31,4.06,87.23,52.27
OCT,13,13,0.056,0.009,0.79,0.0093,21,22,26.63,3.55,81.83,45.53
OCT,13,14,0.055,0.008,0.77,0.0083,24,19,27.71,2.69,84.47,42.61
OCT,13,15,0.055,0.006,0.76,0.0074,18,10,28.34,2.31,84.64,39.95
OCT,13,16,0.055,0.002,0.73,0.0069,19,17,28.38,3.29,69.4,39.9
OCT,13,17,0.052,0.002,0.73,0.0067,19,13,28.23,2.84,65.48,39.8
OCT,13,18,0.048,0.002,0.72,0.0068,26,7,27.51,1.87,55.97,43.02
OCT,13,19,0.041,0.002,0.74,0.0087,27,7,26.02,1.76,63.58,46.85
OCT,13,20,0.038,0.002,0.71,0.0072,22,6,24.45,1.76,47.58,51.23
OCT,13,21,0.037,0.002,0.68,0.0057,20,5,22.99,1.88,50.18,56.75
OCT,13,22,0.036,0.002,0.66,0.0053,20,6,21.9,2.07,53.01,61.3
OCT,13,23,0.029,0.020,0.68,0.0089,16,9,20.89,1.92,88.86,65.67
OCT,14,0,0.028,0.008,0.69,0.0098,24,12,20.27,1.76,70.63,67.66
OCT,14,1,0.030,0.003,0.66,0.007,5,5,20.03,1.41,52.98,67.87
OCT,14,2,0.030,0.005,0.66,0.0073,10,6,19.86,1.48,64.64,68.21
OCT,14,3,0.030,0.003,0.66,0.006,8,7,19.62,1.24,52.04,68.55
OCT,14,4,0.031,0.002,0.66,0.0052,12,5,18.95,1.43,51.01,71.07
OCT,14,5,0.017,0.013,0.70,0.0115,17,4,17.49,1.16,106.7,77
OCT,14,6,0.014,0.028,0.76,0.0133,23,17,16.93,1.36,95.96,78.86
OCT,14,7,0.011,0.033,0.83,0.0162,21,13,16.67,1.24,88.84,79.41
OCT,14,8,0.014,0.024,0.90,0.015,25,21,17.96,1.13,91.76,74.89
OCT,14,9,0.018,0.015,0.94,0.0148,21,17,19.57,0.81,124.18,69.06
OCT,14,10,0.027,0.004,0.86,0.0103,28,12,21.46,0.89,150.71,61.45
OCT,14,11,0.036,NA,0.77,0.0073,28,6,23.9,0.97,99.4,52.92
OCT,14,12,0.042,0.013,0.81,0.0089,22,8,25.39,0.95,158.22,47.47
OCT,14,13,0.046,0.007,0.80,0.0084,19,12,26.98,0.95,185.08,43.05
OCT,14,14,0.049,0.012,0.76,0.0071,32,16,28.17,0.99,169.18,38.94
OCT,14,15,0.048,NA,0.82,0.0089,NA,NA,29.19,0.9,182.06,34.38
OCT,14,16,0.048,0.005,0.86,0.0069,NA,NA,30,0.85,147.72,30.78
OCT,14,17,0.043,0.003,0.93,0.0103,19,7,30.68,0.67,215,27.1
OCT,14,18,0.043,0.003,0.95,0.0099,NA,3,30.07,0.84,240.59,28.03
OCT,14,19,0.029,0.002,1.25,0.0252,58,2,28.11,0.75,291.59,33.47
OCT,14,20,0.021,0.002,1.25,0.0267,67,7,26.82,1.56,188.27,38.59
OCT,14,21,0.030,0.002,0.76,0.0085,NA,9,24.89,3.23,60.28,49.53
OCT,14,22,0.028,0.020,0.74,0.0081,21,6,23.72,2.52,71.46,54.35
OCT,14,23,0.024,0.040,0.73,0.0102,26,12,22.29,2.01,88.45,58.69
OCT,15,0,0.023,0.033,0.71,0.0099,27,10,21.46,2.43,85.35,61.52
OCT,15,1,0.021,0.011,0.71,0.0103,23,10,20.81,2.07,98.79,64.09
OCT,15,2,0.020,0.014,0.71,0.0093,NA,8,19.72,1.21,90.68,67.24
OCT,15,3,0.019,0.035,0.72,0.0111,NA,7,19.06,1.06,87.59,68.68
OCT,15,4,0.016,0.006,0.73,0.0114,NA,16,18.03,0.55,113.6,71.42
OCT,15,5,0.015,0.004,0.76,0.0144,NA,3,17.6,0.57,136.95,72.25
OCT,15,6,0.011,0.010,0.87,0.0191,NA,7,17.04,0.51,81.06,74.62
OCT,15,7,0.008,0.011,0.98,0.0186,NA,16,16.57,1.09,88.81,76.11
OCT,15,8,0.011,0.031,0.98,0.0154,NA,14,17.4,1.82,96.84,74.94
OCT,15,9,0.016,0.038,1.01,0.0149,NA,8,19.59,2.16,92.51,69.21
OCT,15,10,0.024,0.061,0.90,0.0142,11,18,22.1,2.41,90.18,60.67
OCT,15,11,0.032,0.019,0.95,0.012,NA,32,24.39,2.63,125.37,50.86
OCT,15,12,0.041,0.014,0.84,0.0094,25,11,26.44,2.13,139.75,42.15
OCT,15,13,0.045,0.010,0.85,0.0087,NA,10,27.88,2.87,114.47,37.74
OCT,15,14,0.046,0.016,0.82,0.0087,NA,12,28.98,1.85,120.27,34.2
OCT,15,15,0.052,0.006,0.80,0.0082,NA,12,29.39,2.13,110.71,33.11
OCT,15,16,0.054,0.009,0.79,0.0075,NA,10,30.36,1.37,104.73,29.77
OCT,15,17,0.050,0.003,0.74,0.0062,NA,14,30.34,2.09,69,27.48
OCT,15,18,0.047,0.002,0.74,0.0071,NA,7,29.6,3.74,52.86,31.03
OCT,15,19,0.041,0.005,0.77,0.0105,NA,8,28.07,3.68,60.47,33.4
OCT,15,20,0.038,0.002,0.76,0.0093,NA,10,26.46,3.42,47.6,33.81
OCT,15,21,0.035,0.001,0.72,0.008,NA,9,24.7,2.74,54.99,36.23
OCT,15,22,0.034,0.014,0.70,0.009,NA,6,23.22,2.26,78.15,35.72
OCT,15,23,0.028,0.033,0.68,0.0129,NA,6,21.58,2.72,85.1,40.76
OCT,16,0,0.029,0.037,0.69,0.0115,NA,6,20.73,2.56,101.74,41.14
OCT,16,1,0.031,0.024,0.68,0.0109,NA,17,19.97,1.52,90.82,39.89
OCT,16,2,0.035,0.022,0.67,0.0078,NA,9,19.9,1.76,91.22,38.74
OCT,16,3,0.034,0.040,0.68,0.0081,NA,7,18.63,1.35,101.28,41.64
OCT,16,4,0.030,0.046,0.69,0.0095,NA,16,17.53,1.11,93.5,43.7
OCT,16,5,0.020,0.017,0.74,0.018,NA,17,16.57,0.64,125.7,46.44
OCT,16,6,0.017,0.010,0.87,0.0203,NA,4,15.65,0.97,125.47,51.86
OCT,16,7,0.010,0.017,1.09,0.0245,NA,5,14.53,1.75,116.9,59.53
OCT,16,8,0.025,0.021,0.82,0.0122,NA,16,16.02,2.66,93.11,60.96
OCT,16,9,0.032,0.029,0.78,0.0094,NA,11,18.42,3.26,82.85,57.14
OCT,16,10,0.044,0.004,0.74,0.0053,NA,19,20.8,4.79,70.44,46.44
OCT,16,11,0.049,0.007,0.74,0.0055,NA,12,22.5,4.88,64.93,40.06
OCT,16,12,0.050,0.006,0.75,0.0056,NA,9,23.52,4.77,64.99,43.14
OCT,16,13,0.046,0.002,0.76,0.0054,NA,12,23.87,5.02,66.2,41.53
OCT,16,14,0.045,0.002,0.78,0.0056,NA,10,24.04,4.74,60.81,42.77
OCT,16,15,0.044,0.003,0.76,0.0053,NA,10,23.94,5.02,57.18,44.87
OCT,16,16,0.042,0.002,0.77,0.005,NA,10,24.67,4.69,60.03,43.81
OCT,16,17,0.043,0.002,0.76,0.0047,NA,9,25.11,5.21,57.98,40.58
OCT,16,18,0.041,0.002,0.78,0.0064,NA,12,24.54,4.56,51.42,41.49
OCT,16,19,0.036,0.002,0.77,0.0066,NA,5,22.07,4.25,51.17,50.85
OCT,16,20,0.032,0.002,0.75,0.0058,NA,5,19.61,3.46,52.24,61.78
OCT,16,21,0.030,0.002,0.73,0.0061,NA,2,18.78,2.78,59.82,65.37
OCT,16,22,0.030,0.002,0.72,0.0058,NA,NA,18.51,3.46,48.13,66.32
OCT,16,23,0.031,0.002,0.70,0.0046,NA,4,18.07,3.08,52.91,67.35
OCT,17,0,0.027,0.002,0.72,0.0067,NA,4,17.76,1.89,59.57,68.73
OCT,17,1,0.029,0.003,0.71,0.0064,NA,3,17.57,2.06,61.72,69.36
OCT,17,2,0.034,0.001,0.69,0.0042,NA,5,17.23,1.74,57.93,66.74
OCT,17,3,0.032,0.002,0.70,0.0063,NA,3,16.66,1.5,55.27,67.99
OCT,17,4,0.027,0.007,0.70,0.0079,NA,4,15.96,1.2,81.95,70.25
OCT,17,5,0.029,0.004,0.69,0.0066,NA,6,15.73,2.57,65.8,68.63
OCT,17,6,0.024,0.017,0.79,0.0108,NA,5,14.89,1.44,85.11,71.74
OCT,17,7,0.021,0.030,0.78,0.0104,NA,5,13.78,1.2,89.74,73.9
OCT,17,8,0.017,0.012,0.98,0.0157,NA,6,14.07,1.69,114.49,71.25
OCT,17,9,0.030,0.020,0.78,0.0079,NA,9,16.31,3.57,76.14,63.19
OCT,17,10,0.041,0.003,0.76,0.0052,NA,11,18.68,4.63,79.46,46.85
OCT,17,11,0.046,0.007,0.77,0.0058,NA,9,21.27,3.75,75.53,37.66
OCT,17,12,0.049,0.029,0.82,0.0091,NA,7,23.15,3.82,89.27,34.51
OCT,17,13,0.054,0.022,0.82,0.0094,NA,21,24.71,3.52,92.24,31.95
OCT,17,14,0.056,0.013,0.87,0.0098,NA,16,26.28,2.9,110.92,26.2
OCT,17,15,0.055,0.003,0.87,0.0089,NA,9,27.46,2.22,194.48,24.97
OCT,17,16,0.053,0.001,0.76,0.0055,NA,7,28.17,2.73,101.61,22.47
OCT,17,17,0.049,0.001,0.78,0.0066,NA,4,28.81,1.85,141.08,19.14
OCT,17,18,0.051,0.001,0.75,0.006,NA,4,28.55,2.33,76.26,18.45
OCT,17,19,0.042,0.002,0.88,0.0127,NA,4,26.59,1.83,64.27,24.68
OCT,17,20,0.034,0.003,0.90,0.0165,NA,5,24.8,2.13,57.78,31.3
OCT,17,21,0.036,0.002,0.80,0.0083,NA,6,23.55,2.21,55.58,46.16
OCT,17,22,0.028,0.022,0.81,0.011,NA,3,22.19,1.65,79.41,54.37
OCT,17,23,0.024,0.031,0.78,0.0102,NA,18,20.51,2.42,91.22,58.91
OCT,18,0,0.026,0.016,0.76,0.0098,NA,10,19.81,2.79,79.91,60.91
OCT,18,1,0.024,0.029,0.75,0.0099,NA,10,18.64,2.04,90.58,66.17
OCT,18,2,0.024,0.027,0.76,0.008,NA,13,17.72,1.96,97.79,69.22
OCT,18,3,0.022,0.056,0.75,0.0094,NA,6,17.08,1.9,87.78,71.39
OCT,18,4,0.022,0.037,0.75,0.008,NA,19,16.43,1.97,92.86,73.29
OCT,18,5,0.022,0.013,0.74,0.0062,NA,13,16.01,2.57,95.93,75.05
OCT,18,6,0.023,0.016,0.75,0.0064,NA,3,15.85,2.03,87.5,76.39
OCT,18,7,0.020,0.051,0.76,0.0092,NA,6,15.44,2.21,86.83,77.78
OCT,18,8,0.020,0.028,0.82,0.0101,NA,18,16.37,1.82,84.17,74.74
OCT,18,9,0.023,0.026,0.87,0.0096,NA,8,18.52,1.8,98.18,67.71
OCT,18,10,0.031,0.025,0.81,0.0072,NA,8,20.75,2.39,95.61,59.31
OCT,18,11,0.036,0.031,0.90,0.0096,NA,13,22.94,1.77,148.97,51.15
OCT,18,12,0.043,0.028,0.96,0.0103,NA,17,25.22,1.29,221.25,43.18
OCT,18,13,0.046,0.009,0.89,0.0091,NA,12,26.95,1.39,183.03,36.14
OCT,18,14,0.045,0.005,0.83,0.0071,NA,13,28.17,1.2,203.34,31.59
OCT,18,15,0.045,0.002,0.76,0.0048,NA,7,29.11,1.85,100.26,23.73
OCT,18,16,0.045,0.002,0.76,0.0054,NA,6,29.32,2.19,147.07,23.36
OCT,18,17,0.046,0.002,0.80,0.007,NA,6,30.28,1.53,176.44,23.38
OCT,18,18,0.048,0.002,0.75,0.0057,NA,6,29.22,3.15,69.51,24.4
OCT,18,19,0.041,0.002,0.76,0.0079,NA,16,27.1,3.06,57.15,26.87
OCT,18,20,0.038,0.001,0.76,0.0084,NA,4,25.52,3.9,47.99,28.95
OCT,18,21,0.038,0.002,0.71,0.0055,NA,4,24.23,3.3,57.39,41.12
OCT,18,22,0.032,0.008,0.69,0.0061,NA,3,23.22,3.06,71.55,44.65
OCT,18,23,0.029,0.003,0.70,0.008,NA,3,22.3,3.01,63.92,47.55
OCT,19,0,0.025,0.024,0.71,0.0095,NA,2,21.19,1.66,109.82,50.91
OCT,19,1,0.021,0.012,0.73,0.0083,NA,NA,19.87,1.47,114.93,55.22
OCT,19,2,0.022,0.018,0.72,0.0078,NA,NA,18.83,1.57,101.16,59.7
OCT,19,3,0.020,0.032,0.72,0.009,NA,7,18.33,0.96,86.04,62.23
OCT,19,4,0.020,0.028,0.74,0.0077,NA,6,17.5,1.16,93.05,65.18
OCT,19,5,0.021,0.055,0.72,0.0079,NA,3,16.85,1.79,75.33,67.98
OCT,19,6,0.015,0.037,0.83,0.0124,NA,13,16.01,1.02,94.31,70.95
OCT,19,7,0.010,0.027,0.92,0.0167,NA,3,15.57,1,86.94,73.47
OCT,19,8,0.013,0.021,1.01,0.0141,NA,17,16.45,1.36,89.2,73.01
OCT,19,9,0.015,0.034,1.02,0.0159,27,16,18.18,1.62,103.03,66.03
OCT,19,10,0.033,0.026,1.87,0.0177,39,16,21.4,1.77,134.86,53.65
OCT,19,11,0.035,0.014,0.76,0.0067,23,18,23.62,3.2,81.62,41.71
OCT,19,12,0.037,0.036,0.77,0.0082,23,12,25.69,3.68,88.03,34.53
OCT,19,13,0.046,0.019,0.78,0.0077,18,15,27.22,2.8,103.23,30.38
OCT,19,14,0.045,0.004,0.77,0.007,14,9,28.71,2.69,142.84,22.59
OCT,19,15,0.044,0.002,0.80,0.0064,5,7,29.52,1.98,156.67,17.57
OCT,19,16,0.045,0.002,0.82,0.0076,7,4,29.9,1.63,235.57,16.32
OCT,19,17,0.046,0.002,0.75,0.0074,11,3,30.48,1.07,167.23,16.96
OCT,19,18,0.043,0.002,0.78,0.0079,25,12,29.82,2.34,87.09,18.19
OCT,19,19,0.037,0.002,0.77,0.0093,30,4,27.24,3.92,55.56,24.79
OCT,19,20,0.034,0.002,0.73,0.0072,19,4,25,4.58,53.32,30.94
OCT,19,21,0.035,0.002,0.69,0.0053,17,5,23.66,5.1,50.48,35.99
OCT,19,22,0.034,0.001,0.68,0.0053,18,3,22.5,4.66,51.17,41.49
OCT,19,23,0.029,0.002,0.70,0.0073,12,3,21.27,3.76,90.23,47.46
OCT,20,0,0.026,0.015,0.73,0.0078,20,5,19.9,2.09,106.31,53.64
OCT,20,1,0.025,0.046,0.79,0.0076,19,3,19.05,2.62,98.03,57.68
OCT,20,2,0.023,0.034,0.73,0.0078,23,7,18.04,2.24,95.08,61.86
OCT,20,3,0.021,0.018,0.74,0.0091,18,10,17.83,2.34,71.08,64.74
OCT,20,4,0.026,0.003,0.71,0.0057,12,8,17.82,2.85,50.23,65.95
OCT,20,5,0.024,0.003,0.72,0.0071,8,7,17.04,1.72,69.37,68.84
OCT,20,6,0.015,0.005,0.86,0.0133,20,6,16.29,0.72,115.05,71.11
OCT,20,7,0.011,0.007,0.92,0.0161,17,5,15.66,0.99,69.25,73.18
OCT,20,8,0.013,0.018,1.12,0.0163,22,6,16.32,1.73,111.22,71.3
OCT,20,9,0.020,0.031,0.84,0.0094,32,NA,18.42,3.31,82.01,65.37
OCT,20,10,0.035,0.017,0.77,0.0055,13,NA,20.25,4.43,70.38,56.68
OCT,20,11,0.039,0.015,0.79,0.0061,17,9,22.3,2.79,68.87,49.91
OCT,20,12,0.042,0.017,0.81,0.0069,14,11,24.52,2.61,91.96,41.24
OCT,20,13,0.047,0.007,0.78,0.0053,16,16,26.09,2.58,95.14,31.57
OCT,20,14,0.045,0.016,0.82,0.008,12,7,28.01,1.68,130.48,24.12
OCT,20,15,0.045,0.002,0.78,0.0079,8,14,28.83,2.03,129.22,18.27
OCT,20,16,0.046,0.002,0.82,0.0071,9,4,29.26,2.77,159.2,13.76
OCT,20,17,0.046,0.001,0.84,0.0085,12,4,29.68,1.9,189.18,14.22
OCT,20,18,0.045,0.001,0.79,0.0077,18,2,29.01,2.7,93.37,16.16
OCT,20,19,0.035,0.002,0.83,0.0118,28,1,26.89,3.16,73.71,19.07
OCT,20,20,0.036,0.002,0.77,0.0093,28,NA,24.9,4.05,51.51,23.02
OCT,20,21,0.038,0.002,0.71,0.0068,15,4,23.74,4.79,50.59,27.3
OCT,20,22,0.035,0.017,0.71,0.0068,19,5,22.15,4.45,71.51,37.92
OCT,20,23,0.030,0.025,0.71,0.0079,27,6,21.4,5.06,80.92,47.56
OCT,21,0,0.028,0.024,0.72,0.0084,21,8,19.93,4.46,83.17,53.34
OCT,21,1,0.025,0.029,0.73,0.0087,19,9,18.95,2.39,96.81,58.42
OCT,21,2,0.030,0.003,0.72,0.0051,16,16,18.76,4.42,53.74,64.38
OCT,21,3,0.028,0.002,0.73,0.0051,13,9,17.91,3.52,52.59,68.35
OCT,21,4,0.026,0.005,0.78,0.0072,15,8,17.55,2.58,70.01,69.41
OCT,21,5,0.025,0.006,0.75,0.0072,13,5,16.8,1.83,73.47,70.97
OCT,21,6,0.017,0.030,0.78,0.0117,21,6,15.51,1.68,84.09,75.52
OCT,21,7,0.013,0.039,0.83,0.0133,29,9,14.84,1.8,86.82,77.32
OCT,21,8,0.016,0.022,0.86,0.0134,23,21,15.72,1.95,72.76,72.8
OCT,21,9,0.026,0.008,1.05,0.015,22,20,18.27,1.2,168.51,63.74
OCT,21,10,0.029,0.012,0.95,0.0116,35,NA,20.09,1.97,131.76,57.51
OCT,21,11,0.039,0.006,0.81,0.0063,32,8,21.92,2.99,67.06,51.24
OCT,21,12,0.043,0.010,0.83,0.0069,86,9,24.02,2.07,124.53,43.43
OCT,21,13,0.048,0.011,0.86,0.0085,36,10,25.55,1.58,211.12,38.74
OCT,21,14,0.046,0.002,0.79,0.0062,16,13,27.41,2.55,120.82,27.67
OCT,21,15,0.047,0.003,0.81,0.0067,2,8,29,1.62,147.81,19.93
OCT,21,16,0.052,0.006,0.82,0.0084,14,5,29.46,1.23,141.49,20.23
OCT,21,17,0.052,0.005,0.86,0.0101,17,5,29.32,1.79,130.13,18.38
OCT,21,18,0.049,0.011,0.95,0.0144,23,8,29.43,1.5,133.73,18.87
OCT,21,19,0.041,0.003,0.88,0.0126,33,9,27.52,2.36,81.03,21.78
OCT,21,20,0.039,0.002,0.78,0.0079,21,6,25.08,3.55,59.82,26.25
OCT,21,21,0.039,0.001,0.73,0.0059,22,4,23.58,4.18,58.41,33.03
OCT,21,22,0.035,0.009,0.73,0.0069,23,5,22.35,4.45,71.63,39.95
OCT,21,23,0.032,0.016,0.81,0.0086,30,7,21.37,4.17,72.5,44.15
OCT,22,0,0.028,0.044,0.71,0.0081,30,14,19.35,3.92,87.19,52.01
OCT,22,1,0.026,0.028,0.71,0.0087,26,19,18.68,3.63,86.58,54.79
OCT,22,2,0.026,0.030,0.72,0.0095,26,11,17.97,3.86,87.24,58.6
OCT,22,3,0.024,0.027,0.73,0.0096,14,11,17.22,2.71,86.43,62.03
OCT,22,4,0.027,0.005,0.73,0.0066,14,8,17.16,2.76,49.5,63.42
OCT,22,5,0.024,0.019,0.76,0.0087,13,5,16.55,1.62,77.68,66.27
OCT,22,6,0.016,0.041,0.81,0.0145,24,6,15.36,1.68,96.51,71.1
OCT,22,7,0.009,0.058,0.99,0.0197,34,17,14.98,1.52,98.38,72.39
OCT,22,8,0.011,0.040,1.10,0.0184,44,27,15.13,1.67,103.47,71.74
OCT,22,9,0.017,0.075,1.02,0.0155,55,18,17.24,2.78,101.64,65.6
OCT,22,10,0.030,0.043,0.88,0.0128,52,36,20.1,3.19,92.69,56.64
OCT,22,11,0.039,0.023,0.91,0.0108,39,27,22.04,2.8,111.86,49.98
OCT,22,12,0.052,0.056,1.31,0.012,33,25,24.37,1.5,164.58,41.58
OCT,22,13,0.058,0.007,1.11,0.009,27,27,26.26,1.25,183,34.57
OCT,22,14,0.061,0.003,0.95,0.0076,25,10,27.87,1.45,120.72,27.79
OCT,22,15,0.060,0.013,1.00,0.009,17,12,28.84,1.22,154.79,25.49
OCT,22,16,0.057,0.025,1.04,0.009,25,6,29.61,1,168.66,21.03
OCT,22,17,0.048,0.004,1.00,0.0065,18,13,29.98,2.04,94.97,14.55
OCT,22,18,0.046,0.002,0.85,0.008,35,4,29.39,2.48,73.52,16.27
OCT,22,19,0.038,0.002,1.10,0.0155,36,5,27.78,2.23,54.98,19.87
OCT,22,20,0.027,0.003,0.98,0.021,41,6,25.88,2.2,57.69,24.28
OCT,22,21,0.029,0.013,0.89,0.014,29,6,24.08,2.53,109.68,28.15
OCT,22,22,0.026,0.034,0.82,0.0142,38,6,23.14,2.36,100.63,28.25
OCT,22,23,0.014,0.012,0.93,0.0239,54,17,21.94,2.17,113.02,29.51
OCT,23,0,0.011,0.010,0.96,0.0261,47,24,20.7,2.05,144.17,31.17
OCT,23,1,0.013,0.011,0.92,0.0225,44,17,20.04,1.29,183.15,31.49
OCT,23,2,0.010,0.016,0.95,0.0236,47,12,18.84,0.49,172.88,36.34
OCT,23,3,0.007,0.007,0.91,0.0244,39,14,16.86,0.58,257.22,42.78
OCT,23,4,0.007,0.005,0.87,0.0233,32,4,15.63,0.75,235.38,45.45
OCT,23,5,0.008,0.004,0.93,0.0225,32,5,15.65,0.59,157.46,46.17
OCT,23,6,0.010,0.008,1.18,0.0247,38,8,14.92,1.24,120.87,46.96
OCT,23,7,0.008,0.009,1.14,0.0242,90,35,14.13,1.02,107.62,45.47
OCT,23,8,0.010,0.029,1.25,0.0246,53,13,15,1.31,97.8,44.04
OCT,23,9,0.018,0.062,1.11,0.0193,48,17,17.92,1.89,91.39,37.95
OCT,23,10,0.032,0.029,1.11,0.0168,54,28,20.81,1.77,113.92,40.53
OCT,23,11,0.047,0.009,1.11,0.0176,46,23,23.47,0.77,188.59,44.91
OCT,23,12,0.069,0.048,1.39,0.0142,46,23,25.61,1.2,171.76,33.58
OCT,23,13,0.075,0.053,1.69,0.0201,40,29,27.66,1.53,208.2,22.67
OCT,23,14,0.080,0.074,1.48,0.0212,55,26,28.59,2.06,198.67,20.12
OCT,23,15,0.072,0.040,1.28,0.0162,46,40,29.78,1.01,177.04,17.61
OCT,23,16,0.050,0.002,0.82,0.0074,34,29,30.53,1.42,105.57,12.38
OCT,23,17,0.052,0.002,0.88,0.01,21,6,30.49,1.69,132.35,11.78
OCT,23,18,0.049,0.002,0.89,0.0114,27,7,30.08,2.39,71.64,12.68
OCT,23,19,0.035,0.002,0.84,0.0154,37,7,28.03,3.6,48.83,14.31
OCT,23,20,0.034,0.002,0.83,0.011,26,4,25.64,3.42,50.22,19.99
OCT,23,21,0.034,0.044,0.85,0.0107,34,4,24.03,4.17,85.94,25.4
OCT,23,22,0.031,0.017,0.76,0.0131,32,19,22.61,3.92,83.83,28.78
OCT,23,23,0.028,0.034,0.85,0.0145,26,10,21.51,3.25,91.62,31.08
OCT,24,0,0.031,0.020,0.75,0.0122,27,14,20.95,3.79,86.77,30.69
OCT,24,1,0.028,0.035,0.79,0.012,32,12,20.03,2.46,104.02,33.22
OCT,24,2,0.026,0.018,0.85,0.0127,22,11,19.22,1.98,121.27,37.29
OCT,24,3,0.019,0.023,0.89,0.0171,53,17,18.53,1.75,116.13,39.64
OCT,24,4,0.022,0.040,0.78,0.0142,28,20,17.65,1.47,83.77,41.73
OCT,24,5,0.021,0.111,0.77,0.0151,30,15,16.92,1.4,88.58,43.11
OCT,24,6,0.019,0.057,0.85,0.0158,46,33,16,1.06,87.21,44.19
OCT,24,7,0.011,0.051,1.18,0.0251,44,11,15.35,0.96,112.57,47.87
OCT,24,8,0.010,0.033,1.40,0.0288,70,19,15.45,2.22,114.82,46.96
OCT,24,9,0.020,0.039,1.17,0.0226,82,38,17.54,2.89,102.46,49.16
OCT,24,10,0.032,0.033,1.04,0.015,58,26,20.84,3.28,105.25,46.18
OCT,24,11,0.045,0.069,0.87,0.0104,46,20,23.07,3.99,89.56,38.83
OCT,24,12,0.055,0.028,0.93,0.0073,40,30,24.35,3.41,86.79,35.31
OCT,24,13,0.059,0.047,0.88,0.008,28,13,25.96,3.37,83.53,31.48
OCT,24,14,0.057,0.030,0.94,0.0075,33,17,27.43,3.22,85,27.71
OCT,24,15,0.054,0.012,1.13,0.0075,20,15,28.59,2.07,124.77,23.73
OCT,24,16,0.053,0.024,1.03,0.0084,25,10,29.24,1.24,105.7,22.44
OCT,24,17,0.049,0.009,0.99,0.006,21,10,29.19,2.28,91.36,16.42
OCT,24,18,0.045,0.002,0.79,0.0067,22,8,28.46,3.44,55.89,16.71
OCT,24,19,0.037,0.003,0.87,0.0111,28,7,26.67,2.74,65.88,20.31
OCT,24,20,0.032,0.027,1.85,0.0148,29,6,25.36,3.5,65.1,23.85
OCT,24,21,0.034,0.015,0.98,0.0101,25,12,23.88,3.12,62.84,31.36
OCT,24,22,0.028,0.013,1.04,0.0118,24,4,22.25,3.45,79.33,40.37
OCT,24,23,0.028,0.047,0.81,0.0089,32,4,20.58,3.91,93.68,49.18
OCT,25,0,0.027,0.036,0.78,0.0095,36,16,19.62,4.18,82.75,53.16
OCT,25,1,0.025,0.049,0.78,0.0108,39,14,18.52,3.84,83.15,56.85
OCT,25,2,0.019,0.046,0.78,0.016,32,19,17.51,3.31,74.92,59.75
OCT,25,3,0.020,0.075,0.81,0.0145,21,7,16.61,2.13,90.14,62.64
OCT,25,4,0.019,0.048,0.82,0.013,35,13,15.88,1.77,103.6,64.83
OCT,25,5,0.020,0.034,0.83,0.0103,41,21,15.01,1.93,105.12,67.61
OCT,25,6,0.016,0.062,0.86,0.0135,47,18,14.48,1.72,102.2,69.87
OCT,25,7,0.015,0.039,0.91,0.0133,41,24,14.12,1.25,81.64,71.02
OCT,25,8,0.012,0.066,1.05,0.0154,37,14,14.37,1.13,106.59,70.12
OCT,25,9,0.023,0.131,0.98,0.0126,39,24,16.66,1.63,102.05,63.97
OCT,25,10,0.038,0.170,0.90,0.0122,42,32,19.9,1.86,78.04,54.19
OCT,25,11,0.041,0.072,1.05,0.0106,30,26,23.35,2.07,92.6,37.8
OCT,25,12,0.043,0.019,0.86,0.0073,24,26,25.45,3.15,106.78,26.95
OCT,25,13,0.050,0.029,1.02,0.008,21,10,27.12,2.18,128.73,24.82
