DATOS HORARIOS 2020_CRUZ ROJA,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
DIC,1,0,0.0308,0.0145,1.280,0.0088,15,5,12.2,3.4,82,63,625.4
DIC,1,1,0.0328,0.0096,1.281,0.0071,23,4,11.6,3.4,87,65,625.5
DIC,1,2,0.0301,0.0100,1.291,0.0086,8,2,10.8,2.8,91,67,625.4
DIC,1,3,0.0301,0.0089,1.288,0.0084,11,2,10.8,3.0,91,67,625.2
DIC,1,4,0.0319,0.0056,1.286,0.0069,12,3,10.9,3.2,88,68,625.0
DIC,1,5,0.0318,0.0034,1.283,0.0061,9,3,10.9,3.0,93,67,624.9
DIC,1,6,0.0292,0.0033,1.293,0.0072,15,2,10.8,3.3,97,67,624.7
DIC,1,7,0.0260,0.0032,1.334,0.0093,13,3,10.3,2.5,95,68,624.9
DIC,1,8,0.0244,0.0039,1.366,0.0104,19,2,10.0,2.3,90,69,625.3
DIC,1,9,0.0238,0.0044,1.428,0.0113,17,4,11.1,3.0,95,67,625.6
DIC,1,10,0.0270,0.0055,1.414,0.0104,23,13,13.1,3.3,84,62,625.6
DIC,1,11,0.0307,0.0067,1.444,0.0128,33,14,16.0,1.7,92,56,625.2
DIC,1,12,0.0411,0.0084,1.599,0.0170,45,16,19.0,0.8,202,51,624.4
DIC,1,13,0.0516,0.0056,1.567,0.0152,55,27,21.9,1.9,235,45,623.5
DIC,1,14,0.0546,0.0046,1.640,0.0145,49,19,23.7,3.8,250,36,622.5
DIC,1,15,0.0535,0.0038,1.621,0.0138,77,30,25.0,5.3,244,31,621.6
DIC,1,16,0.0531,0.0031,1.556,0.0117,75,29,25.5,4.9,249,29,621.0
DIC,1,17,0.0428,0.0029,1.548,0.0112,54,19,25.8,5.6,243,27,620.9
