DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario (ppm),O3 Promedio de 8 hrs.  (ppm),SO2 promedio de 24 hrs. (ppm),CO Promedio de 8 hrs. (ppm),PM10 Promedio ponderado  de 12 hrs. (µg/m³),PM2.5 Promedio ponderado  de 12 hrs. (µg/m³),NO2 Horario (ppm)
SEP,3,16,0.0496,0.0373,0.0093,NA,10,22,0.0075
SEP,3,17,0.0458,0.0411,0.0093,NA,12,17,0.0087
SEP,3,18,0.044,0.0432,0.0092,NA,21,15,0.0097
SEP,3,19,0.0339,0.043,0.0091,NA,31,14,0.0137
SEP,3,20,0.019,0.0406,0.0094,NA,47,13,0.0164
SEP,3,21,0.0196,0.0378,0.0116,NA,59,15,0.0121
SEP,3,22,0.0159,0.0343,0.0143,NA,76,24,0.0109
SEP,3,23,0.0106,0.0298,0.0144,NA,74,24,0.0121
SEP,4,0,0.0115,0.025,0.0149,NA,73,15,0.0114
SEP,4,1,0.0105,0.0206,0.0149,NA,71,17,0.0116
SEP,4,2,0.0099,0.0164,0.015,NA,60,14,0.0116
SEP,4,3,0.0116,0.0136,0.0148,NA,50,13,0.0098
SEP,4,4,0.0099,0.0124,0.0146,NA,43,14,0.0099
SEP,4,5,0.0104,0.0113,0.0148,NA,43,17,0.0093
SEP,4,6,0.006,0.01,0.015,NA,50,22,0.0133
SEP,4,7,0.0105,0.01,0.015,NA,53,30,0.0096
SEP,4,8,0.0073,0.0095,0.015,NA,57,23,0.0134
SEP,4,9,0.0152,0.0101,0.015,NA,56,20,0.0088
SEP,4,10,0.023,0.0117,0.0151,NA,45,20,0.0071
SEP,4,11,0.0269,0.0136,0.0152,NA,39,23,0.0069
SEP,4,12,0.0296,0.0161,0.0151,NA,26,19,0.0069
SEP,4,13,0.0328,0.0189,0.0145,NA,27,20,0.0065
SEP,4,14,0.0332,0.0223,0.0143,NA,25,26,0.0074
SEP,4,15,0.0336,0.0252,0.0142,NA,18,21,0.0072
SEP,4,16,0.032,0.0283,0.0142,NA,22,17,0.0088
SEP,4,17,0.0241,0.0294,0.0147,NA,24,14,0.0078
SEP,4,18,0.0165,0.0286,0.0152,NA,47,13,0.0089
SEP,4,19,0.0181,0.0275,0.0173,NA,48,9,0.0088
SEP,4,20,0.0161,0.0258,0.0177,NA,47,13,0.0092
SEP,4,21,0.0184,0.024,0.0175,NA,48,13,0.0079
SEP,4,22,0.0202,0.0224,0.016,NA,52,20,0.0062
SEP,4,23,0.0193,0.0206,0.0169,NA,45,13,0.006
SEP,5,0,0.0186,0.0189,0.0168,NA,33,17,0.0053
SEP,5,1,0.0161,0.0179,0.017,NA,28,15,0.0054
SEP,5,2,0.02,0.0183,0.0172,NA,22,13,0.0049
SEP,5,3,0.0181,0.0183,0.017,NA,18,12,0.0045
SEP,5,4,0.0179,0.0186,0.0169,NA,15,9,0.0043
SEP,5,5,0.0136,0.018,0.0166,NA,14,5,0.0064
SEP,5,6,0.01,0.0167,0.0163,NA,16,4,0.0091
SEP,5,7,0.0107,0.0156,0.0162,NA,20,3,0.0084
SEP,5,8,0.0109,0.0147,0.0161,NA,20,2,0.0088
SEP,5,9,0.0141,0.0144,0.016,NA,22,5,0.0082
SEP,5,10,0.0201,0.0144,0.0159,NA,19,6,0.0064
SEP,5,11,0.0254,0.0153,0.0158,NA,13,11,0.0066
SEP,5,12,0.0282,0.0166,0.0158,NA,11,8,0.0076
SEP,5,13,0.0297,0.0186,0.0158,NA,11,7,0.0087
SEP,5,14,0.0308,0.0212,0.0158,NA,13,13,0.0107
SEP,5,15,0.0244,0.0229,0.0157,NA,22,15,0.0109
SEP,5,16,0.0247,0.0247,0.0158,NA,17,10,0.0082
SEP,5,17,0.026,0.0262,0.0158,NA,11,8,0.0075
SEP,5,18,0.0207,0.0262,0.016,NA,15,7,0.0088
SEP,5,19,0.0183,0.0254,0.0145,NA,45,7,0.0086
SEP,5,20,0.0166,0.0239,0.014,NA,45,5,0.0084
SEP,5,21,0.0135,0.0219,0.0121,NA,31,3,0.0084
SEP,5,22,0.0121,0.0195,0.011,NA,29,2,0.0079
SEP,5,23,0.0115,0.0179,0.0101,NA,23,1,0.0077
SEP,6,0,0.0149,0.0167,0.0096,NA,18,3,0.0051
SEP,6,1,0.0163,0.0155,0.0094,NA,16,2,0.0044
SEP,6,2,0.0162,0.0149,0.0089,NA,11,1,0.0048
SEP,6,3,0.0163,0.0147,0.0088,NA,8,1,0.0046
SEP,6,4,0.0152,0.0145,0.0087,NA,8,2,0.0048
SEP,6,5,0.0128,0.0144,0.0087,NA,10,4,0.0053
SEP,6,6,0.0129,0.0145,0.0086,NA,11,5,0.0052
SEP,6,7,0.0109,0.0144,0.009,NA,13,5,0.0077
SEP,6,8,0.0124,0.0141,0.0093,NA,15,5,0.0074
SEP,6,9,0.0171,0.0142,0.0097,NA,15,7,0.0062
SEP,6,10,0.0188,0.0145,0.0101,NA,14,7,0.0065
SEP,6,11,0.0228,0.0154,0.0101,NA,8,8,0.0053
SEP,6,12,0.0255,0.0166,0.01,NA,4,7,0.0064
SEP,6,13,0.028,0.0186,0.0099,NA,5,8,0.0055
SEP,6,14,0.028,0.0205,0.0099,NA,6,12,0.0061
SEP,6,15,0.0271,0.0225,0.0106,NA,3,10,0.0064
SEP,6,16,0.0255,0.0241,0.0105,NA,7,10,0.0049
SEP,6,17,0.0288,0.0256,0.0103,NA,4,9,0.0044
SEP,6,18,0.0256,0.0264,0.0098,NA,9,7,0.0049
SEP,6,19,0.0212,0.0262,0.0096,NA,16,6,0.0055
SEP,6,20,0.0172,0.0252,0.0114,NA,25,5,0.0075
SEP,6,21,0.0157,0.0236,0.0127,NA,46,6,0.007
SEP,6,22,0.0156,0.0221,0.0139,NA,53,5,0.0063
SEP,6,23,0.0127,0.0203,0.0145,NA,44,4,0.0071
SEP,7,0,0.0109,0.0185,0.0146,NA,41,5,0.0067
SEP,7,1,0.0114,0.0163,0.0149,NA,32,3,0.0056
SEP,7,2,0.0044,0.0136,0.015,NA,26,2,0.0092
SEP,7,3,0.0042,0.0115,0.015,NA,16,4,0.0091
SEP,7,4,0.0072,0.0103,0.0151,NA,14,5,0.0083
SEP,7,5,0.0059,0.009,0.0154,NA,24,4,0.0083
SEP,7,6,0.0028,0.0074,0.0155,NA,39,16,0.0104
SEP,7,7,0.0013,0.006,0.0152,NA,47,17,0.0127
SEP,7,8,0.0055,0.0053,0.015,NA,51,23,0.0102
SEP,7,9,0.0092,0.0051,0.0153,NA,41,22,0.0096
SEP,7,10,0.0154,0.0064,0.015,NA,32,18,0.0071
SEP,7,11,0.0232,0.0088,0.0149,NA,20,10,0.0062
SEP,7,12,0.0273,0.0113,0.0149,NA,23,8,0.0085
SEP,7,13,0.034,0.0148,0.0149,NA,28,9,0.0085
SEP,7,14,0.0374,0.0192,0.0149,NA,28,8,0.0084
SEP,7,15,0.0421,0.0243,0.0142,NA,22,13,0.0064
SEP,7,16,0.0443,0.0291,0.014,NA,19,10,0.0064
SEP,7,17,0.0435,0.0334,0.0138,NA,23,10,0.0075
SEP,7,18,0.0349,0.0358,0.0137,NA,36,12,0.0069
SEP,7,19,0.0195,0.0354,0.0134,NA,71,16,0.0169
SEP,7,20,0.0209,0.0346,0.0113,NA,68,17,0.0098
SEP,7,21,0.017,0.0325,0.0099,NA,47,16,0.0112
SEP,7,22,0.0189,0.0301,0.0087,NA,38,14,0.0084
SEP,7,23,0.015,0.0268,0.0082,NA,25,12,0.0095
SEP,8,0,0.0196,0.0237,0.0084,NA,26,12,0.0075
SEP,8,1,0.0206,0.0208,0.0086,NA,25,13,0.0056
SEP,8,2,0.0201,0.019,0.0085,NA,16,14,0.0057
SEP,8,3,0.022,0.0193,0.0086,NA,9,11,0.0051
SEP,8,4,0.02,0.0191,0.0085,NA,6,10,0.0059
SEP,8,5,0.0167,0.0191,0.0083,NA,5,10,0.0071
SEP,8,6,0.0089,0.0179,0.0082,NA,4,8,0.0126
SEP,8,7,0.0021,0.0162,0.0082,NA,9,6,0.0147
SEP,8,8,0.0026,0.0141,0.0081,NA,13,6,0.0177
SEP,8,9,0.0065,0.0124,0.0076,NA,18,7,0.0188
SEP,8,10,0.0174,0.012,0.0079,NA,31,16,0.0141
SEP,8,11,0.0279,0.0128,0.0083,NA,31,23,0.0111
SEP,8,12,0.036,0.0148,0.0093,NA,30,22,0.0088
SEP,8,13,0.0398,0.0176,0.0095,NA,29,25,0.0068
SEP,8,14,0.043,0.0219,0.0095,NA,22,20,0.0077
SEP,8,15,0.0431,0.027,0.0096,NA,18,17,0.0052
SEP,8,16,0.0437,0.0322,0.0096,NA,19,14,0.0056
SEP,8,17,0.045,0.037,0.0096,NA,17,11,0.0049
SEP,8,18,0.0354,0.0392,0.0096,NA,20,9,0.0065
SEP,8,19,0.0293,0.0394,0.0096,NA,37,10,0.0077
SEP,8,20,0.0211,0.0376,0.0097,NA,33,12,0.0091
SEP,8,21,0.0188,0.0349,0.0097,NA,29,11,0.0107
SEP,8,22,0.0186,0.0319,0.0097,NA,27,10,0.0097
SEP,8,23,0.0168,0.0286,0.0096,NA,24,10,0.0102
SEP,9,0,0.0196,0.0256,0.0095,NA,21,11,0.0086
SEP,9,1,0.022,0.0227,0.0101,NA,23,16,0.0069
SEP,9,2,0.0186,0.0206,0.0106,NA,33,21,0.0079
SEP,9,3,0.0171,0.0191,0.0108,NA,42,30,0.0091
SEP,9,4,0.0182,0.0187,0.0109,NA,31,28,0.0143
SEP,9,5,0.0071,0.0172,0.011,NA,26,20,0.0155
SEP,9,6,0.0054,0.0156,0.0116,NA,52,17,0.017
SEP,9,7,0.0052,0.0141,0.012,NA,83,43,0.018
SEP,9,8,0.0076,0.0126,0.0123,NA,89,55,0.0157
SEP,9,9,0.0162,0.0119,0.0123,NA,78,52,0.0123
SEP,9,10,0.0241,0.0126,0.0121,NA,67,47,0.0083
SEP,9,11,0.0332,0.0146,0.0117,NA,46,31,0.0063
SEP,9,12,0.0407,0.0175,0.0107,NA,35,23,0.0064
SEP,9,13,0.048,0.0226,0.0107,NA,32,18,0.0052
SEP,9,14,0.0452,0.0275,0.0106,NA,27,17,0.0061
SEP,9,15,0.0414,0.0321,0.0106,NA,20,15,0.0045
SEP,9,16,0.0419,0.0364,0.0105,NA,11,13,0.0039
SEP,9,17,0.0425,0.0396,0.0105,NA,8,15,0.0037
SEP,9,18,0.0428,0.042,0.0105,NA,14,14,0.0054
SEP,9,19,0.0384,0.0426,0.0105,NA,41,14,0.0071
SEP,9,20,0.0262,0.0408,0.0113,NA,30,14,0.0139
SEP,9,21,0.0203,0.0374,0.0121,NA,34,19,0.0151
SEP,9,22,0.0358,0.0362,0.0122,NA,28,20,0.0057
SEP,9,23,0.0419,0.0362,0.0121,NA,21,18,0.0053
SEP,10,0,0.0348,0.0353,0.0125,NA,11,12,0.0066
SEP,10,1,0.033,0.0341,0.0118,NA,6,10,0.0073
SEP,10,2,0.0294,0.0325,0.0113,NA,6,9,0.0068
SEP,10,3,0.0218,0.0304,0.0111,NA,5,8,0.0104
SEP,10,4,0.0143,0.0289,0.011,NA,13,8,0.0128
SEP,10,5,0.0071,0.0273,0.011,NA,19,13,0.0183
SEP,10,6,0.0085,0.0238,0.0103,NA,19,16,0.016
SEP,10,7,0.0042,0.0191,0.0099,NA,21,18,0.019
SEP,10,8,0.0036,0.0152,0.0096,NA,24,20,0.0203
SEP,10,9,0.0052,0.0118,0.0093,NA,30,24,0.0172
SEP,10,10,0.0162,0.0101,0.0093,NA,25,22,0.0109
SEP,10,11,0.0232,0.0103,0.0096,NA,20,18,0.0083
SEP,10,12,0.0265,0.0118,0.0097,NA,24,15,0.0079
SEP,10,13,0.0317,0.0149,0.0097,NA,23,13,0.0072
SEP,10,14,0.0292,0.0175,0.0099,NA,27,13,0.008
SEP,10,15,0.0283,0.0205,0.01,NA,31,15,0.0076
SEP,10,16,0.0289,0.0236,0.0101,NA,30,10,0.0069
SEP,10,17,0.029,0.0266,0.0103,NA,27,14,0.007
SEP,10,18,0.0275,0.028,0.0105,NA,32,12,0.0073
SEP,10,19,0.0234,0.028,0.0111,NA,36,11,0.009
SEP,10,20,0.0194,0.0272,0.0114,NA,45,15,0.0074
SEP,10,21,0.0124,0.0248,0.0111,NA,75,15,0.01
SEP,10,22,0.0113,0.0225,0.0122,NA,41,15,0.01
SEP,10,23,0.0121,0.0205,0.0125,NA,32,20,0.0072
SEP,11,0,0.0127,0.0185,0.0121,NA,26,16,0.0062
SEP,11,1,0.0127,0.0164,0.0124,NA,21,14,0.0058
SEP,11,2,0.0138,0.0147,0.0126,NA,16,12,0.0052
SEP,11,3,0.0141,0.0136,0.0127,NA,9,11,0.0051
SEP,11,4,0.012,0.0126,0.0128,NA,11,10,0.007
SEP,11,5,0.0113,0.0125,0.0142,NA,17,10,0.0084
SEP,11,6,0.008,0.0121,0.0142,NA,23,13,0.0113
SEP,11,7,0.0039,0.0111,0.0143,NA,28,12,0.0139
SEP,11,8,0.0043,0.01,0.0144,NA,39,11,0.0129
SEP,11,9,0.0112,0.0098,0.0148,NA,43,12,0.0092
SEP,11,10,0.0162,0.0101,0.0151,NA,44,12,0.0088
SEP,11,11,0.0232,0.0113,0.015,NA,39,12,0.008
SEP,11,12,0.0286,0.0133,0.0151,NA,33,11,0.0097
SEP,11,13,0.0316,0.0159,0.0153,NA,30,8,0.0098
SEP,11,14,0.0342,0.0192,0.0152,NA,26,7,0.0094
SEP,11,15,0.0376,0.0234,0.0152,NA,32,6,0.0075
SEP,11,16,0.0329,0.0269,0.0156,NA,39,5,0.0076
SEP,11,17,0.0313,0.0294,0.0156,NA,51,11,0.0063
SEP,11,18,0.0287,0.031,0.0166,NA,59,10,0.0074
SEP,11,19,0.0242,0.0311,0.0169,NA,45,14,0.01
SEP,11,20,0.0182,0.0298,0.0158,NA,42,13,0.0117
SEP,11,21,0.0156,0.0278,0.0158,NA,38,13,0.011
SEP,11,22,0.0151,0.0254,0.0147,NA,31,14,0.0094
SEP,11,23,0.0178,0.023,0.0141,NA,22,11,0.0061
SEP,12,0,0.0164,0.0209,0.0138,NA,15,8,0.0059
SEP,12,1,0.0148,0.0189,0.0135,NA,12,6,0.0067
SEP,12,2,0.0162,0.0173,0.0132,NA,9,6,0.005
SEP,12,3,0.0173,0.0164,0.013,NA,6,5,0.0045
SEP,12,4,0.0154,0.0161,0.0133,NA,6,4,0.0056
SEP,12,5,0.0152,0.016,0.014,NA,29,7,0.0074
SEP,12,6,0.0146,0.016,0.0141,NA,30,25,0.0078
SEP,12,7,0.011,0.0151,0.014,NA,25,16,0.0096
SEP,12,8,0.0093,0.0142,0.0138,NA,28,12,0.0111
SEP,12,9,0.0192,0.0148,0.0132,NA,32,11,0.0076
SEP,12,10,0.0246,0.0158,0.0126,NA,37,11,0.0073
SEP,12,11,0.029,0.0173,0.0123,NA,32,10,0.0071
SEP,12,12,0.0334,0.0195,0.0121,NA,27,9,0.0069
SEP,12,13,0.0385,0.0225,0.0122,NA,23,8,0.0069
SEP,12,14,0.0433,0.026,0.0126,NA,27,8,0.0077
SEP,12,15,0.0521,0.0312,0.0131,NA,25,11,0.0076
SEP,12,16,0.0579,0.0372,0.0134,NA,28,14,0.0081
SEP,12,17,0.0495,0.041,0.0135,NA,32,25,0.0058
SEP,12,18,0.0395,0.0429,0.0123,NA,22,20,0.0032
SEP,12,19,0.0319,0.0433,0.0112,NA,30,13,0.0073
SEP,12,20,0.0213,0.0417,0.0112,NA,29,9,0.0085
SEP,12,21,0.0265,0.0402,0.0108,NA,29,9,0.0077
SEP,12,22,0.0217,0.0375,0.0105,NA,28,10,0.0069
SEP,12,23,0.0205,0.0336,0.0105,NA,22,9,0.0065
SEP,13,0,0.0185,0.0287,0.0106,NA,19,7,0.0067
SEP,13,1,0.0204,0.025,0.0103,NA,15,7,0.0058
SEP,13,2,0.0226,0.0229,0.0103,NA,16,8,0.0053
SEP,13,3,0.0178,0.0212,0.0106,NA,15,8,0.0063
SEP,13,4,0.0099,0.0197,0.0108,NA,17,9,0.0086
SEP,13,5,0.0063,0.0172,0.0095,NA,15,12,0.01
SEP,13,6,0.0094,0.0157,0.0094,NA,14,11,0.0078
SEP,13,7,0.0048,0.0137,0.0095,NA,18,9,0.0105
SEP,13,8,0.0081,0.0124,0.0095,NA,25,7,0.0091
SEP,13,9,0.0102,0.0111,0.01,NA,29,6,0.0091
SEP,13,10,0.0207,0.0109,0.0101,NA,29,9,0.0061
SEP,13,11,0.0279,0.0122,0.0102,NA,28,10,0.0061
SEP,13,12,0.0292,0.0146,0.01,NA,27,9,0.0058
SEP,13,13,0.0286,0.0174,0.0098,NA,21,8,0.0067
SEP,13,14,0.0296,0.0199,0.0099,NA,28,8,0.007
SEP,13,15,0.0291,0.0229,0.0098,NA,29,11,0.0074
SEP,13,16,0.0306,0.0257,0.0092,NA,23,10,0.0057
SEP,13,17,0.0307,0.0283,0.0093,NA,23,8,0.0054
SEP,13,18,0.03,0.0295,0.0097,NA,20,5,0.0061
SEP,13,19,0.0288,0.0296,0.0099,NA,20,3,0.0076
SEP,13,20,0.0236,0.0289,0.012,NA,34,6,0.0108
SEP,13,21,0.0204,0.0279,0.014,NA,45,14,0.0108
SEP,13,22,0.0218,0.0269,0.0165,NA,41,20,0.0095
SEP,13,23,0.0184,0.0255,0.0171,NA,41,27,0.008
SEP,14,0,0.0232,0.0246,0.0172,NA,36,27,0.0047
SEP,14,1,0.0249,0.0239,0.0171,NA,25,18,0.0035
SEP,14,2,0.0244,0.0232,0.0171,NA,18,12,0.0033
SEP,14,3,0.0254,0.0228,0.0168,NA,15,8,0.0035
SEP,14,4,0.0231,0.0227,0.016,NA,13,9,0.0047
SEP,14,5,0.018,0.0224,0.0154,NA,14,11,0.0076
SEP,14,6,0.01,0.0209,0.0163,NA,21,11,0.0125
SEP,14,7,0.0021,0.0189,0.0167,NA,36,15,0.0185
SEP,14,8,0.0116,0.0174,0.0168,NA,45,22,0.0144
SEP,14,9,0.0221,0.0171,0.0171,NA,45,18,0.0098
SEP,14,10,0.0298,0.0178,0.0178,NA,48,18,0.0083
SEP,14,11,0.0339,0.0188,0.0179,NA,38,16,0.0081
SEP,14,12,0.0364,0.0205,0.0179,NA,34,15,0.0066
SEP,14,13,0.0364,0.0228,0.0178,NA,32,11,0.0077
SEP,14,14,0.0385,0.0263,0.0172,NA,30,8,0.0072
SEP,14,15,0.0392,0.031,0.0166,NA,34,8,0.0074
SEP,14,16,0.0402,0.0346,0.0163,NA,33,9,0.0071
SEP,14,17,0.0382,0.0366,0.016,NA,28,10,0.008
SEP,14,18,0.0355,0.0373,0.0157,NA,34,14,0.009
SEP,14,19,0.0287,0.0366,0.0163,NA,36,10,0.0077
SEP,14,20,0.0216,0.0348,0.0143,NA,40,7,0.0124
SEP,14,21,0.0232,0.0331,0.0123,NA,38,12,0.01
SEP,14,22,0.0207,0.0309,0.01,NA,30,12,0.01
SEP,14,23,0.0192,0.0284,0.0097,NA,28,12,0.0081
SEP,15,0,0.0239,0.0264,0.0097,NA,22,12,0.0051
SEP,15,1,0.0233,0.0245,0.0098,NA,13,9,0.0066
SEP,15,2,0.0227,0.0229,0.0097,NA,12,6,0.005
SEP,15,3,0.0187,0.0217,0.0098,NA,7,6,0.0061
SEP,15,4,0.0161,0.021,0.0103,NA,14,6,0.0091
SEP,15,5,0.0174,0.0202,0.0101,NA,16,14,0.0063
SEP,15,6,0.0185,0.02,0.0091,NA,15,12,0.0071
SEP,15,7,0.0142,0.0193,0.0085,NA,16,10,0.0103
SEP,15,8,0.0118,0.0178,0.0085,NA,27,9,0.013
SEP,15,9,0.0212,0.0176,0.0079,NA,32,9,0.0086
SEP,15,10,0.0257,0.018,0.0073,NA,30,13,0.0074
SEP,15,11,0.0298,0.0193,0.0073,NA,28,8,0.0068
SEP,15,12,0.0324,0.0214,0.0074,NA,25,6,0.0073
SEP,15,13,0.0343,0.0235,0.0074,NA,20,5,0.0073
SEP,15,14,0.0338,0.0254,0.0074,NA,22,6,0.0073
SEP,15,15,0.033,0.0278,0.0073,NA,21,6,0.0083
SEP,15,16,0.036,0.0308,0.0072,NA,26,8,0.0069
SEP,15,17,0.0349,0.0325,0.0071,NA,25,9,0.0049
SEP,15,18,0.0327,0.0334,0.0071,NA,25,7,0.0039
SEP,15,19,0.0266,0.033,0.0063,NA,9,6,0.0073
SEP,15,20,0.0189,0.0313,0.0061,NA,4,5,0.0117
SEP,15,21,0.0201,0.0295,0.0062,NA,2,12,0.0094
SEP,15,22,0.0221,0.028,0.007,NA,1,10,0.0061
SEP,15,23,0.0208,0.0265,0.0085,NA,1,10,0.0063
SEP,16,0,0.0187,0.0244,0.0092,NA,1,11,0.0069
SEP,16,1,0.0188,0.0223,0.0093,NA,1,11,0.0056
SEP,16,2,0.0187,0.0206,0.0093,NA,1,11,0.0049
SEP,16,3,0.0182,0.0195,0.0092,NA,1,8,0.0049
SEP,16,4,0.0192,0.0196,0.0087,NA,1,7,0.0039
SEP,16,5,0.0183,0.0194,0.0087,NA,4,9,0.0045
SEP,16,6,0.0111,0.018,0.0088,NA,4,8,0.0081
SEP,16,7,0.0053,0.016,0.0091,NA,19,9,0.0111
SEP,16,8,0.0055,0.0144,0.0095,NA,28,12,0.0121
SEP,16,9,0.0111,0.0134,0.01,NA,44,19,0.0104
SEP,16,10,0.0213,0.0137,0.0102,NA,39,21,0.0064
SEP,16,11,0.0272,0.0149,0.0102,NA,29,14,0.0053
SEP,16,12,0.0283,0.016,0.0101,NA,24,9,0.0064
SEP,16,13,0.0309,0.0176,0.0101,NA,19,6,0.0047
SEP,16,14,0.0306,0.02,0.0102,NA,19,4,0.0056
SEP,16,15,0.0321,0.0234,0.0104,NA,14,4,0.0047
SEP,16,16,0.0305,0.0265,0.0104,NA,14,5,0.0038
SEP,16,17,0.0286,0.0287,0.0103,NA,16,4,0.004
SEP,16,18,0.026,0.0293,0.0101,NA,12,3,0.0045
SEP,16,19,0.021,0.0285,0.0101,NA,15,3,0.0062
SEP,16,20,0.0157,0.0269,0.0101,NA,19,2,0.0099
SEP,16,21,0.0177,0.0253,0.0099,NA,24,3,0.008
SEP,16,22,0.0214,0.0241,0.009,NA,23,6,0.0055
SEP,16,23,0.0228,0.023,0.0072,NA,14,5,0.0045
SEP,17,0,0.0255,0.0223,0.0065,NA,12,3,0.0042
SEP,17,1,0.0244,0.0218,0.0064,NA,6,4,0.0043
SEP,17,2,0.021,0.0212,0.0065,NA,6,4,0.0052
SEP,17,3,0.019,0.021,0.0065,NA,6,4,0.0056
SEP,17,4,0.0114,0.0204,0.0067,NA,8,6,0.0087
SEP,17,5,0.0067,0.019,0.0069,NA,15,7,0.0107
