DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario (ppm),O3 Promedio de 8 hrs.  (ppm),SO2 promedio de 24 hrs. (ppm),CO Promedio de 8 hrs. (ppm),PM10 Promedio ponderado  de 12 hrs. (µg/m³),PM2.5 Promedio ponderado  de 12 hrs. (µg/m³),NO2 Horario (ppm)
SEP,17,6,0.0044,0.0169,0.0077,NA,24,9,0.0117
SEP,17,7,0.0023,0.0144,0.0077,NA,30,16,0.0135
SEP,17,8,0.0041,0.0117,0.0084,NA,37,14,0.0115
SEP,17,9,0.0126,0.0102,0.0083,NA,50,20,0.0095
SEP,17,10,0.0213,0.0102,0.0082,NA,44,19,0.0071
SEP,17,11,0.0253,0.011,0.0081,NA,34,12,0.0064
SEP,17,12,0.0296,0.0133,0.0081,NA,31,9,0.0055
SEP,17,13,0.0311,0.0163,0.0081,NA,25,9,0.0058
SEP,17,14,0.0331,0.0199,0.0081,NA,19,6,0.0067
SEP,17,15,0.0352,0.024,0.0081,NA,20,11,0.0063
SEP,17,16,0.0307,0.0274,0.0082,NA,22,8,0.0077
SEP,17,17,0.0299,0.0295,0.0083,NA,23,6,0.0056
SEP,17,18,0.0272,0.0303,0.0086,NA,21,5,0.0062
SEP,17,19,0.0228,0.0299,0.0087,NA,37,6,0.0108
SEP,17,20,0.0153,0.0282,0.0088,NA,50,8,0.0131
SEP,17,21,0.0146,0.0261,0.0092,NA,49,10,0.0123
SEP,17,22,0.0151,0.0238,0.0098,NA,42,11,0.0098
SEP,17,23,0.0139,0.0212,0.0099,NA,31,12,0.0077
SEP,18,0,0.0153,0.0193,0.01,NA,25,9,0.0064
SEP,18,1,0.0157,0.0175,0.0101,NA,17,8,0.0064
SEP,18,2,0.0167,0.0162,0.0101,NA,15,9,0.0059
SEP,18,3,0.017,0.0154,0.0101,NA,9,9,0.0057
SEP,18,4,0.0174,0.0157,0.0103,NA,10,7,0.0063
SEP,18,5,0.0182,0.0162,0.0103,NA,12,7,0.0061
SEP,18,6,0.0135,0.016,0.0094,NA,10,8,0.0094
SEP,18,7,0.0126,0.0158,0.0092,NA,18,7,0.0107
SEP,18,8,0.0134,0.0156,0.0093,NA,27,6,0.0109
SEP,18,9,0.0181,0.0159,0.009,NA,35,11,0.0075
SEP,18,10,0.0215,0.0165,0.009,NA,33,9,0.0069
SEP,18,11,0.0253,0.0175,0.0092,NA,30,8,0.0071
SEP,18,12,0.0269,0.0187,0.0093,NA,33,8,0.0075
SEP,18,13,0.0309,0.0203,0.0094,NA,29,8,0.0077
SEP,18,14,0.0335,0.0228,0.0098,NA,30,9,0.0072
SEP,18,15,0.0341,0.0255,0.0103,NA,34,11,0.0078
SEP,18,16,0.0348,0.0281,0.0109,NA,39,15,0.0065
SEP,18,17,0.0321,0.0299,0.0116,NA,44,14,0.0076
SEP,18,18,0.0317,0.0312,0.0116,NA,43,15,0.0067
SEP,18,19,0.0257,0.0312,0.0115,NA,42,11,0.0093
SEP,18,20,0.0187,0.0302,0.0116,NA,46,8,0.0132
SEP,18,21,0.0214,0.029,0.0116,NA,48,8,0.01
SEP,18,22,0.022,0.0276,0.0109,NA,41,9,0.0078
SEP,18,23,0.0287,0.0269,0.0108,NA,31,8,0.0059
SEP,19,0,0.0225,0.0254,0.0107,NA,40,7,0.0076
SEP,19,1,0.0371,0.026,0.0106,NA,35,6,0.007
SEP,19,2,0.0241,0.025,0.0112,NA,23,7,0.0086
SEP,19,3,0.0174,0.024,0.0125,NA,18,9,0.0109
SEP,19,4,0.0215,0.0243,0.0131,NA,19,13,0.0089
SEP,19,5,0.0326,0.0257,0.0131,NA,15,12,0.0065
SEP,19,6,0.0138,0.0247,0.0133,NA,17,10,0.0116
SEP,19,7,0.0148,0.023,0.0134,NA,22,11,0.0111
SEP,19,8,0.0138,0.0219,0.012,NA,25,13,0.0125
SEP,19,9,0.0206,0.0198,0.0116,NA,30,11,0.0088
SEP,19,10,0.0222,0.0196,0.0116,NA,31,9,0.0081
SEP,19,11,0.0267,0.0208,0.0115,NA,31,10,0.009
SEP,19,12,0.0298,0.0218,0.0114,NA,33,8,0.0081
SEP,19,13,0.0302,0.0215,0.0114,NA,32,5,0.0081
SEP,19,14,0.028,0.0233,0.0119,NA,35,7,0.0092
SEP,19,15,0.0292,0.0251,0.0121,NA,33,12,0.0085
SEP,19,16,0.0294,0.027,0.0121,NA,33,13,0.008
SEP,19,17,0.0292,0.0281,0.0125,NA,38,12,0.0073
SEP,19,18,0.0284,0.0289,0.0139,NA,38,12,0.0058
SEP,19,19,0.0235,0.0285,0.0156,NA,37,12,0.0086
SEP,19,20,0.0225,0.0276,0.0158,NA,39,14,0.0091
SEP,19,21,0.0216,0.0265,0.0156,NA,38,15,0.0083
SEP,19,22,0.0219,0.0257,0.0158,NA,34,14,0.0065
SEP,19,23,0.0218,0.0248,0.0159,NA,27,12,0.0072
SEP,20,0,0.0244,0.0242,0.016,NA,21,10,0.0052
SEP,20,1,0.025,0.0236,0.0162,NA,17,9,0.0042
SEP,20,2,0.0208,0.0227,0.0155,NA,12,7,0.0056
SEP,20,3,0.0216,0.0224,0.0143,NA,7,6,0.0042
SEP,20,4,0.0193,0.022,0.0144,NA,8,8,0.0077
SEP,20,5,0.0236,0.0223,0.0142,NA,11,14,0.0039
SEP,20,6,0.018,0.0218,0.014,NA,18,11,0.0059
SEP,20,7,0.0165,0.0211,0.0139,NA,17,14,0.0074
SEP,20,8,0.0184,0.0204,0.014,NA,21,12,0.0085
SEP,20,9,0.0263,0.0206,0.0141,NA,24,11,0.0067
SEP,20,10,0.03,0.0217,0.014,NA,33,11,0.0057
SEP,20,11,0.0312,0.0229,0.0141,NA,38,9,0.0067
SEP,20,12,0.0347,0.0248,0.0143,NA,35,7,0.0075
SEP,20,13,0.0356,0.0263,0.0144,NA,66,14,0.0062
SEP,20,14,0.0361,0.0286,0.0138,NA,46,13,0.0056
SEP,20,15,0.0356,0.031,0.013,NA,34,10,0.0049
SEP,20,16,0.0365,0.0332,0.0124,NA,19,6,0.0032
SEP,20,17,0.0367,0.0345,0.0112,NA,14,7,0.0033
SEP,20,18,0.0341,0.0351,0.0095,NA,15,9,0.0044
SEP,20,19,0.0291,0.0348,0.0078,NA,24,8,0.0067
SEP,20,20,0.0274,0.0339,0.0075,NA,26,6,0.0073
SEP,20,21,0.0246,0.0325,0.009,NA,31,8,0.009
SEP,20,22,0.0255,0.0312,0.0092,NA,30,16,0.007
SEP,20,23,0.0228,0.0296,0.0101,NA,28,12,0.0083
SEP,21,0,0.021,0.0276,0.01,NA,24,12,0.0062
SEP,21,1,0.0154,0.025,0.0099,NA,19,11,0.0088
SEP,21,2,0.0164,0.0228,0.0098,NA,18,8,0.0084
SEP,21,3,0.0149,0.021,0.0097,NA,16,8,0.0085
SEP,21,4,0.0109,0.0189,0.0089,NA,22,10,0.0105
SEP,21,5,0.0085,0.0169,0.0093,NA,36,25,0.0124
SEP,21,6,0.0066,0.0145,0.0095,NA,60,37,0.014
SEP,21,7,0.0017,0.0119,0.01,NA,69,42,0.0185
SEP,21,8,0.0039,0.0098,0.0099,NA,74,58,0.0171
SEP,21,9,0.0078,0.0088,0.0098,NA,63,35,0.0155
SEP,21,10,0.0195,0.0092,0.0098,NA,54,24,0.0116
SEP,21,11,0.0264,0.0107,0.0098,NA,44,18,0.0092
SEP,21,12,0.0322,0.0133,0.0103,NA,42,14,0.0092
SEP,21,13,0.0429,0.0176,0.0111,NA,44,16,0.007
SEP,21,14,0.0556,0.0238,0.0124,0.455,45,20,0.0095
SEP,21,15,0.0579,0.0308,0.0137,0.432,36,24,0.01
SEP,21,16,0.0578,0.0375,0.0144,0.417,25,38,0.0083
SEP,21,17,0.0569,0.0437,0.0149,0.37,29,30,0.0064
SEP,21,18,0.0529,0.0478,0.0152,0.346,41,21,0.0067
SEP,21,19,0.0445,0.0501,0.0154,0.332,51,13,0.0095
SEP,21,20,0.0342,0.0503,0.0154,0.31,64,10,0.0093
SEP,21,21,0.0298,0.0487,0.0136,0.309,61,13,0.0083
SEP,21,22,0.0328,0.0459,0.0133,0.283,41,15,0.0057
SEP,21,23,0.0306,0.0424,0.0125,0.263,27,13,0.0059
SEP,22,0,0.0286,0.0388,0.0126,0.242,15,11,0.0056
SEP,22,1,0.0285,0.0352,0.0126,0.226,9,10,0.0043
SEP,22,2,0.0236,0.0316,0.0127,0.207,12,11,0.0048
SEP,22,3,0.0228,0.0289,0.0128,0.179,13,11,0.006
SEP,22,4,0.0251,0.0277,0.0126,0.158,13,10,0.0063
SEP,22,5,0.0194,0.0264,0.0123,0.145,14,10,0.0095
SEP,22,6,0.0173,0.0245,0.0121,0.15,18,11,0.0119
SEP,22,7,0.0133,0.0223,0.0117,0.188,24,13,0.0155
SEP,22,8,0.0168,0.0208,0.0118,0.225,19,15,0.0143
SEP,22,9,0.0207,0.0199,0.0119,0.268,18,15,0.0136
SEP,22,10,0.0316,0.0209,0.012,0.298,25,17,0.0094
SEP,22,11,0.0434,0.0234,0.0119,0.318,20,16,0.0059
SEP,22,12,0.0497,0.0265,0.0112,0.336,20,15,0.006
SEP,22,13,0.0491,0.0302,0.0101,0.349,18,13,0.0053
SEP,22,14,0.052,0.0346,0.0086,0.358,20,12,0.0064
SEP,22,15,0.0533,0.0396,0.0071,0.348,23,12,0.0073
SEP,22,16,0.0583,0.0447,0.0066,0.329,16,12,0.0062
SEP,22,17,0.0583,0.0494,0.0063,0.3,19,13,0.0049
SEP,22,18,0.0335,0.0497,0.0061,0.288,37,13,0.009
SEP,22,19,0.0293,0.0479,0.0059,0.284,37,12,0.0078
SEP,22,20,0.0245,0.0448,0.0061,0.301,30,12,0.0118
SEP,22,21,0.0279,0.0421,0.0069,0.3,35,13,0.0095
SEP,22,22,0.0273,0.039,0.0071,0.293,27,16,0.0091
SEP,22,23,0.0266,0.0357,0.0074,0.273,33,16,0.0093
SEP,23,0,0.0131,0.03,0.0077,0.264,32,21,0.0148
SEP,23,1,0.0096,0.0239,0.008,0.261,34,23,0.0167
SEP,23,2,0.0175,0.022,0.0084,0.248,34,23,0.0098
SEP,23,3,0.0042,0.0188,0.0086,0.238,33,24,0.0192
SEP,23,4,0.0057,0.0165,0.0092,0.207,27,21,0.0189
SEP,23,5,0.0118,0.0145,0.0098,0.203,30,18,0.0128
SEP,23,6,0.0071,0.0119,0.0099,0.212,28,22,0.0165
SEP,23,7,NA,0.0098,0.0099,0.28,31,19,0.0213
SEP,23,8,0.009,0.0093,0.0103,0.316,35,21,0.0171
SEP,23,9,0.0159,0.0102,0.0106,0.358,38,28,0.0153
SEP,23,10,0.0286,0.0117,0.0107,0.377,37,24,0.0105
SEP,23,11,0.0364,0.0163,0.0109,0.392,34,20,0.0086
SEP,23,12,0.0423,0.0216,0.011,0.401,28,14,0.0046
SEP,23,13,0.0455,0.0264,0.0111,0.401,21,12,0.0045
SEP,23,14,0.0469,0.0321,0.0111,0.387,25,11,0.0038
SEP,23,15,0.0507,0.0344,0.0111,0.322,19,11,0.0041
SEP,23,16,0.0534,0.04,0.0111,0.282,14,10,0.0042
SEP,23,17,0.0478,0.0439,0.0111,0.242,17,9,0.0059
SEP,23,18,0.0461,0.0461,0.011,0.223,23,12,0.0045
SEP,23,19,0.0393,0.0465,0.0111,0.223,29,12,0.008
SEP,23,20,0.0096,0.0424,0.0109,0.288,35,11,0.0294
SEP,23,21,0.0244,0.0398,0.0101,0.296,48,17,0.0138
SEP,23,22,0.033,0.038,0.0098,0.291,36,18,0.0075
SEP,23,23,0.0227,0.0345,0.0097,0.291,25,16,0.0128
SEP,24,0,0.0206,0.0304,0.0096,0.292,30,17,0.0117
SEP,24,1,0.0133,0.0261,0.0099,0.292,30,17,0.0158
SEP,24,2,0.0082,0.0214,0.0102,0.295,39,20,0.0152
SEP,24,3,0.0069,0.0173,0.0108,0.282,39,24,0.0165
SEP,24,4,0.0065,0.0169,0.0104,0.206,32,22,0.0152
SEP,24,5,0.0014,0.0141,0.0104,0.192,32,20,0.0188
SEP,24,6,0.0007,0.01,0.0105,0.22,39,22,0.018
SEP,24,7,0.0008,0.0073,0.0107,0.257,46,23,0.0183
SEP,24,8,0.0027,0.0051,0.0105,0.335,54,22,0.018
SEP,24,9,0.0105,0.0047,0.0113,0.374,60,25,0.0168
SEP,24,10,0.0214,0.0064,0.0123,0.401,62,30,0.0123
SEP,24,11,0.0352,0.0099,0.0125,0.419,52,30,0.0079
SEP,24,12,0.0418,0.0143,0.0128,0.439,47,25,0.0075
SEP,24,13,0.0435,0.0196,0.0129,0.457,41,22,0.0069
SEP,24,14,0.0433,0.0249,0.0131,0.439,32,18,0.0064
SEP,24,15,0.0446,0.0304,0.0133,0.4,22,16,0.0046
SEP,24,16,0.0462,0.0358,0.0135,0.339,16,15,0.0045
SEP,24,17,0.046,0.0402,0.0136,0.307,18,13,0.0039
SEP,24,18,0.0443,0.0431,0.0136,NA,23,12,0.0036
SEP,24,19,0.0215,0.0414,0.0137,NA,39,11,0.0191
SEP,24,20,0.0248,0.0393,0.0138,NA,73,14,0.0178
SEP,24,21,0.0251,0.037,0.0141,NA,59,19,0.0134
SEP,24,22,0.0206,0.0341,0.0144,NA,53,21,0.0111
SEP,24,23,0.0219,0.0313,0.0147,NA,46,17,0.01
SEP,25,0,0.0301,0.0293,0.0145,0.284,38,19,0.0069
SEP,25,1,0.021,0.0262,0.0139,0.284,29,20,0.0069
SEP,25,2,0.0198,0.0231,0.0134,0.284,27,16,0.0063
SEP,25,3,0.0189,0.0228,0.013,NA,27,17,0.0064
SEP,25,4,0.016,0.0217,0.0128,NA,26,17,0.0082
SEP,25,5,0.0148,0.0204,0.0123,NA,24,16,0.0095
SEP,25,6,0.0087,0.0189,0.0124,NA,31,16,0.0148
SEP,25,7,0.0051,0.0168,0.0122,NA,45,21,0.0209
SEP,25,8,0.0083,0.0141,0.0124,NA,51,21,0.0163
SEP,25,9,0.0137,0.0132,0.0114,NA,60,22,0.0121
SEP,25,10,0.0207,0.0133,0.0104,NA,55,21,0.0117
SEP,25,11,0.0263,0.0142,0.0101,0.454,50,23,0.0109
SEP,25,12,0.0398,0.0172,0.0098,0.436,42,25,0.0078
SEP,25,13,0.0482,0.0213,0.0096,0.422,36,24,0.0078
SEP,25,14,0.0506,0.0266,0.0095,0.415,42,22,0.0067
SEP,25,15,0.0513,0.0324,0.0092,0.388,34,20,0.0074
SEP,25,16,0.0526,0.0379,0.0092,0.373,28,16,0.0062
SEP,25,17,0.0477,0.0421,0.0094,0.336,27,18,0.0087
SEP,25,18,0.0445,0.0451,0.0095,0.307,32,15,0.0073
SEP,25,19,0.0335,0.046,0.0098,0.312,47,14,0.0165
SEP,25,20,0.0241,0.0441,0.0098,0.351,70,20,0.0196
SEP,25,21,0.0181,0.0403,0.0103,0.379,72,25,0.0201
SEP,25,22,0.0135,0.0357,0.0103,0.391,71,31,0.0164
SEP,25,23,0.0156,0.0312,0.0099,0.377,58,30,0.011
SEP,26,0,0.0131,0.0263,0.0099,0.351,46,24,0.0112
SEP,26,1,0.012,0.0218,0.01,0.335,35,20,0.0113
SEP,26,2,0.0138,0.018,0.01,0.349,33,20,0.0096
SEP,26,3,0.0111,0.0152,0.0112,0.324,36,21,0.0111
SEP,26,4,0.0051,0.0128,0.0124,0.246,47,25,0.0154
SEP,26,5,0.0059,0.0113,0.0126,0.186,43,28,0.0151
SEP,26,6,0.0014,0.0098,0.0124,0.171,40,25,0.0184
SEP,26,7,0.0011,0.0079,0.0123,0.21,49,23,0.0185
SEP,26,8,0.0034,0.0067,0.0122,0.268,51,22,0.0163
SEP,26,9,0.0082,0.0062,0.0129,0.351,71,24,0.0181
SEP,26,10,0.022,0.0073,0.0134,0.357,96,51,0.0123
SEP,26,11,0.0376,0.0106,0.0138,0.35,73,44,0.0087
SEP,26,12,0.0474,0.0159,0.0141,0.367,57,40,0.0074
SEP,26,13,0.0514,0.0216,0.0143,0.373,49,30,0.0068
SEP,26,14,0.0576,0.0286,0.0144,0.375,45,25,0.0071
SEP,26,15,0.0572,0.0356,0.0146,0.349,35,25,0.0057
SEP,26,16,0.046,0.0409,0.0145,0.315,27,22,0.0072
SEP,26,17,0.0456,0.0456,0.0144,0.269,22,17,0.004
SEP,26,18,0.0465,0.0486,0.0143,0.248,23,14,0.0051
SEP,26,19,0.0358,0.0484,0.0141,0.268,35,11,0.0126
SEP,26,20,0.0267,0.0458,0.0146,0.304,51,10,0.0162
SEP,26,21,0.0241,0.0424,0.0142,0.339,52,18,0.0147
SEP,26,22,0.0257,0.0384,0.014,0.33,45,18,0.0093
SEP,26,23,0.0202,0.0338,0.0144,0.337,42,14,0.012
SEP,27,0,0.0189,0.0304,0.0148,0.325,41,13,0.011
SEP,27,1,0.0158,0.0267,0.0149,0.305,40,16,0.0116
SEP,27,2,0.0139,0.0226,0.0147,0.288,38,17,0.0123
SEP,27,3,0.0055,0.0188,0.0133,0.262,36,16,0.0176
SEP,27,4,0.0087,0.0166,0.0121,0.218,35,16,0.016
SEP,27,5,0.0083,0.0146,0.0121,0.19,37,16,0.0125
SEP,27,6,0.006,0.0122,0.0121,0.186,36,18,0.0147
SEP,27,7,0.0039,0.0101,0.0135,0.189,41,18,0.0162
SEP,27,8,0.0063,0.0086,0.0144,0.23,52,26,0.0155
SEP,27,9,0.0121,0.0081,0.0137,0.263,62,35,0.0129
SEP,27,10,0.0254,0.0095,0.0133,0.3,51,25,0.0106
SEP,27,11,0.0371,0.0135,0.0129,0.313,49,21,0.0081
SEP,27,12,0.0463,0.0182,0.0128,NA,41,19,0.0063
SEP,27,13,0.0458,0.0229,0.0126,0.329,30,10,0.0063
SEP,27,14,0.0488,0.0282,0.0128,0.329,24,8,0.0057
SEP,27,15,0.048,0.0337,0.0128,NA,19,9,0.0068
SEP,27,16,0.0509,0.0393,0.0129,NA,12,9,0.0045
SEP,27,17,0.0492,0.0439,0.0128,NA,9,9,0.0034
SEP,27,18,0.0496,0.047,0.0127,NA,13,13,0.0038
SEP,27,19,0.0356,0.0468,0.0128,NA,29,10,0.0099
SEP,27,20,0.0265,0.0443,0.0124,NA,66,10,0.0175
SEP,27,21,0.0246,0.0417,0.0123,NA,62,11,0.0156
SEP,27,22,0.0212,0.0382,0.0126,NA,57,15,0.0147
SEP,27,23,0.0217,0.0349,0.0123,NA,56,17,0.0137
SEP,28,0,0.0238,0.0315,0.012,NA,50,16,0.0131
SEP,28,1,0.0271,0.0288,0.0118,NA,40,17,0.0105
SEP,28,2,0.0307,0.0264,0.0118,NA,32,16,0.007
SEP,28,3,0.0084,0.023,0.0118,NA,33,17,0.0174
SEP,28,4,0.0255,0.0229,0.0117,NA,29,19,0.0066
SEP,28,5,0.0205,0.0224,0.0115,NA,28,19,0.0076
SEP,28,6,0.0033,0.0201,0.0113,NA,30,17,0.0191
SEP,28,7,NA,0.0199,0.0102,NA,62,21,0.0197
SEP,28,8,0.0043,0.0171,0.0123,NA,88,28,0.0196
SEP,28,9,0.0133,0.0151,0.0133,NA,93,45,0.0161
SEP,28,10,0.0305,0.0151,0.0136,NA,83,42,0.0099
SEP,28,11,0.0431,0.0201,0.0145,0.367,68,35,0.0098
SEP,28,12,0.0496,0.0235,0.0149,0.367,61,32,0.0073
SEP,28,13,0.049,0.0276,0.0151,0.367,49,26,0.0078
SEP,28,14,0.0493,0.0342,0.0149,NA,37,20,0.0076
SEP,28,15,0.0442,0.0354,0.0147,NA,38,17,0.0058
SEP,28,16,0.0411,0.04,0.0147,NA,51,15,0.006
SEP,28,17,0.0395,0.0433,0.0149,NA,79,13,0.0063
SEP,28,18,0.0349,0.0438,0.0148,NA,50,11,0.0066
SEP,28,19,0.0279,0.042,0.0145,NA,41,8,0.008
SEP,28,20,0.0242,0.0388,0.0162,NA,40,8,0.0089
SEP,28,21,0.0279,0.0361,0.0171,NA,42,10,0.0059
SEP,28,22,0.0313,0.0339,0.0178,NA,44,11,0.0043
SEP,28,23,0.0293,0.032,0.0199,NA,44,11,0.0055
SEP,29,0,0.0282,0.0304,0.0205,NA,37,15,0.0053
SEP,29,1,0.0256,0.0287,0.0205,NA,23,15,0.0052
SEP,29,2,0.0258,0.0275,0.0205,NA,19,15,0.0038
SEP,29,3,0.0233,0.027,0.0203,NA,16,13,0.005
SEP,29,4,0.021,0.0266,0.0202,NA,16,12,0.0053
SEP,29,5,0.0181,0.0253,0.0202,NA,18,19,0.0068
SEP,29,6,0.0102,0.0227,0.0201,NA,21,19,0.0123
SEP,29,7,0.0075,0.02,0.0198,NA,33,15,0.0155
SEP,29,8,0.0064,0.0172,0.0165,NA,38,17,0.0162
SEP,29,9,0.0079,0.015,0.0159,NA,50,14,0.0152
SEP,29,10,0.0196,0.0142,0.0152,NA,44,20,0.0086
SEP,29,11,0.0274,0.0148,0.0145,NA,49,14,0.007
SEP,29,12,0.0312,0.016,0.0139,NA,58,11,0.0078
SEP,29,13,0.0338,0.018,0.0136,NA,69,11,0.0073
SEP,29,14,0.0339,0.021,0.0135,NA,71,11,0.0078
SEP,29,15,0.035,0.0244,0.0135,NA,57,15,0.007
SEP,29,16,0.0352,0.028,0.0133,NA,49,14,0.0065
SEP,29,17,0.0336,0.0312,0.013,NA,52,12,0.0071
SEP,29,18,0.0297,0.0325,0.013,NA,53,10,0.0081
SEP,29,19,0.0281,0.0326,0.013,NA,54,10,0.0075
SEP,29,20,0.0256,0.0319,0.011,NA,52,10,0.0091
SEP,29,21,0.0261,0.0309,0.0096,NA,41,10,0.0073
SEP,29,22,0.0246,0.0297,0.0084,NA,36,10,0.0075
SEP,29,23,0.0247,0.0284,0.006,NA,31,10,0.0076
SEP,30,0,0.0265,0.0274,0.0051,NA,25,11,0.0058
SEP,30,1,0.026,0.0264,0.005,NA,17,10,0.0053
SEP,30,2,0.0259,0.026,0.0049,NA,16,8,0.0045
SEP,30,3,0.0249,0.0256,0.005,NA,15,7,0.0045
SEP,30,4,0.0213,0.025,0.005,NA,14,7,0.0077
SEP,30,5,0.018,0.024,0.0049,NA,18,6,0.0087
SEP,30,6,0.0185,0.0232,0.0048,NA,21,6,0.008
SEP,30,7,0.0116,0.0216,0.0048,NA,26,7,0.0133
SEP,30,8,0.0129,0.0199,0.0054,NA,42,8,0.0149
SEP,30,9,0.022,0.0194,0.0055,NA,47,14,0.0103
SEP,30,10,0.0302,0.0199,0.0055,NA,46,19,0.0074
SEP,30,11,0.0355,0.0212,0.0054,NA,39,13,0.007
SEP,30,12,0.0396,0.0235,0.0053,NA,31,10,0.0065
SEP,30,13,0.0425,0.0266,0.0052,NA,26,6,0.007
SEP,30,14,0.0446,0.0299,0.005,NA,24,5,0.0072
SEP,30,15,0.0442,0.0339,0.0049,NA,29,6,0.0065
SEP,30,16,0.0447,0.0379,0.0048,NA,28,6,0.0063
SEP,30,17,0.0468,0.041,0.0048,NA,27,6,0.0066
SEP,30,18,0.044,0.0427,0.0048,NA,30,6,0.0087
SEP,30,19,0.0349,0.0427,0.0047,NA,44,6,0.0106
SEP,30,20,0.032,0.0417,0.0046,NA,67,7,0.0116
SEP,30,21,0.0294,0.0401,0.006,NA,50,8,0.0113
SEP,30,22,0.0232,0.0374,0.0064,NA,47,10,0.0131
SEP,30,23,0.0212,0.0345,0.0065,NA,46,12,0.0102
