DATOS MÓVILES 2020_DIF,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppb],O3 Promedio de 8 hrs. [ppb],SO2 Promedio de 24 hrs. [ppb],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppb]
MZO,17,11,26.45,10.84,23.1,1.81,NA,24,20.09
MZO,17,12,35.81,13.37,23.22,1.85,NA,28,16.74
MZO,17,13,46.33,18.53,23.02,1.86,NA,28,12.51
MZO,17,14,52.13,24.34,22.78,1.86,NA,29,8.31
MZO,17,15,48.90,30.15,22.29,1.82,NA,25,6.29
MZO,17,16,53.10,36.24,22.29,1.77,NA,19,5.2
MZO,17,17,56.13,42.22,22.18,1.7,NA,16,5.7
MZO,17,18,57.15,47,22.29,1.65,NA,15,5.73
MZO,17,19,50.39,49.99,22.42,1.64,NA,14,12.55
MZO,17,20,22.34,48.31,22.47,1.67,NA,15,27.15
MZO,17,21,27.90,46.01,22.5,1.68,NA,19,13.34
MZO,17,22,28.77,43.09,22.34,1.68,NA,18,10.45
MZO,17,23,21.97,39.72,22.18,1.69,NA,14,13.08
MZO,18,0,20.47,35.64,22.01,1.7,NA,13,13.2
MZO,18,1,13.90,30.36,21.82,1.71,NA,13,18.75
MZO,18,2,13.79,24.94,21.61,1.71,NA,15,16.67
MZO,18,3,16.08,20.65,21.43,1.7,NA,15,14.64
MZO,18,4,15.47,19.79,21.33,1.64,NA,18,13.35
MZO,18,5,15.84,18.29,21.31,1.62,NA,14,12.86
MZO,18,6,6.18,15.46,21.35,1.62,NA,17,21.56
MZO,18,7,4.69,13.3,21.26,1.64,NA,17,25.75
MZO,18,8,5.42,11.42,21.13,1.72,NA,18,26.96
MZO,18,9,12.87,11.29,20.95,1.78,NA,24,22.24
MZO,18,10,29.68,13.28,20.93,1.8,NA,30,10.35
MZO,18,11,38.90,16.13,20.79,1.8,NA,25,6.44
MZO,18,12,46.25,19.98,20.67,1.81,NA,21,5.81
MZO,18,13,47.93,23.99,20.51,1.81,NA,36,5.81
MZO,18,14,46.30,29.01,20.23,1.81,NA,29,4.87
MZO,18,15,47.51,34.36,20.11,1.77,NA,25,5.07
MZO,18,16,47.83,39.66,20.02,1.69,NA,20,4.96
MZO,18,17,51.38,44.47,19.95,1.62,NA,15,4.75
MZO,18,18,51.27,47.17,19.85,1.6,NA,12,5.71
MZO,18,19,39.93,47.3,19.67,1.61,NA,16,12.69
MZO,18,20,36.37,46.07,19.51,1.61,NA,16,11.59
MZO,18,21,29.90,43.81,19.45,1.61,NA,15,12.62
MZO,18,22,22.78,40.87,19.48,1.62,NA,13,16.83
MZO,18,23,20.27,37.47,19.51,1.63,NA,11,14.58
MZO,19,0,24.85,34.59,19.59,1.63,NA,9,10.93
MZO,19,1,30.00,31.92,19.65,1.63,NA,9,11.07
MZO,19,2,27.53,28.95,19.74,1.63,NA,11,12.41
MZO,19,3,7.38,24.88,20.02,1.63,NA,13,36.54
MZO,19,4,4.95,20.96,20.19,1.62,NA,14,35.92
MZO,19,5,11.60,18.67,20.14,1.61,NA,12,22.87
MZO,19,6,7.74,16.79,20.04,1.61,NA,15,24.77
MZO,19,7,1.67,14.46,19.92,1.64,NA,18,32.49
MZO,19,8,3.32,11.77,19.9,1.72,NA,19,36.67
MZO,19,9,11.29,9.43,19.87,1.77,NA,26,27.4
MZO,19,10,26.87,9.35,19.82,1.79,NA,31,13.31
MZO,19,11,39.98,13.43,19.82,1.79,NA,24,5.85
MZO,19,12,45.24,18.46,19.91,1.79,NA,19,6.02
MZO,19,13,45.88,22.75,19.99,1.79,NA,23,5.82
MZO,19,14,47.89,27.77,20.2,1.8,NA,21,7.96
MZO,19,15,55.67,34.52,20.21,1.76,NA,18,6.38
MZO,19,16,60.35,41.65,20.23,1.69,NA,19,5.54
MZO,19,17,60.18,47.76,20.23,1.64,NA,17,5.84
MZO,19,18,61.08,52.03,20.14,1.62,NA,16,4.88
MZO,19,19,52.59,53.61,20.13,1.63,NA,17,8.73
MZO,19,20,31.67,51.92,20.18,1.65,NA,18,11.75
MZO,19,21,32.68,50.27,20.15,1.65,NA,15,12.11
MZO,19,22,29.50,47.97,20.21,1.65,NA,14,12.26
MZO,19,23,29.43,44.69,20.37,1.64,NA,14,9.5
MZO,20,0,28.01,40.64,20.47,1.63,NA,15,9.31
MZO,20,1,25.92,36.36,20.56,1.62,NA,15,10.42
MZO,20,2,24.13,31.74,20.64,1.61,NA,14,9.08
MZO,20,3,23.44,28.1,20.53,1.6,NA,14,11.25
MZO,20,4,15.71,26.1,20.42,1.58,NA,16,11.85
MZO,20,5,10.67,23.35,20.46,1.56,NA,15,16.27
MZO,20,6,18.37,21.96,20.52,1.54,NA,15,12.99
MZO,20,7,8.57,19.35,20.72,1.57,NA,15,19.79
MZO,20,8,5.58,16.55,20.81,1.6,NA,15,20.31
MZO,20,9,16.92,15.42,20.88,1.64,NA,17,14.61
MZO,20,10,28.50,15.97,20.87,1.66,NA,21,10.33
MZO,20,11,34.82,17.39,20.82,1.68,NA,20,11.09
MZO,20,12,44.41,20.98,20.71,1.69,NA,24,6.29
MZO,20,13,51.87,26.13,20.62,1.69,NA,23,4.27
MZO,20,14,53.27,30.49,20.52,1.69,NA,23,4.78
MZO,20,15,58.51,36.74,20.45,1.66,NA,21,5.84
MZO,20,16,66.63,44.37,20.79,1.64,NA,20,9.88
MZO,20,17,57.64,49.46,20.92,1.63,NA,22,12.32
MZO,20,18,59.58,53.34,21.07,1.63,NA,20,12.17
MZO,20,19,58.19,56.26,21.13,1.62,NA,20,11.22
MZO,20,20,34.85,55.07,21.1,1.67,NA,19,28.28
MZO,20,21,24.51,51.65,21.2,1.75,NA,22,32.63
MZO,20,22,26.32,48.28,21.16,1.8,NA,24,19.68
MZO,20,23,25.00,44.09,21.14,1.8,NA,23,13.02
MZO,21,0,29.62,39.46,21.13,1.8,NA,25,8.15
MZO,21,1,30.72,36.1,21.13,1.77,NA,23,6.03
MZO,21,2,31.87,32.63,21.14,1.75,NA,20,6.87
MZO,21,3,26.66,28.69,21.79,1.74,NA,22,13.88
MZO,21,4,29.98,28.08,21.94,1.68,NA,28,9.04
MZO,21,5,31.82,29,22.12,1.6,NA,29,7.17
MZO,21,6,30.24,29.49,22.11,1.56,NA,28,7.91
MZO,21,7,23.42,29.29,22.15,1.56,NA,28,10.94
MZO,21,8,18.92,27.95,22.34,1.58,NA,26,13.83
MZO,21,9,23.27,27.02,22.77,1.61,NA,29,13.91
MZO,21,10,33.18,27.19,22.67,1.63,NA,33,9.57
MZO,21,11,38.10,28.62,22.69,1.67,NA,30,11.57
MZO,21,12,43.93,30.36,22.71,1.7,NA,34,12.88
MZO,21,13,51.94,32.88,22.83,1.74,NA,33,13.15
MZO,21,14,58.49,36.41,22.89,1.77,NA,34,11.01
MZO,21,15,58.27,40.76,22.83,1.77,NA,35,8.06
MZO,21,16,56.99,45.52,22.39,1.75,NA,32,7.14
MZO,21,17,57.74,49.83,22.12,1.74,NA,29,10.58
MZO,21,18,54.85,52.54,21.85,1.74,NA,25,12.31
MZO,21,19,45.29,53.44,21.6,1.75,NA,21,17.83
MZO,21,20,32.85,52.05,21.45,1.77,NA,22,27.47
MZO,21,21,40.10,50.57,21.25,1.76,NA,27,11.63
MZO,21,22,42.08,48.52,21.03,1.76,NA,26,12.28
MZO,21,23,23.84,44.22,20.89,1.79,NA,25,22.99
MZO,22,0,20.94,39.71,20.87,1.79,NA,25,9.45
MZO,22,1,21.91,35.23,20.81,1.78,NA,24,7.02
MZO,22,2,20.33,30.92,20.87,1.76,NA,23,9.11
MZO,22,3,23.08,28.14,20.24,1.72,NA,23,6.53
MZO,22,4,24.60,27.11,19.89,1.66,NA,25,5.15
MZO,22,5,16.22,24.12,19.54,1.64,NA,22,12.17
MZO,22,6,3.87,19.35,19.46,1.63,NA,21,25.81
MZO,22,7,7.68,17.33,19.33,1.61,NA,24,18.06
MZO,22,8,10.42,16.01,19.07,1.63,NA,24,14.84
MZO,22,9,12.84,14.88,18.67,1.66,NA,22,19.57
MZO,22,10,24.47,15.4,18.71,1.69,NA,26,9.93
MZO,22,11,34.09,16.77,18.81,1.72,NA,24,11.33
MZO,22,12,45.75,19.42,20,1.74,NA,26,11.81
MZO,22,13,60.82,24.99,20.98,1.75,NA,33,9.68
MZO,22,14,67.67,32.97,21.99,1.77,NA,39,12.11
MZO,22,15,57.57,39.2,22.62,1.78,NA,40,12.73
MZO,22,16,63.90,45.89,23.07,1.77,NA,37,8.82
MZO,22,17,60.15,51.8,23.21,1.74,NA,35,6.04
MZO,22,18,52.34,55.29,23.23,1.71,NA,31,4.27
MZO,22,19,42.28,56.31,23.33,1.68,NA,24,9.18
MZO,22,20,23.83,53.57,23.44,1.7,NA,16,25.55
MZO,22,21,21.27,48.63,23.56,1.75,NA,16,25.88
MZO,22,22,28.43,43.72,23.77,1.73,NA,18,12.32
MZO,22,23,22.26,39.31,23.66,1.72,NA,17,15.04
MZO,23,0,24.93,34.44,23.7,1.7,NA,18,12.16
MZO,23,1,22.47,29.73,23.75,1.69,NA,15,10.58
MZO,23,2,15.52,25.13,23.7,1.69,NA,17,16.57
MZO,23,3,20.52,22.4,23.7,1.68,NA,15,10.65
MZO,23,4,16.84,21.53,23.86,1.63,NA,16,11.66
MZO,23,5,7.14,19.77,24.37,1.57,NA,13,24.45
MZO,23,6,7.38,17.13,24.52,1.56,NA,10,20.92
MZO,23,7,3.06,14.73,24.85,1.57,NA,16,26.27
MZO,23,8,3.90,12.1,25.34,1.63,NA,26,32.09
MZO,23,9,12.36,10.84,25.77,1.68,NA,35,20.58
MZO,23,10,23.44,11.83,26.06,1.72,NA,35,16.28
MZO,23,11,34.11,13.53,26.27,1.76,NA,33,15.55
MZO,23,12,44.98,17.05,25.27,1.8,NA,31,13.56
MZO,23,13,57.97,23.4,24.35,1.82,NA,64,10.18
MZO,23,14,58.87,29.84,23.44,1.83,NA,NA,10.29
MZO,23,15,53.72,36.17,23.19,1.82,NA,NA,11.16
MZO,23,16,58.18,42.95,22.99,1.77,NA,NA,9.78
MZO,23,17,55.89,48.4,23.19,1.73,NA,NA,11.2
MZO,23,18,54.08,52.22,23.23,1.7,NA,NA,11.42
MZO,23,19,49.66,54.17,23.16,1.69,NA,NA,13.84
MZO,23,20,23.84,51.52,23.06,1.69,NA,NA,31.63
MZO,23,21,19.48,46.71,23.04,1.75,NA,NA,34.78
MZO,23,22,16.95,41.47,23.18,1.81,NA,NA,34.79
MZO,23,23,27.72,38.22,23.28,1.81,NA,NA,14.74
MZO,24,0,27.95,34.44,23.14,1.8,NA,NA,11.94
MZO,24,1,23.55,30.4,23.09,1.8,NA,NA,19.12
MZO,24,2,19.46,26.07,22.98,1.79,NA,NA,14.43
MZO,24,3,24.73,22.96,22.84,1.77,NA,NA,8.47
MZO,24,4,21.32,22.64,22.67,1.73,NA,NA,9.15
MZO,24,5,18.19,22.48,22.14,1.65,NA,NA,9.86
MZO,24,6,15.13,22.26,21.88,1.58,NA,NA,12.08
MZO,24,7,12.87,20.4,21.55,1.57,NA,NA,15.81
MZO,24,8,5.05,17.54,21.15,1.64,NA,NA,26.88
MZO,24,9,11.97,16.09,20.83,1.69,NA,NA,28.69
MZO,24,10,31.02,17.54,20.69,1.7,NA,NA,10.92
MZO,24,11,41.21,19.6,20.52,1.7,NA,42,6.27
MZO,24,12,52.44,23.49,20.37,1.71,NA,35,5.84
MZO,24,13,62.17,28.98,20.19,1.72,NA,38,7.93
MZO,24,14,57.82,34.32,19.97,1.72,NA,36,6.93
MZO,24,15,59.83,40.19,19.56,1.72,NA,28,6.58
MZO,24,16,64.30,47.59,19.15,1.65,NA,23,6.75
MZO,24,17,63.56,54.04,18.73,1.59,NA,17,6.43
MZO,24,18,60.40,57.72,18.59,1.59,NA,14,9.19
MZO,24,19,52.17,59.09,18.55,1.6,NA,16,14.86
MZO,24,20,24.12,55.55,18.43,1.68,NA,18,36.99
MZO,24,21,14.60,49.6,18.32,1.77,NA,35,40.86
MZO,24,22,27.25,45.78,18.01,1.78,NA,38,17.89
MZO,24,23,19.99,40.8,18.03,1.81,NA,30,18.44
MZO,25,0,18.88,35.12,17.91,1.8,NA,26,17.41
MZO,25,1,13.09,28.81,18.05,1.81,NA,21,25.05
MZO,25,2,13.81,22.99,18.09,1.8,NA,25,22.9
MZO,25,3,21.31,19.13,18.07,1.78,NA,21,16.29
MZO,25,4,21.56,18.81,18.05,1.7,NA,18,14.22
MZO,25,5,21.79,19.71,17.93,1.6,NA,18,14.43
MZO,25,6,17.93,18.55,17.81,1.58,NA,20,17.71
MZO,25,7,4.14,16.57,17.96,1.59,NA,17,32.16
MZO,25,8,6.22,14.98,17.88,1.65,NA,24,31.42
MZO,25,9,14.09,15.11,17.51,1.69,76,37,25.17
MZO,25,10,26.22,16.66,17.42,1.72,69,31,22.76
MZO,25,11,41.46,19.18,17.08,1.76,55,32,15.55
MZO,25,12,51.47,22.91,16.82,1.78,45,34,12.75
MZO,25,13,56.26,27.22,16.87,1.79,40,30,10.86
MZO,25,14,61.48,32.67,16.86,1.78,30,31,8.4
MZO,25,15,63.36,40.07,16.63,1.76,18,24,8.74
MZO,25,16,64.71,47.38,16.51,1.71,12,16,9.22
MZO,25,17,70.60,54.44,16.41,1.66,29,14,8.39
MZO,25,18,72.16,60.19,16.4,1.63,50,15,9.98
MZO,25,19,66.96,63.37,16.34,1.62,43,18,16.37
MZO,25,20,27.84,60.42,16.27,1.7,59,18,50.42
MZO,25,21,25.07,56.52,16.24,1.77,78,17,42.66
MZO,25,22,28.46,52.4,16.21,1.8,80,20,22.98
MZO,25,23,19.20,46.87,16.06,1.81,80,27,25.52
MZO,26,0,24.38,41.83,16.03,1.81,68,30,18.35
MZO,26,1,20.42,35.56,15.75,1.81,63,26,21.36
MZO,26,2,14.05,28.3,15.78,1.81,55,24,27.16
MZO,26,3,5.34,20.6,16.16,1.79,47,19,37.58
MZO,26,4,5.82,17.84,16.63,1.7,49,29,38.99
MZO,26,5,6.39,15.51,17.15,1.62,46,32,37.89
MZO,26,6,3.03,12.33,17.31,1.6,52,29,35.52
MZO,26,7,3.08,10.31,17.04,1.63,56,30,34.75
MZO,26,8,4.80,7.87,16.87,1.7,71,31,34.13
MZO,26,9,14.28,7.1,16.9,1.75,71,34,27.21
MZO,26,10,28.29,8.88,16.86,1.78,62,33,18.04
MZO,26,11,44.31,13.75,18.09,1.8,46,30,13.43
MZO,26,12,52.95,19.64,19.13,1.79,39,29,13.76
MZO,26,13,67.18,27.24,19.76,1.8,40,29,11.45
MZO,26,14,78.12,36.63,20.1,1.79,35,29,10.21
MZO,26,15,81.28,46.4,20.45,1.76,30,29,7.69
MZO,26,16,52.49,52.36,20.7,1.69,28,27,8.06
MZO,26,17,60.22,58.1,20.85,1.66,35,20,10.84
MZO,26,18,51.05,60.95,20.93,1.64,38,18,10.98
MZO,26,19,43.74,60.88,20.94,1.65,39,16,14.69
MZO,26,20,14.22,56.04,20.92,1.8,71,15,42.12
MZO,26,21,34.06,51.9,20.77,1.8,102,28,11.6
MZO,26,22,32.88,46.24,20.67,1.8,89,22,9.88
MZO,26,23,28.09,39.59,20.61,1.8,75,22,13.72
MZO,27,0,31.73,37,20.55,1.79,64,20,8.29
MZO,27,1,25.65,32.68,20.5,1.77,54,30,11.17
MZO,27,2,32.93,30.41,20.26,1.76,47,35,7.92
MZO,27,3,32.08,28.96,19.76,1.72,43,31,7.84
MZO,27,4,27.92,30.67,19.24,1.57,37,30,7.93
MZO,27,5,26.45,29.72,18.81,1.55,36,28,8.18
MZO,27,6,24.46,28.66,18.67,1.54,34,43,7.88
MZO,27,7,16.09,27.16,18.64,1.54,36,36,13.94
MZO,27,8,15.15,25.09,18.6,1.57,37,28,16.87
MZO,27,9,28.19,25.41,18.53,1.59,36,27,8.96
MZO,27,10,36.40,25.84,18.31,1.6,29,26,6.55
MZO,27,11,42.47,27.14,17.09,1.61,25,22,5.19
MZO,27,12,46.58,29.47,15.99,1.62,20,21,4.63
MZO,27,13,47.93,32.16,15.08,1.63,20,19,5.45
MZO,27,14,50.53,35.42,14.56,1.63,12,17,4.07
MZO,27,15,50.94,39.77,14.3,1.62,8,15,4.85
MZO,27,16,52.29,44.42,14.16,1.6,11,13,5
MZO,27,17,53.92,47.63,14.05,1.58,16,12,4.78
MZO,27,18,54.90,49.95,13.97,1.57,27,12,5.11
MZO,27,19,48.25,50.67,13.94,1.57,44,12,7.45
MZO,27,20,39.97,49.84,13.97,1.58,67,12,9.22
MZO,27,21,34.74,48.19,14.01,1.58,68,12,8.83
MZO,27,22,33.58,46.07,13.88,1.59,62,14,6.25
MZO,27,23,32.02,43.71,13.76,1.58,59,13,6.09
MZO,28,0,27.33,40.59,13.66,1.58,47,12,8.36
MZO,28,1,29.77,37.57,13.56,1.57,37,12,7.1
MZO,28,2,31.43,34.64,13.52,1.56,31,12,5.03
MZO,28,3,28.46,32.16,13.52,1.54,28,12,5.6
MZO,28,4,26.15,30.44,13.57,1.52,27,12,6.31
MZO,28,5,23.23,29,13.63,1.51,27,14,7.96
MZO,28,6,15.90,26.79,13.72,1.5,29,8,15.46
MZO,28,7,3.72,23.25,13.81,1.53,33,13,26.03
MZO,28,8,6.24,20.61,13.96,1.6,48,21,27.33
MZO,28,9,24.61,19.97,14.15,1.63,48,26,15.11
MZO,28,10,37.40,20.72,14.3,1.64,36,50,7.99
MZO,28,11,44.62,22.74,14.41,1.66,31,67,6.54
MZO,28,12,46.24,25.25,14.56,1.67,123,43,5.14
MZO,28,13,45.89,28.08,14.65,1.68,147,32,6.23
MZO,28,14,47.70,32.05,14.71,1.69,96,24,5.06
MZO,28,15,53.32,38.25,14.79,1.66,56,17,4.18
MZO,28,16,53.90,44.21,14.84,1.59,35,15,4.85
MZO,28,17,53.58,47.83,14.93,1.56,30,14,4.07
MZO,28,18,55.49,50.09,15,1.55,45,11,4.32
MZO,28,19,51.48,50.95,15.05,1.54,78,10,7.13
MZO,28,20,36.06,49.68,15.15,1.58,74,11,18.41
MZO,28,21,19.67,46.4,15.25,1.67,87,17,31.46
MZO,28,22,31.72,44.4,15.43,1.68,88,22,10.35
MZO,28,23,29.69,41.45,15.54,1.68,77,23,9.32
MZO,29,0,21.78,37.43,15.64,1.7,63,20,16.47
MZO,29,1,11.14,32.13,15.76,1.74,57,13,24.6
MZO,29,2,9.24,26.35,15.83,1.76,62,22,25.01
MZO,29,3,22.48,22.72,15.9,1.77,54,21,16.12
MZO,29,4,27.47,21.65,15.87,1.74,47,21,13.01
MZO,29,5,31.30,23.1,15.98,1.65,47,34,9.41
MZO,29,6,28.47,22.7,16.44,1.63,50,35,10.52
MZO,29,7,28.72,22.58,17.06,1.64,53,33,12.91
MZO,29,8,30.76,23.7,17.41,1.64,58,34,11.37
MZO,29,9,35.26,26.71,17.35,1.63,59,34,8.79
MZO,29,10,41.32,30.72,17.27,1.64,61,35,8.63
MZO,29,11,46.00,33.66,17.22,1.65,60,44,8.43
MZO,29,12,49.80,36.45,17.24,1.68,54,41,9.85
MZO,29,13,56.02,39.54,17.28,1.71,57,54,9.35
MZO,29,14,59.77,43.45,17.44,1.73,44,64,8.59
MZO,29,15,59.84,47.34,17.54,1.75,34,83,9.66
MZO,29,16,60.71,51.09,17.63,1.75,33,57,7.39
MZO,29,17,59.85,54.16,17.7,1.74,30,38,6.45
MZO,29,18,60.68,56.58,17.74,1.73,35,28,7.73
MZO,29,19,57.24,57.99,17.74,1.73,47,38,10.22
MZO,29,20,36.03,56.27,17.92,1.73,70,33,13.27
MZO,29,21,34.33,53.56,18.01,1.72,102,49,8.64
MZO,29,22,34.21,50.36,18.03,1.71,127,43,6.51
MZO,29,23,33.67,47.09,18.04,1.7,107,47,5.9
MZO,30,0,36.99,44.13,18.09,1.68,85,47,5.23
MZO,30,1,37.75,41.36,18.07,1.67,67,39,4.78
MZO,30,2,32.46,37.84,18.07,1.66,54,36,5.98
MZO,30,3,29.36,34.35,18.15,1.63,47,28,7.15
MZO,30,4,28.66,33.43,18.34,1.59,43,32,6.45
MZO,30,5,33.28,33.3,18.11,1.58,41,32,5.92
MZO,30,6,29.03,32.65,17.52,1.57,39,36,8.09
MZO,30,7,7.26,29.35,16.84,1.59,44,35,27.53
MZO,30,8,4.04,25.23,16.58,1.64,59,39,38.53
MZO,30,9,14.61,22.34,16.81,1.68,63,43,27.45
MZO,30,10,31.39,22.2,17.15,1.71,57,47,12.35
MZO,30,11,43.33,23.95,17.32,1.73,51,40,10.15
MZO,30,12,58.07,27.63,17.65,1.76,43,36,8.55
MZO,30,13,58.04,30.72,17.7,1.77,41,38,5.7
MZO,30,14,60.05,34.6,17.63,1.79,32,34,6.33
MZO,30,15,61.93,41.43,17.66,1.77,23,30,5.21
MZO,30,16,61.55,48.62,17.73,1.72,23,25,5.42
MZO,30,17,62.58,54.62,17.86,1.68,26,23,5.18
MZO,30,18,61.36,58.36,17.86,1.66,33,20,4.73
MZO,30,19,60.87,60.56,17.87,1.64,42,21,6.26
MZO,30,20,39.14,58.19,17.69,1.66,54,19,19.99
MZO,30,21,6.87,51.8,17.62,1.73,73,23,44.33
MZO,30,22,28.49,47.85,17.55,1.73,83,29,15.84
MZO,30,23,29.08,43.74,17.55,1.71,71,28,8.56
MZO,31,0,28.13,39.57,17.45,1.7,54,21,7.59
MZO,31,1,21.99,34.49,17.42,1.69,46,16,11.89
MZO,31,2,24.07,29.83,17.28,1.69,43,14,10.42
MZO,31,3,29.41,25.9,17.07,1.67,34,14,5.1
MZO,31,4,27.88,24.49,16.84,1.63,30,13,5.1
MZO,31,5,24.97,26.75,16.95,1.53,29,13,6.11
MZO,31,6,17.82,25.42,17,1.51,30,15,9.24
MZO,31,7,9.59,22.98,17.05,1.51,35,10,18.37
MZO,31,8,15.98,21.47,16.94,1.54,40,9,17.37
MZO,31,9,27.72,22.18,16.71,1.55,41,15,11.22
MZO,31,10,38.25,23.95,16.45,1.57,34,16,7.2
MZO,31,11,46.44,26.08,16.33,1.58,28,17,5.56
MZO,31,12,49.59,28.8,16,1.59,25,24,5.51
MZO,31,13,52.42,32.23,16.07,1.6,27,21,6.09
MZO,31,14,59.19,37.4,16.53,1.62,20,21,5.56
MZO,31,15,57.98,43.44,16.69,1.62,15,21,6.85
MZO,31,16,57.77,48.67,16.74,1.61,23,16,7.59
MZO,31,17,56.58,52.28,16.73,1.61,29,15,7.46
MZO,31,18,56.13,54.51,16.96,1.62,36,20,8.06
MZO,31,19,54.83,55.56,17.21,1.62,46,22,7.21
MZO,31,20,47.41,55.29,17.84,1.73,82,23,13.1
MZO,31,21,36.18,53.26,19.47,1.77,101,38,8.9
MZO,31,22,31.13,49.75,20.1,1.78,92,38,9.61
MZO,31,23,37.63,47.21,20.23,1.77,102,34,5.97
