DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 promedio 8 hrs.,SO2 promedio 24hrs,CO promedio 8hrs.,NO2 horario,PM10 promedio ponderado 12hrs.,PM2.5 promedio ponderado 12 hrs.
JUL,17,15,57.34,42.09,9.57,0.388,5.52,61,22
JUL,17,16,61.43,48.12,9.4,0.354,5.23,45,20
JUL,17,17,68.09,53.6,9.41,0.316,5.28,36,23
JUL,17,18,71.96,58.68,9.46,0.278,4.57,32,26
JUL,17,19,60.62,60.63,9.52,0.252,5.4,56,20
JUL,17,20,42.5,59.24,9.92,0.239,10.55,156,18
JUL,17,21,50.7,58.65,9.93,0.228,9.1,129,19
JUL,17,22,49.41,57.75,9.84,0.225,8.61,106,10
JUL,17,23,48.75,56.68,9.76,0.218,7,76,6
JUL,18,0,46.64,54.83,9.62,0.213,6.53,53,7
JUL,18,1,40.72,51.41,9.58,0.212,8.14,45,8
JUL,18,2,33.39,46.59,9.52,0.219,11.25,37,10
JUL,18,3,34.1,43.28,9.61,0.222,8.95,30,12
JUL,18,4,27.92,41.45,9.66,0.211,11.41,24,13
JUL,18,5,19.49,37.55,9.63,0.205,15.41,27,15
JUL,18,6,15.16,33.27,9.41,0.212,17.22,26,15
JUL,18,7,3.61,27.63,9.28,0.241,23.83,29,15
JUL,18,8,10.87,23.16,9.37,0.29,21.83,36,15
JUL,18,9,23.4,20.99,9.57,0.326,15.16,51,20
JUL,18,10,31.62,20.77,9.68,0.364,11.17,54,22
JUL,18,11,43.65,21.97,9.74,0.408,11.28,79,26
JUL,18,12,58.31,25.76,9.7,0.449,10.05,87,28
JUL,18,13,70.39,32.13,9.63,0.475,7.67,90,27
JUL,18,14,71.37,39.15,9.62,0.487,8.39,65,25
JUL,18,15,75.77,48.17,9.77,0.476,7.55,46,23
JUL,18,16,73.33,55.98,10.13,0.441,7.9,35,23
JUL,18,17,74.67,62.39,10.61,0.41,6.25,30,26
JUL,18,18,53.99,65.18,10.7,0.376,7.79,42,25
JUL,18,19,50.9,66.09,10.8,0.354,10.32,51,18
JUL,18,20,48.92,64.92,10.52,0.338,11.64,64,17
JUL,18,21,43.89,61.6,10.49,0.341,10.28,60,11
JUL,18,22,41.35,57.85,10.49,0.334,9.44,71,10
JUL,18,23,32.2,52.41,10.56,0.328,12.94,60,12
JUL,19,0,32.12,47.26,10.78,0.322,13.57,55,15
JUL,19,1,32.38,41.97,10.99,0.32,9.68,46,21
JUL,19,2,33.59,39.42,11.24,0.319,9.54,35,19
JUL,19,3,35.03,37.44,11.29,0.301,9.14,27,15
JUL,19,4,34.69,35.66,11.39,0.279,9.02,24,13
JUL,19,5,29.7,33.88,11.47,0.253,9.73,21,15
JUL,19,6,26.69,32.05,11.55,0.236,10.29,19,13
JUL,19,7,21.52,30.72,11.69,0.24,12.24,20,12
JUL,19,8,28.85,30.31,11.66,0.25,11.38,20,13
JUL,19,9,26.95,29.63,11.57,0.282,10.31,29,13
JUL,19,10,29.49,29.12,11.64,0.318,9.99,44,22
JUL,19,11,41.94,29.98,11.71,0.359,8.29,54,27
JUL,19,12,51.03,32.02,11.8,0.383,6.63,72,30
JUL,19,13,57.11,35.45,11.88,0.402,6.03,72,32
JUL,19,14,61.58,39.81,11.95,0.41,5.51,65,30
JUL,19,15,61.73,44.83,11.86,0.388,3.33,44,24
JUL,19,16,61.61,48.93,11.54,0.367,3.99,29,23
JUL,19,17,61.97,53.31,11.13,0.331,4.33,25,26
JUL,19,18,53.41,56.3,11.1,0.293,5.58,39,22
JUL,19,19,40.28,56.09,11.09,0.266,9.65,68,18
JUL,19,20,30.51,53.52,11.31,0.268,15.84,61,16
JUL,19,21,37.72,51.1,11.53,0.264,10.32,44,27
JUL,19,22,38.41,48.2,11.83,0.266,8.41,27,18
JUL,19,23,28.06,44,11.94,0.28,10.96,19,14
JUL,20,0,25.39,39.47,12.04,0.287,9.77,18,12
JUL,20,1,24.17,34.74,12.07,0.293,9.3,17,12
JUL,20,2,16.92,30.18,12.09,0.295,11.6,20,11
JUL,20,3,6.56,25.96,12.11,0.283,16.69,20,12
JUL,20,4,1.96,22.4,12.12,0.256,18.56,17,14
JUL,20,5,1.39,17.86,12.13,0.251,19.8,17,14
JUL,20,6,0.92,13.17,12.15,0.261,19.88,21,15
JUL,20,7,0.81,9.76,12.18,0.303,16.37,26,15
JUL,20,8,3.74,7.06,12.19,0.356,16.33,31,17
JUL,20,9,11.86,5.52,12.22,0.403,13.95,41,26
JUL,20,10,23.35,6.32,12.17,0.44,11.38,40,33
JUL,20,11,31.56,9.45,12.11,0.473,11.31,38,34
JUL,20,12,53.18,15.85,12.09,0.492,7.59,33,31
JUL,20,13,64.4,23.73,12.04,0.488,5.87,34,24
JUL,20,14,72.75,32.71,12.04,0.473,6.04,34,19
JUL,20,15,67.03,40.98,12.11,0.424,4.41,26,20
JUL,20,16,74.04,49.77,12.13,0.364,4.29,17,19
JUL,20,17,75.4,57.71,12.15,0.308,4.73,14,24
JUL,20,18,71.03,63.67,12.13,0.26,4.76,26,24
JUL,20,19,67.5,68.17,11.97,0.217,5.08,28,20
JUL,20,20,52.94,68.14,11.72,0.212,10.53,58,17
JUL,20,21,44.58,65.66,11.49,0.23,14.09,53,15
JUL,20,22,39.6,61.52,11.19,0.23,13.04,40,12
JUL,20,23,34.01,57.39,11.05,0.236,15.66,40,10
JUL,21,0,28.08,51.64,10.92,0.246,18.49,36,11
JUL,21,1,30.08,45.98,10.84,0.253,8.74,39,14
JUL,21,2,27.86,40.58,10.82,0.257,9.2,31,14
JUL,21,3,20.36,34.69,10.79,0.262,11.16,26,13
JUL,21,4,14.44,29.88,10.79,0.244,14.27,23,14
JUL,21,5,18.23,26.58,10.8,0.217,15.32,23,15
JUL,21,6,18.33,23.92,10.81,0.216,16.22,23,16
JUL,21,7,9.19,20.82,10.79,0.237,20.71,28,15
JUL,21,8,21,19.94,10.77,0.26,15.52,34,19
JUL,21,9,33.25,20.33,10.74,0.278,10.84,33,19
JUL,21,10,38.43,21.66,10.72,0.298,8.05,34,20
JUL,21,11,44.27,24.64,10.72,0.324,8.91,35,21
JUL,21,12,57.05,29.97,10.85,0.34,7.85,37,27
JUL,21,13,70.45,36.5,11.07,0.354,7.92,42,28
JUL,21,14,76.96,43.83,11.24,0.36,6.97,44,34
JUL,21,15,70.18,51.45,11.33,0.329,4.54,38,38
JUL,21,16,66.86,57.18,11.37,0.312,3.85,27,34
JUL,21,17,70.59,61.85,11.4,0.305,3.97,18,25
JUL,21,18,70.93,65.91,11.43,NA,4.34,21,19
JUL,21,19,57.76,67.6,11.55,NA,8.51,46,14
JUL,21,20,51.81,66.94,11.58,NA,9.07,68,11
JUL,21,21,48.35,64.18,11.59,NA,8.94,57,7
JUL,21,22,45.23,60.22,11.61,NA,8.22,42,6
JUL,21,23,43.04,56.82,11.62,NA,8.24,31,8
JUL,22,0,32.11,52.48,11.66,0.264,12.46,25,10
JUL,22,1,33.84,47.88,11.67,0.259,10.71,21,12
JUL,22,2,29.71,42.73,11.66,0.251,10.42,21,14
JUL,22,3,30.98,39.38,11.68,0.238,9.46,20,14
JUL,22,4,25.94,36.15,11.69,0.223,11.41,15,11
JUL,22,5,25.53,33.3,11.77,0.217,10.06,20,9
JUL,22,6,11.21,29.05,12.03,0.232,17.38,33,10
JUL,22,7,8.8,24.77,12.16,0.273,17.62,36,12
JUL,22,8,13.06,22.38,12.25,0.307,15.13,40,13
JUL,22,9,25.03,21.28,12.34,0.338,9.81,39,14
JUL,22,10,33.53,21.76,12.44,0.365,8.39,40,16
JUL,22,11,40.49,22.95,12.5,0.392,8.86,35,17
JUL,22,12,47.46,25.64,12.41,0.411,7.28,34,15
JUL,22,13,55.93,29.44,12.26,0.429,7.87,36,16
JUL,22,14,60.61,35.61,12.2,0.419,7.33,33,14
JUL,22,15,61.92,42.25,12.15,0.377,5.92,30,15
JUL,22,16,61.84,48.35,12.2,0.338,6.34,32,15
JUL,22,17,68.54,53.79,12.26,0.3,6.43,18,21
JUL,22,18,59.24,57,12.34,0.277,7.53,31,19
JUL,22,19,48.34,57.99,12.39,0.252,6.74,43,14
JUL,22,20,41.6,57.25,12.42,0.242,8.18,38,9
JUL,22,21,40.61,55.34,12.46,0.222,7.26,32,5
JUL,22,22,38.43,52.57,12.47,0.212,7.95,24,4
JUL,22,23,37.41,49.5,12.51,0.21,7.97,17,5
JUL,23,0,35.86,46.26,12.52,0.21,8.08,12,5
JUL,23,1,37.59,42.39,12.54,0.21,7.73,15,5
JUL,23,2,38.84,39.84,12.53,0.207,10,15,6
JUL,23,3,37.28,38.45,12.52,0.207,11.1,16,9
JUL,23,4,30.24,37.03,12.37,0.197,9.69,12,12
JUL,23,5,25.8,35.18,12.18,0.194,10.72,16,12
JUL,23,6,16.42,32.43,11.94,0.195,12.68,15,10
JUL,23,7,26.05,31.01,11.77,0.205,11.74,14,9
JUL,23,8,14.89,28.39,11.75,0.242,20.77,19,9
JUL,23,9,20.74,26.28,11.72,0.279,14.14,25,13
JUL,23,10,36.4,25.98,11.72,0.309,7.65,32,17
JUL,23,11,41.53,26.51,11.71,0.337,8.34,49,16
JUL,23,12,47.26,28.64,11.73,0.359,6.9,53,15
JUL,23,13,54.11,32.17,11.74,0.372,7.3,45,14
JUL,23,14,60.97,37.74,11.91,0.379,7.15,35,13
JUL,23,15,61.04,42.12,12.18,0.374,6.91,26,16
JUL,23,16,62.25,48.04,12.3,0.344,6.58,18,16
JUL,23,17,65.94,53.69,12.31,0.313,6.64,15,13
JUL,23,18,66.45,57.44,12.45,0.287,7.32,13,18
JUL,23,19,66.49,60.56,12.64,0.263,8.13,26,17
JUL,23,20,59.57,62.1,12.7,0.245,8.19,45,14
JUL,23,21,44.59,60.91,12.71,0.234,8.27,48,12
JUL,23,22,40.66,58.38,12.73,0.229,8.19,44,10
JUL,23,23,35.31,55.16,12.75,0.225,8.08,35,8
JUL,24,0,35.18,51.78,12.77,0.218,8.42,22,9
JUL,24,1,35.92,48.02,12.78,0.211,7.18,20,9
JUL,24,2,29.75,43.43,12.78,0.205,8.28,21,11
JUL,24,3,27.53,38.56,12.8,0.198,9.46,24,13
JUL,24,4,35.88,35.6,12.99,0.194,7.54,23,10
JUL,24,5,23.67,32.99,13.15,0.195,14.44,24,13
JUL,24,6,20.8,30.5,13.24,0.207,19.87,25,13
JUL,24,7,10.52,27.4,13.42,0.238,20.92,29,16
JUL,24,8,15.01,24.88,13.52,0.302,20.33,40,17
JUL,24,9,23.55,23.34,13.59,0.337,12.71,38,22
JUL,24,10,32.68,23.7,13.6,0.369,10.11,34,20
JUL,24,11,41.53,25.45,13.62,0.391,7.83,42,18
JUL,24,12,49.16,27.12,13.61,0.409,6.93,40,17
JUL,24,13,60.14,31.67,13.59,0.422,6.87,35,14
JUL,24,14,59.27,36.48,13.34,0.421,7.34,28,16
JUL,24,15,58.43,42.47,13.09,0.404,7.67,24,16
JUL,24,16,58.68,47.93,12.96,0.349,7.22,21,16
JUL,24,17,68.66,53.57,13.14,0.317,6.58,47,16
JUL,24,18,64.5,57.55,13.13,0.301,9.67,37,24
JUL,24,19,56.94,59.47,13.12,0.285,7.67,49,21
JUL,24,20,43.17,58.72,13.13,0.287,11.18,57,18
JUL,24,21,27.43,54.63,13.14,0.296,15.81,45,12
JUL,24,22,26.68,50.56,13.16,0.311,15.18,37,9
JUL,24,23,22.03,46.01,13.16,0.307,15.22,33,13
JUL,25,0,27.6,42.13,13.16,0.307,10.46,27,14
JUL,25,1,33.2,37.69,13.17,0.304,6.92,21,13
JUL,25,2,34.76,33.97,13.18,0.284,6.61,18,12
JUL,25,3,38.14,31.62,13.18,0.273,5.63,13,10
JUL,25,4,28.95,29.85,13.15,0.254,9.83,10,7
JUL,25,5,26.02,29.67,13.09,0.227,12.25,14,6
JUL,25,6,16.02,28.34,13.01,0.208,14.57,12,8
JUL,25,7,3.96,26.08,12.89,0.251,24.52,19,9
JUL,25,8,15.5,24.57,12.78,0.285,19.48,24,10
JUL,25,9,15.69,22.38,12.71,0.342,20.71,30,12
JUL,25,10,34.33,22.33,12.59,0.392,14.71,31,18
JUL,25,11,43.22,22.96,12.54,0.428,11.14,32,18
JUL,25,12,52.69,25.93,12.5,0.441,6.37,29,20
JUL,25,13,55.58,29.62,12.43,0.462,6.99,22,19
JUL,25,14,63.39,35.54,12.51,0.46,6.68,20,19
JUL,25,15,59.09,42.44,12.73,0.421,7.24,17,21
JUL,25,16,55.63,47.45,12.82,0.401,8.32,12,16
JUL,25,17,60.39,53.04,12.66,0.358,8.04,26,18
JUL,25,18,68.24,57.28,12.43,0.315,5.95,18,19
JUL,25,19,68.59,60.45,12.07,0.283,5.45,18,16
JUL,25,20,50.16,60.13,12,0.292,11.82,24,14
JUL,25,21,44.95,58.8,11.96,0.276,9.13,42,12
JUL,25,22,36.01,55.38,11.94,0.271,10.04,38,9
JUL,25,23,35.62,52.45,11.94,0.26,9.96,34,7
JUL,26,0,38.73,50.34,11.9,0.239,8.54,25,9
JUL,26,1,44.25,48.32,11.75,0.221,5.76,18,10
JUL,26,2,40.57,44.86,11.63,0.216,5.44,15,9
JUL,26,3,41.21,41.44,11.63,0.213,4.67,11,8
JUL,26,4,36.4,39.72,11.59,0.184,5.8,10,9
JUL,26,5,36.54,38.67,11.51,0.175,6.55,11,9
JUL,26,6,33.56,38.36,11.5,0.168,7.42,10,8
JUL,26,7,32.36,37.95,11.44,0.166,8.42,12,9
JUL,26,8,34.94,37.48,11.3,0.18,7.62,14,10
JUL,26,9,37.84,36.68,11.1,0.211,7.66,15,12
JUL,26,10,44.55,37.17,11.02,0.233,5.73,13,12
JUL,26,11,49.87,38.26,10.97,0.257,4.92,15,11
JUL,26,12,52.57,40.28,10.95,0.272,4.22,35,9
JUL,26,13,57.23,42.86,10.98,0.279,3.98,56,10
JUL,26,14,65.73,46.89,10.85,0.282,4.56,52,10
JUL,26,15,70.47,51.65,10.52,0.279,4.54,37,10
JUL,26,16,60.08,54.79,10.39,0.282,6.98,34,13
JUL,26,17,45.75,55.78,10.31,0.283,10.41,25,14
JUL,26,18,37.85,54.94,10.35,0.297,12.83,18,12
JUL,26,19,36.03,53.21,10.49,0.309,9.64,20,10
JUL,26,20,28.4,50.19,10.47,0.335,13.08,24,11
JUL,26,21,41.19,48.19,10.46,0.341,8.44,21,14
JUL,26,22,46.11,45.73,10.43,0.339,7.18,19,14
JUL,26,23,38.02,41.68,10.4,0.338,9.59,16,13
JUL,27,0,33.62,38.37,10.42,0.326,9.36,15,11
JUL,27,1,31.65,36.61,10.56,0.298,9.74,19,11
JUL,27,2,31.02,35.76,10.65,0.26,5.5,16,11
JUL,27,3,21.93,33.99,10.64,0.229,8.58,15,10
JUL,27,4,14.34,32.24,10.68,0.193,10.08,15,10
JUL,27,5,17.39,29.26,10.76,0.184,7.81,14,10
JUL,27,6,12.6,25.07,10.73,0.189,9.97,15,10
JUL,27,7,4.33,20.86,10.77,0.232,16.15,18,9
JUL,27,8,10.12,17.92,10.9,0.261,12.44,24,10
JUL,27,9,14.09,15.73,11.07,0.277,10.29,23,11
JUL,27,10,22.6,14.68,11.18,0.283,5.95,19,15
JUL,27,11,30.54,15.75,11.21,0.287,4.9,19,12
JUL,27,12,36.87,18.57,11.22,0.294,4.28,17,11
JUL,27,13,43.04,21.77,11.23,0.292,3.52,20,10
JUL,27,14,46.17,25.97,11.28,0.281,3.59,18,9
JUL,27,15,46.21,31.2,11.32,0.232,3.36,14,9
JUL,27,16,54.29,36.73,11.33,0.194,4.4,11,9
JUL,27,17,51.98,41.46,11.33,0.177,4.12,11,16
JUL,27,18,48.92,44.75,11.35,0.173,3.69,12,14
JUL,27,19,51.96,47.43,11.34,NA,4.45,30,11
JUL,27,20,37.39,47.5,11.35,NA,9.87,34,8
JUL,27,21,32.05,46.12,11.36,NA,9.2,45,6
JUL,27,22,38.22,45.13,11.37,NA,6.35,38,7
JUL,27,23,32.2,43.38,11.38,NA,6.94,23,8
JUL,28,0,30.15,40.36,11.37,NA,6.87,14,8
JUL,28,1,28.87,37.47,11.34,0.218,7.35,19,12
JUL,28,2,29.69,35.07,11.38,0.21,5.88,22,10
JUL,28,3,23.73,31.54,11.38,0.212,7.76,22,10
JUL,28,4,19.01,29.24,11.4,0.198,10.48,24,16
JUL,28,5,20.22,27.76,11.45,0.2,9.23,20,15
JUL,28,6,16.49,25.04,11.5,0.216,12.06,18,14
JUL,28,7,13.72,22.74,11.53,0.251,14.3,21,13
JUL,28,8,12.99,20.59,11.58,0.311,15.94,24,16
JUL,28,9,13.46,18.67,11.63,0.392,17.09,27,21
JUL,28,10,24.95,18.07,11.71,0.444,12.07,29,23
JUL,28,11,37.11,19.75,11.79,0.475,8.47,25,22
JUL,28,12,45.07,23,11.85,0.51,9.06,30,20
JUL,28,13,56.84,27.58,11.88,0.518,7.28,41,18
JUL,28,14,58.28,32.8,11.91,0.515,7.21,33,21
JUL,28,15,60.42,38.64,11.95,0.491,6.64,21,20
JUL,28,16,48.46,43.07,12.02,0.454,8.32,21,20
JUL,28,17,41.56,46.59,12.1,0.408,10.96,26,20
JUL,28,18,40.04,48.47,12.17,0.383,10.83,28,23
JUL,28,19,33.69,48.04,12.24,0.367,10.37,34,22
JUL,28,20,22.76,45.26,12.29,0.354,8.99,39,16
JUL,28,21,19.1,40.54,12.27,0.362,11.37,30,11
JUL,28,22,18.58,35.58,12.21,0.368,12.96,23,8
JUL,28,23,27.19,31.42,12.24,0.36,8.29,18,9
JUL,29,0,29.16,29.01,12.28,0.338,5.53,14,11
JUL,29,1,28.53,27.38,12.28,0.305,5.13,21,12
JUL,29,2,25.77,25.6,12.29,0.279,6.43,18,16
JUL,29,3,24.43,24.44,12.28,0.257,6.67,15,13
JUL,29,4,20.82,24.2,12.22,0.23,7.09,17,16
JUL,29,5,17.21,23.96,12.12,0.203,7.55,10,13
JUL,29,6,9.98,22.89,12.12,0.197,12.27,21,11
JUL,29,7,5.43,20.17,12.12,0.239,16.27,26,18
JUL,29,8,5.86,17.26,12.06,0.308,15.81,30,23
JUL,29,9,10.89,15.05,11.92,0.369,14.19,31,24
JUL,29,10,24.97,14.95,11.87,0.407,9.94,25,20
JUL,29,11,28.02,15.4,11.81,0.445,9.19,27,23
JUL,29,12,30.98,16.67,11.76,0.482,9.46,27,21
JUL,29,13,33.32,18.68,11.73,0.504,7.97,25,21
JUL,29,14,35.31,21.85,11.55,0.503,6.02,17,16
JUL,29,15,34.88,25.53,11.44,0.474,6.38,13,13
JUL,29,16,40.17,29.82,11.25,0.433,8.99,16,11
JUL,29,17,45.59,34.15,10.88,0.396,8.6,15,11
JUL,29,18,40.47,36.09,10.52,0.382,8.46,19,15
JUL,29,19,38.28,37.37,10.22,0.381,11.67,34,14
JUL,29,20,22.91,36.37,9.95,0.375,10.4,43,18
JUL,29,21,20.66,34.78,9.74,0.355,7.49,35,12
JUL,29,22,14.64,32.2,9.7,0.341,10.2,29,8
JUL,29,23,14.42,29.64,9.64,0.328,10.64,22,5
JUL,30,0,16.78,26.72,9.6,0.299,8.48,15,4
JUL,30,1,13.22,22.67,9.31,0.277,9.74,12,5
JUL,30,2,17.4,19.79,8.99,0.25,6.93,10,5
JUL,30,3,15.01,16.88,8.72,0.213,9.01,10,5
JUL,30,4,16.75,16.11,8.54,0.184,9.15,9,6
JUL,30,5,16.99,15.65,8.38,0.181,7.75,11,8
JUL,30,6,10.12,15.09,8.08,0.192,11.4,12,8
JUL,30,7,3.76,13.76,7.95,0.226,15.38,39,16
JUL,30,8,3.81,12.13,7.98,0.282,16.66,45,35
JUL,30,9,9.98,11.73,8.02,0.342,13.49,32,28
JUL,30,10,21.21,12.2,8.02,0.38,8.78,24,20
JUL,30,11,33.47,14.51,8,0.4,6.6,20,16
JUL,30,12,41.42,17.6,8.01,0.417,6.46,20,14
JUL,30,13,47.57,21.42,8.03,0.437,7.49,20,13
JUL,30,14,50.52,26.47,8.22,0.444,7.99,20,13
JUL,30,15,54.93,32.86,8.34,0.417,6.59,21,17
JUL,30,16,57.13,39.53,8.51,0.376,6.95,20,20
JUL,30,17,57.3,45.44,8.84,0.331,7.27,20,26
JUL,30,18,47.53,48.73,9.19,0.307,8.11,27,25
JUL,30,19,36.5,49.11,9.49,0.3,12.56,33,20
JUL,30,20,37.43,48.61,9.76,0.285,9.35,42,16
JUL,30,21,40.81,47.77,10,0.264,7.56,43,11
JUL,30,22,35.82,45.93,10.11,0.241,8.15,35,9
JUL,30,23,29.69,42.78,10.16,0.226,9.03,26,12
JUL,31,0,30.39,39.43,10.19,0.208,7.67,23,13
JUL,31,1,25.57,35.47,10.49,0.188,7.97,20,12
JUL,31,2,24.37,32.57,10.79,0.172,7.25,19,12
JUL,31,3,25.19,31.16,11.04,0.153,8.52,17,13
JUL,31,4,28.11,29.99,11.24,0.145,7.31,13,13
JUL,31,5,22.2,27.67,11.47,0.141,9.07,12,10
JUL,31,6,15.8,25.17,11.76,0.143,12.22,12,7
JUL,31,7,16.28,23.49,11.87,0.167,15.34,14,7
JUL,31,8,10.99,21.06,11.86,0.218,19.18,24,7
JUL,31,9,15.12,19.76,11.94,0.256,14.6,28,8
JUL,31,10,22.52,19.53,12.01,0.321,15.37,32,14
JUL,31,11,30.34,20.17,12.15,0.36,8.73,33,21
JUL,31,12,35.17,21.05,12.22,0.398,8.21,34,24
JUL,31,13,43.36,23.7,12.24,0.421,7.14,40,19
JUL,31,14,47.03,27.6,12.26,0.434,6.19,34,16
JUL,31,15,47.01,31.44,12.24,0.431,6.36,28,13
JUL,31,16,43.66,35.53,12.29,0.395,6.1,30,14
JUL,31,17,41.29,38.8,12.42,0.381,7.08,23,15
JUL,31,18,35.41,40.41,12.43,0.346,9.23,27,15
JUL,31,19,29.96,40.36,12.44,0.328,9.11,50,13
JUL,31,20,28.84,39.57,12.42,0.319,9.8,47,10
JUL,31,21,25.28,37.31,12.42,0.326,11.87,38,10
JUL,31,22,23.34,34.35,12.46,0.32,10.11,27,14
JUL,31,23,18.21,30.75,12.46,0.307,11.65,22,16
