DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,PM2.5 Promedio ponderado  de 12 hrs.,NO2 Horario
ABRIL,1,0,37.981533,44.733285,20.439781,1.764112,112.4094,33.4668,4.817585
ABRIL,1,1,34.914817,42.025673,20.570239,1.755833,82.8679,31.965,4.97714
ABRIL,1,2,36.577067,39.582152,20.690415,1.739706,65.5596,29.5365,4.02101
ABRIL,1,3,33.806533,36.954427,20.909719,1.729273,53.733,24.2761,5.346558
ABRIL,1,4,32.271917,35.061721,21.183433,1.611403,45.8434,30.4975,6.474467
ABRIL,1,5,30.786317,34.387763,21.367642,1.571352,41.3197,31.9431,7.379712
ABRIL,1,6,28.030017,34.000073,21.421384,1.555288,41.0957,29.6983,8.217932
ABRIL,1,7,20.15486,31.815383,21.379167,1.561955,39.0254,29.2808,16.339793
ABRIL,1,8,4.732553,27.65926,21.546992,1.60547,49.0607,29.0861,35.973617
ABRIL,1,9,14.599682,25.119868,21.812188,1.650626,67.4691,39.5495,30.085767
ABRIL,1,10,31.70425,24.510766,21.908815,1.678784,62.3196,48.3614,12.990063
ABRIL,1,11,40.966,25.4057,22.075415,1.699063,49.4539,44.097,10.995115
ABRIL,1,12,50.33995,27.664204,22.202131,1.710238,41.2458,43.833,6.95921
ABRIL,1,13,55.859183,30.798312,22.213067,1.713715,43.1972,39.3802,4.966413
ABRIL,1,14,56.112567,34.308631,21.771553,1.720278,27.0567,34.5356,5.865753
ABRIL,1,15,58.798183,39.139046,21.574068,1.710903,18.759,28.5697,5.428632
ABRIL,1,16,56.206217,45.573254,21.498533,1.670745,17.8708,21.7689,6.467908
ABRIL,1,17,59.006283,51.124079,21.400296,1.624608,23.7189,20.0563,4.942678
ABRIL,1,18,60.511133,54.72494,21.223951,1.596645,33.1332,18.4424,5.222357
ABRIL,1,19,56.3193,56.644102,21.145465,1.584497,48.1443,17.0268,7.136228
ABRIL,1,20,47.156083,56.246119,20.693262,1.585283,63.5077,20.9286,7.84404
ABRIL,1,21,42.38155,54.561415,19.20334,1.591281,62.2838,43.9455,6.896115
ABRIL,1,22,34.496283,51.859379,18.842009,1.591807,59.6249,35.5297,7.697312
ABRIL,1,23,28.266583,48.042929,18.931517,1.596401,56.364,43.8733,9.94658
ABRIL,2,0,30.4894,44.828327,19.029072,1.597352,53.5156,32.7869,9.219073
ABRIL,2,1,29.652433,41.159096,19.118895,1.59624,54.676,37.4692,6.090398
ABRIL,2,2,29.3575,37.264892,19.53561,1.590926,46.199,30.9956,9.04572
ABRIL,2,3,26.80255,33.575298,19.629939,1.579475,39.1895,27.966,8.75017
ABRIL,2,4,25.304733,30.843879,19.573595,1.561938,32.8998,22.6272,6.009672
ABRIL,2,5,21.9924,28.295235,19.512432,1.546047,27.6545,28.2933,6.049993
ABRIL,2,6,21.252717,26.63979,19.648122,1.531115,28.7924,24.8146,6.55331
ABRIL,2,7,19.2287,25.510054,19.781428,1.524415,27.3167,18.5709,10.440958
ABRIL,2,8,17.120133,23.838896,19.722387,1.531558,35.0063,15.129,14.7489
ABRIL,2,9,29.98245,23.880148,19.563254,1.542309,31.0808,12.5612,9.365068
ABRIL,2,10,39.322517,25.125775,19.542877,1.555867,28.8876,18.339,7.199107
ABRIL,2,11,51.337433,28.192635,19.453136,1.560229,24.8701,18.3678,5.37641
ABRIL,2,12,52.448617,31.585621,19.213274,1.570793,24.2736,18.4351,5.898385
ABRIL,2,13,54.002167,35.586842,18.93454,1.575067,55.2651,18.8481,4.4368
ABRIL,2,14,55.7408,39.897852,19.008239,1.592909,107.8027,21.6495,6.266588
ABRIL,2,15,57.38365,44.667221,19.066458,1.590463,64.9321,50.5097,5.155942
ABRIL,2,16,56.1294,49.543379,19.117437,1.576314,42.3063,39.5274,4.28268
ABRIL,2,17,57.964933,53.04119,19.20767,1.563192,35.3469,27.2062,4.3604
ABRIL,2,18,59.8498,55.6071,19.278806,1.553541,33.2799,20.0647,4.195948
ABRIL,2,19,53.673433,55.8991,19.275868,1.555052,41.0552,20.2106,7.98052
ABRIL,2,20,35.696967,53.805144,19.283154,1.585997,61.6246,34.5926,21.609233
ABRIL,2,21,32.428983,51.108496,19.29751,1.62353,74.7599,35.8602,19.33015
ABRIL,2,22,36.150767,48.659742,19.288901,1.618931,75.4487,35.1893,9.300318
ABRIL,2,23,29.379783,45.159258,19.276931,1.626091,69.92,30.6952,10.447415
ABRIL,3,0,29.418767,41.820429,19.248559,1.626087,61.7813,29.8193,8.129673
ABRIL,3,1,21.046285,37.205598,19.244238,1.631249,51.6904,27.7566,15.907393
ABRIL,3,2,25.781667,32.947082,19.023574,1.631281,45.1676,24.3782,12.209253
ABRIL,3,3,26.87095,29.596771,18.976765,1.623544,40.265,24.9191,9.028212
ABRIL,3,4,23.778417,28.106952,18.973913,1.582341,37.7237,21.3854,10.377678
ABRIL,3,5,21.9638,26.798805,18.965768,1.540049,34.757,24.0218,10.431238
ABRIL,3,6,19.66365,24.737915,18.949722,1.528271,36.5402,20.8311,11.289447
ABRIL,3,7,12.911785,22.679415,18.94493,1.527911,37.8249,17.1744,18.204933
ABRIL,3,8,12.19578,20.526542,18.948346,1.548108,45.7462,21.9062,23.1905
ABRIL,3,9,28.52245,21.461062,18.936883,1.556283,42.7158,50.075,12.594333
ABRIL,3,10,41.062317,23.371144,18.928589,1.557949,33.7955,96.2539,6.382552
ABRIL,3,11,45.2427,25.667612,18.924289,1.563088,28.1332,75.9003,5.34157
ABRIL,3,12,49.825433,28.923489,19.108478,1.56765,29.6277,49.2708,4.608695
ABRIL,3,13,52.116533,32.692581,19.358143,1.577366,25.5802,38.4878,5.370792
ABRIL,3,14,49.53555,36.426569,19.348717,1.595381,20.5793,43.8134,6.269685
ABRIL,3,15,52.351017,41.356473,19.351111,1.588207,16.6396,39.8214,4.573663
ABRIL,3,16,53.336983,46.499123,19.355254,1.571423,21.3769,36.0546,5.764655
ABRIL,3,17,58.0164,50.185867,19.366342,1.561228,22.5218,32.9489,4.816872
ABRIL,3,18,57.470883,52.236937,19.370669,1.564169,29.2874,25.8405,5.29033
ABRIL,3,19,46.156067,52.351108,19.370003,1.578406,54.2535,31.8168,9.170533
ABRIL,3,20,38.872433,50.981983,19.379555,1.597753,62.6778,31.58,11.601103
ABRIL,3,21,35.02615,48.845685,19.375992,1.610206,61.3122,32.6759,10.555455
ABRIL,3,22,32.73525,46.745648,19.388783,1.607543,64.9506,27.0601,9.352377
ABRIL,3,23,30.584483,44.024831,19.390128,1.607598,63.2922,22.9676,7.667997
ABRIL,4,0,30.843833,41.213187,19.398084,1.603462,52.7293,22.473,7.987045
ABRIL,4,1,22.364583,36.75671,19.39469,1.604484,44.8422,22.6073,15.046693
ABRIL,4,2,24.3754,32.619775,19.373331,1.597426,44.2931,21.5657,9.470928
ABRIL,4,3,32.2823,30.885554,19.374758,1.573576,36.6628,21.924,4.497033
ABRIL,4,4,25.18625,29.174781,19.381983,1.547426,32.1461,22.6794,6.308228
ABRIL,4,5,25.64765,28.002469,19.384653,1.524349,33.0124,18.1035,6.326857
ABRIL,4,6,23.646667,26.866396,19.391993,1.507183,33.1818,13.7083,8.638343
ABRIL,4,7,18.514317,25.357625,19.421976,1.511325,36.7069,14.597,19.25685
ABRIL,4,8,30.791217,25.351048,19.422724,1.524856,41.6228,13.3719,14.347135
ABRIL,4,9,34.5861,26.878738,19.436754,1.532271,36.8891,16.9022,9.456983
ABRIL,4,10,39.535033,28.773692,19.445139,1.545743,30.4163,19.4718,7.303537
ABRIL,4,11,44.818067,30.340663,19.44994,1.554091,27.9654,27.3136,4.891187
ABRIL,4,12,46.58595,33.015625,19.453057,1.564405,25.8758,24.3361,5.82491
ABRIL,4,13,44.066617,35.317996,19.450099,1.575585,27.937,22.5532,5.507202
ABRIL,4,14,43.757467,37.831846,19.443122,1.58205,17.3493,20.2574,5.278443
ABRIL,4,15,47.91255,41.506625,19.441419,1.571875,12.7914,13.5775,4.343657
ABRIL,4,16,50.263067,43.940606,19.440613,1.558382,9.5111,10.1182,5.174905
ABRIL,4,17,50.30445,45.9054,19.436256,1.549497,14.2707,8.5003,4.841057
ABRIL,4,18,49.9466,47.206846,19.437854,1.541607,20.0449,9.5192,5.371045
ABRIL,4,19,47.164117,47.500102,19.442472,1.550632,33.4595,11.6651,7.70568
ABRIL,4,20,40.628167,46.755379,19.431576,1.562128,48.4114,14.447,10.99005
ABRIL,4,21,35.264117,45.655067,19.413249,1.550507,57.7439,14.1275,6.129215
ABRIL,4,22,28.409333,43.73655,19.396302,1.541315,56.7928,13.8499,6.921367
ABRIL,4,23,25.5127,40.936569,19.387159,1.535534,47.5396,13.4925,7.685462
ABRIL,5,0,26.913017,38.017813,19.376183,1.523643,39.7978,11.8042,7.240913
ABRIL,5,1,26.279533,35.014698,19.37042,1.510066,43.7106,11.2818,7.359228
ABRIL,5,2,22.80585,31.622104,19.36796,1.498785,43.7196,11.2802,9.647143
ABRIL,5,3,19.361628,28.146793,19.376553,1.485669,38.6044,12.7698,15.612413
ABRIL,5,4,29.311667,26.732231,19.374428,1.459828,36.1382,14.2358,8.007177
ABRIL,5,5,26.751333,25.668133,19.378272,1.455183,32.159,12.8403,6.11258
ABRIL,5,6,21.273117,24.776106,19.375176,1.455249,29.3801,11.5638,10.116693
ABRIL,5,7,18.618333,23.91431,19.338728,1.4659,31.0534,9.5156,12.410912
ABRIL,5,8,15.098733,22.437524,19.326607,1.494023,38.5569,15.7054,16.7287
ABRIL,5,9,30.94295,23.020451,19.319543,1.520552,43.3641,20.946,11.256717
ABRIL,5,10,38.796717,25.82755,19.311857,1.533602,33.147,23.457,5.7485
ABRIL,5,11,42.853283,27.955767,19.312642,1.524898,19.6499,19.1154,4.860657
ABRIL,5,12,44.065383,29.799981,19.303701,1.527647,14.7376,19.0921,4.288763
ABRIL,5,13,42.68825,31.792096,19.304844,1.539864,40.5749,18.507,5.248297
ABRIL,5,14,45.36115,34.8031,19.310791,1.53958,32.5114,16.0434,4.525628
ABRIL,5,15,49.298583,38.638131,19.31704,1.526584,17.7211,14.724,3.617002
ABRIL,5,16,49.99095,42.999658,19.313539,1.498126,14.0926,12.5692,3.540327
ABRIL,5,17,50.42795,45.435283,19.313524,1.471005,14.0779,9.9656,3.04275
ABRIL,5,18,51.002983,46.961067,19.310254,1.461365,16.0827,8.5389,3.173473
ABRIL,5,19,46.16405,47.374912,19.34297,1.475532,28.5336,7.7648,7.823963
ABRIL,5,20,30.052067,45.623248,19.356315,1.525136,49.3462,8.5404,17.642417
ABRIL,5,21,31.7316,44.253667,19.355304,1.525427,57.4461,12.6199,8.524998
ABRIL,5,22,30.887333,42.44444,19.359499,1.526694,55.669,10.9778,7.39512
ABRIL,5,23,27.188483,39.680677,19.365399,1.528245,52.0378,14.0186,7.571178
ABRIL,6,0,27.39935,36.856727,19.365807,1.520375,45.6075,12.7345,5.908157
ABRIL,6,1,25.9132,33.792383,19.365782,1.514294,33.9758,10.654,5.64388
ABRIL,6,2,9.686333,28.627802,19.354557,1.512543,31.003,9.3657,17.158233
ABRIL,6,3,9.030135,23.986063,19.343408,1.491577,31.3356,10.4037,17.41595
ABRIL,6,4,16.938983,22.346927,19.333709,1.432661,31.5742,11.8135,11.354868
ABRIL,6,5,19.7288,20.846577,19.322226,1.418845,28.5889,11.8149,10.023717
ABRIL,6,6,8.617743,18.062878,19.318205,1.439226,30.4807,10.0533,23.33696
ABRIL,6,7,6.116407,15.428869,19.350571,1.490966,43.3437,14.5242,27.327533
ABRIL,6,8,6.139483,12.771386,19.379805,1.560474,66.8732,20.234,25.4366
ABRIL,6,9,15.132327,11.423776,19.458267,1.630325,70.0398,27.3305,26.219167
ABRIL,6,10,30.780717,14.060574,19.541886,1.662839,63.9179,26.7119,18.926733
ABRIL,6,11,38.16435,17.702351,19.548628,1.672404,51.9206,29.751,8.922967
ABRIL,6,12,38.938217,20.452256,19.552354,1.670839,28.4786,26.3557,3.203095
ABRIL,6,13,44.228783,23.514753,19.557592,1.677532,21.6119,18.0415,5.318312
ABRIL,6,14,46.53555,28.254479,19.564677,1.665227,16.2923,15.0237,6.893987
ABRIL,6,15,51.391733,33.913895,19.565671,1.61611,9.556,12.5523,5.078535
ABRIL,6,16,55.581233,40.094114,19.576701,1.556808,12.0053,11.5104,4.943145
ABRIL,6,17,53.3812,44.875223,19.577712,1.505861,16.7254,11.9483,6.23852
ABRIL,6,18,49.093167,47.164279,19.574736,1.476737,24.246,10.6733,5.186147
ABRIL,6,19,39.679383,47.353658,19.534567,1.474266,42.7927,10.7117,7.461177
ABRIL,6,20,30.85805,46.343637,19.512596,1.479777,100.8371,10.1521,6.248117
ABRIL,6,21,30.5291,44.631177,19.519451,1.472421,194.2445,8.1103,6.87759
ABRIL,6,22,29.858883,42.546594,19.520606,1.452109,113.1358,8.4859,5.458318
ABRIL,6,23,22.98515,38.995771,19.517133,1.439539,72.2642,11.2282,6.422715
ABRIL,7,0,22.509033,34.861746,19.521199,1.429755,51.7055,22.7873,8.20634
ABRIL,7,1,30.709,32.027721,19.528083,1.41487,39.4692,33.6,9.820392
ABRIL,7,2,33.66545,30.099256,19.536836,1.405773,35.2319,20.5798,10.042107
ABRIL,7,3,30.75555,28.983777,19.541708,1.396198,29.6022,15.3038,9.80953
ABRIL,7,4,26.955433,28.49595,19.545281,1.393065,24.8377,12.0427,11.112827
ABRIL,7,5,17.374197,26.851587,19.551178,1.389498,24.9608,7.8295,15.246183
ABRIL,7,6,6.353735,23.913444,19.537429,1.398372,24.958,7.6103,15.479483
ABRIL,7,7,8.949148,22.158943,19.513706,1.434495,27.3169,13.1078,16.949933
ABRIL,7,8,25.452183,22.526837,19.519653,1.482634,39.9982,9.91,18.983317
ABRIL,7,9,28.2617,22.220925,19.453397,1.512747,39.0191,14.9138,15.567
