DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_DIF 2020,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario,O3 Promedio de 8 hrs. ,SO2 promedio de 24 hrs.,CO Promedio de 8 hrs.,PM10 Promedio ponderado  de 12 hrs.,PM2.5 Promedio ponderado  de 12 hrs.,NO2 Horario
JUN,3,3,26.05,30.29,17.67,0.67,15,8,3.70
JUN,3,4,22.51,29.08,17.33,0.48,12,8,5.54
JUN,3,5,18.34,27.25,15.37,0.37,11,9,7.70
JUN,3,6,13.63,24.76,14.56,0.39,11,11,11.64
JUN,3,7,8.85,22.20,14.33,0.44,19,12,15.50
JUN,3,8,17.31,20.48,14.03,0.49,25,14,12.46
JUN,3,9,25.92,20.09,13.88,0.52,25,14,7.60
JUN,3,10,31.63,20.53,13.79,0.55,21,14,6.12
JUN,3,11,33.36,21.44,13.81,0.58,19,13,6.71
JUN,3,12,36.23,23.16,13.80,0.60,17,13,6.11
JUN,3,13,39.65,25.82,13.47,0.63,13,12,6.87
JUN,3,14,48.67,30.20,13.02,0.63,12,11,5.43
JUN,3,15,47.62,35.05,13.04,0.61,10,13,5.85
JUN,3,16,45.67,38.59,13.35,0.60,11,13,5.96
JUN,3,17,46.11,41.12,14.37,0.58,16,13,6.43
JUN,3,18,46.18,42.94,14.88,0.56,23,12,7.18
JUN,3,19,42.61,44.09,15.19,0.56,35,12,8.64
JUN,3,20,36.53,44.13,15.50,0.56,50,18,9.76
JUN,3,21,32.23,43.21,17.34,0.54,61,21,9.14
JUN,3,22,25.22,40.27,17.54,0.52,54,21,7.21
JUN,3,23,23.90,37.31,17.35,0.49,46,12,5.32
JUN,4,0,18.11,33.86,17.39,0.45,38,9,5.55
JUN,4,1,20.07,30.61,17.52,0.43,30,7,4.72
JUN,4,2,22.47,27.65,17.59,0.42,25,7,3.70
JUN,4,3,19.19,24.72,17.60,0.40,17,8,5.15
JUN,4,4,18.04,22.41,17.63,0.37,15,9,5.16
JUN,4,5,15.68,20.34,18.43,0.37,16,11,7.91
JUN,4,6,14.94,19.05,19.21,0.37,19,15,8.36
JUN,4,7,9.31,17.23,19.49,0.41,19,18,12.30
JUN,4,8,14.85,16.82,19.82,0.45,25,17,10.13
JUN,4,9,23.55,17.25,20.00,0.48,27,15,6.49
JUN,4,10,28.29,17.98,20.13,0.51,30,16,7.04
JUN,4,11,36.25,20.11,20.14,0.54,28,14,7.48
JUN,4,12,43.76,23.33,20.01,0.57,24,13,7.17
JUN,4,13,48.57,27.44,19.85,0.58,19,13,6.40
JUN,4,14,49.00,31.70,20.00,0.59,15,11,6.83
JUN,4,15,48.92,36.65,20.25,0.58,17,12,5.83
JUN,4,16,48.33,40.83,20.74,0.59,15,25,6.24
JUN,4,17,46.65,43.72,20.37,0.59,20,23,6.63
JUN,4,18,45.90,45.92,21.23,0.59,35,20,6.78
JUN,4,19,38.51,46.21,20.59,0.68,72,18,9.02
JUN,4,20,30.35,44.53,21.10,0.87,73,14,12.03
JUN,4,21,26.58,41.78,20.75,0.85,71,18,8.94
JUN,4,22,28.70,39.24,20.76,0.83,78,16,4.03
JUN,4,23,28.11,36.64,20.77,0.80,51,12,3.99
JUN,5,0,24.18,33.62,20.85,0.75,36,9,3.86
JUN,5,1,22.06,30.55,20.87,0.72,32,7,3.67
JUN,5,2,18.55,27.13,21.01,0.69,24,7,5.74
JUN,5,3,20.09,24.83,21.08,0.56,17,8,3.86
JUN,5,4,19.36,23.46,21.24,0.35,13,7,4.53
JUN,5,5,18.23,22.41,20.54,0.34,12,7,5.80
JUN,5,6,15.87,20.81,20.49,0.43,13,12,10.05
JUN,5,7,15.67,19.25,21.18,0.49,19,13,12.25
JUN,5,8,22.41,19.03,21.49,0.53,24,15,8.42
JUN,5,9,27.51,19.71,21.59,0.56,26,15,6.24
JUN,5,10,30.80,21.24,21.62,0.60,27,15,6.95
JUN,5,11,38.34,23.52,21.73,0.64,30,14,7.57
JUN,5,12,46.33,26.89,21.83,0.66,39,14,6.09
JUN,5,13,51.12,31.00,21.88,0.68,34,13,7.18
JUN,5,14,50.39,35.32,21.73,0.61,21,12,6.67
JUN,5,15,52.03,39.87,21.39,0.56,14,12,6.44
JUN,5,16,57.94,44.31,20.65,0.54,7,16,5.63
JUN,5,17,61.23,48.52,20.24,0.53,10,15,6.32
JUN,5,18,63.32,52.59,19.32,0.50,11,13,6.08
JUN,5,19,44.49,53.36,18.05,0.48,12,11,6.75
JUN,5,20,28.45,51.12,15.60,0.50,29,9,8.78
JUN,5,21,25.51,47.92,14.01,0.48,71,8,6.28
JUN,5,22,24.56,44.69,14.30,0.47,82,8,9.03
JUN,5,23,27.29,41.60,14.33,0.45,66,9,5.13
JUN,6,0,24.70,37.44,14.27,0.45,50,10,3.88
JUN,6,1,24.49,32.85,14.26,0.43,44,10,3.55
JUN,6,2,29.08,28.57,14.13,0.41,33,14,3.57
JUN,6,3,26.60,26.33,14.05,0.40,25,30,4.53
JUN,6,4,21.34,25.45,14.38,0.38,20,20,5.47
JUN,6,5,21.55,24.95,14.95,0.42,19,19,5.52
JUN,6,6,17.27,24.04,15.57,0.50,20,18,10.58
JUN,6,7,12.47,22.19,14.96,0.54,26,21,13.43
JUN,6,8,13.74,20.82,14.79,0.59,35,20,13.06
JUN,6,9,23.50,20.69,14.86,0.64,46,24,9.74
JUN,6,10,33.87,21.29,14.86,0.67,42,26,8.22
JUN,6,11,44.41,23.52,14.81,0.70,37,27,8.76
JUN,6,12,51.83,27.33,14.73,0.72,39,46,6.86
JUN,6,13,63.44,32.57,14.87,0.69,47,33,7.41
JUN,6,14,67.54,38.85,15.09,0.64,34,28,5.85
JUN,6,15,72.16,46.31,15.25,0.62,24,27,5.29
JUN,6,16,66.92,52.96,15.35,0.58,17,31,5.10
JUN,6,17,68.14,58.54,15.24,0.54,15,25,5.22
JUN,6,18,70.12,63.07,14.80,0.51,15,19,4.90
JUN,6,19,57.33,64.68,14.76,0.51,24,17,9.56
JUN,6,20,44.23,63.73,14.00,0.53,43,22,17.13
JUN,6,21,41.68,61.01,13.21,0.53,71,22,11.68
JUN,6,22,40.05,57.58,12.79,0.53,76,18,6.35
JUN,6,23,36.98,53.18,12.79,0.52,75,11,6.28
JUN,7,0,39.11,49.70,12.80,0.53,54,16,6.09
JUN,7,1,36.27,45.72,12.83,0.54,44,18,6.26
JUN,7,2,34.82,41.31,12.83,0.55,41,19,5.79
JUN,7,3,35.25,38.55,12.82,0.53,28,18,5.44
JUN,7,4,29.23,36.67,12.42,0.49,24,17,6.68
JUN,7,5,27.57,34.91,11.81,0.47,21,18,7.71
JUN,7,6,37.41,34.58,10.43,0.46,21,19,6.11
JUN,7,7,32.02,33.96,10.19,0.47,18,16,7.09
JUN,7,8,25.83,32.30,10.00,0.49,20,16,7.84
JUN,7,9,27.81,31.24,9.82,0.51,24,18,7.29
JUN,7,10,34.11,31.15,9.72,0.53,22,17,6.62
JUN,7,11,40.98,31.87,9.59,0.54,26,16,5.66
JUN,7,12,53.86,34.95,9.51,0.56,77,16,5.60
JUN,7,13,60.29,39.04,9.27,0.57,83,12,5.49
JUN,7,14,64.14,42.38,8.94,0.58,67,12,5.66
JUN,7,15,67.95,46.87,8.61,0.57,40,14,5.11
JUN,7,16,68.61,52.22,8.41,0.54,22,18,4.39
JUN,7,17,72.25,57.77,8.28,0.50,15,15,4.55
JUN,7,18,73.62,62.71,8.26,0.47,14,12,4.44
JUN,7,19,66.65,65.92,8.09,0.45,22,11,4.70
JUN,7,20,62.63,67.02,7.83,0.42,48,9,6.95
JUN,7,21,49.78,65.70,7.70,0.40,71,8,7.00
JUN,7,22,42.62,63.02,7.61,0.39,67,6,5.91
JUN,7,23,38.18,59.29,7.44,0.38,61,4,8.11
JUN,8,0,37.72,55.43,7.33,0.39,42,5,7.56
JUN,8,1,39.74,51.37,7.21,0.39,31,9,5.83
JUN,8,2,36.64,46.75,7.14,0.39,24,11,6.56
JUN,8,3,35.36,42.84,7.09,0.40,18,12,6.41
JUN,8,4,33.79,39.23,7.07,0.40,16,13,7.86
JUN,8,5,27.20,36.41,7.02,0.40,14,13,10.66
JUN,8,6,26.79,34.43,7.00,0.40,15,13,10.75
JUN,8,7,27.17,33.05,7.00,0.42,18,13,11.93
JUN,8,8,24.99,31.46,6.98,0.45,21,15,12.25
JUN,8,9,36.15,31.01,6.88,0.47,24,17,7.24
JUN,8,10,42.73,31.77,6.86,0.50,24,18,7.10
JUN,8,11,46.03,33.10,6.87,0.52,35,20,7.00
JUN,8,12,54.43,35.69,6.85,0.53,44,21,5.21
JUN,8,13,62.84,40.14,6.82,0.54,39,20,4.63
JUN,8,14,67.64,45.25,6.79,0.54,27,19,5.11
JUN,8,15,72.40,50.90,6.81,0.53,20,18,4.86
JUN,8,16,76.40,57.33,6.82,0.50,11,21,4.40
JUN,8,17,77.25,62.47,6.85,0.47,9,21,4.20
JUN,8,18,71.38,66.05,6.91,0.44,19,16,5.57
JUN,8,19,55.63,67.25,6.96,0.42,46,14,6.57
JUN,8,20,50.07,66.70,6.98,0.42,52,15,6.41
JUN,8,21,48.96,64.97,7.02,0.42,49,14,6.23
JUN,8,22,45.17,62.16,7.07,0.42,56,11,7.59
JUN,8,23,41.72,58.32,7.17,0.45,53,10,6.90
JUN,9,0,35.85,53.25,7.19,0.45,36,15,8.70
JUN,9,1,34.51,47.91,7.23,0.50,28,15,7.73
JUN,9,2,33.35,43.16,7.30,0.52,20,17,7.52
JUN,9,3,36.00,40.70,7.39,0.54,17,17,6.35
JUN,9,4,39.84,39.42,7.51,0.54,12,17,8.50
JUN,9,5,43.30,38.72,7.62,0.55,13,18,9.17
JUN,9,6,27.06,36.45,7.66,0.55,13,19,13.89
JUN,9,7,21.96,33.98,7.49,0.56,15,19,15.72
JUN,9,8,22.47,32.31,7.46,0.61,17,16,18.50
JUN,9,9,30.84,31.85,7.56,0.64,18,15,14.72
JUN,9,10,53.86,34.42,7.82,0.64,20,18,10.63
JUN,9,11,63.73,37.88,8.02,0.64,28,18,7.88
JUN,9,12,64.79,41.00,8.10,0.65,29,17,6.28
JUN,9,13,66.05,43.85,8.15,0.66,20,15,5.06
JUN,9,14,72.57,49.53,8.18,0.65,12,11,6.36
JUN,9,15,76.27,56.32,8.25,0.62,9,9,6.23
JUN,9,16,77.76,63.23,8.33,0.57,6,15,6.59
JUN,9,17,87.06,70.26,8.51,0.52,5,20,6.66
JUN,9,18,63.42,71.46,8.45,0.48,9,17,10.04
JUN,9,19,52.32,70.03,8.42,0.48,29,15,14.68
JUN,9,20,54.12,68.70,8.44,0.46,48,14,9.28
JUN,9,21,50.17,66.71,8.40,0.45,45,11,9.55
JUN,9,22,48.07,63.65,8.39,0.43,38,8,9.12
JUN,9,23,50.21,60.39,8.35,0.42,31,6,6.67
JUN,10,0,47.69,56.63,8.39,0.41,21,7,6.16
JUN,10,1,44.94,51.37,8.41,0.40,15,8,5.67
JUN,10,2,45.78,49.16,8.40,0.40,11,7,5.54
JUN,10,3,43.45,48.05,8.34,0.39,7,7,5.38
JUN,10,4,41.25,46.45,8.25,0.38,6,7,5.69
JUN,10,5,29.95,43.92,8.17,0.38,9,8,9.97
JUN,10,6,18.37,40.20,8.12,0.40,13,10,17.81
JUN,10,7,13.56,35.62,8.23,0.45,20,11,22.42
JUN,10,8,15.34,31.58,8.24,0.51,31,17,20.17
JUN,10,9,29.60,29.66,8.27,0.54,35,20,13.25
JUN,10,10,41.01,29.07,8.06,0.58,28,19,9.24
JUN,10,11,42.86,28.99,7.92,0.62,29,17,9.98
JUN,10,12,47.11,29.72,7.99,0.66,31,15,9.12
JUN,10,13,53.09,32.62,7.97,0.69,29,17,9.93
JUN,10,14,55.97,37.32,7.98,0.70,24,14,9.27
JUN,10,15,64.04,43.63,8.01,0.67,19,14,8.02
JUN,10,16,65.10,49.85,8.03,0.63,14,14,8.50
JUN,10,17,60.63,53.73,7.92,0.61,16,19,9.01
JUN,10,18,53.79,55.32,8.52,0.61,22,16,8.76
JUN,10,19,48.75,56.06,8.94,0.61,46,15,7.64
JUN,10,20,45.31,55.83,9.04,0.58,57,13,6.56
JUN,10,21,41.34,54.37,10.03,0.70,49,11,7.63
JUN,10,22,40.37,52.42,11.50,0.89,44,8,7.99
JUN,10,23,38.45,49.22,15.45,1.14,42,8,9.47
JUN,11,0,38.91,45.94,18.89,1.15,47,24,8.76
JUN,11,1,36.92,42.98,22.09,1.17,42,30,9.05
JUN,11,2,36.26,40.79,23.04,1.13,35,29,6.99
JUN,11,3,35.52,39.14,23.39,1.10,25,24,6.77
JUN,11,4,34.00,37.72,23.60,1.09,20,18,5.72
JUN,11,5,32.02,36.56,23.64,0.93,16,14,6.36
JUN,11,6,28.16,35.03,24.27,0.72,14,12,10.09
JUN,11,7,25.91,33.46,25.51,0.48,16,12,12.07
JUN,11,8,24.57,31.67,26.41,0.48,27,17,13.24
JUN,11,9,32.43,31.11,26.51,0.47,28,18,8.40
JUN,11,10,34.38,30.87,26.59,0.50,27,17,7.33
JUN,11,11,36.02,30.94,26.68,0.52,27,18,7.54
JUN,11,12,37.30,31.35,26.72,0.56,26,17,7.77
JUN,11,13,42.04,32.60,26.84,0.59,25,17,7.18
JUN,11,14,42.16,34.35,26.99,0.62,24,15,7.34
JUN,11,15,43.88,36.60,27.24,0.64,23,18,7.96
JUN,11,16,47.53,39.47,27.72,0.66,26,16,6.98
JUN,11,17,47.59,41.36,28.22,0.66,29,19,6.27
JUN,11,18,42.75,42.41,27.91,0.66,25,17,6.87
JUN,11,19,36.61,42.48,30.09,0.73,35,15,9.05
JUN,11,20,33.29,41.98,33.35,0.88,40,19,9.62
JUN,11,21,32.61,40.80,33.60,0.98,32,20,7.09
JUN,11,22,29.43,39.21,34.04,1.01,25,16,7.71
JUN,11,23,28.07,37.24,30.63,0.97,25,17,6.53
JUN,12,0,25.28,34.45,27.53,0.91,17,12,6.93
JUN,12,1,22.76,31.35,24.59,0.89,11,11,6.78
JUN,12,2,21.99,28.76,23.79,0.86,11,11,5.83
JUN,12,3,19.30,26.59,23.53,0.76,11,12,5.74
JUN,12,4,17.45,24.61,23.36,0.58,14,16,6.00
JUN,12,5,16.38,22.58,23.31,0.45,12,18,6.31
JUN,12,6,19.00,21.28,22.78,0.39,11,11,9.30
JUN,12,7,12.76,19.36,21.74,0.42,19,10,11.60
JUN,12,8,14.43,18.01,20.97,0.45,22,12,9.34
JUN,12,9,20.58,17.74,20.87,0.48,25,13,6.50
JUN,12,10,25.16,18.13,20.80,0.50,22,13,6.04
JUN,12,11,27.81,19.20,20.68,0.52,22,13,6.26
JUN,12,12,29.89,20.75,20.73,0.55,16,12,6.85
JUN,12,13,35.03,23.08,21.42,0.58,18,14,7.12
JUN,12,14,37.93,25.45,21.85,0.58,18,17,7.38
JUN,12,15,37.53,28.55,21.86,0.58,14,18,8.09
JUN,12,16,38.79,31.59,21.53,0.56,20,14,7.97
JUN,12,17,40.23,34.05,21.29,0.56,26,11,7.67
JUN,12,18,38.19,35.68,20.99,0.55,35,8,8.28
JUN,12,19,36.61,36.78,18.48,0.55,39,6,8.50
JUN,12,20,38.36,37.83,18.14,0.59,42,4,9.99
JUN,12,21,38.92,38.32,21.22,0.58,55,13,9.85
JUN,12,22,38.14,38.35,22.63,0.57,59,25,10.07
JUN,12,23,37.82,38.38,23.42,0.55,52,28,8.78
JUN,13,0,40.77,38.63,23.22,0.53,41,22,5.33
JUN,13,1,42.80,38.95,23.04,0.50,36,18,4.65
JUN,13,2,43.90,39.67,22.88,0.48,30,15,4.50
JUN,13,3,44.83,40.69,22.78,0.45,27,17,3.89
JUN,13,4,42.55,41.22,22.74,0.38,22,17,5.56
JUN,13,5,39.17,41.25,22.82,0.34,21,16,5.63
JUN,13,6,34.47,40.79,22.79,0.35,23,14,8.46
JUN,13,7,25.49,39.25,22.65,0.37,28,16,13.03
JUN,13,8,34.61,38.48,22.63,0.39,30,17,9.85
JUN,13,9,43.19,38.53,22.56,0.42,37,19,7.36
JUN,13,10,44.58,38.61,23.18,0.45,38,18,8.59
JUN,13,11,47.99,39.01,23.90,0.48,37,16,8.24
JUN,13,12,49.17,39.83,24.47,0.52,32,15,8.97
JUN,13,13,52.50,41.50,24.35,0.55,33,15,9.65
JUN,13,14,55.10,44.08,24.48,0.56,28,14,9.02
JUN,13,15,60.79,48.49,24.94,0.55,23,13,6.75
JUN,13,16,63.22,52.07,25.59,0.53,15,17,4.41
JUN,13,17,62.35,54.46,26.24,0.50,10,16,4.46
JUN,13,18,62.56,56.71,26.76,0.51,11,12,5.82
JUN,13,19,60.20,58.24,27.94,0.50,15,9,6.85
JUN,13,20,52.41,58.64,24.26,0.51,23,9,9.57
JUN,13,21,46.35,57.87,17.90,0.51,40,8,10.77
JUN,13,22,43.48,56.42,12.58,0.50,42,7,8.46
JUN,13,23,42.52,54.13,10.40,0.49,36,6,6.43
JUN,14,0,40.91,51.35,9.63,0.49,35,7,5.21
JUN,14,1,40.11,48.57,9.24,0.49,27,10,4.50
JUN,14,2,38.94,45.61,8.80,0.45,24,12,4.53
JUN,14,3,37.80,42.81,8.94,0.43,21,13,4.56
JUN,14,4,37.23,40.92,9.06,0.38,17,15,4.87
JUN,14,5,38.09,39.89,9.08,0.36,17,17,6.05
JUN,14,6,32.20,38.48,8.43,0.36,18,16,8.33
JUN,14,7,27.96,36.66,7.96,0.37,18,15,10.58
JUN,14,8,34.40,35.84,7.19,0.39,23,16,9.17
JUN,14,9,43.62,36.28,7.11,0.41,25,18,6.39
JUN,14,10,45.14,37.05,7.11,0.44,26,17,7.41
JUN,14,11,48.50,38.39,7.11,0.47,27,16,7.70
JUN,14,12,54.27,40.52,7.11,0.51,41,17,8.17
JUN,14,13,58.21,43.04,7.11,0.51,56,16,7.60
JUN,14,14,62.89,46.87,7.11,0.51,36,15,6.22
JUN,14,15,63.80,51.35,7.11,0.51,22,14,6.35
JUN,14,16,67.57,55.50,7.11,0.49,16,18,6.52
JUN,14,17,70.15,58.82,7.11,0.47,12,17,5.76
JUN,14,18,67.96,61.67,6.09,0.44,11,13,5.41
JUN,14,19,57.58,62.81,5.78,0.41,30,10,7.27
JUN,14,20,47.11,61.91,5.46,0.40,45,9,12.19
JUN,14,21,45.67,60.34,3.78,0.39,54,14,9.71
JUN,14,22,41.57,57.68,4.64,0.39,49,7,9.12
JUN,14,23,39.77,54.67,5.21,0.37,43,4,6.76
JUN,15,0,41.10,51.36,5.93,0.37,39,6,4.95
JUN,15,1,41.08,47.73,5.86,0.36,33,10,4.75
JUN,15,2,40.55,44.30,6.14,0.36,28,12,4.03
JUN,15,3,39.78,42.08,6.16,0.36,26,13,4.73
JUN,15,4,38.70,41.03,6.49,0.34,20,15,5.69
JUN,15,5,40.29,40.36,6.63,0.33,18,15,5.52
JUN,15,6,38.87,40.02,7.24,0.33,19,18,6.63
JUN,15,7,35.03,39.43,7.74,0.35,21,18,10.18
JUN,15,8,40.11,39.30,8.05,0.37,26,17,8.16
JUN,15,9,44.60,39.74,7.98,0.40,36,15,7.56
JUN,15,10,47.21,40.58,8.12,0.43,41,17,8.47
JUN,15,11,50.70,41.94,8.04,0.46,38,20,9.07
JUN,15,12,57.61,44.30,8.04,0.49,44,19,8.45
JUN,15,13,60.65,46.85,8.04,0.51,38,20,8.35
JUN,15,14,62.21,49.77,8.04,0.53,26,25,8.35
JUN,15,15,60.07,52.90,8.05,0.53,37,16,6.94
JUN,15,16,59.99,55.38,8.30,0.53,45,11,6.27
JUN,15,17,56.68,56.89,8.80,0.52,44,10,7.03
JUN,15,18,54.28,57.77,8.98,0.51,40,10,7.48
JUN,15,19,51.27,57.84,9.78,0.49,40,11,9.82
JUN,15,20,49.16,56.79,12.87,0.49,56,16,8.83
JUN,15,21,45.74,54.92,16.92,0.69,61,17,10.56
JUN,15,22,44.76,52.74,20.37,0.77,51,17,8.34
JUN,15,23,45.20,50.88,23.04,0.79,49,17,6.83
JUN,16,0,46.19,49.16,23.32,0.76,37,17,4.99
JUN,16,1,46.76,47.92,23.73,0.74,29,13,3.38
JUN,16,2,46.29,46.92,24.06,0.73,24,15,3.43
JUN,16,3,42.51,45.83,24.42,0.71,20,14,5.75
JUN,16,4,41.16,44.83,24.67,0.69,18,15,5.67
JUN,16,5,40.61,44.19,26.77,0.46,19,16,7.35
JUN,16,6,35.90,43.08,28.26,0.38,21,21,9.71
JUN,16,7,25.72,40.64,29.27,0.37,25,23,15.46
JUN,16,8,27.92,38.36,29.56,0.41,32,21,14.47
JUN,16,9,45.17,38.16,29.78,0.43,33,18,7.75
JUN,16,10,48.60,38.45,29.84,0.46,32,19,7.23
JUN,16,11,51.63,39.59,29.96,0.49,29,19,7.79
JUN,16,12,57.80,41.67,29.02,0.51,31,19,7.57
JUN,16,13,60.03,44.10,28.28,0.53,45,16,7.66
JUN,16,14,60.43,47.16,27.59,0.55,33,16,8.16
JUN,16,15,64.42,52.00,27.93,0.54,27,14,6.84
JUN,16,16,61.84,56.24,28.07,0.52,19,13,5.12
JUN,16,17,57.92,57.83,27.96,0.50,22,15,4.77
JUN,16,18,53.34,58.43,28.33,0.51,19,17,6.80
JUN,16,19,48.30,58.01,28.93,0.52,26,15,9.86
JUN,16,20,42.14,56.05,26.81,0.52,36,16,8.05
JUN,16,21,31.20,52.45,24.50,0.58,37,13,8.46
JUN,16,22,28.41,48.44,21.17,0.56,46,12,5.77
JUN,16,23,27.89,43.88,18.55,0.54,45,9,4.17
JUN,17,0,24.97,39.27,18.36,0.53,35,7,6.43
JUN,17,1,25.52,35.22,18.04,0.51,26,8,4.54
JUN,17,2,22.93,31.42,17.65,0.49,21,9,4.95
JUN,17,3,22.59,28.20,18.92,0.47,20,10,7.43
JUN,17,4,22.69,25.77,18.75,0.46,24,23,4.44
JUN,17,5,20.39,24.42,16.93,0.39,18,19,7.82
JUN,17,6,8.21,21.90,15.37,0.41,21,20,15.08
JUN,17,7,6.69,19.25,14.43,0.44,31,19,15.46
JUN,17,8,15.08,18.01,14.15,0.48,36,22,11.23
JUN,17,9,24.66,17.90,13.85,0.52,38,22,8.79
JUN,17,10,31.62,18.99,13.57,0.56,34,20,7.97
JUN,17,11,39.87,21.15,13.59,0.57,35,17,7.86
JUN,17,12,50.55,24.63,13.76,0.59,44,16,8.11
JUN,17,13,71.02,30.96,14.09,0.62,55,16,6.86
JUN,17,14,76.16,39.46,14.32,0.64,37,21,8.32
JUN,17,15,76.03,48.12,14.14,0.62,31,25,6.02
JUN,17,16,63.48,54.17,13.79,0.59,19,30,6.25
JUN,17,17,53.41,57.77,13.49,0.56,19,22,6.75
JUN,17,18,43.58,59.26,12.74,0.52,39,19,7.08
JUN,17,19,45.47,59.96,11.52,0.50,38,15,7.07
JUN,17,20,32.19,57.67,11.20,0.50,45,11,14.61
JUN,17,21,18.23,51.07,10.19,0.52,77,9,21.37
JUN,17,22,21.15,44.19,10.30,0.49,68,9,13.08
JUN,17,23,16.87,36.80,10.34,0.48,56,11,13.20
JUN,18,0,20.81,31.46,9.99,0.47,46,12,7.21
JUN,18,1,21.32,27.45,9.98,0.47,29,12,6.61
JUN,18,2,20.63,24.58,10.10,0.47,26,11,7.57
JUN,18,3,21.86,21.63,8.60,0.46,21,10,6.41
JUN,18,4,18.99,19.98,8.31,0.42,16,9,6.95
JUN,18,5,17.75,19.92,8.01,0.37,14,10,6.91
JUN,18,6,10.79,18.63,8.00,0.37,17,10,12.65
JUN,18,7,3.58,16.97,7.81,0.41,28,14,18.50
JUN,18,8,11.53,15.81,7.79,0.45,34,16,13.32
JUN,18,9,20.41,15.69,8.13,0.49,38,18,11.72
JUN,18,10,36.35,17.66,8.32,0.53,36,19,7.17
JUN,18,11,51.57,21.37,8.45,0.57,31,19,8.43
JUN,18,12,64.97,27.12,8.26,0.60,25,24,7.21
JUN,18,13,63.13,32.79,7.79,0.60,19,30,4.61
JUN,18,14,64.97,39.56,7.45,0.58,13,26,4.70
