DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
JUNIO,1,0,0.031,0.048,0.011,2.103,102,0.011
JUNIO,1,1,0.029,0.043,0.010,2.106,101,0.009
JUNIO,1,2,0.036,0.040,0.010,2.102,85,0.009
JUNIO,1,3,0.021,0.034,0.009,2.105,89,0.017
JUNIO,1,4,0.020,0.031,0.009,2.046,88,0.010
JUNIO,1,5,0.029,0.030,0.009,1.970,72,0.005
JUNIO,1,6,0.016,0.028,0.009,1.959,62,0.012
JUNIO,1,7,0.016,0.025,0.009,1.981,61,0.010
JUNIO,1,8,0.019,0.023,0.009,2.017,71,0.009
JUNIO,1,9,0.030,0.024,0.009,2.029,67,0.005
JUNIO,1,10,0.037,0.024,0.009,2.035,64,0.005
JUNIO,1,11,0.045,0.027,0.008,2.022,57,0.004
JUNIO,1,12,0.050,0.030,0.007,2.027,54,0.003
JUNIO,1,13,0.054,0.033,0.007,2.039,59,0.004
JUNIO,1,14,0.058,0.039,0.007,2.042,60,0.004
JUNIO,1,15,0.064,0.045,0.007,2.019,60,0.003
JUNIO,1,16,0.064,0.050,0.007,1.980,59,0.003
JUNIO,1,17,0.064,0.054,0.007,1.962,59,0.003
JUNIO,1,18,0.062,0.057,0.007,1.951,63,0.004
JUNIO,1,19,0.057,0.059,0.007,1.952,73,0.005
JUNIO,1,20,0.049,0.059,0.007,1.962,138,0.008
JUNIO,1,21,0.033,0.056,0.007,1.966,149,0.009
JUNIO,1,22,0.027,0.052,0.007,1.968,126,0.008
JUNIO,1,23,0.024,0.047,0.007,1.976,111,0.009
JUNIO,2,0,0.026,0.043,0.007,1.976,90,0.007
JUNIO,2,1,0.019,0.037,0.007,1.987,79,0.011
JUNIO,2,2,0.030,0.033,0.007,1.986,75,0.006
JUNIO,2,3,0.029,0.029,0.007,1.976,72,0.004
JUNIO,2,4,0.028,0.027,0.007,1.950,58,0.004
JUNIO,2,5,0.027,0.026,0.007,1.930,50,0.005
JUNIO,2,6,0.023,0.026,0.007,1.924,51,0.006
JUNIO,2,7,0.014,0.024,0.007,1.939,55,0.013
JUNIO,2,8,0.019,0.023,0.007,1.986,67,0.012
JUNIO,2,9,0.029,0.025,0.007,2.005,71,0.008
JUNIO,2,10,0.040,0.026,0.007,2.022,63,0.005
JUNIO,2,11,0.049,0.029,0.007,2.035,56,0.004
JUNIO,2,12,0.058,0.032,0.007,2.049,51,0.004
JUNIO,2,13,0.061,0.037,0.007,2.063,52,0.004
JUNIO,2,14,0.058,0.041,0.007,2.066,49,0.004
JUNIO,2,15,0.059,0.047,0.007,2.037,45,0.003
JUNIO,2,16,0.060,0.052,0.007,1.985,45,0.003
JUNIO,2,17,0.060,0.056,0.007,1.950,44,0.003
JUNIO,2,18,0.060,0.058,0.007,1.926,46,0.004
JUNIO,2,19,0.056,0.059,0.007,1.918,49,0.004
JUNIO,2,20,0.040,0.057,0.007,1.938,72,0.011
JUNIO,2,21,0.034,0.053,0.007,1.975,100,0.015
JUNIO,2,22,0.044,0.051,0.007,1.979,115,0.006
JUNIO,2,23,0.048,0.050,0.007,2.008,116,0.010
JUNIO,3,0,0.031,0.047,0.008,2.033,108,0.011
JUNIO,3,1,0.025,0.042,0.008,2.061,103,0.012
JUNIO,3,2,0.026,0.038,0.008,2.081,99,0.011
JUNIO,3,3,0.030,0.035,0.008,2.079,86,0.006
JUNIO,3,4,0.032,0.034,0.008,2.040,70,0.004
JUNIO,3,5,0.028,0.033,0.008,1.990,56,0.006
JUNIO,3,6,0.021,0.030,0.008,1.984,57,0.010
JUNIO,3,7,0.020,0.026,0.008,1.983,61,0.011
