DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
OCTUBRE ,1,0,0.024,0.03,0.011,0.827,48,NA
OCTUBRE ,1,1,0.023,0.028,0.011,0.831,43,0.005
OCTUBRE,1,2,0.019,0.025,0.011,0.824,33,0.003
OCTUBRE,1,3,0.023,0.024,0.011,0.806,29,0.003
OCTUBRE,1,4,0.027,0.024,0.011,0.779,23,0.001
OCTUBRE,1,5,0.028,0.024,0.011,0.763,19,NA
OCTUBRE,1,6,0.027,0.025,0.011,0.741,20,NA
OCTUBRE,1,7,0.023,0.024,0.011,0.744,24,NA
OCTUBRE,1,8,0.021,0.024,0.011,0.753,29,0.002
OCTUBRE,1,9,0.028,0.025,0.011,0.756,36,0.002
OCTUBRE,1,10,0.032,0.026,0.011,0.769,72,NA
OCTUBRE,1,11,0.034,0.028,0.011,0.787,65,0.002
OCTUBRE,1,12,0.039,0.029,0.012,0.807,54,0.002
OCTUBRE,1,13,0.043,0.031,0.012,0.82,47,0.003
OCTUBRE,1,14,0.042,0.033,0.012,0.827,42,0.004
OCTUBRE,1,15,0.04,0.035,0.013,0.825,40,NA
OCTUBRE,1,16,0.038,0.037,0.013,0.818,34,0.002
OCTUBRE,1,17,0.036,0.038,0.014,0.819,43,0.002
OCTUBRE,1,18,0.034,0.038,0.014,0.814,45,0.001
OCTUBRE,1,19,0.029,0.038,0.014,0.812,37,0.002
OCTUBRE,1,20,0.022,0.036,0.014,0.832,37,0.004
OCTUBRE,1,21,0.024,0.033,0.014,0.832,41,0.004
OCTUBRE,1,22,0.022,0.031,0.014,0.828,39,0.001
OCTUBRE,1,23,0.023,0.029,0.015,0.822,36,0.003
OCTUBRE,2,0,0.023,0.027,0.017,0.803,43,0.002
OCTUBRE,2,1,0.022,0.025,0.018,0.787,49,0.002
OCTUBRE,2,2,0.024,0.024,0.019,0.773,38,0.004
OCTUBRE,2,3,0.021,0.023,0.019,0.755,31,0.002
OCTUBRE,2,4,0.022,0.023,0.019,0.715,22,0.003
OCTUBRE,2,5,0.023,0.023,0.019,0.702,18,0.001
OCTUBRE,2,6,0.018,0.022,0.019,0.701,17,0.002
OCTUBRE,2,7,0.01,0.02,0.019,0.712,21,0.006
OCTUBRE,2,8,0.01,0.019,0.019,0.764,39,0.014
OCTUBRE,2,9,0.018,0.018,0.019,0.79,62,0.009
OCTUBRE,2,10,0.027,0.019,0.019,0.815,62,0.001
OCTUBRE,2,11,0.033,0.02,0.019,0.833,64,0.002
OCTUBRE,2,12,0.04,0.022,0.019,0.854,60,0.002
