DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
FEBRERO,1,0,NA,NA,0.007,NA,79,0.010
FEBRERO,1,1,NA,NA,0.007,NA,71,0.016
FEBRERO,1,2,NA,NA,0.007,NA,84,0.017
FEBRERO,1,3,NA,NA,0.007,NA,73,0.016
FEBRERO,1,4,NA,NA,0.007,NA,63,0.012
FEBRERO,1,5,NA,NA,0.007,NA,54,0.010
FEBRERO,1,6,NA,NA,0.007,NA,47,0.008
FEBRERO,1,7,NA,NA,0.007,NA,48,0.013
FEBRERO,1,8,NA,NA,0.007,NA,61,0.013
FEBRERO,1,9,NA,NA,0.007,NA,72,0.014
FEBRERO,1,10,NA,NA,0.007,NA,74,0.007
FEBRERO,1,11,NA,NA,0.007,NA,66,0.005
FEBRERO,1,12,NA,NA,0.007,NA,69,0.005
FEBRERO,1,13,NA,NA,0.007,NA,61,0.005
FEBRERO,1,14,NA,NA,0.006,NA,48,0.004
FEBRERO,1,15,NA,NA,0.006,NA,46,0.004
FEBRERO,1,16,NA,NA,0.006,NA,46,0.004
FEBRERO,1,17,NA,NA,0.006,NA,45,0.006
FEBRERO,1,18,NA,NA,0.006,NA,52,0.007
FEBRERO,1,19,NA,NA,0.006,NA,57,0.012
FEBRERO,1,20,NA,NA,0.006,NA,77,0.016
FEBRERO,1,21,NA,NA,0.006,NA,75,0.005
FEBRERO,1,22,NA,NA,0.006,NA,72,0.008
FEBRERO,1,23,NA,NA,0.006,NA,72,0.006
FEBRERO,2,0,NA,NA,0.006,NA,67,0.007
FEBRERO,2,1,NA,NA,0.006,NA,55,0.005
FEBRERO,2,2,NA,NA,0.006,NA,46,0.005
FEBRERO,2,3,NA,NA,0.006,NA,41,0.011
FEBRERO,2,4,NA,NA,0.006,NA,44,0.015
FEBRERO,2,5,NA,NA,0.006,NA,44,0.014
FEBRERO,2,6,NA,NA,0.006,NA,44,0.011
FEBRERO,2,7,NA,NA,0.006,NA,58,0.016
FEBRERO,2,8,NA,NA,0.006,NA,86,0.015
FEBRERO,2,9,NA,NA,0.006,NA,113,0.019
FEBRERO,2,10,NA,NA,0.006,NA,114,0.012
FEBRERO,2,11,NA,NA,0.006,NA,88,0.008
FEBRERO,2,12,NA,NA,0.006,NA,70,0.006
FEBRERO,2,13,NA,NA,0.006,NA,55,0.004
FEBRERO,2,14,NA,NA,0.006,NA,40,0.004
FEBRERO,2,15,NA,NA,0.006,NA,37,0.004
FEBRERO,2,16,NA,NA,0.006,NA,42,0.004
FEBRERO,2,17,NA,NA,0.006,NA,40,0.005
FEBRERO,2,18,NA,NA,0.006,NA,38,0.006
FEBRERO,2,19,NA,NA,0.006,NA,38,0.015
FEBRERO,2,20,NA,NA,0.006,NA,58,0.026
FEBRERO,2,21,NA,NA,0.006,1.37,122,0.026
FEBRERO,2,22,NA,NA,0.006,1.64,184,0.023
FEBRERO,2,23,NA,NA,0.006,1.61,173,0.022
FEBRERO,3,0,NA,NA,0.006,1.72,132,0.020
FEBRERO,3,1,NA,NA,0.006,1.77,121,0.020
FEBRERO,3,2,NA,NA,0.006,1.79,108,0.017
FEBRERO,3,3,NA,NA,0.006,1.73,86,0.007
FEBRERO,3,4,NA,NA,0.006,1.45,84,0.004
FEBRERO,3,5,NA,NA,0.007,1.09,70,0.004
FEBRERO,3,6,NA,NA,0.007,0.74,53,0.003
FEBRERO,3,7,NA,NA,0.007,0.62,48,0.004
FEBRERO,3,8,NA,NA,0.007,0.53,45,0.006
FEBRERO,3,9,NA,NA,0.007,0.49,40,0.006
FEBRERO,3,10,NA,NA,0.007,0.47,48,0.004
FEBRERO,3,11,0.034,NA,0.007,0.48,80,0.004
FEBRERO,3,12,0.041,NA,0.007,0.48,95,0.004
FEBRERO,3,13,0.051,NA,0.007,0.50,171,0.005
FEBRERO,3,14,0.050,NA,0.007,0.51,176,0.005
FEBRERO,3,15,0.051,NA,0.007,0.51,159,0.005
FEBRERO,3,16,0.055,NA,0.007,0.51,140,0.006
FEBRERO,3,17,0.062,NA,0.007,0.51,122,0.006
FEBRERO,3,18,0.055,0.050,0.007,0.51,110,0.006
FEBRERO,3,19,0.041,0.051,0.007,0.52,97,0.008
FEBRERO,3,20,0.031,0.049,0.007,0.51,95,0.007
FEBRERO,3,21,0.031,0.047,0.008,0.50,80,0.006
FEBRERO,3,22,0.033,0.045,0.008,0.48,59,0.004
FEBRERO,3,23,0.034,0.043,0.008,0.47,45,0.004
FEBRERO,4,0,0.040,0.041,0.008,0.45,36,0.003
FEBRERO,4,1,0.041,0.038,0.008,0.43,27,0.004
FEBRERO,4,2,0.044,0.037,0.008,0.40,19,0.003
FEBRERO,4,3,0.039,0.037,0.008,0.38,18,0.003
FEBRERO,4,4,0.033,0.037,0.007,0.36,14,0.003
FEBRERO,4,5,0.029,0.037,0.006,0.35,15,0.004
FEBRERO,4,6,0.026,0.036,0.006,0.35,15,0.005
FEBRERO,4,7,NA,0.036,0.006,0.35,15,0.008
FEBRERO,4,8,NA,0.035,0.006,0.37,25,0.012
FEBRERO,4,9,0.021,0.032,0.006,0.40,41,0.010
FEBRERO,4,10,0.034,0.030,0.006,0.43,47,0.007
FEBRERO,4,11,0.037,0.030,0.006,0.44,49,0.005
FEBRERO,4,12,0.041,0.031,0.006,0.46,45,0.005
FEBRERO,4,13,0.047,0.034,0.006,0.48,43,0.005
FEBRERO,4,14,0.055,0.039,0.006,0.49,44,0.006
FEBRERO,4,15,0.066,0.043,0.007,0.52,50,0.006
FEBRERO,4,16,0.071,0.046,0.008,0.53,53,0.006
FEBRERO,4,17,0.058,0.051,0.008,0.53,49,0.005
FEBRERO,4,18,0.057,0.054,0.008,0.52,47,0.005
FEBRERO,4,19,0.044,0.055,0.008,0.57,50,0.013
FEBRERO,4,20,0.015,0.052,0.008,0.88,75,0.028
FEBRERO,4,21,0.016,0.048,0.007,1.40,145,0.028
FEBRERO,4,22,0.036,0.045,0.007,1.66,225,0.028
FEBRERO,4,23,0.026,0.040,0.007,1.75,195,0.027
FEBRERO,5,0,0.010,0.033,0.007,1.77,152,0.021
FEBRERO,5,1,0.012,0.027,0.007,1.79,112,0.016
FEBRERO,5,2,0.022,0.022,0.008,1.82,88,0.017
FEBRERO,5,3,0.036,0.022,0.008,1.78,74,0.013
FEBRERO,5,4,0.014,0.021,0.008,1.48,70,0.014
FEBRERO,5,5,0.009,0.021,0.008,0.98,68,0.015
FEBRERO,5,6,0.005,0.017,0.008,0.73,66,0.015
FEBRERO,5,7,0.003,0.014,0.008,0.63,62,0.015
FEBRERO,5,8,0.008,0.014,0.008,0.61,60,0.014
FEBRERO,5,9,0.015,0.014,0.008,0.60,62,0.011
FEBRERO,5,10,0.022,0.014,0.008,0.60,65,0.010
FEBRERO,5,11,0.034,0.014,0.008,0.59,60,0.007
FEBRERO,5,12,0.044,0.018,0.008,0.58,53,0.005
FEBRERO,5,13,0.050,0.023,0.008,0.56,42,0.003
FEBRERO,5,14,0.057,0.029,0.008,0.55,40,0.004
FEBRERO,5,15,0.057,0.036,0.007,0.53,41,0.005
FEBRERO,5,16,0.051,0.041,0.007,0.52,43,0.005
FEBRERO,5,17,0.052,0.046,0.007,0.50,42,0.004
FEBRERO,5,18,0.058,0.050,0.007,0.47,41,0.005
FEBRERO,5,19,0.054,0.053,0.007,0.46,43,0.007
FEBRERO,5,20,0.034,0.052,0.007,0.46,56,0.008
FEBRERO,5,21,0.033,0.050,0.007,0.46,54,0.008
FEBRERO,5,22,0.031,0.046,0.008,0.44,49,0.008
FEBRERO,5,23,0.028,0.043,0.008,0.44,44,0.007
FEBRERO,6,0,0.037,0.041,0.007,0.41,40,0.004
FEBRERO,6,1,0.042,0.040,0.007,0.40,34,0.004
FEBRERO,6,2,0.030,0.036,0.007,0.39,30,0.006
FEBRERO,6,3,0.048,0.035,0.007,0.37,28,0.004
FEBRERO,6,4,0.020,0.034,0.007,0.36,28,0.008
FEBRERO,6,5,0.016,0.032,0.007,0.36,33,0.009
FEBRERO,6,6,NA,0.032,0.007,0.37,39,0.011
FEBRERO,6,7,0.009,0.029,0.007,0.38,44,0.013
FEBRERO,6,8,0.007,0.024,0.007,0.42,55,0.015
FEBRERO,6,9,0.019,0.021,0.007,0.45,65,0.012
FEBRERO,6,10,0.026,0.021,0.008,0.47,62,0.009
FEBRERO,6,11,0.037,0.019,0.007,0.49,63,0.006
FEBRERO,6,12,0.046,0.023,0.007,0.49,51,0.005
FEBRERO,6,13,0.051,0.028,0.008,0.49,47,0.004
FEBRERO,6,14,0.055,0.031,0.008,0.49,43,0.004
FEBRERO,6,15,0.057,0.037,0.007,0.47,37,0.004
FEBRERO,6,16,0.060,0.044,0.007,0.43,36,0.004
FEBRERO,6,17,0.058,0.049,0.007,0.41,34,0.004
FEBRERO,6,18,0.059,0.053,0.007,0.38,34,0.004
FEBRERO,6,19,0.046,0.054,0.007,0.41,55,0.012
FEBRERO,6,20,0.012,0.050,0.007,0.63,114,0.028
FEBRERO,6,21,0.041,0.048,0.007,1.10,229,0.029
FEBRERO,6,22,NA,NA,0.006,1.52,266,0.026
FEBRERO,6,23,0.023,NA,0.007,1.91,242,0.021
FEBRERO,7,0,0.018,NA,0.007,2.08,235,0.023
FEBRERO,7,1,0.013,NA,0.007,2.15,204,0.022
FEBRERO,7,2,0.009,NA,0.007,2.20,172,0.020
FEBRERO,7,3,0.014,NA,0.007,2.18,138,0.016
FEBRERO,7,4,0.034,NA,0.007,2.00,126,0.019
FEBRERO,7,5,0.022,NA,0.007,1.56,105,0.018
FEBRERO,7,6,0.006,0.017,0.007,1.17,87,0.018
FEBRERO,7,7,0.006,0.015,0.007,0.82,81,0.018
FEBRERO,7,8,0.008,0.014,0.007,0.68,83,0.017
FEBRERO,7,9,0.011,0.014,0.007,0.67,91,0.016
FEBRERO,7,10,0.023,0.015,0.007,0.65,91,0.014
FEBRERO,7,11,0.045,0.019,0.007,0.64,93,0.009
FEBRERO,7,12,0.052,0.022,0.007,0.63,90,0.010
FEBRERO,7,13,0.062,0.027,0.007,0.63,87,0.007
FEBRERO,7,14,0.066,0.034,0.007,0.61,67,0.005
FEBRERO,7,15,0.073,0.042,0.007,0.60,60,0.005
FEBRERO,7,16,0.072,0.050,0.007,0.58,58,0.006
FEBRERO,7,17,0.071,0.058,0.007,0.54,56,0.005
FEBRERO,7,18,0.068,0.064,0.007,0.52,56,0.006
FEBRERO,7,19,0.041,0.063,0.007,0.60,65,0.019
FEBRERO,7,20,0.011,0.058,0.007,0.97,89,0.035
FEBRERO,7,21,0.010,0.052,0.007,1.36,163,0.032
FEBRERO,7,22,0.024,0.046,0.007,1.46,198,0.022
FEBRERO,7,23,0.033,0.041,0.007,1.49,160,0.013
FEBRERO,8,0,0.020,0.035,0.006,1.53,121,0.016
FEBRERO,8,1,0.014,0.028,0.006,1.56,98,0.018
FEBRERO,8,2,0.011,0.021,0.006,1.58,94,0.019
FEBRERO,8,3,0.024,0.018,0.006,1.50,82,0.009
FEBRERO,8,4,0.025,0.020,0.006,1.11,66,0.006
FEBRERO,8,5,0.020,0.021,0.006,0.69,57,0.008
FEBRERO,8,6,0.012,0.020,0.006,0.58,52,0.014
FEBRERO,8,7,0.012,0.017,0.006,0.60,60,0.017
FEBRERO,8,8,0.022,0.017,0.006,0.71,88,0.018
FEBRERO,8,9,0.026,0.019,0.006,0.77,133,0.020
FEBRERO,8,10,0.034,0.022,0.007,0.77,143,0.014
FEBRERO,8,11,0.041,0.024,0.007,0.78,116,0.010
FEBRERO,8,12,0.048,0.027,0.007,0.79,88,0.007
FEBRERO,8,13,0.053,0.031,0.007,0.80,66,0.005
