DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
MAYO,1,0,0.026,0.051,0.018,1.672,95,0.013
MAYO,1,1,0.028,0.046,0.014,1.701,97,0.010
MAYO,1,2,0.020,0.040,0.012,1.738,82,0.011
MAYO,1,3,0.010,0.033,0.011,1.776,85,0.015
MAYO,1,4,0.012,0.028,0.009,1.805,84,0.014
MAYO,1,5,0.015,0.024,0.009,1.811,77,0.012
MAYO,1,6,0.015,0.020,0.009,1.811,74,0.012
MAYO,1,7,0.012,0.017,0.009,1.823,77,0.013
MAYO,1,8,0.014,0.016,0.009,1.835,95,0.013
MAYO,1,9,0.034,0.016,0.009,1.853,107,0.010
MAYO,1,10,0.047,0.020,0.009,1.844,97,0.006
MAYO,1,11,0.059,0.026,0.009,1.816,87,0.004
MAYO,1,12,0.060,0.032,0.009,1.792,74,0.004
MAYO,1,13,0.049,0.036,0.009,1.774,65,0.003
MAYO,1,14,0.052,0.041,0.009,1.749,55,0.003
MAYO,1,15,0.051,0.046,0.008,1.707,56,0.003
MAYO,1,16,0.052,0.050,0.008,1.656,52,0.004
MAYO,1,17,0.051,0.053,0.008,1.607,55,0.003
MAYO,1,18,0.046,0.052,0.008,1.569,46,0.003
MAYO,1,19,0.041,0.050,0.008,1.546,53,0.004
MAYO,1,20,0.035,0.047,0.008,1.535,69,0.005
MAYO,1,21,0.033,0.045,0.008,1.541,72,0.006
MAYO,1,22,0.037,0.043,0.008,1.553,79,0.005
MAYO,1,23,0.039,0.042,0.008,1.571,81,0.005
MAYO,2,0,0.040,0.040,0.008,1.570,74,0.004
MAYO,2,1,0.036,0.038,0.007,1.576,62,0.004
MAYO,2,2,0.033,0.037,0.007,1.590,54,0.004
MAYO,2,3,0.030,0.035,0.007,1.609,50,0.006
MAYO,2,4,0.037,0.036,0.007,1.615,49,0.003
MAYO,2,5,0.030,0.035,0.007,1.621,52,0.006
MAYO,2,6,0.025,0.034,0.007,1.627,57,0.009
MAYO,2,7,0.015,0.031,0.007,1.650,63,0.014
MAYO,2,8,0.020,0.028,0.007,1.711,93,0.012
MAYO,2,9,0.032,0.028,0.007,1.750,98,0.009
MAYO,2,10,0.044,0.029,0.007,1.760,83,0.005
MAYO,2,11,0.053,0.032,0.007,1.755,73,0.004
MAYO,2,12,0.054,0.034,0.007,1.753,65,0.003
MAYO,2,13,0.049,0.037,0.007,1.743,83,0.003
MAYO,2,14,0.049,0.039,0.007,1.725,105,0.003
MAYO,2,15,0.051,0.044,0.007,1.681,90,0.002
MAYO,2,16,0.048,0.047,0.007,1.612,76,0.003
MAYO,2,17,0.046,0.049,0.007,1.565,66,0.003
MAYO,2,18,0.043,0.049,0.007,1.546,59,0.004
MAYO,2,19,0.040,0.047,0.007,1.539,62,0.005
MAYO,2,20,0.031,0.044,0.007,1.551,73,0.009
MAYO,2,21,0.029,0.042,0.007,1.596,80,0.012
MAYO,2,22,0.033,0.040,0.007,1.625,92,0.008
MAYO,2,23,0.027,0.037,0.007,1.648,89,0.009
MAYO,3,0,0.033,0.035,0.007,1.669,90,0.008
MAYO,3,1,0.039,0.034,0.007,1.685,88,0.004
MAYO,3,2,0.031,0.033,0.007,1.699,79,0.005
MAYO,3,3,0.023,0.030,0.007,1.707,75,0.007
MAYO,3,4,0.029,0.030,0.007,1.695,61,0.004
MAYO,3,5,0.024,0.030,0.007,1.662,49,0.008
MAYO,3,6,0.025,0.029,0.007,1.673,78,0.016
MAYO,3,7,0.022,0.028,0.007,1.701,103,0.015
MAYO,3,8,0.013,0.026,0.007,1.743,120,0.014
MAYO,3,9,0.018,0.023,0.007,1.795,140,0.015
MAYO,3,10,0.038,0.024,0.012,1.825,148,0.014
MAYO,3,11,0.055,0.028,0.018,1.882,157,0.016
MAYO,3,12,0.075,0.034,0.019,1.934,136,0.007
MAYO,3,13,0.067,0.039,0.020,1.954,108,0.004
MAYO,3,14,0.050,0.042,0.020,1.924,80,0.003
MAYO,3,15,0.053,0.046,0.020,1.874,53,0.002
MAYO,3,16,0.060,0.052,0.020,1.819,47,0.004
MAYO,3,17,0.066,0.058,0.020,1.757,45,0.003
MAYO,3,18,0.065,0.061,0.020,1.728,51,0.005
MAYO,3,19,0.055,0.061,0.020,1.704,59,0.009
MAYO,3,20,0.028,0.056,0.020,1.731,68,0.022
MAYO,3,21,0.017,0.049,0.020,1.830,93,0.027
MAYO,3,22,0.035,0.048,0.020,1.867,115,0.009
MAYO,3,23,0.029,0.045,0.020,1.913,113,0.010
MAYO,4,0,0.027,0.040,0.020,1.943,106,0.010
MAYO,4,1,0.023,0.035,0.021,1.994,101,0.017
MAYO,4,2,0.010,0.028,0.021,2.024,119,0.020
MAYO,4,3,0.017,0.023,0.021,2.012,109,0.014
MAYO,4,4,0.025,0.023,0.021,1.933,85,0.006
MAYO,4,5,0.016,0.023,0.021,1.816,85,0.011
MAYO,4,6,0.010,0.020,0.021,1.796,87,0.016
MAYO,4,7,0.018,0.018,0.021,1.792,90,0.012
MAYO,4,8,0.017,0.017,0.021,1.839,110,0.014
MAYO,4,9,0.030,0.018,0.021,1.840,112,0.010
MAYO,4,10,0.048,0.023,0.016,1.839,110,0.007
MAYO,4,11,0.061,0.028,0.010,1.847,110,0.005
MAYO,4,12,0.066,0.033,0.008,1.875,102,0.005
MAYO,4,13,0.064,0.039,0.008,1.892,94,0.004
MAYO,4,14,0.061,0.046,0.008,1.894,79,0.004
MAYO,4,15,0.066,0.052,0.008,1.878,71,0.004
MAYO,4,16,0.058,0.057,0.008,1.808,63,0.003
MAYO,4,17,0.059,0.060,0.008,1.764,59,0.004
MAYO,4,18,0.058,0.062,0.008,1.738,59,0.005
MAYO,4,19,0.053,0.061,0.008,1.740,72,0.008
MAYO,4,20,0.044,0.058,0.008,1.749,82,0.011
MAYO,4,21,0.041,0.055,0.008,1.762,110,0.010
MAYO,4,22,0.041,0.052,0.008,1.784,125,0.009
MAYO,4,23,0.039,0.049,0.009,1.787,116,0.010
MAYO,5,0,0.044,0.047,0.009,1.791,118,0.008
MAYO,5,1,0.045,0.046,0.008,1.790,105,0.006
MAYO,5,2,0.036,0.043,0.008,1.791,91,0.007
MAYO,5,3,0.032,0.040,0.008,1.770,93,0.007
MAYO,5,4,0.036,0.039,0.008,1.744,87,0.007
MAYO,5,5,0.031,0.038,0.008,1.717,81,0.007
MAYO,5,6,0.033,0.037,0.008,1.695,81,0.007
MAYO,5,7,0.027,0.035,0.008,1.723,92,0.011
MAYO,5,8,0.029,0.034,0.008,1.776,112,0.012
MAYO,5,9,0.042,0.033,0.008,1.819,110,0.007
MAYO,5,10,0.050,0.035,0.008,1.870,113,0.009
MAYO,5,11,0.063,0.039,0.008,1.906,114,0.006
MAYO,5,12,0.064,0.042,0.008,1.929,110,0.004
MAYO,5,13,0.073,0.048,0.008,1.947,162,0.004
MAYO,5,14,0.081,0.054,0.009,1.960,189,0.005
MAYO,5,15,0.073,0.059,0.009,1.925,153,0.003
MAYO,5,16,0.068,0.064,0.009,1.876,116,0.004
MAYO,5,17,0.068,0.068,0.009,1.839,99,0.004
MAYO,5,18,0.070,0.070,0.009,1.790,93,0.004
MAYO,5,19,0.066,0.071,0.009,1.757,96,0.005
MAYO,5,20,0.052,0.069,0.009,1.764,104,0.010
MAYO,5,21,0.044,0.065,0.009,1.774,128,0.010
MAYO,5,22,0.048,0.061,0.009,1.755,130,0.006
MAYO,5,23,0.044,0.058,0.008,1.754,112,0.005
MAYO,6,0,0.044,0.055,0.008,1.752,108,0.007
MAYO,6,1,0.048,0.052,0.009,1.745,125,0.009
MAYO,6,2,0.050,0.049,0.009,1.733,112,0.005
MAYO,6,3,0.040,0.046,0.009,1.721,82,0.006
MAYO,6,4,0.038,0.044,0.009,1.685,66,0.006
MAYO,6,5,0.032,0.043,0.009,1.663,62,0.008
MAYO,6,6,0.027,0.040,0.009,1.666,57,0.010
MAYO,6,7,0.012,0.036,0.009,1.719,66,0.019
MAYO,6,8,0.014,0.033,0.009,1.778,89,0.022
MAYO,6,9,0.036,0.031,0.009,1.815,107,0.011
MAYO,6,10,0.047,0.031,0.009,1.841,98,0.007
MAYO,6,11,0.059,0.033,0.009,1.879,92,0.007
MAYO,6,12,0.070,0.037,0.010,1.930,98,0.006
MAYO,6,13,0.077,0.043,0.010,1.993,82,0.005
MAYO,6,14,0.077,0.049,0.011,2.023,71,0.005
MAYO,6,15,0.086,0.058,0.011,2.003,69,0.005
MAYO,6,16,0.086,0.067,0.012,1.957,68,0.004
MAYO,6,17,0.079,0.073,0.012,1.930,64,0.004
MAYO,6,18,0.070,0.076,0.012,1.917,61,0.004
MAYO,6,19,0.058,0.075,0.012,1.896,78,0.007
MAYO,6,20,0.047,0.073,0.012,1.856,153,0.007
MAYO,6,21,0.048,0.069,0.012,1.810,138,0.010
MAYO,6,22,0.050,0.066,0.015,1.775,143,0.016
MAYO,6,23,0.047,0.061,0.015,1.742,163,0.007
MAYO,7,0,0.043,0.055,0.015,1.733,129,0.007
MAYO,7,1,0.041,0.051,0.014,1.723,88,0.007
MAYO,7,2,0.037,0.046,0.014,1.706,65,0.006
MAYO,7,3,0.037,0.044,0.014,1.682,51,0.005
MAYO,7,4,0.032,0.042,0.014,1.660,44,0.006
MAYO,7,5,0.030,0.040,0.014,1.627,40,0.007
MAYO,7,6,0.027,0.037,0.014,1.618,37,0.007
