DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_NATIVITAS 2023,,,,,,,,
NOTA,LOS DATOS SON PREVALIDADOS ,,,,,,,
,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],NO2 Horario [ppm]
SEP,10,23,0.026,0.032,0.013,0.713,29,0.004
SEP,11,0,0.021,0.03,0.013,0.711,32,0.005
SEP,11,1,0.021,0.028,0.013,0.705,30,0.004
SEP,11,2,0.023,0.026,0.012,0.696,22,0.003
SEP,11,3,0.021,0.025,0.013,0.69,20,0.005
SEP,11,4,0.021,0.024,0.013,0.685,21,0.005
SEP,11,5,0.016,0.022,0.012,0.678,21,0.005
SEP,11,6,0.012,0.02,0.012,0.68,22,0.007
SEP,11,7,0.007,0.018,0.012,0.705,35,0.011
SEP,11,8,0.012,0.017,0.012,0.738,46,0.009
SEP,11,9,0.02,0.017,0.012,0.764,49,0.007
SEP,11,10,0.033,0.018,0.012,0.78,45,0.004
SEP,11,11,0.04,0.02,0.012,0.795,42,0.005
SEP,11,12,0.048,0.023,0.012,0.81,42,0.005
SEP,11,13,0.053,0.028,0.012,0.824,41,0.005
SEP,11,14,0.057,0.034,0.011,0.828,36,0.003
SEP,11,15,0.054,0.04,0.011,0.813,37,0.004
SEP,11,16,0.052,0.045,0.011,0.78,44,0.003
SEP,11,17,0.052,0.049,0.011,0.76,43,0.004
SEP,11,18,0.047,0.05,0.011,0.755,45,0.004
SEP,11,19,0.03,0.049,0.012,0.771,49,0.01
SEP,11,20,0.031,0.047,0.012,0.781,62,0.007
SEP,11,21,0.034,0.045,0.014,0.775,56,0.006
SEP,11,22,0.028,0.041,0.014,0.775,51,0.007
SEP,11,23,0.03,0.038,0.014,0.765,46,0.006
SEP,12,0,0.035,0.036,0.014,0.758,34,0.005
SEP,12,1,0.036,0.034,0.014,0.751,41,0.006
SEP,12,2,0.033,0.032,0.014,0.743,35,0.008
SEP,12,3,0.032,0.032,0.014,0.715,31,0.008
SEP,12,4,0.044,0.034,0.014,0.69,30,0.009
SEP,12,5,0.055,0.037,0.014,0.685,29,0.01
SEP,12,6,0.028,0.037,0.014,0.683,32,0.008
SEP,12,7,0.043,0.038,0.014,0.696,34,0.009
SEP,12,8,0.015,0.036,0.014,0.726,40,0.009
SEP,12,9,0.024,0.034,0.014,0.754,46,0.008
SEP,12,10,0.034,0.034,0.014,0.769,60,0.005
SEP,12,11,0.039,0.035,0.014,0.783,54,0.005
SEP,12,12,0.049,0.036,0.014,0.793,46,0.004
SEP,12,13,0.052,0.036,0.014,0.8,37,0.003
SEP,12,14,0.051,0.038,0.014,0.804,42,0.004
SEP,12,15,0.057,0.04,0.014,0.794,44,0.003
SEP,12,16,0.06,0.046,0.014,0.769,41,0.003
SEP,12,17,0.064,0.051,0.013,0.745,38,0.003
SEP,12,18,0.065,0.055,0.013,0.733,42,0.003
SEP,12,19,0.056,0.057,0.013,0.728,56,0.006
SEP,12,20,0.032,0.055,0.012,0.79,90,0.018
SEP,12,21,0.032,0.052,0.012,0.811,79,0.007
SEP,12,22,0.035,0.05,0.012,0.803,64,0.004
