DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CRUZ ROJA 2022,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,
,,,,,,,,,
MES,DIA,HORA,O3 Horario [ppm],O3 Promedio de 8 hrs. [ppm],SO2 promedio de 24 hrs. [ppm],CO Promedio de 8 hrs. [ppm],PM10 Promedio ponderado  de 12 hrs. [µg/m³],PM2.5 Promedio ponderado  de 12 hrs.  [µg/m³],NO2 Horario [ppm]
ABRIL,1,0,0.022,0.032,0.002,0.85,54,36,0.026
ABRIL,1,1,0.030,0.028,0.002,0.90,66,50,0.036
ABRIL,1,2,0.012,0.024,0.002,0.93,84,71,0.047
ABRIL,1,3,0.017,0.023,0.003,0.89,86,82,0.046
ABRIL,1,4,0.007,0.022,0.003,0.81,83,74,0.043
ABRIL,1,5,0.006,0.020,0.003,0.77,85,77,0.038
ABRIL,1,6,0.007,0.017,0.003,0.77,88,78,0.038
ABRIL,1,7,0.005,0.013,0.003,0.82,91,85,0.039
ABRIL,1,8,0.013,0.012,0.003,0.86,97,89,0.040
ABRIL,1,9,0.021,0.011,0.004,0.85,90,81,0.040
ABRIL,1,10,0.050,0.016,0.005,0.82,76,68,0.026
ABRIL,1,11,0.059,0.021,0.005,0.82,71,61,0.019
ABRIL,1,12,0.074,0.029,0.005,0.81,72,55,0.005
ABRIL,1,13,0.065,0.037,0.005,0.78,57,50,0.004
ABRIL,1,14,0.053,0.042,0.005,0.73,38,40,0.004
ABRIL,1,15,0.067,0.050,NA,0.67,30,NA,0.004
ABRIL,1,16,0.071,0.057,NA,0.60,28,NA,0.003
ABRIL,1,17,0.071,0.064,NA,0.58,31,NA,0.003
ABRIL,1,18,0.062,0.065,NA,0.60,32,NA,0.003
ABRIL,1,19,0.044,0.063,NA,0.63,34,NA,0.013
ABRIL,1,20,0.029,0.058,NA,0.70,41,NA,0.028
ABRIL,1,21,0.026,0.053,NA,0.79,45,NA,0.028
ABRIL,1,22,0.035,0.051,NA,0.84,45,NA,0.012
ABRIL,1,23,0.029,0.046,NA,0.86,39,NA,0.006
ABRIL,2,0,0.025,0.040,NA,0.88,37,NA,0.016
ABRIL,2,1,0.015,0.033,NA,0.91,41,NA,0.037
ABRIL,2,2,0.019,0.028,NA,0.90,45,NA,0.041
ABRIL,2,3,0.018,0.024,NA,0.86,45,23,0.040
ABRIL,2,4,0.014,0.023,NA,0.82,45,23,0.036
ABRIL,2,5,0.011,0.021,NA,0.76,45,22,0.028
ABRIL,2,6,NA,NA,NA,0.75,48,25,0.031
ABRIL,2,7,0.006,NA,NA,0.74,47,27,0.038
ABRIL,2,8,0.014,NA,NA,0.79,47,25,0.040
ABRIL,2,9,0.016,NA,NA,0.82,52,30,0.049
ABRIL,2,10,0.028,NA,NA,0.88,62,35,0.028
ABRIL,2,11,0.054,NA,NA,0.88,60,36,0.010
ABRIL,2,12,0.071,NA,NA,0.85,49,28,0.004
ABRIL,2,13,0.074,NA,NA,0.83,43,28,0.004
ABRIL,2,14,0.062,0.040,NA,0.80,34,27,0.003
ABRIL,2,15,0.054,0.047,0.003,0.78,25,17,NA
ABRIL,2,16,0.059,0.052,0.003,0.71,23,17,NA
ABRIL,2,17,0.061,0.058,0.003,0.64,23,16,0.004
ABRIL,2,18,0.059,0.062,0.003,0.59,22,14,0.004
ABRIL,2,19,0.052,0.061,0.003,0.61,26,13,0.009
ABRIL,2,20,0.027,0.056,0.003,0.71,34,18,0.052
ABRIL,2,21,0.018,0.049,0.003,0.84,47,19,0.050
ABRIL,2,22,0.024,0.044,0.003,0.91,49,23,0.038
ABRIL,2,23,0.024,0.041,0.003,0.96,51,24,0.022
ABRIL,3,0,0.023,0.036,0.003,0.97,48,28,0.019
ABRIL,3,1,0.029,0.032,0.003,1.00,50,27,0.025
ABRIL,3,2,0.033,0.029,0.003,0.98,46,26,0.013
ABRIL,3,3,0.033,0.026,0.003,0.95,43,26,0.009
ABRIL,3,4,0.035,0.027,0.003,0.86,39,26,0.008
ABRIL,3,5,0.035,0.030,0.003,0.71,38,27,0.008
ABRIL,3,6,NA,NA,0.003,0.65,37,24,0.009
ABRIL,3,7,NA,NA,0.002,0.65,42,26,0.033
ABRIL,3,8,0.023,NA,0.002,0.69,47,28,0.029
ABRIL,3,9,0.043,NA,0.002,0.69,50,30,0.023
ABRIL,3,10,0.052,NA,0.002,0.70,48,31,0.016
ABRIL,3,11,0.058,NA,0.002,0.71,46,30,0.008
ABRIL,3,12,0.061,NA,0.002,0.71,40,28,0.003
ABRIL,3,13,0.060,NA,0.002,0.71,26,24,0.004
ABRIL,3,14,0.065,NA,0.002,0.69,21,18,0.004
ABRIL,3,15,0.069,0.054,0.002,0.65,22,15,0.002
ABRIL,3,16,0.064,0.059,0.002,0.61,23,19,NA
ABRIL,3,17,0.071,0.063,0.002,0.58,21,17,0.002
ABRIL,3,18,0.071,0.065,0.002,0.57,25,15,0.003
ABRIL,3,19,0.061,0.065,0.002,0.57,27,18,0.006
ABRIL,3,20,0.048,0.064,0.002,0.60,31,20,0.009
ABRIL,3,21,0.044,0.062,0.002,0.65,33,18,0.012
ABRIL,3,22,0.033,0.058,0.002,0.68,33,18,0.021
ABRIL,3,23,0.033,0.053,0.002,0.72,34,17,0.014
ABRIL,4,0,0.026,0.048,0.002,0.74,34,18,0.008
ABRIL,4,1,0.022,0.042,0.002,0.74,32,19,0.012
ABRIL,4,2,0.013,0.035,0.002,0.73,35,21,0.013
ABRIL,4,3,0.011,0.029,0.002,0.70,36,21,0.007
ABRIL,4,4,0.014,0.025,0.002,0.65,35,21,0.023
ABRIL,4,5,0.011,0.020,0.002,0.60,36,21,0.027
ABRIL,4,6,0.011,0.018,0.002,0.60,39,21,0.038
ABRIL,4,7,0.009,0.015,0.002,0.63,49,25,0.043
ABRIL,4,8,0.009,0.012,0.002,0.72,59,28,0.045
ABRIL,4,9,0.023,0.013,0.002,0.78,57,31,0.062
ABRIL,4,10,0.041,0.016,0.002,0.83,65,33,0.041
ABRIL,4,11,0.071,0.024,0.002,0.84,65,37,0.010
ABRIL,4,12,0.066,0.030,0.002,0.87,51,36,0.006
ABRIL,4,13,0.077,0.038,0.002,0.87,41,26,0.004
ABRIL,4,14,0.072,0.046,0.002,0.83,42,20,NA
ABRIL,4,15,0.069,0.054,0.002,0.75,45,16,NA
ABRIL,4,16,0.074,0.062,0.002,0.64,46,18,NA
ABRIL,4,17,0.070,0.067,0.002,0.58,50,23,NA
ABRIL,4,18,0.063,0.070,0.002,0.53,48,23,NA
ABRIL,4,19,0.058,0.069,0.002,0.52,50,26,NA
ABRIL,4,20,0.053,0.067,0.002,0.52,51,26,0.008
ABRIL,4,21,0.052,0.064,0.002,0.52,48,26,0.007
ABRIL,4,22,0.047,0.061,0.002,0.50,40,22,NA
ABRIL,4,23,0.044,0.057,0.002,0.48,36,20,NA
ABRIL,5,0,0.043,0.054,0.002,0.46,29,17,NA
