DATOS HORARIOS 2020_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
FEB,1,0,13.56,13.14,1.35,13.16,45.59,15.83,1.41,235.2,17.43,37.93,624
FEB,1,1,8.1,12.93,1.41,15.59,24.21,17.61,1.01,222.56,16.95,39.13,623.92
FEB,1,2,5.36,11.54,1.39,18.96,34.91,16.28,0.88,292.7,16.49,38.8,623.81
FEB,1,3,4.61,11.75,1.44,18.54,36.81,18.14,0.7,242.63,16.22,40.7,623.76
FEB,1,4,5.86,12.08,1.47,18.87,36.13,13.97,1.25,255.22,15.7,42.7,623.88
FEB,1,5,5.92,13.02,1.43,18.28,37.36,13.47,1.5,181.38,15.21,43.81,624.2
FEB,1,6,3.86,11.29,1.42,16.69,41.41,12.2,2.13,107.98,14.32,46.2,624.46
FEB,1,7,10.73,10.25,1.39,12.5,50.44,19.39,2.75,98.62,13.27,56.61,625.03
FEB,1,8,14.08,11.11,1.49,12.03,43.93,15.88,2.92,90.65,12.59,63.58,625.65
FEB,1,9,20.69,9.65,1.49,9.18,43.52,20.28,4.99,85.47,13.13,62.16,626.23
FEB,1,10,24.73,10.14,1.48,7.29,59.39,22.7,6.07,78.26,14.69,57.07,626.58
FEB,1,11,28.59,9.73,1.54,7.41,57.36,16.3,6.04,79.21,16.43,49.98,627.01
FEB,1,12,30.88,9.28,1.5,7.02,45.27,10.08,5.77,76.49,17.38,45.76,627.04
FEB,1,13,32.45,9.21,1.61,8.46,40.56,24.07,5.22,78.09,18.33,41.44,626.65
FEB,1,14,33.98,11.91,1.53,8.67,32,17.24,4.73,74.93,19.26,38.73,625.87
FEB,1,15,38.99,15.42,1.56,6.61,20.85,18.63,3.93,62.21,20.89,33.76,625.15
FEB,1,16,36.62,14.04,1.62,8,26.62,10.04,3.66,83.65,21.67,34.02,624.62
FEB,1,17,35.65,16.62,1.61,7.61,27.08,18.77,4.01,67.35,21.95,33.54,624.48
FEB,1,18,29.49,18.2,1.64,8.15,35.97,12.72,4.61,42.11,20.58,35.39,624.78
FEB,1,19,27.59,13.89,1.49,8.41,39.25,11.31,4.37,42.47,18.93,38.24,625.35
FEB,1,20,25.29,17.81,1.53,9.33,37.52,10.92,4.23,49.01,17.85,41.7,625.97
FEB,1,21,25.62,44.5,1.66,10,35.53,17.02,4.49,56.54,17.05,43.98,626.63
FEB,1,22,26.05,68.33,1.85,9.78,49.37,19.1,4.55,55.17,16.32,46.93,626.97
FEB,1,23,24.66,12.33,1.44,7.61,34.46,27.89,3.17,80.17,15.49,51.77,627.04
FEB,2,0,26.25,10.56,1.33,4.76,21.87,18.38,4.66,82.12,14.26,58.94,627.08
FEB,2,1,26.41,10.59,1.3,4.35,23.64,21.41,4.06,82.45,13.63,61.64,626.93
FEB,2,2,26.89,10.35,1.28,3.8,11.14,8.09,4.15,81.36,13.26,62.9,626.62
FEB,2,3,27.05,10.06,1.28,3.67,10.44,7.61,3.34,83.79,13.21,63,626.57
FEB,2,4,27.01,9.04,1.28,4.02,5.44,7.36,2.95,101.48,13.36,62,626.28
FEB,2,5,23.56,10.58,1.28,4.74,9.9,7.14,3.32,104.17,12.98,64.2,626.07
FEB,2,6,21,9.44,1.31,5.27,10.46,7.75,3.42,102.28,12.72,65.48,626.02
FEB,2,7,19.62,9.42,1.36,6.48,16.13,9.93,3.14,99.98,12.5,66.12,626.22
FEB,2,8,15.85,9.33,1.46,9.03,23.42,16.81,3.03,99.19,12.55,66.05,626.18
FEB,2,9,16.47,10.03,1.58,9.47,22.37,10.6,2.82,114.47,13.24,63.36,626.36
FEB,2,10,11.43,10.28,1.73,11.59,29.43,11.11,3.11,106.41,13.82,64.17,626.94
FEB,2,11,19.17,10.13,1.9,11.3,32.06,11.59,3.16,113.01,16.17,54.28,626.91
FEB,2,12,26.72,9.38,1.76,9.6,24.68,11.59,2.81,117.76,18.71,44.57,626.29
FEB,2,13,33.47,9.36,1.69,9.71,26.01,15.83,2.58,109.38,19.99,42.02,625.49
FEB,2,14,41.93,11.04,1.59,8.58,15.89,14.18,2.27,126.86,22.2,37.69,624.34
FEB,2,15,43.43,9.84,1.52,7.8,13.9,12.76,1.39,163.57,23.25,35.61,623.55
FEB,2,16,41.67,9.43,1.6,9.22,21.69,25.04,1.33,193.54,23.11,35.69,623.13
FEB,2,17,42.49,9.15,1.43,7.27,33.46,13.35,1.66,269.3,22.88,36.21,622.96
FEB,2,18,39.4,9.65,1.43,7.29,28.71,17.74,2.47,271.86,22.52,38.06,623.09
FEB,2,19,32.16,11.77,1.67,12.86,52.03,15.15,1.73,263.65,21.64,41.24,623.32
FEB,2,20,10.56,11.09,2.52,27.43,65.71,22.96,1.08,190.73,20.91,44.99,623.39
FEB,2,21,9.78,10.3,1.92,24.4,90.74,24.98,1.39,249.65,20.12,45.71,623.83
FEB,2,22,22.69,9.43,1.61,12.62,57.4,28.49,1.75,205.18,19.83,47.28,624.18
FEB,2,23,14.02,9.01,1.6,14.64,41.28,20.28,1.19,216.51,18.61,53.02,624.08
FEB,3,0,7.49,8.7,1.64,17.45,46.83,18.16,1.24,245.18,17.92,55.36,623.98
FEB,3,1,10.68,9.13,1.41,14.04,49.36,22.97,1.68,262.64,16.92,56.99,623.94
FEB,3,2,12.33,8.78,1.4,11.1,35.53,16.21,0.88,224.72,16.02,56.68,623.55
FEB,3,3,7.13,10,1.48,13.39,35.95,11.96,0.86,235.8,15.18,59.33,623.22
FEB,3,4,2.62,8.96,1.47,14.74,39.83,18.51,0.8,201.14,14.51,61.01,622.89
FEB,3,5,2.76,7.35,1.5,16.3,42.86,24.44,1.28,102.92,13.97,65.19,622.66
FEB,3,6,2.09,9.64,1.49,16.72,48.81,23.14,1.45,93.89,13.19,70.09,622.89
FEB,3,7,2.74,9.38,1.59,17.12,69.86,24.34,1.47,111.32,13.1,65.87,623.21
FEB,3,8,3.07,10.39,1.81,18.49,56.38,29.52,1.17,99.38,13.14,66.03,623.58
FEB,3,9,3.37,13.17,2.25,20.54,69.67,22.67,1.01,132.86,13.94,62.94,624.18
FEB,3,10,3.98,11.71,2.35,22.34,94.54,32.61,1.04,221.16,15,59.94,624.85
FEB,3,11,3.69,11.14,2.2,23.49,119.49,36.72,1.33,274.93,15.82,56,625.38
FEB,3,12,13.94,11.89,1.89,23.46,83.88,36,1.15,229.03,17.56,52.77,625
FEB,3,13,28.54,16.34,1.73,12.26,46.43,30.71,1.47,184.98,20.43,47.24,624.31
FEB,3,14,32.41,15.48,1.59,8.44,27.58,18.72,2.86,230.9,21.81,43.87,623.72
FEB,3,15,24.95,11.25,1.51,5.59,51.5,15.56,5.91,217.7,21.95,37.44,623.42
FEB,3,16,24.99,11.74,1.39,4.43,52.08,17,6.97,215.05,21.39,39.68,623.24
FEB,3,17,23.44,11.59,1.4,5.53,44.85,17.4,4.85,227.57,20.52,45.81,623.17
FEB,3,18,20.16,10.68,1.4,6.62,46.13,11.99,3.64,259.32,17.44,71.17,623.71
FEB,3,19,18.7,9.99,1.45,6.99,53.8,18.82,3.71,253.93,15.52,88.98,624.44
FEB,3,20,18.82,9.38,1.43,6.15,19.27,16.91,3.32,250.86,14.99,91.05,625.12
FEB,3,21,16.01,10.62,1.38,7.12,13.16,11.59,1.74,271.33,14.62,93.18,625.58
FEB,3,22,12.88,12.04,1.43,8.68,7.98,10.61,1.04,294.73,14.59,94.11,625.69
FEB,3,23,11.22,11.72,1.41,9.34,1.99,6.31,0.8,280.09,14.66,94.33,625.55
FEB,4,0,10.04,11.37,1.4,9.88,4.58,8.97,0.75,267.56,14.65,94.21,625.26
FEB,4,1,5.48,10.65,1.39,12.71,2.9,10.41,0.82,290.55,14.45,94.45,625.06
FEB,4,2,3.2,9.78,1.37,13.63,11.3,7.4,1.57,274.2,14.15,94.93,624.99
FEB,4,3,6.83,10.63,1.33,12.91,5.01,10.52,1.85,260.52,13.99,95.35,624.6
