DATOS HORARIOS 2020_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
ABR,1,0,37.98,17.41,1.57,4.82,123.17,32.86,5.47,76.79,22.92,50.91,622.82
ABR,1,1,34.91,17.27,1.56,4.98,53.32,30.46,4.63,79.10,22.15,53.36,622.67
ABR,1,2,36.58,15.03,1.54,4.02,48.24,27.11,4.76,78.87,21.25,54.60,622.41
ABR,1,3,33.81,18.10,1.53,5.35,41.90,19.02,4.12,76.58,20.83,56.33,622.38
ABR,1,4,32.27,20.62,1.53,6.47,37.95,36.71,3.42,76.77,20.31,57.40,622.19
ABR,1,5,30.79,20.82,1.54,7.38,36.80,33.38,3.14,80.67,19.64,59.58,622.05
ABR,1,6,28.03,16.37,1.56,8.22,40.87,27.45,2.86,92.43,18.93,61.59,622.18
ABR,1,7,20.15,16.29,1.67,16.34,36.96,28.86,2.75,89.95,18.58,63.54,622.44
ABR,1,8,4.73,21.06,1.92,35.97,59.11,28.89,2.82,95.93,18.81,63.91,622.90
ABR,1,9,14.60,23.62,1.92,30.09,85.89,50.01,2.90,91.04,20.56,57.60,623.38
ABR,1,10,31.70,20.21,1.76,12.99,57.18,57.17,2.14,117.97,23.06,49.02,623.53
ABR,1,11,40.97,21.71,1.70,11.00,36.61,39.83,1.86,196.63,25.46,42.41,623.36
ABR,1,12,50.34,20.77,1.62,6.96,33.06,43.57,2.34,237.59,27.11,37.56,622.95
ABR,1,13,55.86,20.14,1.57,4.97,45.15,34.93,2.36,262.34,28.00,33.81,622.19
ABR,1,14,56.11,17.83,1.61,5.87,10.93,29.69,2.75,238.64,29.79,28.32,621.28
ABR,1,15,58.80,17.86,1.59,5.43,10.47,22.60,3.18,239.79,30.60,26.71,620.44
ABR,1,16,56.21,18.05,1.60,6.47,16.99,14.97,3.10,239.67,31.54,23.99,619.70
ABR,1,17,59.01,17.00,1.55,4.94,29.57,18.35,2.84,239.30,31.83,22.69,619.19
ABR,1,18,60.51,17.54,1.54,5.22,42.55,16.83,2.85,276.42,30.90,23.65,619.17
ABR,1,19,56.32,19.27,1.60,7.14,63.15,15.61,3.20,242.61,29.74,25.47,619.63
ABR,1,20,47.16,19.14,1.63,7.84,78.87,24.83,4.28,222.74,27.49,30.15,620.28
ABR,1,21,42.38,19.35,1.61,6.90,61.07,66.96,2.98,251.24,26.90,33.81,621.19
ABR,1,22,34.50,19.42,1.61,7.70,56.97,27.12,2.86,256.12,25.41,40.02,621.61
ABR,1,23,28.27,19.48,1.63,9.95,53.10,52.21,1.83,231.47,24.59,42.58,622.10
ABR,2,0,30.49,19.75,1.61,9.22,50.66,21.71,2.03,200.93,24.35,42.65,622.59
ABR,2,1,29.65,19.42,1.54,6.09,55.83,42.15,2.17,189.34,23.99,43.02,622.99
ABR,2,2,29.36,25.03,1.50,9.05,37.72,24.52,2.72,101.24,22.38,46.47,623.04
ABR,2,3,26.80,20.37,1.51,8.75,32.17,24.94,1.66,176.68,21.69,46.62,622.71
ABR,2,4,25.30,19.26,1.49,6.01,26.61,17.29,2.80,225.33,20.75,47.02,622.33
ABR,2,5,21.99,19.36,1.49,6.05,22.41,33.96,2.13,254.97,19.82,50.98,622.23
ABR,2,6,21.25,19.63,1.49,6.55,29.93,21.33,1.34,259.80,19.17,55.50,622.47
ABR,2,7,19.23,19.49,1.58,10.44,25.85,12.33,1.72,251.75,18.75,57.62,622.79
ABR,2,8,17.12,19.64,1.66,14.75,42.70,11.69,1.72,265.96,19.24,56.61,623.24
ABR,2,9,29.98,19.81,1.63,9.37,27.16,10.01,2.00,266.63,21.27,49.59,623.53
ABR,2,10,39.32,19.72,1.61,7.20,26.70,24.12,2.33,253.06,24.05,38.83,623.54
ABR,2,11,51.34,19.55,1.54,5.38,20.86,18.40,2.99,273.00,25.52,33.69,623.36
ABR,2,12,52.45,15.01,1.57,5.90,23.68,18.50,3.39,268.89,27.71,26.09,622.88
ABR,2,13,54.00,13.45,1.52,4.44,86.25,19.27,3.39,274.26,28.90,23.10,622.19
ABR,2,14,55.74,19.60,1.64,6.27,160.31,24.45,3.16,218.99,30.25,22.64,621.35
ABR,2,15,57.38,19.26,1.56,5.16,22.06,79.36,2.54,228.04,30.95,22.54,620.61
ABR,2,16,56.13,19.27,1.55,4.28,19.68,28.54,3.30,262.80,31.59,21.48,619.98
ABR,2,17,57.96,19.17,1.52,4.36,28.39,14.89,3.20,267.07,31.87,21.05,619.67
ABR,2,18,59.85,19.24,1.53,4.20,31.21,12.93,2.87,271.32,31.69,20.56,619.45
ABR,2,19,53.67,19.20,1.55,7.98,48.82,20.35,2.42,269.51,30.64,21.41,619.50
ABR,2,20,35.70,19.32,1.82,21.61,82.18,48.97,1.78,238.21,29.00,23.53,619.95
ABR,2,21,32.43,19.70,1.82,19.33,87.88,37.12,2.84,192.51,27.70,27.00,620.52
ABR,2,22,36.15,19.21,1.60,9.30,76.13,34.52,3.59,226.88,26.39,31.71,621.11
ABR,2,23,29.38,19.19,1.61,10.45,64.38,26.20,2.75,205.64,24.39,37.78,621.56
ABR,3,0,29.42,19.07,1.55,8.13,53.64,28.94,1.84,265.63,23.25,42.56,621.75
ABR,3,1,21.05,19.32,1.56,15.91,41.61,25.69,1.68,292.73,22.31,45.19,621.68
ABR,3,2,25.78,19.74,1.53,12.21,38.67,21.00,1.60,266.71,21.51,41.92,621.74
