DATOS HORARIOS 2020_DIF,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 (ppm),SO2 (ppm),CO (ppm),NO2 (ppm),PM10 (µg/m³),PM2.5 (µg/m³),WS (m/s),WD (°),TEMP (°C)
SEP,5,21,0.0135,0.0069,NA,0.0084,17,NA,3.03,83.81,19.4
SEP,5,22,0.0121,0.0069,NA,0.0079,27,NA,2.82,85.56,19.17
SEP,5,23,0.0115,0.0081,NA,0.0077,17,1,2.86,79.47,19.07
SEP,6,0,0.0149,0.0054,NA,0.0051,14,4,2.89,88.18,18.72
SEP,6,1,0.0163,0.0056,NA,0.0044,14,NA,3.2,91.38,18.49
SEP,6,2,0.0162,0.0059,NA,0.0048,7,NA,2.82,83.33,18.35
SEP,6,3,0.0163,0.0055,NA,0.0046,5,NA,3.19,97.59,18.07
SEP,6,4,0.0152,0.0054,NA,0.0048,8,3,3.11,80.3,17.8
SEP,6,5,0.0128,0.0051,NA,0.0053,12,6,2.53,82.22,17.51
SEP,6,6,0.0129,0.0056,NA,0.0052,11,7,2.65,94.31,17.46
SEP,6,7,0.0109,0.0156,NA,0.0077,16,4,2.96,72.42,17.69
SEP,6,8,0.0124,0.0136,NA,0.0074,17,5,2.58,81.27,18.53
SEP,6,9,0.0171,0.0173,NA,0.0062,14,9,3.55,84.87,20.04
SEP,6,10,0.0188,0.0154,NA,0.0065,14,8,3.8,77.45,20.99
SEP,6,11,0.0228,0.0079,NA,0.0053,NA,8,3.6,85.58,22.05
SEP,6,12,0.0255,0.0058,NA,0.0064,NA,7,3.97,85.89,23.41
SEP,6,13,0.028,0.0055,NA,0.0055,5,8,4.68,85.32,24.62
SEP,6,14,0.028,0.0079,NA,0.0061,7,16,4.21,83.48,25.09
SEP,6,15,0.0271,0.0231,NA,0.0064,NA,9,4.88,66.49,25.32
SEP,6,16,0.0255,0.0106,NA,0.0049,10,10,4.8,50.57,23.59
SEP,6,17,0.0288,0.0119,NA,0.0044,NA,7,4.74,66.83,25.37
SEP,6,18,0.0256,0.0094,NA,0.0049,14,5,5.15,53.81,24.19
SEP,6,19,0.0212,0.013,NA,0.0055,23,6,4.95,43.75,22.8
SEP,6,20,0.0172,0.0553,NA,0.0075,34,3,4.93,45.36,21.8
SEP,6,21,0.0157,0.0397,NA,0.007,67,8,4.46,41.73,21.09
SEP,6,22,0.0156,0.035,NA,0.0063,60,4,2.8,49.07,20.6
SEP,6,23,0.0127,0.0223,NA,0.0071,35,2,1.97,76.19,19.76
SEP,7,0,0.0109,0.0089,NA,0.0067,38,6,2.23,75.74,18.51
SEP,7,1,0.0114,0.0109,NA,0.0056,24,2,1.64,85.34,18.35
SEP,7,2,0.0044,0.0094,NA,0.0092,19,2,1.4,252.42,17.71
SEP,7,3,0.0042,0.0064,NA,0.0091,6,5,0.9,240.29,17.75
SEP,7,4,0.0072,0.0072,NA,0.0083,12,6,1.55,121.68,17.94
SEP,7,5,0.0059,0.0115,NA,0.0083,34,4,1.58,101.44,17.29
SEP,7,6,0.0028,0.0087,NA,0.0104,54,28,1.79,108.33,16.61
SEP,7,7,0.0013,0.0075,NA,0.0127,55,17,1.94,85.04,16.25
SEP,7,8,0.0055,0.0099,NA,0.0102,54,29,1.35,116.61,17.51
SEP,7,9,0.0092,0.0234,NA,0.0096,31,20,2.27,94.44,19.29
SEP,7,10,0.0154,0.0076,NA,0.0071,23,15,3.65,90.9,20.89
SEP,7,11,0.0232,0.0064,NA,0.0062,7,NA,5.14,81.78,22.47
SEP,7,12,0.0273,0.0062,NA,0.0085,25,6,4.58,96.15,23.56
SEP,7,13,0.034,0.0048,NA,0.0085,33,10,3.74,85.96,24.77
SEP,7,14,0.0374,0.0091,NA,0.0084,27,8,3.34,89.64,26.34
SEP,7,15,0.0421,0.0049,NA,0.0064,16,17,2.55,126.73,27.98
SEP,7,16,0.0443,0.0064,NA,0.0064,16,8,2.4,129.09,28.57
SEP,7,17,0.0435,0.007,NA,0.0075,26,10,2.56,196.39,27.13
SEP,7,18,0.0349,0.0064,NA,0.0069,49,14,3.95,206.38,25.21
SEP,7,19,0.0195,0.0066,NA,0.0169,107,20,2.34,183.57,23.85
SEP,7,20,0.0209,0.0061,NA,0.0098,65,17,1.59,291.06,22.73
SEP,7,21,0.017,0.0058,NA,0.0112,26,15,1.98,229.94,22.17
SEP,7,22,0.0189,0.006,NA,0.0084,28,12,2.64,229.37,21.34
SEP,7,23,0.015,0.0102,NA,0.0095,12,10,2.09,179.56,20.25
SEP,8,0,0.0196,0.0143,NA,0.0075,27,12,2.72,63.63,18.67
SEP,8,1,0.0206,0.0148,NA,0.0056,24,14,2.01,202.96,17.84
SEP,8,2,0.0201,0.0079,NA,0.0057,6,15,2.21,253.62,17.3
SEP,8,3,0.022,0.0067,NA,0.0051,2,8,1.34,161.29,16.95
SEP,8,4,0.02,0.0062,NA,0.0059,3,8,1.19,244.86,17.09
SEP,8,5,0.0167,0.0063,NA,0.0071,3,9,1.08,247.56,16.76
SEP,8,6,0.0089,0.0068,NA,0.0126,2,7,0.82,288.21,16.97
SEP,8,7,0.0021,0.0066,NA,0.0147,15,4,0.87,278.67,16.77
SEP,8,8,0.0026,0.0078,NA,0.0177,16,6,0.96,238.2,17.34
SEP,8,9,0.0065,0.0124,NA,0.0188,23,9,0.9,246.37,18.63
SEP,8,10,0.0174,0.0145,NA,0.0141,43,25,1.32,262.07,19.61
SEP,8,11,0.0279,0.0164,NA,0.0111,32,30,1.25,187.45,21.81
SEP,8,12,0.036,0.0302,NA,0.0088,30,21,1.62,135.66,23.38
SEP,8,13,0.0398,0.0087,NA,0.0068,27,27,1.7,144.25,24.92
SEP,8,14,0.043,0.0079,NA,0.0077,15,15,1.83,160.07,26.39
SEP,8,15,0.0431,0.0073,NA,0.0052,14,15,1.8,185.74,27.59
SEP,8,16,0.0437,0.0072,NA,0.0056,21,11,1.98,112.94,28.11
SEP,8,17,0.045,0.0079,NA,0.0049,16,8,1.76,180.97,28.68
SEP,8,18,0.0354,0.007,NA,0.0065,23,7,4.13,218.83,25.6
SEP,8,19,0.0293,0.0064,NA,0.0077,53,10,3.56,234.96,21.72
SEP,8,20,0.0211,0.0065,NA,0.0091,30,14,2.49,234.56,20.7
SEP,8,21,0.0188,0.0068,NA,0.0107,25,10,1.99,225.86,20.77
SEP,8,22,0.0186,0.006,NA,0.0097,24,10,2.03,204.69,20.82
SEP,8,23,0.0168,0.0073,NA,0.0102,22,10,1.66,144.34,19.64
SEP,9,0,0.0196,0.0115,NA,0.0086,17,12,2.01,145.79,18.67
SEP,9,1,0.022,0.0309,NA,0.0069,25,21,1.77,117.61,18.9
SEP,9,2,0.0186,0.019,NA,0.0079,43,25,1.92,111.72,18.39
SEP,9,3,0.0171,0.0123,NA,0.0091,52,39,1.97,98.07,18.34
SEP,9,4,0.0182,0.0073,NA,0.0143,19,26,1.97,83.9,18.09
SEP,9,5,0.0071,0.0082,NA,0.0155,21,12,2.22,101.79,17.82
SEP,9,6,0.0054,0.022,NA,0.017,79,14,1.87,98.45,17.8
SEP,9,7,0.0052,0.0164,NA,0.018,113,70,1.92,97.32,17.69
SEP,9,8,0.0076,0.0144,NA,0.0157,95,67,1.99,111.58,18.58
SEP,9,9,0.0162,0.0134,NA,0.0123,67,49,1.97,114.07,19.81
SEP,9,10,0.0241,0.0097,NA,0.0083,56,43,1.66,165.58,22.09
SEP,9,11,0.0332,0.0073,NA,0.0063,25,14,1.51,229.48,23.87
SEP,9,12,0.0407,0.0065,NA,0.0064,24,14,1.7,245.67,25.08
SEP,9,13,0.048,0.0072,NA,0.0052,29,13,1.85,219.3,26.42
SEP,9,14,0.0452,0.0061,NA,0.0061,22,16,1.97,203.29,27.07
SEP,9,15,0.0414,0.0065,NA,0.0045,12,12,2.51,241.42,27.31
SEP,9,16,0.0419,0.0064,NA,0.0039,2,11,2.89,250.99,27.97
SEP,9,17,0.0425,0.0062,NA,0.0037,6,17,2.44,258.17,28.19
SEP,9,18,0.0428,0.007,NA,0.0054,20,13,3.03,218.64,26.73
SEP,9,19,0.0384,0.0068,NA,0.0071,68,13,2.65,190.34,20.39
SEP,9,20,0.0262,0.0268,NA,0.0139,19,15,1.81,144.79,20.73
SEP,9,21,0.0203,0.0243,NA,0.0151,37,23,2.53,209.31,20.09
SEP,9,22,0.0358,0.0082,NA,0.0057,22,22,3.11,210.08,18.17
SEP,9,23,0.0419,0.007,NA,0.0053,14,15,2.83,109.66,15.31
SEP,10,0,0.0348,0.0204,NA,0.0066,NA,7,1.22,102.1,16.24
SEP,10,1,0.033,0.0127,NA,0.0073,NA,8,1.19,223.94,16.34
SEP,10,2,0.0294,0.0079,NA,0.0068,5,8,1.47,279.42,16.09
SEP,10,3,0.0218,0.0066,NA,0.0104,5,6,1.57,284.47,16.23
SEP,10,4,0.0143,0.007,NA,0.0128,21,9,1.3,297.16,16.16
SEP,10,5,0.0071,0.0062,NA,0.0183,25,18,1.01,219.55,16.12
SEP,10,6,0.0085,0.0063,NA,0.016,19,20,0.68,276.35,16.12
SEP,10,7,0.0042,0.0061,NA,0.019,23,19,0.7,275.57,16.3
SEP,10,8,0.0036,0.007,NA,0.0203,28,22,0.93,216.04,16.7
SEP,10,9,0.0052,0.0079,NA,0.0172,36,29,1.97,95.37,17.54
SEP,10,10,0.0162,0.0095,NA,0.0109,20,19,2.51,95.39,19.87
SEP,10,11,0.0232,0.0126,NA,0.0083,16,14,3.47,83.42,21.72
SEP,10,12,0.0265,0.01,NA,0.0079,28,11,4.16,84.67,23.23
SEP,10,13,0.0317,0.0071,NA,0.0072,22,11,4.69,73.3,24.58
SEP,10,14,0.0292,0.0106,NA,0.008,32,13,4.59,64.49,25.12
SEP,10,15,0.0283,0.0096,NA,0.0076,35,18,4.56,77.4,25.13
SEP,10,16,0.0289,0.0083,NA,0.0069,28,5,3.9,77.58,25.94
SEP,10,17,0.029,0.0113,NA,0.007,25,19,3.65,81.06,26.29
SEP,10,18,0.0275,0.0115,NA,0.0073,37,9,4.46,72.56,25.77
SEP,10,19,0.0234,0.0221,NA,0.009,39,11,4.1,54.74,24.05
SEP,10,20,0.0194,0.0323,NA,0.0074,55,19,4.01,47.96,22.27
SEP,10,21,0.0124,0.0173,NA,0.01,105,15,2.38,82.89,21.14
SEP,10,22,0.0113,0.0356,NA,0.01,6,15,3.51,72.86,20.48
SEP,10,23,0.0121,0.015,NA,0.0072,23,25,2.72,84.85,19.39
SEP,11,0,0.0127,0.0097,NA,0.0062,20,12,2.84,110.74,19
SEP,11,1,0.0127,0.0208,NA,0.0058,17,12,3.48,67.27,19.03
SEP,11,2,0.0138,0.0112,NA,0.0052,10,11,2.2,86.41,18.8
SEP,11,3,0.0141,0.0095,NA,0.0051,2,10,2.61,94.48,18.32
SEP,11,4,0.012,0.0107,NA,0.007,14,9,1.66,115.21,17.88
SEP,11,5,0.0113,0.0397,NA,0.0084,23,9,1.21,93.08,17.74
SEP,11,6,0.008,0.0062,NA,0.0113,30,17,2.05,95.97,17.24
SEP,11,7,0.0039,0.0078,NA,0.0139,33,10,1.91,89.27,16.88
SEP,11,8,0.0043,0.0083,NA,0.0129,49,11,2.54,89.17,17.53
SEP,11,9,0.0112,0.0173,NA,0.0092,47,13,3.23,82.19,19.05
SEP,11,10,0.0162,0.018,NA,0.0088,44,13,3.67,81.69,20.51
SEP,11,11,0.0232,0.0102,NA,0.008,35,12,3.7,82.21,21.24
SEP,11,12,0.0286,0.0129,NA,0.0097,26,9,3.04,104.47,22.04
SEP,11,13,0.0316,0.0107,NA,0.0098,27,6,3.84,91.75,23
SEP,11,14,0.0342,0.0082,NA,0.0094,23,6,3.66,84.59,24.83
SEP,11,15,0.0376,0.0093,NA,0.0075,37,6,3.89,80.04,25.66
SEP,11,16,0.0329,0.0179,NA,0.0076,46,4,4.18,57.23,25.98
SEP,11,17,0.0313,0.0125,NA,0.0063,62,16,4.8,49.31,25.56
SEP,11,18,0.0287,0.0345,NA,0.0074,67,9,4.39,47.27,24.69
SEP,11,19,0.0242,0.0306,NA,0.01,31,17,3.43,64.47,24.4
SEP,11,20,0.0182,0.006,NA,0.0117,39,12,3.52,86.62,22.54
SEP,11,21,0.0156,0.016,NA,0.011,34,13,3.09,69.71,21.47
SEP,11,22,0.0151,0.0087,NA,0.0094,24,14,2.52,87.06,20.18
SEP,11,23,0.0178,0.0022,NA,0.0061,12,9,3.32,89.58,18.8
SEP,12,0,0.0164,0.0021,NA,0.0059,9,4,2.92,89.32,18.24
SEP,12,1,0.0148,0.0126,NA,0.0067,10,4,2.89,80.8,17.67
SEP,12,2,0.0162,0.0043,NA,0.005,6,5,2.9,80.46,17.41
SEP,12,3,0.0173,0.0059,NA,0.0045,4,4,3.74,81.16,17.43
SEP,12,4,0.0154,0.0183,NA,0.0056,6,3,3.17,97.42,17.23
SEP,12,5,0.0152,0.0562,NA,0.0074,53,10,2.86,94.46,16.94
SEP,12,6,0.0146,0.0076,NA,0.0078,30,43,3.14,82.98,16.77
SEP,12,7,0.011,0.0061,NA,0.0096,21,8,3.2,84.67,16.35
SEP,12,8,0.0093,0.0033,NA,0.0111,30,8,2.97,87.2,17.02
SEP,12,9,0.0192,0.0038,NA,0.0076,36,10,3.78,84.43,19.47
SEP,12,10,0.0246,0.0024,NA,0.0073,43,11,3.81,92.51,21.07
SEP,12,11,0.029,0.0037,NA,0.0071,28,9,3.58,104.35,22.42
SEP,12,12,0.0334,0.0082,NA,0.0069,22,8,2.8,116.88,23.99
SEP,12,13,0.0385,0.0133,NA,0.0069,19,7,2.48,141.31,25.01
SEP,12,14,0.0433,0.0165,NA,0.0077,31,9,2,142.41,26.36
SEP,12,15,0.0521,0.0209,NA,0.0076,24,14,1.91,175.58,26.78
SEP,12,16,0.0579,0.0258,NA,0.0081,30,16,2.16,169.93,27.72
SEP,12,17,0.0495,0.0156,NA,0.0058,37,36,2,154.71,27.33
SEP,12,18,0.0395,0.0051,NA,0.0032,12,16,2.04,229.21,27.1
SEP,12,19,0.0319,0.0046,NA,0.0073,38,5,2.94,232.18,23.94
SEP,12,20,0.0213,0.0049,NA,0.0085,29,6,2.7,115.93,23.74
SEP,12,21,0.0265,0.0062,NA,0.0077,28,9,2.79,208.46,21.67
SEP,12,22,0.0217,0.0028,NA,0.0069,27,12,2.35,212.23,20.39
SEP,12,23,0.0205,0.0018,NA,0.0065,17,9,1.54,214.19,19.83
SEP,13,0,0.0185,0.005,NA,0.0067,16,5,1.87,114.55,19.47
SEP,13,1,0.0204,0.0056,NA,0.0058,11,7,1.36,116.64,19.56
SEP,13,2,0.0226,0.0044,NA,0.0053,17,8,1.53,169.68,19.31
SEP,13,3,0.0178,0.0116,NA,0.0063,14,8,2.57,109.47,19.21
SEP,13,4,0.0099,0.0246,NA,0.0086,19,11,2.25,104.36,18.43
SEP,13,5,0.0063,0.0237,NA,0.01,13,14,1.86,104.47,17.81
SEP,13,6,0.0094,0.0068,NA,0.0078,13,11,1.45,93.1,17.46
SEP,13,7,0.0048,0.0065,NA,0.0105,21,7,1.35,112.42,17.4
SEP,13,8,0.0081,0.0044,NA,0.0091,32,5,1.94,88.11,17.75
SEP,13,9,0.0102,0.0164,NA,0.0091,33,6,2.5,101.94,18.87
SEP,13,10,0.0207,0.004,NA,0.0061,28,11,2.86,77.67,21.11
SEP,13,11,0.0279,0.0052,NA,0.0061,26,12,3.33,88.78,23.49
SEP,13,12,0.0292,0.0047,NA,0.0058,26,8,2.62,120.85,23.91
SEP,13,13,0.0286,0.0073,NA,0.0067,15,7,2.62,100.89,24.24
SEP,13,14,0.0296,0.0199,NA,0.007,36,8,4.01,66.18,24.7
SEP,13,15,0.0291,0.0194,NA,0.0074,29,15,3.72,85.24,25.94
SEP,13,16,0.0306,0.0115,NA,0.0057,18,8,3.85,81.31,26.7
SEP,13,17,0.0307,0.0163,NA,0.0054,22,7,2.87,80.43,27.2
SEP,13,18,0.03,0.0154,NA,0.0061,18,2,3.14,69.16,27.32
SEP,13,19,0.0288,0.0091,NA,0.0076,19,2,3.56,44.74,26.14
SEP,13,20,0.0236,0.0556,NA,0.0108,47,10,3.78,52.19,24.55
SEP,13,21,0.0204,0.0543,NA,0.0108,56,22,3.52,69.24,22.85
SEP,13,22,0.0218,0.0626,NA,0.0095,38,25,3.5,63.62,21.67
SEP,13,23,0.0184,0.0173,NA,0.008,40,33,2.33,97.94,19.42
SEP,14,0,0.0232,0.0056,NA,0.0047,31,27,3.38,91.45,18.9
SEP,14,1,0.0249,0.0043,NA,0.0035,13,9,3.18,85.36,18.37
SEP,14,2,0.0244,0.0049,NA,0.0033,12,6,2.61,79.43,17.43
SEP,14,3,0.0254,0.004,NA,0.0035,12,4,3.48,81.59,16.57
SEP,14,4,0.0231,0.005,NA,0.0047,10,10,2.83,75.97,15.86
SEP,14,5,0.018,0.0101,NA,0.0076,16,14,2.51,119.12,15.42
SEP,14,6,0.01,0.0263,NA,0.0125,27,12,1.71,111.33,14.83
SEP,14,7,0.0021,0.0176,NA,0.0185,51,19,1.43,114.47,14.61
SEP,14,8,0.0116,0.0067,NA,0.0144,54,28,1.92,73.17,16.39
SEP,14,9,0.0221,0.0246,NA,0.0098,45,15,2.17,77,18.92
SEP,14,10,0.0298,0.0208,NA,0.0083,51,18,3.42,78.66,21.13
SEP,14,11,0.0339,0.0061,NA,0.0081,29,15,3.59,94.45,22.6
SEP,14,12,0.0364,0.0057,NA,0.0066,30,13,3.66,82.06,23.88
SEP,14,13,0.0364,0.0044,NA,0.0077,29,7,4.03,84.66,24.9
SEP,14,14,0.0385,0.0052,NA,0.0072,28,5,3.93,85.02,26.15
