DATOS HORARIOS 2020_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,PM2.5,WS,WD,TEMP,HR,PBAR
MAY,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY,1,1,32.11,10.16,1.59,8.30,11.66,7.07,1.79,272.24,18.62,52.55,625.91
MAY,1,2,26.37,8.46,1.68,9.50,16.65,5.69,1.99,288.51,17.57,63.60,625.36
MAY,1,3,28.71,9.48,1.67,8.63,15.33,9.51,1.32,158.03,17.80,60.59,625.07
MAY,1,4,22.24,12.56,1.71,12.24,11.94,11.36,2.20,103.99,17.10,61.77,624.69
MAY,1,5,14.04,14.60,1.76,15.92,22.68,11.31,2.22,116.29,15.88,65.53,624.64
MAY,1,6,7.63,13.71,1.84,20.79,44.22,17.58,2.05,96.67,15.32,69.10,625.03
MAY,1,7,8.58,13.48,2.02,21.39,35.36,13.44,2.13,108.02,15.14,70.13,625.46
MAY,1,8,15.63,14.88,2.03,17.46,39.33,17.64,2.91,96.94,16.68,64.30,625.86
MAY,1,9,26.25,16.73,2.02,14.80,54.85,19.58,2.78,95.06,19.45,51.94,626.06
MAY,1,10,40.60,14.57,1.95,10.25,26.74,18.31,2.07,108.51,22.59,40.49,626.13
MAY,1,11,51.99,15.13,1.91,8.26,15.95,16.46,1.73,168.38,24.80,35.13,625.90
MAY,1,12,61.40,14.30,1.91,6.65,19.57,12.26,1.98,196.50,26.68,29.14,625.49
MAY,1,13,64.52,13.63,1.78,5.95,10.89,13.65,3.01,231.86,27.95,26.62,624.82
MAY,1,14,69.80,13.32,1.74,5.35,24.11,14.10,3.28,232.66,28.89,23.99,624.02
MAY,1,15,72.69,14.71,1.80,5.49,17.82,14.56,3.23,192.12,29.72,21.02,623.21
MAY,1,16,67.69,13.22,1.75,4.57,8.20,19.59,2.73,235.89,30.94,18.82,622.61
MAY,1,17,66.10,12.75,1.71,4.86,8.04,15.31,2.55,182.77,31.45,16.68,622.02
MAY,1,18,61.12,14.00,1.81,4.63,20.39,85.92,2.09,129.45,31.47,14.40,621.79
MAY,1,19,56.73,13.18,1.92,8.56,52.52,24.20,2.14,139.85,30.49,14.48,622.00
MAY,1,20,48.61,12.04,1.93,8.96,107.54,56.55,5.57,156.85,26.31,29.14,622.89
MAY,1,21,46.32,12.52,1.96,10.25,150.35,48.08,3.44,162.82,25.19,30.28,623.74
MAY,1,22,47.88,12.45,1.89,9.69,76.72,25.52,3.02,149.18,24.57,31.66,624.51
MAY,1,23,50.71,12.60,1.81,6.95,35.36,15.56,3.48,143.67,22.52,38.84,625.14
MAY,2,0,61.93,13.68,1.81,7.37,19.00,44.89,2.63,103.32,21.11,44.19,625.15
MAY,2,1,46.08,13.55,1.78,9.43,16.57,12.11,1.90,103.28,20.47,45.12,625.17
MAY,2,2,39.84,14.56,1.80,9.16,21.95,11.93,1.77,77.67,20.28,45.15,625.12
MAY,2,3,45.98,15.44,1.80,9.50,21.66,12.59,2.34,90.15,19.59,47.97,624.74
MAY,2,4,26.04,14.80,1.79,11.89,24.56,16.19,1.92,119.22,18.62,51.44,624.65
MAY,2,5,26.97,16.83,1.87,14.00,40.29,11.97,1.47,91.43,18.18,53.78,624.78
MAY,2,6,22.04,19.69,1.95,20.67,46.03,22.58,2.08,90.80,17.25,57.88,625.01
MAY,2,7,10.65,19.29,2.07,23.73,53.45,23.05,2.28,102.49,16.86,59.08,625.28
MAY,2,8,15.93,18.38,2.23,21.41,58.84,29.64,2.40,110.29,18.26,54.29,625.64
MAY,2,9,26.55,16.91,2.15,18.19,59.83,29.33,1.73,87.84,20.93,46.13,625.96
MAY,2,10,44.32,16.63,2.00,13.17,45.98,39.39,1.54,155.16,24.33,37.01,626.01
MAY,2,11,61.06,16.39,1.91,6.18,28.38,37.83,2.47,259.79,26.01,32.54,625.82
MAY,2,12,65.26,16.12,1.95,6.28,24.25,27.25,2.85,256.49,27.58,29.79,625.22
MAY,2,13,70.57,15.32,1.93,6.28,33.04,27.35,3.30,270.15,29.26,26.36,624.49
MAY,2,14,70.65,14.39,1.90,6.57,23.89,25.31,2.86,208.31,30.71,20.79,623.70
MAY,2,15,73.34,13.96,1.88,6.89,18.06,25.75,2.46,183.68,31.69,19.68,622.97
MAY,2,16,72.33,14.56,1.85,6.15,7.21,21.48,2.26,205.71,32.99,18.29,622.23
MAY,2,17,62.34,14.42,1.87,6.86,44.84,18.46,4.39,265.67,29.64,24.27,622.08
MAY,2,18,64.95,14.54,1.80,5.48,53.65,15.44,5.30,253.15,28.66,20.41,621.97
MAY,2,19,58.20,14.08,1.82,6.72,18.29,14.07,3.54,300.84,29.06,21.24,622.01
MAY,2,20,42.87,13.29,1.95,11.30,108.24,14.85,2.38,273.82,25.88,30.99,622.44
MAY,2,21,46.57,14.23,2.01,14.72,55.56,19.39,1.39,218.31,25.25,32.04,623.07
MAY,2,22,48.82,14.50,2.13,16.69,47.98,23.21,0.88,242.37,25.14,31.40,623.46
MAY,2,23,30.79,14.38,2.32,25.92,73.41,29.48,1.32,129.29,24.20,32.91,623.91
MAY,3,0,31.77,14.47,1.98,16.15,78.56,25.73,1.99,81.87,23.42,33.64,624.14
MAY,3,1,31.73,16.53,1.80,9.83,56.07,27.86,2.99,66.18,22.77,32.18,624.16
MAY,3,2,34.61,15.17,1.75,6.47,26.47,10.21,3.05,78.61,21.76,37.59,623.91
MAY,3,3,32.32,13.81,1.74,6.20,28.91,11.67,2.50,96.59,20.67,41.26,623.80
MAY,3,4,28.20,14.31,1.77,7.63,26.09,12.12,2.13,75.69,20.04,46.03,623.87
MAY,3,5,24.14,15.98,1.85,9.74,38.19,12.64,2.22,86.38,18.88,53.33,623.90
MAY,3,6,22.77,17.25,1.95,11.78,31.58,13.32,1.50,94.15,18.53,54.57,624.33
MAY,3,7,21.54,17.44,2.05,14.66,40.76,17.32,1.69,107.77,18.41,54.06,624.70
