DATOS HORARIOS 2020_DIF,,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],PM2.5 [µg/m³],TEMP,WS,WD,HR,PBAR
DIC,1,0,0.024,0.006,NA,0.0046,24,6,11,5.3,83,62,624.8
DIC,1,1,0.0244,0.0056,NA,0.004,25,5,10.2,4.5,81,64,624.8
DIC,1,2,0.0232,0.0053,NA,0.0048,19,5,9.8,4.1,88,67,624.8
DIC,1,3,0.0227,0.0058,NA,0.0049,15,4,9.6,3.6,90,69,624.5
DIC,1,4,0.0221,0.0062,NA,0.0057,12,1,9.8,3.6,92,69,624.3
DIC,1,5,0.0201,0.0074,NA,0.0064,21,1,9.9,3.2,99,67,624.2
DIC,1,6,0.0185,0.0175,NA,0.0072,26,7,10.1,3.4,96,67,624
DIC,1,7,0.0145,0.0092,NA,0.0102,23,16,9.5,3.5,92,69,624.2
DIC,1,8,0.0098,0.0099,0.267,0.0146,34,13,9.2,2.8,93,69,624.6
DIC,1,9,0.0109,0.0102,0.32,0.0141,36,16,10.4,3,97,66,624.9
DIC,1,10,0.016,0.0207,0.32,0.0127,48,21,12.6,3.4,95,60,625
DIC,1,11,0.0215,0.0166,0.29,0.0129,46,21,15.5,1.9,113,52,624.6
DIC,1,12,0.0314,0.0142,0.255,0.013,38,25,18.9,1.4,181,43,623.8
DIC,1,13,0.0408,0.0096,0.223,0.0095,55,41,21.4,2.4,219,39,622.9
DIC,1,14,0.0471,0.0071,NA,0.0056,35,28,23.6,3.7,262,33,622
DIC,1,15,0.0463,0.0084,NA,0.0059,42,21,24.6,5.2,253,29,621.1
DIC,1,16,0.0431,0.0081,NA,0.0051,92,26,24.8,5.5,260,28,620.5
DIC,1,17,0.0361,0.0079,NA,0.0045,77,24,25,6.2,257,25,620.4
DIC,1,18,0.0319,0.0075,NA,0.005,62,14,23.4,5.3,256,30,620.7
DIC,1,19,0.0275,0.0081,NA,0.007,58,14,21.9,4.2,252,34,621.1
DIC,1,20,0.0247,0.0076,0.198,0.0096,48,14,20.5,3.3,242,38,621.6
DIC,1,21,0.024,0.007,NA,0.0082,42,13,19.7,3.4,228,41,622.1
DIC,1,22,0.0207,0.0074,0.15,0.0087,44,10,18.1,2.7,221,46,622.5
DIC,1,23,0.023,0.0075,NA,0.0084,42,20,17.2,2.5,229,51,622.8
DIC,2,0,0.0254,0.0071,NA,0.0067,29,19,16.5,2.2,236,54,622.8
DIC,2,1,0.0241,0.0071,NA,0.0062,26,19,15.5,1.6,212,59,622.8
DIC,2,2,0.0175,0.0078,NA,0.0116,30,17,14.9,1.4,163,62,622.8
DIC,2,3,0.0199,0.0092,NA,0.0087,35,19,14.1,0.8,250,66,622.8
DIC,2,4,0.014,0.0087,NA,0.0133,25,27,13.6,1.4,252,69,622.8
DIC,2,5,0.0127,0.0088,NA,0.0133,25,19,12.9,1.5,256,73,622.8
DIC,2,6,0.0094,0.008,NA,0.0144,32,19,12.3,1.2,275,77,622.8
DIC,2,7,0.0043,0.0069,0.19,0.0201,39,19,11.4,1.3,255,81,623.1
DIC,2,8,0.0044,0.0091,1.18,0.0243,59,17,12.6,0.9,218,78,623.4
DIC,2,9,0.011,0.008,0.566,0.021,85,21,15,1.2,176,68,623.9
DIC,2,10,0.0194,0.009,0.461,0.0223,90,44,17.1,1.3,132,59,624.3
DIC,2,11,0.0314,0.0068,NA,0.011,129,31,19.2,1.4,207,54,624.3
DIC,2,12,0.0403,0.0067,NA,0.0056,39,20,21.1,1.9,232,45,623.7
DIC,2,13,0.0457,0.0065,NA,0.0045,23,21,22.5,3.5,261,32,623.1
DIC,2,14,0.0493,0.0065,NA,0.0046,26,23,23.6,3.7,265,27,622.2
DIC,2,15,0.0455,0.0064,NA,0.0046,23,16,24.4,4.5,262,21,621.5
DIC,2,16,0.0462,0.0062,NA,0.0044,33,14,24.6,4.7,260,21,621.2
DIC,2,17,0.0483,0.007,NA,0.0046,31,17,24.3,4.1,271,22,621.1
DIC,2,18,0.0409,0.0067,NA,0.0072,38,15,23.4,3.4,271,21,621.1
DIC,2,19,0.0213,0.0065,NA,0.0181,65,14,21.2,1.8,253,24,621.5
DIC,2,20,0.0093,0.0072,NA,0.0288,90,23,20.4,2.3,158,31,622.1
DIC,2,21,0.0087,0.0064,NA,0.02,65,21,19.3,1.8,181,43,622.5
DIC,2,22,0.0174,0.0063,NA,0.0153,68,20,18.1,1.4,212,39,622.9
DIC,2,23,0.0138,0.0069,NA,0.0178,59,25,17,1.2,185,42,623.1
DIC,3,0,0.0067,0.0069,NA,0.0213,65,18,15.9,1,214,47,623.2
DIC,3,1,0.0032,0.0061,NA,0.0224,66,43,14.8,0.9,235,52,623
DIC,3,2,0.0025,0.0065,NA,0.0208,59,34,14.9,0.9,265,53,622.9
DIC,3,3,0.0026,0.0068,NA,0.0203,47,31,13.8,0.8,258,57,622.7
DIC,3,4,0.0024,0.0067,NA,0.0188,45,32,12.8,1,272,60,622.4
DIC,3,5,0.0024,0.0082,NA,0.0182,47,28,11.9,0.7,236,61,622.5
DIC,3,6,0.003,0.0084,NA,0.019,59,25,12,1.2,130,61,622.6
DIC,3,7,0.0027,0.0075,NA,0.0182,76,32,11,1.7,104,72,623
DIC,3,8,0.0034,0.0075,NA,0.0191,66,22,11.6,1.2,105,70,623.3
DIC,3,9,0.0072,0.0112,NA,0.019,69,29,14.2,1.7,89,61,623.6
DIC,3,10,0.0152,0.0102,NA,0.0155,78,31,16.7,2.7,89,54,624
DIC,3,11,0.0243,0.0137,NA,0.0141,57,32,18.8,2.9,109,48,624
DIC,3,12,0.0312,0.0083,NA,0.0105,42,19,21,2.1,137,42,623.3
DIC,3,13,0.0385,0.0074,NA,0.0057,24,21,22.4,2,178,35,622.5
DIC,3,14,0.0353,0.0069,NA,0.0053,10,16,24.1,3,227,29,621.5
DIC,3,15,0.0317,0.0071,NA,0.0046,22,12,24.5,5,247,28,620.8
DIC,3,16,0.0353,0.0072,NA,0.0047,38,12,25.1,5,260,27,620.3
DIC,3,17,0.0334,0.0076,NA,0.0051,47,17,24.9,5,264,27,620.3
DIC,3,18,0.0271,0.0068,NA,0.0056,65,11,23.9,4.5,255,28,620.6
DIC,3,19,0.0192,0.0068,NA,0.0087,52,9,22.5,3.1,242,32,621.2
DIC,3,20,0.0198,0.0067,NA,0.0081,98,6,20.8,3.8,216,38,621.9
DIC,3,21,0.0192,0.0071,NA,0.0079,77,2,19.4,3.4,225,42,622.5
DIC,3,22,0.0158,0.0071,NA,0.0092,18,19,17.9,1.8,208,45,623
DIC,3,23,0.0053,0.0092,NA,0.0197,195,13,16.9,0.7,163,49,623.3
DIC,4,0,0.0042,0.0084,NA,0.0196,129,18,16,0.7,179,52,623.2
DIC,4,1,0.0029,0.0078,NA,0.019,89,25,15.2,0.8,226,54,623
DIC,4,2,0.0025,0.0078,NA,0.0172,54,33,14.4,0.7,218,57,622.7
DIC,4,3,0.0033,0.0081,NA,0.0175,64,24,14.2,0.7,202,57,622.5
DIC,4,4,0.002,0.0078,NA,0.0166,50,31,12.9,1.2,276,61,622.4
DIC,4,5,0.0013,0.0088,NA,0.0166,41,21,13.2,0.6,259,61,622.5
DIC,4,6,0.0029,0.0112,NA,0.017,56,30,13,1.5,111,62,622.4
DIC,4,7,0.0027,0.0098,NA,0.0171,81,40,12.7,1.6,116,65,622.7
DIC,4,8,0.0034,0.0168,NA,0.0181,59,23,13.2,1.5,111,66,623.1
DIC,4,9,0.0041,0.0434,NA,0.0189,89,25,14,2.1,104,66,623.5
DIC,4,10,0.0069,0.0244,NA,0.0198,120,42,16,2.1,108,59,623.9
DIC,4,11,0.0168,0.0122,NA,0.0145,78,36,19.2,1.7,123,47,623.8
DIC,4,12,0.0268,0.0095,NA,0.0071,37,15,22.2,2.2,218,37,623.3
DIC,4,13,0.0286,0.0088,NA,0.0054,30,11,22.8,3.4,236,37,622.7
