DATOS HORARIOS 2022_NATIVITAS,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
AGOSTO,4,7,0.004,0.004,0.017,0.86,50,16,1.67,119.55,88.25,20.03
AGOSTO,4,8,0.004,0.004,0.015,0.91,40,17,2.09,125.09,85.31,127.52
AGOSTO,4,9,0.006,0.004,0.012,0.85,38,18,2.4,111.45,78.57,167.92
AGOSTO,4,10,0.012,0.004,0.011,0.81,44,21,2.08,148.35,70.55,414.95
AGOSTO,4,11,0.027,0.003,0.008,0.73,41,24,1.85,153.43,59,471.24
AGOSTO,4,12,0.044,0.004,0.006,0.75,28,25,2.02,178.49,52.96,704.07
AGOSTO,4,13,0.062,0.004,0.005,0.79,35,27,2.36,254.96,45.05,968.21
AGOSTO,4,14,0.073,0.004,0.005,0.74,14,28,2.49,259.23,40.62,849.37
AGOSTO,4,15,0.075,0.004,0.005,0.75,NA,29,2.93,253.53,36.67,968.75
AGOSTO,4,16,0.076,0.005,0.004,0.71,10,29,2.62,240.94,34.44,840.24
AGOSTO,4,17,0.075,0.005,0.005,0.7,24,29,3.04,257.38,33.27,616.13
AGOSTO,4,18,0.074,0.004,0.005,0.73,36,28,3.85,265.38,37.81,361.55
AGOSTO,4,19,0.06,0.004,0.006,0.77,32,24,3.93,279.76,56.96,43.75
AGOSTO,4,20,0.035,0.004,0.01,1.01,24,21,2.55,286.68,73.46,4.55
AGOSTO,4,21,0.03,0.004,0.011,1.01,30,20,2.14,305.15,73.99,2.36
AGOSTO,4,22,0.033,0.003,0.008,0.73,33,20,2.73,205.83,72.42,2.4
AGOSTO,4,23,0.038,0.003,0.007,0.64,22,19,2.07,174.52,66.57,2.46
AGOSTO,5,0,0.03,0.003,0.01,0.61,21,17,2.25,91.11,70.2,2.58
AGOSTO,5,1,0.025,0.003,0.01,0.61,30,17,1.98,119.13,74.99,2.64
AGOSTO,5,2,0.012,0.004,0.016,0.62,32,16,1.94,119.99,80.3,2.65
AGOSTO,5,3,0.017,0.003,0.013,0.62,20,16,2.69,107.4,84.33,2.7
AGOSTO,5,4,0.007,0.003,0.016,0.64,21,15,1.22,196.35,85.53,2.71
AGOSTO,5,5,0.005,0.003,0.015,0.67,29,15,1.18,108.36,85.44,2.68
AGOSTO,5,6,0.002,0.004,0.014,0.71,29,15,1.74,156.87,84.96,2.71
AGOSTO,5,7,0.004,0.004,0.011,0.74,34,15,2.38,141.62,85.62,22.07
AGOSTO,5,8,0.008,0.004,0.009,0.8,42,18,2.54,122.42,78.57,191.72
AGOSTO,5,9,0.018,0.004,0.007,0.72,45,21,2.83,100.2,65.66,430.09
AGOSTO,5,10,0.033,0.004,0.005,0.67,41,23,3.64,109.86,55.01,645.42
AGOSTO,5,11,0.043,0.004,0.004,0.65,31,24,3.53,109.09,49.1,781.6
AGOSTO,5,12,0.05,0.004,0.003,0.6,29,25,2.97,119.16,44.08,961.61
AGOSTO,5,13,0.054,0.004,0.004,0.6,22,27,2.98,111.62,38.05,1037.9
AGOSTO,5,14,0.057,0.004,0.004,0.6,20,27,3.22,119.57,33.13,886.52
AGOSTO,5,15,0.061,0.004,0.004,0.62,24,28,2.86,140.2,31.12,838.23
AGOSTO,5,16,0.064,0.003,0.003,0.56,9,29,3,127.22,29.23,728.08
AGOSTO,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGOSTO,5,19,0.031,0.009,0.008,1.1,8,26,2.88,63.47,29.94,123.51
AGOSTO,5,20,0.032,0.004,0.008,0.74,14,25,4.19,67.36,32.33,13.91
AGOSTO,5,21,0.023,0.004,0.011,0.73,28,23,3.46,77.37,42.33,29.01
AGOSTO,5,22,0.018,0.004,0.009,0.68,38,21,3.41,98.9,52.78,14.95
AGOSTO,5,23,0.015,0.004,0.01,0.65,40,19,2.95,114.83,60.9,7.12
AGOSTO,6,0,0.024,0.004,0.008,0.64,42,18,3.18,95.97,60.44,16.97
AGOSTO,6,1,0.02,0.004,0.007,0.55,23,17,3.38,81.64,57.57,10.77
AGOSTO,6,2,0.018,0.004,0.007,0.56,22,16,3.83,77.12,66.38,6.72
AGOSTO,6,3,0.019,0.004,0.006,0.55,27,16,3.16,76.73,65.63,10.69
AGOSTO,6,4,0.021,0.004,0.007,0.56,26,15,2.74,97.37,66.74,22.18
AGOSTO,6,5,0.023,0.004,0.008,0.56,31,14,1.98,118.08,71.68,5.6
AGOSTO,6,6,0.021,0.004,0.01,0.61,36,13,2.12,133.39,77.44,9.76
AGOSTO,6,7,0.061,0.004,0.011,0.75,48,14,2.57,112.59,81.26,26.3
AGOSTO,6,8,0.016,0.004,0.01,0.81,57,17,2.49,88.73,72.48,191.86
AGOSTO,6,9,0.024,0.004,0.006,0.7,48,20,4.6,86.42,61.17,419.08
AGOSTO,6,10,0.032,0.004,0.005,0.66,44,21,4.97,94.57,54.78,627.29
AGOSTO,6,11,0.04,0.004,0.005,0.65,37,23,3.69,83.77,49.24,793.71
AGOSTO,6,12,0.05,0.004,0.003,0.54,34,26,2.65,126.07,39.09,983.35
AGOSTO,6,13,0.052,0.004,0.003,0.54,13,27,2.55,169.84,34.05,976.72
AGOSTO,6,14,0.056,0.004,0.004,0.6,23,27,2.9,117.52,33.01,955.76
AGOSTO,6,15,0.06,0.007,0.004,0.65,29,29,1.78,191.87,31.18,715.47
AGOSTO,6,16,0.063,0.008,0.004,0.65,31,28,2.45,154.2,31.22,551.31
AGOSTO,6,17,0.057,0.008,0.004,0.71,35,27,3.5,123.38,33.59,346.77
AGOSTO,6,18,0.043,0.017,0.006,0.98,48,24,3.24,179.95,43.98,47.11
AGOSTO,6,19,0.046,0.006,0.008,0.73,38,21,3.07,241.29,52.05,14.57
AGOSTO,6,20,0.034,0.005,0.01,0.86,30,19,2.76,270.75,62.18,4
AGOSTO,6,21,0.032,0.004,0.01,0.78,26,19,2.49,245.73,64.18,3.09
AGOSTO,6,22,0.038,0.004,0.007,0.71,29,19,2.18,219.01,63.51,2.44
AGOSTO,6,23,0.035,0.004,0.006,0.66,27,19,2.55,163.55,67.44,2.46
AGOSTO,7,0,0.027,0.004,0.006,0.61,15,18,1.8,109.54,72.54,2.55
AGOSTO,7,1,0.019,0.004,0.01,0.65,13,17,1.28,70.74,75.11,3.88
AGOSTO,7,2,0.017,0.004,0.01,0.65,26,17,1.35,149.49,74.74,2.7
AGOSTO,7,3,0.005,0.004,0.012,0.6,19,16,1.54,124.72,74.66,2.71
AGOSTO,7,4,0.013,0.004,0.007,0.56,22,15,1.86,89.48,77.56,2.77
AGOSTO,7,5,0.013,0.004,0.006,0.57,25,15,1.56,108.86,80.34,2.72
AGOSTO,7,6,0.009,0.004,0.008,0.61,23,14,1.41,138.19,82.08,2.76
AGOSTO,7,7,0.01,0.004,0.006,0.62,33,14,1.47,147.89,82.66,16.65
AGOSTO,7,8,0.01,0.004,0.007,0.69,40,16,1.68,125.4,80,145.02
AGOSTO,7,9,0.023,0.004,0.005,0.68,33,20,3.67,78.82,64.66,390.6
AGOSTO,7,10,0.029,0.004,0.003,0.65,28,21,4.91,80.79,56.34,597.1
AGOSTO,7,11,0.034,0.004,0.003,0.67,23,23,4.65,84,51.23,719.55
AGOSTO,7,12,0.042,0.004,0.004,0.68,22,25,4.51,90.89,45.89,947.43
AGOSTO,7,13,0.047,0.004,0.003,0.64,20,26,4.45,86.51,39.48,954.77
AGOSTO,7,14,0.052,0.004,0.004,0.64,18,27,4.09,92.41,34.72,1022.49
AGOSTO,7,15,0.052,0.004,0.003,0.63,17,28,4.22,95.15,31.65,936.84
AGOSTO,7,16,0.048,0.004,0.003,0.61,15,29,4.1,78.85,27.5,812.65
AGOSTO,7,17,0.046,0.004,0.003,0.58,15,29,3.99,100.12,24.79,526.52
AGOSTO,7,18,0.046,0.004,0.003,0.59,9,29,2.57,109.89,25.8,301.09
AGOSTO,7,19,0.034,0.004,0.01,0.75,19,27,2.43,216.54,30.46,62.21
AGOSTO,7,20,0.022,0.02,0.006,0.75,27,25,4.68,78.19,38.47,4.6
AGOSTO,7,21,0.022,0.009,0.003,0.61,31,23,5.91,53.9,47.46,2.8
AGOSTO,7,22,0.022,0.006,0.003,0.59,27,21,5.05,50.36,53.03,2.36
AGOSTO,7,23,0.021,0.005,0.004,0.59,24,20,4.02,88.15,58.24,2.38
AGOSTO,8,0,0.019,0.004,0.004,0.56,23,19,3.8,71.04,63.35,2.51
AGOSTO,8,1,0.02,0.004,0.005,0.54,NA,18,3.04,72.79,64.28,2.56
AGOSTO,8,2,0.023,0.004,0.004,0.54,NA,18,3.11,95.87,65.45,2.62
AGOSTO,8,3,0.018,0.004,0.005,0.54,8,17,2.9,95.95,71.37,2.64
AGOSTO,8,4,0.014,0.004,0.007,0.54,37,16,2.67,83.32,75.27,2.74
AGOSTO,8,5,0.015,0.004,0.006,0.55,37,15,3.02,82.7,76.88,2.73
AGOSTO,8,6,0.011,0.004,0.008,0.63,18,15,3.08,86.25,80.49,3.38
AGOSTO,8,7,0.01,0.004,0.009,0.7,21,15,3.25,82.13,81.29,32.1
AGOSTO,8,8,0.015,0.004,0.007,0.68,26,16,3.81,79.31,74.34,154.29
AGOSTO,8,9,0.021,0.004,0.005,0.64,20,19,4.32,72.41,62.45,393.79
AGOSTO,8,10,0.029,0.004,0.003,0.6,16,22,4.84,70.84,49.71,675.63
AGOSTO,8,11,0.034,0.004,0.003,0.61,15,23,4.34,73.24,45.07,845.17
AGOSTO,8,12,0.039,0.004,0.003,0.61,15,24,3.73,80.48,40.66,942.02
AGOSTO,8,13,0.042,0.004,0.003,0.58,NA,25,4.23,94.05,36.33,998.6
AGOSTO,8,14,0.047,0.004,0.003,0.6,13,27,3.75,99.87,32.9,1003.57
AGOSTO,8,15,0.054,0.004,0.003,0.58,13,28,3.86,98.27,29.2,917.57
AGOSTO,8,16,0.051,0.004,0.004,0.59,21,28,4.35,69.58,27.36,658.93
AGOSTO,8,17,0.037,0.092,0.007,1.16,32,26,5.75,71.42,34.1,205.85
AGOSTO,8,18,0.032,0.05,0.006,0.82,25,24,4.36,59.02,41.4,89.52
AGOSTO,8,19,0.027,0.006,0.008,0.7,15,24,3.15,74.61,39.9,47.24
AGOSTO,8,20,0.021,0.021,0.011,0.89,24,23,3.13,74.59,42.57,4.24
AGOSTO,8,21,0.024,0.006,0.009,0.69,22,21,3.35,87.82,47.38,4.03
AGOSTO,8,22,0.016,0.005,0.011,0.65,19,20,3.08,85.95,54.63,2.44
AGOSTO,8,23,0.014,0.004,0.009,0.57,17,18,3.43,70.43,58.2,3.08
AGOSTO,9,0,0.014,0.004,0.009,0.56,14,17,2.51,97.07,61.39,3.23
AGOSTO,9,1,0.023,0.004,0.005,0.55,NA,17,3.43,66.69,62.74,2.65
AGOSTO,9,2,0.022,0.004,0.005,0.53,7,16,2.8,65,66.95,2.72
AGOSTO,9,3,0.019,0.004,0.005,0.53,9,15,2.57,66.42,70.05,2.73
AGOSTO,9,4,0.024,0.004,0.005,0.53,12,15,2.93,79,70.37,2.72
AGOSTO,9,5,0.013,0.004,0.007,0.55,9,15,2.5,121.88,74.66,3.35
AGOSTO,9,6,0.009,0.004,0.009,0.62,16,14,2.66,103.63,75.73,2.8
AGOSTO,9,7,0.007,0.004,0.009,0.68,22,15,2.64,104.89,77.07,38.4
AGOSTO,9,8,0.012,0.004,0.007,0.7,29,18,2.59,100.22,69.03,224.53
AGOSTO,9,9,0.021,0.004,0.005,0.65,30,20,4.01,89.8,59.5,427.6
AGOSTO,9,10,0.027,0.004,0.004,0.62,24,21,4.46,91.81,53.18,609.84
AGOSTO,9,11,0.036,0.004,0.003,0.59,22,24,3.17,130.5,46.63,833.39
AGOSTO,9,12,0.044,0.004,0.003,0.6,16,25,2.67,167.73,42.62,832.7
AGOSTO,9,13,0.054,0.004,0.004,0.63,18,27,2.2,169.09,39.46,1035.6
AGOSTO,9,14,0.06,0.008,0.004,0.63,80,26,2.55,153.67,37.27,722.05
AGOSTO,9,15,0.064,0.024,0.005,0.83,83,28,2.48,233.13,32.3,898.33
AGOSTO,9,16,0.068,0.027,0.004,0.94,26,28,2.49,207.27,31.55,618.57
AGOSTO,9,17,0.066,0.023,0.004,0.78,27,29,2,201.61,31.06,456.31
AGOSTO,9,18,0.024,0.008,0.007,0.89,43,20,3.56,223.95,71.31,22.83
AGOSTO,9,19,0.017,0.004,0.008,0.89,20,18,2.38,185.23,86.63,10.66
AGOSTO,9,20,0.023,0.003,0.006,0.66,11,17,3.02,125.2,85.52,3.27
AGOSTO,9,21,0.023,0.004,0.005,0.64,10,16,3.44,172.27,93.29,2.77
AGOSTO,9,22,0.024,0.004,0.005,0.62,11,16,2.86,174.8,96.72,2.76
AGOSTO,9,23,0.022,0.004,0.006,0.65,16,16,1.4,73.19,96.25,2.79
AGOSTO,10,0,0.018,0.004,0.007,0.6,10,15,1.24,102.89,97.02,2.73
AGOSTO,10,1,0.005,0.004,0.013,0.63,NA,15,1.31,177.09,97.5,2.79
AGOSTO,10,2,0.011,0.004,0.008,0.61,12,15,1.48,126.78,97.64,2.77
AGOSTO,10,3,0.005,0.004,0.01,0.61,17,15,1.02,159.66,97.68,2.72
AGOSTO,10,4,0.001,0.004,0.013,0.63,16,15,1.23,249.31,98.53,2.73
AGOSTO,10,5,0.002,0.004,0.011,0.65,17,15,1.32,216.43,98.78,2.69
AGOSTO,10,6,0.001,0.004,0.011,0.8,17,15,1.08,221.65,98.72,2.72
AGOSTO,10,7,0.001,0.004,0.011,0.95,26,15,0.99,202.29,98.71,19.28
AGOSTO,10,8,0.005,0.004,0.01,0.85,27,18,1.83,147.88,93.03,160.85
AGOSTO,10,9,0.019,0.005,0.006,0.69,28,19,3.63,84.9,79.69,301.85
AGOSTO,10,10,0.027,0.006,0.005,0.67,19,22,4.2,86.05,61.95,663.76
AGOSTO,10,11,0.035,0.006,0.004,0.66,21,23,3.99,84.95,53.93,787.99
AGOSTO,10,12,0.044,0.006,0.004,0.64,19,25,3.65,91.42,47.21,923.96
AGOSTO,10,13,0.053,0.006,0.003,0.62,16,26,3.32,112.5,41.76,973.72
AGOSTO,10,14,0.056,0.007,0.004,0.6,14,28,2.33,136.48,36.07,1017.39
AGOSTO,10,15,0.052,0.006,0.004,0.59,15,29,3.42,99.48,27.79,936.22
AGOSTO,10,16,0.059,0.004,0.003,0.59,10,29,4.04,106.44,22.57,682.94
AGOSTO,10,17,0.054,0.004,0.004,0.58,16,28,3.37,129.68,24.71,411.82
AGOSTO,10,18,0.059,0.004,0.004,0.63,15,27,3.18,192.46,33.05,276.66
AGOSTO,10,19,0.051,0.004,0.007,0.77,28,24,3.28,237.73,53.5,43.45
AGOSTO,10,20,0.04,0.004,0.007,0.73,28,22,3.62,241.82,61.92,3.52
AGOSTO,10,21,0.029,0.003,0.007,0.74,22,21,2.9,250.68,67.79,2.44
AGOSTO,10,22,0.024,0.004,0.007,0.69,23,20,2.03,214.55,70.29,2.46
AGOSTO,10,23,0.022,0.003,0.007,0.66,29,19,1.63,209.58,73.39,2.46
AGOSTO,11,0,0.027,0.003,0.005,0.62,20,18,1.27,202.79,73.57,2.52
AGOSTO,11,1,0.021,0.003,0.008,0.63,24,18,1.89,166.43,74.6,2.55
AGOSTO,11,2,0.014,0.003,0.009,0.62,22,17,1.38,88.1,75.94,2.62
AGOSTO,11,3,0.01,0.003,0.009,0.58,21,17,2.27,79.6,72.95,3.45
AGOSTO,11,4,0.011,0.003,0.009,0.58,18,16,1.9,86.19,75.64,2.62
AGOSTO,11,5,0.016,0.004,0.008,0.61,12,16,2.4,76.93,76.54,2.82
AGOSTO,11,6,0.009,0.003,0.009,0.7,24,16,2.32,93.91,77.58,2.85
AGOSTO,11,7,0.005,0.004,0.01,0.87,28,15,1.93,87.66,81.99,16.39
AGOSTO,11,8,0.009,0.004,0.009,0.77,33,16,2.14,68.69,79.5,127.39
AGOSTO,11,9,0.018,0.004,0.007,0.7,32,20,2.75,83.23,64.58,439.54
AGOSTO,11,10,0.03,0.004,0.003,0.62,22,22,4.34,74.43,48.74,617.38
AGOSTO,11,11,0.034,0.004,0.004,0.65,25,23,4.71,75.62,43.16,838.79
AGOSTO,11,12,0.042,0.004,0.004,0.64,20,24,4.8,86.82,38.48,951.44
AGOSTO,11,13,0.05,0.004,0.004,0.62,20,25,4.52,95.69,32.94,1005.98
AGOSTO,11,14,0.054,0.004,0.004,0.63,13,27,4.12,76.34,29.41,1012.68
AGOSTO,11,15,0.056,0.004,0.003,0.59,15,28,3.1,107.26,26.79,916.61
AGOSTO,11,16,0.057,0.004,0.003,0.58,10,29,3.22,118.39,25.12,796.66
AGOSTO,11,17,0.059,0.004,0.003,0.6,16,29,2.84,103.61,24.7,595.38
AGOSTO,11,18,0.06,0.004,0.003,0.59,19,29,2.63,131.09,25.33,310.82
AGOSTO,11,19,0.057,0.004,0.005,0.67,25,28,2.43,231.75,29.4,105.88
AGOSTO,11,20,0.046,0.007,0.009,0.86,32,26,3.19,227.39,33.91,3.62
AGOSTO,11,21,0.029,0.035,0.006,0.94,26,25,3.41,151.92,32.55,2.09
AGOSTO,11,22,0.025,0.029,0.004,0.7,24,24,2.76,132.86,38.7,2.9
AGOSTO,11,23,0.025,0.03,0.004,0.64,20,23,3.21,83.7,41.01,2.3
AGOSTO,12,0,0.027,0.007,0.004,0.61,21,21,3.63,72.73,44.89,2.29
AGOSTO,12,1,0.028,0.005,0.004,0.59,42,20,3.26,79.38,51.12,3.13
AGOSTO,12,2,0.016,0.005,0.009,0.58,20,18,2.87,89.97,59.99,2.59
AGOSTO,12,3,0.019,0.004,0.007,0.58,12,17,3.15,79.52,63.9,2.63
AGOSTO,12,4,0.016,0.004,0.007,0.58,16,17,3.26,61.78,64.28,3.41
AGOSTO,12,5,0.01,0.004,0.011,0.6,16,16,1.79,68.73,68.01,2.73
AGOSTO,12,6,0.01,0.006,0.011,0.75,23,16,2.64,66.01,69.25,2.68
AGOSTO,12,7,0.006,0.005,0.011,0.78,30,15,2.3,69.88,72.2,13.8
AGOSTO,12,8,0.009,0.006,0.01,0.88,36,16,2.15,93.26,70.82,81.59
AGOSTO,12,9,0.011,0.005,0.009,0.78,17,19,2.51,143.99,65.44,355.75
AGOSTO,12,10,0.027,0.005,0.004,0.65,19,22,3.75,79.67,50.1,629.04
AGOSTO,12,11,0.031,0.004,0.003,0.63,51,23,4.2,77.78,45.56,698.87
AGOSTO,12,12,0.035,0.004,0.003,0.64,16,25,4.32,77.61,39.21,936.23
AGOSTO,12,13,0.044,0.004,0.003,0.62,10,26,3.98,80.52,36.2,987.87
AGOSTO,12,14,0.047,0.004,0.003,0.63,20,28,3.59,86.4,31.82,1005.25
AGOSTO,12,15,0.048,0.004,0.003,0.63,83,28,3.27,100.43,31.18,497.66
AGOSTO,12,16,0.047,0.005,0.004,0.65,63,27,3.2,93.73,30.98,418.81
AGOSTO,12,17,0.047,0.004,0.003,0.61,17,28,3.26,111.75,28.95,501.49
AGOSTO,12,18,0.047,0.004,0.003,0.61,7,29,3.14,117.08,27.79,416.82
AGOSTO,12,19,0.044,0.004,0.004,0.66,20,27,2.74,136.35,31.66,92.8
AGOSTO,12,20,0.029,0.012,0.01,0.86,45,25,1.97,112.37,37.03,3.75
AGOSTO,12,21,0.035,0.014,0.005,0.7,34,23,4.3,94.93,44.4,2.27
AGOSTO,12,22,0.034,0.005,0.003,0.62,30,18,4.01,145.21,65.73,2.52
AGOSTO,12,23,0.029,0.007,0.006,0.64,24,19,2.03,93.38,61.48,2.53
AGOSTO,13,0,0.018,0.005,0.008,0.62,38,18,1.04,149.66,65.14,2.59
AGOSTO,13,1,0.017,0.005,0.009,0.65,5,18,1.41,212.32,65.53,2.59
AGOSTO,13,2,0.013,0.008,0.01,0.63,6,18,1.47,244.56,65.79,2.58
