DATOS HORARIOS 2022_NATIVITAS,,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,,
,,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [µg/m³],TEMP,WS,WD,HR,RADSOL
ABRIL,2,8,0.004,0.005,0.026,1.18,74,15.705,1.0782,145.9,38.53,174.33
ABRIL,2,9,0.008,0.006,0.028,1.24,101,19.037,1.0911,125.82,31.506,371.93
ABRIL,2,10,0.029,0.007,0.027,1.28,92,24.298,1.3008,187.26,24.305,668.51
ABRIL,2,11,0.048,0.004,0.014,1.06,67,26.183,2.3336,265.93,21.115,883.58
ABRIL,2,12,0.063,0.003,0.007,0.94,40,27.652,2.4004,239.56,17.785,1032.1
ABRIL,2,13,0.065,0.003,0.006,0.92,36,28.644,3.1615,268.92,14.901,1106.7
ABRIL,2,14,0.053,0.003,0.005,0.88,26,30.118,2.763,260.41,12.58,1106.6
ABRIL,2,15,0.049,0.002,0.005,0.85,16,31.041,2.827,239.63,10.53,1008.5
ABRIL,2,16,0.050,0.002,0.005,0.88,26,31.175,2.9611,244.51,10.244,773.61
ABRIL,2,17,0.054,0.002,0.005,0.88,14,31.169,2.8323,257.43,10.852,544.81
ABRIL,2,18,0.057,0.002,0.005,0.89,31,30.553,2.7229,244.93,11.401,327.19
ABRIL,2,19,0.051,0.002,0.011,1.10,32,28.654,2.3701,253.07,12.215,79.944
ABRIL,2,20,0.017,0.002,0.037,1.87,78,25.336,1.3039,222.04,13.204,2.5828
ABRIL,2,21,0.007,0.003,0.044,2.42,131,23.751,1.4131,233.37,15.168,2.1404
ABRIL,2,22,0.023,0.003,0.023,1.44,120,22.58,1.4557,165.62,18.504,5.0883
ABRIL,2,23,0.018,0.003,0.024,1.46,95,20.874,1.4936,221.27,21.201,2.3438
ABRIL,3,0,0.017,0.003,0.019,1.20,58,20.396,2.6672,286.35,22.323,2.3681
ABRIL,3,1,0.017,0.003,0.019,1.16,51,19.063,2.4702,261.44,26.899,2.5124
ABRIL,3,2,0.019,0.003,0.012,1.02,48,17.051,1.6012,111,32.572,5.5014
ABRIL,3,3,0.020,0.003,0.012,1.05,53,16.105,1.4164,199.13,35.125,2.6953
ABRIL,3,4,0.026,0.003,0.007,0.97,47,15.836,1.4199,222.4,36.375,5.5628
ABRIL,3,5,0.022,0.003,0.009,1.00,43,15.15,1.4452,232.31,40.893,2.7047
ABRIL,3,6,0.025,0.003,0.017,1.11,53,14.388,1.1042,151.77,47.213,2.7642
ABRIL,3,7,0.005,0.004,0.024,1.41,70,12.425,1.1723,112.23,51.34,7.4918
ABRIL,3,8,0.005,0.005,0.021,1.37,91,15.026,1.6898,114.79,45.516,171.6
ABRIL,3,9,0.019,0.005,0.015,1.23,82,19.989,1.96,116.03,36.588,425.24
ABRIL,3,10,0.038,0.005,0.010,1.08,90,23.023,1.6324,139.82,31.43,526.9
ABRIL,3,11,0.049,0.004,0.008,1.05,70,25.678,1.8547,174.23,27.009,840.5
ABRIL,3,12,0.051,0.003,0.006,1.01,46,27.931,2.4618,240.06,21.186,1005.4
ABRIL,3,13,0.047,0.003,0.005,0.93,27,28.899,2.8237,245.16,16.083,1093.9
ABRIL,3,14,0.051,0.002,0.004,0.87,14,29.703,2.8873,254.59,13.154,1075.7
ABRIL,3,15,0.054,0.002,0.006,0.92,22,30.558,3.3892,263.58,13.146,974.37
ABRIL,3,16,0.054,0.002,0.005,0.90,24,30.596,3.7814,261.85,12.449,810.65
ABRIL,3,17,0.058,0.002,0.004,0.90,22,30.655,3.595,249.19,13.189,571.19
ABRIL,3,18,0.059,0.002,0.004,0.92,33,29.917,3.5916,220.74,13.552,313.03
ABRIL,3,19,0.051,0.002,0.007,0.93,21,28.236,3.1317,212.76,13.567,79.584
ABRIL,3,20,0.044,0.002,0.010,1.08,32,25.551,3.0517,232.55,15.059,2.4684
ABRIL,3,21,0.037,0.002,0.012,1.14,45,24.435,3.0298,245.05,14.942,2.0559
ABRIL,3,22,0.030,0.002,0.014,1.16,48,22.225,2.0841,191.02,20.293,2.1857
ABRIL,3,23,0.025,0.004,0.018,1.34,53,20.613333,1.167608,242.16105,21.517967,2.316182
ABRIL,4,0,0.026,0.003,0.013,1.06,54,20.143,1.709403,283.941,24.136833,2.355507
ABRIL,4,1,0.025,0.003,0.011,1.02,42,18.620717,1.446212,239.827833,26.768,5.510885
ABRIL,4,2,0.025,0.003,0.010,0.98,38,17.5069,1.211722,228.6715,30.041933,5.415232
ABRIL,4,3,0.018,0.003,0.016,1.00,42,16.520767,1.144573,306.7115,31.739033,2.607518
ABRIL,4,4,0.022,0.003,0.011,0.97,41,15.7281,1.039558,259.7885,33.640267,2.664438
ABRIL,4,5,0.006,0.003,0.025,1.06,45,14.966033,1.016413,245.393,36.038867,11.309025
ABRIL,4,6,0.006,0.003,0.025,1.31,47,14.311367,1.02373,196.997167,38.125367,5.63336
ABRIL,4,7,0.034,0.004,0.029,2.08,95,13.79,1.137403,130.07655,43.014633,11.02999
ABRIL,4,8,0.024,0.006,0.032,2.07,120,16.921,1.34665,120.230867,42.027483,157.999133
ABRIL,4,9,0.012,0.006,0.037,1.55,138,21.09595,1.284605,146.25705,33.26025,401.297833
ABRIL,4,10,0.031,0.006,0.034,1.44,118,25.158783,1.38168,224.10675,26.570217,641.046833
ABRIL,4,11,0.052,0.004,0.009,1.04,93,26.9506,2.85822,220.215,21.546083,863.264833
ABRIL,4,12,0.052,0.003,0.005,0.91,44,27.906483,3.477848,237.564667,17.3397,994.931667
ABRIL,4,13,0.058,0.003,0.005,0.91,45,28.739383,4.62351,260.0035,14.521933,1085.226667
ABRIL,4,14,0.061,0.003,0.006,0.95,51,29.296617,5.501247,274.871167,12.907467,1077.281667
ABRIL,4,15,0.063,0.003,0.006,0.94,61,29.617217,6.03333,274.187167,12.92755,980.003
ABRIL,4,16,0.065,0.003,0.006,0.95,62,30.090833,5.918057,274.275167,13.211067,803.677333
ABRIL,4,17,0.062,0.003,0.006,0.95,62,30.017867,5.712835,271.7345,13.46275,570.2535
ABRIL,4,18,0.059,0.003,0.006,0.93,59,29.0407,5.383218,256.965333,13.945717,307.032
ABRIL,4,19,0.051,0.003,0.008,1.00,75,26.8696,4.962538,250.384333,16.68775,77.201782
ABRIL,4,20,0.047,0.003,0.008,1.02,89,24.3507,4.348172,233.268833,19.334333,5.603027
ABRIL,4,21,0.043,0.003,0.007,0.99,102,22.643283,3.741603,233.197167,22.39875,4.956395
ABRIL,4,22,0.037,0.003,0.006,0.98,59,20.997083,3.789437,239.724,25.2876,2.34446
ABRIL,4,23,0.030,0.003,0.009,0.93,30,19.188883,2.364918,204.546,28.474133,5.369945
ABRIL,5,0,0.029,0.003,0.008,0.92,38,17.674083,1.559125,215.401633,31.22455,2.538652
ABRIL,5,1,0.025,0.003,0.011,0.92,39,17.20725,1.67566,293.778333,32.458367,2.59581
ABRIL,5,2,0.024,0.003,0.011,0.91,43,16.5485,2.29812,262.1885,34.661367,5.486897
ABRIL,5,3,0.027,0.003,0.007,0.90,27,15.8822,1.629917,237.1205,35.2269,2.693458
ABRIL,5,4,0.025,0.003,0.008,0.89,33,15.151833,1.96484,248.1475,38.1143,2.763707
ABRIL,5,5,0.026,0.003,0.008,0.89,27,14.377217,2.10074,256.221167,40.9656,2.777308
ABRIL,5,6,0.013,0.003,0.019,1.20,35,12.9986,1.103825,239.6849,43.2897,2.795275
ABRIL,5,7,0.019,0.005,0.028,1.83,68,12.716517,0.973173,73.496317,47.886583,15.142085
ABRIL,5,8,0.011,0.005,0.029,1.65,122,16.091417,1.070925,119.355067,43.137617,161.48955
ABRIL,5,9,0.018,0.005,0.024,1.39,107,19.8164,1.831438,260.86115,35.41265,354.038
ABRIL,5,10,0.033,0.004,0.015,1.08,61,22.095233,2.075352,261.906,29.636917,589.163333
ABRIL,5,11,0.047,0.004,0.007,0.96,56,24.550383,2.395385,250.488167,24.63135,790.243833
ABRIL,5,12,0.052,0.004,0.006,0.97,39,25.432683,3.847847,277.093333,20.368483,939.675333
ABRIL,5,13,0.056,0.003,0.006,0.98,33,26.298283,3.377553,270.24,19.905083,941.869333
ABRIL,5,14,0.058,0.003,0.006,0.96,NA,27.630733,3.705045,271.9095,16.4441,1022.905167
ABRIL,5,15,0.058,0.003,0.005,0.92,25,28.972917,3.205465,253.300433,14.453867,993.839333
ABRIL,5,16,0.059,0.003,0.006,0.94,28,29.15485,4.034297,278.913167,13.9611,814.3345
ABRIL,5,17,0.060,0.003,0.006,0.95,36,29.243117,4.02033,274.221667,13.309567,581.8415
ABRIL,5,18,0.061,0.003,0.007,0.98,46,28.664417,3.575482,267.422333,13.185633,320.2595
ABRIL,5,19,0.053,0.003,0.011,1.04,48,26.8394,3.502602,275.280167,13.8279,83.211472
ABRIL,5,20,0.036,0.003,0.017,1.20,64,23.804883,2.559877,246.502833,17.498983,3.02167
ABRIL,5,21,0.036,0.003,0.016,1.19,60,22.139333,2.317192,233.116833,19.768417,2.234932
ABRIL,5,22,0.038,0.002,0.007,0.96,55,21.11125,3.55354,238.1165,19.423183,2.293208
ABRIL,5,23,0.037,0.002,0.005,0.92,55,19.983433,3.273542,243.648333,21.781283,2.428438
ABRIL,6,0,0.033,0.002,0.006,0.92,87,18.11075,1.559068,253.895833,25.166567,2.575162
ABRIL,6,1,0.026,0.003,0.012,0.95,44,16.71345,1.926397,246.350483,28.616583,2.639222
ABRIL,6,2,0.025,0.003,0.016,0.95,36,16.265833,2.457153,308.244,30.98315,2.543232
ABRIL,6,3,0.025,0.003,0.016,0.97,33,15.137667,1.035855,252.951333,32.269767,2.635807
ABRIL,6,4,0.023,0.003,0.016,0.98,39,14.353833,1.536378,248.5365,34.78895,2.69355
ABRIL,6,5,0.021,0.003,0.014,1.00,42,13.70405,1.6479,249.008,36.4577,2.821572
ABRIL,6,6,0.013,0.003,0.022,1.20,44,13.085133,1.172727,262.320333,37.583983,2.787863
ABRIL,6,7,0.017,0.004,0.029,1.59,61,12.452033,1.02835,182.66705,41.3988,16.351933
ABRIL,6,8,0.023,0.006,0.035,1.96,119,15.9254,1.023738,80.209233,39.991433,178.954783
ABRIL,6,9,0.017,0.004,0.029,1.63,102,19.58285,2.369345,282.252117,31.8601,420.4305
ABRIL,6,10,0.037,0.004,0.013,1.07,64,22.460367,2.562817,263.752167,28.500767,674.843167
ABRIL,6,11,0.052,0.003,0.006,0.96,48,25.179,2.535928,261.931,23.80735,884.981667
ABRIL,6,12,0.055,0.003,0.006,1.01,36,26.626917,2.674905,262.027517,20.241567,1036.644833
ABRIL,6,13,0.056,0.003,0.007,1.02,29,27.658333,2.98037,266.859767,17.54295,1098.901667
ABRIL,6,14,0.062,0.004,0.006,0.95,27,28.727317,2.63015,170.89245,15.580517,1094.815
ABRIL,6,15,0.064,0.003,0.005,0.94,32,29.63785,2.781913,210.464317,14.263683,984.177167
ABRIL,6,16,0.055,0.002,0.005,0.89,22,30.2332,3.456875,275.586683,10.018907,840.383333
ABRIL,6,17,0.054,0.002,0.005,0.88,16,30.402267,2.638828,261.80155,8.216517,602.6335
ABRIL,6,18,0.053,0.002,0.009,1.01,18,29.803867,2.3663,276.949333,8.782357,336.360833
ABRIL,6,19,0.046,0.002,0.015,1.12,14,27.88,1.754722,191.809717,9.966842,90.31905
ABRIL,6,20,0.070,0.005,0.035,1.60,48,24.834067,1.099088,121.611117,11.879133,2.4812
ABRIL,6,21,0.076,0.007,0.045,2.25,128,22.698933,1.048672,174.851417,12.725367,2.162427
ABRIL,6,22,NA,0.007,0.046,2.31,185,21.570033,1.132367,95.704547,14.152117,2.264217
ABRIL,6,23,NA,0.005,0.037,1.48,120,19.850017,1.991563,198.160867,20.400417,2.370843
ABRIL,7,0,0.014,0.011,0.033,1.20,80,19.166117,2.228103,125.028117,21.70935,2.48483
ABRIL,7,1,0.014,0.005,0.035,1.12,68,18.226467,1.62496,99.914717,24.2052,2.577657
ABRIL,7,2,0.046,0.005,0.034,1.16,54,17.402783,1.413348,119.2406,25.973717,2.498983
ABRIL,7,3,0.029,0.005,0.024,1.04,66,16.38465,2.307798,127.364917,30.01865,2.650777
ABRIL,7,4,0.020,0.008,0.018,0.99,59,16.1365,1.724703,107.319067,32.3555,2.733523
ABRIL,7,5,0.023,0.009,0.013,1.00,56,16.7943,2.906458,68.0104,34.981067,2.692017
ABRIL,7,6,0.019,0.011,0.021,1.18,72,15.634367,2.648452,89.73275,45.1218,2.718745
ABRIL,7,7,0.018,0.016,0.025,1.18,80,15.322433,2.960915,95.301267,52.39705,10.909392
ABRIL,7,8,0.013,0.053,0.028,1.13,104,17.043317,4.50289,79.218367,51.933833,150.5164
ABRIL,7,9,0.022,0.054,0.018,1.05,155,18.61775,6.585633,68.395833,48.5415,378.120167
ABRIL,7,10,0.046,0.016,0.008,1.03,248,20.1073,7.35975,87.94885,45.3037,569.929667
ABRIL,7,11,0.044,0.020,0.014,1.05,157,21.923917,6.339655,82.1644,40.791617,780.9865
ABRIL,7,12,0.057,0.015,0.011,1.08,144,23.854517,6.382347,91.238583,34.905983,966.082
ABRIL,7,13,0.060,0.009,0.011,1.08,140,25.340233,5.9158,89.272183,30.57875,1017.691333
ABRIL,7,14,0.066,0.009,0.009,1.06,95,26.98405,4.720128,92.612633,26.255933,996.139667
ABRIL,7,15,0.067,0.012,0.010,1.06,113,28.33,3.772593,82.156767,24.820683,947.484
ABRIL,7,16,0.069,0.012,0.010,1.06,80,29.092567,3.692872,85.962017,23.46815,768.9345
ABRIL,7,17,0.070,0.013,0.011,1.06,74,29.269333,3.526462,92.53405,22.9533,540.985667
ABRIL,7,18,0.049,0.021,0.018,1.16,84,28.187,4.262775,71.598517,25.92825,276.881333
ABRIL,7,19,0.040,0.016,0.011,1.12,107,25.1295,5.158833,56.755667,31.9717,57.078795
ABRIL,7,20,0.035,0.011,0.010,1.09,105,21.5423,5.396852,60.47075,38.045667,2.770682
ABRIL,7,21,0.032,0.017,0.013,1.03,53,19.418333,5.64671,79.375567,41.345867,2.432145
ABRIL,7,22,0.031,0.028,0.013,1.00,73,17.246667,6.37071,70.389867,44.994167,2.513718
ABRIL,7,23,0.028,0.049,0.019,0.98,79,15.92445,5.95078,71.531283,49.640133,2.597422
ABRIL,8,0,0.029,0.037,0.017,0.98,188,15.076267,5.490075,81.291967,54.793033,2.713552
ABRIL,8,1,0.033,0.021,0.011,0.97,188,13.927033,5.783068,75.63985,60.39765,2.812832
ABRIL,8,2,0.038,0.007,0.004,0.95,53,13.154233,5.753253,72.022783,63.4702,2.859662
ABRIL,8,3,0.038,0.006,0.004,0.95,38,12.610417,5.356362,71.0311,65.87125,2.983145
ABRIL,8,4,0.039,0.005,0.006,0.95,34,12.557917,3.861213,79.4475,66.305967,2.856197
ABRIL,8,5,0.037,0.004,0.007,0.96,36,12.511767,4.134198,71.71235,66.3614,2.96398
ABRIL,8,6,0.038,0.004,0.009,1.04,39,12.122733,3.907707,86.766833,68.064717,2.9401
ABRIL,8,7,0.030,0.004,0.015,1.18,46,11.595333,3.314243,84.663417,70.501117,8.501088
ABRIL,8,8,0.028,0.004,0.017,1.23,55,13.10205,3.54435,85.166283,67.007983,151.595333
ABRIL,8,9,0.038,0.004,0.009,1.08,48,15.868717,5.087588,76.326867,57.10015,386.969333
ABRIL,8,10,0.044,0.004,0.009,1.06,52,17.56615,5.069378,89.161617,51.292883,629.057333
ABRIL,8,11,0.051,0.003,0.007,1.08,50,19.812733,4.491283,89.996333,45.404633,832.724667
ABRIL,8,12,0.055,0.004,0.008,1.10,49,22.1052,3.630217,99.81935,39.3238,973.1755
ABRIL,8,13,0.061,0.007,0.007,1.04,49,24.51535,2.539885,132.006833,32.76885,1038.544167
ABRIL,8,14,0.068,0.009,0.006,1.04,47,26.83505,1.918312,194.533017,28.396933,1026.6025
ABRIL,8,15,0.060,0.009,0.006,1.06,44,27.45125,2.67189,222.9661,25.115767,930.284
ABRIL,8,16,0.058,0.005,0.006,1.04,39,27.802383,3.257933,281.471267,24.500933,785.924333
ABRIL,8,17,0.059,0.005,0.007,1.05,34,28.104117,2.939702,227.624067,22.0963,560.980833
ABRIL,8,18,0.063,0.004,0.009,1.14,49,27.357267,2.731657,278.871333,21.832167,278.641833
ABRIL,8,19,0.051,0.004,0.007,1.05,67,24.1509,4.340685,181.908333,31.532317,51.52135
ABRIL,8,20,0.044,0.004,0.008,1.08,77,20.4395,3.884027,158.322167,44.330583,3.010858
ABRIL,8,21,0.038,0.003,0.012,1.19,45,19.465917,3.130978,78.560767,48.659583,2.427715
ABRIL,8,22,0.036,0.003,0.011,1.15,43,19.471417,4.383822,80.34125,45.365367,2.421542
ABRIL,8,23,0.040,0.006,0.008,0.99,62,17.597683,4.582582,77.691617,44.12715,2.615828
ABRIL,9,0,0.040,0.003,0.005,0.97,52,15.801733,3.892672,89.4935,48.99895,2.659192
ABRIL,9,1,0.038,0.003,0.007,0.97,36,15.202883,3.66948,89.16405,50.385733,2.691293
ABRIL,9,2,0.037,0.003,0.005,0.97,36,14.622217,3.810743,101.12055,51.359933,2.831108
ABRIL,9,3,0.035,0.003,0.005,0.96,38,13.830833,3.728175,98.3771,53.203767,2.804517
ABRIL,9,4,0.033,0.003,0.007,0.96,36,12.842683,3.470073,93.600583,55.09235,2.856907
ABRIL,9,5,0.031,0.003,0.008,0.97,34,11.936533,3.253865,96.5338,58.104933,2.880223
ABRIL,9,6,0.024,0.003,0.015,1.07,38,11.550283,3.02468,108.898,59.7892,2.923318
ABRIL,9,7,0.024,0.003,0.019,1.16,45,11.12375,2.220928,105.442133,61.420867,13.528682
ABRIL,9,8,0.028,0.004,0.014,1.13,61,12.9674,3.783068,109.647467,57.47565,162.52035
ABRIL,9,9,0.035,0.003,0.011,1.09,53,15.856133,4.805172,90.10125,48.659833,403.982667
ABRIL,9,10,0.042,0.003,0.009,1.08,58,18.201783,5.274267,93.177467,42.0983,641.544167
ABRIL,9,11,0.049,0.003,0.008,1.06,57,20.320683,4.622347,90.692167,37.88045,844.547167
ABRIL,9,12,0.058,0.003,0.007,1.07,63,22.758317,3.517522,96.136217,33.859533,984.912667
ABRIL,9,13,0.063,0.003,0.006,1.03,44,25.436317,2.571443,159.617233,30.185083,1048.998333
ABRIL,9,14,0.066,0.004,0.007,1.07,38,27.1888,2.186175,166.369517,27.106717,1041.806667
ABRIL,9,15,0.063,0.011,0.007,1.15,37,28.73315,2.395302,173.441883,22.977083,978.017167
ABRIL,9,16,0.070,0.022,0.009,1.21,46,29.409517,2.53481,240.768817,20.335033,803.618167
ABRIL,9,17,0.056,0.006,0.006,1.02,43,28.537117,3.380283,271.0555,18.964267,538.223167
ABRIL,9,18,0.053,0.003,0.005,1.00,29,27.052383,2.896363,228.438333,22.366417,199.944033
ABRIL,9,19,0.045,0.003,0.005,1.02,56,23.954167,4.628663,183.527,30.18805,44.689117
ABRIL,9,20,0.042,0.003,0.008,1.09,69,22.09825,3.491347,180.587333,33.61205,3.088675
ABRIL,9,21,0.043,0.003,0.007,1.09,77,21.640417,4.062718,198.528667,35.44785,2.25903
ABRIL,9,22,0.042,0.003,0.005,1.02,51,20.524967,4.087173,176.697,39.3893,2.365113
ABRIL,9,23,0.036,0.003,0.006,1.05,31,19.215883,2.423333,192.066,44.944417,2.484867
ABRIL,10,0,0.022,0.003,0.017,1.28,40,18.529733,1.520375,289.1035,46.3729,2.460403
ABRIL,10,1,0.018,0.003,0.016,1.27,38,17.313383,1.242103,148.687417,50.68225,2.593357
ABRIL,10,2,0.017,0.003,0.016,1.20,45,17.472067,1.48498,205.529533,51.689233,2.508837
ABRIL,10,3,0.027,0.003,0.006,1.02,35,17.639717,1.534997,216.263167,51.217417,2.481778
ABRIL,10,4,0.025,0.003,0.006,1.01,34,16.739983,1.850718,242.036833,54.368583,2.597083
ABRIL,10,5,0.019,0.003,0.008,1.05,33,15.392683,1.579295,256.4465,58.794417,2.771832
ABRIL,10,6,0.015,0.003,0.011,1.11,38,14.869667,1.740202,242.811667,62.26555,2.692612
ABRIL,10,7,0.016,0.003,0.011,1.18,41,14.754667,1.872403,263.4695,64.707117,14.63974
ABRIL,10,8,0.012,0.003,0.017,1.41,44,18.170817,1.6101,275.044833,60.305267,169.4698
ABRIL,10,9,0.026,0.003,0.011,1.22,43,21.675767,2.057497,256.996833,49.421183,403.27
ABRIL,10,10,0.034,0.003,0.006,1.13,39,23.371117,2.728772,275.8625,43.347333,649.651
ABRIL,10,11,0.038,0.003,0.005,1.12,34,24.51455,3.282078,267.737,40.2007,864.723833
ABRIL,10,12,0.043,0.003,0.005,1.12,35,25.61355,2.846437,253.141833,35.968483,820.3545
ABRIL,10,13,0.045,0.003,0.004,1.06,27,26.66265,3.361315,253.825583,31.312333,940.973167
ABRIL,10,14,0.046,0.002,0.005,1.06,91,27.901933,3.34796,238.0656,28.1589,1049.454667
ABRIL,10,15,0.048,0.002,0.005,1.05,47,28.812033,3.758363,251.423167,25.475483,932.372667
ABRIL,10,16,0.048,0.002,0.005,1.07,38,29.149533,4.660533,264.628167,23.494033,819.838333
ABRIL,10,17,0.045,0.002,0.004,1.01,51,26.338833,4.882863,181.558333,28.670933,368.105167
ABRIL,10,18,0.037,0.002,0.006,1.06,72,22.688433,3.775165,130.001217,41.868517,144.981517
ABRIL,10,19,0.032,0.002,0.007,1.10,43,22.10895,4.29477,104.841933,43.9115,98.849262
ABRIL,10,20,0.029,0.002,0.008,1.08,31,19.9055,3.680597,125.06185,46.2001,3.059993
ABRIL,10,21,0.026,0.002,0.010,1.12,27,18.5295,3.10228,115.01995,53.03405,2.491845
ABRIL,10,22,0.027,0.002,0.008,1.09,23,17.588883,2.895865,114.83925,55.75165,2.58023
ABRIL,10,23,0.029,0.002,0.007,1.04,26,17.056767,1.590553,121.523,56.975417,2.550325
ABRIL,11,0,0.020,0.002,0.011,1.08,24,16.35175,1.05099,63.948767,58.859017,2.59441
ABRIL,11,1,0.033,0.003,0.012,1.05,24,15.456583,1.266017,111.2485,64.527883,2.7012
ABRIL,11,2,0.009,0.003,0.019,1.10,30,14.963217,1.167038,184.4575,66.2547,2.824307
ABRIL,11,3,0.005,0.003,0.021,1.10,27,15.253983,0.980562,227.728,64.75595,2.667057
ABRIL,11,4,0.007,0.003,0.018,1.12,31,15.235383,1.388005,248.887,63.986283,2.614238
ABRIL,11,5,NA,0.003,0.025,1.11,31,14.551367,1.260843,289.053167,65.436017,2.850088
ABRIL,11,6,0.004,0.003,0.021,1.27,23,14.112083,1.435552,239.078333,67.2144,2.705307
ABRIL,11,7,0.004,0.003,0.022,1.34,39,14.079933,1.581782,213.854667,67.740067,7.759437
ABRIL,11,8,0.010,0.003,0.015,1.25,54,16.37605,2.285008,184.295333,65.377867,169.293467
ABRIL,11,9,0.019,0.003,0.010,1.12,51,21.558783,1.849572,205.864,52.223683,434.358
ABRIL,11,10,0.031,0.003,0.005,1.03,25,23.712217,2.364313,238.271167,41.883217,682.845667
ABRIL,11,11,0.037,0.002,0.004,1.02,19,25.129,2.449697,220.261417,36.234383,884.889333
ABRIL,11,12,0.041,0.002,0.003,0.97,22,25.721417,3.39249,194.904667,32.148733,1034.476167
ABRIL,11,13,0.045,0.002,0.004,0.99,18,27.144683,3.195333,253.836333,27.137333,1094.958333
ABRIL,11,14,0.049,0.002,0.004,1.00,21,28.386,3.115512,233.035483,23.112917,1082.975
ABRIL,11,15,0.051,0.002,0.005,1.01,25,29.282983,3.628298,259.850833,20.982333,985.986333
ABRIL,11,16,0.053,0.002,0.005,1.03,23,29.829667,4.060898,282.206833,20.801583,824.151167
ABRIL,11,17,0.051,0.002,0.006,1.02,28,29.2538,3.47172,273.492833,19.711133,433.578
ABRIL,11,18,0.049,0.002,0.009,1.16,40,27.796417,3.158808,279.968167,22.44655,188.079833
ABRIL,11,19,0.045,0.002,0.008,1.10,47,26.84485,3.681675,243.748333,24.915567,49.3957
ABRIL,11,20,0.042,0.002,0.004,1.02,67,22.6939,5.423345,156.009167,38.258267,2.295585
ABRIL,11,21,0.037,0.002,0.010,1.07,38,19.980483,4.289025,108.572467,49.363367,2.345388
