DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
JUL,1,0,11.62,5.04,NA,NA,37.03,1.29,272.4,18.71,88.43,625.32,6.69
JUL,1,1,17.57,2.91,NA,NA,34.92,1.74,332.7,18.54,87.03,625.3,15.43
JUL,1,2,8.16,2.65,NA,NA,42.13,1.56,157.46,18.02,86.32,625.03,21.55
JUL,1,3,2.54,2.58,NA,NA,43.63,1.69,238.14,18.08,86.39,625.18,7.87
JUL,1,4,NA,2.33,NA,NA,29.51,1.82,134.13,18.17,84.14,625.31,3.67
JUL,1,5,0.99,1.95,NA,NA,34.97,1.78,131.16,17.72,82.18,625.3,22.61
JUL,1,6,3.82,2.28,NA,NA,51.3,1.73,75.39,17.69,82.17,625.58,9.77
JUL,1,7,4.88,5.84,NA,NA,72.96,2.23,96.24,17.96,79.96,626,25.89
JUL,1,8,1.4,3.28,NA,NA,81.68,2.01,139.06,18.35,82.96,626.37,146.62
JUL,1,9,6.77,2.21,NA,NA,42.35,2.31,139.7,21.97,74.36,626.58,385.33
JUL,1,10,18.71,14.61,NA,NA,28.69,3.2,92.07,24.21,59.14,626.6,596.61
JUL,1,11,26.92,6.4,NA,NA,54.78,3.43,101.57,24.77,55.87,626.38,715.44
JUL,1,12,32.99,1.4,NA,NA,51.29,3.38,109.87,26.41,48.57,626.12,846.34
JUL,1,13,36.42,0.2,NA,NA,43.04,3.03,144.79,27.08,43.71,625.66,621.75
JUL,1,14,40.45,0.2,NA,NA,37.4,2.32,166,27.75,41.31,625.25,557.02
JUL,1,15,41.65,0.2,NA,NA,49.67,2.34,190.05,27.71,41.09,624.84,434.24
JUL,1,16,42.22,12.85,NA,NA,43.09,1.87,221.34,28.51,38.83,624.21,448.02
JUL,1,17,44.39,14.83,NA,NA,48.17,2.09,147.44,28.77,37.34,623.61,408.03
JUL,1,18,45.05,15.23,NA,NA,62.38,2.5,146.54,27.62,38.68,623.31,204.41
JUL,1,19,40.66,4.44,NA,NA,67.95,2.03,173.03,26.18,41.57,623.38,65.09
JUL,1,20,31.13,5.4,NA,NA,96.19,1.55,206.67,25.02,46.05,623.89,12.53
JUL,1,21,20.23,2.87,NA,NA,120.65,3.51,111.62,23.8,54.49,624.82,16.56
JUL,1,22,23.16,6.11,NA,NA,87.81,3.72,87.21,21.23,67.91,625.96,6.59
JUL,1,23,20.23,21.37,NA,NA,42.13,3.15,97.37,20.63,68.44,626.69,1.79
JUL,2,0,20.49,0.65,NA,NA,51.99,2.47,107.82,19.26,76.82,626.77,5.35
JUL,2,1,14.97,1.2,NA,NA,27.29,2.39,122.02,18.92,79.3,626.35,21.55
JUL,2,2,3.52,1.15,NA,NA,43.03,1.77,128.27,17.67,83.23,625.91,28.75
JUL,2,3,3.67,1.31,NA,NA,29.97,2.15,89.11,17.33,83.3,625.72,4.91
JUL,2,4,0.99,2.02,NA,NA,44.37,2.36,125.2,16.81,84.53,625.82,18.66
JUL,2,5,NA,1.59,NA,NA,32.95,2.18,120.37,16.44,86.56,625.7,22.17
JUL,2,6,0.99,1.14,NA,NA,42.86,2.41,119.48,16.44,87.73,625.94,12.86
JUL,2,7,NA,2.08,NA,NA,40.09,2.28,121.85,16.82,86.93,626.42,14.76
JUL,2,8,0.99,2.03,NA,NA,54.44,2.61,109.59,18.12,82.94,626.85,78.89
JUL,2,9,5.33,2.01,NA,NA,45.21,2.86,113.59,19.63,77.89,627.13,156.52
JUL,2,10,6.74,3.31,NA,NA,27.62,2.62,115.45,21.22,70.12,627.21,271.16
JUL,2,11,20.52,2.22,NA,NA,7.66,2.4,129.15,23.03,62.05,627.51,310.06
JUL,2,12,25.95,1.46,NA,NA,13.12,2.2,146.15,24.1,58,627.61,378.97
JUL,2,13,30.26,0.74,NA,NA,14.83,2.7,133.57,24.48,55.39,627.26,314.04
JUL,2,14,32.48,0.64,NA,NA,21.45,3.07,126.87,25.07,52.73,626.61,453.85
JUL,2,15,34.54,0.2,NA,NA,7.12,2.59,122.93,26.57,47.07,626.04,551
JUL,2,16,36.94,0.2,NA,NA,NA,2.01,181.64,27.36,42.81,625.43,428.92
JUL,2,17,41.66,0.2,NA,NA,21.47,1.8,169.8,26.91,44.08,625.14,271.87
JUL,2,18,35.89,0.22,NA,NA,42.93,3.03,268.05,25.53,50.11,625.19,103.83
JUL,2,19,31.28,0.2,NA,NA,65.9,3.46,267.4,24.15,58.19,625.37,74.29
JUL,2,20,25.49,0.2,NA,NA,76.7,3.34,303.19,22.84,63.99,625.79,10.95
JUL,2,21,20.54,5.45,NA,NA,57.95,3.07,339.46,22.29,63.26,626.06,11.79
JUL,2,22,12.9,3.24,NA,NA,38.06,3,121.1,21.59,62.87,626.51,9.59
