DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
JUN,1,0,NA,5.93,NA,14.44,42.47,1.57,286.73,24.66,45.06,622.84,16.24
JUN,1,1,NA,2.6,NA,12.02,40.7,1.78,198.95,24.07,45.81,622.62,22.51
JUN,1,2,NA,1.88,NA,5.09,46.96,2.11,204.07,23.05,50.26,622.48,1.75
JUN,1,3,NA,0.98,NA,2.84,55.99,2.35,217.63,22.4,54.98,622.48,7
JUN,1,4,NA,0.78,NA,2.38,59.71,2.62,263.64,22.17,58.92,622.66,6.6
JUN,1,5,NA,0.66,NA,5.88,63.94,2.36,261.79,21.4,62.7,622.78,12.98
JUN,1,6,NA,1.05,NA,21.6,85.55,2.65,119.67,20,69.37,623.02,16.74
JUN,1,7,NA,1.88,NA,26.02,67.61,2.31,128.16,19.12,72.37,623.46,37.35
JUN,1,8,NA,2.68,NA,30.79,61.23,2.11,114.72,20.56,68.85,623.97,144.49
JUN,1,9,NA,2.39,NA,9.77,38.96,3.08,241.23,25.22,56.27,624.11,421.68
JUN,1,10,NA,0.94,NA,1.64,21.49,3.08,262.43,27.59,46.28,623.9,624.98
JUN,1,11,NA,0.5,NA,0.08,23.87,2.73,254.24,29.7,37.92,623.74,825.36
JUN,1,12,NA,0.2,NA,0.12,36.74,2.79,277.51,30.66,33.55,623.45,938.77
JUN,1,13,NA,5.8,NA,1.42,46.64,2.71,257.45,31.31,30.59,622.82,990.73
JUN,1,14,NA,16.98,NA,2.05,51.45,2.77,269.38,32.59,27.42,622.01,1009.74
JUN,1,15,NA,4.59,NA,0.08,38.23,2.49,263.53,33.56,23.22,621.24,939.51
JUN,1,16,NA,0.23,NA,0.23,41.49,2.9,257.13,33.34,22.88,620.54,588.55
JUN,1,17,NA,31.06,NA,7.28,81.69,3.99,63.13,30.39,30.84,620.38,223.58
JUN,1,18,NA,19.36,NA,8,91.59,4.33,70.95,28.65,38.38,620.38,162.4
JUN,1,19,NA,2.29,NA,6.85,65.63,4.1,96.65,27.65,42.37,620.57,103.9
JUN,1,20,NA,1.68,NA,11.49,85.7,5.06,85.46,26.14,47.25,621.32,16.18
JUN,1,21,NA,1.03,NA,8.6,57.99,4.57,87.49,23.96,50.52,622.17,21.61
JUN,1,22,NA,0.49,NA,11.66,58.64,3.46,85.79,23.01,53.16,622.87,44.06
JUN,1,23,NA,0.37,NA,10.1,60.51,3.57,100.22,22.99,56.07,623.21,18.98
JUN,2,0,20.09,0.46,NA,7.08,52.08,4.03,75.91,22.43,59.41,623.53,9.47
JUN,2,1,18.17,2.45,NA,4.02,53.34,4.14,66.44,21.58,65.26,623.47,17.99
JUN,2,2,21.52,27.01,NA,1.23,33.23,3.09,67.33,20.67,66.61,623.38,1.86
JUN,2,3,15.49,33.68,NA,8.15,47.79,2.42,255.66,19.85,69.94,623.55,33.69
JUN,2,4,11.21,22.24,NA,9.01,83.84,2.5,108,18.12,80.11,623.97,26.81
JUN,2,5,7.14,4.98,NA,9.27,35.03,2.49,120.84,17.73,85.13,624.17,2.25
JUN,2,6,0.99,2.69,NA,18,20.76,2.75,119.62,16.96,86.2,623.99,11.02
JUN,2,7,0.99,2.31,NA,18.26,20.94,2.96,108.28,17.41,84.01,624.14,38.41
JUN,2,8,0.99,2.45,NA,15.8,19.3,3.24,85.82,19.38,79.78,624.59,214.19
JUN,2,9,7.49,2.62,NA,10.24,5.38,3.49,93.03,22.5,65.89,624.87,443.16
JUN,2,10,16.45,4.42,NA,6.87,6.3,3,126,25.45,53.96,624.91,644.29
JUN,2,11,24.29,2,NA,2.47,21.47,2.32,145.12,27.99,48.02,624.68,819.01
JUN,2,12,37.78,2.72,NA,1.29,15.97,2.49,201.35,29.35,39.73,624.33,934.09
JUN,2,13,54.64,23.22,NA,4.37,40.4,2.24,230.72,30.4,35.63,623.75,997.6
JUN,2,14,63.34,24.64,NA,3.33,67.99,2.65,213.06,30.87,31.37,623.05,744.01
JUN,2,15,46.44,1.63,NA,0.08,31.83,3.96,240.78,30.68,27.05,622.54,791.71
JUN,2,16,42.42,0.26,NA,0.95,49.46,4.14,249.24,29.91,29.05,622,471.23
JUN,2,17,40.15,0.92,NA,0.08,41.18,2.91,156.66,29.68,28.77,621.74,322.86
JUN,2,18,41.59,1.25,NA,1.43,51.61,3.52,126.57,29.01,31.79,621.3,281.92
JUN,2,19,41.31,1.15,NA,3.05,62.32,3.44,127.78,27.21,37.22,621.46,73.38
JUN,2,20,29.94,0.28,NA,6.15,96.26,2.93,137.63,25.2,48.2,621.93,21.34
JUN,2,21,22.31,0.2,NA,6.35,81.91,2.53,175.37,24.17,53.63,622.56,12.49
JUN,2,22,14.82,0.39,NA,15.48,60.19,1.67,45.08,23.92,52.37,623.05,23.19
JUN,2,23,14.2,1.25,NA,14.19,53.31,2.48,316.55,23.93,51.54,623.69,7.11
JUN,3,0,8.98,1.8,NA,12.2,95.91,2.78,126.05,23.18,57.06,623.89,15.56
JUN,3,1,27.11,24.94,NA,2.74,60.22,3.96,67.16,21.36,58.51,624.25,23.38
JUN,3,2,28.67,6.5,NA,0.08,43.58,3.05,106.81,19.25,63.63,623.9,17.47
JUN,3,3,22.28,1.68,NA,1.45,35.29,2.96,133.35,17.8,69.57,623.58,14.59
JUN,3,4,18.61,0.74,NA,4.48,29.45,2.57,113.23,17.56,70.39,623.28,15.74
JUN,3,5,9.6,0.69,NA,12.63,38.69,2.48,109.35,17.26,72.03,623.29,9.11
JUN,3,6,9.97,0.2,NA,14.19,29.92,2.56,109,17.15,72.84,623.55,12.99
JUN,3,7,0.99,0.24,NA,20.99,43.77,2.38,126.02,17.03,74.67,623.83,40.85
JUN,3,8,6.96,0.74,NA,11.05,24.24,3.01,125.17,19.91,68.73,624.19,217.45
JUN,3,9,12.72,1.18,NA,10.25,24.02,3.41,103.85,22.78,58.19,624.61,435.59
JUN,3,10,24.15,5.63,NA,4.35,20.73,3.01,97.1,25.38,48.51,624.51,652.31
JUN,3,11,35.45,68.23,NA,5.33,42.33,2.3,108.32,27.7,41.06,624.11,836.23
JUN,3,12,42.11,15.16,NA,1.58,56.16,2.97,100.32,28.29,37.72,623.88,810.1
JUN,3,13,42.84,5.21,NA,4.13,49.81,3.04,90.12,29.03,35.84,623.56,1008.44
JUN,3,14,48.91,1.15,NA,2.37,33.76,3.44,97.05,29.49,33.81,622.92,795.01
JUN,3,15,44.05,9.61,NA,5.52,24.03,4.07,84.18,29.85,30.32,622.16,648.08
JUN,3,16,30.21,43.21,NA,11,49.07,4.57,273.31,27.9,31.38,621.89,151.45
JUN,3,17,32.72,35.02,NA,8.99,60.71,2.51,98.71,25.75,40,621.43,387.19
JUN,3,18,37.46,6.76,NA,6.38,NA,2.71,87.27,29.22,25.71,621.03,332.59
JUN,3,19,36.84,2.32,NA,6,29.63,3.25,100.86,28.9,27.38,621.09,172.53
JUN,3,20,23.34,2.91,NA,18.01,52.22,3.3,98.41,26.45,35.15,621.34,9.65
JUN,3,21,12.89,3.49,NA,17.67,76.76,3.99,80.49,24,45.45,621.84,32.92
JUN,3,22,9.9,3.39,NA,17.16,66.53,3.81,93.4,23.24,48.43,622.41,51.07
JUN,3,23,6.22,3.03,NA,17.58,46.99,3.78,92.45,22.35,52.11,622.95,16.12
JUN,4,0,1.63,2.88,NA,18.69,38.11,2.77,100.18,21.91,53.11,623.34,26.83
JUN,4,1,2.99,3.61,NA,15.33,37.43,3.09,88.27,21.44,54.1,623.13,28.29
JUN,4,2,9.21,2.58,NA,9.23,22.45,2.15,120.21,21.44,54.18,623.12,27.98
JUN,4,3,8.75,2.81,NA,8.31,40.13,4.02,277.67,19.47,66.87,623.6,2.58
JUN,4,4,23.38,2.06,NA,0.08,57.02,4.63,197.01,15.06,87.59,624.14,10.02
JUN,4,5,22.76,2.37,NA,1.57,36.09,3.92,169.3,15.32,88.66,623.7,12.97
