DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
ABR,1,0,28.84,NA,0.152,5.2,43.31,3.48,243.31,20.98,32.65,626.89,2.03
ABR,1,1,29.69,NA,0.142,4.05,34.28,2.69,244.45,20.13,35.45,626.96,2.04
ABR,1,2,26.72,NA,0.122,4.51,38.29,2.59,239.27,19.44,37.99,627.01,2.12
ABR,1,3,23.66,NA,0.112,4.2,39.65,2.19,255.95,18.23,40.62,627.12,2.18
ABR,1,4,25.15,NA,0.112,6.48,34.48,1.77,211.35,17.1,42.97,627.2,2.26
ABR,1,5,22.21,NA,0.102,8.4,32.09,2.21,237.64,16.54,44.78,627.27,2.25
ABR,1,6,22.31,NA,0.112,8.77,34.13,1.84,222.27,15.6,45.49,627.34,2.34
ABR,1,7,15.08,NA,0.262,15.95,41.57,1.84,245.63,15.26,46.39,627.36,10.88
ABR,1,8,8.46,NA,0.522,22.7,44.33,2.34,282.7,19.1,41.43,626.96,184.61
ABR,1,9,27.64,NA,0.282,11.1,35.45,2.83,260.69,22.5,32.39,626.6,439.69
ABR,1,10,44.75,NA,0.122,1.9,31.49,3.05,235.6,24.99,28.14,626.39,684.33
ABR,1,11,50.73,NA,0.032,0.08,34.05,4.56,234.31,26.8,20.6,626.24,887.46
ABR,1,12,44.85,NA,0.012,0.08,53.48,5.5,263.33,27.89,22.54,626.18,1028.17
ABR,1,13,39.34,NA,0.012,NA,54.26,5.75,265.42,25.5,20.6,626.34,985.47
ABR,1,14,37.89,NA,0.502,NA,NA,2.5,283.08,8.84,6.9,NA,310.32
ABR,1,15,40.58,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA
ABR,1,16,45.25,NA,0.192,NA,NA,5.07,254.36,22.21,12.92,NA,552.64
ABR,1,17,46.77,NA,0.012,NA,NA,5.6,232.86,29.81,17.42,626.11,576.45
ABR,1,18,46.42,NA,0.012,NA,NA,4.78,246.56,29.32,19.1,626.17,325.58
ABR,1,19,39.16,NA,0.032,NA,NA,4.63,222.6,27.53,20.66,626.21,78.29
ABR,1,20,33.63,0.24,0.142,NA,97.3,4.15,229.15,25.01,24.3,626.32,2.12
ABR,1,21,30.43,0.23,0.152,NA,87.56,4.52,230.73,23.84,25.89,626.42,1.88
ABR,1,22,20.34,0.2,0.252,NA,60.61,2.8,225.76,21.89,28.74,626.68,1.94
ABR,1,23,15.89,0.35,0.262,NA,56.29,2.2,235.07,20.1,32.96,626.85,2.1
ABR,2,0,17.42,0.68,0.272,NA,48.16,1.88,279.62,19.1,36.25,626.95,2.15
ABR,2,1,22.14,1.35,0.192,NA,25.93,2.06,254.66,18.41,41.17,627.01,2.24
ABR,2,2,2.89,3.81,0.202,NA,47,1.32,154.83,16.58,44.84,627.19,2.27
ABR,2,3,1.49,6.28,0.492,NA,58.1,1.25,17.46,15.86,45.5,627.23,2.35
ABR,2,4,1.56,6.22,0.362,NA,62.66,1.35,83.47,15.17,51.99,627.32,2.37
ABR,2,5,1.27,8.51,0.332,NA,59.31,1.27,154.93,14.1,54.26,627.42,2.46
ABR,2,6,0.99,10.01,0.342,NA,55.65,1.92,87.96,13.01,58.4,627.53,2.5
ABR,2,7,0.99,8.75,0.342,NA,56.8,1.96,126.84,11.73,61.6,627.64,11.58
ABR,2,8,0.99,9.55,0.502,NA,66.62,2.05,114.29,15.87,53.38,627.23,188.57
ABR,2,9,0.99,8.96,0.502,NA,91.11,2.84,103.47,19.43,42.85,626.86,444.92
ABR,2,10,6.85,10.66,0.272,NA,64.07,2.84,95.27,22.61,33.73,626.55,675.98
ABR,2,11,19.95,11.42,0.162,NA,29.61,1.93,205.04,26.83,26.66,626.17,887.67
ABR,2,12,28.97,5.03,0.182,NA,38.99,2.87,301.15,27.4,23.49,626.07,992.09
ABR,2,13,28.32,2.57,0.072,NA,23.7,3.61,244.61,28.65,17.45,625.99,1100.48
ABR,2,14,30.19,1.88,0.092,NA,20.38,4.25,280.89,29.67,14.95,625.96,1105.93
ABR,2,15,27.82,1.7,0.102,NA,22.08,5.09,274.29,30.55,14.19,625.85,1006.38
ABR,2,16,31.71,1.05,0.082,NA,30.37,5.27,266.03,30.9,13.45,625.89,820.3
ABR,2,17,37.14,0.75,0.072,NA,27.06,5.3,273.89,30.88,12.27,625.94,586.62
ABR,2,18,37.90,0.25,0.032,NA,24.31,5.27,261.64,30.08,11.39,626.04,338.8
ABR,2,19,28.88,0.2,0.072,NA,33.02,4.18,255.94,28.13,11.26,626.23,78.11
ABR,2,20,15.32,0.2,0.132,NA,51.33,3.99,237.56,26.06,14.6,626.45,2.18
ABR,2,21,6.24,1.01,0.192,NA,53.42,2.34,176.47,23.98,18.15,626.67,1.75
ABR,2,22,1.31,5.02,0.202,NA,92.63,4.85,98.42,19.73,37.98,627.07,2.01
ABR,2,23,17.79,0.91,0.152,NA,79.11,4.88,85.99,16.28,51.7,627.35,2.27
ABR,3,0,27.68,0.96,0.102,NA,32.86,4.89,83.62,15.16,57.29,627.4,2.43
ABR,3,1,33.48,1.22,0.072,NA,29.02,4.98,82.04,13.77,63.89,627.55,2.45
ABR,3,2,34.78,1.27,0.052,NA,22.97,4.94,83.37,13.07,67.04,627.59,2.52
ABR,3,3,34.94,1.18,0.032,NA,22.74,4.73,82.98,12.43,69.71,627.63,2.54
ABR,3,4,34.90,1.03,0.012,NA,16.59,4.43,85,12.03,71.86,627.62,2.57
ABR,3,5,32.64,0.9,0.012,NA,18.21,4.17,85.69,11.91,73.04,627.59,2.55
ABR,3,6,31.78,0.77,0.012,NA,16.13,4.4,90.73,11.55,74.66,627.58,2.65
ABR,3,7,30.17,1.09,0.042,NA,23.27,3.95,80.42,11.23,76.52,627.6,11.02
ABR,3,8,29.49,1.45,0.072,NA,25.59,4.2,85.43,13.03,71.49,627.37,183.91
ABR,3,9,34.68,1.69,0.082,NA,13.36,4.86,84.23,15.87,60.18,627.06,434.16
ABR,3,10,40.42,1.7,0.092,NA,16.02,4.87,88.57,18.35,51.34,626.81,663.55
ABR,3,11,43.76,1.53,0.092,NA,20.92,4.21,93.87,20.98,43.84,626.55,876.41
ABR,3,12,50.27,1.48,0.082,NA,27.17,3.44,101.87,23.41,36.81,626.36,1043.26
ABR,3,13,58.95,2.31,0.042,NA,22.75,2.48,137.45,25.46,30.23,626.22,784.19
ABR,3,14,70.41,1.67,0.082,NA,25.1,2.19,307.62,27.75,24.25,626.04,939.26
ABR,3,15,74.93,1.3,0.082,NA,19.31,3.26,287.92,29.79,13.69,625.86,992.4
ABR,3,16,72.53,1.07,0.012,NA,27.05,2.68,259.02,28.84,12.48,626.01,601.98
ABR,3,17,71.67,1.44,0.032,NA,18.72,3.03,288.75,30.45,12.8,625.89,629.16
ABR,3,18,68.86,1.37,0.082,NA,18.09,3.13,291.08,29.98,12.58,625.98,317.5
ABR,3,19,58.85,1.05,0.142,NA,47.94,3,272.1,27.46,12.59,626.23,53.54
ABR,3,20,32.60,2.05,0.372,NA,66.22,2.38,256.47,24.86,14.8,626.5,2.25
ABR,3,21,14.96,2.08,0.692,NA,69.43,1.76,228.99,23.02,17.17,626.68,1.88
ABR,3,22,6.77,3.98,0.772,NA,149.84,1.72,164.71,21.44,20.59,626.84,2.01
ABR,3,23,2.55,6.24,0.902,NA,128.67,1.78,314.12,20.71,22.65,626.92,2
ABR,4,0,0.99,7.61,0.632,NA,82.12,1.3,100.29,19.17,26.98,627.04,2.14
ABR,4,1,3.58,4.19,0.362,NA,96.58,2.82,110.67,16.96,38.37,627.24,2.31
ABR,4,2,7.49,1.93,0.182,NA,54.88,3.24,113.34,15.47,48.75,627.37,2.4
ABR,4,3,9.11,1.35,0.102,NA,45.41,3.35,105.52,14.74,53.62,627.4,2.43
ABR,4,4,15.68,1.06,0.052,NA,31.55,3.59,97.47,14.07,56.78,627.42,2.47
ABR,4,5,13.90,0.66,0.052,NA,30.92,2.96,106.3,13.01,60.83,627.55,2.48
ABR,4,6,6.54,0.74,0.142,NA,34.51,3.1,94.28,12.43,63.32,627.54,2.53
ABR,4,7,2.43,1.13,0.292,NA,53.17,2.9,84.54,11.56,65.89,627.57,11.15
ABR,4,8,7.31,1.61,0.332,NA,52.94,3.32,86.24,14.23,60.44,627.29,182.32
ABR,4,9,19.88,1.57,0.302,NA,59.34,3.7,96.26,17.96,50.05,626.93,440.77
ABR,4,10,29.23,3.32,0.222,NA,58.29,2.85,101.19,21.9,40.78,626.51,685.3
ABR,4,11,45.35,4.79,0.162,NA,56.76,2.22,122.82,25.74,31.63,626.16,886.91
ABR,4,12,64.32,3.33,0.102,NA,50.67,2.09,127.61,28.06,25.15,625.92,1031.9
ABR,4,13,69.42,1.85,0.092,NA,46.28,2.69,169.15,29.5,22.05,625.84,1088.81
ABR,4,14,70.76,0.7,0.042,NA,36.28,2.96,250.28,30.94,18.84,625.8,1080.63
ABR,4,15,64.83,0.2,0.012,NA,20.13,3.46,258.28,31.74,12.48,625.75,965.19
ABR,4,16,68.16,NA,0.012,NA,40.34,4.65,283.45,31.97,11.95,625.76,843.89
