DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
NOV,1,0,8.55,2.05,0.122,8.88,22.82,2.89,105.12,15.66,67.67,625.19,8.53
NOV,1,1,5.75,2.36,0.142,11.22,32.6,2.24,50.85,15.39,69.8,625.1,11.08
NOV,1,2,2.06,4.08,0.112,14.01,35.66,1.55,80.08,15.14,72.14,624.95,5.39
NOV,1,3,0.99,5.29,0.142,15.24,40.39,1.46,152.97,14.02,73.57,624.78,9.57
NOV,1,4,0.99,5.16,0.132,14.11,41.83,2.18,80.07,13.86,76.61,624.64,3.65
NOV,1,5,1.65,4.53,0.092,11.98,28.96,2.34,108.54,12.43,79.19,624.64,8.44
NOV,1,6,2.77,3.75,0.072,9.84,33.49,3.04,108.69,12.51,80.7,624.68,4.97
NOV,1,7,1.81,3.8,0.012,11.61,36.43,2.92,104.72,11.58,83.27,625.13,5.45
NOV,1,8,2.28,3.79,0.012,10.23,34.71,3.31,114.11,13.44,80.21,625.53,133.21
NOV,1,9,4.34,5.29,0.112,13.55,34.14,3.15,115.51,16.94,71.17,625.82,360.01
NOV,1,10,8.82,4.76,0.212,5.79,36.02,3.73,103.16,20.01,61.13,625.85,573.91
NOV,1,11,13.17,2.37,0.012,4.62,20,3.66,103.2,22.78,52.57,625.49,738.67
NOV,1,12,16.09,1.23,0.142,2.11,12.24,3.58,86.64,25.35,42.31,624.9,844.19
NOV,1,13,18.76,1.15,0.462,1.24,11.48,3.46,83.46,27.11,35.48,624.16,790.99
NOV,1,14,21.64,0.84,0.082,0.67,8.32,3.13,105.88,28.6,30.33,623.32,790.37
NOV,1,15,24.66,0.43,0.062,0.08,14.41,2.92,109.13,29.83,26.87,622.64,733.26
NOV,1,16,25.89,0.2,0.242,0.16,17.34,3.08,111.23,30.17,24.59,622.29,562.06
NOV,1,17,28.98,0.2,0.032,0.31,31.32,2.96,125.02,29.9,25.32,622.07,344.38
NOV,1,18,27.22,1.66,0.252,7.34,51.29,2.12,174.15,27.44,27.6,622.22,51.48
