DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
DIC,1,0,1.27,3.32,0.682,13.85,109.61,1.22,38.15,18.56,56.28,623.02,12.72
DIC,1,1,2.24,5.71,0.532,13.53,138.33,1.53,134.13,17.28,62.57,622.8,13.37
DIC,1,2,2.9,6.08,0.502,14.68,158.94,1.42,133.88,16.34,63.72,622.77,8.7
DIC,1,3,2.09,5.61,0.522,12.41,158.37,1.3,358.03,15.66,63.65,622.72,15.24
DIC,1,4,2.21,6.07,0.482,11.26,126.28,1.55,114.78,14.8,71.66,622.89,20.81
DIC,1,5,0.99,5.88,0.302,11.49,132.63,1.38,144.75,13.94,77.28,623,19.25
DIC,1,6,0.99,5.4,0.332,11.24,88.93,1.32,102.17,13.85,76.31,623.13,12.43
DIC,1,7,1.83,5.86,0.362,10.86,106.54,1.58,131.44,12.93,80.45,623.62,7.25
DIC,1,8,1.78,6.45,0.572,10.87,97.09,1.57,131.57,13.53,80.04,624.15,49.1
DIC,1,9,2.07,7.53,0.562,12.8,93.17,2.05,111.62,16.78,70.94,624.7,240.06
DIC,1,10,6.24,27.62,0.322,12.55,111.16,2.03,131.57,20.79,59.89,625.03,425.73
DIC,1,11,15.39,71.36,0.682,15.66,105.9,2.03,257.18,24.14,51.03,624.9,599.27
DIC,1,12,20.47,13.19,0.282,9.46,56.15,2.73,274.55,25.73,44.41,624.37,724.77
DIC,1,13,25.98,3.78,0.092,3.73,29.44,2.8,256.85,26.89,39.26,623.74,698.01
DIC,1,14,27.39,2.08,0.092,3.2,22.63,3.47,288.79,26.88,36.24,622.91,634.29
DIC,1,15,27.16,1.53,0.052,1.48,40.15,2.82,263.53,26.43,35.73,622.25,330.81
DIC,1,16,25.49,1.3,0.012,0.08,13.82,3.27,258.6,28.14,31.08,621.73,471.84
DIC,1,17,23.42,0.79,0.032,1.7,30.43,3.16,255.02,27.45,31.42,621.63,213.08
DIC,1,18,19.16,0.64,0.082,6.45,52.96,3.1,259.8,25.43,36.35,621.92,33.78
DIC,1,19,11.81,0.55,0.242,11.45,82.43,2.32,224.68,24.48,39.66,622.36,66.66
DIC,1,20,10.17,0.79,0.232,9.67,103.51,2.7,222.12,23.61,43.09,622.97,69.62
DIC,1,21,2.1,0.81,0.202,7.45,104.79,2.74,234.61,22.08,49.51,623.61,96.6
DIC,1,22,1.69,0.5,0.142,5.77,132.7,2.81,240.57,20.4,51.84,624.03,54.98
DIC,1,23,2.63,0.2,0.142,7.01,41.05,2.26,233.5,19.39,53.33,624.19,13.58
DIC,2,0,4.73,0.2,0.212,8.01,54.66,2.02,256.66,18.45,56.73,624.19,16.12
DIC,2,1,1.48,0.87,0.252,9.95,34.23,1.37,252.14,17.29,59.86,624.04,19.85
DIC,2,2,1.66,2.63,0.232,10.08,60.45,1.99,290.36,17.1,63.84,623.86,6.73
DIC,2,3,1.05,2.74,0.172,9.74,65.42,1.67,218.86,16.12,65.98,623.74,26.95
DIC,2,4,1.37,2.68,0.202,9.36,66,1.61,266.26,15.23,67.88,623.69,15.88
DIC,2,5,1.41,2.39,0.142,8.74,54.02,1.3,255.62,14.34,69.61,623.8,8.77
DIC,2,6,1.25,3.05,0.222,8.48,56.76,1.35,120.23,13.39,76.04,623.97,14.67
DIC,2,7,1.34,5.42,0.312,7.93,113.63,1.37,153.84,12.46,78.79,624.25,5.3
DIC,2,8,1.34,3.81,0.462,8.42,91.89,1.74,125.54,13.07,79.21,624.55,47.05
DIC,2,9,1.93,9.18,0.612,12.57,114.5,1.78,104.11,15.31,74.11,625.06,173.6
DIC,2,10,3.19,8.07,0.482,15.36,171.36,2.33,131.28,17.69,68.38,625.44,302.17
DIC,2,11,10.26,6.36,0.272,9.96,78.72,1.61,161.16,21.36,56.18,625.56,459.51
DIC,2,12,17.83,3.35,0.192,6.48,23.8,1.9,231.63,24.92,44.63,624.99,681.89
DIC,2,13,24.08,1.79,0.092,3.33,42.53,2.69,213.96,25.75,39.76,624.34,669.56
DIC,2,14,25.64,1,0.042,1.55,30.77,2.64,170.29,26.32,36.1,623.41,507.15
DIC,2,15,24.97,0.79,0.052,1.3,39.22,2.9,203.58,25.83,37.03,622.74,380.97
DIC,2,16,25.42,0.74,0.032,0.91,35.21,2.8,216.47,25.93,35.1,622.29,327.53
DIC,2,17,23.43,0.68,0.042,1.53,57.83,3.39,179.31,24.75,38.73,622.36,85.71
DIC,2,18,18.13,0.33,0.012,1.87,67.06,4.24,170.3,22.98,44.97,622.62,23.66
DIC,2,19,11.4,0.64,0.122,6.65,74.45,2.77,164.69,20.99,49.39,622.93,21.11
DIC,2,20,9.33,0.2,0.162,6.92,99.35,3.02,178.24,19.82,55.74,623.32,16.52
DIC,2,21,3.37,0.5,0.342,12.7,87.79,1.88,198.62,19.21,55.41,623.76,41.13
