DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
AGO,1,0,4.12,2.7,NA,11.0,27.9,1.6,257.8,17.9,94.0,625.7,7.3
AGO,1,1,4.93,2.18,NA,10.06,37.61,1.42,115.11,17.96,94.83,625.68,19.9
AGO,1,2,3.49,2.78,NA,8.4,39.23,1.87,67.98,17.77,95.43,625.49,7.53
AGO,1,3,1.47,3.57,NA,11.66,25.83,1.56,112.59,17.92,93.36,625.34,16.52
AGO,1,4,1.45,2.48,NA,8.19,23.88,2.23,103.32,17.49,92.13,625.11,19.15
AGO,1,5,3.33,1.49,NA,3.88,32.94,2.43,102.85,17.08,92.42,624.99,4.34
AGO,1,6,3.32,0.98,NA,4.17,18.71,2.82,90.68,16.97,91.31,625.04,39.03
AGO,1,7,0.99,1.05,NA,6.82,39.87,2.7,92.84,16.69,91.94,625.33,26.78
AGO,1,8,2.80,1.04,NA,4.54,12.34,3.58,102.93,18.46,87.65,625.78,185.31
AGO,1,9,7.33,2.66,NA,3.43,NA,3.7,82.83,21.39,77,626.03,412.94
AGO,1,10,11.83,1.72,NA,2.56,13.9,4.29,84.66,22.75,64.71,626.26,554.85
AGO,1,11,14.42,3.13,NA,1.72,25.7,3.76,90.71,24.75,56.74,626.27,869.92
AGO,1,12,18.17,0.78,NA,0.08,21.3,3.33,106.53,25.43,51.01,626.13,654.81
AGO,1,13,20.58,0.20,NA,0.08,30.05,2.06,122.33,25.35,51.73,625.73,306.96
AGO,1,14,22.37,2.12,NA,1.69,29.55,1.92,218.88,25.97,51.2,625.19,297.01
AGO,1,15,26.52,6.12,NA,2.19,53.56,2.18,233.93,26.41,49.53,624.71,418.83
AGO,1,16,28.41,16.11,NA,2.32,18.83,1.97,155.82,28.68,40.91,623.98,693.02
AGO,1,17,29.98,23.00,NA,3.34,39.74,2.02,192.25,29.26,37.95,623.42,588.88
AGO,1,18,33.59,16.71,NA,4.59,52.92,1.97,186.32,29.23,38.21,623.01,372.43
AGO,1,19,30.72,28.10,NA,9.17,63.36,2.74,217.07,27.12,42.54,623.11,123.33
AGO,1,20,13.16,2.96,NA,11.85,103.38,3.53,304.68,22.08,58.67,623.71,14.07
AGO,1,21,10.48,0.51,NA,13.91,64.41,2.5,303.13,20.64,65.46,624.5,22.24
AGO,1,22,4.56,2.77,NA,12.2,47.51,2.1,84.25,20.99,64.26,625.4,34.95
AGO,1,23,2.94,0.66,NA,11.24,33.43,3.49,92.63,20.46,62.55,625.93,10.12
AGO,2,0,5.85,0.46,NA,7.68,33.16,3.21,92.42,19.07,64.38,626.11,37.36
AGO,2,1,8.06,2.72,NA,5.17,48.52,3.84,63.61,18.36,69.11,626.38,22.23
AGO,2,2,9.15,4.69,NA,3.18,30.47,3.66,70.34,18.56,69.18,626.46,7.25
AGO,2,3,6.23,4.92,NA,4.78,36.76,2.91,83.65,17.64,75.47,626.35,26.98
AGO,2,4,3.91,2.7,NA,5.41,45.34,2.32,117.61,16.52,81.74,626.29,14.89
AGO,2,5,2,2.3,NA,7.84,48.39,2.04,114.07,15.72,84.99,626.18,23.53
AGO,2,6,1.68,2.4,NA,7.13,59.11,2.02,84.96,15.59,86.4,626.2,12.79
AGO,2,7,0.99,2.1,NA,7.34,47.99,2.28,125.66,16.33,85.07,626.54,12.5
AGO,2,8,1.41,2.41,NA,6.01,45.88,2.96,94.35,17.68,81.68,626.78,132.99
AGO,2,9,5.56,2.34,NA,4.04,21.91,3.62,95.47,21.17,69.04,627.13,405.48
AGO,2,10,12.05,1.12,NA,1.85,8.17,3.79,95.85,23.61,56.82,627.35,627.75
AGO,2,11,16.01,1.09,NA,1.4,27.84,3.62,87.81,25.02,51.93,627.14,817.63
AGO,2,12,20.66,0.94,NA,0.23,28.95,3.3,106.85,26.46,47.14,626.7,951.07
AGO,2,13,25.98,0.94,NA,0.08,32,2.72,111.38,27.62,43.38,626.16,956.19
AGO,2,14,29.14,1.18,NA,0.39,26.48,2.62,97.47,28.13,38.62,625.57,906.34
AGO,2,15,29.67,1.75,NA,0.78,19.04,2.99,100.42,29,33.71,624.88,939.45
AGO,2,16,33.24,0.52,NA,0.9,29.27,2.93,120.13,29.28,35.58,624.11,627.41
AGO,2,17,33.38,0.27,NA,1.08,44.09,2.74,123.28,28.84,37.91,623.68,400.15
AGO,2,18,34.04,0.63,NA,1.18,28.4,2.49,115.84,29.44,36.53,623.28,343.49
AGO,2,19,34.57,0.82,NA,3.47,37.06,2.15,226.22,28.68,38.86,623.39,142.42
AGO,2,20,20.66,0.89,NA,7.35,69.72,4.65,308.02,24.54,50.16,623.99,4.41
AGO,2,21,15.77,3.01,NA,5.28,124.56,4.22,107.1,19.47,79.4,625.43,25.42
AGO,2,22,13.17,0.57,NA,8.47,63.52,3.45,127.44,17.52,91.13,626.33,17.76
AGO,2,23,15.36,0.32,NA,4.87,16.52,1.52,172.84,17.76,92.93,626.84,1.97
AGO,3,0,11.41,0.46,NA,7.22,16.07,1.66,126.27,17.78,93.01,626.74,13.05
AGO,3,1,6.79,0.2,NA,10.25,36.27,1.36,152.82,17.9,95.25,626.53,12.64
AGO,3,2,5.27,0.27,NA,12.79,41.19,1.35,118.23,17.85,95.25,625.91,1.92
AGO,3,3,4.42,0.6,NA,11.97,42.82,1.53,176.82,17.54,95.41,625.46,1.91
AGO,3,4,1.46,0.6,NA,11.2,39.07,1.39,185.45,16.84,95.48,625.43,8.49
AGO,3,5,1.26,0.9,NA,8.47,38.11,1.71,82.97,16.34,95.99,625.71,13.61
AGO,3,6,1.27,1.74,NA,8.14,31.22,1.69,60.38,16.47,96.08,625.89,7.32
AGO,3,7,0.99,2.01,NA,8.1,56.76,2.44,83.59,16.76,95.46,626.06,24.31
AGO,3,8,0.99,1.71,NA,6.56,5.6,2.09,88.35,19.6,89.52,626.48,196.38
AGO,3,9,5.67,6.66,NA,7.53,NA,3.05,72.45,22.38,81.26,626.68,422.96
AGO,3,10,12.32,10.1,NA,5.24,21.47,3.83,80.43,23.62,65.51,626.72,631.97
AGO,3,11,14.66,9.13,NA,3.14,27.03,3.79,89.6,25.02,57.14,626.56,800.41
AGO,3,12,19.21,7.32,NA,1.63,24.48,2.94,106.4,26.59,49.61,626.18,935.76
AGO,3,13,22.44,1.24,NA,0.08,17.77,3.04,131.77,27.6,45.98,625.71,1000.1
AGO,3,14,23.41,2.5,NA,0.08,14.93,2.63,132.85,28.51,42.87,625.13,924.24
AGO,3,15,26.93,18.17,NA,0.81,14.19,2.14,227.1,29.34,39.59,624.35,861.91
AGO,3,16,29.1,19.75,NA,0.49,38.03,2.23,158.95,30.07,37.42,623.55,753.49
AGO,3,17,30.43,13.83,NA,0.5,25.77,2.14,181.53,30.57,35.72,623.01,592.6
AGO,3,18,34.42,11.5,NA,3.12,40.99,2.29,213.35,29.85,38.2,622.53,296.67
AGO,3,19,27.97,3.56,NA,5.25,68.43,3.21,256.26,26.96,47.63,622.54,79.19
AGO,3,20,22.18,0.93,NA,10.38,71.69,3.11,251.56,24.67,57.79,622.9,7.51
AGO,3,21,21.19,0.65,NA,7.97,75.11,3.77,253.56,22.62,66.98,623.65,28.44
AGO,3,22,14.81,0.68,NA,8.81,60.63,3.36,211.61,21.65,70.42,624.27,7.05
AGO,3,23,21.62,0.41,NA,1.84,17.22,3.54,118.87,18.79,74.44,625.15,7.52
AGO,4,0,13.6,0.32,NA,7.08,46.55,2.37,74.89,18.82,79.61,625.02,4.33
AGO,4,1,4.63,1.07,NA,9.77,42.48,3.01,105.71,17.91,86.17,624.82,22.83
AGO,4,2,6.93,1.79,NA,4.83,23.1,2.44,84.01,18.73,85.16,624.74,24.26
AGO,4,3,5.49,8.49,NA,6.02,16.97,2.93,72.92,18.9,81.19,624.59,24.15
AGO,4,4,5.32,4.91,NA,5.16,29.43,2.7,91.71,18.37,81.34,624.24,35.64
AGO,4,5,5.12,7.52,NA,5.76,32.12,3.01,86.78,18.4,80,624.17,31.2
