DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
FEB,1,0,1.19,12.05,1.562,14.91,246.76,0.96,139.9,14.58,32.87,627.47,2.55
FEB,1,1,1.15,9.44,1.122,14.18,221.22,0.97,223.26,13.38,35.16,627.59,2.65
FEB,1,2,1.13,8.44,1.752,11.99,186.85,1.05,257.76,13.33,38.6,627.57,2.64
FEB,1,3,0.99,7.54,0.952,9.77,148.93,1.25,106.12,11.07,54.2,627.74,2.69
FEB,1,4,1.09,6.55,0.712,10.06,100.28,1.03,154.39,10.14,57.12,627.78,2.81
FEB,1,5,1.01,6.23,0.562,9.88,97,1.45,136.55,9.27,56.69,627.87,6.21
FEB,1,6,0.99,5.94,0.422,10.69,102.64,1.24,115.22,8.49,63.4,627.84,2.92
FEB,1,7,0.99,4.91,0.362,9.47,84.5,1.3,123.94,7.6,64.93,627.86,2.92
FEB,1,8,0.99,5.87,0.312,10.49,75.25,1.68,126.66,8.18,63.3,627.76,36.88
FEB,1,9,3.44,6.76,0.312,11.62,64.56,1.69,119.75,12.47,53.28,627.32,237.78
FEB,1,10,11.49,5.98,0.282,9.7,89.49,1.99,116.9,16.85,43.1,626.95,480.43
FEB,1,11,20.62,6.2,0.242,11.68,79.26,1.17,104.16,21.02,35.42,626.48,661.72
FEB,1,12,36.34,47.96,0.322,14.59,85.2,1.42,281.4,23.85,30.07,626.29,794.21
FEB,1,13,43.54,12.04,0.182,6.76,72.52,1.76,279,25.83,25.23,626.12,869.17
FEB,1,14,43.72,3.34,0.112,3.8,39.98,2.28,283.42,27.2,21.05,626.09,659.87
FEB,1,15,43.08,1.85,0.052,1.13,35.53,3.2,266.04,27.74,17.45,626.07,784.7
FEB,1,16,41.42,1.13,0.062,0.91,34.96,3.78,284.06,28.42,14.11,626.1,655.22
FEB,1,17,41.43,0.81,0.072,1.53,32.84,3.75,260.92,28.41,13.74,626.14,452.05
FEB,1,18,38.66,0.2,0.052,2.43,48.46,3.67,267.31,27.3,13.23,626.27,230.57
FEB,1,19,27.03,0.2,0.222,10.19,55.26,2.15,252.58,24.1,17.53,626.64,22.66
FEB,1,20,14.76,0.2,0.542,16.05,116.9,1.12,225.17,21.17,22.03,626.93,2.08
FEB,1,21,4.73,1.31,0.772,21.37,181.87,1.45,205.5,20.07,27.92,627.09,5
FEB,1,22,9.08,0.44,0.532,14.48,132.87,1.62,236.01,19.06,30.86,627.17,10.58
FEB,1,23,12.52,0.2,0.372,10.19,79.78,1.55,233.95,17.38,32.81,627.27,2.38
FEB,2,0,4.98,0.2,0.562,14.89,85.21,1.09,338.31,16.13,35.64,627.4,2.41
FEB,2,1,4.76,0.95,0.352,12.97,73.39,1.8,295.29,15.29,38.56,627.46,2.46
FEB,2,2,11.06,2.57,0.232,8.83,49.64,1.82,264.01,15.17,40.48,627.45,2.53
FEB,2,3,3.88,3.14,0.212,12.49,52.04,1.43,243.56,13.67,42.79,627.55,2.58
FEB,2,4,2.28,3.01,0.182,12.54,63.26,0.98,246.78,12.38,42.45,627.66,5.43
FEB,2,5,5.43,2.57,0.142,9.12,56.14,1.22,288.22,11.96,45.23,627.63,2.73
FEB,2,6,9.17,2.6,0.142,8.23,46.27,1.07,278.31,11.64,52.21,627.63,2.7
FEB,2,7,1.82,3.83,0.492,12.7,60.93,1.33,329.29,10.72,54.23,627.73,2.76
FEB,2,8,1.52,7.34,0.502,13.21,87.55,1.09,142.79,9.9,60.92,627.68,33.84
FEB,2,9,3.84,10.55,0.992,17.78,118.46,0.96,153.73,16.34,50.68,627.13,243.75
FEB,2,10,15.21,12.67,0.642,15.01,117.49,1.02,259.59,21.68,40.18,626.53,470.45
FEB,2,11,25.84,6.39,0.562,13.99,65.46,1.09,261.37,23.64,34.89,626.4,659.93
FEB,2,12,30.80,4.26,0.352,9.15,67.68,1.81,219.51,25.13,27.71,626.18,763.25
FEB,2,13,34.80,2.25,0.122,3.48,46.62,3.56,233.64,25.91,16.98,626.22,888.88
FEB,2,14,37.04,1.59,0.072,1.98,34.14,2.78,250.36,27.25,15.32,626.15,636.09
FEB,2,15,39.06,0.97,0.012,0.08,38.37,3.9,246.5,27.57,13.26,626.16,798.07
FEB,2,16,42.03,0.74,0.012,0.08,65.23,4.83,261.24,27.93,11.2,626.22,583.37
FEB,2,17,41.16,0.2,0.012,0.08,78.52,4.79,270.63,26.82,13.46,626.35,315.92
FEB,2,18,36.54,0.2,0.012,1,173.02,4.55,266.26,26.24,16.87,626.42,222.15
FEB,2,19,26.97,0.33,0.262,8.2,131.16,3.06,270.18,23.64,18.79,626.74,33.96
FEB,2,20,16.42,0.2,0.262,13.31,89.27,2.73,261.52,20.85,19.33,627,2.16
FEB,2,21,13.39,0.2,0.322,14.83,69.23,2.08,265.07,19.63,18.64,627.12,2.24
FEB,2,22,13.66,0.2,0.322,13.27,76.18,1.34,252.05,18.19,21.57,627.27,2.33
FEB,2,23,5.06,0.79,0.442,16.82,91.75,1.03,328.25,16.34,23.86,627.41,2.45
FEB,3,0,1.61,2.39,0.452,17.56,87.41,1,299.02,14.98,26.05,627.51,2.53
FEB,3,1,1.38,2.81,0.712,15.22,107.07,0.97,226.36,13.96,29.6,627.57,2.59
FEB,3,2,1.38,3.19,0.562,14.66,114.85,0.97,233.6,13.33,32.67,627.61,2.65
FEB,3,3,2.95,1.96,0.302,12.73,72.5,0.98,246.91,12.58,33.79,627.64,2.66
FEB,3,4,1.53,1.99,0.272,13.07,64.39,1.18,310.62,11.14,34.94,627.77,2.75
FEB,3,5,0.99,5.86,0.192,14.04,72.3,1.02,306.12,10.1,36.7,627.81,2.82
FEB,3,6,0.99,5.58,0.172,11.74,75.3,0.99,253.63,8.55,39.44,627.88,2.87
FEB,3,7,1.20,7.23,0.302,12.92,78.19,0.99,233.32,7.94,40.7,627.92,2.93
FEB,3,8,1.47,7.94,0.702,11.89,143.68,0.98,152.75,7.7,45.75,627.93,34.67
FEB,3,9,3.17,11.54,1.142,17.69,123.89,0.97,82.27,13.09,38.78,627.31,240.16
FEB,3,10,7.57,14.54,1.222,28.89,167.84,0.95,170.52,18.85,26.85,626.73,476.12
FEB,3,11,20.79,10.58,0.892,23.45,139.43,1,189.09,21.39,23.93,626.49,683.06
FEB,3,12,32.38,7.51,0.532,12.78,106.43,1.32,262.74,23.84,20.51,626.34,831.79
FEB,3,13,39.45,6.34,0.362,7.12,48.12,1.59,268,25.25,16.37,626.17,910.91
FEB,3,14,40.99,5.29,0.202,3.65,30.39,2.22,276.52,26.16,14.52,626.16,661.48
FEB,3,15,44.37,4.47,0.122,1.15,31.99,2.68,273.76,26.88,13.28,626.18,840.03
FEB,3,16,44.50,4.17,0.102,0.08,26.68,2.12,283.83,28.09,11.99,626.1,685.02
FEB,3,17,45.22,4.14,0.092,0.08,33.89,2.74,285.76,27.98,10.2,626.18,478.56
FEB,3,18,41.29,4.27,0.142,1.06,41.2,2.59,294.17,27.02,10.06,626.31,239.77
FEB,3,19,22.57,5.33,0.612,17.34,57.83,1,281.76,23.96,9.91,626.66,31.35
FEB,3,20,4.00,7,1.012,25.13,160.69,1,185.93,19.93,10.5,627.05,2.28
FEB,3,21,1.32,9.91,1.642,25.33,376.57,1.03,218.36,18.64,11.51,627.16,2.32
FEB,3,22,1.20,10.62,1.572,21.48,244.92,1.14,319.24,17.27,14.41,627.29,2.44
FEB,3,23,0.99,13.35,2.042,19.81,175.67,0.97,308.01,15.53,17.39,627.44,6.66
FEB,4,0,1.24,15.07,1.722,17.32,184.06,1.02,152.51,13.43,24.41,627.63,2.6
FEB,4,1,1.00,11.18,1.012,15.02,200.71,2.21,100.9,12.28,30.15,627.69,2.7
FEB,4,2,0.99,5.33,0.712,13.46,116.91,1.87,121.58,10.71,40.1,627.8,2.79
FEB,4,3,0.99,2.55,0.442,10.15,92.63,2.6,101.88,10.45,45.73,627.78,2.79
FEB,4,4,1.30,1.42,0.242,4.51,64.27,3.42,99.29,9.92,48.41,627.78,2.85
FEB,4,5,6.10,0.91,0.182,3.11,60.06,3.57,101.18,9.64,53.93,627.73,2.84
FEB,4,6,7.27,0.83,0.142,4.39,62.43,3.67,97.38,8.88,58.16,627.67,2.86
FEB,4,7,5.41,0.49,0.192,6.76,55.34,3.51,97.43,8.44,62.1,627.7,2.91
FEB,4,8,3.57,0.27,0.262,8.43,66.47,4.14,98.47,8.12,64.3,627.69,31.8
FEB,4,9,3.66,0.2,0.302,8.21,62.61,4.56,96.83,9.94,61.1,627.55,230.14
FEB,4,10,9.47,0.2,0.252,5.48,82.45,5.1,92.35,13.08,54.84,627.15,463.64
FEB,4,11,14.12,5.47,0.212,4.57,116.75,6.05,89.49,14.88,50.52,626.8,668.44
FEB,4,12,16.74,13.01,0.212,4.86,117.11,5.76,89.99,16.86,44.21,626.8,822.78
FEB,4,13,21.43,10.73,0.212,4.56,91.66,5.8,90.24,19.31,36.27,626.59,908.86
FEB,4,14,22.92,4.71,0.242,4.65,79.3,5.4,86.79,21.39,30.01,626.56,753.61
FEB,4,15,26.27,1.87,0.222,4.31,65.69,4.98,85.55,23.15,23.59,626.37,842.87
FEB,4,16,25.59,23.95,0.232,6.09,63.68,4.11,81.18,24.53,20.14,626.34,693.05
FEB,4,17,24.50,13.01,0.222,4.95,69.62,4.07,80.42,24.87,19.21,626.36,488.28
FEB,4,18,23.20,0.2,0.232,4.49,60.62,3.64,79.03,24.3,17.89,626.46,252.52
FEB,4,19,14.22,1.58,0.352,10.44,69.14,3.06,65.31,21.54,20.53,626.8,35.54
FEB,4,20,11.35,23.95,0.312,7.79,89.43,3.84,74.69,18.32,26.52,627.06,2.38
FEB,4,21,5.47,15.74,0.282,7.79,96.25,4.34,90.77,15.47,32.58,627.42,2.53
FEB,4,22,14.59,55.49,0.182,7.84,89.44,5.51,85.29,13.35,35.75,627.57,2.65
FEB,4,23,10.73,106.86,0.132,11.94,132.93,5.04,76.88,11.68,41.05,627.72,2.73
FEB,5,0,13.85,84,0.072,9.37,103.58,6.25,73.91,10.14,43.68,627.8,2.81
FEB,5,1,14.75,76.25,0.052,9.08,77.75,4.83,79.37,8.81,49.07,627.92,2.92
FEB,5,2,13.89,83.74,0.082,9.05,106.33,4,77.13,8.21,52.24,627.82,2.95
FEB,5,3,21.23,25.66,0.032,2.85,66.56,3.66,90.77,7.38,54.16,627.81,3.02
FEB,5,4,25.11,3.81,0.012,0.08,30.05,3.86,97.02,6.39,56.42,627.9,3.03
FEB,5,5,23.28,3.27,0.022,1.14,63.45,3.23,94.59,5.55,58.82,627.95,3.09
FEB,5,6,21.88,2.71,0.012,2.01,45.52,2.93,91.62,4.93,61.43,627.66,3.15
FEB,5,7,17.49,1.17,0.012,4.55,48.52,2.32,79.98,4.26,64.19,628.07,3.16
FEB,5,8,12.04,2.14,0.092,8.66,54.01,2.92,95.22,4.14,66.83,627.73,36.31
FEB,5,9,16.42,2.17,0.082,6.97,45.39,3.45,102.8,7.06,59.51,627.42,241.47
FEB,5,10,22.01,4.11,0.032,4.39,49.24,3.95,102.79,10.61,52.74,627.09,472.89
FEB,5,11,25.76,3.74,0.022,2.59,54.47,3.84,103.29,13.2,46.28,626.84,663.7
FEB,5,12,29.94,5.96,0.042,2.15,65.16,2.59,111.81,16.74,38.82,626.65,809.04
FEB,5,13,33.64,6.49,0.032,1.68,66.92,1.79,118.89,19.96,32.73,626.54,892.42
FEB,5,14,39.38,11.78,0.082,4.54,79.32,1.23,168.25,23.23,29.45,626.19,763.63
FEB,5,15,41.81,9.75,0.142,5.28,84.16,1.46,262.24,25.06,27.65,626.08,823.44
FEB,5,16,37.31,5.41,0.032,0.73,52.23,2.42,265.87,25.93,21.37,626.15,694.17
FEB,5,17,39.00,4.74,0.022,0.08,36.56,2.07,259.15,26.28,18.61,626.16,484.64
FEB,5,18,38.64,4.52,0.012,0.08,51.67,1.74,251.38,25.52,19.13,626.26,248.88
FEB,5,19,26.38,5.11,0.322,10.03,70.36,1.17,279.05,22.61,20.56,626.66,34.09
FEB,5,20,3.58,7.9,1.492,27.12,129.38,0.96,251.35,18.91,23.77,627,2.33
FEB,5,21,2.04,11.74,1.952,26.98,312.55,1.01,123.03,17.57,28.37,627.17,2.41
FEB,5,22,3.72,17.49,1.742,25.41,323.5,0.96,186.62,15.7,29.94,627.36,2.53
FEB,5,23,2.34,18.36,2.912,23.93,394.61,0.97,229.17,14.55,32.48,627.45,2.54
FEB,6,0,2.04,19.14,2.712,21.17,372.26,0.97,78.38,13.63,42.88,627.51,2.58
FEB,6,1,1.46,13.41,1.912,19.18,318.96,0.97,61.22,11.98,42.98,627.64,2.73
FEB,6,2,2.06,8.69,1.412,18.64,203.86,0.97,127.94,11.23,49.65,627.68,2.76
FEB,6,3,0.99,6.67,0.982,19.59,189.65,1.06,138.75,10.15,48.89,627.76,2.78
FEB,6,4,1.06,6.55,0.842,22.81,126.96,1.07,116.35,9.95,48.62,627.72,2.85
FEB,6,5,1.01,7.21,0.822,22.76,158.59,0.98,77.87,8.96,51.04,627.75,2.91
FEB,6,6,0.99,6.66,0.672,21.14,135.87,1.04,137.95,8,52.29,627.83,2.94
FEB,6,7,0.99,5.53,0.662,22.46,114.28,1.54,105.03,8.2,54.95,627.78,2.95
FEB,6,8,0.99,2.19,0.632,19.8,135.9,1.21,112.41,7.61,56.46,627.71,31.85
FEB,6,9,0.99,3.62,0.612,18.05,155.76,1.53,119.82,11.24,51.65,627.35,232.19
FEB,6,10,0.99,0.2,0.422,10.35,97.63,2.96,97.48,15.79,43.63,626.86,464.56
FEB,6,11,9.42,5.21,0.262,7.57,84.69,4.93,71.6,19.22,33.41,626.62,668.7
FEB,6,12,11.64,14.61,0.192,7.03,201.4,6.02,66.18,19.99,29.66,626.54,819.43
FEB,6,13,16.42,9.27,0.162,5.32,207.62,5.67,65.38,21.3,25.74,626.43,903.99
FEB,6,14,14.78,20.74,0.182,6.76,118.61,5.83,79.87,21.34,26.85,626.54,710.26
FEB,6,15,12.58,27.37,0.182,7.4,98.91,5.66,78.59,21.73,27.95,626.5,737.02
FEB,6,16,13.86,12.04,0.182,5.48,82.08,5.51,76.02,22.71,25.8,626.54,682.1
FEB,6,17,15.20,12.92,0.192,5.52,73.66,4.75,73.01,23.16,23.61,626.57,479.31
FEB,6,18,15.84,5.22,0.182,4.89,66.7,4.48,67.69,22.41,23.22,626.61,236.04
FEB,6,19,11.90,6.79,0.232,6.67,64.84,3.9,67.52,19.87,25.35,626.94,31.14
FEB,6,20,7.80,11.37,0.272,8.25,74.57,4.18,83.7,17.09,30.48,627.19,2.39
FEB,6,21,3.37,17.01,0.292,9.87,64.48,3.48,79.98,15.34,32.78,627.39,2.53
FEB,6,22,7.41,7.12,0.242,7.87,52.57,3.7,87.98,13.71,36.76,627.55,2.62
FEB,6,23,6.92,4.71,0.212,6.56,50.61,3.3,93.21,12.16,45.67,627.64,2.74
FEB,7,0,8.68,0.2,0.192,4.25,43.62,3.17,95.11,11.2,51.76,627.68,2.77
FEB,7,1,11.07,0.48,0.132,3.12,54.79,2.96,88.45,10.46,54.74,627.64,2.81
FEB,7,2,13.67,7.18,0.092,2.06,36.1,3.3,81.72,10.11,55.9,627.7,2.84
FEB,7,3,15.82,7.55,0.052,0.97,25.77,4.13,71.56,10.48,52.27,627.59,2.82
FEB,7,4,20.63,10.29,0.022,1.05,33.28,2.88,93.35,10.39,52.98,627.53,2.84
FEB,7,5,19.95,6.98,0.012,0.71,31.02,3.23,92.07,8.94,60.13,627.63,2.88
FEB,7,6,20.13,3.61,0.012,0.08,29.36,2.53,107.25,7.67,65.71,627.7,2.93
FEB,7,7,17.23,3.15,0.012,0.35,33.6,2.63,117.34,7.14,68.39,627.52,2.96
FEB,7,8,17.54,1.33,0.042,0.32,35.15,3.4,108.01,7.37,67.16,627.78,27.94
FEB,7,9,19.52,2.09,0.112,0.59,27.54,3.17,98.93,8.68,62.47,627.26,159.28
FEB,7,10,20.12,1.39,0.122,1.16,38.37,3.58,102.39,10.78,54.61,627.36,274.27
FEB,7,11,21.63,1.42,0.132,0.85,45.75,2.97,106.88,12.78,47.42,626.94,345.23
FEB,7,12,25.10,5.92,0.132,1.05,32.81,2.07,89.15,16.27,36.31,626.74,469.27
FEB,7,13,26.88,11.21,0.112,1.24,28.44,3.42,91.96,18.97,22.48,626.42,652.18
FEB,7,14,30.52,4.15,0.092,0.08,33.6,2.78,97.34,19.82,19.58,626.56,587.51
FEB,7,15,32.09,4.85,0.082,0.08,30.7,1.98,90.15,21.89,18.1,626.44,594.38
FEB,7,16,30.04,9.1,0.132,0.62,36.5,2.48,73.37,22.29,15.58,626.46,460.27
FEB,7,17,30.28,0.43,0.132,0.22,35.17,2.71,87.16,22.33,13.49,626.51,314.28
FEB,7,18,27.78,1.42,0.202,1.79,41.46,1.85,73.53,21.22,13.91,626.66,139.88
FEB,7,19,18.60,15.38,0.362,8.39,59.24,2.13,184.31,19.59,13.6,626.87,18.32
FEB,7,20,10.05,26.6,0.532,14.47,69.97,1.21,136.65,17.5,13.69,627.07,2.36
FEB,7,21,14.52,26.5,0.432,7.25,65.25,2.57,59.59,16.74,16.58,627.18,2.45
FEB,7,22,18.10,9.54,0.262,4.12,50.47,2.6,67.97,15.44,18.34,627.3,2.53
FEB,7,23,8.51,4.87,0.242,9.59,56.1,1.48,127.54,13.49,20.22,627.5,2.65
FEB,8,0,7.50,1.21,0.172,7.67,81.4,1.36,145.79,11.54,22.85,627.64,2.72
FEB,8,1,7.85,0.99,0.102,9.5,70.56,1.28,111.35,10.77,26.97,627.63,2.79
FEB,8,2,3.27,1.7,0.092,13.76,49.06,1.33,117.81,9.86,30.69,627.74,2.85
FEB,8,3,5.48,1.37,0.072,10.95,52.14,1.85,115.26,9.11,32.73,627.71,2.87
FEB,8,4,11.95,0.96,0.012,8.32,33.63,1.84,106.44,8.87,29.19,627.68,2.88
FEB,8,5,9.53,0.84,0.032,8.82,41.31,2.2,100.97,8.05,32.77,627.75,2.96
FEB,8,6,4.51,2.82,0.102,13.18,53.33,1.49,115.57,6.94,39.6,627.66,2.97
FEB,8,7,0.99,2.61,0.262,14.31,76.71,2.02,108.35,5.89,47.71,627.78,3.09
FEB,8,8,0.99,3.12,0.372,13.83,87.58,2.1,111.19,5.51,48.13,627.5,25.27
FEB,8,9,0.99,3.19,0.372,12.32,91.1,2.69,110.42,8.15,43.25,627.22,220.72
FEB,8,10,0.99,3.08,0.322,10.67,85.26,2.68,108.08,12.75,35.27,626.77,391.72
FEB,8,11,3.40,1.55,0.292,9.21,80,3.89,102.83,16.71,25.04,626.84,648.91
FEB,8,12,10.51,2.33,0.182,7.53,55.15,4.1,104.59,19.52,19.31,626.23,817.78
FEB,8,13,13.98,1.15,0.182,7.46,65.66,3.43,98.59,21.99,17.34,626.31,900.15
FEB,8,14,19.77,0.73,0.162,5.69,58.43,3.99,102.22,24.4,13.4,626.23,780.69
FEB,8,15,19.80,0.25,0.102,4.04,72.09,4.68,97.39,25.6,9.1,626.09,825.64
FEB,8,16,18.35,0.2,0.112,4.57,78.07,4.73,95.9,26.16,7.26,626.19,671.19
FEB,8,17,14.12,1.26,0.222,6.48,97.94,4.12,88.29,25.2,8.51,626.32,363.6
FEB,8,18,4.04,90.88,0.762,10.08,164.71,4.68,80.18,23.03,11.3,626.59,178.85
FEB,8,19,7.02,22.04,0.402,6.43,144.12,4.64,82.04,19.51,15.87,626.95,20.28
FEB,8,20,6.85,26.41,0.272,5.44,134.1,5.03,63.93,17.27,22.23,627.24,2.41
FEB,8,21,7.03,41.14,0.212,5.43,109.28,4.32,59.32,15.6,27.05,627.36,5.84
FEB,8,22,12.07,2.95,0.152,3.99,72.99,5.05,68.57,14.61,30.01,627.44,6.03
FEB,8,23,13.42,3.83,0.102,2.06,66.46,5.79,64.16,13.67,32.43,627.5,2.62
FEB,9,0,16.89,1.78,0.092,0.42,57.23,5.25,60.51,12.27,33.81,627.57,2.72
FEB,9,1,16.57,2.43,0.022,0.73,45.65,5.36,65.24,11.43,37.25,627.61,2.78
FEB,9,2,14.89,6.14,0.022,1.35,42.41,5.38,69.44,10.66,43.63,627.72,2.79
FEB,9,3,14.23,10.08,0.022,1.39,32.46,4.82,72.29,10.19,48.97,627.61,2.83
FEB,9,4,14.76,3.63,0.012,0.08,35.43,4.44,61.88,9.82,53.38,627.57,2.9
FEB,9,5,13.64,6.83,0.012,0.08,33.63,4.42,70.11,9.41,58.09,627.61,2.88
FEB,9,6,10.89,12.75,0.022,0.08,39.09,4.43,75.65,9.23,60.65,627.55,2.89
FEB,9,7,9.51,10.85,0.082,2.02,38.47,4.23,73.71,9.18,61.81,627.61,6.21
