DATOS HORARIOS 2016_ NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
SEP,1,0,8.85,0.42,0.152,2.92,44.42,3.58,96.43,20.91,70.8,624.05,11.54
SEP,1,1,9.6,0.49,0.012,1.7,37.18,3.21,96.86,20.53,72.91,623.92,15
SEP,1,2,10.94,0.2,0.012,0.08,37.68,3.63,94.71,19.8,75.53,623.88,2.5
SEP,1,3,9.42,0.63,0.102,2.62,37.84,3.55,91.79,18.88,80.29,623.66,7.78
SEP,1,4,5.7,13.83,0.052,6.24,51.76,3.34,76.05,18.76,82.21,623.6,25.36
SEP,1,5,7.01,4.72,0.132,4.17,36.29,2.72,89.96,18.87,82.29,623.74,42.5
SEP,1,6,8.05,1.34,0.182,4.9,23.93,2.93,67.41,19.63,79.38,623.97,17.84
SEP,1,7,3.48,0.79,0.092,7.67,44.67,2.49,104.59,19.14,81.91,624.07,14.67
SEP,1,8,0.99,0.57,0.112,9.32,28.85,2.16,137.53,20.96,80.11,624.23,139.34
SEP,1,9,1.85,1.89,0.172,4.2,2.42,3.12,106.91,23.57,68,624.45,444.94
SEP,1,10,9.67,3.55,0.122,2.49,2.41,4.1,87.76,25.89,53.35,624.58,717.84
SEP,1,11,11.3,3.62,0.112,2.42,21.17,3.72,89.31,25.83,52.16,624.49,517
SEP,1,12,12.87,8.42,0.042,2.57,16.99,3.95,84.04,27.36,48.77,624.18,787.17
SEP,1,13,13.87,5.61,0.282,3.15,28.51,4.3,87.18,26.83,49.94,623.73,614.14
SEP,1,14,13.4,5.38,0.162,1.95,23.27,3.89,89.23,27.46,48.07,623.17,683.23
SEP,1,15,13.19,9.41,0.082,3.18,11.24,4.21,74.17,28.21,41.48,622.36,427.3
SEP,1,16,14.06,7.17,0.052,3.34,54.71,5.54,85.68,27.31,47.85,621.95,506.44
SEP,1,17,16.06,3.88,0.402,4.14,36.07,5.39,77.22,27.11,47.62,621.89,359.71
SEP,1,18,13.61,4.87,0.102,3.35,35.36,5.39,60.17,26.44,45.92,621.92,246.4
SEP,1,19,8.83,1.87,0.102,6.66,65.22,3.9,95.43,24.58,56.06,622.3,25.32
SEP,1,20,4.12,5.38,0.242,7.88,67.64,3.51,83.8,22.7,64,622.7,20.17
SEP,1,21,4.21,6.95,0.232,6.5,50.14,3.75,81.89,21.68,66.3,623.25,21.68
SEP,1,22,2.36,19.21,0.022,8.45,30.2,3.21,80.29,20.69,67.2,623.94,16.55
SEP,1,23,4.63,6.87,0.102,4.1,35.64,3.7,80.94,19.55,70.56,624.19,12.51
SEP,2,0,7.07,7.58,0.232,3.04,20.21,5.03,65.73,19.08,71.32,624.27,17.72
SEP,2,1,8.18,2.69,0.012,1.07,18.02,3.76,75.6,18.55,73.7,624.41,3.77
SEP,2,2,8.09,1.2,0.072,0.08,21.08,3.5,81.33,18.25,76.58,624.4,23.06
SEP,2,3,7.82,0.21,0.182,0.08,16.8,2.99,64.71,18.66,74.48,624.35,9.56
SEP,2,4,7.97,0.96,0.032,0.08,9.48,3.48,72.37,18.88,72.26,623.98,13.2
SEP,2,5,7.05,3.93,0.182,0.52,15.27,2.71,60.12,18.87,72.02,623.96,17.66
SEP,2,6,1.59,2.43,0.172,4.73,41.81,1.97,107.43,18.02,74.52,624.09,12.28
