DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
AGO,4,13,51.90,3.81,2.472,11.54,40,3.24,95.46,26.14,48.54
AGO,4,14,60.39,3.71,2.445,10.75,29,3.19,113.17,27.18,43.96
AGO,4,15,61.95,3.83,2.415,10.34,27,3.28,111.59,27.90,39.89
AGO,4,16,64.86,4.03,2.390,9.07,25,3.19,135.37,28.79,37.50
AGO,4,17,65.39,3.92,2.423,9.85,31,4.10,124.22,28.68,38.02
AGO,4,18,47.18,3.91,2.450,11.57,41,4.16,114.45,26.35,45.13
AGO,4,19,47.94,3.39,2.573,14.70,58,2.99,108.30,24.23,51.92
AGO,4,20,28.28,3.83,2.598,22.63,45,2.33,115.79,22.96,56.25
AGO,4,21,24.50,3.58,2.589,17.99,45,3.29,267.59,21.24,63.16
AGO,4,22,27.79,3.70,2.529,NA,31,2.89,309.39,19.43,71.57
AGO,4,23,25.85,3.64,2.445,NA,21,2.17,218.70,18.93,73.96
AGO,5,0,18.39,3.78,2.470,NA,30,2.21,171.26,19.14,75.04
AGO,5,1,15.48,3.66,2.458,15.01,37,2.50,126.35,18.14,82.25
AGO,5,2,23.93,3.43,2.368,7.94,27,1.84,170.16,16.69,89.44
AGO,5,3,20.97,3.27,2.377,9.48,23,1.48,138.64,16.79,92.93
AGO,5,4,8.37,3.39,2.408,16.49,39,2.20,78.66,16.81,93.44
AGO,5,5,3.53,4.16,2.387,15.81,30,2.66,65.75,16.73,93.19
AGO,5,6,4.63,4.94,2.540,16.85,27,1.53,98.13,15.91,93.50
AGO,5,7,1.39,5.16,2.736,16.62,36,1.50,136.74,15.83,95.43
AGO,5,8,2.38,4.91,2.613,14.46,43,2.10,130.97,18.21,90.56
AGO,5,9,7.93,4.22,2.543,14.41,33,2.34,113.82,21.78,76.65
AGO,5,10,17.66,4.08,2.504,10.14,25,3.91,87.19,22.85,65.00
AGO,5,11,22.60,3.66,2.444,12.09,20,4.10,90.03,23.32,58.56
AGO,5,12,26.66,3.52,2.432,10.03,26,4.36,89.01,24.70,52.04
AGO,5,13,32.10,3.18,2.428,10.21,29,3.69,94.51,25.35,48.56
AGO,5,14,36.32,3.34,2.435,9.45,27,3.87,94.35,25.66,46.57
AGO,5,15,41.04,3.29,2.444,9.47,24,3.50,103.82,26.50,44.24
AGO,5,16,39.91,3.19,2.447,10.07,25,3.58,92.53,27.37,40.14
AGO,5,17,41.71,3.22,2.430,10.30,29,3.16,101.20,27.73,39.60
AGO,5,18,38.37,3.35,2.497,11.64,26,3.91,86.77,27.02,40.34
AGO,5,19,38.04,3.97,2.479,13.41,32,2.99,110.66,26.22,42.61
AGO,5,20,26.98,3.74,2.636,22.04,38,2.06,149.11,23.77,51.08
AGO,5,21,10.43,6.16,2.979,28.81,61,2.16,109.10,23.21,52.80
AGO,5,22,15.99,15.49,2.466,15.26,32,2.57,71.97,22.60,52.81
AGO,5,23,7.99,7.04,2.404,16.20,23,2.93,105.19,20.46,63.51
AGO,6,0,13.37,5.66,2.357,11.52,23,3.23,92.62,19.65,67.17
AGO,6,1,8.95,6.24,2.392,13.89,30,2.53,83.98,18.65,71.91
AGO,6,2,5.81,8.85,2.398,15.27,42,2.81,88.54,17.74,75.65
AGO,6,3,10.29,7.88,2.366,12.43,29,2.95,105.88,17.74,74.07
AGO,6,4,8.50,6.30,2.380,13.53,31,2.42,127.83,16.65,79.48
AGO,6,5,4.46,6.03,2.402,16.68,65,2.20,111.41,15.97,83.42
AGO,6,6,1.12,5.80,2.507,17.47,59,1.89,99.07,15.10,85.02
AGO,6,7,1.44,5.93,2.561,16.87,46,2.51,103.50,15.15,87.61
AGO,6,8,4.44,5.67,2.587,13.83,46,2.40,93.57,18.81,79.25
AGO,6,9,12.33,5.39,2.491,11.19,38,3.87,91.41,21.12,66.78
AGO,6,10,21.59,5.25,2.437,9.86,27,3.93,97.42,22.49,58.87
AGO,6,11,28.48,4.71,2.460,10.25,26,3.85,87.43,24.21,51.34
AGO,6,12,34.65,4.59,2.512,11.17,27,4.10,79.59,24.28,49.27
AGO,6,13,41.82,4.35,2.421,9.48,23,4.16,97.37,26.04,43.65
AGO,6,14,42.72,4.15,2.383,8.80,26,3.85,113.95,27.21,39.74
AGO,6,15,44.09,3.95,2.368,8.12,19,3.80,116.07,27.87,37.32
AGO,6,16,45.39,3.85,2.370,8.19,28,3.25,120.46,28.23,35.23
AGO,6,17,47.26,4.13,2.353,8.20,28,3.22,129.00,28.39,34.48
AGO,6,18,44.70,8.12,2.556,11.11,23,2.97,147.10,27.69,36.09
AGO,6,19,24.11,22.33,2.972,17.73,37,3.27,213.97,24.78,43.61
AGO,6,20,22.03,24.41,2.627,14.03,36,3.22,105.47,23.81,47.44
AGO,6,21,21.60,10.42,2.415,10.48,31,4.92,45.91,23.25,49.65
AGO,6,22,17.58,8.34,2.399,11.75,31,4.13,69.68,21.70,57.19
AGO,6,23,14.28,6.22,2.385,11.72,27,3.75,84.09,20.03,64.77
AGO,7,0,11.68,5.55,2.351,12.54,17,3.59,89.30,18.75,69.97
AGO,7,1,10.70,5.66,2.349,11.94,27,3.40,88.46,17.68,74.61
AGO,7,2,11.06,6.06,2.344,11.56,17,3.42,74.32,17.00,76.94
AGO,7,3,5.92,6.77,2.333,15.07,20,2.88,118.74,16.20,79.64
AGO,7,4,7.23,7.29,2.366,14.00,26,2.74,90.41,15.87,81.88
AGO,7,5,5.37,7.59,2.366,16.82,29,2.72,80.55,15.89,81.51
AGO,7,6,5.21,8.31,2.452,17.80,23,2.58,90.52,15.94,80.19
AGO,7,7,3.34,8.10,2.479,16.19,30,2.52,135.95,15.43,83.10
AGO,7,8,5.02,9.25,2.574,16.19,47,2.44,105.65,18.81,75.77
AGO,7,9,13.30,7.94,2.518,12.33,40,3.89,86.03,21.24,63.81
AGO,7,10,23.35,7.15,2.456,10.05,27,4.54,84.52,22.72,55.06
AGO,7,11,28.59,6.48,2.451,9.46,22,4.48,76.41,23.98,50.88
AGO,7,12,33.12,6.25,2.459,10.00,26,4.39,77.67,24.35,48.52
AGO,7,13,35.06,6.04,2.434,10.20,29,4.68,78.40,25.92,42.20
AGO,7,14,35.10,6.02,2.438,9.91,23,4.38,92.76,27.20,37.46
AGO,7,15,39.98,6.15,2.442,9.30,21,4.03,96.01,27.84,35.09
AGO,7,16,41.35,6.24,2.432,9.96,23,3.72,86.80,27.58,35.57
AGO,7,17,36.21,5.91,2.472,11.61,25,3.70,83.58,26.90,37.04
AGO,7,18,30.10,6.33,2.519,12.20,26,3.44,87.08,25.63,41.39
AGO,7,19,21.23,6.85,2.642,15.87,29,3.80,79.47,24.27,48.19
AGO,7,20,18.60,7.80,2.525,14.40,33,3.87,70.63,23.84,45.66
AGO,7,21,15.21,8.69,2.507,13.64,30,4.53,72.36,22.13,53.74
AGO,7,22,18.22,9.45,2.394,11.95,21,4.30,57.05,20.98,56.51
AGO,7,23,18.68,16.09,2.365,9.80,18,4.12,68.09,19.96,60.46
AGO,8,0,19.53,11.01,2.334,9.11,20,4.18,75.30,19.07,64.97
AGO,8,1,17.16,6.53,2.336,11.39,9,3.07,94.71,18.18,69.93
AGO,8,2,16.82,3.83,2.335,10.53,7,3.08,104.83,17.93,70.87
AGO,8,3,15.38,3.22,2.330,11.15,14,3.62,98.09,16.99,73.54
AGO,8,4,17.70,2.92,2.327,10.44,11,3.33,87.93,16.69,73.41
AGO,8,5,11.45,2.40,2.350,15.13,14,3.13,123.52,16.07,75.79
AGO,8,6,8.28,3.38,2.390,15.45,22,3.15,120.01,15.39,81.97
AGO,8,7,8.45,2.90,2.491,13.55,23,3.03,105.79,15.38,83.11
AGO,8,8,10.56,2.52,2.529,11.90,28,3.21,97.50,18.32,73.67
AGO,8,9,14.47,2.29,2.511,11.61,28,3.35,92.81,19.46,66.22
AGO,8,10,20.04,2.00,2.468,9.96,19,4.11,104.04,20.52,60.57
AGO,8,11,22.93,1.40,2.471,9.30,21,3.70,109.22,21.55,58.15
AGO,8,12,26.78,1.64,2.506,10.34,20,4.13,88.37,23.37,51.88
AGO,8,13,29.03,1.52,2.502,9.23,20,4.03,65.50,24.78,47.55
AGO,8,14,32.27,1.67,2.478,NA,23,5.91,99.83,26.04,42.00
AGO,8,15,32.79,1.36,2.467,9.64,24,4.80,99.29,26.09,42.15
AGO,8,16,34.79,1.32,2.473,9.75,20,4.64,92.14,26.53,40.40
AGO,8,17,33.61,1.38,2.508,10.14,19,4.57,87.94,26.52,38.87
AGO,8,18,31.52,1.12,2.478,10.68,68,4.76,78.47,25.76,38.47
AGO,8,19,28.03,1.92,2.473,11.38,14,5.25,57.31,24.29,43.70
AGO,8,20,27.58,8.91,2.453,9.99,39,5.39,61.59,22.38,48.64
AGO,8,21,22.85,7.99,2.512,11.51,22,4.28,57.85,20.94,56.42
AGO,8,22,21.38,14.77,2.445,9.95,16,4.76,58.29,19.82,60.20
AGO,8,23,20.29,7.78,2.400,9.01,14,4.91,66.95,19.50,62.59
AGO,9,0,20.97,5.78,2.366,8.38,11,4.42,79.65,19.02,66.51
AGO,9,1,17.60,5.19,2.386,9.42,6,3.40,100.89,17.97,73.13
AGO,9,2,16.61,5.05,2.348,9.70,7,3.30,82.26,17.28,74.11
AGO,9,3,15.61,4.24,2.349,9.74,6,3.16,84.97,17.13,75.21
AGO,9,4,14.48,4.39,2.344,9.62,8,3.03,76.10,16.66,78.72
AGO,9,5,12.63,4.69,2.347,10.69,10,2.66,89.01,16.60,79.31
AGO,9,6,12.08,3.94,2.378,11.81,11,2.95,85.93,16.66,75.01
AGO,9,7,9.77,3.71,2.439,12.46,14,2.70,80.75,16.02,78.11
AGO,9,8,8.65,4.23,2.465,12.52,15,3.37,82.36,16.50,78.36
AGO,9,9,13.04,4.01,2.502,9.87,25,3.90,82.54,18.18,71.24
AGO,9,10,15.36,3.53,2.528,9.38,18,4.24,94.05,18.74,67.63
AGO,9,11,16.76,3.52,2.506,10.17,14,4.27,81.49,19.67,64.71
AGO,9,12,19.54,3.42,2.502,8.73,19,3.72,88.56,21.32,61.02
AGO,9,13,25.31,3.40,2.471,8.87,17,3.57,69.43,24.10,50.38
AGO,9,14,29.24,3.49,2.450,8.50,15,3.57,86.07,25.73,43.98
AGO,9,15,28.52,3.68,2.505,8.46,11,2.75,87.91,24.63,46.04
AGO,9,16,30.81,3.49,2.428,6.44,15,2.29,147.30,24.82,45.17
AGO,9,17,32.92,4.01,2.447,8.31,17,2.51,175.08,24.08,46.67
AGO,9,18,32.14,3.65,2.453,9.04,23,3.61,149.61,23.18,52.82
AGO,9,19,23.73,3.98,2.575,11.85,NA,4.59,81.28,20.22,68.18
AGO,9,20,16.38,3.49,2.542,11.96,NA,4.31,69.01,19.01,72.30
AGO,9,21,13.88,4.04,2.529,12.11,19,3.42,68.51,18.26,77.13
AGO,9,22,13.61,4.80,2.484,12.14,15,2.60,83.97,17.86,80.37
AGO,9,23,9.67,4.65,2.463,11.47,14,2.53,101.31,17.55,83.01
AGO,10,0,7.66,3.95,2.435,12.68,12,2.73,101.85,17.07,86.03
AGO,10,1,5.07,2.01,2.405,13.87,13,2.15,116.92,16.68,88.24
AGO,10,2,5.76,0.83,2.391,12.79,12,2.32,93.05,16.62,87.69
AGO,10,3,1.48,0.66,2.386,17.22,12,1.79,89.31,16.53,87.15
AGO,10,4,NA,0.81,2.439,17.52,15,1.58,264.35,16.30,86.36
AGO,10,5,1.04,1.34,2.468,17.17,19,1.42,165.09,16.02,86.62
AGO,10,6,NA,1.57,2.524,17.06,22,1.76,129.18,15.80,88.73
AGO,10,7,NA,1.00,2.582,15.44,24,2.64,111.21,16.03,88.91
AGO,10,8,2.13,0.90,2.657,14.83,22,3.07,93.24,16.61,87.31
AGO,10,9,7.59,0.72,2.596,17.92,26,2.92,82.32,18.26,80.62
AGO,10,10,14.16,1.24,2.518,14.68,18,3.23,82.78,21.24,67.10
AGO,10,11,21.43,0.49,2.505,11.41,16,3.37,108.00,24.18,54.93
AGO,10,12,26.29,0.47,2.467,10.96,13,3.65,95.56,25.29,50.59
AGO,10,13,27.82,0.16,2.521,10.19,17,3.54,100.96,24.44,53.03
AGO,10,14,28.96,0.16,2.579,11.90,18,3.93,90.50,25.07,50.85
AGO,10,15,30.14,0.19,2.587,11.95,23,4.56,86.91,23.72,55.89
AGO,10,16,25.29,1.71,2.572,11.82,20,4.16,76.68,23.66,55.24
AGO,10,17,23.05,26.18,3.102,11.95,25,3.62,96.80,24.37,49.38
AGO,10,18,22.28,20.36,2.745,11.88,21,3.26,98.58,24.34,44.82
AGO,10,19,20.14,7.24,2.655,12.91,17,2.59,152.73,22.62,52.09
AGO,10,20,16.66,2.60,2.790,12.81,23,2.84,227.27,21.73,56.29
AGO,10,21,16.72,23.11,2.594,13.51,20,3.43,152.87,21.42,54.29
AGO,10,22,14.68,10.56,2.478,14.05,24,3.47,61.63,20.46,60.39
AGO,10,23,8.36,2.46,2.430,12.78,23,3.30,83.01,18.76,69.91
AGO,11,0,7.83,1.83,2.419,14.02,14,2.28,113.80,18.21,72.63
AGO,11,1,4.80,4.49,2.424,14.61,12,1.90,102.77,17.84,74.93
AGO,11,2,4.64,5.83,2.424,14.70,15,1.72,93.90,17.04,79.69
AGO,11,3,0.99,5.03,2.427,16.16,16,2.38,99.18,16.31,82.84
AGO,11,4,1.50,4.66,2.418,15.39,15,2.05,92.14,15.82,84.80
AGO,11,5,2.18,5.38,2.401,15.46,15,2.02,117.67,15.98,83.57
AGO,11,6,NA,6.98,2.465,14.94,22,2.52,135.20,15.34,85.96
AGO,11,7,1.12,10.42,2.563,15.00,30,2.69,101.53,15.39,87.66
AGO,11,8,2.05,6.41,2.650,13.77,29,3.06,107.08,16.61,85.85
AGO,11,9,7.78,5.64,2.601,10.95,23,3.52,88.21,20.27,72.14
AGO,11,10,17.33,4.89,2.514,9.34,24,4.85,83.19,22.52,59.26
AGO,11,11,23.94,4.59,2.478,8.91,24,5.14,81.47,23.88,49.64
AGO,11,12,31.89,4.64,2.467,9.16,17,4.30,85.71,25.23,44.18
AGO,11,13,33.46,4.07,2.452,8.85,43,4.67,82.32,26.49,35.01
AGO,11,14,37.66,4.15,2.446,8.96,30,4.70,100.08,27.72,32.96
AGO,11,15,41.00,3.94,2.435,8.84,25,4.78,93.81,28.55,31.15
AGO,11,16,38.67,4.20,2.464,10.17,24,4.53,75.65,28.97,31.15
AGO,11,17,39.06,4.37,2.471,10.79,20,5.19,77.79,28.79,31.28
AGO,11,18,35.91,4.77,2.491,10.56,24,4.65,74.93,28.39,31.25
AGO,11,19,29.53,6.38,2.483,10.75,43,5.26,56.92,26.67,38.66
AGO,11,20,20.39,9.28,2.509,11.86,46,4.92,54.45,23.80,48.48
AGO,11,21,19.55,7.68,2.484,NA,32,4.80,97.85,22.11,53.88
AGO,11,22,35.40,5.68,2.442,10.26,31,4.74,121.64,17.54,77.55
AGO,11,23,34.43,5.38,2.440,10.33,19,2.88,109.29,15.76,90.15
AGO,12,0,28.07,5.18,2.491,12.44,14,2.10,249.86,15.93,91.12
AGO,12,1,28.31,4.80,2.514,NA,11,1.98,281.91,15.69,90.34
AGO,12,2,25.15,4.89,2.618,9.55,13,1.54,122.45,15.69,89.79
AGO,12,3,5.97,4.47,2.443,21.73,13,1.85,81.98,15.14,91.55
AGO,12,4,1.07,4.67,2.437,23.94,24,1.84,137.29,14.70,93.13
AGO,12,5,1.34,4.41,2.430,20.06,22,1.64,98.28,15.18,92.25
AGO,12,6,2.75,4.56,2.480,17.59,23,1.70,120.68,16.11,87.46
AGO,12,7,1.48,4.10,2.492,17.83,20,1.76,164.91,15.69,89.71
AGO,12,8,6.62,5.24,2.548,14.23,25,2.68,85.61,18.04,81.09
AGO,12,9,14.63,6.72,2.517,10.88,21,3.83,76.74,20.02,66.70
AGO,12,10,18.48,3.99,2.480,9.54,18,4.48,84.04,21.86,57.28
AGO,12,11,21.29,2.93,2.512,10.41,22,4.18,79.12,22.66,52.91
AGO,12,12,29.89,2.84,2.463,9.52,24,4.40,98.83,24.64,45.40
AGO,12,13,37.35,2.54,2.468,9.95,25,3.70,105.70,25.67,42.07
AGO,12,14,43.45,2.83,2.451,9.00,23,3.09,137.82,27.03,40.02
AGO,12,15,46.32,2.49,2.441,8.49,23,2.64,136.96,28.31,37.04
AGO,12,16,49.01,3.59,2.449,9.45,26,3.03,138.92,28.29,36.37
AGO,12,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,12,22,16.93,5.06,2.943,NA,NA,1.77,269.04,15.58,92.54
AGO,12,23,20.08,5.47,2.619,12.98,NA,2.29,174.43,15.46,93.93
AGO,13,0,23.47,5.18,2.535,10.84,NA,1.84,233.24,14.95,97.20
AGO,13,1,22.26,NA,2.531,10.58,NA,1.46,229.09,15.21,98.49
AGO,13,2,24.43,NA,2.531,NA,NA,2.46,120.05,14.78,98.43
AGO,13,3,26.89,NA,2.526,10.49,NA,2.03,116.38,14.34,99.28
AGO,13,4,20.07,NA,2.579,NA,NA,1.61,127.65,14.68,99.78
AGO,13,5,12.86,NA,2.560,13.79,NA,1.96,111.26,14.98,NA
AGO,13,6,5.27,NA,2.684,17.57,8,1.63,91.76,14.97,NA
AGO,13,7,5.76,NA,2.719,20.34,11,1.54,128.64,15.02,99.81
AGO,13,8,6.66,NA,2.765,17.28,16,2.32,84.89,16.25,99.40
AGO,13,9,10.48,NA,2.748,12.67,21,3.34,84.98,19.22,92.03
AGO,13,10,20.12,NA,2.593,12.69,30,4.12,93.62,21.13,71.57
AGO,13,11,28.82,NA,2.610,NA,23,4.55,93.71,22.18,58.54
AGO,13,12,39.33,NA,2.401,NA,20,4.00,88.10,23.88,50.38
AGO,13,13,52.43,4.15,2.456,NA,30,3.53,114.59,25.47,42.68
AGO,13,14,56.32,1.92,2.517,NA,24,3.05,137.31,26.62,40.75
AGO,13,15,48.74,0.92,2.475,NA,23,3.74,167.68,25.54,42.32
AGO,13,16,43.32,1.08,2.513,NA,14,4.01,181.31,25.38,42.58
AGO,13,17,32.12,1.25,2.551,NA,13,3.39,188.34,22.93,52.61
AGO,13,18,32.80,1.26,2.615,NA,18,3.85,187.02,22.90,53.17
AGO,13,19,29.77,1.11,2.604,NA,23,2.72,177.71,21.83,53.34
AGO,13,20,17.04,1.33,2.802,NA,24,1.77,109.23,20.34,58.82
AGO,13,21,17.44,1.58,2.715,NA,30,2.39,270.57,20.00,59.41
AGO,13,22,15.80,1.94,2.641,NA,22,2.49,269.87,19.24,66.73
AGO,13,23,18.41,1.45,2.519,NA,18,2.21,251.41,18.45,70.95
AGO,14,0,8.33,1.58,2.565,NA,20,1.69,117.95,18.09,74.30
AGO,14,1,2.32,2.68,2.588,NA,28,1.47,176.09,17.93,74.11
AGO,14,2,1.68,4.45,2.574,NA,30,1.74,130.92,17.56,74.43
AGO,14,3,0.85,11.57,2.543,NA,38,1.55,110.19,17.28,73.60
AGO,14,4,NA,5.39,2.561,NA,40,1.62,112.16,15.95,79.16
AGO,14,5,NA,4.56,2.537,NA,36,1.42,122.10,15.21,83.16
AGO,14,6,1.24,4.65,2.660,NA,29,1.76,173.95,15.19,82.24
AGO,14,7,1.40,7.29,2.782,NA,40,1.95,162.07,15.12,83.30
AGO,14,8,3.46,9.32,2.756,NA,66,2.35,106.65,18.20,79.05
AGO,14,9,8.96,5.57,2.669,NA,46,2.60,94.74,21.30,65.79
AGO,14,10,22.87,3.27,2.564,NA,26,4.29,84.48,22.41,53.27
AGO,14,11,28.59,2.58,2.566,NA,19,3.76,94.62,23.48,49.65
AGO,14,12,33.20,2.29,2.566,NA,15,3.48,104.10,24.53,47.11
AGO,14,13,38.19,1.95,2.545,NA,20,3.14,109.04,25.76,43.38
AGO,14,14,44.05,1.73,2.545,NA,16,3.29,114.12,26.76,38.88
AGO,14,15,50.14,2.02,2.507,NA,17,2.70,120.49,27.80,36.46
AGO,14,16,53.23,11.15,2.680,NA,23,2.25,183.87,27.20,38.09
