DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
AGO,14,17,52.98,9.96,2.683,NA,29,2.95,229.86,29.18,31.39
AGO,14,18,50.92,2.80,2.667,NA,18,3.10,288.30,28.59,32.54
AGO,14,19,52.58,2.74,2.697,NA,58,3.11,258.81,25.48,44.86
AGO,14,20,39.39,2.91,2.809,NA,52,2.20,221.27,23.14,52.68
AGO,14,21,25.69,5.27,2.724,NA,39,3.89,90.70,21.19,57.17
AGO,14,22,25.10,10.16,2.579,NA,36,3.19,89.78,17.56,66.35
AGO,14,23,15.20,10.83,2.589,NA,32,2.97,135.86,17.54,68.89
AGO,15,0,22.44,4.43,2.480,NA,23,2.21,192.88,16.22,72.82
AGO,15,1,23.61,3.63,2.483,NA,20,1.55,264.95,15.73,74.20
AGO,15,2,18.70,3.40,2.489,NA,17,1.42,120.59,15.45,78.08
AGO,15,3,15.47,3.66,2.484,NA,21,1.58,172.66,14.99,79.48
AGO,15,4,24.28,3.67,2.477,NA,18,1.90,226.13,14.50,79.75
AGO,15,5,17.07,3.11,2.507,NA,18,1.42,224.06,13.96,80.63
AGO,15,6,3.16,3.56,2.623,NA,26,1.70,65.14,13.86,82.54
AGO,15,7,NA,4.89,2.700,NA,42,1.44,102.17,13.78,86.29
AGO,15,8,2.18,5.98,2.734,NA,44,1.89,154.51,18.27,80.43
AGO,15,9,7.88,5.79,2.628,NA,42,2.28,114.62,20.72,69.22
AGO,15,10,23.40,3.79,2.616,NA,31,3.43,86.16,22.06,58.12
AGO,15,11,32.14,3.28,2.565,NA,21,3.98,94.80,23.19,52.87
AGO,15,12,35.46,2.92,2.591,NA,21,3.78,81.52,24.62,45.48
AGO,15,13,40.41,2.80,2.576,NA,42,3.91,92.26,25.95,38.09
AGO,15,14,44.40,2.43,2.561,NA,20,4.61,93.28,26.87,33.46
AGO,15,15,50.30,2.84,2.533,NA,17,3.65,105.06,28.04,31.66
AGO,15,16,56.34,3.18,2.547,NA,23,3.26,107.46,28.81,29.99
AGO,15,17,54.90,2.65,2.476,NA,21,3.13,122.27,29.12,27.58
AGO,15,18,40.68,2.69,2.593,NA,24,3.41,77.64,26.72,29.72
AGO,15,19,31.05,7.00,2.548,NA,30,6.06,88.07,23.44,41.25
AGO,15,20,30.33,3.15,2.591,NA,30,4.13,159.25,15.06,88.00
AGO,15,21,21.03,2.47,2.569,NA,16,3.37,138.83,15.86,90.84
AGO,15,22,19.00,3.24,2.628,NA,NA,2.54,87.83,15.92,91.85
AGO,15,23,17.84,4.33,2.577,NA,18,2.27,109.41,16.04,93.41
AGO,16,0,13.99,4.26,2.529,NA,25,2.38,148.17,15.79,95.82
AGO,16,1,10.11,3.31,2.524,NA,37,2.27,109.85,15.56,95.92
AGO,16,2,9.18,2.76,2.503,NA,18,1.86,147.35,15.53,94.13
AGO,16,3,7.33,2.89,2.509,NA,13,1.63,124.98,15.71,94.42
AGO,16,4,9.22,2.72,2.502,NA,18,2.18,136.23,15.95,93.05
AGO,16,5,5.18,2.55,2.526,NA,21,2.32,126.88,15.32,95.18
AGO,16,6,1.50,2.64,2.578,NA,21,2.15,122.15,14.70,96.34
AGO,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGO,16,9,9.51,2.70,2.947,NA,11,3.72,83.46,19.07,79.07
AGO,16,10,23.63,4.34,2.627,NA,22,4.34,90.79,20.23,66.06
AGO,16,11,31.29,2.19,2.605,NA,18,3.83,90.98,22.54,56.66
AGO,16,12,38.41,1.66,2.587,NA,22,3.22,85.98,23.83,50.43
AGO,16,13,47.01,2.79,2.590,NA,20,3.23,92.35,24.94,45.12
AGO,16,14,51.09,2.89,2.517,NA,18,2.57,124.43,26.55,38.96
AGO,16,15,49.48,2.46,2.521,NA,13,3.13,120.56,27.17,36.15
AGO,16,16,53.20,1.72,2.532,NA,15,2.74,128.29,27.93,34.93
AGO,16,17,53.00,1.57,2.504,NA,15,2.53,143.13,28.44,34.39
AGO,16,18,33.31,11.57,2.785,NA,28,4.22,110.74,21.51,63.34
AGO,16,19,29.68,3.73,2.626,NA,26,3.14,152.12,15.87,94.39
AGO,16,20,20.24,1.95,2.723,NA,29,2.04,217.51,15.25,97.25
AGO,16,21,19.39,2.80,2.871,NA,40,2.88,274.56,15.36,97.17
AGO,16,22,16.21,2.89,2.753,NA,22,2.23,293.39,15.53,97.44
AGO,16,23,16.31,2.61,2.592,NA,16,2.36,288.38,15.43,97.55
AGO,17,0,19.50,2.53,2.546,NA,12,2.42,302.85,14.79,97.66
AGO,17,1,14.92,2.52,2.532,NA,7,1.64,262.74,14.63,98.08
AGO,17,2,11.36,2.29,2.539,NA,12,1.22,120.56,15.08,98.90
AGO,17,3,5.47,2.87,2.507,NA,15,1.98,85.35,15.28,98.57
AGO,17,4,8.12,4.31,2.471,NA,21,2.38,92.93,15.08,95.82
AGO,17,5,7.86,3.93,2.471,NA,18,2.06,144.68,14.26,96.80
AGO,17,6,7.10,3.40,2.708,NA,20,2.43,114.96,14.07,96.08
AGO,17,7,1.89,3.41,2.731,NA,22,2.55,108.20,14.04,96.46
AGO,17,8,6.86,3.21,2.726,NA,25,3.01,101.87,15.96,93.03
AGO,17,9,9.43,3.03,2.714,NA,23,3.11,97.43,18.03,86.93
AGO,17,10,17.71,2.95,2.595,NA,27,4.04,90.16,20.71,69.89
AGO,17,11,25.84,2.64,2.607,NA,19,4.61,79.14,21.97,58.57
AGO,17,12,34.39,2.48,2.610,NA,23,4.13,86.50,23.83,50.19
AGO,17,13,40.74,2.48,2.566,NA,28,4.16,81.24,24.71,46.12
AGO,17,14,48.85,2.36,2.566,NA,27,4.01,99.95,25.85,41.19
AGO,17,15,54.16,2.22,2.569,NA,31,3.30,123.11,27.12,37.99
AGO,17,16,54.02,2.35,2.517,NA,44,2.89,123.65,28.48,32.80
AGO,17,17,43.85,2.18,2.531,NA,34,4.70,162.57,24.91,45.58
AGO,17,18,31.62,2.01,2.572,NA,22,3.80,143.03,21.35,55.69
AGO,17,19,21.49,10.44,2.961,NA,21,2.18,256.58,21.60,55.57
AGO,17,20,17.52,17.34,2.942,NA,31,2.77,171.73,20.77,59.87
AGO,17,21,23.91,3.42,2.588,NA,21,2.66,155.31,19.23,66.86
AGO,17,22,21.62,2.49,2.597,NA,19,2.39,132.29,18.76,70.17
AGO,17,23,23.23,1.81,2.512,NA,19,3.00,143.06,17.67,73.88
AGO,18,0,23.29,2.03,2.500,NA,16,2.15,140.51,16.95,79.10
AGO,18,1,23.01,1.72,2.513,NA,10,1.73,110.75,16.74,79.94
AGO,18,2,13.97,2.10,2.525,NA,18,2.21,85.71,16.43,83.17
AGO,18,3,7.97,5.38,2.503,NA,35,2.15,99.70,16.63,82.60
AGO,18,4,7.37,3.52,2.477,NA,22,2.58,89.11,16.56,80.14
AGO,18,5,5.08,2.52,2.517,NA,26,3.01,99.07,15.81,81.70
AGO,18,6,7.11,1.93,2.590,NA,22,3.42,90.69,14.97,83.55
AGO,18,7,3.09,2.10,2.663,NA,27,2.78,83.36,14.21,86.10
AGO,18,8,4.92,2.38,2.692,NA,44,3.28,89.43,16.30,82.72
AGO,18,9,12.55,2.09,2.668,NA,29,3.83,92.94,18.25,73.39
AGO,18,10,18.08,1.92,2.611,NA,26,3.43,112.90,19.06,68.60
AGO,18,11,24.91,2.86,2.596,NA,23,3.46,105.25,21.69,57.97
AGO,18,12,34.32,1.90,2.579,NA,19,3.42,100.71,23.56,49.60
AGO,18,13,46.72,1.64,2.554,NA,22,3.43,105.44,25.17,43.51
AGO,18,14,54.66,2.00,2.547,NA,24,3.02,124.18,25.76,41.78
AGO,18,15,61.11,1.99,2.604,NA,28,2.61,181.40,24.89,44.45
AGO,18,16,62.14,1.91,2.585,NA,26,2.73,170.57,24.87,43.89
AGO,18,17,61.01,1.41,2.581,NA,28,2.50,196.18,26.27,40.83
AGO,18,18,51.85,1.27,2.616,NA,29,2.68,250.02,24.05,44.27
AGO,18,19,42.91,1.03,2.698,NA,27,2.87,260.19,22.64,50.19
AGO,18,20,36.55,1.25,2.751,NA,33,2.78,253.66,21.50,56.29
AGO,18,21,33.17,1.85,2.685,NA,26,2.21,256.23,20.05,61.89
AGO,18,22,31.85,1.17,2.571,NA,22,3.88,187.07,16.58,86.58
AGO,18,23,31.94,1.44,2.604,NA,14,1.54,215.28,15.48,95.13
AGO,19,0,29.59,1.32,2.579,NA,12,2.38,87.35,15.17,95.89
AGO,19,1,21.78,1.94,2.515,NA,14,2.27,73.92,14.93,97.50
AGO,19,2,23.05,2.97,2.578,NA,17,1.81,77.14,15.05,98.38
AGO,19,3,24.31,3.39,2.525,NA,19,1.40,118.16,15.08,98.79
AGO,19,4,22.33,4.81,2.532,NA,30,1.50,208.92,15.13,98.84
AGO,19,5,11.16,3.75,2.561,NA,21,2.22,292.40,15.13,98.85
AGO,19,6,6.34,3.49,2.635,NA,21,1.87,173.28,15.16,99.32
AGO,19,7,9.58,3.67,2.574,NA,25,1.95,148.65,14.83,99.72
AGO,19,8,6.34,4.07,3.028,NA,35,1.57,122.58,15.56,99.31
AGO,19,9,9.55,7.11,2.778,NA,43,1.51,148.44,16.75,95.74
AGO,19,10,20.19,16.74,2.636,NA,30,1.75,166.11,21.60,86.44
AGO,19,11,26.46,6.37,2.572,NA,27,3.04,110.79,23.14,72.80
AGO,19,12,34.48,4.35,2.523,NA,20,3.02,94.70,24.20,59.75
AGO,19,13,41.90,3.10,2.507,NA,16,2.92,132.66,25.76,50.87
AGO,19,14,45.78,6.04,2.716,NA,15,2.35,169.61,26.69,45.53
AGO,19,15,51.76,9.53,2.820,NA,31,2.42,235.91,26.28,44.65
AGO,19,16,60.94,6.37,2.636,NA,30,2.46,234.50,28.01,39.61
AGO,19,17,52.54,38.15,3.214,NA,30,3.05,190.93,26.15,41.43
AGO,19,18,34.02,68.01,3.742,NA,40,3.89,135.97,19.81,66.23
AGO,19,19,33.49,7.89,2.652,NA,27,3.31,162.37,16.06,89.32
AGO,19,20,35.95,4.01,2.603,NA,22,3.75,157.53,15.23,96.07
AGO,19,21,35.06,3.09,2.614,NA,13,2.45,206.10,15.05,98.28
AGO,19,22,29.83,2.91,2.702,NA,17,2.07,299.57,15.37,98.90
AGO,19,23,31.65,2.53,2.601,NA,13,1.74,238.37,15.45,99.11
AGO,20,0,31.55,2.57,2.566,NA,17,1.54,265.57,15.56,99.29
AGO,20,1,27.34,2.37,2.544,NA,17,1.66,157.00,15.33,99.36
AGO,20,2,20.04,2.62,2.538,NA,14,1.94,168.10,14.87,99.45
AGO,20,3,20.46,2.57,2.536,NA,31,1.27,122.70,14.62,99.79
AGO,20,4,16.86,3.23,2.621,NA,17,1.65,95.14,14.99,NA
AGO,20,5,3.38,4.74,2.750,NA,36,1.69,161.62,14.61,99.88
AGO,20,6,4.60,10.23,2.831,NA,46,1.78,177.03,14.25,NA
AGO,20,7,2.52,6.69,2.916,NA,48,1.25,187.08,14.40,NA
AGO,20,8,2.54,6.49,3.151,NA,42,1.22,247.12,14.89,NA
AGO,20,9,5.07,9.08,3.187,NA,60,1.40,157.24,16.42,NA
AGO,20,10,19.46,7.94,2.753,NA,50,1.92,130.06,20.73,88.37
AGO,20,11,29.48,8.59,2.612,NA,60,2.39,150.10,22.11,83.72
AGO,20,12,39.44,8.01,2.634,NA,47,2.31,112.46,23.45,69.70
AGO,20,13,46.30,5.47,2.599,NA,32,2.29,140.59,24.93,59.53
AGO,20,14,53.92,15.83,2.887,NA,26,2.02,148.94,26.09,48.77
AGO,20,15,63.62,24.56,3.217,NA,30,2.21,155.83,26.96,44.76
AGO,20,16,50.67,8.74,2.708,NA,22,2.70,236.43,27.30,42.65
AGO,20,17,55.86,4.73,2.627,NA,23,2.34,252.59,27.50,40.48
AGO,20,18,59.68,3.32,2.604,NA,23,2.10,238.36,27.32,40.44
AGO,20,19,57.71,3.45,2.724,NA,30,2.32,238.26,25.07,44.35
AGO,20,20,50.88,3.61,3.048,NA,39,2.17,264.27,23.14,52.93
AGO,20,21,32.20,4.08,3.169,NA,52,1.79,266.61,22.24,57.17
AGO,20,22,18.50,4.19,3.184,NA,52,1.85,204.46,21.30,63.28
AGO,20,23,25.83,3.61,2.744,NA,52,1.88,222.96,19.99,68.51
AGO,21,0,25.64,3.24,2.648,NA,33,1.77,199.05,19.25,70.55
AGO,21,1,12.68,3.07,2.665,NA,39,2.09,132.25,18.74,75.33
AGO,21,2,0.96,3.07,2.635,NA,46,2.40,93.87,18.31,79.35
AGO,21,3,5.31,3.26,2.655,NA,40,2.18,172.90,16.50,85.02
AGO,21,4,5.46,3.05,2.617,NA,26,1.95,136.55,15.82,91.56
AGO,21,5,0.93,3.20,2.667,NA,29,1.56,164.90,15.19,95.00
AGO,21,6,NA,3.48,2.904,NA,31,1.49,93.11,14.94,96.65
AGO,21,7,NA,5.74,3.175,NA,45,1.44,69.62,14.86,97.27
AGO,21,8,2.23,6.94,3.190,NA,49,1.75,77.04,17.47,93.95
AGO,21,9,10.43,6.76,2.868,NA,37,2.56,91.46,20.27,83.66
AGO,21,10,23.28,9.80,2.736,NA,35,2.76,118.27,22.07,72.94
AGO,21,11,34.51,8.11,2.674,NA,43,2.26,171.87,24.58,66.37
AGO,21,12,51.08,5.17,2.653,NA,33,2.06,176.80,26.31,57.05
AGO,21,13,58.91,4.03,2.651,NA,29,2.13,238.90,26.30,51.74
AGO,21,14,63.95,4.82,2.642,NA,30,2.27,203.15,27.84,43.01
AGO,21,15,63.39,5.33,2.636,NA,24,2.16,159.27,28.96,36.86
AGO,21,16,65.30,7.33,2.593,NA,25,2.29,171.34,29.27,34.05
AGO,21,17,67.61,7.18,2.652,NA,22,2.26,244.23,29.22,34.26
AGO,21,18,63.82,6.37,2.808,NA,28,3.06,266.99,26.25,40.47
AGO,21,19,43.38,3.67,2.847,NA,33,3.50,278.89,23.37,55.60
AGO,21,20,32.54,3.20,2.948,NA,39,3.55,307.95,21.34,62.87
AGO,21,21,22.81,3.03,3.121,NA,46,2.73,293.40,20.76,62.52
AGO,21,22,15.91,3.19,3.042,NA,55,2.31,283.94,19.89,67.23
AGO,21,23,12.96,3.01,2.892,NA,48,2.11,259.15,18.97,72.25
AGO,22,0,10.86,3.26,2.896,NA,48,1.35,212.28,18.27,75.84
AGO,22,1,5.20,2.61,2.862,NA,47,1.43,268.23,17.75,75.18
AGO,22,2,14.51,2.47,2.936,NA,57,1.55,117.63,16.86,85.42
AGO,22,3,1.20,2.88,2.794,NA,59,1.57,97.59,16.25,88.39
AGO,22,4,1.24,3.53,2.749,NA,49,1.67,128.94,15.73,89.73
AGO,22,5,11.65,3.39,2.818,NA,46,1.69,132.95,15.24,92.53
AGO,22,6,NA,2.79,2.807,NA,46,1.47,138.55,14.94,90.85
AGO,22,7,7.75,5.61,2.995,NA,75,1.54,121.49,15.25,93.68
AGO,22,8,3.44,7.73,3.156,NA,98,1.40,131.00,16.92,88.19
AGO,22,9,9.60,6.54,2.996,NA,71,2.51,82.14,20.18,76.31
AGO,22,10,24.01,5.98,2.857,NA,41,2.85,111.35,22.89,61.31
AGO,22,11,45.72,4.52,2.709,NA,31,3.46,100.52,24.27,50.38
AGO,22,12,56.44,3.24,2.656,NA,26,2.99,117.84,25.79,45.85
AGO,22,13,61.79,2.43,2.587,NA,20,2.61,131.06,27.12,41.28
AGO,22,14,64.21,2.37,2.618,NA,23,2.81,122.68,27.47,38.37
AGO,22,15,66.21,11.36,2.684,NA,22,2.47,136.93,28.33,34.22
AGO,22,16,64.77,4.78,2.562,NA,25,3.10,146.91,28.48,32.60
AGO,22,17,58.09,3.30,2.659,NA,24,3.65,91.62,28.30,30.40
AGO,22,18,55.49,10.28,2.738,NA,28,3.44,155.21,28.54,30.24
AGO,22,19,44.82,2.91,2.739,NA,30,3.52,81.85,26.18,31.93
AGO,22,20,32.48,3.94,2.755,NA,26,3.22,64.71,23.96,31.41
AGO,22,21,23.81,9.22,2.789,NA,29,3.17,53.54,22.37,32.25
AGO,22,22,24.72,8.08,2.701,NA,29,2.88,68.10,20.85,36.95
AGO,22,23,26.65,4.92,2.626,NA,22,2.91,75.91,19.16,42.65
AGO,23,0,25.13,5.08,2.599,NA,21,2.19,74.23,17.90,48.34
AGO,23,1,22.82,3.48,2.537,NA,16,2.34,124.59,16.74,54.29
AGO,23,2,23.09,1.73,2.531,NA,12,2.38,99.62,15.60,58.04
AGO,23,3,24.23,1.12,2.493,NA,17,3.07,91.45,15.17,60.17
AGO,23,4,25.40,1.37,2.504,NA,18,2.13,149.52,14.01,64.49
AGO,23,5,23.18,3.37,2.531,NA,25,1.94,184.76,13.68,66.72
AGO,23,6,14.47,4.28,2.656,NA,30,1.53,164.06,13.31,70.49
AGO,23,7,11.95,6.30,2.659,NA,42,1.75,163.06,12.67,76.48
AGO,23,8,13.49,6.73,2.748,NA,48,2.83,102.20,14.71,77.52
AGO,23,9,23.59,1.55,2.734,NA,34,3.03,100.34,18.52,64.15
AGO,23,10,36.09,0.83,2.671,NA,28,3.67,91.59,21.50,53.27
AGO,23,11,47.06,0.37,2.622,NA,20,3.68,95.82,23.36,46.99
AGO,23,12,52.60,NA,2.582,NA,20,3.65,92.59,24.65,43.25
AGO,23,13,53.40,NA,2.610,NA,28,3.75,93.96,25.96,39.38
AGO,23,14,54.88,NA,2.620,NA,28,3.65,94.28,26.61,36.21
AGO,23,15,57.70,NA,2.631,NA,21,3.64,94.70,27.09,34.98
AGO,23,16,52.55,4.10,2.636,NA,21,4.78,71.46,26.89,34.50
AGO,23,17,45.11,7.46,2.629,NA,28,5.66,62.30,26.22,37.08
AGO,23,18,46.23,30.32,2.795,NA,35,4.98,54.86,25.45,36.48
AGO,23,19,42.56,7.22,2.630,NA,21,5.18,61.82,23.77,40.86
AGO,23,20,37.37,9.11,2.706,NA,24,4.58,55.16,21.80,45.54
AGO,23,21,34.85,5.48,2.638,NA,25,4.85,64.53,20.82,49.87
AGO,23,22,31.75,3.94,2.585,NA,21,4.71,64.01,19.82,54.83
AGO,23,23,33.39,4.37,2.559,NA,22,3.73,85.79,18.80,59.04
AGO,24,0,30.48,3.86,2.531,NA,19,3.49,83.40,17.66,64.12
AGO,24,1,31.34,2.65,2.520,NA,14,2.87,102.95,16.97,65.82
AGO,24,2,26.77,2.30,2.550,NA,24,2.23,146.43,15.38,72.60
AGO,24,3,23.37,1.73,2.517,NA,24,3.08,110.94,14.92,76.08
AGO,24,4,24.84,1.14,2.500,NA,24,2.69,69.46,15.04,77.02
AGO,24,5,22.26,1.34,2.541,NA,20,2.34,91.68,15.07,77.75
AGO,24,6,12.33,1.16,2.657,NA,31,2.15,95.88,14.22,83.77
AGO,24,7,8.46,0.83,2.768,NA,39,2.49,98.78,14.13,85.17
AGO,24,8,13.17,0.26,2.759,NA,46,3.10,100.20,16.16,80.30
AGO,24,9,20.29,0.25,2.662,NA,33,3.54,81.26,19.16,67.66
AGO,24,10,33.64,0.31,2.621,NA,27,4.18,88.98,21.40,55.69
AGO,24,11,40.34,0.23,2.619,NA,26,4.35,77.54,22.76,47.46
AGO,24,12,45.08,NA,2.594,NA,18,4.58,96.30,24.02,41.40
AGO,24,13,46.98,NA,2.576,NA,23,4.08,92.19,25.25,37.55
AGO,24,14,49.96,NA,2.579,NA,23,4.02,90.76,26.63,32.45
AGO,24,15,56.40,NA,2.570,NA,18,3.38,98.82,27.59,30.62
AGO,24,16,56.74,11.19,2.557,NA,22,3.26,110.04,28.38,28.91
AGO,24,17,44.38,17.91,2.731,NA,29,4.61,74.45,26.83,32.46
AGO,24,18,34.97,5.94,2.706,NA,62,4.73,52.84,26.05,35.97
AGO,24,19,31.51,18.76,2.726,NA,68,5.78,48.99,24.39,40.51
AGO,24,20,28.83,5.86,2.651,NA,34,5.32,50.59,22.78,46.71
AGO,24,21,30.08,3.99,2.565,NA,26,5.59,60.32,21.46,52.21
AGO,24,22,28.04,6.00,2.554,NA,26,4.86,61.97,20.55,56.31
AGO,24,23,23.29,2.33,2.516,NA,23,4.19,72.00,19.83,58.41
AGO,25,0,19.43,1.11,2.520,NA,18,4.03,85.81,18.69,62.74
AGO,25,1,19.86,1.60,2.512,NA,9,2.61,105.98,17.56,68.18
AGO,25,2,20.40,2.23,2.514,NA,9,2.94,78.29,17.46,68.23
AGO,25,3,22.11,2.36,2.506,NA,15,3.27,97.10,17.39,69.00
AGO,25,4,19.94,2.35,2.514,NA,10,3.50,109.89,17.41,70.76
AGO,25,5,19.73,2.03,2.543,NA,16,3.76,109.30,16.90,73.34
AGO,25,6,19.06,1.63,2.564,NA,14,3.03,115.72,16.69,74.32
AGO,25,7,14.14,1.44,2.677,NA,26,3.43,112.93,16.67,74.72
AGO,25,8,16.76,1.21,2.644,NA,28,3.21,118.17,17.03,73.83
AGO,25,9,20.26,2.01,2.687,NA,27,3.73,103.86,18.59,68.60
AGO,25,10,28.03,1.55,2.687,NA,26,3.97,102.94,20.37,61.22
AGO,25,11,31.57,2.05,2.678,NA,25,3.84,89.28,21.52,56.65
AGO,25,12,37.68,1.37,2.634,NA,29,4.28,64.12,22.97,51.09
AGO,25,13,36.81,1.66,2.629,NA,82,4.73,61.90,23.48,50.08
AGO,25,14,36.07,1.52,2.628,NA,33,4.84,65.30,24.50,46.47
AGO,25,15,36.24,1.66,2.615,NA,19,4.77,77.55,25.47,43.53
AGO,25,16,28.01,3.13,2.648,NA,21,4.63,76.14,24.61,46.00
AGO,25,17,30.36,2.94,2.639,NA,24,5.05,64.32,24.87,45.27
AGO,25,18,28.16,6.20,2.653,NA,27,5.51,67.82,23.71,48.51
AGO,25,19,26.30,3.74,2.630,NA,24,5.83,55.59,22.53,51.60
AGO,25,20,23.07,11.80,2.653,NA,28,5.21,47.66,20.66,57.94
AGO,25,21,23.79,27.07,2.633,NA,34,4.89,48.43,19.40,62.86
AGO,25,22,23.01,40.87,2.596,NA,24,3.73,56.12,18.80,64.96
AGO,25,23,18.38,29.88,2.538,NA,15,3.65,61.96,18.67,65.47
AGO,26,0,12.89,16.08,2.523,NA,12,3.66,79.04,17.73,69.67
AGO,26,1,17.04,8.13,2.520,NA,9,3.69,83.78,17.38,72.70
AGO,26,2,18.33,5.15,2.522,NA,19,3.57,94.88,17.18,74.31
AGO,26,3,15.73,3.40,2.527,NA,30,3.25,102.93,16.44,77.97
AGO,26,4,12.64,4.63,2.534,NA,7,2.66,111.61,16.06,80.56
AGO,26,5,7.04,8.72,2.574,NA,20,2.99,105.29,16.19,81.89
AGO,26,6,8.76,7.26,2.673,NA,15,2.60,93.70,16.90,79.15
AGO,26,7,8.47,5.19,2.701,NA,17,2.66,83.95,17.33,77.49
AGO,26,8,10.79,11.91,2.682,NA,17,3.66,78.56,18.10,76.18
AGO,26,9,10.04,29.62,2.714,NA,28,3.70,76.62,19.52,72.53
AGO,26,10,15.95,16.94,2.666,NA,21,3.69,83.53,21.73,64.06
AGO,26,11,18.70,17.52,2.652,NA,19,4.03,74.73,22.62,58.26
AGO,26,12,25.51,9.37,2.612,NA,17,4.35,76.75,24.29,53.67
AGO,26,13,31.53,8.57,2.621,NA,16,4.26,76.85,26.03,47.99
AGO,26,14,34.84,14.15,2.670,NA,20,4.31,68.16,27.13,43.34
AGO,26,15,39.73,6.54,2.680,NA,45,4.58,64.96,27.06,42.80
AGO,26,16,38.91,10.02,2.612,NA,14,3.91,72.65,28.44,36.75
AGO,26,17,31.82,54.19,3.023,NA,18,4.65,94.43,27.99,39.21
AGO,26,18,25.23,77.83,2.971,NA,38,6.39,81.67,26.47,44.60
AGO,26,19,22.78,12.95,2.656,NA,32,5.94,46.98,24.69,49.03
AGO,26,20,20.07,9.72,2.622,NA,23,6.69,48.19,22.56,56.00
AGO,26,21,17.80,12.13,2.606,NA,24,5.48,50.83,20.82,61.95
AGO,26,22,15.07,15.46,2.574,NA,18,3.78,83.18,20.28,63.14
AGO,26,23,12.37,12.03,2.554,NA,20,3.53,87.05,19.50,66.72
AGO,27,0,11.63,14.21,2.534,NA,23,4.31,76.47,19.02,68.38
AGO,27,1,12.85,9.83,2.545,NA,19,2.82,120.76,18.93,68.97
AGO,27,2,12.38,9.96,2.542,NA,16,2.54,143.44,18.65,70.50
AGO,27,3,11.14,10.94,2.539,NA,22,2.24,133.14,18.43,72.47
AGO,27,4,10.32,6.83,2.543,NA,21,2.61,115.75,18.33,73.81
AGO,27,5,13.13,2.86,2.561,NA,17,2.60,96.66,18.25,74.20
AGO,27,6,10.67,3.15,2.677,NA,24,2.54,92.99,18.15,74.64
AGO,27,7,5.84,4.81,2.690,NA,57,2.15,113.75,17.95,75.59
AGO,27,8,3.96,2.61,2.788,NA,33,2.50,101.14,18.33,74.79
AGO,27,9,8.84,2.44,2.677,NA,32,2.95,122.84,19.46,71.07
AGO,27,10,16.34,1.65,2.690,NA,28,3.04,138.88,20.36,66.43
AGO,27,11,14.05,1.64,2.677,NA,22,2.81,177.75,18.46,79.30
AGO,27,12,18.13,0.82,2.703,NA,16,2.65,123.69,20.02,88.70
AGO,27,13,21.71,4.46,2.674,NA,25,2.60,85.71,23.91,68.87
AGO,27,14,31.26,6.97,2.582,NA,19,2.15,137.43,25.54,58.43
AGO,27,15,25.01,2.58,2.744,NA,18,2.90,162.65,18.68,80.88
AGO,27,16,15.81,4.02,2.755,NA,17,1.66,106.35,19.35,80.79
AGO,27,17,14.15,2.48,2.735,NA,10,3.06,191.66,18.95,86.72
AGO,27,18,15.34,1.42,2.723,NA,12,2.34,238.18,17.74,88.47
AGO,27,19,9.47,1.00,2.912,NA,11,1.75,182.37,17.31,89.57
AGO,27,20,4.42,0.79,2.801,NA,11,2.01,169.72,17.11,92.67
AGO,27,21,6.87,0.69,2.684,NA,16,2.38,165.23,16.80,93.56
AGO,27,22,6.83,0.84,2.679,NA,8,1.81,192.33,16.86,94.09
AGO,27,23,7.66,0.51,2.662,NA,13,1.49,214.55,17.40,92.86
AGO,28,0,10.06,0.34,2.572,NA,31,2.12,233.01,17.32,92.50
AGO,28,1,11.43,1.32,2.554,NA,NA,1.75,230.07,17.08,92.73
AGO,28,2,10.40,2.41,2.565,NA,NA,2.01,186.37,16.33,95.96
AGO,28,3,11.45,2.25,2.556,NA,5,3.08,184.83,15.76,97.47
AGO,28,4,14.00,2.27,2.550,NA,3,2.56,215.44,15.48,99.32
AGO,28,5,13.39,1.83,2.558,NA,5,2.03,238.11,15.25,99.77
AGO,28,6,9.80,2.14,2.624,NA,9,1.85,238.93,15.22,99.91
AGO,28,7,5.73,2.07,2.703,NA,6,2.03,222.41,15.33,NA
AGO,28,8,5.74,2.35,2.793,NA,5,1.74,218.79,16.21,NA
AGO,28,9,8.13,2.18,2.729,NA,11,2.18,228.34,17.47,99.20
AGO,28,10,12.12,1.89,2.654,NA,8,2.23,229.97,19.83,96.32
AGO,28,11,14.40,2.17,2.676,NA,15,2.00,255.32,22.18,92.59
AGO,28,12,19.46,1.83,2.697,NA,32,2.23,252.79,23.86,75.92
AGO,28,13,24.25,1.85,2.655,NA,9,2.12,246.56,24.00,71.42
AGO,28,14,33.62,1.82,2.701,NA,6,2.05,231.63,25.39,60.87
AGO,28,15,35.61,1.76,2.704,NA,14,2.67,282.01,25.49,55.19
AGO,28,16,39.19,1.82,2.705,NA,11,3.50,286.63,26.78,47.76
AGO,28,17,36.42,1.73,2.689,NA,15,3.43,269.79,26.88,47.81
AGO,28,18,34.04,1.98,2.678,NA,14,3.32,261.98,25.99,51.70
