DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
JUN,14,9,40.8,4.57,3.07,NA,17.84,4.77,84.71,20.36,51.2
JUN,14,10,44.09,3.55,3.1,NA,15.03,4.97,91.08,21.9,46.29
JUN,14,11,47.79,2.75,3.1,NA,18.25,4.22,88.99,23.98,39.43
JUN,14,12,53.17,2.14,3.12,NA,95.67,3.7,92.7,25.96,31.39
JUN,14,13,57,1.86,3.05,NA,243.64,3.34,108.27,27.89,23.51
JUN,14,14,59.81,1.61,3.09,NA,9.68,2.99,111.84,29.24,22.09
JUN,14,15,61.66,1.79,3.05,NA,10.54,2.54,138.03,30.11,21.77
JUN,14,16,63.3,1.78,3.06,NA,11.45,3.26,148.33,30.89,21.03
JUN,14,17,64.15,1.44,3.06,NA,18.19,3.06,163.31,31.35,20.42
JUN,14,18,59.48,1.73,3.12,NA,18.7,3.36,101.5,31.22,19.95
JUN,14,19,53.84,0.93,3.16,NA,22.1,3,92.46,30.47,20.3
JUN,14,20,44.8,1.41,3.32,NA,35.01,3.26,81.81,28.25,24.74
JUN,14,21,42.05,1.92,3.26,NA,34.12,4.19,73.43,26.03,28.07
JUN,14,22,39.49,5.94,3.23,NA,26.3,4.16,70.8,24.13,34.65
JUN,14,23,37.25,7.18,3.18,NA,24.14,4.23,84.94,22.48,41.95
JUN,15,0,38.99,3.27,3.13,NA,19.01,4.31,84.23,20.66,48.3
JUN,15,1,39.27,3.59,3.12,NA,13.46,3.38,103.42,19.55,53.19
JUN,15,2,38.49,3.87,3.1,NA,13.96,4.26,91.69,18.52,57.79
JUN,15,3,36.56,3.9,3.09,NA,16.19,4.17,75.06,17.52,60.76
JUN,15,4,38.21,4.23,3.08,NA,17.06,4.24,78.3,16.92,62.16
JUN,15,5,37.72,4.23,3.07,NA,14.32,4.07,76.3,16.44,63.77
JUN,15,6,38.08,4.24,3.1,NA,19.04,4.44,81.55,16.23,64.61
JUN,15,7,33.52,4.1,3.15,NA,24.52,4.15,83.2,16.32,64.53
JUN,15,8,37.89,4.33,3.13,NA,20.39,5.06,74.27,18.78,56.15
JUN,15,9,42.23,4.27,3.14,NA,25.41,5.52,69.68,20.81,48.53
JUN,15,10,46.23,4.11,3.13,NA,20.99,5.28,80.78,22.78,41.61
JUN,15,11,49.93,3.4,3.14,NA,22.6,4.88,77.19,24.62,35.91
JUN,15,12,55.2,3.16,3.13,NA,25.21,4.04,83.2,26.61,30.7
JUN,15,13,58.98,3.08,3.11,NA,67.13,3.96,102.31,28.34,26.16
JUN,15,14,60.27,2.57,3.18,NA,41.65,4.1,109.38,29.81,22.76
JUN,15,15,57.9,6.05,3.25,NA,12.19,3.71,98.35,30.86,21.68
JUN,15,16,57.02,25.65,3.44,NA,21,4.18,89.59,31.78,20.14
JUN,15,17,53.41,8.62,3.15,NA,23.97,5.39,63.98,31.45,18.56
JUN,15,18,51.56,5.11,3.13,NA,31.27,5.56,65.86,30.73,19.22
JUN,15,19,48.91,5.65,3.15,NA,51.41,5.74,56.74,29.35,21.25
JUN,15,20,48.07,11.82,3.15,NA,34.23,5.93,51.47,27.12,24.66
JUN,15,21,45.94,7.34,3.18,NA,32.94,5.25,56.97,25.23,27.53
JUN,15,22,43.73,8.69,3.13,NA,24.74,5.01,54.84,23.29,31.86
JUN,15,23,44.27,11.12,3.1,NA,21.56,5.49,60.01,21.45,36.58
JUN,16,0,45.99,5.85,3.08,NA,19.33,4.78,73.62,20.36,42.34
JUN,16,1,46,4.62,3.09,NA,30.82,3.89,81.58,18.83,50.82
JUN,16,2,44.34,4.11,3.07,NA,17.28,4.32,76.25,17.59,56.96
JUN,16,3,42.16,4.37,3.06,NA,19.38,5.05,62.62,17.21,59.25
JUN,16,4,40.92,4.4,3.06,NA,16.34,3.87,65.3,16.51,62.91
JUN,16,5,38.41,7.36,3.04,NA,18.18,4.23,54.91,16.23,61.91
JUN,16,6,33.16,6.61,3.14,NA,20.02,3.31,50.83,15.71,62.13
JUN,16,7,23.56,6.6,3.27,NA,22.84,2.44,74.89,16.6,61.13
JUN,16,8,25.48,5.33,3.18,NA,24.76,2.65,93.18,19.64,54.02
JUN,16,9,41.86,4.73,3.13,10.97,23.93,4.35,77.44,21.06,46.98
JUN,16,10,40.58,4.18,3.17,6.73,5.11,4.37,85.48,22.71,42.67
JUN,16,11,51.84,4.94,3.19,9.55,15.93,3.94,75.14,24.59,37.14
JUN,16,12,58.11,3.72,3.11,8.92,60.7,3.42,97.04,26.51,30.6
JUN,16,13,60.9,1.56,3.1,8.49,65.45,3.44,116.28,28.07,25.69
JUN,16,14,62.64,0.45,3.16,NA,19.62,3.19,127.53,29.55,21.14
JUN,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUN,16,16,56.56,23.46,3.42,10.55,2.6,3.94,119.81,31.78,12.69
JUN,16,17,52.68,34.24,3.59,11.03,20.03,3.8,112.8,32.15,14.79
JUN,16,18,49.61,20.54,3.47,11.15,30.12,3.8,77.46,31.84,14.56
JUN,16,19,45.47,11.55,3.28,12.39,48.22,4.43,61.11,30.27,16.28
JUN,16,20,40.28,11.6,3.28,12.27,161.53,4.76,59.1,28.07,20.1
JUN,16,21,34.16,13.21,3.29,10.39,58.75,5.45,55.74,25.9,29.12
JUN,16,22,26.78,11.45,3.26,9.47,24.84,4.99,74.73,24.01,37.45
JUN,16,23,27.68,9.72,3.21,7.73,24.07,5.38,73.77,22.76,40.69
JUN,17,0,23.54,15.44,3.21,11.18,20.23,4.21,68.13,21.65,48.36
JUN,17,1,24.05,7.93,3.21,8.12,13.99,4.36,90.05,20.48,55.83
JUN,17,2,22.52,4.94,3.2,8.41,11.13,4.24,63.81,19.52,62.24
JUN,17,3,21.91,7.26,3.19,9.78,17.13,4.17,54.88,19.37,64.27
JUN,17,4,21.27,15.34,3.39,9.86,17.36,3.55,89.27,18.85,67.04
JUN,17,5,18.46,11.61,3.19,11.43,14.51,3.1,65.38,18.16,68.58
JUN,17,6,10.51,8.01,3.29,16.09,16.71,3.02,108.01,17.03,72.18
JUN,17,7,6.03,7.3,3.38,19.75,31.73,2.5,115.24,17.7,73.51
JUN,17,8,13.84,7.15,3.3,12.03,26.92,3.29,95.58,21.16,63.54
JUN,17,9,22.83,6.24,3.29,9.72,22.76,3.9,99.23,23.71,52.76
JUN,17,10,30.24,5.61,3.25,9.46,21.34,4.25,103.66,25.24,45.55
JUN,17,11,38.07,4.88,3.24,9.09,17.57,3.42,110.28,27.14,40.14
JUN,17,12,46.35,4.62,3.26,8.77,22.02,2.81,112.22,29.17,35.09
JUN,17,13,61.46,14.31,3.51,10.11,34.74,2.23,195.01,31.15,31.79
JUN,17,14,72.26,21.61,3.57,10.8,38.19,2.72,173.24,31.94,29.01
JUN,17,15,65.53,11.54,3.38,9.86,27.85,2.89,205.71,31.99,28.11
JUN,17,16,57.12,11.02,3.41,10.15,31.74,2,124.28,31.32,27.51
JUN,17,17,50.03,8.23,3.45,12.41,26.52,3.47,254.99,30.23,27.34
JUN,17,18,36.14,5.04,3.48,13.97,77.8,3.79,273.27,28.39,29.22
JUN,17,19,39.16,7.86,3.48,12.37,83.77,1.67,231.74,29.32,26.37
JUN,17,20,26.94,10.45,3.64,23.04,36.61,2.13,84.42,27.88,29.26
JUN,17,21,12.61,6.71,3.67,26.17,49.41,2.07,72.17,26.05,33.54
JUN,17,22,19.69,6.12,3.37,15.04,34.4,2.89,54.66,25.38,35.02
JUN,17,23,17.45,6.05,3.32,14.48,25.97,2.58,88.59,23.76,42.11
JUN,18,0,20.24,5.52,3.25,9.84,23.7,3.13,106.5,23.24,48.09
JUN,18,1,21.19,4.43,3.24,9.95,8.09,3.32,80.27,22.44,51.35
JUN,18,2,18.58,5.4,3.22,12.08,18.91,3.43,60.91,21.96,52.59
JUN,18,3,19.75,8.22,3.21,9.97,14.04,3.16,75.72,21.8,53.59
JUN,18,4,18.08,5.82,3.22,10.9,13.6,2.63,92.95,20.65,58.07
JUN,18,5,14.58,4.98,3.25,12.93,12.28,2.53,86.28,20.01,61.61
JUN,18,6,11.34,4.8,3.36,15.69,19.02,1.87,109.39,19.77,63.77
JUN,18,7,5.04,4.97,3.4,19.4,27.14,1.76,169.39,19.93,64.7
JUN,18,8,7.24,4.96,3.34,16.87,34.04,2.01,145.16,23.23,59.15
JUN,18,9,18.93,5.05,3.31,10.74,30.84,2.57,137.56,25.18,52.34
JUN,18,10,30.04,8.18,3.32,10.37,30.32,2.17,127.92,27.59,44.1
JUN,18,11,47.9,15.41,3.48,10.19,116.38,2.17,211.85,29.56,37.82
JUN,18,12,58.88,9.21,3.43,10.03,29.33,2.32,205.32,30.58,35.18
JUN,18,13,62.05,5.95,3.38,9.19,30.35,2.66,232.71,31.35,33.23
JUN,18,14,58.19,4.68,3.34,8.29,20.65,2.56,208.27,32.39,27.82
JUN,18,15,66.91,10.31,3.48,9.94,9.76,2.21,137.4,33.35,25.09
JUN,18,16,68.46,11,3.49,10.92,27.59,3.51,239.33,31.72,27.67
JUN,18,17,42.93,5.02,3.61,17.45,48.85,3.9,303.22,28.36,33.77
JUN,18,18,38.11,3.84,3.61,18.54,56.73,4.93,311.55,27.86,38.28
JUN,18,19,33.37,3.24,3.53,16.26,71.36,3.76,308.33,25.47,43.98
JUN,18,20,30.29,3.23,3.56,17.01,34.81,3.1,304.27,24.56,45.66
JUN,18,21,27.61,3.29,3.59,17.6,39.42,2.44,302.68,24.67,45.98
JUN,18,22,24.05,4.48,3.47,17.17,88.6,1.88,178.42,24.88,46.56
JUN,18,23,25.42,5.19,3.36,12.81,66.55,2.16,154.8,24.13,50.39
JUN,19,0,22.54,4.25,3.3,9.87,150.02,3.01,79.53,23.49,57.8
JUN,19,1,24.91,4.9,3.28,8.36,11.89,3.74,60.61,22.63,59.21
JUN,19,2,20.56,6.66,3.33,11.34,18.86,2.96,72.52,21.8,62.71
JUN,19,3,11.46,6.54,3.25,14.55,19.24,2.68,109.22,20.72,64.81
JUN,19,4,18.77,5.62,3.23,9.99,4.86,3.06,94.1,20.66,62.65
JUN,19,5,18.19,4.89,3.23,10.57,13.49,3.32,74.44,20.41,64.53
JUN,19,6,15.71,5.41,3.32,11.76,14.7,3.69,70.93,20.14,66.78
JUN,19,7,13.08,5.85,3.37,13.56,17.83,3.47,60.54,19.99,68.85
JUN,19,8,17.59,8.88,3.36,12.87,21.17,4.04,54.92,21.46,65.22
JUN,19,9,24.77,9.04,3.32,10.69,15.54,4.66,78.24,24.29,54.36
JUN,19,10,33.17,6.78,3.33,10.23,23.77,4.4,82.69,26,47.42
JUN,19,11,42.67,5.65,3.28,8.82,17.44,3.16,91.15,28.13,39.53
JUN,19,12,53.35,5.35,3.29,9.08,45.68,2.58,116.84,30.04,33.45
JUN,19,13,61.27,6.05,3.31,9.19,212.63,2.22,140.66,31.55,29.51
JUN,19,14,60.86,7.11,3.33,9.14,381.1,2.74,152.52,32.43,26.88
JUN,19,15,68.17,18.45,3.73,9.91,242.59,2.95,263.02,33.42,25.59
JUN,19,16,69.62,16.6,3.59,10.63,33.24,2.83,222.06,32.89,26.54
JUN,19,17,60.72,12.66,3.5,10.6,73.58,3.19,202.49,33.29,26.56
JUN,19,18,43.65,6.33,3.43,9.65,40.03,3.88,137.62,29.95,35.76
JUN,19,19,40.55,4.64,3.37,8.55,18.52,2.54,140.63,29.99,31.94
JUN,19,20,29.37,4.31,3.63,17.7,29.69,2.66,92.21,28.3,35.36
JUN,19,21,18.43,4.34,3.59,17.1,35.86,3.51,92.04,26.75,40.76
JUN,19,22,19.76,3.99,3.46,11.46,36.55,3.85,86.56,25.37,49.4
JUN,19,23,18.27,3.84,3.42,10.83,29.29,4.29,91.64,24.45,53.05
JUN,20,0,21.43,3.7,3.34,9.59,20,4.55,81.33,23.48,55.61
JUN,20,1,21.87,4.04,3.29,7.87,12.53,4.52,73.67,22.41,58.96
JUN,20,2,20.69,4.52,3.34,8.77,14.4,4.13,64.73,21.53,62.42
JUN,20,3,21.08,5.35,3.59,8.55,15.86,3.48,52.44,21.2,63.75
JUN,20,4,20.37,49.68,4,9.53,17.99,3.69,70.4,20.75,65.68
JUN,20,5,20.91,17.22,3.33,9.05,18.44,3.86,60.54,20.25,67.31
JUN,20,6,13.75,11,3.35,13.59,19.83,2.41,114.92,19.38,70.43
JUN,20,7,9.83,8.47,3.5,14.31,23.69,2.63,90.09,19.68,71.99
JUN,20,8,14.97,7.12,3.43,11.67,23.63,3.21,87.51,22.29,64.55
JUN,20,9,22.79,6.71,3.42,10.67,25.45,4.06,83.7,23.39,58.26
JUN,20,10,29.9,5.72,3.38,9.46,16.98,3.89,94.96,26.12,49.47
JUN,20,11,37.05,5.23,3.36,8.27,15.34,3.2,107.82,28.21,42.91
JUN,20,12,43.41,4.92,3.4,8.22,15.5,2.75,183.74,29.85,38.73
JUN,20,13,53.38,10.04,3.67,10.44,25.87,2.16,251.03,29.55,39.07
JUN,20,14,63.49,15.33,3.64,9.24,24.02,2.14,200.11,32.09,32.59
JUN,20,15,67.35,19.38,3.79,9.87,26.93,2.27,180.9,32.79,29.55
JUN,20,16,64.58,21.22,3.69,10.18,24.27,2.7,202.75,33.85,26.35
JUN,20,17,46.16,8.95,3.42,8.37,19.3,4.11,89.51,33.23,23.5
JUN,20,18,40.87,6.41,3.47,10.13,20.45,4.45,68.93,32.45,23.22
JUN,20,19,38.97,7.55,3.48,10.36,23.67,5.04,57.54,31.19,24.92
JUN,20,20,34.67,7.43,3.55,12.41,26.83,4.62,53.98,29.16,29.71
JUN,20,21,31.73,9.15,3.49,9.81,35.82,5.26,62.58,27.34,35.51
JUN,20,22,28.92,7.59,3.44,9.59,17.61,4.92,73,26.27,37.39
JUN,20,23,25.73,6.68,3.45,8.73,25.53,4.7,88.29,25.04,44.78
JUN,21,0,23.25,5.91,3.4,8.35,18.34,4.5,79.04,23.78,49.87
JUN,21,1,22.15,5.03,3.35,8.09,8.57,4,73,22.85,50.18
JUN,21,2,21,4.65,3.33,7.83,15.01,2.91,77.18,21.77,53.43
JUN,21,3,18.31,4.79,3.33,9.81,11.77,3.19,58.09,21.03,55.18
JUN,21,4,18.98,7.18,3.34,8.91,13.64,2.25,80,20.61,55.49
JUN,21,5,14.02,9.37,3.34,10.86,13.2,1.85,171.84,19.72,57.3
JUN,21,6,11.58,9.15,3.35,10.99,22.54,2.47,126.47,18.51,60.86
JUN,21,7,9.28,7.39,3.44,12.71,17.96,2,90.48,18.52,59.21
JUN,21,8,8.5,6.19,3.45,13.29,20.69,2.46,112.82,20.16,56.34
JUN,21,9,17.79,5.65,3.43,10.02,19.28,3.6,88.22,23.07,52.47
JUN,21,10,29.21,5.28,3.42,9.44,19.56,3.4,87.16,24.83,50.52
JUN,21,11,39.86,4.97,3.42,9.27,14.89,1.93,163.25,28.45,43.37
JUN,21,12,50.06,4.72,3.42,8.66,19.25,2.22,157.23,29.7,38.44
JUN,21,13,55.18,4.33,3.45,8.71,30.68,2.05,183.85,29.74,37.99
JUN,21,14,56.08,4.2,3.52,9.11,40.02,2.48,179.18,30.92,34.75
JUN,21,15,56.19,4.66,3.46,8.44,166.09,2.29,187.87,31.14,32.05
JUN,21,16,60.22,5.31,3.56,8.82,59.28,2.24,222.67,31.47,30.79
JUN,21,17,60.08,4.71,3.52,9.35,29.08,2.95,247.92,30.86,31.97
JUN,21,18,61.83,4.48,3.46,7.64,22.65,2.62,201.84,32.19,27.88
JUN,21,19,56.89,4.09,3.48,7.95,27.73,3.16,165.1,29.95,30.18
JUN,21,20,44.67,3.47,3.74,15.43,48.15,1.86,204.34,28.17,31.76
JUN,21,21,35.21,3.09,3.74,14.77,64.13,3.42,239.45,26.82,40.4
JUN,21,22,36.78,3.06,3.63,12.93,60.81,3.96,302.36,25.26,46.7
JUN,21,23,37.24,3,3.52,10.6,25.9,3.85,282.16,24.17,51.65
JUN,22,0,37.68,2.78,3.54,7.84,86.99,3.97,117.37,18.39,85.75
JUN,22,1,31.5,4.75,3.44,9.78,59.28,2.38,64,17.94,93.84
JUN,22,2,27.43,6.4,3.36,8.3,35.47,3.75,60.59,18.53,93.84
JUN,22,3,26.59,7.32,3.48,7.82,8.46,2.25,155.57,18.91,91.83
JUN,22,4,25.5,8.87,3.31,8.22,10.91,2.89,113.1,18.62,87.28
JUN,22,5,23.72,8.99,3.29,9.29,10.19,1.97,143.22,17.73,90.56
JUN,22,6,26.18,9.57,3.37,12.31,14.43,1.57,179.39,17.67,94.8
JUN,22,7,14.53,10.59,3.49,16.88,21.85,1.94,288.07,17.78,90.91
JUN,22,8,18.91,11.47,3.6,13.95,11.86,1.94,209.26,19.89,85.04
JUN,22,9,22.87,15.55,3.58,13.77,13.85,2.63,128.59,21.35,76.45
JUN,22,10,26.61,14.44,3.4,9.92,23.68,2.92,117.32,21.18,75.79
JUN,22,11,32.85,11.02,3.35,9.18,7.02,2.7,128.49,23.44,67.19
JUN,22,12,40.63,9.2,3.35,9.33,6.87,2.02,121.12,25.82,59.39
JUN,22,13,46.86,8.37,3.35,8.58,12.73,2.49,147.44,27.75,50.75
JUN,22,14,51.2,7.69,3.36,8.71,8.93,2.56,176.85,28.48,45.98
JUN,22,15,58.56,7.13,3.4,8.96,13.04,2.74,176.14,29.22,43.02
JUN,22,16,57.5,6.54,3.38,8.7,9.89,2.76,199.76,29.82,40.9
JUN,22,17,59.07,5.7,3.37,8.22,13.49,2.86,159,30.13,37.81
JUN,22,18,55.28,5.34,3.41,9.16,22.44,3.63,162.01,27.96,40.86
JUN,22,19,44.39,5.11,3.52,13.29,39.9,2.61,135.05,26.59,47.69
JUN,22,20,28.79,5.28,3.57,17.93,32.78,2.29,136.28,25.28,57.77
JUN,22,21,33.26,5.12,3.6,13.37,32.17,4.47,302.36,20.28,78.2
JUN,22,22,32.46,5.54,3.58,12.34,6.59,3.37,255.05,19.66,85.09
JUN,22,23,33.12,6.92,3.81,10.61,25.65,3.1,182.22,20.54,72.42
JUN,23,0,32.05,8.23,3.38,9.61,12.64,3.29,211.75,20.15,75.18
JUN,23,1,29.37,6.18,3.34,9.53,13.99,2.89,244.71,19.21,79.7
JUN,23,2,31.3,5.38,3.32,9.49,5.59,3.19,283.8,19.07,77.9
JUN,23,3,31.2,4.98,3.3,10.19,28.07,3.8,285.22,19.17,75.27
JUN,23,4,30.49,4.69,3.29,10.85,4.62,3.07,260.84,18.76,76.81
JUN,23,5,28.25,4.69,3.3,12.68,3.21,2.17,232.02,18.17,78.4
JUN,23,6,23.2,4.62,3.35,13.31,11.21,2.6,229.02,17.91,80.41
JUN,23,7,21.31,4.64,3.45,15.09,9.3,1.75,245.91,18.72,80.07
JUN,23,8,23.71,4.77,3.44,13.72,8.85,1.77,250.7,20.66,75.08
JUN,23,9,29.66,4.64,3.4,10.62,9.14,3.02,269.96,22.94,66.82
JUN,23,10,34.86,4.45,3.43,12.81,9.33,2.83,251.82,26,54.51
JUN,23,11,40.05,4.4,3.46,12.64,12.11,2.27,202.77,26.89,50.09
JUN,23,12,57.48,5.04,3.58,12.88,26.65,2.22,236.24,27.55,48.44
JUN,23,13,76.12,9.72,3.55,12.02,39.76,2.1,195.25,29.17,42.82
JUN,23,14,74.38,7.64,3.47,10.29,27.52,2.44,218.08,29.96,39.08
JUN,23,15,60.91,5.77,3.4,8.78,12.64,3.29,266.5,30.46,34.07
JUN,23,16,65.16,4.4,3.45,9.98,6.87,3.19,195.29,31.43,31.84
JUN,23,17,49.39,4.25,3.5,11.7,49.99,6.79,93.8,23.79,53.07
JUN,23,18,39.19,4.06,3.51,13.6,23.91,3.63,102.05,22.77,54.97
JUN,23,19,33.68,3.91,3.61,15.93,28.59,2.69,173.32,22.08,58.49
JUN,23,20,27.54,4.14,3.7,16.82,24.77,2.89,224.95,21.28,64.13
JUN,23,21,34.75,4.4,3.45,10.53,17.04,3.24,160.07,20.16,66.16
JUN,23,22,27.82,4.39,3.46,15.9,18.34,3.08,83.42,19.77,68.81
JUN,23,23,23.66,4.88,3.4,16.01,18.83,2.64,71.53,19.7,69.74
JUN,24,0,20.13,5.07,3.41,17.69,13.76,2.45,118.69,19.51,71.17
JUN,24,1,11.73,5.26,3.44,20.49,25.47,2.25,113.2,18.64,76.62
JUN,24,2,7.41,5.1,3.45,20.69,25.01,2.75,89.79,18.88,75.27
JUN,24,3,11.15,5.32,3.39,18.04,12.15,2.71,127.27,18.66,73.14
JUN,24,4,6.77,5.1,3.41,20.08,17.87,1.97,147.33,17.86,76.7
JUN,24,5,5.25,6.18,3.47,21.52,21.45,1.56,89.12,17.53,77.4
JUN,24,6,1,7.66,3.58,23.92,25.67,1.71,138.35,17.36,80.47
JUN,24,7,0.83,8.23,3.65,22.19,26.98,1.62,118.68,17.48,81.74
JUN,24,8,2.71,8.24,3.52,19.34,32.21,2.06,132.82,19.04,78.95
JUN,24,9,10,7.33,3.46,15.66,20.59,2.26,121.96,21.4,68.86
JUN,24,10,27.68,6.53,3.39,9.87,17,3.44,80.97,22.64,57.12
JUN,24,11,30.86,6.08,3.46,9.89,9.9,3.13,90.86,24.12,52.19
JUN,24,12,37.75,5.5,3.35,8.48,9.75,2.58,91.79,25.95,46.58
JUN,24,13,42.72,5.2,3.35,8.67,9.84,2.54,98.58,27.1,41.29
JUN,24,14,46.34,4.97,3.32,7.93,107.72,3.04,143.88,28.52,36.22
JUN,24,15,51.04,4.74,3.36,8.6,54.45,2.69,119.72,27.98,35.75
JUN,24,16,47.6,4.06,3.44,11.11,16.23,2.85,146.53,27.05,36.26
JUN,24,17,33.06,24.49,3.74,13.94,25.95,4.12,143.2,25.56,44.22
JUN,24,18,29.64,28.52,3.8,14.56,23.95,2.76,207.76,25.06,43.53
JUN,24,19,28.14,17.33,3.64,14.67,25.18,2.28,285.24,25,44.39
JUN,24,20,27.45,9.98,3.54,14.46,15.59,1.99,144.52,23.82,48.84
JUN,24,21,21.22,7.6,3.57,18.17,22.26,2.3,124.06,22.31,57.95
JUN,24,22,23.18,6.31,3.49,16.23,22.28,3.53,109.21,21.26,62.13
JUN,24,23,24.11,5.88,3.43,15.87,24.21,2.59,96.88,20.42,64.95
JUN,25,0,18.47,5.74,3.42,15.17,20.7,2.72,81.08,20.07,69.15
JUN,25,1,22.41,5.62,3.37,11.96,7.18,2.32,109.13,20.44,65.99
JUN,25,2,20.31,5.5,3.32,10.61,8.88,2.39,76.84,20.33,66.34
JUN,25,3,15,5.36,3.34,13.85,26.99,2.83,142.92,19.52,72.27
JUN,25,4,17.41,5.32,3.35,10.62,96.12,2.85,162.34,17.96,83.91
JUN,25,5,20.1,4.95,3.37,9.45,13.3,2.09,133.88,17.08,89.1
JUN,25,6,17.06,5.16,3.42,11.8,3.27,2.57,79.52,16.95,94.34
JUN,25,7,16.54,5.57,3.51,13.27,3.28,2.67,61.96,16.68,97.55
JUN,25,8,11.46,6.46,3.68,15.82,20.72,1.98,75.05,18.01,96.13
JUN,25,9,17.16,6.81,3.44,11.09,9.1,2.95,89.31,22.13,81.04
JUN,25,10,23.26,6.03,3.38,9.43,9.96,3.76,93.34,22.54,70.24
JUN,25,11,28.85,5.38,3.36,8.3,15.53,3.59,105.4,24.4,61.39
JUN,25,12,32.3,5.19,3.39,9.1,19.65,3.11,94.05,25.23,55.21
JUN,25,13,36.47,5.16,3.39,9.04,37.43,2.92,118.61,27.45,46.86
JUN,25,14,41.2,4.94,3.39,8.3,158.41,2.38,117.96,27.94,44.15
JUN,25,15,38.65,4.62,3.39,7.58,32.77,2.55,148.08,26.67,46.2
JUN,25,16,25.25,4.42,3.61,11.98,26.78,3.38,80.32,22.66,66.91
JUN,25,17,18.82,4.6,3.59,15.52,21.2,3.55,67.58,21.84,73.17
JUN,25,18,16.93,5.56,3.6,12.12,20.72,3.65,90.62,21.43,73.4
JUN,25,19,16.92,5.25,3.58,12.02,25.39,3.83,98.94,20.94,72.33
JUN,25,20,13.11,4.98,3.58,14.17,23.99,3.93,84.77,19.95,78.26
JUN,25,21,7.86,4.99,3.61,18.46,15.07,3.47,92.61,19.04,84.01
JUN,25,22,8.55,5.42,3.55,15.24,13.84,2.92,93.57,18.86,86.97
JUN,25,23,9.43,5.22,3.46,12.67,11.48,2.85,103.87,18.88,86.95
JUN,26,0,7.72,5.33,3.44,13.57,7.08,2.68,107.14,18.72,87.08
JUN,26,1,4.35,3.76,3.45,15.17,14.68,2.41,89.61,18.49,88.72
JUN,26,2,1.93,2.84,3.41,16.59,10.52,2.55,102.41,18.2,89.64
JUN,26,3,3.19,3.19,3.39,16.63,10.1,1.6,134.55,17.94,89.61
JUN,26,4,1.27,3.17,3.42,17.81,14.85,2.02,127.48,17.57,90.72
JUN,26,5,1.15,3.04,3.41,18.65,21.11,2.37,124.27,17.58,90.58
JUN,26,6,1.16,3.25,3.47,19.08,28.1,2.44,92.85,17.78,90.12
JUN,26,7,0.81,3.69,3.63,17.73,24.03,2.6,95.89,17.81,90.39
JUN,26,8,3.47,3.79,3.7,17.34,24.84,2.64,88.7,18.87,87.42
JUN,26,9,8.41,3.62,3.58,13.71,23.75,3.73,86.39,20.47,81.92
JUN,26,10,14.56,3.71,3.48,11.04,16.61,3.56,88.49,22.4,70.34
JUN,26,11,21.25,3.49,3.45,10.72,13.76,3.57,92.77,23.41,64.72
JUN,26,12,29.55,3.39,3.45,10.34,53.53,3.76,104.23,26.21,53.72
JUN,26,13,39.69,2.97,3.42,9.65,84.58,3.62,101.63,28.37,45.27
JUN,26,14,42.79,2.78,3.43,9.66,15.96,3.5,118.01,27.01,47.86
JUN,26,15,39.08,2.7,3.47,10.09,39.02,4.84,163.3,23.39,64.31
JUN,26,16,32.31,1.95,3.44,8.72,20.54,4.44,182.35,24.49,56.35
JUN,26,17,28.35,2.15,3.44,8.66,8.6,3.27,141.02,24.08,57.68
JUN,26,18,22.25,1.67,3.5,9.8,19.47,3.84,99.88,21.43,69.58
JUN,26,19,23.55,2.1,3.61,13.55,23.28,3.08,64.75,20.07,71.95
JUN,26,20,18.07,4.13,3.69,17.48,18.8,2.23,105.75,20.21,72.66
JUN,26,21,13.55,4.61,3.6,16.68,24.21,3.58,104.81,19.19,82.38
JUN,26,22,15.54,4,3.54,13.49,19.92,3.27,108.14,18.73,87.92
JUN,26,23,15.65,3.84,3.47,12.52,15.23,2.77,93.03,18.83,86.94
JUN,27,0,14.73,3.59,3.42,12.71,14.49,3.06,113.2,18.51,87.47
JUN,27,1,12.59,4.43,3.41,13.84,27.73,2,133.96,17.84,89.18
JUN,27,2,12.15,4.81,3.46,14.41,18.19,1.54,131.88,17.4,90.6
JUN,27,3,8.24,4.81,3.42,15.96,20.5,1.58,78.08,17.78,90.46
JUN,27,4,2.12,5.51,3.39,21.42,17.36,1.59,106.88,17.54,89.81
JUN,27,5,NA,5.6,3.44,21.61,16.9,1.47,100.44,16.94,90.49
JUN,27,6,NA,6.11,3.61,22.15,23.97,1.85,297.67,16.42,88.86
JUN,27,7,NA,6.14,3.81,21.59,34.19,1.44,242.81,16.75,89.99
JUN,27,8,2.23,6.48,4.17,24.13,46.56,1.71,150.92,19.53,87.7
JUN,27,9,10.51,6.1,3.59,16.81,50.07,2.29,110.52,22.47,74.21
JUN,27,10,18.16,5.98,3.5,11.68,28.92,3.12,96.23,23.68,67.46
JUN,27,11,27.91,5.69,3.43,9.91,19.3,3.54,99.21,26,56.75
JUN,27,12,41.33,5.07,3.46,9.87,29.5,3.65,101.02,27.5,49.23
JUN,27,13,53.88,4.49,3.48,10.26,32.73,3.06,83.57,28.68,43.82
