DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR
JUL,14,17,81.04,8.79,2.164,9.29,NA,3.24,169.51,30.94,25.09
JUL,14,18,77.65,6.9,2.192,10.44,NA,2.9,179.92,29.53,26.82
JUL,14,19,68.68,5.76,2.264,13.14,NA,2.71,218.03,28.47,28.71
JUL,14,20,55.99,5.59,2.391,17.88,NA,2.21,263.69,26.93,32.76
JUL,14,21,37.57,5.67,2.585,28.29,NA,2.07,257.88,25.52,38.11
JUL,14,22,29.65,6.42,2.468,27.73,NA,2.58,129.75,25.1,40.23
JUL,14,23,29,8.03,2.165,13.48,NA,3.29,73,25.07,42.47
JUL,15,0,20.65,6.48,2.181,14.8,NA,3.64,79.51,23.44,54.05
JUL,15,1,16.18,5.95,2.175,16.96,NA,3,83.6,22.38,60.89
JUL,15,2,18.75,5.81,2.181,13.15,NA,3.37,109.87,21.68,64.34
JUL,15,3,21.35,8.43,2.175,11.72,NA,3.46,99.74,21.6,64.58
JUL,15,4,19.21,8.99,2.156,12.13,NA,2.45,97.18,20.74,63.67
JUL,15,5,16.82,6.34,2.153,13.76,NA,2.34,121,20.02,64.37
JUL,15,6,10.79,6.06,2.251,17.41,NA,2.92,99.43,19.27,68.36
JUL,15,7,8.74,6.97,2.337,18.12,NA,2.72,83.61,18.65,72.42
JUL,15,8,8.91,5.89,2.371,17.51,NA,2.83,79.76,20.08,70.53
JUL,15,9,20.61,5.36,2.3,12.51,NA,3.64,89.36,24.1,57.69
JUL,15,10,34.29,4.58,2.241,9.98,34,3.8,107.73,25.91,52.52
JUL,15,11,38.33,4.09,2.262,10.46,38,2.78,127.2,28.11,47.42
JUL,15,12,44.16,4.15,2.269,9.5,44,2.53,213.87,29.24,45.52
JUL,15,13,41.91,3.72,2.229,8.88,42,2.31,169.75,30.53,40.54
JUL,15,14,47.97,3.41,2.238,9.04,48,2.58,183.98,31.04,37.75
JUL,15,15,43.55,3.64,2.245,9.59,44,2.57,114.87,31.51,33.53
JUL,15,16,48.26,5.25,2.2,9.41,48,2.77,128.81,32.19,29.66
JUL,15,17,48.16,4.6,2.205,9.17,48,2.57,139.54,32.06,30.28
JUL,15,18,49.15,5.92,2.214,9.22,49,2.73,123.88,31.43,31.44
JUL,15,19,50.91,6.6,2.245,9.98,51,2.08,174.04,30.02,32.78
JUL,15,20,49.18,5.8,2.388,14.16,84,4.25,189.66,25.32,49.06
JUL,15,21,45.51,4.96,2.348,15.48,54,3.92,176.2,21.76,64.98
JUL,15,22,34.03,10.95,2.23,14.46,130,3.12,68.95,23.44,54.07
JUL,15,23,29.94,9.18,2.198,14.23,135,2.72,105.14,23.31,54.80
JUL,16,0,28.03,7.53,2.177,12.43,33,4.15,80.39,23.19,56.77
JUL,16,1,20.56,6.18,2.181,14,17,3.88,76.37,22.25,63.46
JUL,16,2,15.71,6.06,2.171,13.14,30,3.58,76.32,21.26,67.47
JUL,16,3,10.36,5.49,2.166,16.13,40,3.3,92.55,20.3,69.64
JUL,16,4,12.58,4.92,2.156,14.61,45,3.22,80.15,20.04,69.47
JUL,16,5,17.17,4.81,2.178,12.55,36,3.16,80.19,20.51,67.14
JUL,16,6,14.03,4.69,2.255,15.43,40,2.94,89.86,19.63,70.62
JUL,16,7,10.66,4.32,2.367,14.57,52,3.12,85.64,19.05,74.27
JUL,16,8,12.73,4.74,2.352,12.52,58,3.38,83.08,21.23,68.74
JUL,16,9,21.59,4.34,2.305,9.52,48,4.26,82.34,23.68,58.68
JUL,16,10,29.33,4.34,2.263,8.99,39,3.81,95.35,25.78,52.21
JUL,16,11,43.36,4.18,2.229,9.13,58,2.79,133.88,28.24,45.96
JUL,16,12,52.08,3.93,2.246,8.11,284,2.77,139.65,29.98,40.74
JUL,16,13,59.42,3.65,2.248,8.42,83,2.47,171.19,30.17,37.94
JUL,16,14,70.47,5.82,2.332,11.9,33,2.26,215.58,30.75,35.86
JUL,16,15,74.49,21.93,2.26,11.06,36,2.3,202.3,31.83,30.11
JUL,16,16,61.43,10.72,2.22,9.74,32,2.23,129.02,31.26,28.45
JUL,16,17,56.34,5.24,2.184,9.08,17,3.22,99.57,32.1,22.96
JUL,16,18,53.63,6.9,2.277,12.25,25,3.79,169.28,31.2,25.72
JUL,16,19,38.08,7.7,2.544,17.52,28,3.26,224.16,28.2,31.89
JUL,16,20,27.05,8.77,2.518,21.85,37,2.3,255.48,26.73,33.00
JUL,16,21,21.83,12.46,2.353,18.53,36,2.81,87.67,25.96,38.81
JUL,16,22,18.96,24.31,2.24,12.67,43,3.64,81.01,25.14,48.91
JUL,16,23,16.64,9.26,2.2,10.53,55,4.22,91.83,23.39,57.54
JUL,17,0,18.93,6.11,2.171,9.51,47,4.03,77.07,22.18,62.42
JUL,17,1,16.13,4.61,2.162,11.65,38,3.32,74.84,20.74,63.35
JUL,17,2,22.6,3.3,2.158,9.72,42,2.41,108.93,20.66,61.77
JUL,17,3,22.95,2.9,2.162,10.91,50,2.64,122.95,20.38,64.69
JUL,17,4,20.55,2.73,2.157,9.12,50,2.31,110.07,20.03,67.08
JUL,17,5,13.98,2.96,2.168,13.13,62,2.61,135.36,19.05,70.74
JUL,17,6,13.66,4.08,2.298,14.78,58,2.38,67.19,18.53,72.70
JUL,17,7,5.98,3.88,2.381,18.39,59,2.56,89.13,19.06,72.48
JUL,17,8,9.73,3.73,2.355,17.02,59,2.93,102.02,21.72,65.27
JUL,17,9,17.74,3.3,2.312,12.75,61,3.28,82.32,23.61,57.57
JUL,17,10,29.43,2.5,2.242,8.94,54,2.86,113.05,25.77,49.96
JUL,17,11,41.65,2.92,2.207,8.65,48,2.47,162.45,27.97,43.31
JUL,17,12,51.99,3.74,2.212,9.14,50,2.45,158.24,29.13,39.19
JUL,17,13,56.65,2.97,2.208,8.34,54,2.69,158.57,29.76,35.33
JUL,17,14,55.06,2.16,2.203,7.71,38,2.92,172.71,30.2,31.33
JUL,17,15,56.18,1.55,2.186,7.3,30,2.62,176.34,31,28.41
JUL,17,16,60.35,1.75,2.187,7.83,33,2.69,126.39,31.13,27.14
JUL,17,17,64.31,4.77,2.181,7.9,34,2.73,135.09,30.82,26.62
JUL,17,18,68.35,4.95,2.234,9.74,34,2.42,208.91,31.34,26.78
JUL,17,19,55.24,18.68,2.31,14.23,49,4.06,150.32,28.97,30.12
JUL,17,20,40.49,10.37,2.316,13.86,68,4.01,90.94,25.17,37.35
JUL,17,21,49.61,3.37,2.217,10.66,77,4.08,152.28,22.61,49.71
JUL,17,22,49.93,2.86,2.19,10.44,44,3.16,147.88,21.55,54.75
JUL,17,23,47.24,2.19,2.18,11.22,29,2.77,146.66,20.76,57.39
JUL,18,0,48.43,1.6,2.166,8.54,20,3.41,133.72,20,61.13
JUL,18,1,38.44,2.69,2.202,14.56,18,2.26,90.48,18.99,66.13
JUL,18,2,26.73,4.54,2.171,17.25,32,2.29,87.32,18.14,69.40
JUL,18,3,31.07,5.8,2.174,13.24,32,1.65,176.5,17.55,70.26
JUL,18,4,30.96,5.67,2.18,13.04,20,1.77,196.71,17.37,70.73
JUL,18,5,26.14,4.84,2.182,14.32,29,1.69,152.2,16.83,73.99
JUL,18,6,14.89,4.66,2.305,23.12,33,1.76,83.1,16.21,75.94
JUL,18,7,0.89,7.59,2.444,28.31,41,1.63,156.44,16.55,76.15
JUL,18,8,4.67,7.33,2.494,26.86,57,1.88,116.94,19.6,70.28
JUL,18,9,17.26,9.88,2.337,18.57,54,2.2,113.68,23.1,57.75
JUL,18,10,30.67,7.95,2.302,12.47,48,3.32,104.43,24.39,53.49
JUL,18,11,40.36,6.38,2.315,11.92,56,3.16,111.51,25.66,50.00
JUL,18,12,56.32,6.14,2.336,11.47,64,2.88,117.9,26.98,44.97
JUL,18,13,70.63,5.6,2.292,10.13,62,2.77,156.52,28.57,38.78
JUL,18,14,73.47,5.29,2.231,10.03,36,2.49,182.47,29.9,33.45
JUL,18,15,72.61,6.96,2.217,9.38,31,2.87,150.96,30.23,30.87
JUL,18,16,73.84,8.33,2.201,8.8,28,2.33,195.74,30.86,28.70
JUL,18,17,69,8.81,2.275,10.08,36,3.87,128.6,30.12,29.35
JUL,18,18,50.55,11.48,2.385,13.32,56,4.2,163.7,26.46,36.32
JUL,18,19,49.96,7.06,2.327,12.54,37,4.61,90.05,24.88,43.80
JUL,18,20,49.8,5.47,2.315,12.38,50,3.19,134.89,23.19,50.29
JUL,18,21,43.73,4.75,2.336,12.86,45,2.19,136.97,21.64,58.05
JUL,18,22,37.54,4.17,2.312,13.89,38,1.96,137.31,21.35,58.84
JUL,18,23,33.55,4.26,2.319,17.49,36,2.05,150.53,21.44,59.90
JUL,19,0,32.76,4.9,2.282,15.81,34,2.34,126.97,21.48,59.54
JUL,19,1,32.57,5.11,2.248,15.26,21,2.19,156.72,20.82,61.13
JUL,19,2,27.01,4.57,2.234,15.01,30,2.79,281.24,20.33,67.60
JUL,19,3,30.59,3.28,2.224,14.74,37,2.85,307.48,19.91,70.12
JUL,19,4,34.55,3.09,2.237,11.67,27,3.11,303.04,19.44,72.49
JUL,19,5,30.95,2.86,2.257,13.32,26,3.23,290.01,18.81,75.97
JUL,19,6,30.09,2.6,2.359,14.17,22,2.69,299.24,18.13,78.00
JUL,19,7,22.25,2.31,2.38,16.33,20,1.85,241.8,17.6,80.20
JUL,19,8,20.22,2.2,2.455,17.75,29,1.71,181.91,21.53,75.36
JUL,19,9,22.6,3.13,2.429,15.41,37,2.52,103.36,24.09,61.80
JUL,19,10,25.81,4.95,2.389,11.43,64,3.42,105.35,24.98,56.85
JUL,19,11,40.26,4.31,2.334,9.56,139,3.79,100.5,26.09,49.86
JUL,19,12,50.26,3.44,2.286,9.16,89,2.87,139.32,28.09,43.71
JUL,19,13,57.21,3.15,2.279,8.91,145,2.47,168.21,29.87,38.07
JUL,19,14,59.63,2.63,2.249,8.55,42,2.67,164.24,30.63,33.47
JUL,19,15,59.36,2.22,2.281,9.41,37,2.36,213.96,31.62,28.76
JUL,19,16,58.02,1.77,2.215,7.79,23,2.78,254.92,32.14,26.31
JUL,19,17,58.55,1.77,2.229,8.39,37,2.97,226.94,30.2,30.05
JUL,19,18,55.05,1.69,2.317,9.01,72,3.73,210.32,28.02,36.07
JUL,19,19,41.96,1.95,2.333,13.29,124,4.26,88.68,19.61,72.95
JUL,19,20,29.88,5.51,2.399,17.42,116,4.22,49.18,17.13,91.61
JUL,19,21,36.64,8.31,2.368,11.73,29,3.95,50,16.67,92.82
JUL,19,22,35.87,7.48,2.338,12.55,NA,2.46,82.55,17.34,92.38
JUL,19,23,29.71,6.28,2.286,13.54,NA,1.98,186.05,17.45,94.28
JUL,20,0,25.04,5.2,2.235,13.26,22,1.84,141.59,16.95,94.98
JUL,20,1,20.23,3.69,2.252,13.44,47,1.85,69.35,16.61,96.43
JUL,20,2,14.35,3.8,2.246,17.07,47,1.57,186.66,16.31,97.02
JUL,20,3,9.32,3.37,2.253,18.93,NA,1.66,268.27,16.19,97.30
JUL,20,4,0.97,2.63,2.265,24.15,NA,1.39,196.57,15.75,97.17
JUL,20,5,2.22,2.05,2.326,20.09,NA,1.35,163.68,15.76,97.83
JUL,20,6,0.52,1.71,2.406,18.18,NA,1.79,143.58,15.53,98.18
JUL,20,7,0.48,1.63,2.421,19.09,NA,2.18,123.33,14.68,98.55
JUL,20,8,3.44,1.12,2.415,19.01,NA,2.11,151.69,15.45,99.66
JUL,20,9,10.7,0.72,2.388,13.13,NA,2.44,119.1,17.69,98.15
JUL,20,10,17.2,0.47,2.389,14.75,NA,2.78,128.3,21.08,88.18
JUL,20,11,26.22,0.43,2.37,15.87,NA,2.34,120.44,23.96,74.20
JUL,20,12,46.43,0.64,2.265,12.36,NA,1.99,166.7,26.61,56.97
JUL,20,13,42.95,0.62,2.285,9.58,NA,2.24,197.87,28.38,47.88
JUL,20,14,70.54,1.09,2.379,11.62,NA,2.56,253.18,29.52,38.40
JUL,20,15,59.13,0.87,2.333,11.56,NA,3.82,237.42,29.4,33.10
JUL,20,16,65.1,NA,2.323,10.98,NA,3.4,275.29,29.94,33.22
JUL,20,17,69.93,NA,2.306,12.51,NA,3.3,291.69,30.02,32.58
JUL,20,18,63.96,NA,2.397,11.61,NA,3.67,297.51,28.89,32.60
JUL,20,19,63.98,NA,2.325,9.45,NA,2.69,268.99,28.63,34.15
JUL,20,20,54.55,NA,2.468,16.29,NA,2.17,254.84,26.2,42.29
JUL,20,21,41.78,NA,2.636,18.48,NA,1.9,234.05,24.98,47.55
JUL,20,22,40.85,NA,2.391,16.9,NA,2.27,248.01,24.12,50.03
JUL,20,23,30.97,NA,2.36,21.46,NA,1.96,233.76,23.45,53.36
JUL,21,0,22.45,NA,2.293,22.34,35,2.83,125.67,22.78,59.15
JUL,21,1,24.72,NA,2.261,13.01,50,2.62,120.68,21.57,65.87
JUL,21,2,26.46,2.23,2.221,13.18,22,2.04,207.25,21.36,65.15
JUL,21,3,20.56,2.3,2.21,15.25,22,2.31,197.42,20.75,68.89
JUL,21,4,19.84,2.31,2.222,13.67,25,1.8,169.79,20.29,71.68
JUL,21,5,13.65,2.76,2.258,20.12,31,1.78,231.49,19.53,72.92
JUL,21,6,13.51,2.34,2.333,19.3,28,1.98,244.6,18.47,75.69
JUL,21,7,12.21,2.03,2.437,22.64,30,2.14,239.95,18.47,79.24
JUL,21,8,11.58,2.12,2.507,19.97,42,1.78,197.47,22.01,72.42
JUL,21,9,31.93,1.93,2.297,11.6,23,1.9,172.94,26.3,55.88
JUL,21,10,34.46,1.81,2.286,12.34,25,2.35,147.6,26.95,52.01
JUL,21,11,37.82,1.87,2.31,11.35,44,2.58,141.08,27.72,50.55
JUL,21,12,50.36,2.52,2.279,11.42,38,2.6,179.29,28.69,46.06
JUL,21,13,63.42,4.79,2.272,11.49,50,2.45,224.26,29.77,40.51
JUL,21,14,73.77,8.62,2.344,11.36,52,3.03,227.92,30.32,35.50
JUL,21,15,68.95,7.67,2.308,11.22,38,2.73,258.04,30.68,33.45
JUL,21,16,61.09,6.74,2.294,9.85,31,3.66,276.85,30.78,29.52
JUL,21,17,61.26,5.73,2.286,11.07,16,3.37,286.96,31.46,26.88
JUL,21,18,63.04,4.44,2.368,11.02,28,2.93,275.06,30.68,31.23
JUL,21,19,56.3,4.08,2.321,11.65,57,5.01,125.47,26.4,44.64
JUL,21,20,48.12,4.32,2.323,13.56,63,5.34,96.11,22.46,60.93
JUL,21,21,46.3,4.48,2.33,12.93,31,3.71,137.54,21.74,63.65
JUL,21,22,42.13,4.35,2.281,11.74,44,3.36,156.87,20.46,71.01
JUL,21,23,35.33,4.01,2.294,16.37,15,2.49,119.38,20.64,70.71
JUL,22,0,27.99,4.4,2.275,18.85,20,2.41,100,20.64,70.80
JUL,22,1,27.08,3.77,2.275,17.58,19,2.54,127.16,20.37,72.73
JUL,22,2,26.27,3.12,2.238,14.09,15,2.73,107.83,20.18,74.45
JUL,22,3,25.68,2.94,2.231,15.04,9,2.4,96.12,20.08,74.83
JUL,22,4,19.57,2.96,2.226,17.09,12,2.09,126.83,19.85,75.80
JUL,22,5,19.31,2.99,2.24,16.1,21,2.26,134.24,19.71,76.40
JUL,22,6,10.7,3.08,2.304,20.95,27,2.32,134.18,19.51,79.05
JUL,22,7,6.24,3.15,2.402,22.01,28,2.12,140.84,19.71,80.47
JUL,22,8,9.98,3.27,2.461,17.7,30,2.83,107.64,22.77,71.93
JUL,22,9,21.97,3.22,2.367,12.67,18,3.74,94.93,24.64,61.04
JUL,22,10,29.02,3.38,2.342,12.63,31,3.48,91.95,25.43,55.45
JUL,22,11,36.91,3.1,2.308,11.58,24,3.28,102.9,26.63,49.69
JUL,22,12,45.47,2.75,2.285,9.08,22,3.26,112.73,28.6,45.02
JUL,22,13,52.61,2.95,2.288,9.35,30,3.04,127.81,29.72,40.10
JUL,22,14,57.62,2.84,2.276,10.42,18,2.85,119.95,30.71,34.21
JUL,22,15,57.34,2.84,2.348,11.27,18,3.85,208.34,30.62,36.78
JUL,22,16,52.5,2.79,2.431,13.91,36,4.17,298.05,28.59,45.22
JUL,22,17,57.61,3.01,2.392,12.38,26,3.25,269.92,30.25,36.21
JUL,22,18,54.57,3.09,2.434,13.49,41,5.46,270.83,26.59,47.28
JUL,22,19,44.01,2.72,2.35,11,59,5.11,260.83,22.7,62.42
JUL,22,20,39.97,2.47,2.355,11.98,25,4.06,246.41,21.56,64.17
JUL,22,21,38.15,2.46,2.398,12.41,18,2.89,265.74,20.8,66.19
JUL,22,22,36.48,2.38,2.352,12.14,12,2.66,258.24,20.55,67.41
JUL,22,23,36.12,2.34,2.318,12.18,14,2.34,248.96,20.68,66.86
JUL,23,0,35.57,2.55,2.285,10.91,11,2.54,245.56,20.5,67.61
JUL,23,1,34.61,3.09,2.269,11.12,13,2.2,261.42,20.01,69.68
JUL,23,2,29.84,3.79,2.279,14.04,11,2.24,277.58,19.68,71.96
JUL,23,3,31.15,3.93,2.279,13.19,19,1.79,225.49,19.73,72.10
JUL,23,4,20.01,3.73,2.275,19.48,15,2.01,120.11,19.55,74.85
JUL,23,5,18.22,3.78,2.291,18.4,17,1.71,213.72,19.5,74.53
JUL,23,6,19.04,3.86,2.299,15.75,16,1.6,222.86,19.47,73.48
JUL,23,7,13.51,4.26,2.5,23.16,21,1.63,169.65,19.26,74.27
JUL,23,8,6.75,4.38,2.543,24.98,27,1.61,207.42,22.13,71.67
JUL,23,9,17.27,4.27,2.369,15,28,3.03,99.22,23.78,61.67
JUL,23,10,33.43,4.32,2.312,9.61,23,3.53,103.73,25.53,52.80
JUL,23,11,37.89,4.92,2.305,12.15,22,3.74,83.39,26.95,46.95
JUL,23,12,43.63,7.86,2.274,10.74,33,3.5,95.46,27.91,42.32
JUL,23,13,50.57,7.88,2.287,10.64,17,3.26,104.72,28.63,38.11
JUL,23,14,55.44,8.81,2.262,10.4,20,2.96,108.04,29.64,32.09
JUL,23,15,58.37,7.02,2.243,9.29,13,3.12,106.34,30.47,29.52
JUL,23,16,61.9,6.95,2.251,9.1,10,3.07,112.84,31.15,28.59
JUL,23,17,62.13,10.17,2.243,10.11,23,2.73,138.18,31.52,27.93
JUL,23,18,65.72,7.06,2.225,8.89,20,2.43,168.18,31,28.65
JUL,23,19,66.3,8.44,2.276,9.51,31,2.27,200.98,29.86,30.22
JUL,23,20,58.33,5.91,2.395,12.48,50,3.42,243.21,26.78,41.91
JUL,23,21,43.05,5.05,2.395,13.41,51,4.04,247.29,23.06,60.28
JUL,23,22,41.39,4.79,2.358,11.27,46,3,223.93,20.82,75.74
JUL,23,23,35.53,4.53,2.303,11.15,13,2.69,215.85,21.01,73.65
JUL,24,0,36.36,4.18,2.272,11.25,13,2.61,170.49,21.06,70.23
JUL,24,1,36.34,4.2,2.259,10.79,2,2.16,228.96,20.51,71.85
JUL,24,2,27.04,4.72,2.267,14.99,19,2.23,145.48,19.32,79.63
JUL,24,3,27.71,4.72,2.302,13.84,22,2.06,141.64,18.36,83.88
JUL,24,4,25.44,4.53,2.265,14.52,11,1.73,95.91,18.36,84.06
JUL,24,5,11.62,4.92,2.312,25.94,21,1.7,132.18,18.04,85.33
JUL,24,6,6.61,5.39,2.464,29.2,29,1.83,112.57,17.7,87.93
JUL,24,7,8.3,5.11,2.512,25.85,35,1.41,138.65,17.78,89.21
JUL,24,8,5.69,5.38,2.603,24.59,57,2.33,108.89,21.67,78.86
JUL,24,9,17.94,5.24,2.408,14.69,34,3.12,90.72,23.62,62.90
JUL,24,10,27.94,3.52,2.385,11.48,18,3.61,87.39,25.03,54.53
JUL,24,11,37.17,2.85,2.316,9.24,21,3,109.87,27.17,47.27
JUL,24,12,45.54,2.77,2.319,8.94,25,2.62,133.36,28.88,42.18
JUL,24,13,53.64,2.67,2.336,9.49,23,2.58,160.14,30.01,38.01
JUL,24,14,54.91,2.9,2.31,9.51,22,2.7,125.36,30.41,33.58
JUL,24,15,53.13,2.99,2.295,8.98,20,2.93,141.91,31.17,30.73
JUL,24,16,58.44,3.2,2.257,8.19,16,2.63,169.82,31.6,30.28
JUL,24,17,61.07,4.25,2.264,9.48,14,2.28,146.64,31.65,29.87
JUL,24,18,63.82,5.86,2.288,9.5,33,3.24,166.39,31.42,31.89
JUL,24,19,51.79,4.82,2.406,11.83,64,6.58,160.22,24.24,55.99
JUL,24,20,38.62,5.36,2.648,17.65,67,2.57,259.84,21.02,84.23
JUL,24,21,21.2,4.5,2.859,23.62,27,2.68,285.37,20.37,83.25
JUL,24,22,20.64,4.29,2.609,21.07,29,1.83,182.52,20.54,87.06
JUL,24,23,20.45,4.3,2.491,19.67,28,2.67,200.7,20.49,88.40
JUL,25,0,25.29,3.91,2.313,12.33,31,2.22,201.21,19.94,89.77
JUL,25,1,29.85,3.14,2.258,10.53,18,3.25,258.85,19.44,87.88
JUL,25,2,29.58,2.78,2.248,10.43,13,2.35,237.8,18.56,88.95
JUL,25,3,34.05,2.42,2.245,9.23,8,1.84,238.8,18.04,88.57
JUL,25,4,30.09,2.38,2.282,11.42,10,1.47,212.09,17.6,89.39
JUL,25,5,14.13,2.59,2.334,19.15,25,1.57,140.4,17.17,90.58
JUL,25,6,11.45,2.96,2.406,21.59,26,1.82,256.76,17.1,89.69
JUL,25,7,10.63,2.6,2.551,23.01,20,1.35,215.08,16.95,90.78
JUL,25,8,5.77,3.07,2.926,27.36,25,1.31,148.18,19.93,85.43
JUL,25,9,9.05,3.37,2.789,25.56,32,1.81,146.45,23.66,78.26
JUL,25,10,30.43,2.85,2.427,13.58,22,1.77,133.41,26.2,62.63
JUL,25,11,40.78,2.56,2.363,11.68,16,2.03,185.85,27.85,53.48
JUL,25,12,45,2.37,2.305,10.61,20,2.11,142.71,28.29,47.02
JUL,25,13,49.44,2.25,2.288,9.28,69,2.38,149.78,29.05,40.48
JUL,25,14,52.45,1.84,2.359,8.97,43,2.39,212.2,30.04,35.05
JUL,25,15,53.36,2.38,2.315,8.57,16,2.61,144.97,30.74,31.60
JUL,25,16,53.5,2.69,2.268,7.57,7,2.98,153.83,31.01,29.64
JUL,25,17,59.2,2.7,2.269,8.23,13,2.97,170.51,30.61,31.34
JUL,25,18,65.39,2.44,2.311,7.67,23,2.22,151.83,30.29,32.93
JUL,25,19,64.27,2.69,2.327,9.79,24,1.62,132.14,28.86,35.15
JUL,25,20,43.47,3.09,2.84,23.11,40,2.42,272.16,27.04,38.96
JUL,25,21,33.56,3.54,2.602,17.13,64,4.49,311.46,24.22,52.99
JUL,25,22,28.87,3.15,2.602,18.39,39,3.33,290.34,22.95,58.70
JUL,25,23,31,2.85,2.398,13.73,26,2.48,211.01,22.13,62.27
JUL,26,0,36.78,2.65,2.314,11.58,18,2.31,184.69,21.91,61.44
JUL,26,1,41.69,3.22,2.254,8.7,9,2.5,98.33,21.12,64.47
JUL,26,2,37.31,3.78,2.264,9.4,8,2.3,142.65,20.25,70.55
JUL,26,3,34.8,3.7,2.252,9.49,12,1.86,150.18,19.81,73.04
JUL,26,4,35.27,3.84,2.258,8.86,4,2.03,225.48,19.77,72.67
JUL,26,5,34.23,3.57,2.271,10.05,13,2.01,241.1,19.61,73.99
JUL,26,6,33.01,3.49,2.302,11.46,14,2.61,221.47,19.16,76.42
JUL,26,7,30.41,3.76,2.328,11.66,14,2.36,218.76,18.51,79.80
JUL,26,8,30.54,3.74,2.377,12.15,20,2.54,217.37,19.3,79.56
JUL,26,9,36.12,3.63,2.354,10.01,13,3.12,239.04,20.64,75.87
JUL,26,10,40.26,3.46,2.352,8.91,8,2.74,244.18,22.75,68.37
JUL,26,11,44.98,3.4,2.371,9.1,3,2.7,262.81,25.33,57.82
JUL,26,12,46.87,3.2,2.453,10.02,12,3.41,292.42,26.55,51.79
JUL,26,13,50.09,3.41,2.397,10.24,12,3.25,282.72,28.49,46.30
JUL,26,14,57.86,2.99,2.473,11.65,10,3.36,244.48,29.28,43.07
JUL,26,15,63.36,2.91,2.419,10.43,13,3.2,268.44,29.9,40.83
JUL,26,16,59.51,2.81,2.424,9.29,43,4.6,149.86,23.54,65.45
JUL,26,17,48.99,2.93,2.451,10.02,37,3.16,169,20.49,88.55
JUL,26,18,42.06,2.69,2.407,9.86,1,2.96,170.13,22.42,81.50
JUL,26,19,33.44,2.84,2.561,13.38,11,2.21,197.43,22.41,80.66
JUL,26,20,28.33,3.03,2.598,14.86,24,2.02,223.43,21.95,81.50
JUL,26,21,32.44,3.22,2.647,15.44,36,3.87,310.58,21.56,75.68
JUL,26,22,37.51,3.22,2.454,13.78,36,2.69,289.28,20.69,75.22
JUL,26,23,34.18,3.32,2.424,14.23,21,1.9,261.58,20.68,76.76
JUL,27,0,28.58,3.11,2.366,15.29,12,1.65,195.81,20.51,79.68
JUL,27,1,27.35,3.23,2.32,13.99,7,1.83,251.65,20.32,81.13
JUL,27,2,29.43,3.62,2.276,9.52,13,1.72,226.97,19.98,80.75
JUL,27,3,21.46,3.23,2.284,11.44,16,1.44,188.25,19.76,84.45
JUL,27,4,13.97,3.54,2.303,14.55,14,1.62,196.76,19.94,83.64
JUL,27,5,11.24,3.64,2.285,14.04,21,2.08,193.03,19.74,83.03
JUL,27,6,11.2,3.63,2.343,14.33,13,1.95,220.21,19.29,82.36
JUL,27,7,4.19,3.35,2.41,19.61,19,1.56,134.52,19.01,83.70
JUL,27,8,6.42,3.37,2.454,15.74,21,1.69,178.91,20.41,80.75
JUL,27,9,11.68,3.4,2.477,14.29,14,1.78,216.83,22.28,74.82
JUL,27,10,16.73,3.27,2.391,11.6,14,2.11,259.46,25.34,61.36
JUL,27,11,23.91,3.39,2.335,10.19,4,2.76,276.53,27.6,47.26
JUL,27,12,31.02,3.12,2.301,8.57,10,2.54,234.58,28.28,42.39
JUL,27,13,36.83,3.02,2.302,7.41,10,2.4,240.6,29.71,39.27
JUL,27,14,38.97,2.86,2.333,8.87,12,2.61,206.78,28.73,39.49
JUL,27,15,40.3,3.57,2.337,8.18,66,3.2,252.54,28.84,37.32
JUL,27,16,45.41,3.83,2.433,11.18,102,4.19,287.08,29.24,36.05
JUL,27,17,44.71,3.13,2.4,9.55,15,4.25,289.48,29.05,34.98
JUL,27,18,40.39,3.23,2.408,NA,17,3.62,278.51,29.3,33.36
JUL,27,19,43.01,3.51,2.459,11.21,25,4.24,268.4,27.73,40.20
JUL,27,20,35.17,3.58,2.453,NA,44,5.19,106.96,23.99,54.03
JUL,27,21,29.29,3.46,2.387,NA,50,4.2,140.68,19.64,76.53
JUL,27,22,31.55,3.37,2.309,NA,35,3.1,128.55,17.41,90.77
JUL,27,23,29.73,3.12,2.304,NA,8,2.87,109.35,17,97.57
JUL,28,0,25.31,3.17,2.296,NA,17,2.99,92.64,17.15,98.68
JUL,28,1,26.54,3.76,2.279,9.75,15,3.43,107.71,17.2,98.84
JUL,28,2,24.34,4.2,2.306,10.92,49,3.11,118.8,17.08,99.18
JUL,28,3,19.52,4.02,2.383,11.29,67,2.43,113.75,17.14,99.33
JUL,28,4,17.64,4.25,2.347,NA,13,2.6,97.18,17.17,99.28
JUL,28,5,15.93,4.22,2.42,12.84,14,2.44,90.89,17.23,99.29
JUL,28,6,13.57,4.17,2.469,15.6,17,1.91,91.17,17.34,99.14
JUL,28,7,11.25,4.55,2.501,17.19,26,2.23,79.65,17.45,99.09
JUL,28,8,12.18,4.76,2.456,16.48,26,2.37,128.16,18.24,98.33
JUL,28,9,12.63,4.66,2.602,16.03,29,2.88,119.2,19.43,95.06
JUL,28,10,21.25,4.71,2.517,13.84,26,2.74,89.47,21.33,89.48
