DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,PM10,WS,WD,TEMP,HR
ABR,29,20,44.09,8.77,1.87,57.56,6.32,62.41,27.55,22.78
ABR,29,21,42.00,9.83,1.91,60.06,6.19,86.07,25.65,27.80
ABR,29,22,43.46,8.60,1.85,55.11,6.02,73.52,23.66,31.76
ABR,29,23,42.61,12.18,1.88,30.32,5.51,67.37,22.83,35.31
ABR,30,0,43.84,13.44,1.99,60.30,5.43,69.42,20.14,52.41
ABR,30,1,43.60,14.82,2.00,40.60,5.21,71.28,19.03,55.99
ABR,30,2,44.44,13.41,1.89,21.93,5.41,75.69,18.55,57.49
ABR,30,3,44.16,5.59,1.83,9.10,5.52,76.49,17.81,60.20
ABR,30,4,42.46,5.05,1.82,7.48,4.60,76.82,17.24,62.63
ABR,30,5,41.78,4.75,1.83,13.58,3.92,80.28,16.78,65.19
ABR,30,6,34.34,4.37,1.91,11.16,3.62,83.60,15.95,67.43
ABR,30,7,29.23,4.10,1.97,17.20,3.05,84.89,15.99,68.26
ABR,30,8,31.95,4.06,2.00,22.52,3.49,89.72,18.85,59.62
ABR,30,9,40.67,3.69,1.93,24.28,4.69,82.90,21.50,48.69
ABR,30,10,44.97,4.05,1.91,21.60,4.72,87.00,23.44,42.14
ABR,30,11,50.75,3.84,1.89,19.29,5.36,76.35,25.42,34.38
ABR,30,12,57.76,4.08,1.87,14.74,4.78,81.14,27.82,27.60
ABR,30,13,59.55,4.67,1.77,13.00,3.70,92.13,29.81,22.96
ABR,30,14,62.38,7.66,1.62,20.62,3.33,117.37,30.94,20.25
ABR,30,15,63.84,2.41,1.80,5.45,3.17,116.74,31.69,18.82
ABR,30,16,61.33,2.18,1.85,36.00,3.31,137.27,31.01,19.21
ABR,30,17,61.59,NA,1.80,42.57,4.38,184.25,29.63,19.95
ABR,30,18,42.51,NA,2.26,187.24,6.36,248.69,25.98,26.11
ABR,30,19,38.26,NA,2.37,159.43,6.91,313.14,20.72,50.12
ABR,30,20,41.52,NA,2.34,24.24,5.36,113.73,20.64,45.63
ABR,30,21,39.48,NA,2.32,27.15,5.88,96.82,19.28,53.68
ABR,30,22,35.56,NA,2.28,22.52,4.16,99.02,18.81,56.25
ABR,30,23,35.59,NA,2.24,15.10,2.81,89.19,18.11,58.37
