MES,DIA,HORA,O3,SO2,NO2,CO,PM10,TEMP,WIND_SPEED,WIND_DIR,HUMIDITY,RADSOL
JUN,16.0,8.0,0.015,0.003,0.009,1.24,54.66825,18.2194,6.427053,84.70055,56.046817,223.909
JUN,16.0,9.0,0.019,0.003,0.008,1.23,77.214817,19.904433,6.756533,87.015333,50.242967,437.823667
JUN,16.0,10.0,0.023,0.004,0.009,1.24,81.626883,20.746917,6.997847,86.2517,48.12755,534.050333
JUN,16.0,11.0,0.029,0.004,0.008,1.24,78.25495,22.9823,6.368933,89.89395,41.06315,842.237167
JUN,16.0,12.0,0.036,0.004,0.008,1.25,86.130067,24.565617,6.213505,94.955917,35.96925,894.089667
JUN,16.0,13.0,0.039,0.004,0.01,1.25,80.965633,26.4678,5.886715,88.007817,31.05665,1060.552
JUN,16.0,14.0,0.04,0.005,0.011,1.24,73.7036,26.6544,5.498447,80.7768,30.26835,665.796667
JUN,16.0,15.0,0.042,0.005,0.01,1.24,61.8775,27.078517,4.92576,88.435767,28.94745,481.426333
JUN,16.0,16.0,0.042,0.004,0.011,1.27,46.509483,27.236667,4.615233,85.76015,29.359817,394.056667
JUN,16.0,17.0,0.04,0.004,0.01,1.28,50.516083,26.883167,5.082125,88.7227,30.517583,297.71
JUN,16.0,18.0,0.039,0.004,0.006,1.26,42.168017,24.8948,4.327783,165.848,40.4351,163.297
JUN,16.0,19.0,0.032,0.004,0.007,1.26,33.975,22.3852,4.549387,157.281167,51.954617,32.069992
JUN,16.0,20.0,0.033,0.004,0.007,1.26,32.883517,18.572567,3.312157,148.335867,67.569017,9.053245
JUN,16.0,21.0,0.034,0.003,0.01,1.3,22.50024,18.491367,2.938698,97.205333,66.44825,34.920383
JUN,16.0,22.0,0.031,0.003,0.008,1.25,19.168703,18.23855,3.08418,117.268483,69.08215,25.31684
JUN,16.0,23.0,0.026,0.003,0.007,1.21,25.698983,18.993283,4.097018,106.937767,61.660483,38.380543
JUN,17.0,0.0,0.029,0.003,0.004,1.17,30.643467,19.318367,5.058953,95.404017,56.950967,24.500652
JUN,17.0,1.0,0.031,0.003,0.003,1.16,40.322417,18.7386,4.608793,91.35705,58.619017,4.81751
JUN,17.0,2.0,0.03,0.003,0.004,1.15,29.34975,18.497033,4.797658,100.4734,59.544767,12.437877
JUN,17.0,3.0,0.028,0.003,0.005,1.15,28.291633,18.091517,4.275702,99.00645,60.946133,17.476605
JUN,17.0,4.0,0.024,0.003,0.008,1.15,27.35375,17.917217,4.095515,87.808467,61.6203,9.018652
JUN,17.0,5.0,0.025,0.003,0.007,1.16,25.7178,17.64345,4.054143,86.05725,62.717433,2.54561
JUN,17.0,6.0,0.023,0.003,0.008,1.23,26.2755,17.290917,3.675257,84.3112,64.32785,11.415662
JUN,17.0,7.0,0.02,0.003,0.011,1.35,29.339867,17.339217,3.366143,84.6274,64.780617,42.049488
JUN,17.0,8.0,0.022,0.003,0.011,1.33,39.775783,19.065867,3.891832,80.3798,59.475167,207.117583
JUN,17.0,9.0,0.027,0.003,0.008,1.28,57.498883,19.673967,5.136503,90.939567,55.76535,358.65425
JUN,17.0,10.0,0.032,0.003,0.008,1.29,42.412683,22.1694,5.075997,93.042433,47.264017,674.427667
JUN,17.0,11.0,0.04,0.003,0.007,1.29,46.0518,24.06285,3.870292,85.161833,40.715283,829.726
JUN,17.0,12.0,0.049,0.003,0.007,1.26,74.844183,25.544017,3.776037,85.554417,35.131967,1024.344667
JUN,17.0,13.0,0.052,0.003,0.007,1.28,90.5699,26.495783,4.093075,92.386383,30.84475,998.475167
JUN,17.0,14.0,0.056,0.003,0.006,1.26,60.4541,27.4936,3.844975,114.29595,28.059367,1015.6355
JUN,17.0,15.0,0.058,0.003,0.006,1.2,40.60715,28.052867,4.130493,107.3415,25.185083,885.947667
JUN,17.0,16.0,0.058,0.002,0.006,1.22,32.60425,28.699983,3.623265,104.605,22.73115,769.782833
JUN,17.0,17.0,0.058,0.003,0.006,1.22,19.461843,28.864167,3.482342,91.749383,21.858383,554.817933
JUN,17.0,18.0,0.043,0.002,0.01,1.61,34.852283,27.414833,4.81708,100.349633,28.156467,290.286533
JUN,17.0,19.0,0.039,0.003,0.011,2.23,48.24575,25.484717,4.394128,104.183367,32.145133,183.0313
JUN,17.0,20.0,0.035,0.003,0.009,1.58,43.36875,23.220983,4.263112,98.918333,39.0122,29.11393
JUN,17.0,21.0,0.038,0.003,0.007,1.24,34.177983,20.057683,4.151522,185.8945,54.26445,22.191123
JUN,17.0,22.0,0.036,0.003,0.008,1.28,31.7951,18.714917,2.516753,182.3515,60.706517,19.878643
JUN,17.0,23.0,0.033,0.003,0.006,1.22,31.619583,17.525283,3.357962,154.770333,71.054933,9.087673
JUN,18.0,0.0,0.034,0.002,0.004,1.19,16.954357,16.94905,3.1818,195.900833,76.336617,4.851788
JUN,18.0,1.0,0.033,0.002,0.005,1.19,17.716683,16.821483,1.584033,122.819067,74.215033,15.113813
JUN,18.0,2.0,0.035,0.003,0.007,1.22,20.45455,16.871433,1.586492,111.548817,73.4322,13.814982
JUN,18.0,3.0,0.029,0.003,0.009,1.21,14.553198,16.865083,1.600065,239.01205,72.984217,9.663322
JUN,18.0,4.0,0.019,0.003,0.014,1.23,18.039698,16.065167,1.632267,232.506517,74.763883,21.639233
JUN,18.0,5.0,0.017,0.003,0.021,1.27,22.560353,15.45285,1.958207,121.610083,77.700083,13.790345
JUN,18.0,6.0,0.005,0.003,0.019,1.26,38.329917,14.475383,2.184742,135.533833,76.361017,2.942937
JUN,18.0,7.0,0.005,0.003,0.016,1.28,47.378233,14.923183,2.188173,135.828667,77.073783,62.128283
JUN,18.0,8.0,0.015,0.003,0.013,1.37,52.2288,18.083767,3.318058,85.674283,66.106183,244.7255
JUN,18.0,9.0,0.023,0.003,0.008,1.33,68.83615,20.44755,3.62754,89.787217,56.4012,448.524667
JUN,18.0,10.0,0.03,0.003,0.007,1.3,34.1906,21.885083,4.53018,90.856517,49.131817,684.259
JUN,18.0,11.0,0.038,0.002,0.006,1.25,27.870017,23.399883,4.172732,95.571417,42.997517,851.337
JUN,18.0,12.0,0.047,0.002,0.006,1.23,35.739833,25.193867,3.428988,105.859617,37.078767,979.724167
JUN,18.0,13.0,0.054,0.002,0.007,1.26,24.672167,26.8709,3.03329,130.518983,32.017533,1051.5
JUN,18.0,14.0,0.052,0.002,0.005,1.18,14.579693,28.141433,2.97912,180.505533,27.352167,1026.363333
JUN,18.0,15.0,0.051,0.002,0.005,1.2,14.85523,27.351067,3.091912,130.468883,28.059583,519.992167
JUN,18.0,17.0,0.058,0.002,0.005,1.18,17.562417,29.026867,3.76164,182.501333,26.087083,616.678833
JUN,18.0,18.0,0.054,0.002,0.004,1.19,22.236033,27.080917,4.032247,143.274667,26.1033,263.200667
JUN,18.0,19.0,0.051,0.002,0.006,1.22,53.400083,25.849517,2.949388,136.13,29.450183,91.929867
JUN,18.0,20.0,0.033,0.002,0.012,1.38,50.3332,23.081667,4.111647,94.24165,41.58825,14.379037
JUN,18.0,21.0,0.024,0.002,0.012,1.39,32.838667,22.07375,3.285758,99.7788,47.209367,11.685027
JUN,18.0,22.0,0.023,0.002,0.012,1.34,31.767417,21.852333,3.879225,89.101333,48.6416,26.590587
JUN,18.0,23.0,0.025,0.002,0.008,1.27,39.5724,21.179233,4.698998,81.87345,53.003167,20.521358
JUN,19.0,0.0,0.028,0.002,0.006,1.21,26.050567,20.350783,5.281175,74.6973,54.250983,21.216225
JUN,19.0,1.0,0.028,0.003,0.006,1.2,25.306967,19.306117,4.571967,77.265833,60.1133,16.505633
JUN,19.0,2.0,0.026,0.003,0.007,1.2,21.094883,18.93255,3.722732,79.879967,62.7776,22.072368
JUN,19.0,3.0,0.025,0.003,0.006,1.19,26.977567,18.540433,3.148943,94.622533,64.831033,12.718177
JUN,19.0,4.0,0.027,0.003,0.005,1.18,21.344183,18.29895,3.379645,85.632633,66.396433,29.82693
JUN,19.0,5.0,0.022,0.003,0.007,1.19,23.194167,17.783167,3.193698,83.75905,68.0898,13.713228
JUN,19.0,7.0,0.016,0.003,0.01,1.32,28.572183,17.2869,2.81666,83.893817,70.4764,50.69757
JUN,19.0,8.0,0.021,0.004,0.008,1.31,20.464933,19.93525,3.572218,87.504783,61.6429,244.6265
JUN,19.0,9.0,0.028,0.004,0.005,1.27,21.153183,21.379583,4.87646,78.443183,53.347217,469.754667
JUN,19.0,10.0,0.031,0.004,0.006,1.28,21.574033,22.807167,4.934962,88.915383,47.941233,680.963
JUN,19.0,11.0,0.034,0.003,0.006,1.27,13.08342,24.2812,4.497542,81.65815,42.985333,801.907333
JUN,19.0,12.0,0.038,0.003,0.005,1.26,33.230985,25.585417,4.502987,91.3646,38.79875,966.199333
JUN,19.0,13.0,0.04,0.003,0.006,1.28,96.1273,27.077283,4.698203,84.4319,33.879417,1059.950333
JUN,19.0,14.0,0.043,0.003,0.006,1.27,23.664382,27.572233,4.881215,82.537633,32.034567,1047.942833
JUN,19.0,15.0,0.039,0.003,0.006,1.27,16.915317,28.186383,4.978132,84.129983,30.849083,950.587167
JUN,19.0,16.0,0.04,0.003,0.005,1.26,14.589512,28.289117,5.250517,92.853883,29.243417,663.115167
JUN,19.0,17.0,0.038,0.003,0.005,1.25,15.68055,27.652133,5.1183,89.17665,29.806483,322.664
JUN,19.0,18.0,0.032,0.003,0.006,1.27,187.805017,26.48775,5.307787,89.3513,32.368283,138.477667
JUN,19.0,19.0,0.028,0.003,0.005,1.28,289.531633,25.055317,5.230538,79.070467,36.305883,53.848867
JUN,19.0,21.0,0.03,0.003,0.006,1.29,20.946522,21.965467,4.546965,76.9948,51.165567,2.2601
JUN,19.0,22.0,0.025,0.004,0.005,1.26,22.068783,20.690183,5.302282,86.203417,53.75185,17.23323
JUN,19.0,23.0,0.025,0.004,0.003,1.19,17.397567,19.892417,5.917323,82.231833,56.668017,26.658638
JUN,20.0,0.0,0.025,0.003,0.003,1.19,18.959583,19.061183,6.027922,84.891317,59.31965,25.655972
JUN,20.0,1.0,0.021,0.003,0.004,1.17,9.406235,18.063067,4.431053,86.864533,63.554733,25.953933
JUN,20.0,2.0,0.021,0.003,0.004,1.16,6.209242,17.492717,4.311203,84.595,65.06065,8.200667
JUN,20.0,3.0,0.021,0.003,0.005,1.15,7.448928,17.465867,4.573498,76.17295,62.270867,7.936198
JUN,20.0,4.0,0.021,0.003,0.005,1.14,11.182805,16.8482,3.650287,82.998017,62.615533,6.508505
JUN,20.0,5.0,0.023,0.003,0.006,1.15,9.274032,16.310217,3.435313,83.427167,63.055467,8.803317
JUN,20.0,6.0,0.022,0.003,0.008,1.23,9.149367,15.8884,3.92683,82.2412,64.170117,14.761387
JUN,20.0,7.0,0.017,0.003,0.009,1.31,14.486207,15.858533,3.669777,82.834133,67.72165,57.444772
JUN,20.0,8.0,0.019,0.003,0.007,1.26,24.033333,18.017883,4.826652,75.784667,59.835133,253.213667
JUN,20.0,9.0,0.026,0.003,0.005,1.24,22.378817,19.87275,5.475772,73.393933,51.800867,492.533667
JUN,20.0,10.0,0.033,0.003,0.006,1.24,22.667217,21.6369,5.561105,75.283783,44.814083,698.6885
JUN,20.0,11.0,0.041,0.004,0.007,1.25,68.729383,23.26435,5.484357,90.337217,37.505933,853.780167
JUN,20.0,12.0,0.045,0.003,0.006,1.25,453.0,24.60385,5.928492,99.578517,33.05625,991.343667
JUN,20.0,13.0,0.051,0.003,0.007,1.26,223.028228,25.86725,5.601763,96.16865,28.149767,1050.185
JUN,20.0,14.0,0.056,0.003,0.007,1.22,58.057383,27.156617,5.466005,92.636183,25.0653,1037.603667
JUN,20.0,15.0,0.055,0.003,0.006,1.21,53.06618,27.964083,5.454605,97.858717,24.114167,962.461333
JUN,20.0,17.0,0.043,0.002,0.006,1.23,31.039833,27.816417,6.07896,75.23485,28.440683,389.166833
JUN,20.0,18.0,0.033,0.003,0.006,1.28,41.381217,25.68205,6.133303,66.959633,36.332383,135.387083
JUN,20.0,19.0,0.029,0.003,0.007,1.25,34.231367,24.440933,6.038027,54.310733,41.055133,126.023683
JUN,20.0,20.0,0.025,0.003,0.008,1.28,34.40615,22.5604,5.782538,54.917133,44.884883,14.731968
JUN,20.0,21.0,0.025,0.003,0.009,1.27,24.64875,21.074417,4.737247,56.089533,47.825267,2.333563
JUN,20.0,22.0,0.016,0.003,0.007,1.24,23.151233,20.032333,4.16803,68.045317,51.120367,24.28338
JUN,20.0,23.0,0.021,0.004,0.004,1.2,11.932702,19.22635,4.675163,69.546117,54.896917,2.412283
JUN,21.0,0.0,0.025,0.005,0.004,1.17,21.3086,18.310983,3.698445,74.0559,59.067967,7.89215
JUN,21.0,1.0,0.031,0.006,0.005,1.17,13.556517,17.66135,3.33373,87.716467,62.268617,12.803865
JUN,21.0,2.0,0.041,0.006,0.004,1.16,7.445161,17.071567,3.31933,82.187283,65.324067,16.703302
JUN,21.0,3.0,0.031,0.005,0.004,1.16,12.196747,16.7311,3.636418,91.26375,67.11775,2.713542
JUN,21.0,4.0,0.028,0.005,0.007,1.2,9.791678,16.448733,3.62257,94.319833,69.688783,7.522393
JUN,21.0,5.0,0.031,0.004,0.006,1.19,13.656593,16.572067,3.335833,88.24985,68.57965,9.547163
JUN,21.0,6.0,0.023,0.004,0.01,1.31,15.810145,16.499583,3.139727,96.01465,68.458117,2.891158
JUN,21.0,7.0,0.02,0.003,0.011,1.34,21.610667,16.5971,3.774165,84.366817,67.562017,48.74434
JUN,21.0,8.0,0.025,0.003,0.008,1.29,24.520717,17.358533,4.663645,84.959833,63.69835,137.525833
JUN,21.0,9.0,0.027,0.003,0.006,1.26,27.146117,18.385833,5.392567,74.682967,58.456017,223.112667
JUN,21.0,10.0,0.028,0.004,0.007,1.31,22.02855,19.929633,4.406868,88.937517,53.901367,351.843
JUN,21.0,11.0,0.029,0.004,0.006,1.28,25.844933,20.59035,4.062037,84.640933,52.244383,366.137667
JUN,21.0,12.0,0.028,0.003,0.008,1.37,30.310617,20.4306,3.504775,103.544283,55.735767,339.793667
JUN,21.0,13.0,0.037,0.003,0.006,1.27,26.918017,23.6372,3.262578,103.576867,46.237617,732.213833
JUN,21.0,14.0,0.039,0.003,0.006,1.27,19.690583,26.260933,4.393707,80.16235,37.554217,955.268333
JUN,21.0,15.0,0.04,0.003,0.006,1.27,22.465167,26.501933,4.212322,80.705617,36.31285,727.1605
JUN,21.0,16.0,0.038,0.003,0.006,1.25,19.67875,26.8323,4.6069,89.860683,35.629983,484.041333
JUN,21.0,17.0,0.031,0.003,0.008,1.31,22.089717,25.985817,4.33243,69.352833,37.176417,125.833117
JUN,21.0,18.0,0.025,0.003,0.01,2.1,34.41845,23.95965,6.569437,57.9135,45.445983,111.885933
JUN,21.0,19.0,0.025,0.003,0.006,1.26,42.296733,22.973567,7.468347,55.268817,48.046717,102.424383
JUN,21.0,20.0,0.022,0.003,0.007,1.28,34.580217,21.638833,6.206948,52.848533,51.206267,12.709988
JUN,21.0,23.0,0.024,0.003,0.006,1.21,9.863904,18.973033,4.580418,57.3984,62.575617,7.807512
JUN,22.0,0.0,0.023,0.003,0.004,1.18,9.129273,18.615367,3.598235,84.908517,65.359067,13.62383
JUN,22.0,2.0,0.025,0.004,0.005,1.17,9.663517,17.289333,3.515888,86.939367,70.427817,7.17612
JUN,22.0,4.0,0.02,0.004,0.005,1.18,6.731807,16.42345,2.922842,105.416583,77.296783,8.16262
JUN,22.0,5.0,0.019,0.004,0.005,1.2,9.00786,16.454933,2.526655,102.4007,77.889767,2.657445
JUN,22.0,6.0,0.015,0.003,0.01,1.28,13.461142,16.529017,2.170257,120.557333,77.9855,8.046507
JUN,22.0,7.0,0.012,0.003,0.012,1.4,30.286717,16.922433,2.136023,99.970483,75.35435,23.411688
JUN,22.0,8.0,0.015,0.003,0.009,1.35,19.111667,17.849333,3.675015,79.151867,71.071317,128.188767
JUN,22.0,9.0,0.022,0.003,0.006,1.27,29.593633,19.454117,6.372197,80.268683,60.794883,264.051667
JUN,22.0,10.0,0.024,0.003,0.006,1.26,28.970283,20.124683,5.766898,72.886867,56.915683,305.2115
JUN,22.0,11.0,0.027,0.003,0.006,1.25,21.1043,21.209083,6.046158,67.5988,51.387617,344.3075
JUN,22.0,12.0,0.032,0.003,0.006,1.26,112.67885,23.611917,6.576135,75.343933,41.355983,667.325254
JUN,22.0,13.0,0.031,0.003,0.005,1.24,331.072,24.77495,7.309838,99.651483,37.9693,812.869833
JUN,22.0,14.0,0.033,0.003,0.005,1.24,97.270867,24.74855,6.979,83.037867,37.6701,822.575167
JUN,22.0,15.0,0.031,0.003,0.005,1.23,53.287983,24.8046,7.28979,89.499267,38.0239,685.972833
JUN,22.0,16.0,0.033,0.003,0.005,1.24,56.09675,25.497733,7.465772,81.9647,36.061833,895.1165
JUN,22.0,17.0,0.031,0.003,0.006,1.25,44.606283,25.46065,7.302168,87.635583,35.195867,465.589333
JUN,22.0,18.0,0.03,0.003,0.006,1.26,43.207267,24.27535,6.901592,89.112467,38.891367,292.415667
JUN,22.0,19.0,0.027,0.003,0.005,1.28,44.993283,23.0538,6.676343,82.51015,42.993867,70.77365
JUN,22.0,20.0,0.023,0.003,0.005,1.29,55.19235,21.423933,6.074147,81.685733,48.9545,13.271435
JUN,22.0,21.0,0.016,0.003,0.004,1.22,32.127833,20.393817,5.450613,70.3393,53.62115,13.981523
JUN,22.0,22.0,0.019,0.003,0.005,1.21,17.292567,19.382317,4.799308,74.3161,57.149367,9.786123
JUN,22.0,23.0,0.024,0.004,0.005,1.18,12.311838,18.392583,4.607833,77.316033,60.390883,19.218722
JUN,23.0,0.0,0.024,0.004,0.004,1.16,11.078965,17.87515,5.610038,88.864633,61.7223,4.733798
JUN,23.0,1.0,0.026,0.004,0.003,1.15,14.01374,17.435033,5.413205,88.351383,63.207233,6.496107
JUN,23.0,2.0,0.024,0.003,0.003,1.14,7.048523,17.189767,5.463627,83.03155,64.0147,6.462722
JUN,23.0,3.0,0.021,0.003,0.003,1.15,5.140047,16.775317,4.615778,78.613483,65.644033,14.399843
JUN,23.0,4.0,0.023,0.003,0.003,1.15,13.335408,16.941367,4.223478,83.612667,65.025917,16.984188
JUN,23.0,6.0,0.011,0.003,0.007,1.25,8.886088,16.013117,3.99201,67.5746,70.51435,7.373227
JUN,23.0,7.0,0.016,0.003,0.009,1.35,11.174083,15.6113,3.268098,79.709883,70.996333,31.972448
JUN,23.0,8.0,0.016,0.004,0.009,1.3,20.909417,17.412517,4.459317,79.73575,63.11855,185.1027
JUN,23.0,9.0,0.021,0.004,0.005,1.25,25.889283,19.0799,5.79148,85.7724,54.363617,365.858667
JUN,23.0,10.0,0.021,0.003,0.006,1.28,32.999417,20.510233,5.842463,92.14895,49.217317,619.147167
JUN,23.0,11.0,0.022,0.003,0.007,1.28,51.726017,21.214467,5.371423,91.43935,45.426117,536.153333
JUN,23.0,12.0,0.027,0.003,0.008,1.33,45.224183,22.466117,3.997245,96.190217,43.121467,624.584833
JUN,23.0,13.0,0.035,0.003,0.006,1.26,119.900333,23.978217,2.968123,111.122017,38.65145,603.167833
JUN,23.0,14.0,0.04,0.003,0.006,1.27,65.67485,24.765133,2.506245,140.037667,37.219583,481.9065
JUN,23.0,15.0,0.045,0.003,0.005,1.22,32.8644,25.2363,2.143042,171.528283,34.5135,437.558833
JUN,23.0,16.0,0.047,0.003,0.005,1.23,26.4075,24.98625,2.408172,176.198967,33.391483,312.715
JUN,23.0,17.0,0.045,0.002,0.006,1.23,25.489533,24.996367,1.905587,156.110267,31.408767,221.432833
JUN,23.0,18.0,0.044,0.003,0.006,1.25,30.4719,24.151783,2.528008,141.358833,33.3144,110.845183
JUN,23.0,19.0,0.044,0.003,0.008,1.28,37.94215,23.297033,2.145908,126.7383,37.6391,21.25219
JUN,23.0,20.0,0.021,0.003,0.01,1.37,50.606,22.6729,3.849093,74.061917,39.291333,8.74453
JUN,23.0,21.0,0.021,0.003,0.008,1.32,49.85085,21.535567,3.859318,88.422883,44.259017,19.130855
JUN,23.0,22.0,0.018,0.003,0.006,1.24,46.6935,20.265067,4.075917,77.830533,49.700783,6.98919
JUN,23.0,23.0,0.02,0.003,0.005,1.2,45.240017,19.373817,4.22593,87.29115,53.137217,2.407735
JUN,24.0,0.0,0.019,0.003,0.006,1.17,42.056483,18.41435,3.384068,83.946267,53.8304,17.353072
JUN,24.0,1.0,0.016,0.003,0.005,1.18,38.288833,17.696833,3.385728,81.805733,60.113383,22.482887
JUN,24.0,2.0,0.017,0.003,0.004,1.17,32.105167,17.3338,3.673442,76.966017,60.752767,11.395912
JUN,24.0,3.0,0.021,0.003,0.004,1.16,38.579033,16.906967,3.654353,82.166833,61.4802,19.944928
JUN,24.0,4.0,0.017,0.003,0.004,1.16,38.450167,16.152483,3.496432,78.12475,63.811433,13.2804
JUN,24.0,5.0,0.018,0.003,0.005,1.18,42.056917,15.623633,3.136812,83.069933,66.32245,9.053048
JUN,24.0,6.0,0.011,0.003,0.009,1.26,42.911733,15.288617,3.179448,95.524117,68.150483,3.099492
JUN,24.0,7.0,0.013,0.003,0.01,1.32,44.613533,15.564917,3.15646,89.290767,67.10265,30.80421
JUN,24.0,8.0,0.014,0.003,0.009,1.33,50.851367,16.599367,3.364332,90.452917,63.490567,142.321717
JUN,24.0,9.0,0.018,0.003,0.007,1.32,49.524933,18.067933,4.188827,103.739517,60.0848,267.450667
JUN,24.0,10.0,0.021,0.003,0.007,1.29,48.699667,19.804783,3.499635,96.2182,55.7448,490.451333
JUN,24.0,11.0,0.027,0.003,0.007,1.31,52.147333,22.023617,3.106103,94.517517,49.865383,619.438333
JUN,24.0,12.0,0.037,0.003,0.007,1.3,57.724183,24.033483,2.579162,133.983883,45.416217,790.326167
JUN,24.0,13.0,0.046,0.003,0.006,1.26,112.2395,25.761167,2.277277,142.98925,39.681883,804.770833
JUN,24.0,14.0,0.052,0.002,0.007,1.28,43.560583,26.1781,2.433847,108.836867,37.21515,743.608333
JUN,24.0,15.0,0.058,0.003,0.006,1.29,39.483383,27.841983,2.431617,141.444433,32.45625,703.617667
JUN,24.0,16.0,0.056,0.002,0.005,1.28,46.238017,26.621467,2.242723,145.523733,34.542283,345.876
JUN,24.0,17.0,0.052,0.002,0.004,1.23,33.1182,28.131033,1.964107,133.683017,30.225067,510.2595
JUN,24.0,18.0,0.038,0.002,0.004,1.23,35.68425,26.02495,4.207213,162.689,33.511467,116.0821
JUN,24.0,19.0,0.03,0.002,0.005,1.24,60.5715,23.270633,4.66178,190.248,44.46275,40.421483
JUN,24.0,20.0,0.029,0.002,0.006,1.31,22.909567,21.013333,3.61437,173.267867,51.218067,8.402157
JUN,24.0,21.0,0.033,0.002,0.007,1.3,20.151433,19.4806,3.413608,105.5648,56.676183,16.31429
JUN,24.0,22.0,0.029,0.002,0.011,1.35,18.378912,18.85625,2.899115,60.0307,60.61005,28.687772
JUN,24.0,23.0,0.028,0.003,0.008,1.31,19.016333,18.2882,1.639397,72.329317,64.131317,2.550427
JUN,25.0,0.0,0.027,0.003,0.009,1.26,24.029783,18.047083,3.084197,103.626167,65.958117,8.960458
JUN,25.0,1.0,0.036,0.003,0.006,1.23,32.64515,16.889117,3.51372,96.779,71.463,16.644637
JUN,25.0,2.0,0.037,0.003,0.005,1.23,22.193527,16.67245,2.47132,97.889,72.695383,12.47148
JUN,25.0,3.0,0.037,0.003,0.006,1.21,13.099655,16.640667,2.528877,103.1082,72.384083,19.598512
JUN,25.0,4.0,0.033,0.003,0.007,1.22,11.415956,16.679767,2.254127,110.507867,72.7786,17.905205
JUN,25.0,5.0,0.025,0.003,0.011,1.24,22.4944,16.486167,2.140575,118.315233,74.310983,11.417708
JUN,25.0,6.0,0.017,0.003,0.014,1.29,20.627783,16.217883,1.793083,121.674017,75.949933,2.792875
JUN,25.0,7.0,0.012,0.003,0.017,1.34,29.306783,16.00285,1.665045,139.205733,77.454117,31.547692
JUN,25.0,8.0,0.014,0.003,0.014,1.39,45.793517,19.4407,1.14756,150.096583,70.6103,236.1075
JUN,25.0,9.0,0.02,0.003,0.009,1.35,40.754733,21.358183,1.642917,269.388,60.040617,329.745833
JUN,25.0,10.0,0.024,0.003,0.008,1.35,30.390467,22.59985,1.895322,201.7844,53.273817,472.210333
JUN,25.0,11.0,0.029,0.003,0.009,1.4,36.200033,23.896583,1.96635,193.07,47.804983,578.417667
JUN,25.0,12.0,0.041,0.003,0.008,1.38,31.045583,25.563483,2.156693,178.563883,42.350867,811.6385
JUN,25.0,13.0,0.048,0.002,0.008,1.38,29.971233,26.038783,2.604177,245.792333,40.410633,704.333167
JUN,25.0,14.0,0.053,0.002,0.008,1.4,27.835917,27.125367,2.781578,244.94685,37.010633,832.524333
JUN,25.0,15.0,0.053,0.002,0.009,1.39,19.825768,27.36465,3.264575,211.596417,35.00215,726.611833
JUN,25.0,16.0,0.05,0.002,0.007,1.34,24.622317,27.875217,2.87739,245.378033,32.7934,588.544333
JUN,25.0,17.0,0.049,0.002,0.005,1.27,21.160917,26.443833,2.929775,259.8365,33.606367,288.0965
JUN,25.0,18.0,0.044,0.002,0.006,1.31,17.861333,25.844717,2.558637,219.243167,34.094733,155.808167
JUN,25.0,19.0,0.038,0.002,0.006,1.3,94.391533,24.696133,2.954338,204.602667,38.033067,87.122467
JUN,25.0,20.0,0.031,0.002,0.006,1.31,97.3458,22.6955,4.01722,222.582833,47.037483,12.993132
JUN,25.0,21.0,0.028,0.002,0.007,1.35,35.87945,21.177967,3.146843,212.644,53.9825,26.695958
JUN,25.0,22.0,0.023,0.002,0.008,1.36,22.63754,20.140533,2.62924,198.4595,58.621533,2.352742
JUN,26.0,0.0,0.048,0.002,0.006,1.27,30.460817,18.3766,5.065052,56.553733,59.99865,2.456397
JUN,26.0,1.0,0.036,0.002,0.005,1.24,24.360483,14.934533,3.815452,64.195983,81.500367,14.455255
JUN,26.0,2.0,0.03,0.003,0.005,1.3,9.602815,14.163,1.881303,207.055052,91.036517,8.823567
JUN,26.0,3.0,0.033,0.003,0.006,1.28,11.390588,14.051383,2.3463,291.198,94.9153,7.719653
JUN,26.0,4.0,0.029,0.004,0.007,1.24,9.357848,14.353917,2.367697,306.7215,96.851917,13.443102
JUN,26.0,5.0,0.029,0.003,0.008,1.26,12.895737,14.396117,2.90804,306.429333,97.786783,11.601252
JUN,26.0,6.0,0.035,0.003,0.008,1.3,17.669667,14.381717,2.33594,274.8615,98.043583,5.453783
JUN,26.0,7.0,0.029,0.003,0.01,1.37,13.97955,14.407817,1.677783,198.7215,97.881483,16.185592
JUN,26.0,8.0,0.025,0.003,0.013,1.4,15.958178,15.490533,1.68458,244.862167,98.622683,140.611083
JUN,26.0,9.0,0.033,0.003,0.013,1.43,18.879767,16.900917,2.01713,291.1565,97.6944,233.083233
JUN,26.0,10.0,0.043,0.003,0.008,1.34,19.735353,21.716083,2.302498,147.91425,75.9881,699.397167
JUN,26.0,11.0,0.053,0.003,0.006,1.32,16.110333,22.779283,2.402077,130.5121,59.8412,759.93
JUN,26.0,12.0,0.058,0.003,0.006,1.28,14.737548,23.625917,1.9594,211.626267,56.2865,640.434
JUN,26.0,13.0,0.067,0.003,0.007,1.37,14.366118,26.0207,2.090365,203.110667,45.245667,859.179833
JUN,26.0,14.0,0.082,0.003,0.009,1.6,32.4895,26.43015,2.535068,201.3618,41.279767,960.889
JUN,26.0,15.0,0.085,0.003,0.008,1.54,43.219417,27.20135,2.520392,223.103267,37.982367,733.622667
JUN,26.0,16.0,0.071,0.003,0.009,1.42,33.922233,27.874,3.265078,217.780017,34.476717,676.3905
JUN,26.0,17.0,0.057,0.003,0.012,1.97,60.615933,23.767817,4.426962,90.6437,42.98845,287.052
