DATOS HORARIOS 2013_ DIF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Año,Mes,Día,Hora,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,RADSOL,,
2013,JUL,1,0,17.99,14.22,16.88,0.36,29.27,2.47,101.45,23.02,35.7,624.23,1.44,,
2013,JUL,1,1,22.02,14.7,8.85,0.29,24.36,2.53,100.33,22.04,36.74,624.09,1.42,,
2013,JUL,1,2,19.41,13.72,8.53,0.25,20.2,2.6,85.07,21.3,39.6,623.71,1.41,,
2013,JUL,1,3,16.84,18.81,11.55,0.25,21.47,2.88,83.41,20.64,44.1,623.49,1.39,,
2013,JUL,1,4,18.92,22.16,7.67,0.25,23.07,2.54,94.17,20.33,48.39,623.4,1.38,,
2013,JUL,1,5,16.88,14.48,10.28,0.25,26.7,2.79,94.53,19.48,52.21,623.43,1.38,,
2013,JUL,1,6,7.72,13.85,16.31,0.57,42.11,2.49,102.3,18.36,60.07,623.75,5.43,,
2013,JUL,1,7,4.52,14.01,14.88,0.88,64.72,2.08,101.84,18.31,62.23,624.12,648.6,,
2013,JUL,1,8,9.32,15.22,10.47,0.86,84.82,3.07,94.9,19.66,58.24,624.38,966.29,,
2013,JUL,1,9,23.19,14.35,6.57,0.60,65.62,3.95,84.43,21.94,50.75,624.62,966.25,,
2013,JUL,1,10,32.13,13.9,5.36,0.56,52.93,4.13,99.52,23.82,42.93,624.55,966.52,,
2013,JUL,1,11,38.96,13.98,5.42,0.55,52.69,3.76,93.42,25.37,35.8,624.39,968.81,,
2013,JUL,1,12,43.59,20.07,0.25,0.38,35.23,2.56,83,27.01,29.59,624.11,967.94,,
2013,JUL,1,13,53.14,26.96,1.60,0.30,29.25,2.09,121.27,28.55,26.21,623.5,967.25,,
2013,JUL,1,14,54.8,16.53,0.25,0.39,18.71,2.19,141.3,29.8,18.5,622.94,967.81,,
2013,JUL,1,15,59.13,13.49,0.25,0.37,21.87,2.39,149.06,30.47,17.87,622.3,968.29,,
2013,JUL,1,16,64.65,13.29,0.25,0.33,31.32,2.73,136.31,30.87,17.61,621.71,968.41,,
2013,JUL,1,17,59.31,13.89,5.95,0.50,36.26,3.87,134.21,31.28,15.71,621.18,968.14,,
2013,JUL,1,18,54.31,13.21,10.44,0.53,38.76,2.79,133.02,31.58,14.89,621,969.23,,
2013,JUL,1,19,56.77,13.26,3.70,0.33,35.05,1.8,244.9,31.01,16.15,621.14,970.71,,
2013,JUL,1,20,39.17,13.11,9.37,0.44,46.86,2.55,252.02,28.49,26.51,621.72,222.91,,
2013,JUL,1,21,27.94,12.94,0.25,0.40,43.77,3.03,236.27,25.44,40.39,622.96,1.54,, 
2013,JUL,1,22,25.81,12.77,1.34,0.36,23.68,1.94,218.95,24.75,42.89,623.61,1.49,,
2013,JUL,1,23,19.55,12.68,5.67,0.39,25.67,2.69,143.53,24.32,51.03,624.34,1.45,,
2013,JUL,2,0,18.56,12.79,4.79,0.35,22.59,2.33,116.17,23.69,57.61,624.55,1.45,,
2013,JUL,2,1,5.45,13.05,26.36,0.39,30.82,2.43,87.66,22.65,62.11,624.42,1.44,,
2013,JUL,2,2,17.01,14.58,18.14,0.25,32.81,3.1,114.61,22.7,44.89,624.26,1.43,,
2013,JUL,2,3,10.52,15.4,28.06,0.31,23.99,2.49,91.89,21.71,49.64,624.04,1.4,,
2013,JUL,2,4,7.94,15.07,27.42,0.34,29.76,2.88,108.55,20.8,56.14,623.91,1.39,,
2013,JUL,2,5,6.12,14.95,30.33,0.45,36.68,2.65,86.76,20.45,59.94,623.92,1.41,,
2013,JUL,2,6,8.41,14.75,20.95,0.68,41.4,2.53,82.26,19.74,62.4,624.09,2.45,,
2013,JUL,2,7,3.59,14.73,19.23,0.91,74.9,2.19,106.77,19.34,64.51,624.39,539.76,,
2013,JUL,2,8,9.18,15.12,13.91,1.01,82.26,2.46,99.38,20.28,59.6,624.74,966.22,,
2013,JUL,2,9,18.93,15.46,11.01,0.75,74.04,3.29,99.03,21.88,52.95,624.82,966.28,,
2013,JUL,2,10,27.72,16,13.54,0.75,61.77,3.65,110.69,23.79,45.87,624.88,966.61,,
2013,JUL,2,11,38.42,18.94,7.69,0.57,402.38,3.98,84.31,26.02,33.36,624.69,967.81,,
2013,JUL,2,12,44.31,14.35,9.41,0.61,361.37,3.86,102.73,26.76,29.97,624.38,966.2,,
2013,JUL,2,13,48.56,13.97,11.52,0.60,89.19,3.66,124.3,28.3,25.36,623.95,966.96,,
2013,JUL,2,14,52.36,13.89,10.71,0.58,44.58,3.4,118.15,29.22,22.96,623.54,967.33,,
2013,JUL,2,15,56.73,13.77,9.87,0.50,37.25,3.01,128.98,30.08,19.92,622.83,968.11,,
2013,JUL,2,16,56.38,13.61,8.92,0.46,34.52,3.41,129.9,30.74,18.67,622.19,968.31,,
2013,JUL,2,17,52.6,12.95,7.71,0.49,32.93,2.76,110.6,31.37,18.49,621.52,968.45,,
2013,JUL,2,18,47.28,13.79,16.79,0.62,40.03,3.01,106.15,30.81,19.78,621.29,970.13,,
2013,JUL,2,19,43.42,13.43,16.94,0.56,54.15,2.46,78.18,30.04,23.51,621.63,876.45,,
2013,JUL,2,20,30.26,38.61,22.54,0.71,60.36,2.61,68.27,28.67,27.96,622.24,53.54,,
2013,JUL,2,21,21.35,68.5,12.41,0.47,66.82,4.92,63.56,27.47,31.37,622.8,1.56,,
2013,JUL,2,22,20.52,38.45,6.52,0.49,60.13,4.26,77.75,26.03,37.65,623.56,1.53,,
2013,JUL,2,23,20.89,17.73,6.42,0.36,43.47,4.76,97.16,24.67,47.02,624.37,1.52,,
2013,JUL,3,0,26.02,15.6,0.73,0.29,60.74,5.46,90.24,23.87,49.75,624.73,1.51,,
2013,JUL,3,1,28.17,15.65,0.25,0.27,49.49,5.27,79.21,23.2,52.27,624.73,1.46,,
2013,JUL,3,2,24.3,14.93,0.25,0.26,33.62,3.87,68.17,22.58,55.9,624.54,1.44,,
2013,JUL,3,3,24.83,27.39,0.25,0.25,29.12,3.48,61.52,22.21,58.36,624.31,1.43,,
2013,JUL,3,4,22.64,28.47,3.37,0.25,31.64,2.65,77.3,21.42,62.51,624.11,1.42,,
2013,JUL,3,5,19.26,18.38,5.68,0.25,33.6,2.67,73.65,20.69,66.76,623.96,1.42,,
2013,JUL,3,6,10.76,17.51,17.17,0.50,37.48,2.07,91.66,20.22,69.15,624.06,2.22,,
2013,JUL,3,7,8.71,16.73,17.92,0.72,60.66,2.92,89.4,19.84,71,624.24,636.38,,
2013,JUL,3,8,14.07,33.79,12.89,0.75,68.4,3.32,83.79,21.31,65.02,624.57,966.76,,
2013,JUL,3,9,27.63,21.07,3.53,0.58,53.35,4.62,84.14,22.77,56.29,624.78,966.58,,
2013,JUL,3,10,31.64,18.97,3.99,0.53,42.45,5.12,85.71,24.01,49.07,624.83,966.23,,
2013,JUL,3,11,34.02,23.05,4.87,0.55,46.42,4.6,84.56,25.45,43.04,624.61,968.02,,
2013,JUL,3,12,38.5,19.9,5.88,0.46,NA,4.44,81.8,26.59,38.05,624.3,967.74,,
2013,JUL,3,13,41.42,24.26,7.06,0.44,NA,3.69,88.11,27.78,34.02,623.84,966.77,,
2013,JUL,3,14,44.36,13.52,3.95,0.43,NA,3.43,109.08,28.49,31.23,623.18,967.3,,
2013,JUL,3,15,44.12,12.67,3.20,0.35,NA,3.54,93.01,29.44,29.08,622.28,967.78,,
2013,JUL,3,16,43.22,12.8,3.42,0.37,24.92,3.53,99.81,29.91,28.26,621.41,968.1,,
2013,JUL,3,17,37.43,15.47,8.35,0.57,30.74,3.27,91.75,29.72,28.27,620.86,969.57,,
2013,JUL,3,18,34.07,15.55,10.77,0.62,52.29,3.03,94.87,29.38,28.89,620.63,969.77,,
2013,JUL,3,19,28.3,25.12,10.94,0.53,70.83,3.79,68.75,26.46,47.58,620.96,907.72,,
2013,JUL,3,20,13.27,22.67,32.50,0.98,49.89,2.99,52.83,25.72,51.64,621.44,65.94,,
2013,JUL,3,21,27.55,31.84,11.25,0.52,40.26,5.02,105.12,24.89,52.3,622.51,1.56,,
2013,JUL,3,22,26.12,15.78,11.37,0.53,33.61,3.94,148.38,21.12,77.18,623.24,1.47,,
2013,JUL,3,23,25.93,13.88,11.56,0.40,15.15,1.89,156.14,21.13,74.28,624.02,1.47,,
2013,JUL,4,0,26.25,13.08,8.69,0.30,16.81,2.01,222.86,21.33,75.27,624.39,1.5,,
2013,JUL,4,1,27.06,12.66,1.75,0.26,28.46,3.59,209.62,20.19,81.09,624.42,1.48,,
2013,JUL,4,2,31.28,12.27,0.25,0.25,16.87,3.2,220.41,19.56,85.62,624.32,1.45,,
2013,JUL,4,3,27.76,12.07,1.59,0.25,15.1,1.99,260.73,19.03,89.67,623.95,1.44,,
2013,JUL,4,4,14.87,12.61,10.46,0.30,20.33,1.39,315.37,19.06,89.56,623.49,1.41,,
2013,JUL,4,5,10.04,14.42,17.48,0.26,26.86,1.53,308.45,19.02,89.75,623.42,1.41,,
2013,JUL,4,6,12.24,14.15,13.03,0.32,20.73,1.55,267.89,18.94,89.37,623.42,2.26,,
2013,JUL,4,7,7.8,13.53,17.80,0.48,20,1.19,249.22,19.08,89.19,623.53,535.05,,
2013,JUL,4,8,10.3,13.43,13.42,0.71,23.61,1.38,195.46,19.79,86.25,623.73,965.99,,
2013,JUL,4,9,14.08,13.49,12.88,0.71,26.92,1.61,176.3,20.84,80.67,624.1,965.93,,
2013,JUL,4,10,18.47,14.27,8.41,0.81,37.81,2.55,102.49,22.41,68.23,624.14,965.58,,
2013,JUL,4,11,28.4,14.09,7.70,0.70,35.93,2.83,108.44,23.78,57.93,624.17,965.29,,
2013,JUL,4,12,36.36,13.77,11.48,0.75,49.89,3.03,116.58,24.78,52.16,623.95,965.47,,
2013,JUL,4,13,45.75,13.48,14.30,0.66,54.49,2.61,109.92,26.17,46.09,623.49,966.22,,
2013,JUL,4,14,55.93,15.97,6.73,0.47,42.14,2.06,90.94,27.35,41.07,622.73,966.82,,
2013,JUL,4,15,59.73,19.33,4.52,0.41,40.11,2,169.69,28.56,36.64,621.99,967.5,,
2013,JUL,4,16,63,29.24,6.47,0.41,35.06,2.1,220.97,29.43,33.89,621.38,967.92,,
2013,JUL,4,17,64.56,20.81,0.25,0.29,47.81,3.03,275.2,28.88,34.98,621.02,967.7,,
2013,JUL,4,18,53.26,14.75,3.20,0.36,33.84,3.09,251.55,28.13,36.02,620.94,968.66,,
2013,JUL,4,19,47.72,13.65,11.35,0.48,39.26,3.45,207.34,26.9,44.13,621.27,787.62,,
2013,JUL,4,20,42.94,13.38,13.74,0.50,65.11,5.01,169.19,22.27,66.45,622.09,34.4,,
2013,JUL,4,21,39.23,13.33,21.76,0.50,32.87,2.68,178.02,22.26,63.85,622.29,1.5,,
2013,JUL,4,22,26.64,19.07,32.53,0.60,40.22,2.2,75.32,22.69,64.56,622.88,1.5,,
2013,JUL,4,23,16.1,17.99,42.53,0.58,55.02,1.31,106,22.39,67.58,623.42,1.48,,
2013,JUL,5,0,23.3,17.07,17.80,0.70,48.74,2.15,68.46,21.27,77.89,623.86,1.47,,
2013,JUL,5,1,18.72,18.15,20.39,0.38,42.69,3.36,84.18,20.21,86.38,623.92,1.44,,
2013,JUL,5,2,22.79,14.81,6.54,0.27,28.57,2.15,92.12,19.76,87.95,623.69,1.42,,
2013,JUL,5,3,24.2,14.34,0.25,0.25,19.59,1.23,10.47,19.61,88.2,623.39,1.43,,
2013,JUL,5,4,18.58,14.62,7.43,0.39,12.91,1.33,52.36,19.6,87.46,623.07,1.41,,
2013,JUL,5,5,12.58,34.56,18.42,0.51,34.67,1.33,65.51,19.59,86.27,622.93,1.4,,
2013,JUL,5,6,11.95,23.9,14.36,0.45,27.38,1.25,88.94,19.59,86.53,622.96,1.5,,
2013,JUL,5,7,10.89,21.06,21.54,0.77,22.86,1.05,346.13,19.48,86.26,623.14,441.74,,
2013,JUL,5,8,8.14,17.85,21.60,1.15,13.4,1.27,114.14,20.5,81.59,623.29,966.16,,
2013,JUL,5,9,16.34,16.45,8.75,0.85,17.6,2.21,105.62,21.76,73.96,623.34,965.99,,
2013,JUL,5,10,22.69,14.67,5.02,0.90,17.77,3.46,93.65,22.66,67.99,623.5,965.18,,
2013,JUL,5,11,25.81,13.82,3.83,0.74,26.69,3.77,91.29,23.13,66.47,623.58,964.88,,
2013,JUL,5,12,30.85,13.45,7.07,0.72,27.61,3.35,95.55,24.14,60.45,623.43,964.95,,
2013,JUL,5,13,37.5,13.14,8.73,0.66,35.38,2.78,89.77,25.18,55.76,622.94,965.49,,
2013,JUL,5,14,46.09,13.21,11.06,0.64,44.57,1.8,110.66,26.47,50.78,622.35,966.45,,
2013,JUL,5,15,38.01,17.74,7.53,0.47,51.22,3.46,79.53,25.41,56.01,621.91,928.81,,
2013,JUL,5,16,19.64,17.34,26.33,0.99,57.15,2.18,62.86,20.7,85.51,621.92,793.09,,
2013,JUL,5,17,20.44,17.11,25.18,0.73,25.36,1.46,270.73,21.09,82.73,621.59,966.99,,
2013,JUL,5,18,15.92,14.02,20.82,0.51,19.51,1.63,276.22,21.3,85.2,621.5,966.89,,
2013,JUL,5,19,11.91,13.04,24.17,0.62,21.44,1.57,260.85,21.36,85.69,621.72,571.16,,
2013,JUL,5,20,9.04,12.6,29.58,0.81,22.9,1.73,102.12,21.42,83.72,622.17,63.75,,
2013,JUL,5,21,12.87,12.53,17.90,0.75,17.61,3.11,105.55,21.08,81.63,622.69,1.48,,
2013,JUL,5,22,17.22,12.68,18.36,0.60,18.07,3.17,106.65,20.13,82.53,623.1,1.45,,
2013,JUL,5,23,18.66,12.75,15.63,0.41,13.15,2.68,93.13,19.43,88.1,623.42,1.44,,
2013,JUL,6,0,20.61,12.41,11.99,0.37,14.67,2.52,95.45,19.36,88.86,623.45,1.45,,
2013,JUL,6,1,18.03,12.05,11.47,0.33,16.19,2.63,100.24,19.57,87.33,623.33,1.47,,
2013,JUL,6,2,15.04,12.06,10.97,0.30,20.77,2.8,99.78,19.64,87.19,623.02,1.49,,
2013,JUL,6,3,7.38,12.1,17.86,0.31,13.71,2.52,107.91,19.74,87.7,622.77,1.54,,
2013,JUL,6,4,13.03,12.06,10.59,0.26,11.42,3.55,98.92,19.73,84.94,622.68,1.55,,
2013,JUL,6,5,18.75,11.73,2.10,0.25,14.31,4.2,84.2,19.11,87.12,622.32,1.44,,
2013,JUL,6,6,14.67,11.59,8.90,0.35,7.8,2.49,97.15,19.1,86.31,622.3,1.6,,
2013,JUL,6,7,6.57,11.87,14.04,0.70,6.89,2.09,112.34,19.21,87.01,622.51,517.88,,
2013,JUL,6,8,7.42,12.01,9.32,0.97,12.38,2.36,92.18,19.57,85.83,622.82,966.09,,
2013,JUL,6,9,11.51,12.06,5.66,0.80,7.73,2.59,97.57,20.64,80.19,622.91,965.56,,
2013,JUL,6,10,17.47,12.25,5.94,0.82,15.04,2.82,101.14,22.22,71.8,622.79,965.35,,
2013,JUL,6,11,22.4,12.56,6.38,0.70,27.48,2.95,124.61,23.7,64.57,622.55,965.83,,
2013,JUL,6,12,25.32,12.66,2.89,0.59,30.35,3.32,149.81,25.11,55.32,622.46,965.99,,
2013,JUL,6,13,24.1,12.5,4.90,0.54,36.41,3.46,174.8,25.41,54.07,622.18,966.1,,
2013,JUL,6,14,24.27,12.26,2.89,0.50,31.43,2.98,172.87,25.82,51.61,621.75,965.95,,
2013,JUL,6,15,22.81,12.11,4.31,0.60,33.45,2.95,150.24,25.93,51.34,621.12,965.95,,
2013,JUL,6,16,21.09,12.22,3.60,0.48,37.31,2.72,169.12,26.52,47.7,620.8,966.38,,
2013,JUL,6,17,18.86,12.09,4.67,0.49,31.19,3.19,166.74,26.22,47.24,620.53,967.8,,
2013,JUL,6,18,15.7,24.72,11.84,0.46,49.72,4.17,89.86,23.52,61.1,620.87,967.31,,
2013,JUL,6,19,14.95,23.13,10.35,0.54,52.76,4.27,90.56,21.85,72.96,621.46,503.13,,
2013,JUL,6,20,13.37,16.32,12.96,0.54,29.66,3.95,82.28,20.05,87.61,622.44,48.84,,
2013,JUL,6,21,12.09,15.7,14.16,0.75,16.29,2.74,83.43,19.84,88.26,622.96,1.46,,
2013,JUL,6,22,14.06,14.05,10.79,0.47,12.41,2.69,85.49,19.82,86.14,623.31,1.43,,
2013,JUL,6,23,14.44,13.32,12.54,0.43,7.69,2.33,97.26,19.83,84.77,623.63,1.46,,
2013,JUL,7,0,11.75,12.75,17.08,0.43,4.63,2.1,95.24,19.83,84.81,623.56,1.45,,
2013,JUL,7,1,14.64,12.25,10.73,0.30,7.58,1.98,96.41,19.83,85.24,623.38,1.44,,
2013,JUL,7,2,13.79,12.05,11.31,0.28,8.42,2.31,103.75,19.78,86.32,623.17,1.44,,
2013,JUL,7,3,10.95,11.92,13.95,0.31,5.72,2.04,100.28,19.8,86.76,622.92,1.43,,
2013,JUL,7,4,8.38,11.73,15.69,0.32,9.16,2.3,102.37,19.6,87.63,622.56,1.4,,
