DATOS HORARIOS 2013_ DIF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Año,Mes,Día,Hora,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,RADSOL,,
2013,MAY,1,0,35.85,13.65,NA,0.35,43.28,1.84,228.83,23.04,13.48,622.2,1.51,,
2013,MAY,1,1,27.16,15.36,NA,0.39,61.27,1.29,349.66,22.29,16.39,621.97,1.47,,
2013,MAY,1,2,15.59,15.03,NA,0.41,61.68,0.83,294.41,21.31,16.96,621.69,1.48,,
2013,MAY,1,3,2.39,14.5,NA,0.45,65.75,0.74,303.35,20.37,19.79,621.49,1.48,,
2013,MAY,1,4,2.2,15.96,NA,0.43,72.95,1.15,273.74,19.27,21.84,621.55,1.46,,
2013,MAY,1,5,3.11,24.92,NA,0.43,67.73,1.09,258.7,18.53,24.57,621.87,1.46,,
2013,MAY,1,6,13.81,15.51,NA,0.52,68.97,1.79,255.77,18.72,27.85,622.31,1.66,,
2013,MAY,1,7,11.23,14.94,NA,0.67,76.69,1.47,286.47,18.61,28.86,622.83,626.59,,
2013,MAY,1,8,11.7,19.42,NA,0.81,91.95,1.18,267.64,20.46,22.22,623.35,967.02,,
2013,MAY,1,9,24.06,18.72,NA,0.57,99.31,1.68,279.18,22.29,21.54,623.7,965.56,,
2013,MAY,1,10,39.02,16.17,NA,0.40,88.04,2.57,292.21,24.07,19.54,623.87,965.97,,
2013,MAY,1,11,49.69,15.5,NA,0.44,71.44,2.33,281.73,25.79,20.31,623.83,966.82,,
2013,MAY,1,12,55.5,15.35,NA,0.38,65.8,2.77,280.61,27.34,18.59,623.45,967.05,,
2013,MAY,1,13,54.51,14.77,NA,0.35,50.56,2.56,267.23,28.88,14.76,622.9,967.26,,
2013,MAY,1,14,53.86,14.18,NA,0.30,50.52,3,262.96,30.35,9.75,622.2,967.97,,
2013,MAY,1,15,52.96,13.96,NA,0.26,36.09,4.2,287.17,31.18,7.18,621.62,968.35,,
2013,MAY,1,16,54.58,14.25,NA,0.31,36.91,3.55,250.56,31.82,8.08,621.08,968.72,,
2013,MAY,1,17,56.64,14.16,NA,0.29,34.85,3.35,244.36,32.15,7.41,620.72,968.53,,
2013,MAY,1,18,58.56,14.07,NA,0.27,38.93,2.18,250.71,32.11,7.31,620.5,970.18,,
2013,MAY,1,19,53.44,14.06,NA,0.35,43.37,2.76,243.34,31.26,5.54,620.72,928.05,,
2013,MAY,1,20,42.92,14.33,NA,0.54,59.27,3.06,217.58,29.45,5.8,621.09,60.22,,
2013,MAY,1,21,44.16,14.32,NA,0.44,60.37,3.72,217.23,28.5,6.44,621.39,1.62,, 
2013,MAY,1,22,39.63,14.37,NA,0.46,62.52,3.11,235.07,26.75,7.59,621.81,1.6,,
2013,MAY,1,23,35.18,14.18,NA,0.41,71.11,1.75,242.03,25.05,9.08,622.32,1.54,,
2013,MAY,2,0,36.81,13.87,NA,0.33,58.24,1.48,284.19,23.91,9.97,622.68,1.51,,
2013,MAY,2,1,24.47,14.07,2.48,0.45,46.59,0.78,306.61,22.6,12.64,622.69,1.47,,
2013,MAY,2,2,7.31,17.88,6.78,0.56,80.35,1.62,95.83,21.84,15.09,622.68,1.45,,
2013,MAY,2,3,9.93,31.24,6.60,0.57,85.83,2.14,107.43,21.11,16.28,622.38,1.46,,
2013,MAY,2,4,10.85,27.22,5.57,0.55,100.22,2.07,118.76,19.98,19.5,622.21,1.46,,
2013,MAY,2,5,12.01,19.09,5.08,0.66,79.21,1.49,123.77,19.79,21.56,622.27,1.44,,
