DATOS HORARIOS 2011_ NATIVITAS,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Año,Mes,Día,Hora,O3,SO2,NO2,CO,PM10,WS,WD,TEMP,HR,PBAR,RADSOL,,
2011,MAY,1,0,NA,10.7,NA,0.16,76.77,1.09,122.62,23.05,33.29,624.14,2.39,,
2011,MAY,1,1,NA,10.6,NA,0.17,70.34,0.36,138.66,21.67,36.2,624.41,2.51,,
2011,MAY,1,2,NA,10.64,NA,0.17,74.64,0.39,139.34,21.44,36.84,624.43,2.47,,
2011,MAY,1,3,NA,10.61,NA,0.2,70.21,0.37,207.85,20.46,37.76,624.6,2.6,,
2011,MAY,1,4,NA,10.86,NA,0.22,72.86,0.35,188.8,20.38,38.59,624.75,2.41,,
2011,MAY,1,5,NA,10.84,NA,0.22,67.74,0.4,283.12,19.66,43.16,624.83,2.6,,
2011,MAY,1,6,NA,10.76,NA,0.26,71.58,0.41,273.98,18.81,45.31,625.13,2.62,,
2011,MAY,1,7,NA,10.97,NA,0.34,95.42,0.38,245.27,17.98,47.46,625.4,15.91,,
2011,MAY,1,8,NA,10.85,NA,0.42,95.36,0.37,253.46,20.38,44.79,625.02,158.62,,
2011,MAY,1,9,NA,10.84,NA,0.49,94.13,0.49,297.93,23.44,37.65,624.54,379.7,,
2011,MAY,1,10,NA,10.64,NA,0.54,88.77,1.16,291.96,26,31.13,624.17,598.53,,
2011,MAY,1,11,NA,10.64,NA,0.49,82.04,0.79,271.49,28.53,23.65,623.81,773.36,,
2011,MAY,1,12,NA,10.53,NA,0.41,89.35,1.13,273.06,30,18.5,623.56,915.22,,
2011,MAY,1,13,NA,10.57,NA,0.33,80.51,2.1,285.4,31.42,13.75,623.36,979.29,,
2011,MAY,1,14,NA,10.44,NA,0.29,72.42,1.41,271.64,32.37,11.15,623.15,976.43,,
2011,MAY,1,15,NA,10.44,NA,0.24,56.39,1.2,253.05,33.38,8.37,622.88,909.38,,
2011,MAY,1,16,NA,10.22,NA,0.2,43.75,1.04,261.07,33.81,7.65,622.83,764.59,,
