DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
JUN,1,0,8.76,34.92,NA,10.87,45.95,2.23,151.06,22.83,29.53,623.81,5.69
JUN,1,1,6,5.82,NA,5.29,46.94,3.6,102.47,21.95,38.7,623.87,4.03
JUN,1,2,5.75,3.5,NA,3.98,38.82,3.89,101.66,21.19,45.51,623.9,17.49
JUN,1,3,4.93,4.86,NA,7.1,28.33,3.55,94.25,20.17,53.2,623.88,4.67
JUN,1,4,4.64,3.5,NA,5.47,30.88,3.19,88.3,19.21,57.9,623.82,5.91
JUN,1,5,3.46,4.66,NA,7.72,34.36,3.58,73.04,18.65,60.19,623.75,7.41
JUN,1,6,0.95,22.08,NA,15.02,38.69,3.65,72.67,19.14,61.84,623.64,79.39
JUN,1,7,0.2,8.01,NA,15.29,51.88,3.48,77.87,21.99,56.52,623.55,310.17
JUN,1,8,4.13,20,NA,8.91,41.14,4.55,70.68,23.46,50.38,623.53,447.8
JUN,1,9,6.51,37.94,NA,10.87,50.55,4.6,83.3,26.47,38.16,623.57,688.29
JUN,1,10,11.58,10.66,NA,6.34,42.22,3.5,95.98,29.27,25.77,623.65,890.06
JUN,1,11,15.78,NA,NA,4.29,34.23,3.19,116.12,31.14,17.51,623.72,1029.14
JUN,1,12,18.83,NA,NA,4.08,20.86,3.5,99.61,32.56,16.02,623.86,1074.67
JUN,1,13,19.26,NA,NA,4.66,28.7,3.38,99.76,33.96,13.93,624,1050.7
JUN,1,14,17.33,14.87,NA,5.33,27.05,3.99,89.62,34.43,13.33,624.16,967.34
JUN,1,15,18.53,NA,NA,4.88,29.02,5.08,81.28,35.58,10.59,624.3,810.85
JUN,1,16,17.1,17.64,NA,6.01,23.79,4.62,70.38,35.86,9.79,624.4,603.41
JUN,1,17,16.33,37.6,NA,5.9,26.88,4.63,76.08,34.91,11.94,624.42,374.08
JUN,1,18,12.93,113.21,NA,11.96,47.17,4.47,129.35,32.31,13.92,624.33,124.49
JUN,1,19,9.33,158.08,NA,10.79,89.23,5.23,73.72,29.58,22.38,624.2,27.85
JUN,1,20,9.74,25.91,NA,6.01,68.76,5.8,70.63,27.49,25.93,624.04,2.03
JUN,1,21,11.11,42.61,NA,6.44,67.77,5.22,62.09,25.79,27.01,623.89,12.05
JUN,1,22,12.87,27.91,NA,8.56,34.13,3.68,66.48,24.04,31.47,623.74,3.36
JUN,1,23,8.73,29.26,NA,11.24,32.34,3.38,76.97,23.31,30.92,623.69,3.43
JUN,2,0,10.31,42.73,NA,8.17,33.29,3.75,59.68,21.64,34.16,623.66,2.42
JUN,2,1,9.68,14.78,NA,5.78,35.08,2.86,84.97,20.65,41.05,623.66,13.51
JUN,2,2,10.49,16.25,NA,3.72,21.93,3.06,64.47,20.17,51.44,623.66,2.52
JUN,2,3,8.4,17.65,NA,2.7,29.88,3.34,64.57,19.96,54.69,623.65,2.55
JUN,2,4,7.98,23.68,NA,5.16,24.54,2.97,56.8,19.5,58.05,623.64,6.45
JUN,2,5,3.48,38.2,NA,7.04,33.09,2.12,117.33,18.51,62.88,623.63,3.35
JUN,2,6,0.42,3.5,NA,14.48,37.25,2.13,97.21,18.95,65.61,623.6,51.16
JUN,2,7,0.2,NA,NA,13.49,44.69,2.45,66.56,21.99,58,623.52,249.03
JUN,2,8,1.89,NA,NA,8.95,47.41,3.22,70.59,23.94,51.12,623.49,476.91
JUN,2,9,7.27,NA,NA,6.25,39.72,4.6,71.76,25.99,42.63,623.53,719
JUN,2,10,9.23,NA,NA,5.46,34.23,4.4,82.77,27.52,35.15,623.59,893.87
JUN,2,11,9.94,19.88,NA,6.89,39.98,4.71,84.63,28.84,30.94,623.63,959.44
