DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
OCT,1,0,2.36,89.88,NA,NA,21.88,4.13,72.89,18.94,70.65,NA,NA
OCT,1,1,0.47,124.71,NA,NA,41.06,4.21,74.48,17.94,74.21,NA,2.7
OCT,1,2,0.44,99.93,NA,NA,36.93,3.17,90.05,17.43,75.52,NA,9.51
OCT,1,3,1.13,9.78,NA,NA,19.87,2.73,105.58,16.58,79.8,NA,5.03
OCT,1,4,0.23,47.4,NA,NA,18.04,2.77,96.67,16.68,79.77,NA,9.57
OCT,1,5,2.35,18.36,NA,NA,17.34,2.93,88.57,17.04,78.37,NA,11.8
OCT,1,6,1.77,21.43,NA,NA,16.74,2.35,108.94,16.79,79.15,NA,7.24
OCT,1,7,NA,11.74,NA,NA,16.09,2.28,126.49,16.01,82.58,NA,10.55
OCT,1,8,NA,13.09,NA,NA,16.67,2.01,153.58,18.04,81.61,NA,136.56
OCT,1,9,5.29,39.16,NA,NA,16.27,3.55,90.78,21.3,69.36,NA,363.91
OCT,1,10,12.23,39.01,NA,NA,13.63,5.1,76.62,22.86,58.66,NA,572.17
OCT,1,11,14.46,16.79,NA,NA,7.95,4.4,77.65,24.61,52,NA,736.22
OCT,1,12,17.37,42.43,NA,NA,9.68,3.71,80.11,26.4,46.29,NA,887.83
OCT,1,13,21,29.4,NA,NA,2.57,3.91,75.13,27.95,41.39,NA,934.44
OCT,1,14,22.23,43.66,NA,NA,12.19,3.99,80.96,28.63,39.08,NA,903.59
OCT,1,15,24.31,26.69,NA,NA,17.69,4.26,74.15,28.72,38.25,NA,669.4
OCT,1,16,18.66,12.59,NA,NA,24.3,4.2,70.17,27.72,41.2,NA,409.08
OCT,1,17,15.59,76.53,NA,NA,21.76,4.71,70.67,26.68,45.18,NA,321.95
OCT,1,18,14.6,43.91,NA,NA,29.44,4.72,64.29,24.98,48.67,NA,59.84
OCT,1,19,12.16,12.59,NA,NA,21.58,3.68,73.9,23.66,51.58,NA,6.01
OCT,1,20,8.89,41.83,NA,NA,20.79,3.75,69.7,22.18,55.92,NA,2.43
OCT,1,21,10.8,23.39,NA,NA,26.96,3.91,64.51,20.95,60.3,NA,2.51
OCT,1,22,10.38,57.37,NA,NA,18.13,3.55,61.31,20.16,64.47,NA,2.55
OCT,1,23,8.75,32.49,NA,NA,18.01,3.2,84.42,19.27,68.11,NA,2.63
OCT,2,0,6.64,14.57,NA,NA,13.11,3.41,92.87,17.89,77.34,NA,2.71
OCT,2,1,8.34,10.38,NA,NA,17.37,3.18,104.56,17.14,81.9,NA,2.77
OCT,2,2,6.28,62.27,NA,NA,16.54,3.63,92.25,16.88,82.88,NA,2.76
OCT,2,3,5.86,8.63,NA,NA,17.04,2.45,125.23,15.81,85.17,NA,2.83
OCT,2,4,2.83,3.5,NA,NA,4.98,2.24,112.01,15.26,87.35,NA,2.86
OCT,2,5,3.28,20.6,NA,NA,12.55,2.24,97.07,15.47,87.16,NA,2.79
OCT,2,6,0.2,22.81,NA,NA,22.91,2.73,92.13,15.47,88.14,NA,2.86
OCT,2,7,0.2,18.96,NA,NA,16.61,2.6,93.45,16.17,86.74,NA,7.6
OCT,2,8,0.2,13.43,NA,NA,22.41,3.23,76.95,17.28,84.76,NA,114.38
OCT,2,9,4.82,35.28,NA,NA,7.15,4.1,65.14,20.75,71.21,NA,397.92
