DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
FEB,1,0,1.4,3.96,NA,19.38,53.21,1.72,286.42,10.84,59.82,625.71,3.29
FEB,1,1,1.51,3.5,NA,20.75,44.58,1.74,305.52,10.85,57.98,625.74,2.71
FEB,1,2,0.39,3.5,NA,21.53,58,1.29,298.01,10.59,58.22,625.5,2.68
FEB,1,3,NA,3.5,NA,21.47,61.75,1.34,117.21,9.33,62.04,625.26,2.77
FEB,1,4,NA,4.59,NA,22.09,80.32,1.81,100.13,8.36,68.05,624.89,2.79
FEB,1,5,NA,4.76,NA,19.47,66.97,2.04,132.65,7.29,70.81,624.7,2.86
FEB,1,6,NA,6.7,NA,20.78,71.5,2.25,133.74,7.21,70.18,624.68,2.89
FEB,1,7,NA,6.87,NA,20.4,74.5,1.7,152.73,6.95,69.9,625.05,2.87
FEB,1,8,NA,8.43,NA,21.99,87.02,1.9,315.7,6.69,69.96,625.51,21.93
FEB,1,9,NA,12.3,NA,25.95,93.3,1.43,243.69,11.39,63.8,626.06,209.81
FEB,1,10,3.77,18,NA,28.62,87.98,2.28,132.21,14.32,48.8,626.53,374.43
FEB,1,11,7.85,14.34,NA,25.38,108.49,1.98,146.03,15.64,45.86,626.83,464.05
FEB,1,12,13.81,154.38,NA,19.68,52.39,1.61,238.28,20.36,35.71,626.54,621.19
FEB,1,13,20.95,81.57,NA,14.29,51.92,2.24,263.97,21.3,33.52,625.87,768.79
FEB,1,14,22.27,27.74,NA,6.67,30.41,2.91,284.37,22.43,31.31,625.25,627.55
FEB,1,15,17.17,13.51,NA,2.7,33.91,3.05,275.87,22.65,29.22,624.6,652.91
FEB,1,16,21.57,6.63,NA,4.07,70,3.02,290.85,22.9,28.08,624.29,493.78
FEB,1,17,15.72,7.41,NA,2.71,38.06,2.52,282.88,21.28,29.8,624.3,161.36
