DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
ENE,1,0,0.2,20.94,NA,NA,312.78,2.62,90.74,13.89,37.52,626.29,2.37
ENE,1,1,0.2,28.64,NA,NA,314.98,2.57,128.33,12.54,38.08,626.51,2.46
ENE,1,2,0.2,22.88,NA,NA,310.13,2.86,106.25,11.75,40.44,626.8,2.55
ENE,1,3,0.66,12.31,NA,NA,130.64,2.78,94.39,10.63,44.59,626.81,2.57
ENE,1,4,0.2,6.97,NA,NA,83.66,2.55,100.51,9.43,50.97,626.87,2.61
ENE,1,5,0.2,5.33,NA,NA,47.84,2.83,97.15,8.58,60.91,627.03,2.63
ENE,1,6,2.97,3.5,NA,NA,33.33,3.3,94.93,8.33,69.56,627.29,2.64
ENE,1,7,4.07,NA,NA,NA,20.62,3.45,97.53,8.01,72.52,627.51,2.69
ENE,1,8,4.65,NA,NA,NA,21.73,3.24,86.76,7.77,74.3,627.67,24.6
ENE,1,9,7.77,NA,NA,NA,13,3.55,81.45,9.71,68.73,628.34,182.71
ENE,1,10,12.89,NA,NA,NA,13.52,4.96,75.58,12.5,58.07,628.93,382.27
ENE,1,11,14.65,NA,NA,NA,23.35,5.42,77.03,14.47,51.22,628.99,559.6
ENE,1,12,16.42,NA,NA,NA,26.55,5.3,74.52,16.56,44.77,628.45,689.62
ENE,1,13,19.5,NA,NA,NA,31.41,5.52,90.1,18.26,38.14,627.55,752.05
ENE,1,14,21.39,NA,NA,NA,36.93,5.07,90.71,19.68,33.87,626.54,570.57
ENE,1,15,23.32,NA,NA,NA,50.14,4.61,94.09,20.68,30.99,625.76,648.83
ENE,1,16,25.27,NA,NA,NA,51.51,4.07,83.89,21.37,28.65,625.4,505.15
ENE,1,17,25.57,NA,NA,NA,50.71,3.77,78.34,21.15,28.81,625.03,316.34
ENE,1,18,21.35,NA,NA,NA,43.18,3.99,89.62,19.71,32.87,625.09,113.09
ENE,1,19,13.86,NA,NA,NA,67.35,4.25,88.79,16.66,43.67,625.46,5.75
ENE,1,20,10.14,NA,NA,NA,75.17,5.7,76.55,14.55,52.23,626.13,3.5
ENE,1,21,9.01,NA,NA,NA,101.65,5.49,77.48,12.62,58.6,626.88,2.44
ENE,1,22,7,NA,NA,NA,45.52,5.32,73.72,11.12,64.88,627.24,3.59
ENE,1,23,7.21,NA,NA,NA,24.15,5.36,78.31,9.82,69.78,627.33,2.58
ENE,2,0,7.47,NA,NA,NA,12.2,5.02,76.66,9.06,71.98,627.12,4.3
ENE,2,1,8.42,NA,NA,NA,15.69,4.72,83.34,8.58,73.23,626.97,3.8
ENE,2,2,9.11,5.61,NA,NA,8.92,3.98,84.05,8.11,74.3,626.88,2.63
ENE,2,3,9.21,4.88,NA,NA,2.77,3.25,86.29,7.83,74.87,626.73,4.92
ENE,2,4,5.52,4.78,NA,NA,6.15,2.65,110.95,6.9,77.63,626.64,2.76
ENE,2,5,6.78,4.7,NA,NA,7.39,3.19,89.77,6.43,80.08,626.71,2.75
ENE,2,6,5.13,4.25,NA,NA,9.55,2.93,83.78,5.96,81.29,626.86,3.97
ENE,2,7,3.1,3.99,NA,NA,12.94,2.75,74.74,5.44,82.27,627.06,2.84
ENE,2,8,0.81,3.97,NA,NA,23.67,2.82,91.46,5.38,83.05,627.5,20.68
ENE,2,9,2.74,3.91,NA,NA,28.99,3.72,95.35,6.5,80.27,627.85,72.5
ENE,2,10,4.96,3.61,NA,NA,27.66,3.4,86.9,8.43,75.23,628.13,199.87
ENE,2,11,7.91,3.5,NA,NA,22.37,3.71,78.34,10.19,68.61,628.03,236.73
ENE,2,12,11.51,3.5,NA,NA,3.21,3.65,74.55,13.94,54.61,627.4,675.13
ENE,2,13,16.02,3.5,NA,NA,15.99,2.84,92.7,17.28,46.59,626.45,738.1
ENE,2,14,23.34,3.99,NA,NA,27.26,1.86,185.53,21.12,37.15,625.35,560.03
ENE,2,15,29.9,12.85,NA,3.32,35.89,1.93,282.19,22.44,33.25,624.56,637.41
ENE,2,16,31.13,10.11,NA,3.21,45.79,2.18,262.74,22.99,30.68,624.03,497.26
ENE,2,17,28.41,5.8,NA,3.48,52.3,2.45,284.74,21.93,30.99,623.68,304.57
ENE,2,18,24.66,10.47,NA,10.2,55.88,2.08,286.74,20.47,32.55,623.52,114.84
ENE,2,19,9.1,12.54,NA,32.15,76.81,1.8,281.87,17.61,37.81,623.63,5.89
ENE,2,20,NA,17.76,NA,40.15,126.64,1.74,270.65,15.91,43.84,623.99,2.4
ENE,2,21,NA,23.05,NA,39.78,190.73,1.26,349.85,15.01,46.16,624.44,2.53
ENE,2,22,NA,21.96,NA,33.89,246.69,1.62,187.48,14.82,49.03,624.88,2.5
ENE,2,23,NA,20.69,NA,33.21,214.07,1.68,249.65,14.5,49.94,625.15,2.52
ENE,3,0,0.2,19.2,NA,30.66,118.38,1.34,126.09,12.81,52.28,625.19,2.62
ENE,3,1,NA,19.88,NA,28.31,121.28,1.22,136.67,11.1,54.17,625.23,2.72
ENE,3,2,NA,25.1,NA,27.2,141.59,1.81,107.24,10.16,67.14,625.25,2.78
ENE,3,3,NA,23.22,NA,24.92,127.11,1.84,114.73,9.45,66.63,625.21,2.84
ENE,3,4,NA,17.25,NA,24.2,93.03,2.01,117.54,8.38,69.15,625.05,2.92
ENE,3,5,NA,18.41,NA,27.45,96.08,2.3,112.94,8.41,68.73,625.18,2.88
ENE,3,6,NA,14.45,NA,24.12,79.08,2.25,119.82,7.56,70.66,625.4,2.95
ENE,3,7,NA,14.24,NA,24.02,75.06,2.76,113.89,7.24,72.26,625.71,2.97
ENE,3,8,NA,13.02,NA,22.37,82.66,2.47,88.81,7.6,71.1,626.19,19.15
ENE,3,9,0.2,11.72,NA,20.65,72.98,2.63,90.16,9.48,67.06,626.77,160.29
ENE,3,10,1.34,11.85,NA,17.98,67.5,2.87,108.62,12.73,57.71,627.09,349.5
ENE,3,11,6.55,17.31,NA,21.54,74.75,2.6,125.62,16.49,49.61,627.02,536.59
ENE,3,12,16.44,14.49,NA,13.21,60.49,2.07,156.93,20.1,40.41,626.55,669.04
ENE,3,13,25.39,16.2,NA,5.96,46.21,1.85,185.1,22.67,32.45,625.69,732.6
ENE,3,14,30.53,47.46,NA,7.89,37.22,2.14,280.46,23.67,28.5,624.75,550.84
ENE,3,15,33.21,24.99,NA,9.41,49.9,2.43,247.62,23.86,26.52,623.99,668.7
ENE,3,16,28.57,6.52,NA,3.83,33.58,2.51,244.71,24.05,25.03,623.62,510.86
ENE,3,17,28.7,5.48,NA,4.19,50.73,2.14,239.89,22.17,27.92,623.49,213.23
ENE,3,18,28.36,14.21,NA,7.51,58.26,2.09,90.37,21.25,29.38,623.65,91.32
ENE,3,19,13.58,70.6,NA,8.09,96.5,4.77,68.66,17.83,38.3,624.04,5.03
ENE,3,20,8.56,104.16,NA,10.57,84.07,4.12,70.63,15.39,44.63,624.6,2.43
ENE,3,21,6.21,6.44,NA,9.47,54.22,3.86,91.19,13.27,51.96,625.1,2.54
ENE,3,22,8.63,4.95,NA,5.47,57.39,4.75,90.15,11.65,57.53,625.5,2.74
ENE,3,23,9.95,4.62,NA,5.08,42.56,4.71,86.96,10.62,60.84,625.92,2.79
ENE,4,0,11.09,3.5,NA,3.96,32.26,4.23,80.89,9.32,65.61,626.18,2.83
ENE,4,1,10.46,3.5,NA,3.69,32.73,4.21,90.49,8.26,69.39,626.17,2.9
ENE,4,2,9.45,5.77,NA,3.96,20.88,3.9,98.64,7.42,72.37,626.29,2.95
ENE,4,3,9.28,5.71,NA,3.63,22.77,4.25,104.76,6.59,75.37,626.15,2.98
ENE,4,4,11.65,4.58,NA,3.2,12.52,4.58,99.67,5.88,78.54,625.97,3.03
ENE,4,5,9.74,4.29,NA,4.49,12.78,3.67,85.43,5.51,80.68,625.91,3.06
ENE,4,6,8.43,4.24,NA,5.11,20.56,3.69,90.72,5.4,81.57,626.13,3.05
ENE,4,7,6.81,4.11,NA,3.33,21.86,3.09,89.89,5.09,82.6,626.51,3.08
ENE,4,8,4.8,4.58,NA,5.68,30.33,3.66,96.43,4.86,83.78,626.77,21.23
ENE,4,9,6.71,4.12,NA,5.74,29.69,4.08,96.26,6.87,78.56,627.18,179.67
ENE,4,10,11.78,3.87,NA,3.8,22.75,4.45,95.11,9.31,68.41,627.56,385.28
ENE,4,11,13.71,3.71,NA,3.87,21.33,4.14,97.83,11.58,60.26,627.59,562.58
ENE,4,12,16.78,3.88,NA,2.75,31.72,3.73,93.52,14,52.34,627.17,690.84
ENE,4,13,20.77,6.96,NA,3.87,25.5,2.94,104.81,16.92,43.99,626.42,752.95
ENE,4,14,23.85,23.13,NA,4.92,47.39,2.11,97.27,19.51,37.47,625.52,543.46
ENE,4,15,29.1,24.33,NA,5.02,47.48,1.69,219.35,21.9,32.76,624.66,651.05
ENE,4,16,34.18,21.66,NA,5.85,51.98,2.25,277.13,22.52,29.98,624.17,507.81
ENE,4,17,33.09,14.4,NA,3.18,53.54,2.28,248.35,22.01,29.98,623.93,321.4
ENE,4,18,30.86,12.45,NA,4.13,58.62,1.9,241.21,20.56,31.81,623.92,121.57
ENE,4,19,17.79,11.54,NA,12.94,77.63,1.59,257.91,17.54,37.07,624.2,6.98
