DATOS HORARIOS 2018_NATIVITAS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MES,DIA,HORA,O3,SO2,CO,NO2,PM10,WS,WD,TEMP,HR,PBAR,RADSOL
NOV,1,0,9.38,6.02,NA,NA,13.36,2.64,237.16,18.84,77.92,NA,2.46
NOV,1,1,10.65,3.95,NA,NA,13.44,2.68,258.38,18.94,75.05,NA,2.44
NOV,1,2,9.3,4.03,NA,NA,14.38,1.99,208.61,18.51,76.3,NA,2.53
NOV,1,3,8.02,3.82,NA,NA,5.23,1.67,208.36,17.76,78.7,NA,2.51
NOV,1,4,7.73,3.66,NA,NA,13.87,1.85,210.73,17.05,81.57,NA,2.6
NOV,1,5,8.37,3.51,NA,NA,12.05,1.92,262.13,16.7,83.28,NA,2.64
NOV,1,6,7.31,4.06,NA,NA,10,1.44,238.65,16.15,83.49,NA,2.62
NOV,1,7,3,3.5,NA,NA,17.97,1.25,225.48,15.97,85.01,NA,4.23
NOV,1,8,0.2,3.79,NA,NA,19.03,1.26,164.95,16.18,87.41,NA,38.95
NOV,1,9,0.2,5.87,NA,NA,32.81,1.8,162.95,18.1,85.1,NA,179.41
NOV,1,10,10.09,3.5,NA,NA,9.48,1.63,195.68,23.27,67.36,NA,477.21
NOV,1,11,13.9,NA,NA,NA,29.65,1.94,272.62,23.04,62.12,NA,292.45
NOV,1,12,15.58,NA,NA,NA,17.24,1.84,221.38,23.34,59.37,NA,338.8
NOV,1,13,18.07,NA,NA,NA,3.72,2.01,217.34,25.05,52.93,NA,416.59
NOV,1,14,17.12,NA,NA,NA,16.49,3.41,265.65,24.83,49.13,NA,344.78
NOV,1,15,12.67,5.49,NA,NA,22.64,3.77,308.68,21.41,55.91,NA,299.07
NOV,1,16,12.24,6.52,NA,NA,9.3,2.88,302.24,22.43,55.54,NA,216.29
NOV,1,17,12.13,8.28,NA,NA,15.39,1.96,269.77,22.76,54.09,NA,94.69
NOV,1,18,10.45,8.26,NA,NA,19.71,1.65,254.5,22.13,55.18,NA,30.11
NOV,1,19,2.94,8.8,NA,NA,23.02,1.41,208.76,21.28,56.75,NA,2.98
NOV,1,20,1.54,10.37,NA,NA,39.59,1.38,165.53,20.67,61.12,NA,2.46
NOV,1,21,2.59,10.12,NA,NA,40.65,1.73,136.12,20.04,67.11,NA,2.52
NOV,1,22,4.63,9.49,NA,NA,24.93,1.45,132.06,19.32,70.02,NA,2.52
NOV,1,23,5.32,9.41,NA,NA,21.74,1.23,150.5,19.2,71.21,NA,2.53
NOV,2,0,7.26,6.56,NA,NA,20.86,1.66,241.8,18.8,71.85,NA,2.56
